('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a36b975d-7437-4f90-8f6e-aa11606e53ab.png.296x216.jpg', '晨曦馨苑 4室2厅 360万', '晨曦馨苑  | 4室2厅 | 153平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  元和', '360万', '单价23530元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b684af46-f8f3-4001-8dd6-04b00d696cdd.png.296x216.jpg', '随时可看，诚心出售，红本在手，', '尚景湾  | 2室2厅 | 99平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  黄桥', '185万', '单价18687元/平米')
('https://image1.ljcdn.com/320500-inspection/test-562af78e-6c08-4255-b814-809c97b467e3.png.296x216.jpg', '恒基水漾南北通透大户型，外面俯瞰活力岛', '恒基水漾花城  | 5室2厅 | 191.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2017年建塔楼  -  活力岛', '390万', '单价20334元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e15fc71d-b356-4ac8-932a-28f967a265a3.png.296x216.jpg', '西湖君庭 3室2厅 230万', '西湖君庭  | 3室2厅 | 91.58平米 | 南 北 | 其他 | 有电梯', '中楼层(共16层)2016年建板楼  -  活力岛', '230万', '单价25115元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0484a5f5-cdb3-419d-89a4-340fd6dcb9ce.png.280x210.jpg', '合景峰汇八期 3室2厅 220万', '合景峰汇八期  | 3室2厅 | 89.65平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2014年建板楼  -  活力岛', '220万', '单价24540元/平米')
('https://image1.ljcdn.com/320500-inspection/c8d7b9e5-0563-4fdc-b82c-0e28416c65f8.jpg.296x216.jpg', '香城花园三区 5室2厅 250万', '香城花园三区  | 5室2厅 | 112平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '250万', '单价22322元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0b797370-291b-46bb-a2c1-52c751177fd5.png.296x216.jpg', '华润城立方 品质小区 华润物业 复式毛坯房 四房两卫', '华润城立方  | 4室2厅 | 120.29平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  活力岛', '255万', '单价21199元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4b1bdce4-ad0e-498e-aed1-1723a680ec6e.png.296x216.jpg', '二号线的公园 2室2厅 210万', '二号线的公园  | 2室2厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2017年建板塔结合  -  高铁新城', '210万', '单价23596元/平米')
('https://image1.ljcdn.com/320500-inspection/d7231aa6-86f4-4c61-ab7b-118f7233926d.jpg.296x216.jpg', '红鼎湾三室纯毛坯洋房房东诚心出售', '红鼎湾花园  | 3室2厅 | 219.86平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2013年建板楼  -  元和', '290万', '单价13191元/平米')
('https://image1.ljcdn.com/320500-inspection/test-216c4ab9-470a-4b6c-aa8f-99d60528eb47.png.296x216.jpg', '香城花园一区 2室2厅 195万', '香城花园一区  | 2室2厅 | 97.34平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板楼  -  元和', '195万', '单价20033元/平米')
('https://image1.ljcdn.com/320500-inspection/test-de32c640-8428-4073-b59b-a9b98e8731b6.png.296x216.jpg', '晨曦馨苑精装修两房，产证满五年', '晨曦馨苑  | 2室2厅 | 94.86平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2008年建板楼  -  元和', '178万', '单价18765元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160627/37e8cd15-1cff-4eab-a03c-a5efc0200ef0.jpg.296x216.jpg', '银丽高尔夫 4室3厅 1340万', '银丽高尔夫   | 独栋别墅 | 4室3厅 | 476平米 | 北 | 毛坯 | 无电梯', '2层2012年建板楼  -  元和', '1340万', '单价28152元/平米')
('https://image1.ljcdn.com/320500-inspection/288874c1-8ff3-4378-ae00-933b3ecc259c.jpg.296x216.jpg', '欧风丽苑 2室2厅 170万', '欧风丽苑  | 2室2厅 | 83.29平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2012年建塔楼  -  元和', '170万', '单价20411元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8c4c3d04-6d3c-4fef-ab95-6e8d7e677764.png.296x216.jpg', '凯翔复试大户型，居家装修保养好，带车位一起出售。', '凯翔国际广场公寓  | 4室2厅 | 169平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2009年建板楼  -  元和', '230万', '单价13610元/平米')
('https://image1.ljcdn.com/320500-inspection/test-363fd030-92bf-41d9-bc0b-531e1755d019.png.296x216.jpg', '元和之春，顶楼大复式，精装修，保养好，视野开阔', '元和之春  | 5室2厅 | 192平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  元和', '300万', '单价15625元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8a7d8065-41d6-4126-b69e-de121620fc71.png.296x216.jpg', '金辉融侨城 4室2厅 351万', '金辉融侨城  | 4室2厅 | 135平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2015年建板楼  -  活力岛', '351万', '单价26000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-935c75d8-bda0-4a9c-956c-706f340c7583.png.296x216.jpg', '民用水电，通天燃气。合景精装4.5米复式调高公寓!', '合景峰汇十一期  | 2室2厅 | 46平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2016年建板楼  -  活力岛', '85万', '单价18479元/平米')
('', '花好月圆 3室2厅 180万', '花好月圆  | 3室2厅 | 111平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共33层)2012年建板楼  -  元和', '180万', '单价16217元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170609/bdaa86b6-b5c5-45b9-a649-de5f735fc75b.jpg.296x216.jpg', '香城花园二区 5室2厅 320万', '香城花园二区  | 5室2厅 | 187平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  元和', '320万', '单价17113元/平米')
('https://image1.ljcdn.com/320500-inspection/test-87562d96-5f47-429c-af81-4de78a8a0397.png.296x216.jpg', '金御华府 纯毛坯 通透三房 带车位 好楼层 全天采光', '金御华府  | 3室2厅 | 95平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  活力岛', '220万', '单价23158元/平米')
('https://image1.ljcdn.com/320500-inspection/test-86d588fb-8edd-4b36-90ce-8130a441789e.png.296x216.jpg', '采光好，得房率高，实用性强！精装修！', '锦绣江南  | 2室2厅 | 91.8平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  元和', '175万', '单价19064元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5cfbc27a-13cf-4720-8c4d-990041ff26bd.png.296x216.jpg', '新尚广场 精装复式公寓 40年产权', '新尚商业广场  | 1室1厅 | 47平米 | 北 | 其他 | 有电梯', '高楼层(共16层)2009年建板楼  -  元和', '55万', '单价11703元/平米')
('https://image1.ljcdn.com/320500-inspection/test-899080c5-d1d0-49ed-b41a-a0aafe0c6669.png.296x216.jpg', '欧风丽苑 简装两室 拎包入住 看房方便', '欧风丽苑  | 2室2厅 | 96.18平米 | 南 北 | 其他 | 有电梯', '中楼层(共17层)2009年建塔楼  -  元和', '195万', '单价20275元/平米')
('https://image1.ljcdn.com/320500-inspection/test-96dacef4-561c-49b6-8569-cd90c723a5aa.png.296x216.jpg', '欧风丽苑 精装三室 南北通透 送家具车库', '欧风丽苑  | 3室2厅 | 103.84平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2012年建塔楼  -  元和', '216万', '单价20802元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160610/ba1846e6-d5ff-4eca-b14a-bc16c9fd4818.jpg.296x216.jpg', '知音别苑 4室2厅 245万', '知音别苑  | 4室2厅 | 154.5平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2002年建板楼  -  元和', '245万', '单价15858元/平米')
('https://image1.ljcdn.com/320500-inspection/68756f13-69bb-4dfd-9f75-897aff2578ee.jpg.296x216.jpg', '红鼎湾花园通透四室 面积大 价格实惠 房东诚意出售', '红鼎湾花园  | 4室2厅 | 219平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2013年建板楼  -  元和', '330万', '单价15069元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c803ea58-fe0a-4d3b-9087-5380cd750377.png.296x216.jpg', '康锦苑精装顶楼复式，独门独户的有天台', '康锦苑  | 4室2厅 | 174.8平米 | 南 | 其他 | 有电梯', '高楼层(共19层)板楼  -  元和', '320万', '单价18307元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ad508686-ebef-416a-8c36-af53663d0b26.png.296x216.jpg', '高铁新城圆融广场 3室2厅 120万', '高铁新城圆融广场  | 3室2厅 | 91.8平米 | 南 | 其他 | 有电梯', '中楼层(共21层)2016年建板塔结合  -  高铁新城', '120万', '单价13072元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1527ccec-cbf2-465b-add9-6f7ffddd2a6e.png.296x216.jpg', '姑苏裕沁庭精装两房248万，无贷款，随时可签', '姑苏裕沁庭  | 2室2厅 | 97平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2015年建板楼  -  活力岛', '248万', '单价25568元/平米')
('', '国际服装城 出行方便  诚意出售', '国际服装城B区  | 3室2厅 | 120平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  元和', '168万', '单价14000元/平米')
('https://image1.ljcdn.com/320500-inspection/6518eb93-39d6-4db6-8e22-91d6f39fe0db.jpg.296x216.jpg', '御窑花园 3室2厅 170万', '御窑花园  | 3室2厅 | 133平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  活力岛', '170万', '单价12782元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c26f89fa-a081-48b1-a63d-ee404b44307b.png.296x216.jpg', '晨曦印象花园 4室2厅 300万', '晨曦印象花园  | 4室2厅 | 140平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2008年建板楼  -  元和', '300万', '单价21429元/平米')
('https://image1.ljcdn.com/320500-inspection/b2f535dc-f797-4341-82fd-6c4bc9623fc5.jpg.296x216.jpg', '康桥丽都 美式 装修三室两厅一卫', '康桥丽都  | 3室2厅 | 112平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  元和', '268万', '单价23929元/平米')
('https://image1.ljcdn.com/320500-inspection/1eadad3c-0ef1-43e8-9d2c-26c94e4842ec.jpg.296x216.jpg', '香城花园二区 南北通透户型 赠送汽车库 看房有钥匙', '香城花园二区  | 3室2厅 | 121平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '245万', '单价20248元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8f59ed2e-3814-4610-b233-0af697fd4dbd.png.296x216.jpg', '华美家园 2室2厅 190万', '华美家园  | 2室2厅 | 91.5平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  元和', '190万', '单价20766元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160708/ef759271-64d6-4ef8-a149-ba0887de4864.jpg.296x216.jpg', '融创81栋 6室3厅 1400万', '融创81栋   | 独栋别墅 | 6室3厅 | 425.89平米 | 北 | 毛坯 | 无电梯', '1层2009年建板楼  -  黄埭', '1400万', '单价32873元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160416/6cf5b8bb-6fbf-483e-98b5-e7eb57cad765.jpg.296x216.jpg', '首开班芙春天2室2厅1卫精装家电家具全留只需184w', '首开班芙春天花园  | 2室2厅 | 98平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2015年建板楼  -  活力岛', '184万', '单价18776元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4b1c9755-a10b-48e6-9821-ea5e8a3e0005.png.296x216.jpg', '花南家园 2室1厅 133万', '花南家园  | 2室1厅 | 65.5平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2009年建板楼  -  元和', '133万', '单价20306元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5cef28a6-9840-46f4-8e8a-96678f90f424.png.296x216.jpg', '康桥丽都 精装两房 楼层好  看房方便', '康桥丽都  | 2室1厅 | 89平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2011年建板楼  -  元和', '198万', '单价22248元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3fcc7b4c-8449-4a69-8906-60872cf5cddd.png.296x216.jpg', '恒基水漾花城 2室2厅 172万', '恒基水漾花城  | 2室2厅 | 77.67平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2014年建塔楼  -  活力岛', '172万', '单价22145元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload5a05ee8a-c302-4359-87c7-e340cc645fed.jpg.296x216.jpg', '新尚广场，复式，民用水电，四米五挑高。', '新尚商业广场  | 3室2厅 | 75平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2009年建板楼  -  元和', '70万', '单价9334元/平米')
('https://image1.ljcdn.com/320500-inspection/9763f866-f988-4575-a5f8-ca1673c9c1a9.jpg.296x216.jpg', '香橙花园 顶楼带阁楼 使用面积大 采光好', '香城花园三区  | 4室2厅 | 98平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '220万', '单价22449元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e859981c-ffa5-47d9-b347-efabdb49b0f9.png.296x216.jpg', '招商依云 电梯洋房 户型方正 带买断车位', '招商依云华苑  | 4室2厅 | 143.59平米 | 南 | 毛坯 | 有电梯', '中楼层(共8层)2016年建板楼  -  活力岛', '366万', '单价25490元/平米')
('https://image1.ljcdn.com/320500-inspection/eb268046-407f-4d8f-9035-41c782317931.jpg.296x216.jpg', '凯翔广场 精装公寓相城大道与阳澄湖中路交叉口', '凯翔国际广场公寓  | 1室1厅 | 87平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2009年建板楼  -  元和', '130万', '单价14943元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a751ef3d-acb9-4e8a-bcbf-30de4b2783d3.png.296x216.jpg', '小区环境好，品质高，户型方正，诚心出售', '南山檀郡  | 3室2厅 | 86.97平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  元和', '256万', '单价29436元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7c492a5f-1200-4b7c-b12f-764c5be61594.png.296x216.jpg', '香城花园一区 3室2厅 257万', '香城花园一区  | 3室2厅 | 136.67平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2012年建板楼  -  元和', '257万', '单价18805元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160827/3c5c4d8d-c633-49bd-b3f0-a00e6e54d0b6.jpg.296x216.jpg', '橡树湾花园 4室2厅 439万', '橡树湾花园  | 4室2厅 | 175平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2012年建板楼  -  活力岛', '439万', '单价25086元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7705772b-8b01-4ddc-b516-7f4f8bbf0b51.png.296x216.jpg', '海亮香榭里精装公寓拎包入住全天采光', '海亮香榭时光  | 1室1厅 | 48平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  元和', '60万', '单价12500元/平米')
('https://image1.ljcdn.com/320500-inspection/test-653feee1-e2fd-4d33-bf8c-7f9164c6be7d.png.296x216.jpg', '合景峰汇七期 6室2厅 530万', '合景峰汇七期  | 6室2厅 | 236平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共20层)2012年建板楼  -  活力岛', '530万', '单价22458元/平米')
('https://image1.ljcdn.com/320500-inspection/test-172620c9-3931-4580-8a57-97101d9939b2.png.296x216.jpg', '晨曦印象 精装修四室 赠送30平米大露台 满两年', '晨曦印象花园  | 3室2厅 | 166.2平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2006年建板楼  -  元和', '290万', '单价17449元/平米')
('', '活力岛刚需小户繁花旁哪里找？.', '智海商务广场  | 1室1厅 | 46平米 | 西 | 精装 | 有电梯', '高楼层(共13层)2011年建板楼  -  活力岛', '42万', '单价9131元/平米')
('https://image1.ljcdn.com/320500-inspection/test-036b13c9-e7d3-4053-83ab-28c7000ca8c6.png.296x216.jpg', '安元佳苑六区 3室2厅 175万', '安元佳苑六区  | 3室2厅 | 113平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '175万', '单价15487元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9ddd986b-ae9d-4a19-bf1c-c2bfb26a9b0e.png.296x216.jpg', '跃式楼层，私密性高，全新装修，拎包入住，看房方便', '华润城立方  | 3室2厅 | 95平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2015年建板楼  -  活力岛', '267万', '单价28106元/平米')
('https://image1.ljcdn.com/320500-inspection/8b1e8b98-af30-41d9-a272-c0c660b47ca1.jpg.296x216.jpg', '恒基LOFT复式挑高公寓， 买一层送一层。', '恒基花漾LOFT  | 3室1厅 | 48.71平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2017年建板楼  -  活力岛', '87万', '单价17861元/平米')
('https://image1.ljcdn.com/320500-inspection/a02702ab-ce99-4fc0-b8a2-c3afb63f7f6e.jpg.296x216.jpg', '西子花园 3室2厅 260万', '西子花园  | 3室2厅 | 82平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  元和', '260万', '单价31708元/平米')
('https://image1.ljcdn.com/320500-inspection/test-48d2c863-2bed-4a3f-80bf-c5b2d4c26427.png.296x216.jpg', '合景峰汇，精装修，小三房，前面是花园', '合景峰汇八期  | 3室2厅 | 89.99平米 | 南 | 精装 | 有电梯', '低楼层(共15层)板楼  -  活力岛', '217万', '单价24114元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160629/a6ca855f-a9f5-485e-b88c-edeb4f776471.jpg.296x216.jpg', '嘉和丽园精装修三房，127平方，210万', '嘉和丽园  | 3室2厅 | 127平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  元和', '210万', '单价16536元/平米')
('https://image1.ljcdn.com/320500-inspection/test-de6764f4-88bb-40c5-8069-243dc8201dff.png.296x216.jpg', '香城花园一区 3室2厅 252万', '香城花园一区  | 3室2厅 | 136.8平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2012年建板楼  -  元和', '252万', '单价18422元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ac32512d-935b-4d66-80ca-cd1d1e51d6f6.png.296x216.jpg', '香城花园多层二楼，三房两卫，通透房源', '香城花园三区  | 3室2厅 | 123平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  元和', '255万', '单价20732元/平米')
('https://image1.ljcdn.com/320500-inspection/b6063326-c71d-4c5a-9a08-b0c9d29254a4.jpg.296x216.jpg', '天亚水景城 7室2厅 530万', '天亚水景城   | 独栋别墅 | 7室2厅 | 260.34平米 | 南 | 精装 | 无电梯', '1层2011年建板楼  -  元和', '530万', '单价20358元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7a0b2c9a-65bf-49c5-bbc6-0da7ecfdba09.png.280x210.jpg', '海亮香榭时光 地铁2号线陆慕站旁边', '海亮香榭时光  | 1室1厅 | 42平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2016年建板楼  -  元和', '55万', '单价13096元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160715/7882c55d-e809-4ff1-b114-3629ec22925a.jpg.296x216.jpg', '香城花园二区 5室3厅 336万', '香城花园二区  | 5室3厅 | 201平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2006年建板楼  -  元和', '336万', '单价16717元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8ac8eba5-20cd-454f-b8ae-2bd692fec583.png.296x216.jpg', '华润橡树湾3期 4室2厅 278万', '华润橡树湾3期  | 4室2厅 | 130平米 | 南 | 毛坯 | 有电梯', '高楼层(共21层)2016年建塔楼  -  活力岛', '278万', '单价21385元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160327/f53c8760-fffd-4104-8051-fd97d1c9243b.jpg.296x216.jpg', '精装通透三房，位置好，总价低。', '国际服装城兰菊坊  | 3室2厅 | 120平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  元和', '168万', '单价14000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-968e572e-945a-40e6-bab7-db0b29a34e48.png.296x216.jpg', '合景五期 全南3房2卫 开发商统装 满五 带大阳台', '合景峰汇五期  | 3室2厅 | 99.85平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2010年建板楼  -  活力岛', '235万', '单价23536元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160418/56bb96dc-565d-4663-a809-7c0997d6bbb7.jpg.296x216.jpg', '锦绣江南 5室3厅 260万', '锦绣江南  | 5室3厅 | 189.94平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2005年建板楼  -  元和', '260万', '单价13689元/平米')
('https://image1.ljcdn.com/320500-inspection/test-93908582-697d-4f11-834b-8953720ef530.png.296x216.jpg', '派克公寓，70年产权，欧式家具，拎包入住，看房方便', '派克公寓  | 1室1厅 | 52.41平米 | 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  元和', '55万', '单价10495元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d2dd89e5-8873-434a-9351-c224f3fd2316.png.296x216.jpg', '水韵花都 地铁口 毛坯大五房 中上楼层边户 通透户型', '水韵花都家园  | 5室2厅 | 142.83平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2011年建板楼  -  活力岛', '310万', '单价21705元/平米')
('https://image1.ljcdn.com/320500-inspection/c76f93e2-dbd3-49c3-80fc-630199247e10.jpg.296x216.jpg', '新尚商业广场 1室1厅 75万', '新尚商业广场  | 1室1厅 | 62平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  元和', '75万', '单价12097元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180102/cd8079c1-acea-4444-aa5a-ba5e4652dcba.jpg.296x216.jpg', '绿地海域乾唐墅 4室2厅 940万', '绿地海域乾唐墅   | 联排别墅 | 4室2厅 | 332.88平米 | 南 | 其他 | 无电梯', '2层2016年建板楼  -  活力岛', '940万', '单价28239元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b7d8f7c0-48c2-4bf3-bdae-0eea325dd267.png.296x216.jpg', '晨曦馨苑 两室 中间楼层 采光好', '晨曦馨苑  | 2室1厅 | 95平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2008年建板楼  -  元和', '185万', '单价19474元/平米')
('https://image1.ljcdn.com/320500-inspection/test-deae9162-1efc-4862-9f6c-57a2db12a6c2.png.296x216.jpg', '香城花园东面三房 2+1户型 送25平大汽车库', '天湖之春  | 3室2厅 | 100平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2000年建板楼  -  元和', '192万', '单价19200元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4b672c76-1f28-4e2f-8ab3-73bbc013c34e.png.296x216.jpg', '花好月圆，景观房，大4房，有钥匙，低单价', '花好月圆  | 4室2厅 | 161平米 | 南 | 毛坯 | 有电梯', '中楼层(共28层)2012年建板楼  -  元和', '256万', '单价15901元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160603/a13f3eac-650a-42cc-845b-fb69b910a81f.jpg.296x216.jpg', '御苑三房二卫户型，多层洋房，精装自住', '御苑家园B、C区  | 3室2厅 | 115.12平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2006年建板楼  -  活力岛', '195万', '单价16939元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4250620b-6030-42cf-b85f-806bdb30b6cc.png.296x216.jpg', '欧风丽苑 精装两房 采光好 南北阳台 看房方便', '欧风丽苑  | 2室1厅 | 98平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2009年建塔楼  -  元和', '205万', '单价20919元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9af45c65-42f6-4151-b035-bba78fc6e8ee.png.296x216.jpg', '元和之春 精装修大三房 户型方正 中间楼层 采光好', '元和之春  | 3室2厅 | 134平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2003年建板楼  -  元和', '225万', '单价16792元/平米')
('https://image1.ljcdn.com/320500-inspection/fade8cc6-15a8-464d-80c8-b613fff589e5.jpg.296x216.jpg', '康锦苑 3室0厅 540万', '康锦苑  | 3室0厅 | 487.66平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2008年建板楼  -  元和', '540万', '单价11074元/平米')
('https://image1.ljcdn.com/320500-inspection/test-234a7a1e-7ad2-4a1f-a361-ced1ecb96e3a.png.296x216.jpg', '合景峰汇九期，精装修，大四房，随时看房', '合景峰汇九期  | 4室2厅 | 130.6平米 | 南 北 | 精装 | 有电梯', '低楼层(共22层)2012年建板楼  -  活力岛', '316万', '单价24197元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1fa11de6-b842-4b8c-9d94-01f1a25dc77f.png.296x216.jpg', '御窑花园 2室2厅 258万', '御窑花园  | 2室2厅 | 137.8平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '258万', '单价18723元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0fbf7233-774d-48e6-b456-5697b51ebb72.png.296x216.jpg', '海亮香榭时光 1室1厅 52万', '海亮香榭时光  | 1室1厅 | 40平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  元和', '52万', '单价13000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-34135f24-6069-4c63-8517-b0b4c1939c34.png.296x216.jpg', '名开发商，前排湖景房，俯瞰活力岛，远眺东方之门', '恒基水漾花城  | 3室2厅 | 87.16平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2017年建塔楼  -  活力岛', '176万', '单价20193元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170223/dcb8c575-df1c-4326-bb7a-1a6dbe486eb7.jpg.296x216.jpg', '香城花园三区 4室2厅 235万', '香城花园三区  | 4室2厅 | 93平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '235万', '单价25269元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3e33da3e-ffd0-43e2-8697-36ce4a83dd39.png.296x216.jpg', '古巷二村西区 3室2厅 235万', '古巷二村西区  | 3室2厅 | 128平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2004年建板楼  -  元和', '235万', '单价18360元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4cf4a233-1f12-4c70-88da-23a60506b822.png.296x216.jpg', '御窑花园 3室2厅 185万', '御窑花园  | 3室2厅 | 126平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2006年建板楼  -  活力岛', '185万', '单价14683元/平米')
('https://image1.ljcdn.com/320500-inspection/d805894d-f710-48b0-a2d4-e814ab2860c8.jpg.296x216.jpg', '36平酒店式公寓诚意出售，开发商统装', '合景天汇  | 1室1厅 | 36平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2013年建板楼  -  活力岛', '54万', '单价15000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1d7ec084-ea94-4d88-9a83-d69cefb05aff.png.296x216.jpg', '水漾花城全新毛坯  大两房 业主诚心看房随时', '恒基水漾花城  | 2室2厅 | 91平米 | 南 | 毛坯 | 有电梯', '中楼层(共15层)2012年建塔楼  -  活力岛', '185万', '单价20330元/平米')
