('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/611b1269-aba0-4271-87ef-8f9a76ba9028.jpg.296x216.jpg', '午山福邸 多层小两居 上下LOFT 拎包入住 随时可看', '午山府邸  | 2室1厅 | 62.79平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  午山', '248万', '单价39497元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadcf5656c3-3a0e-438b-a6a0-84b9c7ed9a39.jpg.296x216.jpg', '书香门第 精装修顶加阁 满五省税', '书香门第  | 3室2厅 | 129.44平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  石老人', '630万', '单价48672元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/14f08e64-fa88-42b9-b7c1-e1936dbac072.png.280x210.jpg', '中高楼层，视野好，采光无遮挡，满五年，看房方便', '北国之春七星花园  | 2室1厅 | 80.27平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2008年建板楼  -  北村', '268万', '单价33388元/平米')
('https://image1.ljcdn.com/370200-inspection/e36e7202-28e1-48ac-9f6b-a0d4daa32235.jpg.296x216.jpg', '爱丁堡 精装两居 少住 南北通透 看房方便 业主诚售', '爱丁堡国际公寓  | 2室1厅 | 88.58平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2011年建板楼  -  张村', '374万', '单价42222元/平米')
('https://image1.ljcdn.com/370200-inspection/1a223631-14d2-4ddd-aff6-32be0334e32c.JPG.296x216.jpg', '书香门第 跃层复式 可塑性高 精装拎包入住 把东头', '书香门第  | 5室2厅 | 213.49平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  石老人', '540万', '单价25294元/平米')
('', '荣美御园采光好视野无遮挡！户型方正，业主诚心出售！', '荣美御园  | 2室1厅 | 104.05平米 | 南 北 | 其他 | 无电梯', '低楼层(共4层)2002年建板楼  -  雕塑园', '439万', '单价42192元/平米')
('https://image1.ljcdn.com/370200-inspection/5d63b1e5-7763-45d0-9aba-c43a104f7b9c4.JPG.296x216.jpg', '海信天悦 位置好 看园区景观 直观泳池 带车位', '海信天悦  | 3室2厅 | 194.13平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2013年建板楼  -  麦岛', '1800万', '单价92722元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload8980f732-d86b-46f1-8e26-7d63bddd7686.jpg.296x216.jpg', '精装顶加阁，带平台，每个功能间都带有窗户，诚心出售', '山水名园一期  | 4室3厅 | 137.68平米 | 南 北 | 其他 | 无电梯', '高楼层(共4层)2005年建板楼  -  石老人', '830万', '单价60285元/平米')
('https://image1.ljcdn.com/370200-inspection/test-c3c9c015-8f44-45c1-955d-355380bd5b20.png.296x216.jpg', '新上，鲁信长春花园精装大套二，已改套三，保护好', '鲁信长春花园  | 2室2厅 | 141.42平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2006年建板楼  -  颐中体育场', '497万', '单价35144元/平米')
('https://image1.ljcdn.com/370200-inspection/beb02e8f-95d3-48ca-ae5c-1fb182fe9965.jpg.296x216.jpg', '海信天玺，精装修，最前排，急售好房，随时看房', '海信天玺  | 4室2厅 | 222.38平米 | 南 | 其他 | 有电梯', '低楼层(共39层)2012年建板楼  -  麦岛', '1680万', '单价75547元/平米')
('https://image1.ljcdn.com/370200-inspection/3a783c1a-00b0-48c8-a333-45f0a15274d3.jpg.296x216.jpg', '轻轨11爱丁堡一楼可圈院子满五唯一有车位看房方便', '爱丁堡国际公寓  | 3室2厅 | 167.11平米 | 南 北 | 精装 | 有电梯', '低楼层(共21层)2011年建板楼  -  张村', '618万', '单价36982元/平米')
('https://image1.ljcdn.com/370200-inspection/e2d43515-c647-43fb-96ff-4c31970ca6e6.jpg.296x216.jpg', '裕龙科技公寓 双南卧套二 采光好 近地铁口', '裕龙科技公寓  | 2室1厅 | 80.77平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  崂山CBD', '350万', '单价43333元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3aaeec62-09da-471b-8a5c-191c2f5b0808.png.280x210.jpg', '金狮北侧 裕龙大厦 通透套三 位置好 近地铁', '裕龙大厦  | 3室2厅 | 193.22平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2004年建板楼  -  崂山CBD', '386万', '单价19978元/平米')
('https://image1.ljcdn.com/370200-inspection/b4806a3f-e0d2-4838-b08f-18b92ef68434.jpg.296x216.jpg', '青岛公馆 位置较好 交通便利 南向套二 采光视野无遮挡', '青岛公馆  | 1室1厅 | 180.7平米 | 东 北 | 其他', '低楼层(共32层)2009年建塔楼  -  崂山CBD', '360万', '单价19923元/平米')
('https://image1.ljcdn.com/370200-inspection/142020aa-9c34-47f0-9931-edda9230c22e.jpg.296x216.jpg', '深蓝公寓 业主诚意售 房子布局简单 装修保护还可以', '深蓝公寓  | 1室0厅 | 53.19平米 | 西 | 其他', '低楼层(共20层)2010年建板塔结合  -  颐中体育场', '80万', '单价15041元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9683d380-f579-4ea8-b412-3f12dc5de080.png.280x210.jpg', '银座领海公馆 高品质海景公寓 配套齐全', '银座领海公馆  | 3室2厅 | 229.86平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2013年建板楼  -  雕塑园', '1380万', '单价60037元/平米')
('https://image1.ljcdn.com/370200-inspection/3a534f14-657c-4603-962a-d9845bf400bc.jpg.296x216.jpg', '京沪山庄 多层顶楼带阁楼 带平台', '京沪山庄  | 2室1厅 | 84.21平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1998年建板楼  -  西姜', '260万', '单价30876元/平米')
('https://image1.ljcdn.com/370200-inspection/test-79f964e5-056e-40b0-814a-b46da298d6b6.png.296x216.jpg', '康城 新上 小区前排 精装大套二 直观山景 南北通透', '康城  | 2室1厅 | 114.13平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  汽车东站', '430万', '单价37677元/平米')
('https://image1.ljcdn.com/370200-inspection/eff594d1-45bb-4f4f-bc24-7428a02da041.jpg.296x216.jpg', '百仕凯旋城 满两年复式房源 无抵押无贷款', '百仕凯旋城  | 2室2厅 | 103.37平米 | 南 北 | 其他', '低楼层(共23层)2011年建板楼  -  汽车东站', '400万', '单价38696元/平米')
('https://image1.ljcdn.com/370200-inspection/9b91e0a4-26c4-471a-80b6-2938a1d9eeea.jpg.296x216.jpg', '大剧院东侧 多层套二 距离海水浴场一个路口 好停车', '崂山昌盛花园  | 2室1厅 | 102.75平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  石老人', '380万', '单价36983元/平米')
('https://image1.ljcdn.com/370200-inspection/f702e7a2-2290-4aa2-9251-83ec99561d50.jpg.296x216.jpg', '双层大套四，单独入户两层。看山看海好视野。', '丽海馨苑  | 4室2厅 | 133.88平米 | 南 北 | 简装 | 有电梯', '高楼层(共14层)2006年建板楼  -  崂山CBD', '880万', '单价65731元/平米')
('', '深蓝公寓 1室2厅 126万', '深蓝公寓  | 1室2厅 | 74.01平米 | 南 北 | 简装', '低楼层(共29层)2013年建板塔结合  -  颐中体育场', '126万', '单价17025元/平米')
('https://image1.ljcdn.com/370200-inspection/0935d800-8040-4a92-9be7-fe33f232241c.jpg.296x216.jpg', '青岛公馆 南向套三 采光充足 不临路 交通便利看房方便', '青岛公馆  | 2室2厅 | 191.59平米 | 东 南 | 其他', '低楼层(共32层)2009年建塔楼  -  崂山CBD', '384万', '单价20043元/平米')
('https://image1.ljcdn.com/370200-inspection/2d59c1d9-8400-4563-a8df-db88efecafb8.jpg.296x216.jpg', '海信天玺 套四海景房 大都会装修，送全套红木家具', '海信天玺  | 4室2厅 | 221.86平米 | 南 | 精装 | 有电梯', '低楼层(共43层)2012年建板楼  -  麦岛', '1650万', '单价74372元/平米')
('', '浮山前 雕塑园 多层带电梯 采光好 南北通透 错层套三', '澳门花园  | 3室2厅 | 150.26平米 | 南 | 其他 | 有电梯', '中楼层(共6层)2004年建板楼  -  雕塑园', '770万', '单价51245元/平米')
('https://image1.ljcdn.com/370200-inspection/76d079b7-9f98-4c93-a7dc-a44f41a4f862.jpg.296x216.jpg', '少有错层套三 通透户型 带露台 享受生活怡然自得', '百仕凯旋城  | 3室2厅 | 143.91平米 | 南 北 | 其他', '高楼层(共22层)2011年建板楼  -  汽车东站', '590万', '单价40998元/平米')
('https://image1.ljcdn.com/370200-inspection/fc7e23f6-860d-45ef-b5ab-15fe9ec659f8.jpg.296x216.jpg', '正规多层套一 精装 送家具 直接入住 南向', '嘉尚青庭服务公寓  | 1室1厅 | 62平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2010年建板楼  -  雕塑园', '200万', '单价32259元/平米')
('https://image1.ljcdn.com/370200-inspection/57c6297f-cba2-4120-b49b-0bba1e7165756.JPG.296x216.jpg', '多层套二 安静不临路 视野好不挡光', '梅海园  | 2室2厅 | 100.83平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2002年建板楼  -  雕塑园', '439万', '单价43539元/平米')
('https://image1.ljcdn.com/370200-inspection/681ba983-b9e0-417b-b281-c27fbc438435.jpg.296x216.jpg', '东方美景 店长推荐通透套三复式 仅一套在售 送车位', '东方美景  | 3室2厅 | 133.75平米 | 南 | 其他 | 有电梯', '低楼层(共14层)2008年建板楼  -  汽车东站', '695万', '单价51963元/平米')
('https://image1.ljcdn.com/370200-inspection/aac10f88-5257-4225-aae7-c6f73dfd8b395.jpg.296x216.jpg', '雕塑园公园旁 海景房 双南卧南厅', '东方之珠花园别墅  | 4室2厅 | 178.08平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  雕塑园', '695万', '单价39028元/平米')
('', '青建尚东区满五年唯一省税，中楼层，视野采光无遮挡', '青建尚东区  | 2室1厅 | 94.09平米 | 南 | 其他 | 有电梯', '低楼层(共23层)2009年建板楼  -  汽车东站', '390万', '单价41450元/平米')
('https://image1.ljcdn.com/370200-inspection/30933c56-60c3-4968-8a46-e8fe252c21f8.jpg.296x216.jpg', '国际名都东南向套一中楼层采光好', '国际名都  | 1室1厅 | 71.69平米 | 东 北 | 其他 | 有电梯', '中楼层(共13层)2007年建板楼  -  汽车东站', '200万', '单价27898元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload6467ec2f-defe-4c9c-83f7-095b1b7b680e.jpg.296x216.jpg', '丽海花园一期 套二顶加阁 阁楼利用率比其他多十个平方', '丽海花园一期  | 2室1厅 | 80.66平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  崂山CBD', '320万', '单价39673元/平米')
('', '鲁信长春精装E户型 户型方正 朝向南 落地窗', '鲁信长春花园  | 1室2厅 | 70.46平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2008年建板楼  -  颐中体育场', '245万', '单价34772元/平米')
('https://image1.ljcdn.com/370200-inspection/db489ba4-a923-4ffa-ad5b-0d29364fd21d.jpg.296x216.jpg', '丽海花园 小区内部 中等楼层 优质户型 诚意出售', '丽海花园一期  | 2室1厅 | 80.66平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  崂山CBD', '315万', '单价39053元/平米')
('https://image1.ljcdn.com/370200-inspection/00033684-3e6d-4443-9eb5-3b16e83b9a2c0.jpg.296x216.jpg', '金狮广场北侧裕龙大厦 南北通透大套三 单价低总价低', '裕龙大厦  | 3室2厅 | 193.22平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2004年建板楼  -  崂山CBD', '350万', '单价18115元/平米')
('https://image1.ljcdn.com/370200-inspection/11832d72-1c29-4aea-99d7-cdec017003c1.jpg.296x216.jpg', '百仕凯旋城 70万装修大户型南北通透房', '百仕凯旋城  | 3室2厅 | 143.91平米 | 南 | 其他', '高楼层(共22层)2011年建板楼  -  汽车东站', '610万', '单价42388元/平米')
('https://image1.ljcdn.com/370200-inspection/9abcb19a-315f-417f-be83-40711b7669bc.jpg.296x216.jpg', '爱丁堡 高楼层精装三居 南北通透 拎包入住 业主诚售', '爱丁堡国际公寓  | 3室2厅 | 173.09平米 | 南 北 | 其他 | 有电梯', '高楼层(共21层)2011年建板楼  -  张村', '650万', '单价37553元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload5ca923c4-d1ce-4fcf-b940-e58449a87057.jpg.296x216.jpg', '三友公寓 多层三居室 户型方正 南北通透 业主诚售', '三友公寓  | 3室2厅 | 122.11平米 | 南 北 | 简装', '中楼层(共6层)1998年建板楼  -  石老人', '428万', '单价35051元/平米')
('https://image1.ljcdn.com/370200-inspection/test-0e46aa77-753a-425c-8906-44fd4e1021a4.png.296x216.jpg', '恒易慧心园新上大套三 内部重装过保护好 业主诚售', '恒易慧心园  | 3室2厅 | 145.14平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  颐中体育场', '650万', '单价44785元/平米')
('https://image1.ljcdn.com/370200-inspection/c940286e-2187-403e-b173-91d97c31a9d3.jpg.296x216.jpg', '瑞纳花园套一 东向采光好 有100平露台可用', '瑞纳花园  | 1室1厅 | 49.84平米 | 东 | 其他 | 有电梯', '低楼层(共12层)2000年建板楼  -  石老人', '220万', '单价44142元/平米')
('https://image1.ljcdn.com/370200-inspection/test-e6e537e5-0478-4822-ad37-d5943642a815.png.296x216.jpg', '南北通透格局 楼层好 采光好 配套齐全 交通方便', '裕龙科技公寓  | 3室2厅 | 106.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  崂山CBD', '393万', '单价36867元/平米')
('', '南北通透 全明户型 楼层高 采光视野好 业主诚意出售', '百仕凯旋城  | 2室2厅 | 90.4平米 | 南 北 | 其他', '高楼层(共23层)2011年建板楼  -  汽车东站', '355万', '单价39270元/平米')
('https://image1.ljcdn.com/370200-inspection/test-313f59ee-a489-4192-99dc-a5ca28498909.png.296x216.jpg', '浮山后八小区，精装修套一，南北通透，楼座位置好', '春光山色  | 1室1厅 | 58.48平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2005年建板楼  -  北村', '180万', '单价30780元/平米')
('https://image1.ljcdn.com/370200-inspection/761cf8ae-d570-4309-9ff4-28d7a4d00a30.jpg.296x216.jpg', '嘉尚青庭服务公寓 沿海一线小公寓 经济实惠', '嘉尚青庭服务公寓  | 1室2厅 | 94.98平米 | 北 | 其他 | 有电梯', '高楼层(共6层)2010年建板楼  -  雕塑园', '260万', '单价27375元/平米')
('https://image1.ljcdn.com/370200-inspection/8ebfb653-c554-432c-8c67-a4349a9cad01.jpg.296x216.jpg', '小区前排出行方便南北通透套二双卫生间带地下车位', '山水名园二期  | 2室2厅 | 118.82平米 | 南 北 | 精装 | 无电梯', '中楼层(共4层)2009年建板楼  -  石老人', '520万', '单价43764元/平米')
('https://image1.ljcdn.com/370200-inspection/daf8118b-a1a1-4612-91bd-924cb19be9f4.jpg.296x216.jpg', '套二复式，精装修，海景房，有双气', '檀香湾  | 2室1厅 | 68.95平米 | 东南 | 其他 | 有电梯', '高楼层(共24层)2008年建板楼  -  崂山CBD', '300万', '单价43510元/平米')
('', '海丽花园，精装套三，诚心出售，价格可以，有车位', '海丽花园  | 3室2厅 | 139.04平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2005年建板楼  -  崂山CBD', '432万', '单价31071元/平米')
('https://image1.ljcdn.com/370200-inspection/f99c2109-b6f3-43b5-8aaa-7d866168e4f9.jpg.296x216.jpg', '银盛泰新空间，精装修，双气，不限gou不限dai，随时看', '银盛泰新空间  | 3室2厅 | 46.08平米 | 东 南 | 精装', '低楼层(共16层)2017年建塔楼  -  汽车东站', '170万', '单价36893元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload6a7fc2c6-8234-4977-bbfb-e660a9ced8f4.jpg.296x216.jpg', '美林小镇。联排别墅降价70万！各家主推。自盖观海平台', '美林小镇   | 联排别墅 | 4室2厅 | 277.04平米 | 南 北 | 其他 | 无电梯', '3层2003年建暂无数据  -  石老人', '950万', '单价34292元/平米')
('https://image1.ljcdn.com/370200-inspection/f58967c4-d689-4e4d-937f-fdb90490b78f.jpg.296x216.jpg', '北国之春悠然苑 带110平阳光房 利用率大 业主诚售', '北国之春悠然苑  | 2室1厅 | 78.94平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2008年建板楼  -  北村', '260万', '单价32937元/平米')
('https://image1.ljcdn.com/370200-inspection/ef481f7a-5118-4d7b-807c-5ee29efaae68.jpg.296x216.jpg', '看山看海 户型方正 近地铁 近丽达 生活方便交通便利', '金领世家  | 3室2厅 | 149.41平米 | 南 北 | 精装 | 有电梯', '高楼层(共20层)2009年建板楼  -  崂山CBD', '698万', '单价46718元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload905e8c22-b355-4a5b-a6fb-3d94fc85aa75.jpg.296x216.jpg', '深圳路北宅宿舍 多层楼层好 南北通透 满五年 诚意出售', '北宅宿舍  | 2室2厅 | 103.88平米 | 西 北 | 其他', '低楼层(共7层)1999年建板楼  -  崂山CBD', '410万', '单价39469元/平米')
('https://image1.ljcdn.com/370200-inspection/02028483-9a77-4f63-ac64-5adeef3e45da.jpg.296x216.jpg', '双龙园 海景顶加阁，采光好，视野好', '双龙园  | 4室2厅 | 145.25平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1996年建板楼  -  雕塑园', '720万', '单价49570元/平米')
('https://image1.ljcdn.com/370200-inspection/a53e9cb5-cfba-4e91-a450-41469824676c2.JPG.296x216.jpg', '金领世家满五唯一省双税，装修好 位置好，采光好安静', '金领世家  | 3室2厅 | 143.06平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  崂山CBD', '620万', '单价43339元/平米')
('', '颐和星苑叠拼别墅 精装修 带阁楼 观景看湖海大平台', '颐和星苑BC区  | 5室2厅 | 263.69平米 | 南 北 | 精装 | 无电梯', '中楼层(共4层)2010年建板楼  -  西姜', '1500万', '单价56885元/平米')
('', '满五且唯一 楼层好 位置好 单价低 户型方正', '午山府邸  | 2室1厅 | 87.76平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2006年建板楼  -  午山', '320万', '单价36464元/平米')
('https://image1.ljcdn.com/370200-inspection/test-75953fda-1e18-4a29-9d1c-7b22ec3285c3.png.296x216.jpg', '浮山后 北国之春七星花园 精装  采光视野好 免双税', '北国之春七星花园  | 2室1厅 | 80.51平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建板楼  -  北村', '248万', '单价30804元/平米')
('', '山水名园一期 3室2厅 980万', '山水名园一期  | 3室2厅 | 139.96平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2004年建板楼  -  石老人', '980万', '单价70021元/平米')
('https://image1.ljcdn.com/370200-inspection/dc4be8cc-b913-4d21-b561-764e0c646de1.jpg.296x216.jpg', '海信依云小镇 精装大套三 满两年 送车位送家具家电', '海信依云小镇维拉  | 3室2厅 | 159.06平米 | 南 北 | 其他 | 有电梯', '低楼层(共15层)2015年建板楼  -  西姜', '699万', '单价43946元/平米')
('https://image1.ljcdn.com/370200-inspection/2927c745-6b22-43ea-b9ac-6b5abbe08773.jpg.296x216.jpg', '金光丽园新上双南卧两居，送地下车位，诚售', '金光丽园  | 2室2厅 | 90.36平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2012年建板楼  -  北村', '353万', '单价39066元/平米')
('https://image1.ljcdn.com/370200-inspection/d956a731-2470-41b5-9503-70a57b910aa7.JPG.296x216.jpg', '轻轨11 科大花园 满五唯一 多层二楼 业主诚售', '科大花园  | 3室2厅 | 131.53平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  石老人', '495万', '单价37634元/平米')
('https://image1.ljcdn.com/370200-inspection/0bec73a7-02ca-439f-8937-b8c653be83d34.JPG.296x216.jpg', '国际名都 30万精装拎包入住 平层带阁楼', '国际名都  | 3室2厅 | 138.04平米 | 东 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  汽车东站', '550万', '单价39844元/平米')
('', '新上深蓝公寓平层公寓！！！！！', '深蓝公寓  | 1室1厅 | 42.34平米 | 东 | 其他', '低楼层(共20层)2010年建板塔结合  -  颐中体育场', '76万', '单价17950元/平米')
('https://image1.ljcdn.com/370200-inspection/test-4e987f0d-11e8-4df1-a053-fd3c9cb0e259.png.296x216.jpg', '青建尚东区好楼座 满五南向精装好房，中间楼层采光好', '青建尚东区  | 2室2厅 | 92.03平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2009年建板楼  -  汽车东站', '366万', '单价39770元/平米')
('https://image1.ljcdn.com/370200-inspection/ab3a9625-5a69-4212-81fe-098a53b87962.png.296x216.jpg', '鲁信长春 高层套一 楼层高视野好', '鲁信长春花园  | 1室1厅 | 78.78平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2008年建板楼  -  颐中体育场', '225万', '单价28561元/平米')
('https://image1.ljcdn.com/370200-inspection/6b708321-1192-4944-9019-7943a338800f.jpg.296x216.jpg', '亚麦花园 精装套二 一楼带院子 采光好', '亚麦花园  | 2室2厅 | 105.8平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2000年建板楼  -  雕塑园', '560万', '单价52931元/平米')
('https://image1.ljcdn.com/370200-inspection/92aee1da-a8f7-4f31-a908-d391a61d04b3.jpg.296x216.jpg', '七星花园，精装套二，采光充足视野开阔。', '北国之春七星花园  | 2室1厅 | 80.51平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  北村', '260万', '单价32295元/平米')
('https://image1.ljcdn.com/370200-inspection/0ecb9e0d-93bc-43b5-b5bb-c95b029a6a21.jpg.296x216.jpg', '海信天悦 通透3居室 精装修 满2年 送地下车位', '海信天悦  | 3室2厅 | 180.87平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2013年建板楼  -  麦岛', '1600万', '单价88462元/平米')
('https://image1.ljcdn.com/370200-inspection/d4ee0a6e-31e7-40b5-bcb5-8f39134dd7b3.jpg.296x216.jpg', '绅园 多层5楼可看海 雕塑园131平米套3', '绅园  | 3室2厅 | 130.27平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  雕塑园', '680万', '单价52200元/平米')
('https://image1.ljcdn.com/370200-inspection/test-c68707c3-fe52-41cb-9cc8-16131011d4d5.png.296x216.jpg', '鲁信长春，动静分离户型，小高层，三居双卫，改善住房', '鲁信长春花园  | 3室2厅 | 156.94平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2008年建板楼  -  颐中体育场', '620万', '单价39506元/平米')
('https://image1.ljcdn.com/370200-inspection/test-6873e672-57a3-4957-9b7d-95c1e7b8c0fc.png.296x216.jpg', '竹韵山色 新上精装套一 户型正采光好 省税急售', '竹韵山色二期  | 1室2厅 | 68.09平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2011年建板楼  -  北村', '215万', '单价31576元/平米')
('https://image1.ljcdn.com/370200-inspection/691aaab2-5832-4e4f-b9ee-e7accad49e4a.jpg.296x216.jpg', '凯旋公寓 多层二楼 视野采光好', '凯旋公寓  | 2室2厅 | 93.94平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  雕塑园', '410万', '单价43645元/平米')
('https://image1.ljcdn.com/370200-inspection/test-b31b39f2-631e-4f8f-a952-23543fcfa21f.png.296x216.jpg', '精装修 位置好 南北通透 适合老人孩子居住 交通便利', '青建橄榄城  | 2室2厅 | 97.2平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  北村', '300万', '单价30865元/平米')
('https://image1.ljcdn.com/370200-inspection/test-45c45866-f8d5-4537-9f09-0d1697a097ad.png.296x216.jpg', '御景峰前排套二 采光无遮挡 双南卧 价格可议', '御景峰  | 2室2厅 | 94.8平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2009年建板楼  -  雕塑园', '450万', '单价47469元/平米')
('https://image1.ljcdn.com/370200-inspection/3f5a81ad-967e-489e-9b14-95e5e6e8c98f.jpg.296x216.jpg', '檀香湾 近地铁 海景 不  限  购 急售急售 业主诚售', '檀香湾  | 3室2厅 | 156.28平米 | 西 北 | 其他 | 有电梯', '中楼层(共24层)2008年建板楼  -  崂山CBD', '357万', '单价22844元/平米')
('https://image1.ljcdn.com/370200-inspection/9e450365-c122-4672-b9ea-8573a9f4c55a.jpg.296x216.jpg', '水木年华三层大套二 楼座位置好 小区三面环山', '水木年华  | 2室1厅 | 101.53平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  松山后', '248万', '单价24427元/平米')
('https://image1.ljcdn.com/370200-inspection/2feaf88a-a226-4f6b-bb27-e94bbf9bbcc0.JPG.296x216.jpg', '前海花园  顶层加阁楼  精装修 可看海', '前海花园  | 3室1厅 | 58.12平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  西姜', '215万', '单价36993元/平米')
('https://image1.ljcdn.com/370200-inspection/test-8ae7a085-ad07-41af-ad03-42cd48abff51.png.296x216.jpg', '新上亚麦山城 景色超美 看山看海 效果很好 诚心出售', '亚麦山城二期  | 2室1厅 | 79.81平米 | 北 | 简装 | 有电梯', '高楼层(共14层)2009年建板楼  -  雕塑园', '308万', '单价38592元/平米')
('', '新上顶楼加阁楼，视野开阔，海景效果好', '金帝山庄  | 2室2厅 | 92.89平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2002年建板楼  -  雕塑园', '618万', '单价66531元/平米')
('', '海尔东城国际南区 三层复式 满五年唯一 带车库 保护好', '海尔东城国际南区  | 4室3厅 | 221.15平米 | 南 北 | 精装 | 无电梯', '中楼层(共4层)2006年建板楼  -  颐中体育场', '1300万', '单价58784元/平米')
('https://image1.ljcdn.com/370200-inspection/53cbd0ff-3e44-4e58-a6f7-415bad1c5f34.jpg.296x216.jpg', '国际花园 满五省税，视野采光佳，十佳物业，品质生活', '国际花园  | 3室2厅 | 205.56平米 | 东 东南 南 | 精装 | 有电梯', '中楼层(共28层)2009年建板楼  -  崂山CBD', '660万', '单价32108元/平米')
('https://image1.ljcdn.com/370200-inspection/cbcb9c35-c275-4be7-b3e6-70f24e93997a.jpg.296x216.jpg', '瑞海花园 多层三居室 送车位 诚意出售', '瑞海花园  | 3室2厅 | 170.76平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  石老人', '656万', '单价38417元/平米')
('https://image1.ljcdn.com/370200-inspection/5baf47fa-a94d-44c2-b86a-82eff5773b73.jpg.296x216.jpg', '澳门花园 中间位置 双南卧南厅套三房 看房方便', '澳门花园  | 3室2厅 | 136.02平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2003年建板楼  -  雕塑园', '680万', '单价49993元/平米')
('', '银盛泰新空间，精装，中间楼层，不限GOU,不限DAI', '银盛泰新空间  | 3室1厅 | 45.51平米 | 南 | 精装', '中楼层(共16层)2017年建塔楼  -  汽车东站', '130万', '单价28566元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2c6df9a7-d028-416a-816f-d50bbb0f02cc.png.280x210.jpg', '东城国际北区 双南卧大套二 中高楼层视野开阔采光充足', '海尔东城国际北区  | 2室2厅 | 108.82平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2008年建板塔结合  -  颐中体育场', '390万', '单价35840元/平米')
