('https://image1.ljcdn.com/310000-inspection/test-1b985316-fcfb-4d1c-92e6-eb684c06bd34.png.296x216.jpg', '精装大三房，满五唯一，品质小区配套齐全，人车分流，', '品尊国际  | 3室2厅 | 153.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共36层)2011年建板楼  -  真如', '1220万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/403278b6-6eb4-4265-b701-7af1f182b120.jpg.296x216.jpg', '此房满五年唯一 个税免征 一梯两户 全明户型 采光好！', '昆仑花苑  | 1室1厅 | 50.35平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  真光', '230万', '单价45681元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload89ba2860-914d-4246-b187-e0791b31b739.jpg.296x216.jpg', '长新小区(普陀) 1室0厅 165万', '长新小区(普陀)  | 1室0厅 | 35.17平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  甘泉宜川', '165万', '单价46915元/平米')
('https://image1.ljcdn.com/310000-inspection/c3597713-9946-487b-b47b-827b1d08bb64.jpg.296x216.jpg', '双南两房 看房方便 满五唯一少税 诚意出售', '甘泉三村  | 2室1厅 | 60.15平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1981年建板楼  -  甘泉宜川', '300万', '单价49876元/平米')
('https://image1.ljcdn.com/310000-inspection/cf376ebc-561d-4c99-b838-a63243424a31.jpg.296x216.jpg', '中区楼层，采光充足，视野优越，房型正气，全名户型', '信仪新村  | 1室1厅 | 42.57平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1983年建板楼  -  真如', '225万', '单价52855元/平米')
('https://image1.ljcdn.com/310000-inspection/test-96ac95aa-fc6a-4ba6-8fb7-ae622dcb440f.png.296x216.jpg', '此房是2001年的房子，南北通全明户型 税费各付，诚售', '昆仑花苑  | 2室2厅 | 100.72平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  真光', '420万', '单价41700元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadef982f2d-eb01-4c6d-8fb4-3846a5a4b618.JPG.296x216.jpg', '精装两房+高区全双南全明+售后公房+一梯两户得房率高', '康泰公寓  | 2室1厅 | 78.42平米 | 南 | 简装 | 有电梯', '高楼层(共7层)1997年建板楼  -  武宁', '568万', '单价72431元/平米')
('https://image1.ljcdn.com/310000-inspection/0ae091c1-e213-4f4f-a9ee-111a6ca296f9.jpg.296x216.jpg', '总价低，户型佳，采光好，税费少，近地铁 ，交通便利', '泾阳家园  | 2室1厅 | 67.64平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  长征', '360万', '单价53223元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8cf22ac8-f806-4f9e-823a-08526cc1893d.jpg.296x216.jpg', '一房改两房，拎包入住新装修 朝东', '九茂小区  | 2室0厅 | 45.88平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1985年建板楼  -  长寿路', '386万', '单价84133元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload052c23dc-e7f5-4180-b00c-2785b227437f.jpg.296x216.jpg', '莲花公寓(普陀) 2室1厅 350万', '莲花公寓(普陀)  | 2室1厅 | 74.58平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1998年建板楼  -  桃浦', '350万', '单价46930元/平米')
('https://image1.ljcdn.com/310000-inspection/29dfe0b9-08a8-4712-a4fc-09a6b0a5e030.jpg.296x216.jpg', '内环内地段好，朝南一室户，全明。普通住宅，满五。', '乐怡苑(普陀)  | 1室1厅 | 39.59平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1990年建板楼  -  长寿路', '265万', '单价66937元/平米')
('https://image1.ljcdn.com/310000-inspection/a5ee1da4-bf3a-4992-b13f-a6525d5548f2.jpg.296x216.jpg', '本房小区环境好，中等装修，看房比较方便。', '桃浦七村雪松苑  | 2室1厅 | 64.98平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '225万', '单价34627元/平米')
('https://image1.ljcdn.com/310000-inspection/8534816e-8b7e-4036-b376-3ebc6ec5348a.JPG.296x216.jpg', '近地铁 一室一厅  采光好 交通便利 视野宽阔', '车站新村(普陀)  | 1室1厅 | 45.72平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  真如', '236万', '单价51619元/平米')
('https://image1.ljcdn.com/310000-inspection/3db2db9c-a32e-4829-8116-8ec74fecc5cb.JPG.296x216.jpg', '满五年唯一，精装修，拎包入住，售后公房没有税费', '上钞桂花苑  | 2室1厅 | 78.15平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  长风', '485万', '单价62061元/平米')
('https://image1.ljcdn.com/310000-inspection/test-11119b65-e486-4191-bf83-0aef3bf1e5b2.png.296x216.jpg', '电梯全南一房，开发商精装修，保养不错，值得拥有', '凯旋华庭  | 1室2厅 | 80.24平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2005年建板楼  -  万里', '565万', '单价70414元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4c411080-02e9-43f1-94d6-082addc86619.jpg.296x216.jpg', '满五唯一 业主自住精装 保养好 采光无遮挡 总价低', '双山小区  | 1室1厅 | 49.13平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  甘泉宜川', '250万', '单价50886元/平米')
('https://image1.ljcdn.com/310000-inspection/f4dc648d-8339-4652-9891-baac4d890c4b.jpg.296x216.jpg', '此房满五唯一 小区位置好 一梯四户， 总价低 采光好', '真光八街坊  | 1室1厅 | 50.86平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  真光', '220万', '单价43256元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9e68d1c9-c9af-457a-99fe-ba0999d82433.jpg.296x216.jpg', '15年小区 南北通板式房  三房两厅 830万 单价7.36万', '中环名品公馆  | 3室2厅 | 112.69平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2013年建板楼  -  桃浦', '830万', '单价73654元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload91bade86-0934-4ce3-92dd-e201eda5261c.JPG.296x216.jpg', '内环内金沙江路地铁口，南北通透2房', '康泰公寓  | 2室2厅 | 93.97平米 | 南 北 | 精装 | 有电梯', '低楼层(共7层)1997年建板楼  -  武宁', '730万', '单价77685元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade37ab39a-5067-4e38-8351-5a6b0db2bea5.jpg.296x216.jpg', '笋盘，新上房源，诚意出售，小区中间，采光好', '嘉云苑  | 2室1厅 | 62.23平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  长征', '320万', '单价51423元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ee8e2eff-3ae7-450b-b16a-97bd24e866e5.png.296x216.jpg', '金原新苑 3室1厅 430万', '金原新苑  | 3室1厅 | 78.81平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  甘泉宜川', '430万', '单价54562元/平米')
('https://image1.ljcdn.com/310000-inspection/44ca4510-6b7f-4e0c-9491-af0024b0bdf3.JPG.296x216.jpg', '近地铁 两室一厅 南北通透 户型方正 看房随时', '宜川三村  | 2室1厅 | 47.89平米 | 东 南 西 | 简装 | 无电梯', '高楼层(共5层)1954年建板楼  -  甘泉宜川', '220万', '单价45939元/平米')
('https://image1.ljcdn.com/310000-inspection/085e60f5-2027-4818-8187-a57b30672a02.JPG.296x216.jpg', '中高层朝南电梯房，满五唯一，采光无遮挡，配套齐全', '西部大楼  | 1室2厅 | 71.52平米 | 南 | 简装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  甘泉宜川', '400万', '单价55929元/平米')
('https://image1.ljcdn.com/310000-inspection/54ec504a-a755-4a7f-a1b3-81cd0a395c75.jpg.296x216.jpg', '新沪小区 1室1厅 230万', '新沪小区  | 1室1厅 | 40.66平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1984年建板楼  -  甘泉宜川', '230万', '单价56567元/平米')
('https://image1.ljcdn.com/310000-inspection/f4ea8077-1a95-438b-9b55-9b19a4bd5bae.jpg.296x216.jpg', '甘泉苑南北全明两室居 沃尔玛商城 地铁口 交通便利', '甘泉苑  | 2室1厅 | 51.35平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1987年建板楼  -  甘泉宜川', '280万', '单价54528元/平米')
('https://image1.ljcdn.com/310000-inspection/test-56d41d87-b959-4b1d-8a1a-e6e515dd370a.png.296x216.jpg', '长寿路地铁口 全南全明两房 格局正气采光好 诚意出售', '恒达公寓  | 2室2厅 | 113.68平米 | 南 | 简装 | 有电梯', '高楼层(共24层)1997年建塔楼  -  长寿路', '760万', '单价66855元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc1150621-bede-48a9-946a-f2eaad76a365.JPG.296x216.jpg', '中桥大楼 楼下地铁 交通十分便利', '中桥大楼  | 1室1厅 | 57.55平米 | 南 | 精装 | 有电梯', '中楼层(共20层)1997年建塔楼  -  曹杨', '340万', '单价59080元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload36ffe3fb-c6ca-4e18-b1bc-4bd39aa4675f.JPG.296x216.jpg', '南北通透 厨卫全明 装修不错13号大渡河站 长风景畔', '长风二村风荷园  | 2室1厅 | 63.1平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  长风', '365万', '单价57845元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5a285711-0848-4500-8757-6f645e864310.jpg.296x216.jpg', '满五唯一税费少，中等楼层，中间位置，近地铁', '建德花园海棠苑  | 2室1厅 | 70.64平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  长征', '380万', '单价53794元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload6a958c49-e54e-4521-88f6-cc09aaa546f1.jpg.296x216.jpg', '低总价南北两房 采光好  业主急售  配套成熟', '桃浦七村雪松苑  | 2室1厅 | 52.93平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '215万', '单价40620元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload98792f7a-2c8b-4e59-b444-c632fead3a87.jpg.296x216.jpg', '地段好、电梯房、大两房、楼层好、采光好', '城公大厦  | 2室2厅 | 112.63平米 | 东南 | 简装 | 有电梯', '高楼层(共21层)1997年建塔楼  -  光新', '630万', '单价55936元/平米')
('https://image1.ljcdn.com/310000-inspection/7ad9669e-8d91-4678-be6c-4d2ccae8004d.JPG.296x216.jpg', '海鑫公寓 2室0厅 280万', '海鑫公寓  | 2室0厅 | 56.54平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1997年建塔楼  -  长风', '280万', '单价49523元/平米')
('https://image1.ljcdn.com/310000-inspection/f278045d-9c39-4e2b-a57b-26ca41ef9ff2.jpg.296x216.jpg', '边套全明户型 中等楼层 位置好 满五唯一 单价低', '真情公寓  | 2室1厅 | 90.75平米 | 南 | 其他 | 有电梯', '中楼层(共24层)1997年建塔楼  -  真光', '520万', '单价57301元/平米')
('https://image1.ljcdn.com/310000-inspection/124f49d6-ac16-4a70-926b-bfba14c1df41.jpg.296x216.jpg', '业主诚意出售，全明小户型，适合小夫妻，看房方便！', '德怡苑  | 1室1厅 | 39.84平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)1985年建板楼  -  长寿路', '278万', '单价69780元/平米')
('https://image1.ljcdn.com/310000-inspection/295bcc97-aa07-499d-8909-38c3847f3275.jpg.296x216.jpg', '桃浦一村海棠苑，2室1厅，采光好，诚意出售', '桃浦一村海棠苑  | 2室1厅 | 62.93平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '255万', '单价40522元/平米')
('https://image1.ljcdn.com/310000-inspection/ecd14896-2f05-44df-89eb-ecdd95f2ff33.jpg.296x216.jpg', '新黄小区 2室1厅 245万', '新黄小区  | 2室1厅 | 48.02平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  甘泉宜川', '245万', '单价51021元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1bd87483-1731-432f-b7f9-807cabe319fc.png.296x216.jpg', '小区zhongxin位置，南北通户型，2房', '愉景华庭  | 2室2厅 | 103.8平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2005年建板楼  -  万里', '690万', '单价66474元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadaa94b3bd-7566-4ad4-b3fd-f3bafc03cff2.JPG.296x216.jpg', '高区景观房，婚房装修拎包入住，曹杨二中，近地铁', '香山苑  | 2室2厅 | 109.87平米 | 南 | 精装 | 有电梯', '高楼层(共24层)1999年建塔楼  -  曹杨', '690万', '单价62802元/平米')
('https://image1.ljcdn.com/310000-inspection/fab928f9-d8e1-4907-951d-cfcbe8ebb480.JPG.296x216.jpg', '中江小区 2室1厅 438万', '中江小区  | 2室1厅 | 68.44平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  长风', '438万', '单价63998元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9bd9f040-59db-48cb-85ba-a3c00cb48029.jpg.296x216.jpg', '精装，近地铁，南北2房，满五年唯一，便宜急售', '桃浦一村瑞香苑  | 2室1厅 | 65.29平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  桃浦', '255万', '单价39057元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4308d8ab-3ab5-45cf-89a7-02d6a9d49813.jpg.296x216.jpg', '南北通透，满五唯一，全明户型，采光良好', '杨桥第一小区  | 2室1厅 | 60.98平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  桃浦', '310万', '单价50837元/平米')
('', '交通出行便利，配套设施完善，近地铁公交，精装修', '宜川三村  | 1室0厅 | 31.21平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1950年建板楼  -  甘泉宜川', '142万', '单价45499元/平米')
('https://image1.ljcdn.com/310000-inspection/215a256e-c4d1-4dfe-aad0-fb4c6aa0619b.jpg.296x216.jpg', '楼层好，视野好，税费少，房东诚意出售', '桃浦四村易居紫荆苑  | 2室1厅 | 59.73平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1993年建板楼  -  桃浦', '255万', '单价42693元/平米')
('https://image1.ljcdn.com/310000-inspection/93661015-280e-4f9e-8843-a9aecf8f3ffe.jpg.296x216.jpg', '朝南一室半，采光好，满五唯一没税，房东诚意出售', '石泉一村  | 1室1厅 | 47.1平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  光新', '248万', '单价52654元/平米')
('https://image1.ljcdn.com/310000-inspection/2bd7bdbd-b0e6-443b-a388-a20cf5203725.jpg.296x216.jpg', '桃浦六村绿春苑，采光好，诚意出售', '桃浦六村绿春苑  | 1室1厅 | 43平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  桃浦', '185万', '单价43024元/平米')
('https://image1.ljcdn.com/310000-inspection/3b27d309-3c38-4cb5-8a6c-e5039c7817fb.jpg.296x216.jpg', '清涧六街坊 中间楼层 采光充沛', '清涧六街坊  | 2室1厅 | 61.53平米 | 南 西南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  真光', '290万', '单价47132元/平米')
('https://image1.ljcdn.com/310000-inspection/3dcac0e2-b53e-4d09-8099-831096c320a5.JPG.296x216.jpg', '满五唯一，采光好无遮挡，近菜市场，楼层好居家房', '合阳小区  | 1室1厅 | 37.89平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1987年建板楼  -  甘泉宜川', '195万', '单价51465元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b345bf82-6b51-4487-a0f8-4242836ff586.png.296x216.jpg', '地铁口，品质小区，南北户型，长寿路商圈，满五。', '常德名园  | 2室2厅 | 94平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2002年建板楼  -  长寿路', '900万', '单价95745元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9ca8d115-65c4-4f92-8adf-e5273f17a8c4.JPG.296x216.jpg', '长风馨苑双南两房厨卫朝过道只要310万', '长风二村长风馨苑  | 2室1厅 | 50.8平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1983年建板楼  -  长风', '310万', '单价61024元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8dd7b90e-383c-443e-982d-4d85339b9546.jpg.296x216.jpg', '总价低小户型，房型正气，南北通透。', '桃浦一村合欢苑  | 1室1厅 | 37平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1986年建板楼  -  桃浦', '180万', '单价48649元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade60480e0-9b74-4b96-b6a6-16ebf23fa4c6.JPG.296x216.jpg', '曹杨一村 3室1厅 400万', '曹杨一村  | 3室1厅 | 72.53平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曹杨', '400万', '单价55150元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf61549fe-04fa-47c4-ac11-4625caea255a.jpg.296x216.jpg', '普陀区 志丹苑 中间楼层 两房朝南 房型正气 采光棒', '志丹苑  | 2室2厅 | 74.68平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2002年建板楼  -  甘泉宜川', '458万', '单价61329元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3b02fdd5-119e-4894-ae74-e25ec9a56c4a.png.280x210.jpg', '总价低南北两房，采光无遮挡，近地铁7号线', '南泉苑  | 2室1厅 | 53.13平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  甘泉宜川', '255万', '单价47996元/平米')
('https://image1.ljcdn.com/310000-inspection/d56fbc34-12a0-4d69-91a6-516aecda06aa.jpg.296x216.jpg', '品质小区，边套全明，业主诚意出售，到价签字；', '宜川五村  | 2室1厅 | 51.35平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1983年建板楼  -  甘泉宜川', '257万', '单价50049元/平米')
('https://image1.ljcdn.com/310000-inspection/e90329c0-f259-43b9-bc63-d1117322f4cf.jpg.296x216.jpg', '正南一室半，全明户型，视野开阔无遮挡，房东诚售', '石泉一村  | 1室1厅 | 41.17平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1991年建板楼  -  光新', '224万', '单价54409元/平米')
('https://image1.ljcdn.com/310000-inspection/ed166d0d-b2e7-4628-8280-f8d02affbdf9.JPG.296x216.jpg', '满五唯一，总价低好楼层采光足视野开阔精装出行方便。', '双山小区  | 1室1厅 | 38.15平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  甘泉宜川', '212万', '单价55571元/平米')
('https://image1.ljcdn.com/310000-inspection/9102ae84-23c3-44ec-b6ef-c23c81f739fd.jpg.296x216.jpg', '嘉华苑(普陀) 2室2厅 520万', '嘉华苑(普陀)  | 2室2厅 | 95.14平米 | 东 南 | 精装 | 有电梯', '低楼层(共30层)1997年建塔楼  -  甘泉宜川', '520万', '单价54657元/平米')
('https://image1.ljcdn.com/310000-inspection/test-71ca4157-ba67-46aa-9335-8557548a0cd0.png.296x216.jpg', '芝巷小区 2室1厅 465万', '芝巷小区  | 2室1厅 | 76.54平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  长风', '465万', '单价60753元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7d9be1af-b1d8-48fd-b8ab-e507090246ce.JPG.296x216.jpg', '地铁13.15号线、长风公园、长风景畔电梯房', '建华大厦  | 2室1厅 | 75平米 | 北 | 精装 | 有电梯', '低楼层(共24层)2001年建塔楼  -  长风', '450万', '单价60000元/平米')
('https://image1.ljcdn.com/310000-inspection/6ad3c7c5-290a-4ed1-b098-37aa77568c30.jpg.296x216.jpg', '华公馆，高区两房随时看房.华公馆，高区两房房东诚意', '恒盛鼎城华公馆  | 2室2厅 | 89.89平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2011年建板楼  -  桃浦', '535万', '单价59518元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9e906d55-3295-4a62-8b19-283d92c50638.jpg.296x216.jpg', '两房朝南，小区中间位置，二手买进税费低', '香泉小区  | 2室1厅 | 68.49平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  万里', '360万', '单价52563元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4b513e95-01ce-45b3-9a2a-6b2665a4c45c.JPG.296x216.jpg', '金华苑 南北通两房 满五年 精装修 新出笋盘 电梯房', '金华苑  | 2室2厅 | 98.54平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2004年建板楼  -  万里', '560万', '单价56830元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0a519b67-7c71-42b6-985e-0ac624d225c4.JPG.296x216.jpg', '管弄小区 朝南1室半  7号线岚皋路，阳光全天', '管弄三街坊  | 1室1厅 | 41.74平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1987年建板楼  -  光新', '198万', '单价47437元/平米')
('https://image1.ljcdn.com/310000-inspection/5fd0f1e8-0f59-4b1c-a660-d2f25bb74f95.jpg.296x216.jpg', '品质小区 正气一房 阳光很棒  精装修拎包入住 看房约', '苏堤春晓名苑  | 1室2厅 | 84.79平米 | 南 | 精装 | 有电梯', '低楼层(共29层)2005年建板楼  -  长寿路', '800万', '单价94351元/平米')
('https://image1.ljcdn.com/310000-inspection/37ac0a4a-2d52-4823-8c52-fe6b564ccd8e.jpg.296x216.jpg', '真光二街坊 中间楼层 总价低 采光好', '真光新村第二小区  | 1室1厅 | 47.84平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  真光', '230万', '单价48077元/平米')
('https://image1.ljcdn.com/310000-inspection/11395a58-fbe8-46b7-a92c-2349808069c5.JPG.296x216.jpg', '双阳台+双南户型+诚心出售+看房提前联系+单价低', '兰溪路231弄  | 2室0厅 | 60.52平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  真如', '286万', '单价47258元/平米')
('https://image1.ljcdn.com/310000-inspection/30fff04e-93d2-4b4c-9131-aaa164e7b97a.JPG.296x216.jpg', '长风馨苑双南两房精装修只要290万', '长风二村长风馨苑  | 2室1厅 | 50.81平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1983年建板楼  -  长风', '287万', '单价56485元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1c626f85-a410-49a8-be73-1dd736a11d61.jpg.296x216.jpg', '品质小区 电梯房的六层，南北俩房 近7号线新村路站', '东泉苑小区  | 2室1厅 | 69.98平米 | 南 | 毛坯 | 有电梯', '中楼层(共13层)1993年建塔楼  -  甘泉宜川', '370万', '单价52873元/平米')
('https://image1.ljcdn.com/310000-inspection/661115a1-14fd-45f0-b95c-7d27b903bbe9.JPG.296x216.jpg', '近地铁+南北两房+房型正气+采光五遮挡+配套齐全', '新黄小区  | 2室1厅 | 48.02平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  甘泉宜川', '250万', '单价52062元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd2bf6fe2-e627-4dfa-a673-2f0b9f378457.JPG.296x216.jpg', '全明户型，中区楼层好，采光无遮挡，小区环境优美', '西部大楼  | 3室2厅 | 108.86平米 | 东 | 精装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  甘泉宜川', '570万', '单价52361元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload24811dbe-377c-417c-b4fd-a2b3405a0272.JPG.296x216.jpg', '精装两房一厅 房型正气........', '石岚三村  | 2室1厅 | 56.39平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1986年建板楼  -  真如', '310万', '单价54975元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload23145e3f-e103-4cce-b447-9f23b8a52c60.JPG.296x216.jpg', '朝南婚房精装一室户，满五唯一，近13号线', '长风三村  | 1室0厅 | 32.81平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1980年建板楼  -  长风', '195万', '单价59434元/平米')
('https://image1.ljcdn.com/310000-inspection/0805dcaf-0708-4c7f-a76b-fb63e0770d35.jpg.296x216.jpg', '双南两房，满五唯一少税费，采光无遮挡', '南泉苑  | 2室1厅 | 59.76平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  甘泉宜川', '300万', '单价50201元/平米')
('https://image1.ljcdn.com/310000-inspection/eff750cb-22c4-4415-a344-5b8c2c3a0c4d.JPG.296x216.jpg', '精装修朝南小户型+急售+中间楼+出门百米就是同济医院', '甘泉一村  | 1室0厅 | 31.03平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1953年建板楼  -  甘泉宜川', '155万', '单价49952元/平米')
('https://image1.ljcdn.com/310000-inspection/68d8b370-0f02-4c0c-94de-0bd49758b321.jpg.296x216.jpg', '标准两房 精装修 配套成熟 小区位置佳', '真光七街坊  | 2室1厅 | 56.67平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1993年建板楼  -  真光', '300万', '单价52939元/平米')
('https://image1.ljcdn.com/310000-inspection/af7b7849-b6e6-4435-923a-8c76a63006c4.jpg.296x216.jpg', '曹杨家园 2室1厅 309万', '曹杨家园  | 2室1厅 | 56.7平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1997年建板楼  -  真如', '309万', '单价54498元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload826faed4-fd7f-4adf-baec-d11898af269f.jpg.296x216.jpg', '近地铁  两卧朝东  诚意出售 高区景观好', '甘泉公寓  | 2室1厅 | 79.33平米 | 东 | 简装 | 有电梯', '高楼层(共20层)1996年建塔楼  -  甘泉宜川', '440万', '单价55465元/平米')
('https://image1.ljcdn.com/310000-inspection/6b34f0a0-8732-4f76-9c03-20a49e1c8ce0.jpg.296x216.jpg', '电梯房 中间楼层 房龄新 近7号线新村路站 看房方便', '天成小区  | 2室1厅 | 81.01平米 | 南 | 简装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  甘泉宜川', '420万', '单价51846元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc18ebf7b-c3ff-401c-9dfb-b43c45f1563f.JPG.296x216.jpg', '精装修1房2厅（可改两房）带60平米大露台，满五唯一。', '众源公寓  | 1室1厅 | 60.16平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  甘泉宜川', '330万', '单价54854元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload792adf3c-229d-466c-88d4-a45e20e2715f.JPG.296x216.jpg', '万里名轩，家乐福隔马路相望，交通便利，诚意出售。', '万里名轩  | 2室2厅 | 100.36平米 | 南 | 精装 | 有电梯', '低楼层(共10层)1999年建板楼  -  万里', '540万', '单价53807元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7d6e9d36-ac1b-4906-8565-3fa85b1e87a9.jpg.296x216.jpg', '桃浦六村绿春苑 业主置换  诚意出售', '桃浦六村绿春苑  | 2室1厅 | 54.72平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  桃浦', '225万', '单价41119元/平米')
('https://image1.ljcdn.com/310000-inspection/782a7e85-101f-47ba-a34b-d4daf7557fbf.jpg.296x216.jpg', '宜川五村 2室0厅 250万', '宜川五村  | 2室0厅 | 54.31平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1988年建板楼  -  甘泉宜川', '250万', '单价46033元/平米')
