('https://image1.ljcdn.com/370600-inspection/e0f8d11c-d3ef-4b3a-b02e-e5f5e175e7ec.jpg.296x216.jpg', '福利莱小区  精装修  双南卧 拎包入住', '福利莱小区  | 2室1厅 | 72.58平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '65万', '单价8956元/平米')
('https://image1.ljcdn.com/370600-inspection/b1792f02-b033-4ae0-866c-803b681dc61a.jpg.296x216.jpg', '采光好，南北通透，三室，婚房装修', '汇福街  | 3室2厅 | 76.11平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  富豪', '77万', '单价10117元/平米')
('', '天府街  富豪新天地 精装阁楼出售 出门可以就读', '富豪新天地  | 3室2厅 | 13.42平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  富豪', '41万', '单价30552元/平米')
('https://image1.ljcdn.com/370600-inspection/04c09d11-234c-46a3-b00a-a2a3f2d3c422.jpg.296x216.jpg', '福利莱万和城，南北通透，西打头，三室毛坯房。', '福利莱万和城  | 3室2厅 | 140.87平米 | 南 北 | 毛坯', '高楼层(共17层)2013年建塔楼  -  芝阳', '105万', '单价7454元/平米')
('', '天创国际城 3室2厅 150万', '天创国际城  | 3室2厅 | 150.72平米 | 南 北 | 其他', '中楼层(共19层)2005年建塔楼  -  福海路', '150万', '单价9953元/平米')
('https://image1.ljcdn.com/370600-inspection/fb9f11ef-388a-4e50-90f4-6b63665f5570.jpg.296x216.jpg', '南北通透  精装修 证件齐全 位置优越，交通便利', '天创国际城  | 2室2厅 | 113.74平米 | 东 南 北 | 其他', '高楼层(共18层)2005年建塔楼  -  福海路', '96万', '单价8441元/平米')
('https://image1.ljcdn.com/370600-inspection/59730b44-eed7-495c-bf40-204ce8e389f1.jpg.296x216.jpg', '此房南北通透，毛坯房 采光好，东打头，视野开阔。', '君山水  | 3室2厅 | 125.37平米 | 东 南 北 | 其他', '高楼层(共32层)2014年建板楼  -  芝阳', '112万', '单价8934元/平米')
('https://image1.ljcdn.com/370600-inspection/b223d369-a2d3-411f-a7b7-6ebf6257042b.jpg.296x216.jpg', '南北通透 楼层好， 黄板装修 配套实施齐全，交通便利', '河滨小区  | 3室1厅 | 78.1平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  松霞', '75万', '单价9604元/平米')
('https://image1.ljcdn.com/370600-inspection/a13fa992-15d6-46a3-8e89-09cccfe26fe7.jpg.296x216.jpg', '富豪花园 南北通透 楼层好 视野开阔 采光充足', '富豪花园  | 3室2厅 | 119.85平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  富豪', '75万', '单价6258元/平米')
('https://image1.ljcdn.com/370600-inspection/a2cd5517-eb3b-40e4-8fbe-8c2e5138eb2d.jpg.296x216.jpg', '东陌堂新区 南北通透两室 中间楼层 采光好 可拎包入住', '东陌堂新区  | 2室2厅 | 84.63平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  福山周边', '72万', '单价8508元/平米')
('https://image1.ljcdn.com/370600-inspection/c2d69a30-d20a-4023-910a-d0409990d43a.jpg.296x216.jpg', '小高层 中上楼层 南北通透 户型方正 东打头产证满五年', '曙光名座  | 3室2厅 | 155平米 | 东 南 北 | 其他', '高楼层(共13层)2004年建塔楼  -  鸿福街', '135万', '单价8710元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d154479a-407a-44c6-8236-d38a1e66248d.png.280x210.jpg', '星河城 东打头 双南卧，楼层好，采光好，全明户型', '星河城  | 3室1厅 | 76.51平米 | 东南 | 其他', '高楼层(共26层)2011年建塔楼  -  福海路', '70万', '单价9150元/平米')
('', '富豪新天地，两室一厅，带大平台', '富豪新天地  | 2室1厅 | 67平米 | 南 北 | 其他', '高楼层(共7层)2009年建板楼  -  富豪', '50万', '单价7463元/平米')
('https://image1.ljcdn.com/370600-inspection/8ea4826f-a74f-4dae-9620-00664506da11.jpg.296x216.jpg', '福利莱万和城 3室1厅 108万', '福利莱万和城  | 3室1厅 | 94平米 | 南 北 | 精装', '高楼层(共6层)2013年建板楼  -  芝阳', '108万', '单价11490元/平米')
('https://image1.ljcdn.com/370600-inspection/91ddcaa5-c919-4d3d-9114-8742de2087ae.jpg.296x216.jpg', '星河城 一室一厅北向住宅 2梯8户 精装修 可拎包入住', '星河城  | 1室1厅 | 56.3平米 | 北 | 其他', '中楼层(共26层)2011年建塔楼  -  福海路', '44万', '单价7816元/平米')
('https://image1.ljcdn.com/370600-inspection/c624ace0-b613-4706-bd9b-0d9be6f8e11a.jpg.296x216.jpg', '阳光首院，精装修，两室两厅，，', '阳光首院  | 2室2厅 | 91.44平米 | 西南 | 其他', '中楼层(共33层)2012年建塔楼  -  首院', '110万', '单价12030元/平米')
('https://image1.ljcdn.com/370600-inspection/4159cc4d-b903-4d1c-98e0-57fc304176a0.jpg.296x216.jpg', '此房不满2位置好，精装修 南北通透 采光好。', '星河城  | 3室1厅 | 95.5平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  福海路', '120万', '单价12566元/平米')
('https://image1.ljcdn.com/370600-inspection/56e4340d-406a-4e34-9bb8-abd5e43c9065.jpg.296x216.jpg', '此房满两年，西打头，南北通透，三室户型，全明户型。', '鸿福名城  | 3室2厅 | 107.7平米 | 南 西 北 | 其他', '中楼层(共29层)2014年建塔楼  -  鸿福街', '99.6万', '单价9248元/平米')
('https://image1.ljcdn.com/370600-inspection/ed956ae2-8ef4-4d5b-a254-da5da4c81417.jpg.296x216.jpg', '世嘉锦庭 2室1厅 77万', '世嘉锦庭  | 2室1厅 | 76.1平米 | 南 | 其他', '高楼层(共18层)2015年建板楼  -  振华', '77万', '单价10119元/平米')
('https://image1.ljcdn.com/370600-inspection/096d427f-2a80-4192-8d6c-da6109908ab05.jpg.296x216.jpg', '万科假日风景，首付107万，南北通透，外置楼梯', '万科假日风景  | 3室2厅 | 105.31平米 | 南 北 | 其他', '高楼层(共5层)2016年建板楼  -  万科', '180万', '单价17093元/平米')
('https://image1.ljcdn.com/370600-inspection/7fd21960-6908-4470-a7be-42a7c4440b03.jpg.296x216.jpg', '南向好户型，视野好，采光好，精装修', '东尚蓝湾  | 2室2厅 | 80.98平米 | 南 | 其他', '高楼层(共32层)2014年建板楼  -  首院', '88万', '单价10867元/平米')
('', '曙光名座  多层西打头  南北通透 精装修可改3室', '曙光名座  | 2室2厅 | 79.34平米 | 南 西 北 | 其他', '中楼层(共7层)2004年建塔楼  -  鸿福街', '68万', '单价8571元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b0e43a54-b493-46bf-ba78-a30eb99bb4ce.png.280x210.jpg', '青春100公寓 1室1厅 32万', '青春100公寓  | 1室1厅 | 55平米 | 南 北 | 其他', '中楼层(共7层)暂无数据  -  芝阳', '32万', '单价5819元/平米')
('', '福利莱万和城 2室2厅 75万', '福利莱万和城  | 2室2厅 | 77.87平米 | 南 | 其他', '高楼层(共17层)2013年建塔楼  -  芝阳', '75万', '单价9632元/平米')
('https://image1.ljcdn.com/370600-inspection/ddfff11b-9b31-4173-b5ba-27efcabfb149.jpg.296x216.jpg', '卫城润景，四室，毛坯房，带半地下室，带小院', '卫城润景  | 4室2厅 | 127.75平米 | 南 北 | 其他', '低楼层(共7层)2012年建板楼  -  芝阳', '140万', '单价10959元/平米')
('https://image1.ljcdn.com/370600-inspection/c80529f5-65cf-4423-af8d-db98b6957f7e.jpg.296x216.jpg', '福海路 星河城 两室户型 精装修 拎包入住', '星河城  | 2室2厅 | 71.82平米 | 西北 | 其他', '中楼层(共26层)2011年建塔楼  -  福海路', '72万', '单价10026元/平米')
('https://image1.ljcdn.com/370600-inspection/d6081b77-4e0a-422f-8aaa-9012d5d3f40b.jpg.296x216.jpg', '富豪青年国际，一室一厅一厨一卫，精装修。', '富豪青年国际广场  | 1室1厅 | 69.22平米 | 东北 | 其他', '中楼层(共12层)2006年建塔楼  -  富豪', '58万', '单价8380元/平米')
('https://image1.ljcdn.com/370600-inspection/ef652fb8-571e-4747-9e61-3b3bd6525ee4.JPG.296x216.jpg', '福海阳光花园  一室一厅一厨一卫', '福海阳光花园  | 1室1厅 | 53.12平米 | 西 | 其他', '高楼层(共6层)2009年建板楼  -  福海路', '40万', '单价7531元/平米')
('https://image1.ljcdn.com/370600-inspection/03f3c242-40dd-4eb8-9c6e-6797b518d129.jpg.296x216.jpg', '福海路周围 三室两卫 好楼层 采光好', '寰宇小区  | 3室2厅 | 119.82平米 | 南 北 | 其他', '中楼层(共8层)2004年建板楼  -  福海路', '109万', '单价9097元/平米')
('https://image1.ljcdn.com/370600-inspection/6efbd1c5-20ff-4b02-9201-7c30fce358d9.jpg.296x216.jpg', '东方明珠花园 3室2厅 110万', '东方明珠花园  | 3室2厅 | 124.65平米 | 南 北 | 其他', '低楼层(共12层)2009年建塔楼  -  振华', '110万', '单价8825元/平米')
('', '乡村记忆 南北通透 多层顶楼加内阁楼 74平 户型全明', '乡村记忆·山水园  | 2室2厅 | 74.26平米 | 南 北 | 其他', '中楼层(共11层)2016年建板楼  -  福山周边', '65万', '单价8754元/平米')
('', '天府街 富豪西苑 多层 精装三室 可拎包入住', '富豪西苑  | 3室2厅 | 70.78平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  富豪', '46万', '单价6500元/平米')
('', '福利莱万和城 3室2厅 115万', '福利莱万和城  | 3室2厅 | 140.87平米 | 南 北 | 其他', '低楼层(共17层)暂无数据  -  芝阳', '115万', '单价8164元/平米')
('https://image1.ljcdn.com/370600-inspection/524192c1-60fb-4314-b15c-2444deea014c.jpg.296x216.jpg', '福海路新小区 顶加阁 南北通透', '福景天地  | 2室2厅 | 78平米 | 南 北 | 其他', '高楼层(共11层)塔楼  -  福海路', '105万', '单价13462元/平米')
('https://image1.ljcdn.com/370600-inspection/c18e2b3f-8b90-47a6-937c-3b8748210888.jpg.296x216.jpg', '万科假日风景 南北通透 小高层 精装修拎包入住', '万科假日风景  | 3室1厅 | 95平米 | 南 北 | 其他', '中楼层(共11层)2016年建塔楼  -  万科', '120万', '单价12632元/平米')
('https://image1.ljcdn.com/370600-inspection/74ac2d78-b38a-4668-8c57-9e22f0d67e5c.jpg.296x216.jpg', '万科假日风景 1室1厅 64万', '万科假日风景  | 1室1厅 | 67.28平米 | 南 | 其他', '低楼层(共18层)2016年建塔楼  -  万科', '64万', '单价9513元/平米')
('https://image1.ljcdn.com/370600-inspection/ad62aab0-57cd-4a62-a7b9-56691791720c.jpg.296x216.jpg', '大楼台，视野广阔，俯瞰半个福山，户型少见', '万科假日风景  | 1室1厅 | 56.8平米 | 东北 | 其他', '高楼层(共18层)2017年建塔楼  -  万科', '67万', '单价11796元/平米')
('https://image1.ljcdn.com/370600-inspection/ce240db5-8249-4219-a9ae-14aa0c469bce.jpg.296x216.jpg', '阳光首院 3室2厅 210万', '阳光首院  | 3室2厅 | 180平米 | 南 北 | 其他', '高楼层(共33层)2012年建板楼  -  首院', '210万', '单价11667元/平米')
('https://image1.ljcdn.com/370600-inspection/6fe219c3-8f64-4aa4-81e2-fe740858baa2.jpg.296x216.jpg', '锦绣山庄 3室2厅 65万', '锦绣山庄  | 3室2厅 | 83.31平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  奇泉', '65万', '单价7803元/平米')
('https://image1.ljcdn.com/370600-inspection/369dc043-26a2-4cfa-b413-c503cb0543ca.jpg.296x216.jpg', '美航花园 2室2厅 97万', '美航花园  | 2室2厅 | 96.89平米 | 南 北 | 其他', '中楼层(共22层)2008年建塔楼  -  福海路', '97万', '单价10012元/平米')
('', '万科假日风景 2室2厅 80万', '万科假日风景  | 2室2厅 | 78平米 | 南 北 | 其他', '低楼层(共18层)2016年建塔楼  -  万科', '80万', '单价10257元/平米')
('', '松霞路 银河小区 三卧朝南 多层 可领包入住', '银河小区  | 3室2厅 | 106.34平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  松霞', '100万', '单价9404元/平米')
('', '恒生小区 3室2厅 62万', '恒生小区  | 3室2厅 | 79.8平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  福海路', '62万', '单价7770元/平米')
('https://image1.ljcdn.com/370600-inspection/28ca65ff-fc3f-47ae-ab3a-ac5b79f58755.jpg.296x216.jpg', '芙蓉花园 3室3厅 98万', '芙蓉花园  | 3室3厅 | 73.41平米 | 南 北 | 其他', '高楼层(共7层)2011年建板楼  -  福海路', '98万', '单价13350元/平米')
('https://image1.ljcdn.com/370600-inspection/8293760e-ac7d-45e2-a207-b9f86dee1962.jpg.296x216.jpg', '观月里小区 多层中间楼层 采光好', '观月里小区  | 3室1厅 | 63.35平米 | 南 北 | 其他', '中楼层(共4层)1996年建板楼  -  福海路', '48万', '单价7577元/平米')
('https://image1.ljcdn.com/370600-inspection/8c3cc7d4-f395-4a4b-9080-1092da440c58.jpg.296x216.jpg', '此房为南北通透精装两室，户型好，采光好', '康庄小区  | 2室1厅 | 71.5平米 | 南 北 | 其他', '低楼层(共6层)1997年建板楼  -  振华', '65万', '单价9091元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/389df6e5-1fe3-4735-90a0-039d1490c908.png.280x210.jpg', '水清木华多层南北通透，楼层好，户型好，采光好', '水清木华芝阳城  | 3室1厅 | 95.6平米 | 南 北 | 其他', '中楼层(共7层)2017年建板楼  -  芝阳', '85万', '单价8892元/平米')
('', '富豪新天地 2室2厅 68万', '富豪新天地  | 2室2厅 | 75平米 | 西南 | 其他', '中楼层(共18层)2009年建板塔结合  -  富豪', '68万', '单价9067元/平米')
('', '世嘉锦庭 3室2厅 130万', '世嘉锦庭  | 3室2厅 | 121.56平米 | 南 北 | 其他', '高楼层(共18层)2015年建板楼  -  振华', '130万', '单价10695元/平米')
('https://image1.ljcdn.com/370600-inspection/8239b8c7-4216-4efb-b4be-a151c6ae0d0c.jpg.296x216.jpg', '福海路两边 北美枫情 两室 交通便利', '北美枫情  | 1室1厅 | 57.5平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  福海路', '53万', '单价9218元/平米')
('https://image1.ljcdn.com/370600-inspection/4157873d-d9ed-4dd8-8ff4-eda15e3dd28d.jpg.296x216.jpg', '义丰富丽新城 3室2厅 65万', '义丰富丽新城  | 3室2厅 | 102.62平米 | 南 北 | 其他', '低楼层(共6层)2015年建板楼  -  芝阳', '65万', '单价6335元/平米')
('https://image1.ljcdn.com/370600-inspection/841991c1-2b8b-4ccb-8b2e-80758989e88e.jpg.296x216.jpg', '恒生小区，简装三室，主卧朝南，南北通透,阳台大', '恒生小区  | 3室2厅 | 75.17平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  福海路', '67万', '单价8914元/平米')
('https://image1.ljcdn.com/370600-inspection/befc4112-0426-4960-aab3-71c41f43553c.jpg.296x216.jpg', '东陌堂新区 精装两室 打头房 明厨明卫 中间楼层可贷款', '东陌堂新区  | 2室2厅 | 91平米 | 东 南 北 | 其他', '低楼层(共6层)暂无数据  -  福山周边', '70万', '单价7693元/平米')
('', '五洲国际工业博览城 1室1厅 25万', '五洲国际工业博览城  | 1室1厅 | 42.13平米 | 南 | 其他', '中楼层(共6层)2016年建板楼  -  万科', '25万', '单价5935元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8ace5e74-49e5-436f-99b4-0449725ba5ed.png.280x210.jpg', '福海阳光花园 2室1厅 71万', '福海阳光花园  | 2室1厅 | 94.92平米 | 南 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '71万', '单价7480元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f49848d5-87af-4cb3-a769-13c0393a3801.png.280x210.jpg', '富丽新城，多层南北通透，楼层适合老人和小孩居住。', '义丰富丽新城  | 2室1厅 | 87.98平米 | 南 北 | 其他', '低楼层(共11层)2015年建塔楼  -  芝阳', '55万', '单价6252元/平米')
('https://image1.ljcdn.com/370600-inspection/11b355b6-d193-4bc8-95e9-7a93a05af243.jpg.296x216.jpg', '御花园满五唯一，精装一室，采光好，配套齐全', '御花园  | 1室1厅 | 54.5平米 | 北 | 其他', '低楼层(共20层)2016年建板楼  -  芝阳', '42万', '单价7707元/平米')
('', '恒生小区，一室一厅，南向户型，高楼层', '恒生小区  | 1室1厅 | 35.6平米 | 南 | 其他', '高楼层(共6层)1998年建板楼  -  福海路', '30万', '单价8427元/平米')
('https://image1.ljcdn.com/370600-inspection/ac250266-75ee-4783-b387-5e42c1d0b079.jpg.296x216.jpg', '福山 天创国际城 南向 楼层好', '天创国际城  | 1室1厅 | 44.16平米 | 南 | 其他', '低楼层(共18层)2005年建塔楼  -  福海路', '24万', '单价5435元/平米')
('', '福利莱万和城 一室，东向 ，楼层好，采光好', '福利莱万和城  | 1室1厅 | 50平米 | 东 | 其他', '中楼层(共17层)2013年建板楼  -  芝阳', '55万', '单价11000元/平米')
('', '五洲国际工业博览城 1室1厅 25万', '五洲国际工业博览城  | 1室1厅 | 42.13平米 | 南 | 其他', '中楼层(共6层)2016年建板楼  -  万科', '25万', '单价5935元/平米')
('', '乡村记忆·山水园 2室1厅 52万', '乡村记忆·山水园  | 2室1厅 | 72.4平米 | 南 北 | 其他', '低楼层(共6层)2016年建板楼  -  福山周边', '52万', '单价7183元/平米')
('https://image1.ljcdn.com/370600-inspection/151449fc-7efe-43de-9ee3-03cd334f58b2.jpg.296x216.jpg', '奥林峰情 2室2厅 78万', '奥林峰情  | 2室2厅 | 77.9平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  福海路', '78万', '单价10013元/平米')
('https://image1.ljcdn.com/370600-inspection/0053afdc-63f1-4873-813c-863ab1258b9e.jpg.296x216.jpg', '富豪青年国际广场，两室一厅一厨一卫，十楼，采光充足', '富豪青年国际广场  | 2室1厅 | 69.22平米 | 西北 | 其他', '高楼层(共12层)2006年建塔楼  -  富豪', '62万', '单价8957元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b0498af9-b83b-4325-affe-e63787ce695b.png.280x210.jpg', '房子是双南卧，厨房带窗，下楼就是市场', '德胜凯旋花园  | 2室1厅 | 75平米 | 南 | 其他', '高楼层(共23层)2009年建塔楼  -  福海路', '82万', '单价10934元/平米')
('', '香逸中央 2室2厅 92万', '香逸中央  | 2室2厅 | 87.59平米 | 南 西南 | 其他', '高楼层(共22层)2009年建塔楼  -  福海路', '92万', '单价10504元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e0783ecd-1a9a-471e-b631-c441a8c273e1.png.280x210.jpg', '福利莱小区 1室1厅 45万', '福利莱小区  | 1室1厅 | 45.93平米 | 北 | 其他', '低楼层(共6层)2004年建板楼  -  福海路', '45万', '单价9798元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/88a55658-277e-4372-9695-5361924eb670.png.280x210.jpg', '房子南北通透户型好，毛胚可自己设计装修', '富豪新天地  | 3室1厅 | 119.08平米 | 东 南 北 | 其他', '中楼层(共22层)2009年建板塔结合  -  富豪', '120万', '单价10078元/平米')
('https://image1.ljcdn.com/370600-inspection/3a0992f7-6a70-4f98-9fda-96e426c495ef.jpg.296x216.jpg', '惠景文园 松霞路汇福街交界处 优质房源', '惠景文园  | 5室2厅 | 231.08平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  松霞', '130万', '单价5626元/平米')
('https://image1.ljcdn.com/370600-inspection/117c86e4-770b-49dc-9bb2-01cb92b4c111.jpg.296x216.jpg', '振华，西关，永乐公寓 南北通透', '永乐公寓  | 2室2厅 | 57平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  振华', '41.8万', '单价7334元/平米')
('', '星河城 3室2厅 150万', '星河城  | 3室2厅 | 128平米 | 南 西 北 | 其他', '中楼层(共20层)2011年建塔楼  -  福海路', '150万', '单价11719元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/42c7f27c-829c-4779-8c0b-2395cd1e2f0c.png.280x210.jpg', '福海阳光花园 1室1厅 25万', '福海阳光花园  | 1室1厅 | 42.7平米 | 东 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '25万', '单价5855元/平米')
('', '锦绣山庄 2室1厅 50万', '锦绣山庄  | 2室1厅 | 62.8平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  奇泉', '50万', '单价7962元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2dff20cd-6ae1-4842-8bd7-04c0cce10392.png.280x210.jpg', '檀香苑，两室两厅一厨一卫，采光充足。', '檀香苑  | 2室2厅 | 83.73平米 | 南 北 | 其他', '高楼层(共27层)塔楼  -  鸿福街', '82万', '单价9794元/平米')
('https://image1.ljcdn.com/370600-inspection/90a84a86-2744-42f0-8504-b5cf7c79ca26.jpg.296x216.jpg', '振华旁，夜市上，天创精装公寓。', '天创国际城  | 1室1厅 | 36.69平米 | 南 | 其他', '中楼层(共18层)2005年建塔楼  -  福海路', '24万', '单价6542元/平米')
('https://image1.ljcdn.com/370600-inspection/853aa99f-17ce-4158-b813-04f07dbc28c8.jpg.296x216.jpg', '天创国际 南向小公寓  配套齐全 可拎包入住', '天创国际城  | 1室1厅 | 36.69平米 | 南 | 其他', '中楼层(共18层)2005年建塔楼  -  福海路', '21万', '单价5724元/平米')
('https://image1.ljcdn.com/370600-inspection/26b10803-9516-471f-b3ae-d60277e7cc30.jpg.296x216.jpg', '富豪花园，多层2楼，南北通透。', '富豪花园  | 2室2厅 | 76.3平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  富豪', '75万', '单价9830元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3ad02c7e-0799-4b33-83bb-a2674916958f.png.280x210.jpg', '福海阳光花园 1室1厅 25万', '福海阳光花园  | 1室1厅 | 42.7平米 | 东 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '25万', '单价5855元/平米')
('', '福海阳光花园 1室1厅 25万', '福海阳光花园  | 1室1厅 | 42.7平米 | 东 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '25万', '单价5855元/平米')
('', '寰宇小区 3室2厅 90万', '寰宇小区  | 3室2厅 | 89.8平米 | 南 北 | 其他', '中楼层(共7层)2004年建板楼  -  福海路', '90万', '单价10023元/平米')
('https://image1.ljcdn.com/370600-inspection/64c4b9a9-8fc9-48f6-914d-c04f151846b27.jpg.296x216.jpg', '银河名都  顶层带内部阁楼  毛坯房', '银河名都  | 4室2厅 | 138平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  松霞', '120万', '单价8696元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadc96685ff-029b-4312-b638-442660894b3b.jpg.296x216.jpg', '高品质社区，使用面积大，采光很好', '东方华府  | 4室2厅 | 122.94平米 | 东 南 西 | 其他', '低楼层(共30层)2019年建塔楼  -  福海路', '145万', '单价11795元/平米')
('https://image1.ljcdn.com/370600-inspection/26ac115d-715e-42ea-813d-054cd570af91.jpg.296x216.jpg', '富豪花园，多层2楼，南北通透，', '富豪花园  | 2室2厅 | 76.3平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  富豪', '75万', '单价9830元/平米')
('', '五洲国际工业博览城 1室1厅 22万', '五洲国际工业博览城  | 1室1厅 | 37.1平米 | 南 | 其他', '中楼层(共6层)2016年建塔楼  -  万科', '22万', '单价5930元/平米')
('https://image1.ljcdn.com/370600-inspection/18fdf1f0-7a22-43ac-b06a-38ffb8f8f3f0.jpg.296x216.jpg', '天创国际城 1室1厅 18万', '天创国际城  | 1室1厅 | 41.05平米 | 北 | 其他', '低楼层(共18层)2005年建塔楼  -  福海路', '18万', '单价4385元/平米')
('', '福海路 百旺花园 两居室 南北通透带车位 带小棚', '百旺花园  | 2室1厅 | 70平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  福海路', '73万', '单价10429元/平米')
('https://image1.ljcdn.com/370600-inspection/d84b1bff-8726-4593-883c-09f14f58d4e2.jpg.296x216.jpg', '东陌堂新区多层市土双证，双南卧可贷款，带小棚', '东陌堂新区  | 2室2厅 | 90.47平米 | 东 南 北 | 其他', '高楼层(共6层)暂无数据  -  福山周边', '72.8万', '单价8047元/平米')
('https://image1.ljcdn.com/370600-inspection/44deb1ee-95de-4e65-8607-116da8fc2aa4.jpg.296x216.jpg', '富豪花园，多层，顶加阁，带一个30平米的车库。', '富豪花园  | 3室1厅 | 105平米 | 南 北 | 其他', '高楼层(共5层)2009年建板楼  -  富豪', '150万', '单价14286元/平米')
('', '县府街 电力职工之家多层 南北通透 交通方便', '电力职工之家  | 3室2厅 | 118.38平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  福海路', '110万', '单价9293元/平米')
('', '富豪西苑 4室2厅 150万', '富豪西苑  | 4室2厅 | 126.74平米 | 东 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  富豪', '150万', '单价11836元/平米')
('https://image1.ljcdn.com/370600-inspection/test-7da7f97b-2636-4f0f-9b2e-7aeb9acb8aea.png.296x216.jpg', '天创国际城 2室1厅 32万', '天创国际城  | 2室1厅 | 53平米 | 北 | 其他', '低楼层(共18层)2005年建塔楼  -  福海路', '32万', '单价6038元/平米')
('', '福海路旁大面积，两居室，南北通透', '寰宇小区  | 2室1厅 | 110平米 | 南 北 | 其他', '低楼层(共18层)2004年建板楼  -  福海路', '100万', '单价9091元/平米')
('https://image1.ljcdn.com/370600-inspection/db35baf8-681d-499f-966a-8fbeb552b4da.jpg.296x216.jpg', '阳光水景 2室2厅1卫 160平米', '阳光水景  | 1室2厅 | 162.43平米 | 南 | 其他', '低楼层(共11层)暂无数据  -  振华', '85万', '单价5234元/平米')
('https://image1.ljcdn.com/370600-inspection/40e881b3-064f-4857-885b-407c387d5d63.jpg.296x216.jpg', '银河小区 2室1厅 50万', '银河小区  | 2室1厅 | 58.1平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  松霞', '50万', '单价8606元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadcdb5d39d-5ce9-400d-9256-151e1e03cdfe.jpg.296x216.jpg', '仁隆花园 3室1厅 53万', '仁隆花园  | 3室1厅 | 87.58平米 | 南 北 | 其他', '中楼层(共5层)2014年建板楼  -  福海路', '53万', '单价6052元/平米')
('', '福海路与永达街交叉口 檀香苑 两室朝南 可领包入住', '檀香苑  | 2室2厅 | 73.9平米 | 南 | 其他', '低楼层(共26层)塔楼  -  鸿福街', '55万', '单价7443元/平米')
('', '君山水 1室1厅 47万', '君山水  | 1室1厅 | 56.76平米 | 南 | 其他', '中楼层(共32层)2014年建板楼  -  芝阳', '47万', '单价8281元/平米')
('https://image1.ljcdn.com/370600-inspection/9fd3d6e1-a2ae-42be-96ca-0e1fe4a57a2e.jpg.296x216.jpg', '乡村记忆 南北通透 精装修 可拎包入住', '乡村记忆·山水园  | 2室1厅 | 76.97平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  福山周边', '62万', '单价8056元/平米')
('', '澳城苑 3室2厅 80万', '澳城苑  | 3室2厅 | 95.85平米 | 南 北 | 其他', '中楼层(共24层)2013年建板楼  -  福海路', '80万', '单价8347元/平米')
('https://image1.ljcdn.com/370600-inspection/4b4a1295-5aa5-4f77-b462-7d83b5249228.jpg.296x216.jpg', '丽景佳园 3室1厅 45万', '丽景佳园  | 3室1厅 | 55.09平米 | 东 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  福海路', '45万', '单价8169元/平米')
('https://image1.ljcdn.com/370600-inspection/039c21ce-f9ae-4033-9acf-edcca2db64b6.jpg.296x216.jpg', '天创国际城 1-0-1-1 39.84m² 20 万', '天创国际城  | 1室0厅 | 39.84平米 | 北 | 其他', '中楼层(共18层)2005年建塔楼  -  福海路', '22万', '单价5523元/平米')
