('https://image1.ljcdn.com/340100-inspection/dc1c6217-f3b8-4225-8a9d-f628a7042745.jpg.296x216.jpg', '纯毛坯三房，南北通透，送产权车位，', '蓝鼎星河府  | 3室2厅 | 122.76平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '197万', '单价16048元/平米')
('', '宝利丰广场 2室2厅 175万', '宝利丰广场  | 2室2厅 | 93.48平米 | 南 | 其他', '中楼层(共34层)板塔结合  -  包公', '175万', '单价18721元/平米')
('', '桐城绿苑 3室1厅 192万', '桐城绿苑  | 3室1厅 | 104平米 | 南 | 其他', '高楼层(共25层)2011年建塔楼  -  常青', '192万', '单价18462元/平米')
('', '民康葛大店花园 2室1厅 82万', '民康葛大店花园  | 2室1厅 | 59平米 | 南 | 其他', '低楼层(共6层)板楼  -  淝河镇', '82万', '单价13899元/平米')
('', '金地国际城 3室2厅 225万', '金地国际城  | 3室2厅 | 135平米 | 南 北 | 其他', '低楼层(共32层)2008年建塔楼  -  周谷堆', '225万', '单价16667元/平米')
('', '顶峰国际公寓 2室2厅 230万', '顶峰国际公寓  | 2室2厅 | 95.18平米 | 南 北 | 其他', '高楼层(共34层)2011年建塔楼  -  芜湖路', '230万', '单价24165元/平米')
('https://image1.ljcdn.com/340100-inspection/6d81ad0a-044a-4e13-a16e-3d1fc6b158b9.jpg.296x216.jpg', '少有的两居南北通透 满五唯一 地铁口 总价适中', '地矿家园  | 2室2厅 | 97.7平米 | 南 北 | 其他', '高楼层(共34层)2012年建板楼  -  周谷堆', '157万', '单价16070元/平米')
('', '新世界市中心 2室1厅 145万', '新世界市中心  | 2室1厅 | 78平米 | 南 | 其他', '中楼层(共34层)板塔结合  -  包公', '145万', '单价18590元/平米')
('', '顶峰国际公寓 2室2厅 223万', '顶峰国际公寓  | 2室2厅 | 108.1平米 | 南 北 | 其他', '低楼层(共34层)2011年建塔楼  -  芜湖路', '223万', '单价20630元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload094a9cb9-f5f4-4201-834a-f4167b6b428f.jpg.296x216.jpg', '万达商圈  边套小三房 品质小区 观景', '万达中心名宅  | 3室2厅 | 110.98平米 | 西南 | 其他', '低楼层(共47层)2010年建塔楼  -  包公', '195万', '单价17571元/平米')
('', '静安曙光雅苑 1室1厅 100万', '静安曙光雅苑  | 1室1厅 | 52.28平米 | 南 | 其他', '高楼层(共34层)2000年建塔楼  -  芜湖路', '100万', '单价19128元/平米')
('https://image1.ljcdn.com/340100-inspection/4d1ef9ee-c5c8-415b-b3f1-8c870f52d87d.jpg.296x216.jpg', '万振城市广场 1室1厅 75万', '万振城市广场  | 1室1厅 | 56平米 | 东 | 其他', '低楼层(共30层)2016年建塔楼  -  周谷堆', '75万', '单价13393元/平米')
('', '美邻馨苑 2室1厅 108万', '美邻馨苑  | 2室1厅 | 72.79平米 | 南 | 其他', '中楼层(共6层)2009年建板楼  -  芜湖路', '108万', '单价14838元/平米')
('', '宝利丰广场 1室1厅 78万', '宝利丰广场  | 1室1厅 | 42.23平米 | 西北 | 其他', '高楼层(共39层)2014年建塔楼  -  包公', '78万', '单价18471元/平米')
('https://image1.ljcdn.com/340100-inspection/2ac5c57c-c1cb-4175-9bf1-330a95f05887.jpg.296x216.jpg', '太阳岛花园 纯毛坯复式 南北通透 满两年 业主诚售', '太阳岛花园  | 7室2厅 | 233.52平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  包公', '300万', '单价12847元/平米')
('', '方桥小区 3室1厅 116万', '方桥小区  | 3室1厅 | 70平米 | 南 | 其他', '中楼层(共6层)1992年建板楼  -  包公', '116万', '单价16572元/平米')
('', '新鸿意瀚海星座 1室1厅 51.5万', '新鸿意瀚海星座  | 1室1厅 | 41.86平米 | 北 | 其他', '中楼层(共32层)2010年建塔楼  -  芜湖路', '51.5万', '单价12303元/平米')
('', '民康葛大店花园 3室2厅 168万', '民康葛大店花园  | 3室2厅 | 147平米 | 南 西北 | 其他', '中楼层(共18层)塔楼  -  淝河镇', '168万', '单价11429元/平米')
('', '送变电家园 1室1厅 100万', '送变电家园  | 1室1厅 | 53平米 | 南 | 其他', '中楼层(共5层)1995年建板楼  -  芜湖路', '100万', '单价18868元/平米')
('', '同和民康百合园 3室2厅 150万', '同和民康百合园  | 3室2厅 | 106平米 | 南 北 | 其他', '高楼层(共11层)塔楼  -  淝河镇', '150万', '单价14151元/平米')
('', '海顿公馆 两梯四户顶楼复式视野开阔带市政供暖', '绿地海顿公馆C  | 2室2厅 | 91平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  周谷堆', '138万', '单价15165元/平米')
('', '金悦领地 3室2厅 160万', '金悦领地  | 3室2厅 | 81.78平米 | 南 | 其他', '中楼层(共25层)2008年建板楼  -  周谷堆', '160万', '单价19565元/平米')
('https://image1.ljcdn.com/340100-inspection/afa1aa9b-553c-4290-98c3-b21780b4d975.jpg.296x216.jpg', '链家为你而家，桐城369晶品城市公寓   公寓好房急售', '369晶品城市公寓  | 1室1厅 | 57.32平米 | 东 北 | 简装', '高楼层(共33层)2014年建塔楼  -  芜湖路', '80万', '单价13957元/平米')
('', '和昌都汇华府 4室2厅 230万', '和昌都汇华府  | 4室2厅 | 122平米 | 南 北 | 其他', '中楼层(共32层)2012年建板楼  -  周谷堆', '230万', '单价18853元/平米')
('', '王大锃小区 3室1厅 124万', '王大锃小区  | 3室1厅 | 89平米 | 东南 | 其他', '中楼层(共4层)2000年建板楼  -  周谷堆', '124万', '单价13933元/平米')
('https://image1.ljcdn.com/340100-inspection/74ae2afd-e7c1-439c-a0e1-cd784a40ea64.jpg.296x216.jpg', '益力檀宫 1室1厅 79万', '益力檀宫  | 1室1厅 | 68.85平米 | 西 | 其他', '中楼层(共14层)2013年建板楼  -  包公', '79万', '单价11475元/平米')
('', '和昌都汇华府 3室2厅 188万', '和昌都汇华府  | 3室2厅 | 119.82平米 | 南 北 | 其他', '高楼层(共32层)2012年建板楼  -  周谷堆', '188万', '单价15691元/平米')
('https://image1.ljcdn.com/340100-inspection/9c2e7bc5-32b0-4f47-b08e-97321430e705.jpg.296x216.jpg', '松湖苑 3室2厅 180万', '松湖苑  | 3室2厅 | 113平米 | 南 | 其他', '低楼层(共11层)2012年建板楼  -  芜湖路', '180万', '单价15930元/平米')
('', '鑫苑望江花园 3室2厅 220万', '鑫苑望江花园  | 3室2厅 | 126.47平米 | 南 北 | 其他', '中楼层(共24层)2007年建塔楼  -  常青', '220万', '单价17396元/平米')
('', '万振四期 中装两居室 户型全明 绿化环绕 无遮挡采光', '万振逍遥苑四期  | 2室2厅 | 90.51平米 | 南 北 | 其他', '中楼层(共33层)2008年建板楼  -  周谷堆', '165万', '单价18231元/平米')
('https://image1.ljcdn.com/340100-inspection/f8b32df8-3b8a-4f75-ba49-d248e474db6f.jpg.296x216.jpg', '美湖小区 精装两房 南北通透 西边户', '美湖小区  | 2室1厅 | 60平米 | 南 北 | 其他', '中楼层(共6层)1998年建板楼  -  包公', '85万', '单价14167元/平米')
('https://image1.ljcdn.com/340100-inspection/976ec7e5-656c-458a-98d8-e282e8d50bfd.jpg.296x216.jpg', '铂金汉宫高品质小区 环境优美满五年精装', '铂金汉宫  | 1室1厅 | 57.08平米 | 西 北 | 其他', '中楼层(共24层)2009年建塔楼  -  包公', '75万', '单价13140元/平米')
('', '江南新里程一居室 带燃气 配套齐全', '江南新里程  | 1室1厅 | 45.81平米 | 西 | 其他', '低楼层(共31层)2009年建塔楼  -  芜湖路', '63万', '单价13753元/平米')
('', '太阳岛花园 7室2厅 270万', '太阳岛花园  | 7室2厅 | 233.52平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  包公', '270万', '单价11563元/平米')
('', '蓝鼎星河府 3室2厅 210万', '蓝鼎星河府  | 3室2厅 | 121平米 | 南 | 其他', '中楼层(共39层)2013年建塔楼  -  周谷堆', '210万', '单价17356元/平米')
('', '美生滨江花月 2室2厅 158万', '美生滨江花月  | 2室2厅 | 87.82平米 | 南 北 | 其他', '中楼层(共6层)2015年建板塔结合  -  淝河镇', '158万', '单价17992元/平米')
('', '绿地海顿公馆D 3室1厅 145万', '绿地海顿公馆D  | 3室1厅 | 89平米 | 南 | 其他', '中楼层(共18层)2011年建板楼  -  周谷堆', '145万', '单价16293元/平米')
('', '江南新里程 3室2厅 230万', '江南新里程  | 3室2厅 | 125.68平米 | 南 | 其他', '低楼层(共33层)2009年建板楼  -  芜湖路', '230万', '单价18301元/平米')
('https://image1.ljcdn.com/340100-inspection/a4a1aae1-6639-4cec-8b28-1b49ef41f400.jpg.296x216.jpg', '电梯小高层 实用面积大 采光好 交通便利 环境舒适', '曙宏南苑  | 1室1厅 | 53.24平米 | 北 | 其他', '高楼层(共18层)2010年建板楼  -  常青', '56万', '单价10519元/平米')
('https://image1.ljcdn.com/340100-inspection/e296af53-37ae-4fc8-ac5f-aa1e3092830f.jpg.296x216.jpg', '宝利丰广场 1室1厅 72万', '宝利丰广场  | 1室1厅 | 39.14平米 | 南 | 其他', '中楼层(共39层)2014年建塔楼  -  包公', '72万', '单价18396元/平米')
('', '日桂苑  婚房装修  拎包入住，小区安静位置', '望湖城桂香居日桂苑  | 3室2厅 | 127平米 | 南 北 | 其他', '中楼层(共18层)2009年建板楼  -  望湖', '300万', '单价23623元/平米')
('', '琥珀新天地西苑 3室2厅 180万', '琥珀新天地西苑  | 3室2厅 | 101.78平米 | 南 | 其他', '中楼层(共11层)2010年建板楼  -  常青', '180万', '单价17686元/平米')
('', '经典复式，南北通透户型，使用面积大！居住舒适！', '美生滨江花月  | 5室2厅 | 163平米 | 南 北 | 其他', '高楼层(共6层)2015年建板塔结合  -  淝河镇', '205万', '单价12577元/平米')
('https://image1.ljcdn.com/340100-inspection/fe37d756-c67e-4b8e-ae27-1450d528d788.jpg.296x216.jpg', '为你而选为你为家 宝利丰广场  精装修 拎包入住', '宝利丰广场  | 1室1厅 | 35.87平米 | 南 | 其他', '中楼层(共39层)2014年建塔楼  -  包公', '70万', '单价19515元/平米')
('', '南园新村 3室1厅 南北通透户型 通风采光好 交通便利', '南园新村  | 3室1厅 | 87.7平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  芜湖路', '124万', '单价14140元/平米')
('', '创景花园 1室0厅 120万', '创景花园  | 1室0厅 | 57平米 | 西南 | 其他', '低楼层(共30层)2011年建塔楼  -  芜湖路', '120万', '单价21053元/平米')
('https://image1.ljcdn.com/340100-inspection/c01b2382-deee-4b3a-9662-a48f7d29ac82.jpg.296x216.jpg', '金地国际城 5室2厅 348万', '金地国际城  | 5室2厅 | 210.19平米 | 南 | 其他', '中楼层(共32层)2008年建塔楼  -  周谷堆', '348万', '单价16557元/平米')
('https://image1.ljcdn.com/340100-inspection/4bb86ffb-63cf-4421-9bd7-3c79cc8b5ffa.jpg.296x216.jpg', '宝利丰广场 1室1厅 74万', '宝利丰广场  | 1室1厅 | 40.02平米 | 西北 | 其他', '高楼层(共39层)2014年建塔楼  -  包公', '74万', '单价18491元/平米')
('', '万振逍遥苑连排 5室2厅 380万', '万振逍遥苑连排  | 5室2厅 | 256平米 | 南 | 其他', '低楼层(共2层)2004年建板楼  -  周谷堆', '380万', '单价14844元/平米')
('', '民康葛大店花园 2室2厅 122万', '民康葛大店花园  | 2室2厅 | 88.7平米 | 南 | 其他', '低楼层(共11层)板楼  -  淝河镇', '122万', '单价13755元/平米')
('https://image1.ljcdn.com/340100-inspection/37122c88-635d-41bd-9e21-8cb1446d4cdf.jpg.296x216.jpg', '万振城市广场 正规一室 家具家电齐全 有燃气 拎包即住', '万振城市广场  | 1室1厅 | 49.61平米 | 北 | 其他', '低楼层(共30层)2016年建塔楼  -  周谷堆', '63万', '单价12700元/平米')
('', '万振逍遥苑一期 4室2厅 216万', '万振逍遥苑一期  | 4室2厅 | 145平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  周谷堆', '216万', '单价14897元/平米')
('', '创景花园 1室1厅 105万', '创景花园  | 1室1厅 | 57.08平米 | 西 | 其他', '中楼层(共30层)2011年建塔楼  -  芜湖路', '105万', '单价18396元/平米')
('', '绿地海顿公馆D 2室2厅 120万', '绿地海顿公馆D  | 2室2厅 | 84平米 | 南 北 | 其他', '高楼层(共18层)2011年建板楼  -  周谷堆', '120万', '单价14286元/平米')
('', '美生滨江花月 3室2厅 170万', '美生滨江花月  | 3室2厅 | 105平米 | 南 | 其他', '高楼层(共18层)2015年建板塔结合  -  淝河镇', '170万', '单价16191元/平米')
('https://image1.ljcdn.com/340100-inspection/9899556d-993b-40af-ade3-7eb3a0be5988.jpg.296x216.jpg', '满两年 没税 边户 南北通 多层公摊小', '屯溪路276号宿舍  | 2室1厅 | 74.92平米 | 南 | 其他', '高楼层(共5层)板楼  -  包公', '115万', '单价15350元/平米')
('https://image1.ljcdn.com/340100-inspection/5d38fece-06b2-4bf0-95bd-167bf7741d39.jpg.296x216.jpg', '铂金汉宫 精装 70年产权 交通方便 配套齐全 满两年', '铂金汉宫  | 1室1厅 | 58平米 | 北 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '75万', '单价12932元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/90eeef40-650c-4bd0-a805-b9e85964185f.png.280x210.jpg', '绿地海顿公馆C 2室1厅 145万', '绿地海顿公馆C  | 2室1厅 | 69.35平米 | 南 北 | 其他', '低楼层(共33层)2009年建板楼  -  周谷堆', '145万', '单价20909元/平米')
('https://image1.ljcdn.com/340100-inspection/6b85e80a-9906-495b-aabb-0e00a432859b.jpg.296x216.jpg', '新世界市中心 2室2厅 135万', '新世界市中心  | 2室2厅 | 80平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  包公', '135万', '单价16875元/平米')
('', '南北通透大三房 精装修 此栋楼下有地下室 不潮湿', '美生滨江花月  | 3室2厅 | 112平米 | 南 北 | 其他', '低楼层(共6层)2015年建板塔结合  -  淝河镇', '182万', '单价16250元/平米')
('https://image1.ljcdn.com/340100-inspection/8dd487af-f9b6-4433-a7fd-188dbf14b994.jpg.296x216.jpg', '望湖嘉苑新上南北通透三房两个卫生间，配套成熟，急售', '望湖嘉苑  | 3室2厅 | 142.33平米 | 南 北 | 其他', '低楼层(共18层)2011年建板楼  -  望湖', '277万', '单价19462元/平米')
('', '阳光上南怡园 2室1厅 92万', '阳光上南怡园  | 2室1厅 | 71.33平米 | 南 北 | 其他', '低楼层(共6层)2007年建板楼  -  周谷堆', '92万', '单价12898元/平米')
('', '绿城玉兰公寓 2室2厅 205万', '绿城玉兰公寓  | 2室2厅 | 89平米 | 南 | 其他', '中楼层(共21层)2010年建塔楼  -  常青', '205万', '单价23034元/平米')
('https://image1.ljcdn.com/340100-inspection/f9d9f629-a83f-4fe6-857e-46bfc106c3d9.jpg.296x216.jpg', '美生滨江花月 4室2厅 230万', '美生滨江花月  | 4室2厅 | 131平米 | 南 北 | 其他', '高楼层(共6层)2015年建板塔结合  -  淝河镇', '230万', '单价17558元/平米')
('https://image1.ljcdn.com/340100-inspection/bd71abe5-8823-4543-8e45-7da32efe1869.jpg.296x216.jpg', '满二年 中等装修送家具家电 交通便利 配套成熟', '珠光南苑  | 2室2厅 | 60平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '92万', '单价15334元/平米')
('', '信达文景雅居 3室2厅 210万', '信达文景雅居  | 3室2厅 | 123.5平米 | 南 北 | 其他', '中楼层(共11层)2004年建板楼  -  周谷堆', '210万', '单价17005元/平米')
('', '万达公馆 4室2厅 616万', '万达公馆  | 4室2厅 | 258.25平米 | 南 | 其他', '高楼层(共47层)2012年建塔楼  -  包公', '616万', '单价23853元/平米')
('https://image1.ljcdn.com/340100-inspection/02ec688d-9aa6-42bd-a468-90c408a341f5.jpg.296x216.jpg', '金湾嘉园 巢小48中双校区 两室一厅精装修 急售', '金湾嘉园  | 2室1厅 | 63.96平米 | 南 | 其他', '高楼层(共33层)2005年建塔楼  -  包公', '96万', '单价15010元/平米')
('', '地矿家园 3室2厅 198万', '地矿家园  | 3室2厅 | 117平米 | 南 | 其他', '低楼层(共34层)2012年建板楼  -  周谷堆', '198万', '单价16924元/平米')
('', '同和民康百合园 3室1厅 130万', '同和民康百合园  | 3室1厅 | 84平米 | 南 北 | 简装', '中楼层(共6层)板楼  -  淝河镇', '130万', '单价15477元/平米')
('', '康良小区 2室2厅 113万', '康良小区  | 2室2厅 | 80.19平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  包公', '113万', '单价14092元/平米')
('', '环宇大厦 一居室 带燃气 交通便利', '环宇大厦  | 1室1厅 | 41.68平米 | 南 | 其他', '高楼层(共31层)2000年建塔楼  -  周谷堆', '56万', '单价13436元/平米')
('https://image1.ljcdn.com/340100-inspection/20a928c2-8568-45d2-a2c3-04a106be3b4d.jpg.296x216.jpg', '青年一村大三室   户型方正  两室朝南带阳台', '青年一村  | 3室0厅 | 76.94平米 | 南 | 其他', '中楼层(共5层)2000年建板楼  -  芜湖路', '120万', '单价15597元/平米')
('', '绿色港湾达利庄园 6室3厅 300万', '绿色港湾达利庄园   | 叠拼别墅 | 6室3厅 | 222平米 | 南 北 | 其他', '下叠(共5层)暂无数据  -  淝河镇', '300万', '单价13514元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/633be8bc-74b5-452d-ade8-828f193715fb.png.280x210.jpg', '万振逍遥苑3期 3室2厅 237万', '万振逍遥苑3期  | 3室2厅 | 135.81平米 | 南 北 | 其他', '高楼层(共18层)2007年建板楼  -  周谷堆', '237万', '单价17451元/平米')
('', '丽阳兰庭 1室1厅 63万', '丽阳兰庭  | 1室1厅 | 45.69平米 | 北 | 其他', '中楼层(共26层)2007年建塔楼  -  周谷堆', '63万', '单价13789元/平米')
('', '美生滨江花月 2室2厅 130万', '美生滨江花月  | 2室2厅 | 87平米 | 南 | 其他', '中楼层(共18层)2015年建板塔结合  -  淝河镇', '130万', '单价14943元/平米')
('https://image1.ljcdn.com/340100-inspection/94faa543-c738-4cee-8809-15f46b9c83b9.jpg.296x216.jpg', '琥珀新天地西苑 3室2厅 249万', '琥珀新天地西苑  | 3室2厅 | 123平米 | 南 | 其他', '低楼层(共11层)2010年建板楼  -  常青', '249万', '单价20244元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8ac5feaa-db9f-4e41-bfba-34e48bb4fd46.png.280x210.jpg', '金地国际城 3室2厅 230万', '金地国际城  | 3室2厅 | 134.82平米 | 南 | 其他', '低楼层(共32层)2008年建塔楼  -  周谷堆', '230万', '单价17060元/平米')
('https://image1.ljcdn.com/340100-inspection/b53c1d55-ca61-4b8d-a2a4-179f663aa04c.jpg.296x216.jpg', '金水花园A区 3室2厅 200万', '金水花园A区  | 3室2厅 | 122.13平米 | 南 | 其他', '低楼层(共6层)2001年建板楼  -  芜湖路', '200万', '单价16376元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload684b34b2-1f16-4d1b-b78b-96e3fd6fce2a.jpg.296x216.jpg', '丹桂苑，精装大户型，拎包入住，为您而选，为您而家', '望湖城桂香居丹桂苑  | 4室3厅 | 206平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  望湖', '430万', '单价20874元/平米')
('https://image1.ljcdn.com/340100-inspection/5aa482fb-43b4-4efd-9cd6-c4bbef90a301.jpg.296x216.jpg', '南一环恒兴广场70年产权住宅楼，二室一厅', '恒兴广场  | 2室1厅 | 82.13平米 | 南 | 其他', '低楼层(共30层)2008年建塔楼  -  周谷堆', '105万', '单价12785元/平米')
('', '柏林春天 3室1厅 170万', '柏林春天  | 3室1厅 | 99.12平米 | 南 北 | 简装', '中楼层(共11层)2007年建塔楼  -  包公', '170万', '单价17151元/平米')
('', '天下锦城康桥郡 2室2厅 195万', '天下锦城康桥郡  | 2室2厅 | 94.04平米 | 南 北 | 其他', '8层板楼  -  常青', '195万', '单价20736元/平米')
('https://image1.ljcdn.com/340100-inspection/b4353281-c8c6-4f5e-a51e-595218694a7f.jpg.296x216.jpg', '为你而选 为你为家 地铁口 万振逍遥苑多层 精装四房', '万振逍遥苑一期  | 4室2厅 | 143平米 | 南 | 其他', '中楼层(共6层)2002年建板楼  -  周谷堆', '225万', '单价15735元/平米')
('', '楼层位置好，拎包入住，南北通透', '文昌雅居  | 3室2厅 | 115.8平米 | 南 北 | 其他', '低楼层(共28层)2012年建塔楼  -  周谷堆', '167万', '单价14422元/平米')
('', '创智广场 2室2厅 150万', '创智广场  | 2室2厅 | 100平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  包公', '150万', '单价15000元/平米')
('', '绿地海顿公馆D 3室2厅 145万', '绿地海顿公馆D  | 3室2厅 | 88.64平米 | 南 | 其他', '低楼层(共33层)2011年建板楼  -  周谷堆', '145万', '单价16359元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb3e0a8c7-c515-4930-bcd6-245b978b20b7.jpg.296x216.jpg', '世纪阳光地铁口送地下产权车位精装修 带市政供暖 满五', '世纪阳光花园兰阳苑  | 3室2厅 | 119平米 | 南 北 | 其他', '高楼层(共25层)2009年建板楼  -  包公', '230万', '单价19328元/平米')
('https://image1.ljcdn.com/340100-inspection/ec76b107-2a40-4df6-84a7-56510cfe7ecd.png.296x216.jpg', '中间楼层采光好 户型方正  精装修 家具家电全送', '和昌都汇华府  | 1室1厅 | 50.82平米 | 北 | 其他', '中楼层(共30层)2012年建板楼  -  周谷堆', '88万', '单价17317元/平米')
('', '静安曙光雅苑 2室2厅 142万', '静安曙光雅苑  | 2室2厅 | 88.41平米 | 西北 | 其他', '高楼层(共34层)2000年建塔楼  -  芜湖路', '142万', '单价16062元/平米')
('', '恒生阳光城 交通便利 配套设施齐全', '恒生阳光城  | 2室1厅 | 64.78平米 | 南 | 其他', '低楼层(共18层)2005年建板楼  -  芜湖路', '98.5万', '单价15206元/平米')
('', '珠光南苑 3室2厅 130万', '珠光南苑  | 3室2厅 | 80.84平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  周谷堆', '130万', '单价16082元/平米')
('', '置地同和民康 2室2厅 105万', '置地同和民康  | 2室2厅 | 84平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  淝河镇', '105万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb62e5639-189d-4323-8ca8-99aaccf4d28e.jpg.296x216.jpg', '金湾嘉园电梯房户型方正采光充足交通便利商品房非公寓', '金湾嘉园  | 2室2厅 | 87平米 | 南 | 其他', '低楼层(共32层)2005年建塔楼  -  包公', '148万', '单价17012元/平米')
('', '望湖嘉苑，三室精装修，优质房源！', '滨湖春天  | 3室2厅 | 149.86平米 | 南 | 其他', '中楼层(共11层)2000年建板楼  -  望湖', '330万', '单价22021元/平米')
('', '铂金汉宫 1室1厅 72万', '铂金汉宫  | 1室1厅 | 50.86平米 | 西 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '72万', '单价14157元/平米')
('https://image1.ljcdn.com/340100-inspection/cc348826-7cfe-4021-bedd-34f5788c2ee0.jpg.296x216.jpg', '望湖嘉苑 新上两房 自住精装修 中间楼层 位置安静急售', '望湖嘉苑  | 3室2厅 | 90.8平米 | 南 | 其他', '高楼层(共27层)2011年建板楼  -  望湖', '178万', '单价19604元/平米')
('https://image1.ljcdn.com/340100-inspection/0b24741a-f0e5-41fa-95c2-a761aa3caa40.jpg.296x216.jpg', '品质一居室 全新精装修拎包入住 采光无影响', '铂金汉宫  | 1室1厅 | 50.86平米 | 东 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '70万', '单价13764元/平米')
('https://image1.ljcdn.com/340100-inspection/06e35f9b-1310-44f4-a267-c4af87c7a62c.jpg.296x216.jpg', '青年小区 3室1厅 115万', '青年小区  | 3室1厅 | 69.52平米 | 南 | 其他', '低楼层(共5层)1995年建板楼  -  包公', '115万', '单价16543元/平米')
('', '淝南家园南区 3室2厅 160万', '淝南家园南区  | 3室2厅 | 98平米 | 南 | 其他', '低楼层(共11层)2000年建板楼  -  常青', '160万', '单价16327元/平米')
('', '宝利丰广场 1室0厅 70万', '宝利丰广场  | 1室0厅 | 40平米 | 东 | 其他', '中楼层(共39层)2014年建塔楼  -  包公', '70万', '单价17500元/平米')
('', '文昌雅居 2室1厅 97万', '文昌雅居  | 2室1厅 | 75平米 | 南 | 其他', '中楼层(共31层)2012年建塔楼  -  周谷堆', '97万', '单价12934元/平米')
('', '国贸小区里面安静 南北通透精装三房 中间楼层采光好', '国贸公寓  | 3室2厅 | 142.41平米 | 南 北 | 其他', '中楼层(共15层)2008年建塔楼  -  周谷堆', '245万', '单价17204元/平米')
('', '元一柏庄 3室2厅 170万', '元一柏庄  | 3室2厅 | 98平米 | 南 | 其他', '高楼层(共18层)2008年建板楼  -  周谷堆', '170万', '单价17347元/平米')
('', '元一柏庄 3室2厅 168万', '元一柏庄  | 3室2厅 | 98平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  周谷堆', '168万', '单价17143元/平米')
('', '为您的选择而生，万振四期好房子', '万振逍遥苑四期  | 1室1厅 | 47.01平米 | 南 北 | 其他', '低楼层(共34层)2008年建板楼  -  周谷堆', '80万', '单价17018元/平米')
('https://image1.ljcdn.com/340100-inspection/ae84a092-aa45-4d9c-aa9e-802a0defe65d.jpg.296x216.jpg', '此房满五 17年新装   地国际城配套成熟', '金地国际城  | 2室2厅 | 72平米 | 南 | 其他', '中楼层(共30层)2008年建塔楼  -  周谷堆', '95万', '单价13195元/平米')
('', '新鸿意瀚海星座 1室1厅 57万', '新鸿意瀚海星座  | 1室1厅 | 45.17平米 | 北 | 其他', '高楼层(共32层)2010年建塔楼  -  芜湖路', '57万', '单价12619元/平米')
('', '和昌都汇华府 4室2厅 210万', '和昌都汇华府  | 4室2厅 | 122平米 | 南 北 | 其他', '中楼层(共32层)2012年建板楼  -  周谷堆', '210万', '单价17214元/平米')
('', '为你而选为你而家 多层空间大 南北通透三居室 诚售', '万振逍遥苑一期  | 3室2厅 | 99.09平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  周谷堆', '160万', '单价16147元/平米')
('', '紫荆花园 4室2厅 206万', '紫荆花园  | 4室2厅 | 128.8平米 | 南 | 其他', '低楼层(共12层)2000年建板楼  -  芜湖路', '206万', '单价15994元/平米')
('https://image1.ljcdn.com/340100-inspection/7bc73a06-cc3d-4751-9285-9b4c86c570f6.jpg.296x216.jpg', '华太小区 2室1厅 80万', '华太小区  | 2室1厅 | 51平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  包公', '80万', '单价15687元/平米')
('', '元一柏庄 3室2厅 180万', '元一柏庄  | 3室2厅 | 113.57平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  周谷堆', '180万', '单价15850元/平米')
('https://image1.ljcdn.com/340100-inspection/0a215ab3-9d9e-4287-a18e-03be5a7dbe78.jpg.296x216.jpg', '环境优美，交通便利，生活配套完善，产权清晰', '望湖城桂香居月桂苑  | 2室2厅 | 117.72平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  望湖', '233万', '单价19793元/平米')
('https://image1.ljcdn.com/340100-inspection/272d6840-7df6-4693-be14-7b91bc246436.jpg.296x216.jpg', '绿地海顿公馆A 1室2厅 145万', '绿地海顿公馆A  | 1室2厅 | 70.97平米 | 南 | 其他', '中楼层(共30层)2010年建板楼  -  周谷堆', '145万', '单价20432元/平米')
('', '省粮食局电梯房 品质小区 带供暖 南北通三房', '安徽省粮食局机关服务中心  | 3室2厅 | 140.37平米 | 南 北 | 其他', '中楼层(共32层)塔楼  -  包公', '380万', '单价27072元/平米')
