('https://image1.ljcdn.com/340100-inspection/b57f6a55-d3aa-4bf1-bbda-2762eb7c789a.jpg.296x216.jpg', '永和家园，简装，业主诚心急售。', '永和家园  | 3室2厅 | 94.75平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13193元/平米')
('https://image1.ljcdn.com/340100-inspection/89ac816b-62a5-4c6e-b881-6fb677b90e95.jpg.296x216.jpg', '此房楼层好，视野开阔，采光充足，精装修。', '景尚名郡  | 1室1厅 | 42.39平米 | 北 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '70万', '单价16514元/平米')
('', '此房位置好，配套完善，交通便利，环境适合居住', '瑞和山水居  | 2室2厅 | 86.1平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  兴园', '109万', '单价12660元/平米')
('https://image1.ljcdn.com/340100-inspection/5814d655-895e-4208-a6fb-08adfe166e5d.jpg.296x216.jpg', '保利梧桐语 1室0厅 65万', '保利梧桐语  | 1室0厅 | 37.21平米 | 北 | 其他', '高楼层(共18层)2016年建板楼  -  蜀麓', '65万', '单价17469元/平米')
('', '新西茗阁 1室1厅 60万', '新西茗阁  | 1室1厅 | 36.88平米 | 北 | 其他', '中楼层(共30层)2012年建塔楼  -  天乐', '60万', '单价16269元/平米')
('', '保利梧桐语 2室1厅 142万', '保利梧桐语  | 2室1厅 | 73.85平米 | 南 | 其他', '低楼层(共29层)2016年建板楼  -  蜀麓', '142万', '单价19229元/平米')
('https://image1.ljcdn.com/340100-inspection/fdf5d215-da28-4286-8382-506cfe6dcb10.jpg.296x216.jpg', '海岸星辰高层观景房 精装满两年 户型正气 诚心出售', '海岸星辰  | 3室2厅 | 143.93平米 | 南 北 | 精装', '高楼层(共28层)2011年建塔楼  -  兴园', '256万', '单价17787元/平米')
('', '御景城 精装大三房 南北通透 望大蜀山美景', '御景城  | 3室2厅 | 117平米 | 南 北 | 其他', '高楼层(共33层)2016年建塔楼  -  兴园', '190万', '单价16240元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadfcf1a2c0-ce1e-486a-91fb-6b4e88ec913c.jpg.296x216.jpg', '海亮九玺，四房两卫，视野开阔，全天采光，户型方正', '海亮九玺  | 4室2厅 | 159.69平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  蜀麓', '248万', '单价15531元/平米')
('', '兴园小区 精装两房 紧俏位置 得房率高 刚需的福音', '兴园小区  | 2室2厅 | 55平米 | 南 | 其他', '中楼层(共6层)2005年建板楼  -  兴园', '90万', '单价16364元/平米')
('https://image1.ljcdn.com/340100-inspection/0bc67fc6-6bc3-4327-8d14-8e0e5bbff4bc.jpg.296x216.jpg', '为你而选为你为家 蜀南庭院 三房 户型方正  纯毛坯', '蜀南庭苑  | 3室2厅 | 116.89平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  蜀麓', '155万', '单价13261元/平米')
('https://image1.ljcdn.com/340100-inspection/41e1ee9d-8e3c-4b82-af77-09bfcc00c8ce.jpg.296x216.jpg', '上海铁路局建设 ，小区卫生好，满五年，看房方便', '上铁银欣花园  | 2室1厅 | 91.4平米 | 南 | 简装', '低楼层(共18层)2011年建塔楼  -  兴园', '153万', '单价16740元/平米')
('https://image1.ljcdn.com/340100-inspection/94f76ffe-22cd-49fb-ba2a-5ea8edafc5b3.jpg.296x216.jpg', '中间楼层，采光好，优质户型。。', '淮矿馥邦天下  | 2室1厅 | 68平米 | 东 | 其他', '高楼层(共30层)2015年建板塔结合  -  兴园', '125万', '单价18383元/平米')
('https://image1.ljcdn.com/340100-inspection/dbf66bac-7bd9-4f8c-b2d5-89881159497a.jpg.296x216.jpg', '海亮九台别墅，小区南面位置，北进门南院子，挑高客厅', '海亮九台别墅   | 联排别墅 | 4室3厅 | 358.92平米 | 南 北 | 毛坯', '3层暂无数据  -  蜀麓', '538万', '单价14990元/平米')
('', '和一花园 2室1厅 138万', '和一花园  | 2室1厅 | 95.96平米 | 南 北 | 其他', '中楼层(共6层)2010年建板楼  -  兴园', '138万', '单价14381元/平米')
('', '国轩K西嘉，地理位置好，交通便捷', '国轩K西嘉  | 1室1厅 | 41平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  天乐', '60万', '单价14635元/平米')
('https://image1.ljcdn.com/340100-inspection/709355d4-8ca4-4c5f-93c8-6fb1dae7ec26.jpg.296x216.jpg', '保利梧桐语 2室1厅 120万', '保利梧桐语  | 2室1厅 | 61.07平米 | 南 | 其他', '高楼层(共18层)2016年建板楼  -  蜀麓', '120万', '单价19650元/平米')
('', '新西茗阁 2室2厅 110万', '新西茗阁  | 2室2厅 | 75.99平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  天乐', '110万', '单价14476元/平米')
('https://image1.ljcdn.com/340100-inspection/6bc23686-bf45-4fa4-a45f-915bc7ab7613.jpg.296x216.jpg', '急售保利西山林语别墅 超大院子 边户', '保利西山林语   | 联排别墅 | 5室3厅 | 367平米 | 南 | 其他', '3层暂无数据  -  蜀麓', '860万', '单价23434元/平米')
('', '祥源城 4室2厅 350万', '祥源城  | 4室2厅 | 135平米 | 南 | 其他', '低楼层(共24层)2017年建塔楼  -  长宁', '350万', '单价25926元/平米')
('https://image1.ljcdn.com/340100-inspection/7bd41449-3ad5-486f-9340-5b2bd725cfa0.jpg.296x216.jpg', '保利梧桐语正气刚需两房，简装，蜀山脚下品质小区', '保利梧桐语  | 2室1厅 | 73.85平米 | 南 | 其他', '低楼层(共29层)2016年建板楼  -  蜀麓', '125万', '单价16927元/平米')
('', '车城小区西区 2室1厅 88.8万', '车城小区西区  | 2室1厅 | 63平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  蜀麓', '88.8万', '单价14096元/平米')
('https://image1.ljcdn.com/340100-inspection/031f97b1-3fa8-4fc1-97c9-137f12422e8f.jpg.296x216.jpg', '为你而选为你为家 和一花园 多层中间楼层 公摊面积小', '和一花园  | 3室2厅 | 99.67平米 | 南 | 其他', '中楼层(共6层)2010年建板楼  -  兴园', '160万', '单价16053元/平米')
('https://image1.ljcdn.com/340100-inspection/81ed9d5b-6630-43a2-b51c-a710caaba444.jpg.296x216.jpg', '兴园小区北区 两居室 户型正气 采光好', '兴园小区北区  | 2室2厅 | 62.69平米 | 南 北 | 其他', '低楼层(共6层)2005年建板楼  -  兴园', '105万', '单价16750元/平米')
('https://image1.ljcdn.com/340100-inspection/8f3ffe2b-ba96-4228-9a24-60979c16f8d8.jpg.296x216.jpg', '百商尚成 户型方正 通透两居室', '百商尚成  | 2室2厅 | 84.91平米 | 南 | 其他', '中楼层(共18层)2011年建板楼  -  兴园', '150万', '单价17666元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb5f78c2d-f991-4d52-a771-d748a8a2e765.jpg.296x216.jpg', '满五税费少，中高楼层采光视野好', '国轩K西嘉  | 1室1厅 | 40.18平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  天乐', '55万', '单价13689元/平米')
('', '博澳丽苑 3室2厅 155万', '博澳丽苑  | 3室2厅 | 99平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '155万', '单价15657元/平米')
('', '岭湖墅，高端别墅，户型方正，环境优美，主观北雁湖', '岭湖墅   | 联排别墅 | 4室2厅 | 247.51平米 | 南 | 其他', '3层2015年建暂无数据  -  蜀麓', '538万', '单价21737元/平米')
('https://image1.ljcdn.com/340100-inspection/14dfa2ac-8718-4650-8087-4a17c824cf9f.jpg.296x216.jpg', '为你而选为你为家 梦园小区  配套很成熟 交通便利', '梦园小区  | 4室2厅 | 143平米 | 南 北 | 精装', '高楼层(共6层)2001年建板楼  -  天乐', '220万', '单价15385元/平米')
('', '国轩K西嘉，地理位置好，交通便捷', '国轩K西嘉  | 1室1厅 | 40.18平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '54万', '单价13440元/平米')
('https://image1.ljcdn.com/340100-inspection/test-600f8c9f-2ca2-427b-8d5f-d68416a5a29a.png.296x216.jpg', '新华御湖上园 2室1厅 115万', '新华御湖上园  | 2室1厅 | 70.18平米 | 南 | 其他', '低楼层(共23层)塔楼  -  蜀麓', '115万', '单价16387元/平米')
('', '永和家园 2室2厅 110万', '永和家园  | 2室2厅 | 79平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '110万', '单价13925元/平米')
('https://image1.ljcdn.com/340100-inspection/69dfc597-cd4a-4221-b234-85a9366f371a.jpg.296x216.jpg', '拓基城市广场 配套成熟 精装修 户型方正', '拓基城市广场  | 3室2厅 | 148.98平米 | 南 | 其他', '高楼层(共18层)2010年建塔楼  -  天乐', '275万', '单价18459元/平米')
('', '高新 和一花园 南北通透两房 多层公摊小 满两年 诚售', '和一花园  | 2室2厅 | 95.94平米 | 南 北 | 其他', '中楼层(共6层)2010年建板楼  -  兴园', '150万', '单价15635元/平米')
('https://image1.ljcdn.com/340100-inspection/7b85888d-b24c-4999-8e22-112b58ff4846.jpg.296x216.jpg', '为你而选为你为家 博澳 精装修 满两年 总价合理', '博澳丽苑  | 2室1厅 | 98平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '135万', '单价13776元/平米')
('https://image1.ljcdn.com/340100-inspection/30090531-4523-4d66-b562-6d007e87d4e4.jpg.296x216.jpg', '御景城 中间楼层 精装修 纯边户 采光无遮挡', '御景城  | 3室2厅 | 116.98平米 | 南 北 | 精装', '中楼层(共33层)2016年建塔楼  -  兴园', '195万', '单价16670元/平米')
('https://image1.ljcdn.com/340100-inspection/82a6bda6-6277-4e56-918c-3454c82711ab.jpg.296x216.jpg', '峰尚国际 暖心两居室 交通便利 临地铁  诚心出售', '峰尚国际  | 2室1厅 | 72.8平米 | 西北 | 其他', '高楼层(共31层)2012年建塔楼  -  天乐', '98万', '单价13462元/平米')
('https://image1.ljcdn.com/340100-inspection/c2609022-53ca-45ca-8eaf-2c9afa04dfab.jpg.296x216.jpg', '和庄别墅  徽派别墅  带院子  毛坯', '和庄别墅   | 独栋别墅 | 6室3厅 | 283.28平米 | 南 北 | 毛坯', '3层2001年建暂无数据  -  天乐', '688万', '单价24287元/平米')
('', '为你而选为你为家 徽商优山美地一居室 适合刚需', '徽商优山美地  | 1室1厅 | 58平米 | 南 北 | 其他', '中楼层(共31层)2014年建塔楼  -  天乐', '90万', '单价15518元/平米')
('', '博澳丽苑 楼间距大 采光充足，交通便利，诚心售', '博澳丽苑  | 2室2厅 | 68.06平米 | 南 | 其他', '低楼层(共31层)塔楼  -  天乐', '93万', '单价13665元/平米')
('https://image1.ljcdn.com/340100-inspection/b57a9d71-8ed6-4987-8b45-20bf4f4f7721.jpg.296x216.jpg', '保利西山林语联排别墅带院子，挑高客厅，小区环境优美', '保利西山林语   | 联排别墅 | 6室3厅 | 367.27平米 | 南 | 其他', '3层板楼  -  蜀麓', '775万', '单价21102元/平米')
('', '保利梧桐语 3室2厅 173万', '保利梧桐语  | 3室2厅 | 94.67平米 | 南 | 其他', '中楼层(共29层)2016年建板楼  -  蜀麓', '173万', '单价18275元/平米')
('https://image1.ljcdn.com/340100-inspection/c4ca1382-4a24-4535-bba7-f7202f7573f2.jpg.296x216.jpg', '新华御湖上园 4室2厅 635万', '新华御湖上园   | 联排别墅 | 4室2厅 | 219.85平米 | 南 北 | 其他', '3层暂无数据  -  蜀麓', '635万', '单价28884元/平米')
('', '永和家园 2室3厅 125万', '永和家园  | 2室3厅 | 92平米 | 南 | 其他', '低楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13587元/平米')
('https://image1.ljcdn.com/340100-inspection/b5cbd134-d656-41db-8cb6-07bd8397078d.jpg.296x216.jpg', '4居室  毛坯  户型方正   业主诚售', '徽商优山美地  | 4室2厅 | 136.82平米 | 南 北 | 其他', '高楼层(共32层)2014年建塔楼  -  天乐', '218万', '单价15934元/平米')
('', '岭湖墅 4室2厅 540万', '岭湖墅   | 联排别墅 | 4室2厅 | 247.54平米 | 南 | 其他', '3层2015年建暂无数据  -  蜀麓', '540万', '单价21815元/平米')
('https://image1.ljcdn.com/340100-inspection/1b2611bf-4997-4796-8c4f-6d5e8bf98098.jpg.296x216.jpg', '淮矿馥邦天下 精装公寓 拎包即住 业主诚意出售', '淮矿馥邦天下  | 2室1厅 | 67.03平米 | 南 | 其他', '高楼层(共30层)2015年建板塔结合  -  兴园', '110万', '单价16411元/平米')
('https://image1.ljcdn.com/340100-inspection/fd20b7e4-bbf7-47e8-8f36-687ec5bdec85.jpg.296x216.jpg', '采光无遮挡满两年精装修大开间两房诚心卖', '百商现代名苑  | 2室1厅 | 77.83平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '143万', '单价18374元/平米')
('https://image1.ljcdn.com/340100-inspection/07953e9b-fdce-4681-9214-1f2f8fe761e9.jpg.296x216.jpg', '碧海山庄  南北通透  户型端正  环境优美', '碧海山庄  | 3室2厅 | 116平米 | 南 北 | 精装', '中楼层(共4层)板楼  -  天乐', '268万', '单价23104元/平米')
('https://image1.ljcdn.com/340100-inspection/299ebdd3-bd03-4ef6-b4f6-35bcf643202a.jpg.296x216.jpg', '为你而选为你为家 百商尚成 5室2厅 138平采光好', '百商尚成  | 5室2厅 | 138平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  兴园', '205万', '单价14856元/平米')
('', '景尚名郡改善型两居室全朝南双阳台采光很好', '景尚名郡  | 2室2厅 | 87平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  兴园', '153万', '单价17587元/平米')
('', '为你而选为你为家 澜溪镇花园精装三房 南北通透采光好', '澜溪镇  | 3室2厅 | 125.89平米 | 南 北 | 其他', '高楼层(共17层)2008年建板楼  -  天乐', '288万', '单价22878元/平米')
('https://image1.ljcdn.com/340100-inspection/8f967b35-4803-41c4-b5cf-245c534e53b2.jpg.296x216.jpg', '旭辉一楼洋房 南北通透 带院子 采光好', '旭辉湖山源著  | 3室2厅 | 138平米 | 南 北 | 其他', '低楼层(共7层)2016年建板楼  -  蜀麓', '380万', '单价27537元/平米')
('https://image1.ljcdn.com/340100-inspection/652328c5-c8b8-4538-9a71-44a794f107fd.jpg.296x216.jpg', '为你而选为你为家 新西茗阁 精装单身公寓 满二免增', '新西茗阁  | 1室0厅 | 32.53平米 | 北 | 其他', '低楼层(共30层)2012年建塔楼  -  天乐', '52万', '单价15986元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadaf2b9c8f-b18b-49dd-9aea-35992b8847b8.jpg.296x216.jpg', '国轩K西嘉 中间楼层 不临街无噪音', '国轩K西嘉  | 1室1厅 | 27平米 | 北 | 其他', '高楼层(共18层)2008年建塔楼  -  天乐', '38万', '单价14075元/平米')
('', '两室朝南小三房 赠送多 精装家电全送 视野好 包含车位', '祥源城  | 3室2厅 | 87平米 | 南 | 其他', '高楼层(共33层)2017年建塔楼  -  长宁', '180万', '单价20690元/平米')
('https://image1.ljcdn.com/340100-inspection/bb23bf75-5186-437a-84a8-8aac6a3798a0.jpg.296x216.jpg', '高新区 和一花园精装2房 3开间朝南 户型方正 满两年', '和一花园  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共24层)2010年建塔楼  -  兴园', '143万', '单价16068元/平米')
('', '此房满五年 位于小区东南角 楼层好 没有遮挡 南北通透', '澜溪镇  | 4室2厅 | 146.13平米 | 南 北 | 其他', '高楼层(共17层)2008年建板楼  -  天乐', '308万', '单价21078元/平米')
('https://image1.ljcdn.com/340100-inspection/1be9f7d5-7475-448e-b9db-64d208fb96f0.jpg.296x216.jpg', '蜀南庭苑顶楼复式结构的南北通透，配套成熟，精装修', '蜀南庭苑  | 3室2厅 | 116.86平米 | 南 西南 北 | 其他', '高楼层(共6层)2008年建板楼  -  蜀麓', '160万', '单价13692元/平米')
('https://image1.ljcdn.com/340100-inspection/e61b0e91-76a6-42b4-9c70-1f20295428bc.jpg.296x216.jpg', '为你而选为你为家，华地紫园，采光好，户型方正', '华地紫园  | 3室2厅 | 129.97平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  兴园', '255万', '单价19620元/平米')
('https://image1.ljcdn.com/340100-inspection/65494d95-7ed2-4254-8c95-d16e1323c708.jpg.296x216.jpg', '为你而选为你为家 瑞和山水居  单价低 户型好', '瑞和山水居  | 2室1厅 | 86平米 | 南 | 精装', '中楼层(共33层)2012年建塔楼  -  兴园', '115万', '单价13373元/平米')
('https://image1.ljcdn.com/340100-inspection/88e109e6-9aa6-462e-854d-0bf84ccef9a9.jpg.296x216.jpg', '此房南北通透格局  采光很好 户型方正。', '保利西山林语  | 4室2厅 | 423.08平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  蜀麓', '550万', '单价13000元/平米')
('', '淮矿馥邦天下精装大三房 满两年 南北通透业主诚心出售', '淮矿馥邦天下  | 4室2厅 | 139.2平米 | 南 北 | 其他', '中楼层(共9层)2015年建板楼  -  兴园', '350万', '单价25144元/平米')
('', '岭湖墅 5室2厅 650万', '岭湖墅   | 联排别墅 | 5室2厅 | 263.07平米 | 南 北 | 其他', '3层2015年建暂无数据  -  蜀麓', '650万', '单价24709元/平米')
('', '俩卧朝南 户型正气。楼层适中。小区中间位置', '车城小区西区  | 2室1厅 | 61.96平米 | 南 | 其他', '低楼层(共6层)2004年建板楼  -  蜀麓', '75万', '单价12105元/平米')
('https://image1.ljcdn.com/340100-inspection/0e00c976-683b-48b6-b9a9-36ed4d1b9012.jpg.296x216.jpg', '小区中间位置，带私家庭院，地下一层，地上5层。', '海亮九台别墅   | 联排别墅 | 4室3厅 | 407.81平米 | 南 | 其他', '3层暂无数据  -  蜀麓', '565万', '单价13855元/平米')
('', '华地紫园  全新三房  紧俏位置 您的居家之选', '华地紫园  | 3室2厅 | 159平米 | 南 北 | 其他', '中楼层(共11层)2013年建板楼  -  兴园', '370万', '单价23271元/平米')
('', '御景城南北通小3房 1梯2户得房率高', '御景城  | 3室2厅 | 88.62平米 | 南 北 | 其他', '低楼层(共11层)2016年建板楼  -  兴园', '170万', '单价19184元/平米')
('https://image1.ljcdn.com/340100-inspection/d6695fc3-3c96-4add-a4d7-e32b6bcd2710.jpg.296x216.jpg', '精装单身公寓 采光充足 配套齐全 交通便利 业主诚售', '金濠优活城  | 1室1厅 | 40平米 | 北 | 其他', '低楼层(共28层)2012年建塔楼  -  天乐', '60万', '单价15000元/平米')
('', '梦园小区 3室2厅 245万', '梦园小区  | 3室2厅 | 131平米 | 南 | 其他', '低楼层(共6层)2002年建板楼  -  天乐', '245万', '单价18703元/平米')
('https://image1.ljcdn.com/340100-inspection/39550a17-ebb0-45d1-a089-7a6bd300496f.jpg.296x216.jpg', '市政供暖华润l澜溪镇 小区中间位置三室出售 采光好', '澜溪镇  | 3室2厅 | 128平米 | 南 | 精装', '高楼层(共17层)2008年建塔楼  -  天乐', '280万', '单价21875元/平米')
('https://image1.ljcdn.com/340100-inspection/ce6e570f-86f7-4a19-91ec-4b97ac972822.jpg.296x216.jpg', '为你而选为你为家 御景城 精装大三房 中间层 南北通透', '御景城  | 3室2厅 | 116.98平米 | 南 北 | 精装', '中楼层(共33层)2016年建塔楼  -  兴园', '195万', '单价16670元/平米')
('https://image1.ljcdn.com/340100-inspection/5c00a150-a8f3-482f-b40e-99824fad0a7e.jpg.296x216.jpg', '为你而选为你为家 梦园小区 采光位置好 精装修拎包住', '梦园小区  | 3室2厅 | 123.11平米 | 南 北 | 其他', '中楼层(共9层)2002年建板楼  -  天乐', '220万', '单价17871元/平米')
('https://image1.ljcdn.com/340100-inspection/7eafd1b6-b9bc-475d-a6b9-170bc69a1ff8.jpg.296x216.jpg', '旭辉湖山源著中层毛坯  南北通透', '旭辉湖山源著  | 3室2厅 | 138平米 | 南 北 | 其他', '中楼层(共7层)2016年建板楼  -  蜀麓', '305万', '单价22102元/平米')
('', '百商悦澜山 3室2厅 170万', '百商悦澜山  | 3室2厅 | 119平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  兴园', '170万', '单价14286元/平米')
('', '顶间花园 3室2厅 200万', '顶间花园  | 3室2厅 | 174平米 | 南 北 | 其他', '高楼层(共18层)2005年建塔楼  -  天乐', '200万', '单价11495元/平米')
('https://image1.ljcdn.com/340100-inspection/8621895b-b678-4871-bb9d-f832c018da41.jpg.296x216.jpg', '岭湖墅 2室1厅 146万', '岭湖墅   | 联排别墅 | 2室1厅 | 78.19平米 | 南 | 其他', '24层2015年建暂无数据  -  蜀麓', '146万', '单价18673元/平米')
('', '一室户，精装的保养还，拎包入住', '景尚名郡  | 1室1厅 | 43平米 | 南 | 其他', '低楼层(共27层)2012年建板楼  -  兴园', '70万', '单价16280元/平米')
('https://image1.ljcdn.com/340100-inspection/d9a63fc2-0b80-44fc-acc0-933821cf7cb8.jpg.296x216.jpg', '此房南北通透格局 南边无任何遮挡 采光很好 户型方正', '保利西山林语  | 7室3厅 | 358平米 | 南 北 | 其他', '低楼层(共8层)板楼  -  蜀麓', '500万', '单价13967元/平米')
('https://image1.ljcdn.com/340100-inspection/dc2c6700-2061-4185-b198-8580112af47d.jpg.296x216.jpg', '高档小区保利西山林语 改善型洋房 环境优美 一级物业', '保利西山林语  | 5室2厅 | 350平米 | 南 | 其他', '低楼层(共8层)暂无数据  -  蜀麓', '450万', '单价12858元/平米')
('', '新华御湖上园 1室1厅 71万', '新华御湖上园  | 1室1厅 | 48平米 | 北 | 精装', '高楼层(共23层)塔楼  -  蜀麓', '71万', '单价14792元/平米')
('https://image1.ljcdn.com/340100-inspection/dd203c5e-eff8-47a6-a570-a4bf5e53d8cb.jpg.296x216.jpg', '绿城桂花园 品质小区 二室二厅 诚心出售', '绿城桂花园  | 2室2厅 | 90平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  天乐', '200万', '单价22223元/平米')
('https://image1.ljcdn.com/340100-inspection/1033e6d4-2071-4e7d-99ee-91a3bf1751a8.jpg.296x216.jpg', '博澳丽苑 满二年采光好，诚心出售，看房提前联系', '博澳丽苑  | 2室2厅 | 73.03平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '103万', '单价14104元/平米')
('https://image1.ljcdn.com/340100-inspection/7effbeef-0540-4e48-8359-20da48363ff8.jpg.296x216.jpg', '百商现代名苑中低楼层采光不遮挡 业主诚心出售', '百商现代名苑  | 3室2厅 | 98平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  兴园', '185万', '单价18878元/平米')
('https://image1.ljcdn.com/340100-inspection/d2e7d2f1-6041-4c0b-a6ec-13c7f7e4a7c5.jpg.296x216.jpg', '为你而选为你为家 徽商城市风景 南北通透 标准四居室', '徽商城市风景  | 4室2厅 | 136.74平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  天乐', '210万', '单价15358元/平米')
('', '御景城 2室2厅 135万', '御景城  | 2室2厅 | 79.11平米 | 南 | 其他', '低楼层(共28层)2016年建塔楼  -  兴园', '135万', '单价17065元/平米')
('', '上海铁路局建设 ，小区卫生好，满五年，配套成熟', '上铁银欣花园  | 3室2厅 | 95.8平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  兴园', '210万', '单价21921元/平米')
('https://image1.ljcdn.com/340100-inspection/37214ce4-4d25-44de-bf89-05d3bdbac61a.jpg.296x216.jpg', '高新区 花园洋房 带院子 精装修未住过 看房方便 诚售', '御景城  | 3室2厅 | 115.8平米 | 南 北 | 精装', '低楼层(共11层)2016年建塔楼  -  兴园', '240万', '单价20726元/平米')
('', '一房朝南出租装修两万块钱不满两年', '新华御湖上园  | 1室1厅 | 47平米 | 南 | 其他', '高楼层(共23层)塔楼  -  蜀麓', '74万', '单价15745元/平米')
('https://image1.ljcdn.com/340100-inspection/c31ae4b2-ee33-4487-bf3f-105aef72af46.jpg.296x216.jpg', '蜀山脚下 精装新房 原创生活 品质未来', '海亮九玺  | 4室2厅 | 159.69平米 | 南 | 其他', '低楼层(共34层)2016年建板楼  -  蜀麓', '260万', '单价16282元/平米')
('', '华地紫园 3室2厅 220万', '华地紫园  | 3室2厅 | 99.58平米 | 南 北 | 其他', '中楼层(共33层)2014年建塔楼  -  兴园', '220万', '单价22093元/平米')
('', '万盛苑 3室2厅 160万', '万盛苑  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共9层)2009年建塔楼  -  天乐', '160万', '单价15239元/平米')
('https://image1.ljcdn.com/340100-inspection/829384fa-5e49-406c-8cb6-ab7885626da5.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 精装2室 交通方便', '博澳丽苑  | 2室1厅 | 64平米 | 南 | 其他', '低楼层(共31层)2009年建塔楼  -  天乐', '92万', '单价14375元/平米')
('https://image1.ljcdn.com/340100-inspection/83257890-9d7a-4893-8eaa-fc430c9c55e8.jpg.296x216.jpg', '博澳丽苑 2室2厅 138万', '博澳丽苑  | 2室2厅 | 94平米 | 南 | 其他', '低楼层(共31层)2009年建塔楼  -  天乐', '138万', '单价14681元/平米')
('https://image1.ljcdn.com/340100-inspection/743f3f6b-eb3d-4f3d-8bc2-fd55f3385bd7.jpg.296x216.jpg', '新华御湖上园 4室2厅 450万', '新华御湖上园  | 4室2厅 | 204平米 | 南 北 | 毛坯', '高楼层(共6层)板楼  -  蜀麓', '450万', '单价22059元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b616fdb0-d1f0-4116-bd8f-9339d489f3ed.png.280x210.jpg', '百商尚成 2室1厅 137万', '百商尚成  | 2室1厅 | 84.91平米 | 南 | 其他', '低楼层(共18层)2011年建板楼  -  兴园', '137万', '单价16135元/平米')
('https://image1.ljcdn.com/340100-inspection/9bbfebd7-dd3d-46d7-ba02-e464d10cdfc0.jpg.296x216.jpg', '金徽阳光大厦 交通便利 配套设施完善 满五唯一', '金徽阳光大厦  | 2室2厅 | 87.15平米 | 南 | 其他', '高楼层(共29层)2012年建塔楼  -  天乐', '112万', '单价12852元/平米')
('https://image1.ljcdn.com/340100-inspection/a71aaa70-a9b5-4cdb-a97b-9799ca3326fa.jpg.296x216.jpg', '保利梧桐语 经典两居室  两房朝南  采光好', '保利梧桐语  | 2室2厅 | 73.85平米 | 南 | 其他', '高楼层(共29层)2016年建板楼  -  蜀麓', '135万', '单价18281元/平米')
('', '绿地乔治庄园 4室2厅 350万', '绿地乔治庄园  | 4室2厅 | 163平米 | 南 | 其他', '低楼层(共7层)2012年建板楼  -  蜀麓', '350万', '单价21473元/平米')
('https://image1.ljcdn.com/340100-inspection/77277631-e877-4e49-9fac-1c6b9d3e169b.JPG.296x216.jpg', '为你而选为你为家 拓基城市广场 精装3房 南北通透', '拓基城市广场  | 3室2厅 | 116.52平米 | 南 北 | 精装', '高楼层(共28层)2010年建塔楼  -  天乐', '220万', '单价18881元/平米')
('', '景尚名郡 1室1厅 46万', '景尚名郡  | 1室1厅 | 43平米 | 北 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '46万', '单价10698元/平米')
('', '岭湖墅 5室2厅 530万', '岭湖墅   | 联排别墅 | 5室2厅 | 247.5平米 | 南 北 | 其他', '3层2015年建暂无数据  -  蜀麓', '530万', '单价21415元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload424d4465-da8f-4483-bff1-997e82e7e1bf.jpg.296x216.jpg', '采光好，周边配套成熟，交通便利', '国轩K西嘉  | 3室1厅 | 95平米 | 南 | 其他', '低楼层(共18层)2008年建塔楼  -  天乐', '168万', '单价17685元/平米')
('https://image1.ljcdn.com/340100-inspection/2e32b9e5-1972-4947-94f7-11ec24c987ad.jpg.296x216.jpg', '绿地乔治庄园 4室2厅 430万', '绿地乔治庄园  | 4室2厅 | 259.59平米 | 南 | 其他', '高楼层(共7层)2012年建板楼  -  蜀麓', '430万', '单价16565元/平米')
