('https://image1.ljcdn.com/340100-inspection/f6c652fb-13e0-4b6b-9275-9ce8211bc4d4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 127万', '北城世纪城泽徽苑  | 3室2厅 | 96.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '127万', '单价13097元/平米')
('', '北部湾双子星座 4室2厅 120万', '北部湾双子星座  | 4室2厅 | 96平米 | 南 北 | 其他', '高楼层(共28层)板塔结合  -  北城', '120万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/96c76107-70fd-4ee2-8d1c-6219e56a9050.JPG.296x216.jpg', '融科梧桐里   精装修   高楼层  视野开阔  小区环境优', '融科梧桐里  | 3室2厅 | 125.11平米 | 南 | 其他', '高楼层(共35层)2017年建塔楼  -  北城', '158万', '单价12629元/平米')
('https://image1.ljcdn.com/340100-inspection/4b99e719-159a-446c-ac99-f3aa156449ef.jpg.296x216.jpg', '北城世纪城鸿徽苑三居室中间楼层纯毛坯有钥匙随时看房', '鸿徽苑  | 3室2厅 | 92.02平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  北城', '105万', '单价11411元/平米')
('https://image1.ljcdn.com/340100-inspection/1178270a-c256-47f7-a0d3-9c12e8a75d63.JPG.296x216.jpg', '融科梧桐里三居室，位置高架下口', '融科梧桐里  | 3室2厅 | 106平米 | 南 北 | 其他', '低楼层(共35层)2017年建塔楼  -  北城', '110万', '单价10378元/平米')
('https://image1.ljcdn.com/340100-inspection/8337763c-44f5-4b1d-b186-bef72cde5148.JPG.296x216.jpg', '三居室，毛坯房，业主诚心出售。', '文一名门北郡  | 3室1厅 | 99.34平米 | 南 | 其他', '低楼层(共34层)塔楼  -  北城', '123万', '单价12382元/平米')
('https://image1.ljcdn.com/340100-inspection/dbc87edc-d395-431c-88b4-8183326feb3c.JPG.296x216.jpg', '和昌都汇华郡 2室2厅 116万', '和昌都汇华郡  | 2室2厅 | 84.12平米 | 南 北 | 其他', '高楼层(共34层)2014年建塔楼  -  北城', '116万', '单价13790元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4b28a1df-e264-49e2-ade9-ef23335d9eb1.JPG.296x216.jpg', '润地星城 多层复试 实用面积大 环境好 看房方便', '润地星城  | 3室2厅 | 134.1平米 | 南 北 | 其他', '高楼层(共6层)2008年建塔楼  -  北城', '126万', '单价9396元/平米')
('https://image1.ljcdn.com/340100-inspection/b969ee41-8c4d-4632-8e1e-e061dc9f3541.JPG.296x216.jpg', '润地星城高层复式结构，面积170平米。', '润地星城  | 4室2厅 | 170平米 | 南 北 | 其他', '高楼层(共6层)2008年建塔楼  -  北城', '170万', '单价10000元/平米')
('', '恒大帝景 3室1厅 100万', '恒大帝景  | 3室1厅 | 79.9平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '100万', '单价12516元/平米')
('', '北城世纪城康徽苑 3室2厅 105万', '北城世纪城康徽苑  | 3室2厅 | 95.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '105万', '单价10941元/平米')
('', '圣联科瑞北郡 2室1厅 98万', '圣联科瑞北郡  | 2室1厅 | 93平米 | 南 | 其他', '中楼层(共25层)塔楼  -  北城', '98万', '单价10538元/平米')
('', '阿奎利亚城果 3室2厅 115万', '阿奎利亚城果  | 3室2厅 | 102平米 | 南 北 | 其他', '低楼层(共33层)塔楼  -  北城', '115万', '单价11275元/平米')
('https://image1.ljcdn.com/340100-inspection/095d0530-891b-48c2-95d5-af978d64b68a.JPG.296x216.jpg', '恒泰风格城市 3室2厅 119.8万', '恒泰风格城市  | 3室2厅 | 69平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  北城', '119.8万', '单价17363元/平米')
('https://image1.ljcdn.com/340100-inspection/f4b52395-17d1-4fe8-bbf2-9bb51e207e87.JPG.296x216.jpg', '鑫徽苑房子满两年，有车位，楼层好，简装三房', '鑫徽苑  | 3室2厅 | 95.96平米 | 南 北 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '121万', '单价12610元/平米')
('https://image1.ljcdn.com/340100-inspection/5fb03539-b1b6-4338-867c-b03100a04911.JPG.296x216.jpg', '此房满两年无增值税，中间楼层，卧室朝南。', '国徽苑  | 3室2厅 | 94平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '115万', '单价12235元/平米')
('https://image1.ljcdn.com/340100-inspection/cb9b4df8-838b-434b-bcd8-134670b6aec3.jpg.296x216.jpg', '恒泰但丁堡阿奎利亚 3室2厅 135万', '恒泰但丁堡阿奎利亚  | 3室2厅 | 117.76平米 | 南 北 | 其他', '低楼层(共11层)2010年建塔楼  -  北城', '135万', '单价11464元/平米')
('https://image1.ljcdn.com/340100-inspection/ba87dfb9-6197-4de0-ae23-5cf2cd3d6bf4.JPG.296x216.jpg', '润地星城 2室1厅 96万', '润地星城  | 2室1厅 | 83平米 | 南 | 其他', '低楼层(共6层)2008年建塔楼  -  北城', '96万', '单价11567元/平米')
('https://image1.ljcdn.com/340100-inspection/68999716-b0bd-43cc-bbd3-d03cd7071206.jpg.296x216.jpg', '半岛一号联排别墅湖景房  前后花园200平方  带2个车库', '半岛1号   | 联排别墅 | 6室2厅 | 427.28平米 | 南 北 | 其他', '3层暂无数据  -  北城', '500万', '单价11702元/平米')
('https://image1.ljcdn.com/340100-inspection/e61fded0-dfd0-480d-9aee-7f03dbadfa3b.JPG.296x216.jpg', '融科梧桐里 3室2厅 135万', '融科梧桐里  | 3室2厅 | 106.4平米 | 南 | 其他', '中楼层(共35层)2017年建塔楼  -  北城', '135万', '单价12688元/平米')
('', '北城世纪城颐徽苑 3室2厅 110万', '北城世纪城颐徽苑  | 3室2厅 | 106平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '110万', '单价10378元/平米')
('', '金大地翡翠公馆 3室2厅 135万', '金大地翡翠公馆  | 3室2厅 | 92平米 | 南 | 其他', '中楼层(共8层)板楼  -  北城', '135万', '单价14674元/平米')
('', '北城世纪城颐徽苑 4室2厅 240万', '北城世纪城颐徽苑  | 4室2厅 | 162.5平米 | 南 | 其他', '中楼层(共28层)2012年建塔楼  -  北城', '240万', '单价14770元/平米')
('', '恒大帝景 1室1厅 53万', '恒大帝景  | 1室1厅 | 41.42平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '53万', '单价12796元/平米')
('https://image1.ljcdn.com/340100-inspection/772fd9c2-420a-4104-9067-3f0fdd2484f6.JPG.296x216.jpg', '恒大帝景 大三居 精装 双阳台 南北通透 诚心出售', '恒大帝景  | 3室2厅 | 136.66平米 | 南 北 | 其他', '低楼层(共30层)2015年建塔楼  -  北城', '150万', '单价10977元/平米')
('https://image1.ljcdn.com/340100-inspection/24b3156c-953c-4b75-98fa-3a0c2f26f296.JPG.296x216.jpg', '北城中环城 2室1厅 110万', '北城中环城  | 2室1厅 | 91.6平米 | 南 | 其他', '高楼层(共32层)2010年建塔楼  -  北城', '110万', '单价12009元/平米')
('https://image1.ljcdn.com/340100-inspection/4110cd2f-6bf3-44c0-b858-e84bfc0840ac.JPG.296x216.jpg', '文一名门北郡 3室1厅 125万', '文一名门北郡  | 3室1厅 | 94平米 | 南 | 其他', '中楼层(共8层)板楼  -  北城', '125万', '单价13298元/平米')
('https://image1.ljcdn.com/340100-inspection/0e0682d0-6cea-40fa-bf32-99f4118a87a2.jpg.296x216.jpg', '恒泰但丁堡阿奎利亚 2室2厅 110万', '恒泰但丁堡阿奎利亚  | 2室2厅 | 78.79平米 | 东 南 | 其他', '低楼层(共18层)2010年建塔楼  -  北城', '110万', '单价13962元/平米')
('https://image1.ljcdn.com/340100-inspection/1258a500-23ce-4ab8-b52a-c6ee04d0879c.JPG.296x216.jpg', '北辰天都 2室2厅 105万', '北辰天都  | 2室2厅 | 95平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  北城', '105万', '单价11053元/平米')
('https://image1.ljcdn.com/340100-inspection/965e1643-ab23-4c60-a033-bc2152eea933.jpg.296x216.jpg', '北城世纪城京城国际三房简单装修。', '京城国际  | 3室2厅 | 91.04平米 | 南 北 | 精装', '低楼层(共26层)2014年建塔楼  -  北城', '115万', '单价12632元/平米')
('https://image1.ljcdn.com/340100-inspection/d3f74baf-71ef-4b39-b1e6-53ffb9a2fb2d.JPG.296x216.jpg', '力高共和城 4室2厅 158万', '力高共和城  | 4室2厅 | 116.87平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '158万', '单价13520元/平米')
('', '恒大帝景 3室2厅 135万', '恒大帝景  | 3室2厅 | 104平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '135万', '单价12981元/平米')
('', '北城世纪城康徽苑 3室2厅 113万', '北城世纪城康徽苑  | 3室2厅 | 106平米 | 南 北 | 其他', '低楼层(共34层)2015年建塔楼  -  北城', '113万', '单价10661元/平米')
('https://image1.ljcdn.com/340100-inspection/bbf5e5a2-dc82-4907-8146-9d01b09853dc.JPG.296x216.jpg', '北城世纪城颐徽苑 3室2厅 130万', '北城世纪城颐徽苑  | 3室2厅 | 111.8平米 | 南 北 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '130万', '单价11628元/平米')
('', '北城世纪城泽徽苑 3室2厅 150万', '北城世纪城泽徽苑  | 3室2厅 | 130平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '150万', '单价11539元/平米')
('https://image1.ljcdn.com/340100-inspection/21934ed1-034d-4c07-aabe-41b63053c86f.JPG.296x216.jpg', '恒大帝景 2室1厅 75万', '恒大帝景  | 2室1厅 | 74平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '75万', '单价10136元/平米')
('https://image1.ljcdn.com/340100-inspection/e7297068-a90e-49ab-9786-4123053ce22d.JPG.296x216.jpg', '低楼层、全明通透、采光好、业主诚心出售', '北部湾双子星座  | 3室2厅 | 95.54平米 | 南 北 | 其他', '低楼层(共34层)塔楼  -  北城', '105万', '单价10991元/平米')
('https://image1.ljcdn.com/340100-inspection/6614b220-c410-4688-8d77-b93dd83b58ae.JPG.296x216.jpg', '金地雅苑 2室2厅 119.6万', '金地雅苑  | 2室2厅 | 140.46平米 | 南 北 | 其他', '高楼层(共11层)暂无数据  -  北城', '119.6万', '单价8515元/平米')
('https://image1.ljcdn.com/340100-inspection/13f9dc49-a4f2-4558-bd66-c06dacc8253b.jpg.296x216.jpg', '吉徽苑边户三房南北通透双阳台满两年业主诚心出售', '北城世纪城吉徽苑  | 3室2厅 | 93平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '120万', '单价12904元/平米')
('https://image1.ljcdn.com/340100-inspection/8d1e7d1d-e842-44f5-b56f-af465891af4f.JPG.296x216.jpg', '精装两房，南北通透格局，视野开阔', '和昌都汇华郡  | 2室2厅 | 80.11平米 | 南 北 | 其他', '中楼层(共34层)2014年建塔楼  -  北城', '128万', '单价15979元/平米')
('https://image1.ljcdn.com/340100-inspection/fd43b7ae-1839-4178-87ef-7ec018783689.JPG.296x216.jpg', '恒泰米兰堡 2室1厅 51万', '恒泰米兰堡  | 2室1厅 | 43.83平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  北城', '51万', '单价11636元/平米')
('https://image1.ljcdn.com/340100-inspection/6d0f7b3a-479b-43a8-9a9d-ca4f9cf2b390.JPG.296x216.jpg', '颐徽苑 精装大户型 带车位 诚心出售', '北城世纪城颐徽苑  | 5室2厅 | 162.5平米 | 南 北 | 其他', '高楼层(共28层)2012年建塔楼  -  北城', '190万', '单价11693元/平米')
('', '北城世纪城颐徽苑 4室2厅 132万', '北城世纪城颐徽苑  | 4室2厅 | 135.5平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '132万', '单价9742元/平米')
('', '国强丰瑞园 2室2厅 82万', '国强丰瑞园  | 2室2厅 | 89平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  北城', '82万', '单价9214元/平米')
('', '恒泰风格城市 3室2厅 125万', '恒泰风格城市  | 3室2厅 | 73.97平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '125万', '单价16899元/平米')
('', '恒大帝景 2室2厅 113万', '恒大帝景  | 2室2厅 | 84.75平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '113万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/5db5eff1-0dc9-4488-977f-4b0eb74dc00f.jpg.296x216.jpg', '恒泰阿奎利亚北区 3室2厅 130万', '恒泰阿奎利亚北区  | 3室2厅 | 131.42平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  北城', '130万', '单价9892元/平米')
('https://image1.ljcdn.com/340100-inspection/585c5a13-f165-42b3-bdbc-41b12c6c5cc5.JPG.296x216.jpg', '北城世纪城雅徽苑 4室2厅 149万', '北城世纪城雅徽苑  | 4室2厅 | 133.32平米 | 南 北 | 其他', '低楼层(共11层)暂无数据  -  北城', '149万', '单价11177元/平米')
('https://image1.ljcdn.com/340100-inspection/7f4094c6-9da5-41fe-b568-70ca12dc8eb8.JPG.296x216.jpg', '新慧金水岸南区南北通透大三房诚心出售', '新慧金水岸南区  | 3室1厅 | 111平米 | 南 北 | 其他', '中楼层(共6层)2011年建板塔结合  -  北城', '100万', '单价9010元/平米')
('https://image1.ljcdn.com/340100-inspection/4b5c841a-c132-44e6-ab08-f4be76ef1164.jpg.296x216.jpg', '瑞龙花园 4室2厅 122万', '瑞龙花园  | 4室2厅 | 112.9平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  北城', '122万', '单价10807元/平米')
('https://image1.ljcdn.com/340100-inspection/3e42aef2-7dc0-48ce-bce4-86e2df2d236b.JPG.296x216.jpg', '恒大帝景 3室2厅 160万', '恒大帝景  | 3室2厅 | 134.63平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '160万', '单价11885元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc7e4743c-9d83-4d70-a47a-007802b04200.jpg.296x216.jpg', '融科梧桐里精装两居室业主诚意出售随时看房采光充足。', '融科梧桐里  | 2室2厅 | 78.8平米 | 南 | 其他', '中楼层(共35层)2017年建塔楼  -  北城', '115万', '单价14594元/平米')
('https://image1.ljcdn.com/340100-inspection/31189966-84ee-4494-9e25-dba5baa2d961.JPG.296x216.jpg', '国强丰瑞园 5室2厅 110万', '国强丰瑞园  | 5室2厅 | 76.6平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  北城', '110万', '单价14361元/平米')
('', '恒泰风格城市 3室2厅 93万', '恒泰风格城市  | 3室2厅 | 69平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '93万', '单价13479元/平米')
('', '北城世纪城吉徽苑 2室2厅 89万', '北城世纪城吉徽苑  | 2室2厅 | 78平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '89万', '单价11411元/平米')
('', '锦徽苑 1室1厅 58万', '锦徽苑  | 1室1厅 | 67平米 | 南 | 其他', '高楼层(共38层)2013年建塔楼  -  北城', '58万', '单价8657元/平米')
('', '中奥花园 1室1厅 40万', '中奥花园  | 1室1厅 | 38平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '40万', '单价10527元/平米')
('https://image1.ljcdn.com/340100-inspection/e2915c88-14ac-4b4c-9860-31c9dc7f67ab.JPG.296x216.jpg', '北城世纪城五期  品质小区  楼层好  户型方正', '北城世纪城雅徽苑  | 3室2厅 | 135平米 | 南 | 其他', '低楼层(共29层)暂无数据  -  北城', '170万', '单价12593元/平米')
('https://image1.ljcdn.com/340100-inspection/25c5e833-c4d8-4565-82c9-aecde69d8c4b.JPG.296x216.jpg', '北城中环城 3室2厅 100万', '北城中环城  | 3室2厅 | 96.38平米 | 南 | 其他', '低楼层(共33层)2010年建塔楼  -  北城', '100万', '单价10376元/平米')
('https://image1.ljcdn.com/340100-inspection/d121c852-e75b-411c-b836-d5e02af4869c.JPG.296x216.jpg', '康徽苑  精装三房 边户  中间楼层  采光没有影响', '北城世纪城康徽苑  | 3室2厅 | 105.79平米 | 南 北 | 其他', '中楼层(共34层)2015年建塔楼  -  北城', '130万', '单价12289元/平米')
('https://image1.ljcdn.com/340100-inspection/487bd045-eaab-45f9-be52-db3129441f14.jpg.296x216.jpg', '恒泰悦城 3室2厅 100万', '恒泰悦城  | 3室2厅 | 62平米 | 南 | 其他', '高楼层(共19层)2012年建塔楼  -  北城', '100万', '单价16130元/平米')
('https://image1.ljcdn.com/340100-inspection/69609590-fa5d-462f-93c3-0332e1e4c370.JPG.296x216.jpg', '北城新区 鸿徽苑 婚房装修 南北通透', '鸿徽苑  | 3室2厅 | 135平米 | 东南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '155万', '单价11482元/平米')
('https://image1.ljcdn.com/340100-inspection/772f2632-a654-4881-82fb-ab1a81ae6afa.jpg.296x216.jpg', '力高共和城 3室2厅 118万', '力高共和城  | 3室2厅 | 104.5平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  北城', '118万', '单价11292元/平米')
('https://image1.ljcdn.com/340100-inspection/76fa31a6-a512-4ccb-a000-2c692ea7fdff.JPG.296x216.jpg', '鸿徽苑 3室2厅 140万', '鸿徽苑  | 3室2厅 | 130.18平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '140万', '单价10755元/平米')
('', '北城世纪城泽徽苑 3室2厅 115万', '北城世纪城泽徽苑  | 3室2厅 | 128.47平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  北城', '115万', '单价8952元/平米')
('', '国徽苑 2室2厅 98万', '国徽苑  | 2室2厅 | 91.08平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '98万', '单价10760元/平米')
('', '金大地翡翠公馆 3室2厅 125万', '金大地翡翠公馆  | 3室2厅 | 91.4平米 | 南 | 其他', '中楼层(共11层)板楼  -  北城', '125万', '单价13677元/平米')
('https://image1.ljcdn.com/340100-inspection/6a62409f-cd41-4c97-9978-9ae035bfa810.JPG.296x216.jpg', '北城中环城 4室2厅 121万', '北城中环城  | 4室2厅 | 119.29平米 | 南 北 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '121万', '单价10144元/平米')
('https://image1.ljcdn.com/340100-inspection/35ba7892-71c1-45d7-9963-cbf78c7a9c9e.JPG.296x216.jpg', '北城世纪城荣徽苑 3室2厅 115万', '北城世纪城荣徽苑  | 3室2厅 | 100平米 | 南 | 其他', '中楼层(共29层)塔楼  -  北城', '115万', '单价11500元/平米')
('https://image1.ljcdn.com/340100-inspection/2c7d3cb2-3482-4ebc-99ba-6697526ac4d1.JPG.296x216.jpg', '润地星城 2室2厅 100万', '润地星城  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共22层)2008年建塔楼  -  北城', '100万', '单价11236元/平米')
('https://image1.ljcdn.com/340100-inspection/95e340dd-17de-4782-8465-b5e3bb531bcb.jpg.296x216.jpg', '半岛1号 4室2厅 160万', '半岛1号  | 4室2厅 | 132.48平米 | 南 北 | 其他', '低楼层(共9层)2012年建塔楼  -  北城', '160万', '单价12078元/平米')
('https://image1.ljcdn.com/340100-inspection/ddcfd323-0197-439a-8ff0-dcfb8dd69e93.JPG.296x216.jpg', '润地星城 3室2厅 120万', '润地星城  | 3室2厅 | 91平米 | 南 | 其他', '中楼层(共6层)2008年建塔楼  -  北城', '120万', '单价13187元/平米')
('https://image1.ljcdn.com/340100-inspection/9fa5cc68-3367-4266-a1b3-53dba06da995.jpg.296x216.jpg', '恒泰风格城市 3室2厅 93万', '恒泰风格城市  | 3室2厅 | 68平米 | 南 | 其他', '低楼层(共19层)2012年建塔楼  -  北城', '93万', '单价13677元/平米')
('https://image1.ljcdn.com/340100-inspection/6470c6fe-84e5-4cb3-8d11-e7e4c261b7c3.jpg.296x216.jpg', '恒大帝景  3室2厅  142万', '恒大帝景  | 3室2厅 | 130平米 | 南 | 其他', '低楼层(共30层)2015年建塔楼  -  北城', '140万', '单价10770元/平米')
('', '冠徽苑公寓 1室1厅 35万', '冠徽苑公寓  | 1室1厅 | 53平米 | 南 | 其他', '低楼层(共39层)2012年建塔楼  -  北城', '35万', '单价6604元/平米')
('', '新慧金水岸北区 3室2厅 98万', '新慧金水岸北区  | 3室2厅 | 89.8平米 | 南 | 其他', '低楼层(共33层)塔楼  -  北城', '98万', '单价10914元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload7547c720-57b8-41af-a869-4e7bf6e3db53.JPG.296x216.jpg', '恒泰城品阿奎利亚 3室2厅 145万', '恒泰城品阿奎利亚  | 3室2厅 | 123.8平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  北城', '145万', '单价11713元/平米')
('', '北城世纪城康徽苑 2室2厅 120万', '北城世纪城康徽苑  | 2室2厅 | 96平米 | 南 | 其他', '中楼层(共34层)2015年建塔楼  -  北城', '120万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/8c7a5155-a152-4ac5-8a0f-d77c642da605.JPG.296x216.jpg', '恒大帝景 3室2厅 150万', '恒大帝景  | 3室2厅 | 136.66平米 | 南 | 其他', '高楼层(共30层)2015年建塔楼  -  北城', '150万', '单价10977元/平米')
('https://image1.ljcdn.com/340100-inspection/f39b7391-a59e-4bcc-bde3-393b725b2f88.JPG.296x216.jpg', '和昌两房精装修，小区最南排，采光视野好', '和昌都汇华郡  | 2室2厅 | 86.7平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  北城', '110万', '单价12688元/平米')
('https://image1.ljcdn.com/340100-inspection/474d7b90-4c41-474e-a3e7-ddb62ba9072c.JPG.296x216.jpg', '力高共和城 2室2厅 95万', '力高共和城  | 2室2厅 | 72平米 | 南 | 其他', '中楼层(共21层)2012年建塔楼  -  北城', '95万', '单价13195元/平米')
('https://image1.ljcdn.com/340100-inspection/b210f65d-f564-4360-ba1b-4952081fd0c0.jpg.296x216.jpg', '恒大帝景 3室2厅 150万', '恒大帝景  | 3室2厅 | 118.84平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '150万', '单价12623元/平米')
('https://image1.ljcdn.com/340100-inspection/07ea5638-31b6-4473-bef9-ec0feffd28b1.JPG.296x216.jpg', '北部湾双子星座 4室2厅 104万', '北部湾双子星座  | 4室2厅 | 95.73平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  北城', '104万', '单价10864元/平米')
('', '恒大帝景 3室2厅 140万', '恒大帝景  | 3室2厅 | 121平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '140万', '单价11571元/平米')
('https://image1.ljcdn.com/340100-inspection/504b7d45-5e43-470c-b0ae-8b713350d785.JPG.296x216.jpg', '新慧金水岸 毛坯房 中间楼层  不满两年', '新慧金水岸北区  | 3室2厅 | 85.87平米 | 南 | 其他', '中楼层(共27层)塔楼  -  北城', '80万', '单价9317元/平米')
('', '恒大帝景 1室1厅 33万', '恒大帝景  | 1室1厅 | 40.36平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '33万', '单价8177元/平米')
('https://image1.ljcdn.com/340100-inspection/931fa748-b666-49aa-9388-e670931729ee.JPG.296x216.jpg', '新慧金水岸北区 3室2厅 82万', '新慧金水岸北区  | 3室2厅 | 89.8平米 | 南 | 其他', '高楼层(共33层)塔楼  -  北城', '82万', '单价9132元/平米')
('https://image1.ljcdn.com/340100-inspection/cf9f0766-4adf-4cf6-8696-e3527e614011.jpg.296x216.jpg', '润地星城 3室2厅 138万', '润地星城  | 3室2厅 | 106.21平米 | 南 | 其他', '中楼层(共27层)2008年建塔楼  -  北城', '138万', '单价12994元/平米')
('https://image1.ljcdn.com/340100-inspection/b13b8e4a-cc5f-458b-8ce0-ccfda86dd992.jpg.296x216.jpg', '世纪城一期颐徽苑，满两年，婚房精装，中间楼层。', '北城世纪城颐徽苑  | 3室2厅 | 100.92平米 | 南 北 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '118万', '单价11693元/平米')
('https://image1.ljcdn.com/340100-inspection/19a1979c-e29b-4263-9d32-a389704d1d42.JPG.296x216.jpg', '锦徽苑40年产权公寓，简单装修，拎包入住', '锦徽苑  | 2室2厅 | 84.49平米 | 南 | 其他', '高楼层(共38层)2013年建塔楼  -  北城', '55万', '单价6510元/平米')
('https://image1.ljcdn.com/340100-inspection/a72b2bd7-3873-4570-9f26-e7f94f7e973c.JPG.296x216.jpg', '金地雅苑南北通透格局好，视野开阔，采光充足。', '金地雅苑  | 3室2厅 | 140.46平米 | 南 北 | 其他', '高楼层(共11层)暂无数据  -  北城', '121万', '单价8615元/平米')
('', '恒大帝景 2室2厅 90万', '恒大帝景  | 2室2厅 | 73.91平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '90万', '单价12177元/平米')
('https://image1.ljcdn.com/340100-inspection/f5a7b864-a848-4dc4-960e-4b76edfdf5e3.JPG.296x216.jpg', '北城中环城 3室2厅 115万', '北城中环城  | 3室2厅 | 100平米 | 南 | 其他', '高楼层(共24层)2010年建塔楼  -  北城', '115万', '单价11500元/平米')
('', '国徽苑 2室2厅 102万', '国徽苑  | 2室2厅 | 91平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '102万', '单价11209元/平米')
('https://image1.ljcdn.com/340100-inspection/94e36c54-263b-4567-b3fc-d0ba86c69d2c.JPG.296x216.jpg', '恒大帝景 2室2厅 103万', '恒大帝景  | 2室2厅 | 85.04平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '103万', '单价12112元/平米')
('https://image1.ljcdn.com/340100-inspection/8df7ab2b-c9d0-44ae-b77d-cc7f7078efe7.jpg.296x216.jpg', '北城中环城 3室2厅 104万', '北城中环城  | 3室2厅 | 99平米 | 南 北 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '104万', '单价10506元/平米')
('https://image1.ljcdn.com/340100-inspection/eb385c7c-6f3d-4f90-b6f6-64236a7cafaa.JPG.296x216.jpg', '恒大帝景 2室2厅 118万', '恒大帝景  | 2室2厅 | 86.22平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '118万', '单价13686元/平米')
('https://image1.ljcdn.com/340100-inspection/b040581f-0e9c-4705-a9eb-b3355c3ae8d9.JPG.296x216.jpg', '恒大帝景 1室1厅 68万', '恒大帝景  | 1室1厅 | 53平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '68万', '单价12831元/平米')
('', '和昌都汇华郡 2室1厅 98万', '和昌都汇华郡  | 2室1厅 | 70平米 | 南 | 其他', '高楼层(共34层)2014年建塔楼  -  北城', '98万', '单价14000元/平米')
('https://image1.ljcdn.com/340100-inspection/657af2a2-3778-4662-b936-001c9a94cc39.JPG.296x216.jpg', '北城世纪城禄徽苑 3室2厅 121万', '北城世纪城禄徽苑  | 3室2厅 | 96.14平米 | 南 北 | 其他', '中楼层(共32层)2016年建塔楼  -  北城', '121万', '单价12586元/平米')
('https://image1.ljcdn.com/340100-inspection/9ec2e092-21f9-4848-aa7c-85625c2f8e36.JPG.296x216.jpg', '京冠北城华府 4室2厅 123万', '京冠北城华府  | 4室2厅 | 109.83平米 | 南 北 | 其他', '高楼层(共28层)暂无数据  -  北城', '123万', '单价11200元/平米')
('https://image1.ljcdn.com/340100-inspection/5821f643-6451-45b3-a82d-5a1b6f1ab02b.JPG.296x216.jpg', '新慧金水岸北区 3室2厅 102万', '新慧金水岸北区  | 3室2厅 | 123平米 | 南 | 其他', '低楼层(共27层)塔楼  -  北城', '102万', '单价8293元/平米')
