('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/9c5820d2-7ec0-4170-9cb9-596d727e2bb5.jpg.296x216.jpg', '满五年，清爽装修    ，阳光充足，', '柳营巷  | 1室0厅 | 31.11平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1992年建板楼  -  长庆', '161.8万', '单价52010元/平米')
('https://image1.ljcdn.com/330100-inspection/4969ccdc-2c24-4595-bef7-51b53ef0d420.jpg.296x216.jpg', '青蓝，满五年，清爽装修，南北通透，阳光充足，', '青春坊  | 1室1厅 | 34.19平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  长庆', '170万', '单价49723元/平米')
('https://image1.ljcdn.com/330100-inspection/2bc0f619-c486-472a-b7dd-6e5528e9164b.jpg.296x216.jpg', '开发商统一精装交付，产证齐全，业主诚售', '新天地G193广场  | 1室1厅 | 48.78平米 | 东南 | 精装', '高楼层(共20层)2016年建板楼  -  三塘', '120万', '单价24601元/平米')
('https://image1.ljcdn.com/330100-inspection/d80ba57a-e7b3-4dbf-a4f3-a03053f69369.jpg.296x216.jpg', '万家星城89方经典三房 精装修 视野开阔 采光好', '万家星城  | 3室2厅 | 89平米 | 南 | 简装 | 有电梯', '低楼层(共20层)2010年建塔楼  -  三塘', '420万', '单价47192元/平米')
('https://image1.ljcdn.com/330100-inspection/31e1fdc0-de65-4489-99e5-44b871137903.jpg.296x216.jpg', '流水西苑，闹中取静，南北通透。', '河罕上  | 2室1厅 | 58.99平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  流水苑', '235万', '单价39838元/平米')
('https://image1.ljcdn.com/330100-inspection/12992d6a-7c7b-4f63-b7c6-15e4a6f1fc27.jpg.296x216.jpg', '北景园祥和人家 万科物业 大面积跃层格局送南北双露台', '祥和人家  | 5室2厅 | 237.57平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  石桥', '736万', '单价30981元/平米')
('https://image1.ljcdn.com/330100-inspection/bb1c67d9-2fd0-4e12-8cd3-e738bfea9152.jpg.296x216.jpg', '【流水苑】业主诚售，71.17平，可等满2年过户。', '流水苑  | 3室1厅 | 71.17平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  流水苑', '284万', '单价39905元/平米')
('https://image1.ljcdn.com/330100-inspection/4137ae13-5c0c-440d-b053-3e356933d9b6.jpg.296x216.jpg', '水星阁 电梯房 清爽装修 环境清幽', '水星阁  | 2室2厅 | 103.28平米 | 南 北 | 简装 | 有电梯', '低楼层(共25层)1998年建板楼  -  体育场路', '430万', '单价41635元/平米')
('https://image1.ljcdn.com/330100-inspection/c23e02cf-1198-40b3-9efe-01febf0d48af.jpg.296x216.jpg', '景洲公寓三房东边套 自住装修 没有增值税 诚心出售', '景洲公寓  | 3室1厅 | 88.52平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2000年建板楼  -  石桥', '315万', '单价35586元/平米')
('https://image1.ljcdn.com/330100-inspection/92ca0145-a6e4-4dde-bafe-bc3fc2536deb1.JPG.296x216.jpg', '房东诚心出售 纯毛坯 户型正气  采光好', '通和都市枫林  | 4室2厅 | 149.28平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  石桥', '460万', '单价30815元/平米')
('https://image1.ljcdn.com/330100-inspection/7f12672b-a647-4964-8777-e36484a6ace2.jpg.296x216.jpg', '建国北路地铁口位置，赠送5平米的面积，中楼层', '东园小区  | 2室1厅 | 52.38平米 | 东 西 | 简装 | 无电梯', '中楼层(共7层)1993年建板楼  -  建国北路', '240万', '单价45820元/平米')
('https://image1.ljcdn.com/330100-inspection/2740dcbb-72f9-459a-93b0-981b7e5bc58d.jpg.296x216.jpg', '祥和人家 简单装修 大跃层 送大露台 视野好', '祥和人家  | 6室2厅 | 217.88平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2006年建板楼  -  石桥', '648万', '单价29742元/平米')
('https://image1.ljcdn.com/330100-inspection/test-940abbd2-c34a-426d-9545-73638e576a13.png.296x216.jpg', '房东诚心卖，三房户型，送储藏间', '北景园月桂苑  | 3室2厅 | 80.1平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  石桥', '255万', '单价31836元/平米')
('https://image1.ljcdn.com/330100-inspection/5ff84011-3658-4edc-b948-d67bce5f21f7.jpg.296x216.jpg', '南北通透，楼层好采光佳，位置安静。', '青春坊  | 1室1厅 | 46.35平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  长庆', '220万', '单价47465元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadd69df522-1d57-41e3-be62-b4a02690050c.jpg.296x216.jpg', '武林外滩 1室1厅 290万', '武林外滩  | 1室1厅 | 52.05平米 | 西 | 精装', '高楼层(共15层)2016年建板楼  -  朝晖', '290万', '单价55716元/平米')
('https://image1.ljcdn.com/330100-inspection/faa7a87b-4b4c-4624-a076-230ac236e9a7.jpg.296x216.jpg', '绿城深蓝广场86方 小面积高品质 运河景观房 交通便利', '绿城深蓝广场  | 1室1厅 | 86平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2004年建板塔结合  -  朝晖', '480万', '单价55814元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload0d703069-f75d-4ff5-9aaf-8723b61e4c07.jpg.296x216.jpg', '地段繁华 交通便利 王马社区 文明社区  青蓝小  学', '遥祥寺巷  | 1室1厅 | 42.86平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  长庆', '205万', '单价47831元/平米')
('https://image1.ljcdn.com/330100-inspection/1e866dc3-8507-4942-8775-66b3e3545bcc.jpg.296x216.jpg', '小区中间，精装送大露台，跃三层有阁楼，使用面积大', '东新园望景苑  | 4室2厅 | 167平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2004年建塔楼  -  三塘', '700万', '单价41917元/平米')
('https://image1.ljcdn.com/330100-inspection/41d7145b-e940-46ee-a0e6-596da5d5c079.jpg.296x216.jpg', '精装修，两房朝南，西边套，户型正气，拎包入住。', '石板巷  | 2室1厅 | 62.49平米 | 南 | 其他', '高楼层(共6层)平房  -  潮鸣', '312万', '单价49928元/平米')
('https://image1.ljcdn.com/330100-inspection/3d81945c-ce07-475f-92fd-c3e539b2664d.jpg.296x216.jpg', '视野开阔，采光日照佳。房东诚售！', '羊千弄  | 2室1厅 | 58.38平米 | 东 西 | 简装 | 无电梯', '高楼层(共5层)1990年建板楼  -  建国北路', '225万', '单价38541元/平米')
('https://image1.ljcdn.com/330100-inspection/75db66ac-b27c-4459-95ba-2e640ed6a4b4.jpg.296x216.jpg', '地铁口 十五家园 2房1厅精装修 采光无遮挡 适合过渡', '十五家园  | 2室1厅 | 38.89平米 | 西 北 | 其他 | 无电梯', '高楼层(共7层)1991年建板楼  -  丝绸城', '165万', '单价42428元/平米')
('https://image1.ljcdn.com/330100-inspection/test-989dcdc8-9fed-4639-a6e9-b83a6e84a39b.png.296x216.jpg', '东边套，户型正气，采光充足，小区安静，小区位置好', '北景园荷风苑  | 2室2厅 | 92.83平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2006年建板楼  -  石桥', '278万', '单价29948元/平米')
('https://image1.ljcdn.com/330100-inspection/3567b42f-faf2-4573-9c93-824fc7a780dc.jpg.296x216.jpg', '长宁街 1室1厅 165万', '长宁街  | 1室1厅 | 36.72平米 | 西 | 精装 | 无电梯', '低楼层(共7层)1990年建板楼  -  长庆', '165万', '单价44935元/平米')
('https://image1.ljcdn.com/330100-inspection/a288bec3-556e-4424-838b-82d452f593ee.jpg.296x216.jpg', '朝晖七区 两房朝南 东边套 中间楼层  业主诚售', '朝晖七区  | 2室1厅 | 59.41平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1994年建板楼  -  朝晖', '242万', '单价40734元/平米')
('https://image1.ljcdn.com/330100-inspection/test-3cacfc13-6dd5-4abd-a2c7-6a78a2fcc600.png.296x216.jpg', '北景园都市枫林南北通透好户型房源', '通和都市枫林  | 3室2厅 | 109.41平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '310万', '单价28334元/平米')
('https://image1.ljcdn.com/330100-inspection/9e897f07-db61-410b-b431-3bde6a4c5285.jpg.296x216.jpg', '东新园望景苑 3室2厅 410万', '东新园望景苑  | 3室2厅 | 110.38平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2004年建塔楼  -  三塘', '410万', '单价37145元/平米')
('https://image1.ljcdn.com/330100-inspection/3b106388-f7a2-453f-a85f-cf49f3f70c3e.JPG.296x216.jpg', '泰地北上新城 开放商精装修 采光充足', '泰地北上新城  | 1室1厅 | 33平米 | 北 | 精装 | 有电梯', '高楼层(共13层)2013年建板楼  -  石桥', '75万', '单价22728元/平米')
('https://image1.ljcdn.com/330100-inspection/8acc8034-b13e-4052-a8e1-55bc9318e33a.jpg.296x216.jpg', '北景园枫丹苑 电梯房 楼层佳 位置好', '北景园枫丹苑  | 2室1厅 | 88.24平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2010年建塔楼  -  石桥', '285万', '单价32299元/平米')
('https://image1.ljcdn.com/330100-inspection/bc2e4c90-b76e-49e8-9cff-d21e7c6c2651.jpg.296x216.jpg', '精装修，新房龄，运河畔，近武林外滩', '朝晖七区  | 3室2厅 | 124.59平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1986年建板楼  -  朝晖', '600万', '单价48158元/平米')
('https://image1.ljcdn.com/330100-inspection/33de4e1f-ca3d-4ee8-875c-e1505ce798d6.jpg.296x216.jpg', '小户型，南北通透，全明，采光好', '德胜东村  | 2室1厅 | 54.52平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  德胜东', '218万', '单价39986元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload44c25647-5e02-4cc6-9c0a-624776e38c63.jpg.296x216.jpg', '香源公寓小两居，装修温馨清爽，可拎包入住', '香源公寓  | 2室2厅 | 52.8平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2012年建板楼  -  三塘', '195万', '单价36932元/平米')
('https://image1.ljcdn.com/330100-inspection/dae6ea69-2861-4ed1-b579-70782b5a2caf.jpg.296x216.jpg', '欣景苑大两房 无增值税 东边套 看房方便 诚心出售', '欣景苑  | 2室2厅 | 105.68平米 | 东 | 简装 | 有电梯', '高楼层(共18层)2011年建塔楼  -  三塘', '400万', '单价37851元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1214f9ba-f487-40e2-8c3b-2dddf3ecac42.jpg.296x216.jpg', '户型方正 安吉路两房 楼层适中', '万寿亭街小区  | 2室1厅 | 56.58平米 | 东 | 简装 | 无电梯', '中楼层(共7层)1989年建板楼  -  武林', '350万', '单价61860元/平米')
('https://image1.ljcdn.com/330100-inspection/test-d87e817f-f704-474d-959c-a588db476983.png.296x216.jpg', '环城东路小区 钻石4楼 采光充足 贴沙河景观房', '环城东路298-311号  | 2室1厅 | 60.3平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  建国北路', '235万', '单价38972元/平米')
('https://image1.ljcdn.com/330100-inspection/180426d8-bc3a-459f-8457-512011bed801.jpg.296x216.jpg', '2018年新房   朝晖九区 低总价 好楼层', '朝晖九区  | 1室1厅 | 39.22平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)1996年建板楼  -  朝晖', '155万', '单价39521元/平米')
('https://image1.ljcdn.com/330100-inspection/test-b7661440-95bf-4cb1-8d90-bc5106eb44de.png.296x216.jpg', '新上优质房源，西边套全明户型，单价低，诚心出售', '水印康庭  | 3室1厅 | 130.57平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2006年建板楼  -  三塘', '490万', '单价37528元/平米')
('https://image1.ljcdn.com/330100-inspection/44113385-8f62-4d66-9ac7-6331e22d1fa3.jpg.296x216.jpg', '绿洲花园，楼幢位置优越，无遮挡', '绿洲花园  | 3室2厅 | 124.15平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2002年建板塔结合  -  流水苑', '700万', '单价56384元/平米')
('https://image1.ljcdn.com/330100-inspection/f0189e64-c742-4fce-8040-17e9f98c46a6.jpg.296x216.jpg', '中粮非住宅40年产权，次新小区，高档小区，品质保障', '中粮方圆府  | 1室1厅 | 46平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2014年建塔楼  -  三塘', '110万', '单价23914元/平米')
('https://image1.ljcdn.com/330100-inspection/c0a39341-58bc-4c0f-9270-f30c4c65a8e0.jpg.296x216.jpg', '西湖景区房，视野好，全明户型.', '环城西路42号  | 2室1厅 | 62.04平米 | 西 | 简装', '中楼层(共5层)板楼  -  武林', '385万', '单价62057元/平米')
('https://image1.ljcdn.com/330100-inspection/a1a4061e-17d9-4d69-be79-35abb19e35e4.jpg.296x216.jpg', '凤栖花园 跃层  视野开阔 户型正气', '中大凤栖花园  | 5室2厅 | 226.49平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2003年建板楼  -  潮鸣', '1190万', '单价52541元/平米')
('https://image1.ljcdn.com/330100-inspection/1a6c7d7d-67ea-4da3-9775-85281fe6b060.jpg.296x216.jpg', '长寿桥 两房朝南  南北通透 近双地铁', '屏风苑小区  | 2室1厅 | 58.67平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  天水', '350万', '单价59656元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4ef9681b-ce02-489e-828a-6c1959728cf5.jpg.296x216.jpg', '和平小区唯一的电梯房，三开间朝南，小区环境佳！', '和平小区  | 3室2厅 | 146.1平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2000年建板楼  -  流水苑', '680万', '单价46544元/平米')
('https://image1.ljcdn.com/330100-inspection/0afa0c35-9515-487e-b0a3-d731ea8a5970.jpg.296x216.jpg', '好地段，次新房，高档小区，精装修', '新湖武林国际公寓  | 4室2厅 | 186.5平米 | 南 北 | 其他 | 有电梯', '高楼层(共29层)2014年建板楼  -  体育场路', '1490万', '单价79893元/平米')
('https://image1.ljcdn.com/330100-inspection/dc3066ad-262c-4342-8579-ec8216142d0b.jpg.296x216.jpg', '朝晖六区 1996年房龄 中间楼层 装修清爽干净 南北通', '朝晖六区  | 2室1厅 | 54.82平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1996年建板楼  -  朝晖', '255万', '单价46516元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload7547b42f-47ba-41f5-a101-17fc6784463d.jpg.296x216.jpg', '西湖文化广场地段优质商品房  通燃气精装修', '绿洲吉家  | 1室1厅 | 60.9平米 | 西南 | 精装 | 有电梯', '中楼层(共24层)2006年建塔楼  -  流水苑', '240万', '单价39409元/平米')
('https://image1.ljcdn.com/330100-inspection/47b6e057-5460-40cd-ac30-d777f149d57e.jpg.296x216.jpg', '长寿桥，低总价，主卧朝南，采光好', '慎修里  | 1室1厅 | 33.68平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  天水', '185万', '单价54929元/平米')
('https://image1.ljcdn.com/330100-inspection/86e19444-cccb-4dbf-ba6b-877c5a059a68.jpg.296x216.jpg', '德胜东村，精致两房，装修清爽，可以拎包入住。', '德胜东村  | 2室1厅 | 57.58平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板塔结合  -  德胜东', '230万', '单价39945元/平米')
('https://image1.ljcdn.com/330100-inspection/00eaf83e-2010-43d9-a1dc-ceab81fbf4ac.jpg.296x216.jpg', '锦绣天地 1室1厅 480万', '锦绣天地  | 1室1厅 | 76.38平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2005年建塔楼  -  武林', '480万', '单价62844元/平米')
('https://image1.ljcdn.com/330100-inspection/e72866e0-fb49-4f76-8f5a-3d4503ff9337.jpg.296x216.jpg', '浙一旁 青蓝 清爽装修 业主诚心卖 采光无影响', '东清巷  | 1室1厅 | 46.18平米 | 东 西 | 简装 | 无电梯', '低楼层(共7层)1999年建板楼  -  长庆', '190万', '单价41144元/平米')
('https://image1.ljcdn.com/330100-inspection/test-8a80ae8c-c4d3-4a81-b9ec-8b5706c87eee.png.296x216.jpg', '潮王公寓 2室1厅 335万', '潮王公寓  | 2室1厅 | 79.47平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2010年建板楼  -  朝晖', '335万', '单价42155元/平米')
('https://image1.ljcdn.com/330100-inspection/26c92b6c-d691-48e9-91b4-71e83cb847a7.jpg.296x216.jpg', '芳洲苑大两房 中间楼层 南北通透', '北景园菊香苑  | 3室2厅 | 88.95平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2006年建板楼  -  石桥', '279万', '单价31366元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload9d8a502c-9b53-489b-832f-366fed7a58f4.jpg.296x216.jpg', '地铁，环境好，安吉路，市中医院，交通方便。', '景湖苑  | 3室2厅 | 147.11平米 | 南 北 | 简装 | 有电梯', '低楼层(共20层)2001年建板楼  -  武林', '739万', '单价50235元/平米')
('https://image1.ljcdn.com/330100-inspection/0a47d9ba-b3b0-47c0-a5c1-099119eb278d.jpg.296x216.jpg', '中间楼层，视野好，低总价，看房方便。', '永康苑  | 1室1厅 | 32.46平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  建国北路', '158万', '单价48676元/平米')
('https://image1.ljcdn.com/330100-inspection/fea10441-b077-4dc6-a95f-41ba208483ee.jpg.296x216.jpg', '长宁街 1室0厅 160万', '长宁街  | 1室0厅 | 26.16平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1990年建板楼  -  长庆', '160万', '单价61163元/平米')
('https://image1.ljcdn.com/330100-inspection/38e05367-5150-4550-90e1-b66c69c3cb2b.jpg.296x216.jpg', '长寿桥 总价低两房  落户选择', '大和弄  | 2室1厅 | 47.31平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1989年建板楼  -  众安桥', '210万', '单价44389元/平米')
('https://image1.ljcdn.com/330100-inspection/c787df49-9cd4-4cd4-b9f6-54dc5e48b532.jpg.296x216.jpg', '武林商圈的位置，办公装修，配套设施成熟， 人流量大', '联锦大厦  | 3室2厅 | 219.95平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2000年建塔楼  -  流水苑', '770万', '单价35008元/平米')
('https://image1.ljcdn.com/330100-inspection/62c272f0-a1da-4596-94c9-59cdea290077.jpg.296x216.jpg', '阳光银泰城，落地窗高档单身公寓，办公自住皆可', '阳光银泰城  | 1室1厅 | 60.57平米 | 南 | 精装 | 有电梯', '16层2014年建板楼  -  三塘', '145万', '单价23940元/平米')
('https://image1.ljcdn.com/330100-inspection/test-0963c2ce-5865-48b6-bed0-5a96a477c275.png.296x216.jpg', '三塘兰园：西边套，全明小3房，利用率高、诚心售！', '三塘兰园  | 3室2厅 | 80.24平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  三塘', '338万', '单价42124元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload23defc58-a49b-4d3d-9bb1-4d4f7f9d1fd2.jpg.296x216.jpg', '华盛达一室，单身人士过度好选择。', '新天地G193广场  | 1室0厅 | 35.39平米 | 北 | 精装', '中楼层(共20层)2016年建板楼  -  三塘', '115万', '单价32496元/平米')
('https://image1.ljcdn.com/330100-inspection/0983c253-2924-4ce2-a5e5-f8212abb418a.jpg.296x216.jpg', '户型：两房南一房北，厅朝西。业主诚心出售', '祥和人家  | 3室2厅 | 114.46平米 | 西南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '350万', '单价30579元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload157cbadb-ee85-491b-993c-bba5ae118429.jpg.296x216.jpg', '安吉路 近地铁 近西湖 两房南 ！', '环西新村  | 2室2厅 | 67.45平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1989年建板楼  -  武林', '365万', '单价54115元/平米')
('https://image1.ljcdn.com/330100-inspection/934625ab-aa45-4d6a-9085-3a305121e2fb.jpg.296x216.jpg', '张官弄 西边套 小两房格局 毛坯', '张官弄  | 2室1厅 | 41.43平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  流水苑', '169万', '单价40792元/平米')
('https://image1.ljcdn.com/330100-inspection/9279878f-055d-4710-8906-fcc0f3f5d07d.jpg.296x216.jpg', '玄坛弄 长寿桥 两房朝南带阳台 户型方正 价格低', '玄坛弄  | 2室1厅 | 51.25平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1988年建板楼  -  天水', '290万', '单价56586元/平米')
('https://image1.ljcdn.com/330100-inspection/38e49558-280f-4dfb-af94-6bc2fba4a24f.jpg.296x216.jpg', '水印康庭   品质大套  诚心出售  欢迎来买', '水印康庭  | 4室2厅 | 179.95平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2006年建板楼  -  三塘', '680万', '单价37789元/平米')
('https://image1.ljcdn.com/330100-inspection/56c9fada-0526-4e1a-8c72-c1a3795fb0c8.jpg.296x216.jpg', '满两年，装修好，电梯房，采光足', '三里家园一区  | 3室2厅 | 118.59平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2006年建塔楼  -  三里亭', '448万', '单价37778元/平米')
('https://image1.ljcdn.com/330100-inspection/72cb9a8f-b6d6-463f-857b-48296fdcb417.jpg.296x216.jpg', '房东诚心出售，新天地LOFT，精装可拎包入住', '新天地中心  | 1室2厅 | 50.63平米 | 东南 | 精装', '中楼层(共16层)2017年建暂无数据  -  三塘', '180万', '单价35553元/平米')
('https://image1.ljcdn.com/330100-inspection/79f348b1-d7eb-46b8-bddd-066280a51b48.jpg.296x216.jpg', '流水北苑 低总价 单价低 业主诚售 价格可谈 看房预约', '流水北苑  | 3室1厅 | 80.16平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  流水苑', '325万', '单价40544元/平米')
('https://image1.ljcdn.com/330100-inspection/test-cf8f6c6b-1558-478c-8a0b-a289954b58c1.png.296x216.jpg', '新华路小区 2房南 青蓝无占用 阳光好 看房方便有钥匙', '新华路小区  | 2室1厅 | 50.11平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1992年建板楼  -  长庆', '235万', '单价46897元/平米')
('https://image1.ljcdn.com/330100-inspection/e410980d-5dae-45d7-8416-9f73c9793117.jpg.296x216.jpg', '玄坛公寓 低楼层 全明户型 适合居住', '玄坛公寓  | 4室2厅 | 133.21平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  天水', '800万', '单价60056元/平米')
('https://image1.ljcdn.com/330100-inspection/3a711b22-6f20-4f05-99a5-24dfc2e9cc9e.jpg.296x216.jpg', '地铁口  小三房  东边套  采光好', '竹竿巷  | 3室1厅 | 65.07平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共5层)2001年建板楼  -  众安桥', '340万', '单价52252元/平米')
('https://image1.ljcdn.com/330100-inspection/74f90327-102d-45aa-8ffa-ee5a2a8a99df.jpg.296x216.jpg', '简单装修 全明户型 环境优美 业主诚心出售', '漾河公寓  | 3室2厅 | 122.72平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  三塘', '410万', '单价33410元/平米')
('https://image1.ljcdn.com/330100-inspection/232ff395-48ad-4858-b6d7-c8c151154e4c.jpg.296x216.jpg', '朝晖七区 三房 中间楼层 1梯2户 两房南一房北', '朝晖七区  | 3室1厅 | 60.8平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1986年建板楼  -  朝晖', '285万', '单价46875元/平米')
('https://image1.ljcdn.com/330100-inspection/a191edad-8e87-41c8-a9f8-b79ff28bb423.jpg.296x216.jpg', '嘉德广场 1室1厅 795万', '嘉德广场  | 1室1厅 | 262.36平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2000年建板楼  -  长庆', '795万', '单价30302元/平米')
('https://image1.ljcdn.com/330100-inspection/e6d04cc1-1172-4f64-be8c-c6f10480d04c.jpg.296x216.jpg', '万和玺园 3室2厅 490万', '万和玺园  | 3室2厅 | 88.92平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2015年建板塔结合  -  三塘', '490万', '单价55106元/平米')
('https://image1.ljcdn.com/330100-inspection/40742ba5-7b92-41a9-b5e0-8749c4359694.jpg.296x216.jpg', '业主诚售 好房子在等着有缘人的到来', '新天地中心  | 2室1厅 | 60.21平米 | 南 | 精装', '高楼层(共16层)暂无数据  -  三塘', '169.3万', '单价28119元/平米')
('https://image1.ljcdn.com/330100-inspection/98a54a9e-b275-4011-b6ef-e3c38264e2ca.jpg.296x216.jpg', '万家星城二期刚需小户型，房东诚心出售', '万家星城  | 2室2厅 | 79.35平米 | 南 | 简装 | 有电梯', '中楼层(共20层)2010年建塔楼  -  三塘', '365万', '单价45999元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a6f8700a-f4a9-4733-8f7f-13ef23c3d460.png.296x216.jpg', '满五唯一免双税，精装修，房东诚心出售', '施家花园  | 2室2厅 | 88.16平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2000年建板楼  -  流水苑', '396万', '单价44919元/平米')
('https://image1.ljcdn.com/330100-inspection/49cc960d-79a2-45a6-b60c-689fe5dffe01.jpg.296x216.jpg', '中山北园 单价低 总价低 生活便利', '中山北园  | 2室1厅 | 64.39平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  朝晖', '270万', '单价41932元/平米')
('https://image1.ljcdn.com/330100-inspection/af960b1c-40f0-4a6c-9085-9da031e3f485.jpg.296x216.jpg', '潮鸣苑 两房 采光好 房龄新 诚售', '潮鸣苑  | 2室1厅 | 55.45平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  潮鸣', '260万', '单价46890元/平米')
('https://image1.ljcdn.com/330100-inspection/f7f55ead-8e3b-4aa9-9878-3c9bf37b6019.jpg.296x216.jpg', '新华坊 跃三层 带露台 采光好 视野佳 经典5居室', '新华坊社区  | 5室2厅 | 137平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  丝绸城', '672万', '单价49052元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade5aea39e-0fbb-480d-b797-da3f031a2066.jpg.296x216.jpg', '房龄新，刚需小套价格低，房东诚心出售', '青春坊  | 1室0厅 | 30.34平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  长庆', '165万', '单价54384元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload0681ac89-9c10-4258-9ee0-05cf37a1d9c5.jpg.296x216.jpg', '树园小区 南北透通东边户 中间楼层', '树园  | 2室1厅 | 54.63平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1990年建板楼  -  建国北路', '245万', '单价44848元/平米')
('https://image1.ljcdn.com/330100-inspection/0502d11a-3e3a-4caf-aebb-cd3a6e2d4ef4.JPG.296x216.jpg', '低总价 两房 楼层好 送地下储藏间 价格可谈', '三里家园一区  | 2室1厅 | 52.83平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  三里亭', '210万', '单价39751元/平米')
('https://image1.ljcdn.com/330100-inspection/7f0a35d1-1079-4fda-af79-4c3062eacced.jpg.296x216.jpg', '中粮方圆府  新上朝南小面积酒店式公寓  诚心出售', '中粮方圆府  | 1室1厅 | 40.17平米 | 南 | 精装 | 有电梯', '高楼层(共6层)2014年建塔楼  -  三塘', '99万', '单价24646元/平米')
