('https://image1.ljcdn.com/441900-inspection/cce0e410-e1f2-4403-89f6-67b45e10ba7a.jpg.296x216.jpg', '景湖春天大三房放售 带两个阳台 花园中间位置 很安静', '光大景湖春天  | 3室2厅 | 107平米 | 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/e5140d26-90ae-45cd-88b2-35919b0a7b84.jpg.296x216.jpg', '怡丰都市广场中间楼层温馨一房一厅', '怡丰都市广场  | 1室1厅 | 46.87平米 | 东北 | 其他', '中楼层(共11层)塔楼  -  东泰', '72万', '单价15362元/平米')
('https://image1.ljcdn.com/441900-inspection/d45a96ba-9520-4374-af66-07f6b8b4794e.jpg.296x216.jpg', '地铁口物业 价格实惠 大单间 家私家电全带 拎包入住', '宜景康源  | 1室0厅 | 45.22平米 | 东南 西南 | 其他', '中楼层(共14层)塔楼  -  世博广场', '56万', '单价12384元/平米')
('https://image1.ljcdn.com/441900-inspection/61dfb26c-82e8-4bda-8b1b-24050f713e0e.jpg.296x216.jpg', '河畔广场 电梯1房1厅 保养好 交通 购物 停车 入学方便', '新世纪河畔广场  | 1室1厅 | 55.55平米 | 北 | 其他', '低楼层(共17层)塔楼  -  花园新村', '52万', '单价9361元/平米')
('https://image1.ljcdn.com/441900-inspection/aab8a9a8-5e15-4102-99a0-c5b140e17ddb.jpg.296x216.jpg', '一房两厅双阳台 满五唯一 可改两房', '芳桂园  | 1室2厅 | 68平米 | 西 | 其他', '中楼层(共8层)1998年建塔楼  -  主山', '97万', '单价14265元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploada1b9b804-b040-43a8-a6d3-7dc49fd770c0.jpg.296x216.jpg', '怡丰公寓 1室0厅 72万', '怡丰公寓  | 1室0厅 | 35平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '72万', '单价20572元/平米')
('https://image1.ljcdn.com/441900-inspection/53d1af86-690e-46c7-903d-358013d5ea2b.jpg.296x216.jpg', '装修保养很好，业主对房子很爱护的', '中信阳光澳园  | 3室2厅 | 123.18平米 | 南 | 其他', '高楼层(共16层)2004年建塔楼  -  东泰', '280万', '单价22731元/平米')
('', '房子户型方正 小区位置好 业主自住 保养好', '中信阳光澳园  | 4室2厅 | 165平米 | 南 | 其他', '低楼层(共19层)2004年建塔楼  -  东泰', '380万', '单价23031元/平米')
('https://image1.ljcdn.com/441900-inspection/829b186b-3bc7-462b-b11a-061e01f702eb.jpg.296x216.jpg', '厅出阳台一房一厅  高层 带租约出售 黄旗山脚下', '东海阳光  | 1室1厅 | 60.09平米 | 南 北 | 其他', '中楼层(共25层)塔楼  -  世博广场', '128万', '单价21302元/平米')
('https://image1.ljcdn.com/441900-inspection/49518b56-7ee0-4aca-abad-2d05db00aa25.jpg.296x216.jpg', 'R1R2线 地铁口鸿福商圈 交通方便 配套完善', '明苑大厦  | 2室1厅 | 63.1平米 | 东南 西南 | 其他', '高楼层(共12层)塔楼  -  火炼树', '118万', '单价18701元/平米')
('', '时代广场 东城市场 世博广场星玺广场万达广场、', '卓越时代广场  | 1室1厅 | 47.08平米 | 东南 | 其他', '中楼层(共27层)塔楼  -  世博广场', '104万', '单价22091元/平米')
('https://image1.ljcdn.com/441900-inspection/ef227d1b-cc4d-4297-8d8a-6280e6782b01.jpg.296x216.jpg', '风云汇舒适简装公寓，70年产权.', '东泰花园风云汇  | 1室1厅 | 43平米 | 西南 东北 | 其他', '中楼层(共17层)塔楼  -  东泰', '63万', '单价14652元/平米')
('https://image1.ljcdn.com/441900-inspection/0ded85ee-ce9d-4dc5-b56d-15110732c462.jpg.296x216.jpg', '东泰花园明华苑，两房朝南户型，单价低业主诚心出售', '东泰花园明华苑  | 2室1厅 | 81.05平米 | 南 | 其他', '高楼层(共8层)塔楼  -  东泰', '92万', '单价11352元/平米')
('', '新世纪星城美寓 1室1厅 70万', '新世纪星城美寓  | 1室1厅 | 49.57平米 | 南 | 其他', '高楼层(共25层)塔楼  -  温塘', '70万', '单价14122元/平米')
('https://image1.ljcdn.com/441900-inspection/109a0863-a543-4170-8702-eeb83cbc8d1d.jpg.296x216.jpg', '标准的一房一厅 户型方正 带独立阳台', '鼎峰卡布斯  | 1室1厅 | 40.04平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  东泰', '95万', '单价23727元/平米')
('https://image1.ljcdn.com/441900-inspection/85f6aff4-baa0-40d7-be78-8adf135d7144.jpg.296x216.jpg', '中信德方斯 精装修房屋处于小区好的位置  安静', '中信德方斯  | 1室1厅 | 41平米 | 西南 | 其他', '高楼层(共22层)塔楼  -  东泰', '68万', '单价16586元/平米')
('', '雍华庭 3室2厅 260万', '雍华庭  | 3室2厅 | 134.91平米 | 西北 | 其他', '高楼层(共32层)塔楼  -  东平街', '260万', '单价19273元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade18d1074-0823-45ea-81e8-2f70017b527e.jpg.296x216.jpg', '高层大单间，地铁口物业，配套很齐全，装修保养好。', '东海阳光  | 1室0厅 | 44.35平米 | 南 | 其他', '中楼层(共17层)塔楼  -  世博广场', '80万', '单价18039元/平米')
('https://image1.ljcdn.com/441900-inspection/e8b35dd9-8af3-45c2-97be-854dd6d991fb.jpg.296x216.jpg', '又一居方正三房 花园中间安静舒适 随时可看', '东泰花园又一居  | 3室2厅 | 105平米 | 南 | 精装', '低楼层(共5层)暂无数据  -  东泰', '155万', '单价14762元/平米')
('', '东海阳光一室一厅 中高楼层 业主诚心出售', '东海阳光  | 1室1厅 | 57平米 | 北 | 其他', '中楼层(共19层)塔楼  -  世博广场', '130万', '单价22808元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc983126f-b8aa-4583-9738-92ac23bedee2.jpg.296x216.jpg', '光大景湖春天 4室2厅 305万', '光大景湖春天  | 4室2厅 | 179.4平米 | 南 | 其他', '高楼层(共5层)暂无数据  -  火炼树', '305万', '单价17002元/平米')
('https://image1.ljcdn.com/441900-inspection/1b6ad1f5-1f44-4934-b060-92db5160839e.jpg.296x216.jpg', '地铁物业大三房，业主诚心出售。带车位。', '雍华庭  | 3室2厅 | 142平米 | 西北 | 简装', '低楼层(共32层)塔楼  -  东平街', '280万', '单价19719元/平米')
('', '富华苑 居家三房 户型方正 位置安静 视野开阔', '东泰花园富华苑  | 3室2厅 | 102平米 | 东南 | 其他', '中楼层(共7层)塔楼  -  东泰', '135万', '单价13236元/平米')
('https://image1.ljcdn.com/441900-inspection/cd232b99-671c-4af4-b7aa-cb908aee71a2.jpg.296x216.jpg', '此房双阳台 通透户型 满五年 花园中间位置安静舒适', '中信凯旋城  | 3室2厅 | 143平米 | 南 | 精装', '高楼层(共11层)塔楼  -  东泰', '368万', '单价25735元/平米')
('https://image1.ljcdn.com/441900-inspection/1774183a-3c15-463f-bcb9-4559ea160aa5.jpg.296x216.jpg', '精装修 装修保养好 楼层高 现代潮流的风格  出行', '怡丰公寓  | 1室0厅 | 34.82平米 | 南 | 其他', '中楼层(共17层)塔楼  -  东泰', '75万', '单价21540元/平米')
('https://image1.ljcdn.com/441900-inspection/d9a37c73-23e5-4e99-a563-77a9966bf771.jpg.296x216.jpg', '富怡花园  装修保养好   通风采风好  朝南户型', '富怡花园  | 2室2厅 | 93平米 | 南 | 简装', '中楼层(共8层)塔楼  -  花园新村', '105万', '单价11291元/平米')
('', '房为满五不唯一，花园中间位置，适中楼层', '光大景湖春天  | 3室2厅 | 156.19平米 | 南 | 精装', '低楼层(共16层)塔楼  -  火炼树', '314万', '单价20104元/平米')
('', '诚意出售，户型方正通透，看房方便，产权清晰', '宜景康源  | 1室1厅 | 58.86平米 | 东南 | 简装', '中楼层(共14层)塔楼  -  世博广场', '63万', '单价10704元/平米')
('https://image1.ljcdn.com/441900-inspection/36009abc-0bd3-4cd1-970e-6c0d051f60d9.jpg.296x216.jpg', '中信凯旋城 R2口物业  满五年 节约60万个税。', '中信凯旋城  | 3室2厅 | 140平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '350万', '单价25000元/平米')
('', '主山假日公寓 1室1厅 75万', '主山假日公寓  | 1室1厅 | 61.44平米 | 北 | 简装', '高楼层(共9层)塔楼  -  主山', '75万', '单价12208元/平米')
('https://image1.ljcdn.com/441900-inspection/ba5fb377-487f-41ff-a302-feef13df1c9f.jpg.296x216.jpg', '河畔广场 电梯1房1厅 新装修 交通 购物 停车 入学方便', '新世纪河畔广场  | 1室1厅 | 55.72平米 | 北 | 其他', '中楼层(共17层)塔楼  -  花园新村', '66万', '单价11845元/平米')
('', '中信阳光假日 4室2厅 260万', '中信阳光假日  | 4室2厅 | 147.52平米 | 东南 | 简装', '低楼层(共6层)暂无数据  -  东泰', '260万', '单价17625元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload07202a69-5c6e-4251-a57a-ea09caf03a4b.jpg.296x216.jpg', '装修保养好  业主诚心出售  可拎包入住 地铁口物业', '东海阳光  | 1室1厅 | 56.07平米 | 东北 | 精装', '中楼层(共25层)塔楼  -  世博广场', '112万', '单价19976元/平米')
('https://image1.ljcdn.com/441900-inspection/405ea722-e343-43f2-b62b-330353cb2865.jpg.296x216.jpg', '风云汇精装单身公寓 带租约出售', '东泰花园风云汇  | 1室1厅 | 43.26平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '58万', '单价13408元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadaa54da1c-469a-478d-bfc6-4bcf5b25483d.jpg.296x216.jpg', '温馨两房，位置安静，独立一个苑，环境好，户型方正', '东泰花园明华苑  | 2室1厅 | 81.7平米 | 西南 | 简装', '中楼层(共8层)塔楼  -  东泰', '120万', '单价14688元/平米')
('https://image1.ljcdn.com/441900-inspection/83285479-087b-47d4-94d1-2c9439099762.jpg.296x216.jpg', '新世纪河畔广场 1室1厅 55万', '新世纪河畔广场  | 1室1厅 | 55平米 | 南 | 其他', '低楼层(共17层)塔楼  -  花园新村', '55万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/708dec59-9b60-45b4-8178-7601f2d484fd.jpg.296x216.jpg', '新世纪河畔广场 一房一厅 中楼层 电梯房', '新世纪河畔广场  | 1室1厅 | 55平米 | 西北 | 精装', '中楼层(共17层)塔楼  -  花园新村', '55万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploada19e677f-9acc-4b41-8e37-979b3e2d2458.jpg.296x216.jpg', '中间楼层视野开阔  南北通透 居家生活便利', '东泰花园明华苑  | 3室2厅 | 106平米 | 西南 | 其他', '中楼层(共8层)塔楼  -  东泰', '160万', '单价15095元/平米')
('https://image1.ljcdn.com/441900-inspection/2597f666-63bb-4c85-a40c-f4fa08a75712.jpg.296x216.jpg', '河畔广场高楼层一室  通风采光佳  交通便利  拎包入住', '新世纪河畔广场  | 1室1厅 | 55平米 | 西北 | 其他', '低楼层(共17层)塔楼  -  花园新村', '58万', '单价10546元/平米')
('https://image1.ljcdn.com/441900-inspection/81aeb4b1-e662-41fe-9791-a2f621dd2f21.jpg.296x216.jpg', '花样年华 精美公寓 拎包入住 户型方正 采光好 位置佳', '花样年华  | 1室0厅 | 45.72平米 | 南 | 其他', '高楼层(共21层)塔楼  -  主山', '69万', '单价15092元/平米')
('', '少有户型 南北对流 地铁口物业', '东城中心  | 3室2厅 | 94平米 | 东 | 其他', '6层塔楼  -  黄旗山', '120万', '单价12766元/平米')
('https://image1.ljcdn.com/441900-inspection/6b5a6149-b619-455c-a697-32bc6f6a9874.jpg.296x216.jpg', '东海阳光  万达旁 采光通风 地铁口物业', '东海阳光  | 1室1厅 | 44.35平米 | 西南 | 其他', '低楼层(共17层)塔楼  -  世博广场', '80万', '单价18039元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1df48ef1-4a99-4797-b7de-9c2213ff0b31.jpg.296x216.jpg', '鼎峰卡布斯 2室0厅 155万', '鼎峰卡布斯  | 2室0厅 | 86.03平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  东泰', '155万', '单价18017元/平米')
('', '新世界花园  方正户型  带装修2房  保养好  直接入住', '新世界花园  | 2室2厅 | 63平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  黄旗山', '120万', '单价19048元/平米')
('https://image1.ljcdn.com/441900-inspection/12c095af-7322-49fb-93f3-571a06e71844.jpg.296x216.jpg', '怡丰公寓精装单身公寓 高楼层采光视野好 送全屋家电', '怡丰公寓  | 1室0厅 | 34.94平米 | 东北 | 简装', '中楼层(共17层)塔楼  -  东泰', '70万', '单价20035元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadbd07d6fc-aa2e-487a-b577-cd16126cd708.jpg.296x216.jpg', '户型方正，有独立的生活阳台，满五', '东泰花园风云汇  | 1室0厅 | 46平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '70万', '单价15218元/平米')
('https://image1.ljcdn.com/441900-inspection/020926a9-5fee-4a2d-834e-b8d8ce5a537e.jpg.296x216.jpg', '中信风云汇地下车库 位置好 离电梯近', '东泰花园风云汇  | 车位 | 12平米 | 北', '暂无数据  -  东泰', '10万', '单价8334元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadbfbdd713-5a00-4e8c-b225-5a374a3e03b0.jpg.296x216.jpg', '方正两房 地体口物业 东城万达旁', '卓越时代广场  | 2室1厅 | 70.73平米 | 东 | 其他', '低楼层(共27层)塔楼  -  世博广场', '130万', '单价18380元/平米')
('', '中惠丽阳时代2房1厅 带装修 采光好', '中惠丽阳时代  | 2室1厅 | 64平米 | 南 | 其他', '低楼层(共25层)塔楼  -  石井', '110万', '单价17188元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload5e2177ca-559b-494c-ad50-41f4f42a5e22.jpg.296x216.jpg', '卓 越时代广场 精致2房 繁华地段 生活方便  配套齐全', '卓越时代广场  | 2室1厅 | 69平米 | 北 | 其他', '高楼层(共27层)塔楼  -  世博广场', '140万', '单价20290元/平米')
('https://image1.ljcdn.com/441900-inspection/94acec00-0995-43d3-ad8e-fb92100c48b3.jpg.296x216.jpg', '凯旋城 二期   紧缺车位  2号车库', '中信凯旋城  | 车位 | 11平米 | 南', '暂无数据  -  东泰', '35万', '单价31819元/平米')
('https://image1.ljcdn.com/441900-inspection/30a78ec8-2ed4-4aee-9888-770c4870a586.jpg.296x216.jpg', '中信凯旋城精装3房，居家装修，南北通透，居住舒适.', '中信凯旋城  | 3室2厅 | 119平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '300万', '单价25211元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload1167f790-4166-40dd-a791-e41381158684.jpg.296x216.jpg', '精装修 装修保养好 楼层高 现代潮流的风格 出行', '怡丰公寓  | 1室0厅 | 35平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '72万', '单价20572元/平米')
('', '东城万达广场 单身公寓 地铁口旁 随时看房', '东城万达广场  | 1室0厅 | 51平米 | 南 | 其他', '低楼层(共21层)2015年建塔楼  -  世博广场', '82万', '单价16079元/平米')
('https://image1.ljcdn.com/441900-inspection/1c1936f4-446b-4bcc-b781-9f04b232b465.jpg.296x216.jpg', '这一栋都是单间的，很适合一个人住或者情侣住的房子', '东城万达广场  | 1室0厅 | 36平米 | 西 | 其他', '低楼层(共21层)2015年建塔楼  -  世博广场', '65万', '单价18056元/平米')
('', '星河传说聚星岛 南向3房 带租约 高层采光通风好', '星河传说聚星岛B区  | 3室2厅 | 129.8平米 | 南 | 其他', '高楼层(共17层)塔楼  -  石井', '390万', '单价30047元/平米')
('https://image1.ljcdn.com/441900-inspection/d1dd2d5e-2b5e-4975-b7bb-3058b7523acd.jpg.296x216.jpg', '万达旁 59平大单间 装修好 采光通风好 拎包入住', '东城万达广场  | 1室1厅 | 59.34平米 | 南 | 其他', '低楼层(共21层)塔楼  -  世博广场', '95万', '单价16010元/平米')
('', '中信阳光澳园高楼层出售，看房提前约。', '中信阳光澳园  | 3室2厅 | 133.96平米 | 南 | 其他', '高楼层(共16层)塔楼  -  东泰', '290万', '单价21649元/平米')
('https://image1.ljcdn.com/441900-inspection/fdd2fba3-ef42-4cdb-a443-05940af104ff.jpg.296x216.jpg', '宜景康源 配套完善 家私家电齐全 从新装修没多久', '宜景康源  | 1室0厅 | 55.53平米 | 东北 | 其他', '中楼层(共14层)塔楼  -  世博广场', '62万', '单价11166元/平米')
('https://image1.ljcdn.com/441900-inspection/66f894fa-42e0-4fea-83aa-db94a06c13e1.jpg.296x216.jpg', '花园新村  电梯公寓 精装修  直接拎包入住', '新世纪河畔广场  | 1室1厅 | 55.73平米 | 南 | 其他', '高楼层(共17层)塔楼  -  花园新村', '60万', '单价10767元/平米')
('https://image1.ljcdn.com/441900-inspection/2a7e22ac-1a86-4a9b-b337-608b6d663928.jpg.296x216.jpg', '东城万达 北通透，居住舒适，采光好，品牌家电！', '东城万达广场  | 1室0厅 | 50.51平米 | 南 | 其他', '低楼层(共21层)塔楼  -  世博广场', '85万', '单价16829元/平米')
('https://image1.ljcdn.com/441900-inspection/aee86da0-5c13-41ee-b7ae-745df6e080eb.jpg.296x216.jpg', '黄旗山一号户型方正 实用毛坯四房 二楼带270平大露台', '黄旗山1号  | 5室2厅 | 249.84平米 | 南 | 其他', '低楼层(共24层)塔楼  -  石井', '720万', '单价28819元/平米')
('https://image1.ljcdn.com/441900-inspection/7a686810-1fcd-42ca-ad4d-d84b915be409.jpg.296x216.jpg', '标准三房，满五唯一免双税，装修保养好', '东泰花园富华苑  | 3室2厅 | 103平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  东泰', '138万', '单价13399元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload6aad3e23-af27-4f8b-b390-15df5167937e.jpg.296x216.jpg', '万佳花园 高层 两房一厅 满五不唯一 视野景观好', '万佳花园  | 2室2厅 | 86平米 | 西南 | 其他', '高楼层(共8层)塔楼  -  花园新村', '69万', '单价8024元/平米')
('', '精装4房 南北对流 生活便利 采光充足', '望族家园  | 4室2厅 | 153平米 | 南 | 其他', '中楼层(共19层)板塔结合  -  东平街', '230万', '单价15033元/平米')
('https://image1.ljcdn.com/441900-inspection/b71b0cef-4967-422d-9e3d-b1c028242f93.jpg.296x216.jpg', '温馨公寓 嘉荣大超市配套 拎包即住', '东泰花园风云汇  | 1室0厅 | 45平米 | 北 | 其他', '中楼层(共17层)塔楼  -  东泰', '75万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload94bcedf2-543e-4859-a173-caafd530ee4c.jpg.296x216.jpg', '东泰花园电梯房复式 装修保养好', '东泰花园裕华苑  | 4室2厅 | 202.8平米 | 西北 | 其他', '低楼层(共11层)塔楼  -  东泰', '360万', '单价17752元/平米')
('', '万达公馆欧式精装大4房 南北对流 地铁口物业', '东城万达广场  | 4室2厅 | 184.31平米 | 南 | 精装', '中楼层(共30层)板楼  -  世博广场', '530万', '单价28756元/平米')
('https://image1.ljcdn.com/441900-inspection/ae08c21d-07d0-4af1-b13d-4478f591729f.jpg.296x216.jpg', '锦绣旗峰 楼层好视野好 朝南向', '锦绣旗峰  | 3室2厅 | 132平米 | 北 东北 | 其他', '中楼层(共11层)塔楼  -  火炼树', '286万', '单价21667元/平米')
('', '卓越时代广场 1室1厅 75万', '卓越时代广场  | 1室1厅 | 36.33平米 | 南 | 其他', '高楼层(共27层)塔楼  -  世博广场', '75万', '单价20645元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadb1432da2-51d5-4169-9b00-7f25ec2a327f.jpg.296x216.jpg', '城区地铁口 金月湾250平方大错层 望整个花园', '金月湾花园  | 4室2厅 | 249.8平米 | 南 | 其他', '高楼层(共24层)塔楼  -  世博广场', '550万', '单价22018元/平米')
('https://image1.ljcdn.com/441900-inspection/fe028656-a66c-41fd-ad3e-b098ec96489d.jpg.296x216.jpg', '河畔蓝调55平一房，高楼层通风采光好，看房方便', '新世纪河畔广场  | 1室1厅 | 55.72平米 | 北 | 其他', '高楼层(共17层)塔楼  -  花园新村', '60万', '单价10769元/平米')
('', '东城万达公寓 精装修 保养好 好出租', '东城万达广场  | 1室0厅 | 50.3平米 | 南 | 其他', '中楼层(共21层)2015年建塔楼  -  世博广场', '82万', '单价16303元/平米')
('https://image1.ljcdn.com/441900-inspection/83916355-3679-4fa1-ac2e-6f932546e40a.jpg.296x216.jpg', '锦绣旗峰 标准三房 业主诚心出售', '锦绣旗峰  | 3室2厅 | 132平米 | 东北 | 其他', '低楼层(共11层)塔楼  -  火炼树', '220万', '单价16667元/平米')
('', '普装四房 很舒适房子 采光也好', '东泰花园裕华苑  | 4室2厅 | 123.25平米 | 南 | 其他', '中楼层(共11层)塔楼  -  东泰', '220万', '单价17850元/平米')
('https://image1.ljcdn.com/441900-inspection/80cee1f3-ccee-457d-92a1-15bc93daa74a.jpg.296x216.jpg', '业主是诚心放卖  带两个阳台 装修保养好', '光大景湖春天  | 4室2厅 | 130.96平米 | 西 | 其他', '中楼层(共5层)暂无数据  -  火炼树', '240万', '单价18327元/平米')
('https://image1.ljcdn.com/441900-inspection/4f376f35-87ef-453f-9b15-198d8b654920.jpg.296x216.jpg', '东城中心 4室2厅 330万', '东城中心  | 4室2厅 | 185平米 | 北 | 其他', '低楼层(共17层)塔楼  -  黄旗山', '330万', '单价17838元/平米')
('', '此房户型方正，视野开阔，家私齐全，拎包入住。', '新世纪星城美寓  | 1室1厅 | 53.69平米 | 西南 | 其他', '中楼层(共25层)塔楼  -  温塘', '72万', '单价13411元/平米')
('https://image1.ljcdn.com/441900-inspection/c99df58c-15e8-4be9-9e44-eecaa1b18bc0.jpg.296x216.jpg', '富雅花园 电梯1房可改两房（赠送12平方）购物停车方便', '富雅花园  | 1室1厅 | 61.7平米 | 西南 | 其他', '低楼层(共12层)塔楼  -  花园新村', '69万', '单价11184元/平米')
('https://image1.ljcdn.com/441900-inspection/c9da6697-5201-4822-9187-54e11f52d891.jpg.296x216.jpg', '河畔广场 电梯1房1厅 装修保养好 交通 入学 停车方便', '新世纪河畔广场  | 1室1厅 | 55平米 | 西南 | 其他', '中楼层(共17层)塔楼  -  花园新村', '55万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/ffca9e9f-2e13-4f2c-84c3-3678deb6e629.jpg.296x216.jpg', '花园小区  电梯洋房 地铁口物业', '联华花园城  | 3室2厅 | 135平米 | 南 | 其他', '中楼层(共16层)塔楼  -  上下桥', '250万', '单价18519元/平米')
('', '世纪银座 户型方正 实用两房 装修保养好', '世纪银座  | 2室2厅 | 126.22平米 | 东南 | 其他', '中楼层(共26层)塔楼  -  东平街', '230万', '单价18223元/平米')
('', '东田丽峰 1室1厅 110万', '东田丽峰  | 1室1厅 | 57平米 | 南 | 其他', '高楼层(共13层)2006年建塔楼  -  东平街', '110万', '单价19299元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload372bba50-02ec-4517-9be4-9b2193dfd8f4.jpg.296x216.jpg', '风云汇电梯居家2房 朝南 业主承担个人所得税', '东泰花园风云汇  | 2室2厅 | 75平米 | 西南 | 其他', '中楼层(共13层)塔楼  -  东泰', '135万', '单价18000元/平米')
('', '又一居独栋别墅 户型方正实用高，位置安静，采光充足', '东泰花园又一居   | 独栋别墅 | 5室2厅 | 239.19平米 | 南 | 其他', '1层暂无数据  -  东泰', '624万', '单价26089元/平米')
('https://image1.ljcdn.com/441900-inspection/a99a1845-c382-4263-9d49-a267af5457ba.jpg.296x216.jpg', '康怡居三房出售，业主是自住的，装修保养好。', '东泰花园康怡居  | 3室2厅 | 120平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  东泰', '210万', '单价17500元/平米')
('', '怡丰公寓 南向开间 带阳台 独立卫生间', '怡丰公寓  | 1室0厅 | 35.21平米 | 南 | 其他', '低楼层(共17层)塔楼  -  东泰', '75万', '单价21301元/平米')
('https://image1.ljcdn.com/441900-inspection/20007b43-3e28-4e8e-a327-352d41834bb7.jpg.296x216.jpg', '实用户型方正大三房，高楼层，采光通风好，视野开阔。', '怡丰映玥明轩  | 3室2厅 | 96.21平米 | 东 | 其他', '高楼层(共18层)塔楼  -  石井', '200万', '单价20788元/平米')
('https://image1.ljcdn.com/441900-inspection/67fe7321-2b61-46a8-83aa-7390e25c1cea.jpg.296x216.jpg', '业主自住，看房方便，赠送车位！！', '天骄峰景B区  | 4室1厅 | 80平米 | 西南 | 其他', '高楼层(共17层)塔楼  -  石井', '330万', '单价41250元/平米')
('https://image1.ljcdn.com/441900-inspection/ba7f9931-8281-4e0a-81ec-f0aaa40eb32c.jpg.296x216.jpg', '满五唯一 3房 南北通透，采光还可以，没有树挡着', '光大景湖春天  | 3室2厅 | 107.96平米 | 南 | 其他', '低楼层(共10层)塔楼  -  火炼树', '210万', '单价19452元/平米')
('https://image1.ljcdn.com/441900-inspection/ac520b34-817e-4ea2-9fb6-4f255f4787f7.jpg.296x216.jpg', '中惠华庭，精装三房，顶楼送平台花园，满五唯一，少税', '中惠华庭  | 3室2厅 | 146平米 | 西 | 其他', '高楼层(共11层)塔楼  -  东平街', '263万', '单价18014元/平米')
('', '大单间  装修风格好 拎包入住', '东城万达广场  | 1室1厅 | 57.2平米 | 东 | 其他', '高楼层(共21层)2015年建塔楼  -  世博广场', '102.9万', '单价17990元/平米')
('https://image1.ljcdn.com/441900-inspection/ce104224-09ca-4b63-bf11-df38f4bd51f3.jpg.296x216.jpg', '主山假日公寓 1室1厅 75万', '主山假日公寓  | 1室1厅 | 61.44平米 | 西 | 精装', '中楼层(共9层)塔楼  -  主山', '75万', '单价12208元/平米')
('https://image1.ljcdn.com/441900-inspection/6fdf7f46-8ecf-4d5c-9135-ef6e28c32f08.jpg.296x216.jpg', '阳光假日，绿化好 中高楼层， 南北对流 采光好', '中信阳光假日  | 3室2厅 | 99.9平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  东泰', '182万', '单价18219元/平米')
('https://image1.ljcdn.com/441900-inspection/d12cc4a9-050f-4038-8c9c-ca73f67e2778.jpg.296x216.jpg', '很便利。业主全部红木装修高楼层光线很好，配套齐全', '侨苑山庄  | 4室2厅 | 142平米 | 南 | 其他', '高楼层(共11层)塔楼  -  上下桥', '220万', '单价15493元/平米')
('https://image1.ljcdn.com/441900-inspection/38acf108-5823-4d80-bda2-f88276e7e07d.jpg.296x216.jpg', '此房南北通透，装修保养好，采光充足，满五唯一。', '朝阳苑  | 5室2厅 | 186平米 | 南 北 | 其他', '低楼层(共18层)2009年建塔楼  -  石井', '360万', '单价19355元/平米')
('', '房为轻轨口物业，70年产权 保养好', '鼎峰卡布斯  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  东泰', '105万', '单价21000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload8b23cd9a-d265-4e21-8b11-6036612fb861.jpg.296x216.jpg', '-1楼车位，无证税费少交易便利，此车位是子母车位。', '中信凯旋城  | 车位 | 22平米 | 南', '暂无数据  -  东泰', '48万', '单价21819元/平米')
('https://image1.ljcdn.com/441900-inspection/d7da95dd-5b76-4ac7-8ed5-69b7ee4ed3ef.jpg.296x216.jpg', '标准电梯三房，通透户型，采光通风，保养好！', '怡丰都市广场  | 2室3厅 | 133平米 | 南 | 精装', '低楼层(共11层)塔楼  -  东泰', '260万', '单价19549元/平米')
('https://image1.ljcdn.com/441900-inspection/bc3da69d-6e9c-446b-b202-589ecea65e56.jpg.296x216.jpg', '明苑大厦 精装高层两房 户型方正 采光通风好', '明苑大厦  | 1室0厅 | 43.85平米 | 东 | 其他', '中楼层(共12层)塔楼  -  火炼树', '72万', '单价16420元/平米')
