('https://image1.ljcdn.com/320500-inspection/test-7c6e955e-07fd-4d9f-bddf-e9cf559b50ad.png.296x216.jpg', '南北大三房，精装修，家具家电全留，有钥匙，有车位', '中海御景湾  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '266万', '单价22736元/平米')
('https://image1.ljcdn.com/320500-inspection/a12cfbeb-0662-49bd-ac31-c553831a589f.jpg.296x216.jpg', '虹桥路12号 2室1厅 97万', '虹桥路12号  | 2室1厅 | 51平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1983年建板楼  -  金门', '97万', '单价19020元/平米')
('https://image1.ljcdn.com/320500-inspection/52b1a8d1-9c2e-40a0-ad2c-327675e57264.jpg.296x216.jpg', '三元一村 1室1厅 65万', '三元一村  | 1室1厅 | 39.5平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  金门', '65万', '单价16456元/平米')
('https://image1.ljcdn.com/320500-inspection/test-71e552fd-f290-42b6-ad02-37b6af922bad.png.296x216.jpg', '彩香一村四区 2室1厅 116万', '彩香一村四区  | 2室1厅 | 54.5平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  石路', '116万', '单价21285元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e670a90a-43bf-4a99-9fa3-b5e75a0587df.png.296x216.jpg', '天裕人家3区通透四房，满两年，赠送36平。', '中梁天御三区  | 4室2厅 | 118平米 | 南 北 | 精装 | 有电梯', '中楼层(共25层)2014年建板楼  -  平江新城', '450万', '单价38136元/平米')
('https://image1.ljcdn.com/320500-inspection/test-945d04fd-9e8b-4ea4-92a6-7ae41ecca587.png.296x216.jpg', '苏大附一院 苏锦二村北区 自住 位置好 采光佳', '苏锦二村北区  | 2室1厅 | 63.9平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  平江新城', '148万', '单价23162元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170326/5488a2fa-b1a2-482d-ad9f-bc0674b4ee4a.jpg.296x216.jpg', '富强新苑二区 5室3厅 290万', '富强新苑二区  | 5室3厅 | 187.18平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共5层)2000年建板楼  -  金阊新城', '290万', '单价15494元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cdf2b12f-bc37-415b-b41e-d331cb4054b0.png.296x216.jpg', '水韵新苑 3室2厅 286万', '水韵新苑  | 3室2厅 | 126平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2005年建板楼  -  胥江', '286万', '单价22699元/平米')
('https://image1.ljcdn.com/320500-inspection/test-eb12a18d-0e6e-4d59-9f82-cc74e637a9b0.png.296x216.jpg', '世茂运河城和茂苑二期 2室2厅 230万', '世茂运河城和茂苑二期  | 2室2厅 | 88平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2016年建板楼  -  沧浪新城', '230万', '单价26137元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cf42ae85-74b6-4e6d-8cdb-b10d15c20e2e.png.296x216.jpg', '宝石御景园 2室2厅 266万', '宝石御景园  | 2室2厅 | 97.21平米 | 南 | 其他 | 有电梯', '低楼层(共8层)2008年建板楼  -  金门', '266万', '单价27364元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d6f92ca1-f229-45d7-ac6d-876bd2943fda.png.296x216.jpg', '天筑家园北区 大三房 精装自住三房 诚心出售', '天筑家园北区  | 3室2厅 | 149.6平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  平江新城', '350万', '单价23396元/平米')
('https://image1.ljcdn.com/320500-inspection/test-07a310d8-2ae0-450c-b85f-623e945dc3d3.png.296x216.jpg', '蕴秀园 3室2厅 340万', '蕴秀园  | 3室2厅 | 110平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2002年建板楼  -  平江路', '340万', '单价30910元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170521/4a20ccea-acaa-4948-afe8-75b9ccd67973.jpg.296x216.jpg', '三元三村 2室2厅 145万', '三元三村  | 2室2厅 | 76平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  金门', '145万', '单价19079元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadeb24b65e-f5e5-48df-bc57-6e6f67833da9.jpg.296x216.jpg', '潼泾新村 1室1厅 72万', '潼泾新村  | 1室1厅 | 41.58平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  胥江', '72万', '单价17317元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload67de9740-421b-4e0c-8b66-c423c70e0d58.jpg.296x216.jpg', '齐门新村 1室1厅 76万', '齐门新村  | 1室1厅 | 46.5平米 | 南 | 简装 | 无电梯', '低楼层(共4层)2000年建板楼  -  齐门', '76万', '单价16345元/平米')
('https://image1.ljcdn.com/320500-inspection/test-61bf8571-5f4b-41ef-81c1-b3338c647c09.png.296x216.jpg', '三元三村 2室1厅 128万', '三元三村  | 2室1厅 | 58平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  金门', '128万', '单价22069元/平米')
('https://image1.ljcdn.com/320500-inspection/test-de7ca18e-ac64-4685-95e8-e9194fcac7d1.png.296x216.jpg', '锦沧名苑 3室2厅 430万', '锦沧名苑  | 3室2厅 | 129平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2010年建板楼  -  沧浪新城', '430万', '单价33334元/平米')
('https://image1.ljcdn.com/320500-inspection/test-02956d80-f9e2-4186-a5b6-832de5f02a0e.png.296x216.jpg', '三香新村 3室1厅 109万', '三香新村  | 3室1厅 | 62平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  胥江', '109万', '单价17581元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c1ef6b1d-a1c2-4a96-98cc-8608785bd8ce.png.296x216.jpg', '干将东路散盘 2室2厅 133万', '干将东路散盘  | 2室2厅 | 67平米 | 南 | 简装', '高楼层(共7层)板楼  -  观前街', '133万', '单价19851元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b2c72fc7-46e0-4cda-abe4-4b4fe74e4d71.png.296x216.jpg', '现代花园 2室1厅 122万', '现代花园  | 2室1厅 | 62平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1998年建板楼  -  葑门', '122万', '单价19678元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a5c7df1d-7d3a-4c8a-a810-75381940e82d.png.296x216.jpg', '金之枫花园 2室2厅 183万', '金之枫花园  | 2室2厅 | 83平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1998年建板楼  -  金门', '183万', '单价22049元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b6784f30-6330-435b-aa37-4364a66ae826.png.296x216.jpg', '永林二区 3室2厅 301万', '永林二区  | 3室2厅 | 134平米 | 南 | 其他 | 无电梯', '低楼层(共3层)1990年建板楼  -  娄门', '301万', '单价22463元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6ccb9ee1-1bea-40c1-a5dc-09836dc34074.png.296x216.jpg', '三元四村 2室1厅 132万', '三元四村  | 2室1厅 | 61平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  金门', '132万', '单价21640元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ea3a9488-39d1-4569-afb2-e2b907fa83cd.png.296x216.jpg', '新天地南区  精装自住顶楼复式  带汽车库和自行车库', '新天地家园南区  | 3室2厅 | 101平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  平江新城', '235万', '单价23268元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c61e7be2-55e6-4314-80c4-fbd7f88f405e.png.296x216.jpg', '长盛花园 3室2厅 254万', '长盛花园  | 3室2厅 | 127平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2001年建板楼  -  留园西园', '254万', '单价20000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180112/f80ce07a-c7f0-4c22-849d-68090c87f7ec.jpg.296x216.jpg', '联排别墅边户，园林式建筑，地上两层', '桐芳苑   | 联排别墅 | 4室2厅 | 240平米 | 南 | 精装 | 无电梯', '2层2001年建板楼  -  齐门', '850万', '单价35417元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload5b0a7274-75ab-4cc3-8a8c-5435191f8e2e.jpg.296x216.jpg', '彩香一村二区 2室1厅 90万', '彩香一村二区  | 2室1厅 | 50.6平米 | 南 | 简装 | 无电梯', '6层1982年建板楼  -  金门', '90万', '单价17787元/平米')
('https://image1.ljcdn.com/320500-inspection/test-47c03df3-04ba-40e9-bd00-2039bb6b3a09.png.296x216.jpg', '天然氧吧 品质小区 阳光美地改善大四房 欢迎垂询', '阳光美地花园  | 4室2厅 | 140平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2009年建板楼  -  平江新城', '312万', '单价22286元/平米')
('https://image1.ljcdn.com/320500-inspection/21ff3a6d-26f7-4617-90bb-5a0424d314b7.jpg.296x216.jpg', '富强新苑二区 4室2厅 175万', '富强新苑二区  | 4室2厅 | 131平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2000年建板楼  -  金阊新城', '175万', '单价13359元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2e91c003-5e1a-48a5-9914-fec7fdb104cc.png.296x216.jpg', '彩香二村 2室2厅 94万', '彩香二村  | 2室2厅 | 52.46平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  金门', '94万', '单价17919元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e3424661-8e54-4a07-9890-3a702675b19e.png.296x216.jpg', '苏站路火车站旁 经典三房户型 两房朝南 诚心出售', '齐门人家  | 3室1厅 | 126.46平米 | 南 北 | 简装 | 有电梯', '低楼层(共30层)2015年建塔楼  -  平江新城', '284万', '单价22458元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a1f5e3c3-de39-425b-98e6-351d4910ffe0.png.296x216.jpg', '三元二村 3室1厅 149万', '三元二村  | 3室1厅 | 60.88平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  金门', '149万', '单价24475元/平米')
('https://image1.ljcdn.com/320500-inspection/800a8919-f09a-41cf-8bb7-a13c686153b9.jpg.296x216.jpg', '盘景苑 4室2厅 420万', '盘景苑  | 4室2厅 | 200.33平米 | 南 | 其他 | 无电梯', '高楼层(共5层)板楼  -  胥江', '420万', '单价20966元/平米')
('https://image1.ljcdn.com/320500-inspection/test-64ab8b64-71ee-4ef7-b913-e59f98222a6b.png.296x216.jpg', '石幢弄社区 5室2厅 268万', '石幢弄社区  | 5室2厅 | 89.6平米 | 南 | 简装 | 无电梯', '低楼层(共3层)板楼  -  桃花坞', '268万', '单价29911元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2048e3fd-cdfa-4375-aaae-733c20eada34.png.296x216.jpg', '金都名苑 3室2厅 330万', '金都名苑  | 3室2厅 | 126.7平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  金门', '330万', '单价26046元/平米')
('https://image1.ljcdn.com/320500-inspection/test-10e4ac8c-0de0-4498-9198-76ff28ac28ea.png.296x216.jpg', '普通住宅，可读书，贷款，迁户口，贷款！租金2300起！', '建瑞广场  | 1室1厅 | 45.16平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2006年建板楼  -  金门', '46万', '单价10187元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2b7a5fa7-7ed8-4dba-86ad-f43e42ce6096.png.296x216.jpg', '桐馨苑 2室2厅 151万', '桐馨苑  | 2室2厅 | 74平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1998年建板楼  -  胥江', '151万', '单价20406元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9a88b958-eff9-4aef-adfe-f349e106c4db.png.296x216.jpg', '菱塘新村二区 3室2厅 215万', '菱塘新村二区  | 3室2厅 | 109.5平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1998年建板楼  -  金门', '215万', '单价19635元/平米')
('https://image1.ljcdn.com/320500-inspection/test-996d4abd-10a4-424b-8f63-4874e8a13881.png.296x216.jpg', '南园南路散盘 3室1厅 205万', '南园南路散盘  | 3室1厅 | 93平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  南门', '205万', '单价22044元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6e8cb697-1ee9-4b1b-82fe-71450ef8a6e1.png.296x216.jpg', '景运家园 3室2厅 337万', '景运家园  | 3室2厅 | 161.69平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2004年建板楼  -  胥江', '337万', '单价20843元/平米')
('https://image1.ljcdn.com/320500-inspection/b8953fb8-08c9-4b8c-8158-dbde2d044782.jpg.296x216.jpg', '建瑞广场 1室1厅 62万', '建瑞广场  | 1室1厅 | 45平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2006年建板楼  -  金门', '62万', '单价13778元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a3279274-7f75-46f5-9033-613ad884788e.png.296x216.jpg', '新南环新村一组团 2室2厅 150万', '新南环新村一组团  | 2室2厅 | 65.42平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建板楼  -  南门', '150万', '单价22929元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6c0f584e-049d-41f6-8a17-a129bead9d01.png.296x216.jpg', '三元二村 2室1厅 121万', '三元二村  | 2室1厅 | 57.93平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1992年建板楼  -  金门', '121万', '单价20888元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0fa822fe-9477-43f6-8c37-ed1ae083fb10.png.296x216.jpg', '百年善耕旁 大观花园 117平三房两卫 满五年省税！', '大观花园  | 3室2厅 | 117平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2010年建板楼  -  平江新城', '305万', '单价26069元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6a0148fe-a8e3-4e47-88cb-d3c7b31f62ef.png.296x216.jpg', '世茂运河城尚运苑 2室2厅 260万', '世茂运河城尚运苑  | 2室2厅 | 85.79平米 | 南 | 其他 | 有电梯', '低楼层(共32层)塔楼  -  沧浪新城', '260万', '单价30307元/平米')
('https://image1.ljcdn.com/320500-inspection/fc9d52a3-5f58-431e-91f3-15f23f5791f4.jpg.296x216.jpg', '近地铁口 诚意出售 出行方便 随时可签', '喜临门商业广场  | 3室2厅 | 107平米 | 南 | 其他 | 有电梯', '中楼层(共14层)2014年建板楼  -  平江新城', '245万', '单价22898元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b18175f3-f309-45ad-8fa8-427f09f6a590.png.296x216.jpg', '苏大附医万达旁 仲雅苑北正统小三房 拎包入住家电全送', '仲雅苑北区  | 3室2厅 | 94平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  平江新城', '225万', '单价23937元/平米')
('https://image1.ljcdn.com/320500-inspection/test-188ee5a6-ede0-4f47-9a21-a4e30d79221f.png.296x216.jpg', '中天品苑东区 3室2厅 400万', '中天品苑东区  | 3室2厅 | 140平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  留园西园', '400万', '单价28572元/平米')
('https://image1.ljcdn.com/320500-inspection/test-23138562-86e9-4c21-936d-2fa2fdc53951.png.296x216.jpg', '金塘新村 2室1厅 96万', '金塘新村  | 2室1厅 | 61.2平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  胥江', '96万', '单价15687元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bb71d156-a71c-494e-9460-e58db6e48bf0.png.296x216.jpg', '金门路692号 2室1厅 160万', '金门路692号  | 2室1厅 | 87.88平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  金门', '160万', '单价18207元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ee7cfba5-e854-4b68-86fe-73f43a87f0a4.png.296x216.jpg', '朗诗相门绿郡 3室2厅 550万', '朗诗相门绿郡  | 3室2厅 | 134平米 | 东 | 其他 | 有电梯', '高楼层(共15层)2016年建板楼  -  苏州大学', '550万', '单价41045元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a8759140-4346-4730-b757-9864e1da30c4.png.296x216.jpg', '奥体中心公寓 4室2厅 265万', '奥体中心公寓  | 4室2厅 | 170平米 | 南 | 简装 | 有电梯', '中楼层(共13层)2005年建板楼  -  胥江', '265万', '单价15589元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b1f524d2-607d-492f-9321-5478d0ab1092.png.296x216.jpg', '苏州世茂广场 2室1厅 110万', '苏州世茂广场  | 2室1厅 | 48平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2013年建板楼  -  沧浪新城', '110万', '单价22917元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload6877b334-6e03-4728-a219-53188edf2ab1.jpg.296x216.jpg', '里河新村（五六七八村） 1室1厅 75万', '里河新村（五六七八村）  | 1室1厅 | 44.76平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  葑门', '75万', '单价16757元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a77e790b-b012-4a03-b42e-91817ad1f99f.png.296x216.jpg', '三元四村 2室1厅 135万', '三元四村  | 2室1厅 | 64.61平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  金门', '135万', '单价20895元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9c0dd68c-3c2e-4ed5-89f7-6fbe61ee0795.png.296x216.jpg', '葑门路散盘 4室2厅 255万', '葑门路散盘  | 4室2厅 | 152平米 | 南 | 精装 | 无电梯', '高楼层(共5层)板楼  -  葑门', '255万', '单价16777元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e84d2922-a874-48b0-9318-2526e00bbbd9.png.296x216.jpg', '全明三房客厅朝南 精装修保养好 家具家电齐全 带车位', '佳安别院  | 3室2厅 | 104平米 | 南 | 其他 | 无电梯', '中楼层(共4层)1998年建板楼  -  南门', '320万', '单价30770元/平米')
('https://image1.ljcdn.com/320500-inspection/test-388fcb70-62b5-43a9-a2f7-8857cf35b953.png.296x216.jpg', '中海御景湾 3室2厅 188万', '中海御景湾  | 3室2厅 | 88.94平米 | 南 | 其他 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '188万', '单价21138元/平米')
('https://image1.ljcdn.com/320500-inspection/test-634cc7c1-7ac2-4500-bf70-d219d8d2d73f.png.296x216.jpg', '1房1卫，可以纯公积金贷款，中间楼层，有钥匙随时', '挹秀新村  | 1室1厅 | 44.45平米 | 西南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  平江新城', '72万', '单价16198元/平米')
('https://image1.ljcdn.com/320500-inspection/test-04fb6c83-f9d6-4816-a191-732f9106fc1b.png.296x216.jpg', '锦书清华里 4室3厅 388万', '锦书清华里  | 4室3厅 | 110.69平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2005年建板楼  -  苏州大学', '388万', '单价35053元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bd26c1f1-71ae-4f85-9305-f48e7be75d85.png.296x216.jpg', '南山金城1958 3室2厅 182万', '南山金城1958  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2009年建板楼  -  金阊新城', '182万', '单价20682元/平米')
('https://image1.ljcdn.com/320500-inspection/test-34a8ed95-fb30-4990-9f0f-92bef151d885.png.296x216.jpg', '春馨园A区 2室1厅 102万', '春馨园A区  | 2室1厅 | 58.74平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2015年建板楼  -  留园西园', '102万', '单价17365元/平米')
('https://image1.ljcdn.com/320500-inspection/test-69886339-315a-4463-a65c-7101df521adf.png.296x216.jpg', '前排 精装拎包入住 采光刺眼 看房方便 诚心出售', '中锐姑苏尚城  | 3室2厅 | 118.37平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2015年建板楼  -  平江新城', '380万', '单价32103元/平米')
('https://image1.ljcdn.com/320500-inspection/test-99224509-4e7a-41b1-b9d2-c9c81a3e3fb3.png.296x216.jpg', '房东诚意出售，精装自住，看房方便！！！', '富强新苑二区  | 3室1厅 | 94平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2000年建板楼  -  金阊新城', '164万', '单价17447元/平米')
('https://image1.ljcdn.com/320500-inspection/test-21bc5ab7-b531-464f-af13-decea9e9c542.png.296x216.jpg', '创智赢家 3室2厅 350万', '创智赢家  | 3室2厅 | 166平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2003年建平房  -  葑门', '350万', '单价21085元/平米')
('https://image1.ljcdn.com/320500-inspection/9539896e-9d9b-4553-803a-658f4ae25516.jpg.296x216.jpg', '钟楼新村 2室1厅 92万', '钟楼新村  | 2室1厅 | 39.26平米 | 南 | 其他 | 无电梯', '中楼层(共4层)1996年建板楼  -  十全街', '92万', '单价23434元/平米')
('https://image1.ljcdn.com/320500-inspection/test-07c0d58b-bc9e-48a5-b8d5-fdc426bc0759.png.296x216.jpg', '杨枝北苑 2室2厅 168万', '杨枝北苑  | 2室2厅 | 83平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  葑门', '168万', '单价20241元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171023/64162ddc-cba3-4f3b-b57e-85200e5086be.jpg.296x216.jpg', '创智赢家 5室2厅 490万', '创智赢家  | 5室2厅 | 226平米 | 暂无数据 | 简装 | 有电梯', '高楼层(共25层)2003年建塔楼  -  葑门', '490万', '单价21682元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d8c287cf-19dd-44b0-b34e-33ba017eb693.png.296x216.jpg', '新上齐门人家 干净清爽 高层采光无遮挡 俯瞰苏州城', '齐门人家  | 3室1厅 | 94.13平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2016年建塔楼  -  平江新城', '212万', '单价22523元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7bf16d85-9bcb-45ca-8b5c-5665be954b85.png.296x216.jpg', '广济公寓 3室1厅 165万', '广济公寓  | 3室1厅 | 92.78平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1997年建板楼  -  留园西园', '165万', '单价17785元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0cf8fbc9-be60-4dd2-bf08-bddd513a883c.png.296x216.jpg', '中海胥江府 5室3厅 635万', '中海胥江府  | 5室3厅 | 246平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2010年建板楼  -  胥江', '635万', '单价25814元/平米')
('https://image1.ljcdn.com/320500-inspection/test-77259fac-a675-4dbb-b06a-9acb09d9d4c9.png.296x216.jpg', '解放新村 3室1厅 175万', '解放新村  | 3室1厅 | 95.18平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  胥江', '175万', '单价18387元/平米')
('https://image1.ljcdn.com/320500-inspection/test-48edbab1-eb16-493c-84c7-a4f8ba5a35f5.png.296x216.jpg', '友联二村 1室1厅 96万', '友联二村  | 1室1厅 | 49平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  沧浪新城', '96万', '单价19592元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c27a20fb-3fc9-4aa7-9b93-4b3d5e19e29b.png.296x216.jpg', '东环新村 2室1厅 108万', '东环新村  | 2室1厅 | 54.3平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1983年建板楼  -  娄门', '108万', '单价19890元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a8e774dd-4e90-4f38-beb9-e91971b27276.png.296x216.jpg', '金帝名园 3室2厅 320万', '金帝名园  | 3室2厅 | 134.16平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2008年建板楼  -  胥江', '320万', '单价23853元/平米')
('https://image1.ljcdn.com/320500-inspection/test-be33a08d-16db-497f-a1eb-37d77df50d1e.png.296x216.jpg', '彩香一村三区 3室2厅 192万', '彩香一村三区  | 3室2厅 | 104.6平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1992年建板楼  -  金门', '192万', '单价18356元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload9de1306d-c4ca-4e3d-8fa7-913810078cb6.jpg.296x216.jpg', '解放新村 2室1厅 90万', '解放新村  | 2室1厅 | 54平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  胥江', '90万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2c1bf18d-5e5c-4c62-a190-767fc87b973b.png.296x216.jpg', '翠园新村 3室1厅 215万', '翠园新村  | 3室1厅 | 77平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  南门', '215万', '单价27923元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170530/96e45abd-3108-4543-9070-3465120dd769.jpg.296x216.jpg', '现代花园 2室1厅 105万', '现代花园  | 2室1厅 | 53.97平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共5层)1995年建板楼  -  葑门', '105万', '单价19456元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c7ab0b98-2cb9-484a-8fea-5c9c2befaab2.png.296x216.jpg', '网师花苑 2室2厅 368万', '网师花苑  | 2室2厅 | 105.44平米 | 南 | 其他 | 无电梯', '低楼层(共4层)2002年建板楼  -  十全街', '368万', '单价34902元/平米')
('https://image1.ljcdn.com/320500-inspection/test-86e7a75b-b829-49aa-a59a-0ad83d953721.png.296x216.jpg', '汇翠花园+满五+可接受置换买房+房型好+送独库', '汇翠花园  | 3室2厅 | 117.7平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2005年建板楼  -  平江新城', '226万', '单价19202元/平米')
('https://image1.ljcdn.com/320500-inspection/test-995cf5ac-95fc-4596-9b5a-e7e94f8c70c1.png.296x216.jpg', '东大街12号院 3室2厅 240万', '东大街12号院  | 3室2厅 | 106平米 | 暂无数据 | 简装 | 无电梯', '中楼层(共4层)1997年建板楼  -  南门', '240万', '单价22642元/平米')
('https://image1.ljcdn.com/320500-inspection/test-17d36d7d-39d3-4b48-ba8f-462bb053a55b.png.296x216.jpg', '带城桥下塘16号 2室1厅 147万', '带城桥下塘16号  | 2室1厅 | 51.66平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2000年建板楼  -  十全街', '147万', '单价28456元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b501526c-d253-431f-96a0-9d41f35cc827.png.296x216.jpg', '精装两房  南北通透  配套完善', '星光耀花园  | 2室2厅 | 72.25平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2016年建板楼  -  金阊新城', '165万', '单价22838元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0679b8e4-73c3-4e8b-8d68-e18d1254c06c.png.296x216.jpg', '锦月新居 顶楼复式 采光好 带自行车库', '苏锦一村  | 4室2厅 | 186平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1997年建板楼  -  平江新城', '310万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/be8ad1a8-6541-4182-b03c-cacf010dbfde.jpg.296x216.jpg', '园区姑苏交界 次新小区 两房朝南 精装修 诚心出售', '嘉裕花园  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2013年建板楼  -  平江新城', '199万', '单价22614元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d3fd0aa2-cd32-4bb7-b6c4-e4859e873a98.png.296x216.jpg', '现代花园 3室3厅 235万', '现代花园  | 3室3厅 | 135平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2004年建板楼  -  葑门', '235万', '单价17408元/平米')
