('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/340c5d63-aa62-4fa7-98c5-cc59c811bee9.jpg.296x216.jpg', '雅居乐物业 二期大三房 高楼层 视野好 纯毛坯装修灵活', '雅居乐滨江国际二期  | 3室2厅 | 133.71平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2017年建板楼  -  江浦街道', '420万', '单价31412元/平米')
('https://image1.ljcdn.com/320100-inspection/d164826f-2782-4902-adbc-72345bbfa4c4.jpg.296x216.jpg', '南北通透，视野开阔，交通便利，品牌开发商。', '万科璞悦山  | 3室2厅 | 83.58平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2016年建板楼  -  浦口其它', '258万', '单价30869元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload884d59ff-2df0-430e-b6c3-286a33b8e7ef.jpg.296x216.jpg', '交通便利 户型方正 视野宽阔 拎包入住', '天润城第十四街区  | 3室2厅 | 85.56平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2012年建板楼  -  桥北', '212万', '单价24778元/平米')
('https://image1.ljcdn.com/320100-inspection/test-22df12d1-535d-47fd-8825-2e26346245fd.png.296x216.jpg', '威尼斯水城第十四街区 2室2厅 189万', '威尼斯水城第十四街区  | 2室2厅 | 87.63平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  桥北', '189万', '单价21568元/平米')
('https://image1.ljcdn.com/320100-inspection/8640a8eb-9583-4a89-931d-3241959d55ce.jpg.296x216.jpg', '大华锦绣华城临江苑 3室2厅 270万', '大华锦绣华城临江苑  | 3室2厅 | 117.56平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '270万', '单价22967元/平米')
('https://image1.ljcdn.com/320100-inspection/b0e1f18e-a1b3-423b-ae05-f6ea5633ce0c.JPG.296x216.jpg', '此房位于扬子江隧道口，设施配套齐全，交通生活便捷', '阳光帝景  | 4室2厅 | 170.29平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2014年建板楼  -  顶山街道', '380万', '单价22315元/平米')
('https://image1.ljcdn.com/320100-inspection/3e3b210b-ed51-4e52-8fa1-183420494389.jpg.296x216.jpg', '天润城第十六街区北区 3室2厅 226万', '天润城第十六街区北区  | 3室2厅 | 113.46平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2014年建板塔结合  -  桥北', '226万', '单价19919元/平米')
('https://image1.ljcdn.com/320100-inspection/638f235b-e101-45de-8468-b0a914993589.JPG.296x216.jpg', '铭人丽岛小三房 婚装 采光好 拎包入住', '铭人丽岛  | 3室2厅 | 98.18平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  桥北', '218万', '单价22205元/平米')
('https://image1.ljcdn.com/320100-inspection/c3a404c8-7635-42ff-8afd-4ce0ace703e0.jpg.296x216.jpg', '明发云庭 3室2厅 300万', '明发云庭  | 3室2厅 | 117.81平米 | 南 北 | 其他', '中楼层(共11层)2017年建板楼  -  江浦街道', '300万', '单价25465元/平米')
('https://image1.ljcdn.com/320100-inspection/beb42659-a7bc-4abf-a23c-768ffa5f5ecd.JPG.296x216.jpg', '威尼斯水城第六街区 3室2厅 275万', '威尼斯水城第六街区  | 3室2厅 | 118.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  桥北', '275万', '单价23207元/平米')
('https://image1.ljcdn.com/320100-inspection/eba24bd4-5944-40c9-bcb9-41b4b8e80bc7.JPG.296x216.jpg', '新小区 环境好 配套齐全 适宜人居的精品住宅', '大华锦绣华城香鸢美颂  | 3室2厅 | 89.01平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2013年建板塔结合  -  桥北', '320万', '单价35952元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a2d55519-184b-462e-95d6-62a0a518654e.png.296x216.jpg', '新小区  混装  高楼层 交通便利', '朗诗未来街区二期  | 3室1厅 | 73.63平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2016年建板塔结合  -  高新区', '175万', '单价23768元/平米')
('https://image1.ljcdn.com/320100-inspection/62dfd526-0951-4809-929f-88ca6e9a5c1f.JPG.296x216.jpg', '纬三隧道口华润国际社区，采光充足 业主诚售', '华润国际社区  | 3室2厅 | 89.54平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  顶山街道', '305万', '单价34063元/平米')
('https://image1.ljcdn.com/320100-inspection/13a79ab0-ada5-4245-8f3e-e171de396a4b.jpg.296x216.jpg', '户型方正 青奥体育公园 高楼层 三开间朝南 采光好', '保利西江月  | 3室1厅 | 86.89平米 | 南 北 | 毛坯', '中楼层(共34层)2017年建板塔结合  -  江浦街道', '300万', '单价34527元/平米')
('https://image1.ljcdn.com/320100-inspection/1d20b3ac-15ce-4854-98d3-7dd6d0e723b9.JPG.296x216.jpg', '铁桥小区 2室1厅 125万', '铁桥小区  | 2室1厅 | 54平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2007年建板楼  -  泰山街道', '125万', '单价23149元/平米')
('https://image1.ljcdn.com/320100-inspection/3420e85f-5f54-488c-a19f-906535b4bfc1.JPG.296x216.jpg', '世茂荣里 3室2厅 236万', '世茂荣里  | 3室2厅 | 89平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共18层)板楼  -  顶山街道', '236万', '单价26517元/平米')
('https://image1.ljcdn.com/320100-inspection/2fe7b161-a836-4ee7-bade-8b0ef25c4c54.JPG.296x216.jpg', '恒辉翡翠花园 3室2厅 215万', '恒辉翡翠花园  | 3室2厅 | 98平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2011年建板楼  -  桥北', '215万', '单价21939元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4d845d25-823f-4d5b-8b71-754794204794.png.296x216.jpg', '天润城第七街区 2室2厅 188万', '天润城第七街区  | 2室2厅 | 93.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  桥北', '188万', '单价20086元/平米')
('https://image1.ljcdn.com/320100-inspection/adeba69e-13bd-41ea-bea6-7209837cc5a3.jpg.296x216.jpg', '天润城第十一街区 3室2厅 245万', '天润城第十一街区  | 3室2厅 | 104.63平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2010年建板塔结合  -  桥北', '245万', '单价23416元/平米')
('https://image1.ljcdn.com/320100-inspection/d4d7bb3c-d586-4cdd-855d-8d5065db2d66.jpg.296x216.jpg', '泰来苑 3室2厅 187万', '泰来苑  | 3室2厅 | 117.82平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2014年建板楼  -  泰山街道', '187万', '单价15872元/平米')
('https://image1.ljcdn.com/320100-inspection/9529b928-1a93-4db2-8611-bd6bc5636de6.jpg.296x216.jpg', '此房位于小区边缘 楼前无任何遮挡 正规三房', '正荣润锦城  | 3室2厅 | 86.55平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2017年建塔楼  -  江浦街道', '319万', '单价36858元/平米')
('https://image1.ljcdn.com/320100-inspection/4b97f2a0-fb82-4904-95c4-7abe39f05b49.jpg.296x216.jpg', '中海万锦熙岸一期 3室2厅 275万', '中海万锦熙岸一期  | 3室2厅 | 108.6平米 | 南 北 | 精装 | 有电梯', '低楼层(共26层)2014年建板楼  -  江浦街道', '275万', '单价25323元/平米')
('https://image1.ljcdn.com/320100-inspection/9cf053f9-971c-4168-81f0-1ec4f70540f4.JPG.296x216.jpg', '威尼斯三房 前后无遮 视野开阔 出行便利', '威尼斯水城第四街区  | 3室2厅 | 115.86平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '272万', '单价23477元/平米')
('https://image1.ljcdn.com/320100-inspection/46c8681c-8352-4adf-acd8-70dd008331b7.jpg.296x216.jpg', '海润枫景家园 2室2厅 170万', '海润枫景家园  | 2室2厅 | 85平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  泰山街道', '170万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/f06f42e3-ab31-40a8-99fe-3c2bc5bf0431.jpg.296x216.jpg', '中间楼层 无遮挡 采光好 视野好', '力标赞城  | 2室1厅 | 74平米 | 南 | 其他', '中楼层(共11层)2018年建板楼  -  浦口其它', '158万', '单价21352元/平米')
('https://image1.ljcdn.com/320100-inspection/test-efeaddaf-ce9b-4533-bce8-9c2dc6898e12.png.296x216.jpg', '户型方正 绿城物业 环境好 户型方正 采光充足', '明发香山郡  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2017年建板塔结合  -  江浦街道', '249万', '单价22036元/平米')
('https://image1.ljcdn.com/320100-inspection/6f3819c9-cc6c-48dd-bd6f-486da9bfc5bd.JPG.296x216.jpg', '明发经典楼楼 3房   业主信任链家 诚售', '明发滨江新城二期  | 3室2厅 | 118.81平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '295万', '单价24830元/平米')
('https://image1.ljcdn.com/320100-inspection/62d12b94-c84c-427a-954d-600487cb8d92.jpg.296x216.jpg', '采光无遮挡 视野开阔 业主诚心出售', '中海万锦熙岸一期  | 3室1厅 | 95平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2014年建板楼  -  江浦街道', '266万', '单价28000元/平米')
('https://image1.ljcdn.com/320100-inspection/22003297-f883-4732-9dc0-664b9d81906b.jpg.296x216.jpg', '旭日爱上城三区 适宜居住 视野开阔', '旭日爱上城第三区  | 3室2厅 | 138.5平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共10层)2010年建板楼  -  桥北', '380万', '单价27437元/平米')
('https://image1.ljcdn.com/320100-inspection/78446dd5-daeb-40b1-8599-41357a5b1487.jpg.296x216.jpg', '采光充足 视野开阔 边户 随时看房', '亚东滨江和园  | 1室1厅 | 54.45平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)2013年建塔楼  -  江浦街道', '128万', '单价23508元/平米')
('https://image1.ljcdn.com/320100-inspection/test-6739721e-001b-4c33-870c-946c1704308a.png.296x216.jpg', '大华锦绣华城 爱美颂 中间楼层 精装修', '大华锦绣华城爱美颂  | 3室2厅 | 79.17平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2013年建板塔结合  -  桥北', '240万', '单价30315元/平米')
('https://image1.ljcdn.com/320100-inspection/305a9f1b-90f8-47d9-8827-082c1fb1e1f1.jpg.296x216.jpg', '天润城三房  采光佳 三室两厅一厨一卫。', '天润城第一街区  | 3室2厅 | 113.54平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '225万', '单价19817元/平米')
('https://image1.ljcdn.com/320100-inspection/01215804-839e-4c9a-8c46-75d917121a36.JPG.296x216.jpg', '双卧朝南 采光充足 交通方便 户型方正', '金城丽景北区  | 3室2厅 | 112平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2012年建塔楼  -  桥北', '280万', '单价25000元/平米')
('https://image1.ljcdn.com/320100-inspection/c9050ccf-8626-466a-9687-a8a9f30a68b6.jpg.296x216.jpg', '万科品牌开发商 楼层好 视野宽敞 开发商精装修', '万科金色半山  | 3室1厅 | 86平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2013年建板楼  -  浦口其它', '245万', '单价28489元/平米')
('https://image1.ljcdn.com/320100-inspection/8bfbf9f4-f0ab-45dc-83f7-2b4a48fe08ee.JPG.296x216.jpg', '大华榴美颂 居家两房 配套完善 出行方便', '大华锦绣华城榴美颂  | 2室2厅 | 96平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2008年建板楼  -  桥北', '232万', '单价24167元/平米')
('https://image1.ljcdn.com/320100-inspection/test-6f256269-8b9e-43e6-8733-abdc2a5f8e42.png.296x216.jpg', '采光好  交通便利 成熟小区 设施完善', '威尼斯水城第七街区  | 2室2厅 | 87.39平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '182.5万', '单价20884元/平米')
('https://image1.ljcdn.com/320100-inspection/2611f365-489e-4983-9210-43628fef8db3.jpg.296x216.jpg', '楼层好，商场、电子产品衣服购物一条街，采光无遮挡', '凤凰花园  | 3室1厅 | 76.44平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2002年建板塔结合  -  江浦街道', '185万', '单价24202元/平米')
('https://image1.ljcdn.com/320100-inspection/2f3e07f0-5f99-4f1e-9008-ab984c9b7c5b.JPG.296x216.jpg', '户型方正 业主诚心出售 看房方便', '幸福美地花园  | 2室2厅 | 82.74平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2005年建板楼  -  桥北', '174万', '单价21030元/平米')
('https://image1.ljcdn.com/320100-inspection/0094ee94-33e2-444a-b272-23c02180b3d3.jpg.296x216.jpg', '天润城第十二街区 3室1厅 275万', '天润城第十二街区  | 3室1厅 | 101.3平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2012年建板塔结合  -  桥北', '275万', '单价27148元/平米')
('https://image1.ljcdn.com/320100-inspection/11d1e7bf-d769-4489-a5b2-c81481e21b7d.JPG.296x216.jpg', '威尼斯 小区环境好 纯毛坯  业主诚心出售', '威尼斯水城第十六街区  | 2室2厅 | 85.7平米 | 南 | 毛坯', '低楼层(共33层)2014年建板楼  -  桥北', '165万', '单价19254元/平米')
('https://image1.ljcdn.com/320100-inspection/335b31ff-9deb-44ba-a588-4a7f7fb3d069.jpg.296x216.jpg', '交通方便 生活便利 环境优美 南北通透', '珠泉花园  | 2室1厅 | 87平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2002年建板楼  -  江浦街道', '200万', '单价22989元/平米')
('https://image1.ljcdn.com/320100-inspection/a12ce700-69e7-45f6-8071-db84b941f01e.jpg.296x216.jpg', '满五 采光棒 视野好 出行方便 生活配套齐全 送车库', '海都嘉园  | 3室2厅 | 100.11平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2009年建板楼  -  江浦街道', '230万', '单价22975元/平米')
('https://image1.ljcdn.com/320100-inspection/349f1fa7-1ec5-4493-868f-a6c8ad55e9b4.JPG.296x216.jpg', '南北通透 小区环境优美 中间楼层', '泰来苑  | 3室2厅 | 88.54平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2014年建板楼  -  泰山街道', '190万', '单价21460元/平米')
('https://image1.ljcdn.com/320100-inspection/test-2c1959ac-5a6a-4faf-97cd-68864d824b8f.png.296x216.jpg', '万科物业 精装修三房 业主诚心出售 南北通透 有钥匙', '万科璞悦山  | 3室2厅 | 83.74平米 | 南 北 | 其他 | 有电梯', '中楼层(共8层)2016年建板楼  -  浦口其它', '205万', '单价24481元/平米')
('https://image1.ljcdn.com/320100-inspection/test-afa17b8d-8f24-4f6c-b11d-76ac02b42e37.png.296x216.jpg', '天润城地铁口 小区环境好 物业负责 总价低', '天润城第十二街区  | 2室1厅 | 67.42平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2012年建板塔结合  -  桥北', '166万', '单价24622元/平米')
('https://image1.ljcdn.com/320100-inspection/test-75647fa8-e665-40ad-bdf7-5d245720aefd.png.296x216.jpg', '荣里 噪音小   三房两卫 业主诚心卖房 采光充足', '世茂荣里  | 3室2厅 | 86.98平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  顶山街道', '215万', '单价24719元/平米')
('https://image1.ljcdn.com/320100-inspection/2241fc1e-348a-4aef-a513-4e79043d8891.jpg.296x216.jpg', '天润城第十六街区北区 2室2厅 205万', '天润城第十六街区北区  | 2室2厅 | 89.4平米 | 南 | 其他', '高楼层(共32层)暂无数据  -  桥北', '205万', '单价22931元/平米')
('https://image1.ljcdn.com/320100-inspection/1df9e455-7044-44bf-af60-5d371dd2f54f.jpg.296x216.jpg', '此房为南北通透格局  交通便利 视野开阔 业主诚心出售', '金盛田铂宫  | 3室2厅 | 143.92平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建塔楼  -  江浦街道', '349万', '单价24250元/平米')
('https://image1.ljcdn.com/320100-inspection/86ea281e-d97b-4bd5-b8a6-b5953680a286.jpg.296x216.jpg', '新理想佳园 3室2厅 275万', '新理想佳园  | 3室2厅 | 129.07平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  江浦街道', '275万', '单价21307元/平米')
('https://image1.ljcdn.com/320100-inspection/439ab739-c8ee-4cae-a994-8e6b290d4824.jpg.296x216.jpg', '交通便利 配套齐全 采光充足 可拎包入住', '天润城第十四街区  | 2室1厅 | 78.39平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2012年建板楼  -  桥北', '180万', '单价22963元/平米')
('https://image1.ljcdn.com/320100-inspection/d75a3f3b-cdf0-4521-bbe2-113fba0fef3a.JPG.296x216.jpg', '江月府 精装两房 高楼层 采光好', '江月府  | 2室2厅 | 85.76平米 | 南 | 其他', '高楼层(共18层)板楼  -  桥北', '220万', '单价25653元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0ef3eff8-2e93-4aa5-b60d-e31b4156547d.png.296x216.jpg', '一线江景，户型方正 出行便利 楼层好 视野好', '正荣润江城  | 3室1厅 | 88平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共33层)2016年建板楼  -  江浦街道', '365万', '单价41478元/平米')
('https://image1.ljcdn.com/320100-inspection/6dd6d734-a667-48f8-8615-c5db36b992b7.jpg.296x216.jpg', '满五唯一 精装修 南北通透的三房 小三房实用型强', '江岸水城  | 3室2厅 | 92.3平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2009年建板楼  -  桥北', '190万', '单价20586元/平米')
('https://image1.ljcdn.com/320100-inspection/850f1001-d82e-4984-8435-eefaee46f7a9.jpg.296x216.jpg', '万科物业 山景低密住宅 精装交付 软装20万 车位另卖', '万科璞悦山  | 3室2厅 | 112.66平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2016年建板楼  -  浦口其它', '290万', '单价25742元/平米')
('https://image1.ljcdn.com/320100-inspection/bab57de4-c877-4ab8-8a71-106357972fc1.jpg.296x216.jpg', '大三房 南北通透 全明户型 通风效果好', '白马湖山庄  | 3室2厅 | 118平米 | 南 北 | 其他', '中楼层(共6层)2003年建板塔结合  -  江浦街道', '330万', '单价27967元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload19b4b5a2-0317-46c7-8409-a8cdfff9b3ec.JPG.296x216.jpg', '地理位置优越处于纬三隧道口 通透三房', '明发城市广场  | 3室2厅 | 105平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2010年建板楼  -  顶山街道', '265万', '单价25239元/平米')
('https://image1.ljcdn.com/320100-inspection/372a312e-55e7-4afe-a2d9-d9d8c8e562b4.jpg.296x216.jpg', '老山脚下，天然氧吧，精装三房，中航物业，边户', '华府国际  | 3室2厅 | 100.43平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2016年建板楼  -  浦口其它', '250万', '单价24893元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload3d3d7484-0fcb-4bf3-899a-f072f158f0da.jpg.296x216.jpg', '顶跃户型 南北通透 满两年 多层板楼 有露台', '大华锦绣华城桂美颂  | 5室3厅 | 171.58平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  桥北', '290万', '单价16902元/平米')
('https://image1.ljcdn.com/320100-inspection/test-e2719f50-d165-4583-9887-12873b13864a.png.296x216.jpg', '天润城地铁口500米 总价低精装房', '天润城第十二街区  | 2室1厅 | 67.62平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  桥北', '178万', '单价26324元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a0470273-6d5e-448c-9e2f-474ae7142cf9.png.296x216.jpg', '精装修l拎包入住  视野开阔 配套齐全 交通便利', '天润城第十街区  | 3室2厅 | 90.11平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2009年建板楼  -  桥北', '220万', '单价24415元/平米')
('https://image1.ljcdn.com/320100-inspection/d0bf4292-8eb6-426e-b7b4-9b1607d046fb.JPG.296x216.jpg', '艾菲国际 3室2厅 240万', '艾菲国际  | 3室2厅 | 94平米 | 南 北 | 其他', '高楼层(共26层)2016年建板楼  -  高新区', '240万', '单价25532元/平米')
('https://image1.ljcdn.com/320100-inspection/ad21536a-f246-47c1-9b56-b70b64d8bd2f.png.296x216.jpg', '小区中间位置 一楼带30平院子 南北通透大三房', '通宇林景雅园  | 4室2厅 | 134平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建塔楼  -  江浦街道', '400万', '单价29851元/平米')
('https://image1.ljcdn.com/320100-inspection/d9f66628-27aa-4b66-8522-5ab45ae320dc.jpg.296x216.jpg', '天润城第十街区 2室2厅 210万', '天润城第十街区  | 2室2厅 | 82.36平米 | 暂无数据 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  桥北', '210万', '单价25498元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload251a4ff5-d0e1-4863-8b1a-7a5437870fd4.jpg.296x216.jpg', '此房中间楼层，房本办理满两年，2012年房龄小区', '天润城第十二街区  | 2室1厅 | 80.99平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  桥北', '182万', '单价22472元/平米')
('https://image1.ljcdn.com/320100-inspection/7aa6b8a5-b1cb-4bdc-93e4-fde73035a89c.JPG.296x216.jpg', '纬三隧道口华润国际社区，采光充足 业主诚售', '华润国际社区  | 3室2厅 | 89.53平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  顶山街道', '300万', '单价33509元/平米')
('https://image1.ljcdn.com/320100-inspection/test-992bf4cf-89a5-4565-ada3-856204830ac2.png.296x216.jpg', '山水云房花园 3室2厅 245万', '山水云房花园  | 3室2厅 | 118.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2012年建板楼  -  桥北', '245万', '单价20676元/平米')
('https://image1.ljcdn.com/320100-inspection/8165e7af-d1fd-4cf6-b197-10601870f5b7.JPG.296x216.jpg', '大华香榭美颂 精装四房 业主诚售', '大华锦绣华城香榭美颂  | 4室2厅 | 119平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2012年建板楼  -  桥北', '325万', '单价27311元/平米')
('https://image1.ljcdn.com/320100-inspection/a3adf413-0be8-40ed-893c-b063a1cb986e.JPG.296x216.jpg', '纬三隧道口华润国际 高楼层 采光好', '华润国际社区  | 3室1厅 | 89.54平米 | 南 北 | 其他', '高楼层(共33层)板塔结合  -  顶山街道', '300万', '单价33505元/平米')
('https://image1.ljcdn.com/320100-inspection/2fd1b2d8-73c8-49c2-a9cd-ca1e0f820c46.jpg.296x216.jpg', '华府国际 平层 户型方正 南北通透 小区环境好', '华府国际  | 3室2厅 | 142.65平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2016年建板楼  -  浦口其它', '365万', '单价25588元/平米')
('https://image1.ljcdn.com/320100-inspection/e543065a-0ac8-46dc-b718-c811cf647b5a.JPG.296x216.jpg', '威尼斯水城第十五街区 精装大三房  诚心出售', '威尼斯水城第十五街区  | 3室2厅 | 130平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2014年建板楼  -  桥北', '319万', '单价24539元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0dfada24-b5bd-41c5-9358-e259e0ce0a63.png.296x216.jpg', '老山脚下 小三房 南北通透 视野开阔 管家式物业', '万科璞悦山  | 3室2厅 | 83.88平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2016年建板楼  -  浦口其它', '203万', '单价24202元/平米')
('https://image1.ljcdn.com/320100-inspection/test-eeb9ee8f-582c-4c74-8679-b955986a6a65.png.296x216.jpg', '房子南北通透 房子开发商精装修 采光充足 有钥匙', '中海万锦熙岸二期  | 3室2厅 | 113.48平米 | 东 南 北 | 精装 | 有电梯', '高楼层(共17层)2014年建塔楼  -  江浦街道', '295万', '单价25996元/平米')
('https://image1.ljcdn.com/320100-inspection/test-c2000eb5-004f-4ecf-aed9-fb38fc415fb9.png.296x216.jpg', '总价低 空气好 采光无遮挡 装修好', '揽月山庄  | 2室1厅 | 76.82平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2005年建板楼  -  江浦街道', '170万', '单价22130元/平米')
('https://image1.ljcdn.com/320100-inspection/4722b20f-9ac8-4d21-8edb-f27838546302.JPG.296x216.jpg', '旭日上城三区 南北通透 双阳台 小区环境好', '弘阳旭日上城三区  | 3室2厅 | 132.71平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2014年建板塔结合  -  桥北', '378万', '单价28484元/平米')
('https://image1.ljcdn.com/320100-inspection/fc03981c-55b7-4de1-b20d-5719a6ffce3f.jpg.296x216.jpg', '品字户型，采光充足，楼层适宜，入住舒适', '天润城第十六街区北区  | 2室2厅 | 89.72平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2014年建板塔结合  -  桥北', '219万', '单价24410元/平米')
('https://image1.ljcdn.com/320100-inspection/de2e453d-4ca9-4ff5-b28f-141983e7797e.jpg.296x216.jpg', '明发香山郡 3室1厅 235万', '明发香山郡  | 3室1厅 | 87.29平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2017年建板塔结合  -  江浦街道', '235万', '单价26922元/平米')
('https://image1.ljcdn.com/320100-inspection/bcdb4465-73c2-429e-a680-6de6a11eea5d.jpg.296x216.jpg', '精装 大三房 满两年 你值得拥有', '江佑铂庭  | 3室1厅 | 140平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  江浦街道', '380万', '单价27143元/平米')
('https://image1.ljcdn.com/320100-inspection/9371871f-ae4e-4ce9-a528-f468164ecb0d.jpg.296x216.jpg', '朗诗未来街区二期 2室2厅 160万', '朗诗未来街区二期  | 2室2厅 | 73.7平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)板塔结合  -  高新区', '160万', '单价21710元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0304591b-b4cc-4603-8e88-b9a42e5e5c26.png.296x216.jpg', '艾菲国际 3室2厅 285万', '艾菲国际  | 3室2厅 | 113.43平米 | 南 | 其他', '中楼层(共26层)2016年建板塔结合  -  高新区', '285万', '单价25126元/平米')
('https://image1.ljcdn.com/320100-inspection/7f586f36-ac98-403c-8cd0-d1ad00d04fc5.jpg.296x216.jpg', '中海万锦熙岸二期 3室1厅 300万', '中海万锦熙岸二期  | 3室1厅 | 98.62平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2014年建板塔结合  -  江浦街道', '300万', '单价30420元/平米')
('https://image1.ljcdn.com/320100-inspection/fa63082a-c6f1-4e6d-832d-156085bca571.JPG.296x216.jpg', '纬三隧道口华润国际社区，采光充足 业主诚售', '华润国际社区  | 3室1厅 | 89.64平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  顶山街道', '305万', '单价34025元/平米')
('https://image1.ljcdn.com/320100-inspection/40891c11-10b9-4631-b26a-e8d4a77ecbc4.jpg.296x216.jpg', '华府国际 平层 户型方正 南北通透 小区环境好', '华府国际  | 3室2厅 | 117.73平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2016年建板楼  -  浦口其它', '270万', '单价22934元/平米')
('https://image1.ljcdn.com/320100-inspection/0df699c7-7e68-4127-87a7-dd23d0fa141e.jpg.296x216.jpg', '户型方正  南北通透  高楼层  采光无遮挡', '天润城第十四街区  | 3室1厅 | 85.44平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共11层)2012年建板楼  -  桥北', '182万', '单价21302元/平米')
