('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload148a0280-b2b4-46ef-b187-27339d6859d8.JPG.296x216.jpg', '高品质小区，人车分流，板式户型，精装2+1户型', '大华锦绣华城(十四街区)  | 2室2厅 | 83.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  北蔡', '698万', '单价83404元/平米')
('https://image1.ljcdn.com/310000-inspection/736024cb-9437-41b0-a9ef-3890e8ad214e.jpg.296x216.jpg', '急售 高品质次新房  低调中彰显奢华 家就在这里', '华钜御庭(二期)(公寓)  | 2室2厅 | 90.82平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2011年建板楼  -  惠南', '330万', '单价36336元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171030/282d55f2-5870-4928-9746-33cfc4850fcc.jpg.296x216.jpg', '客厅南北通透，坐拥一方繁华，近9号地铁', '金桥新城  | 2室2厅 | 105.56平米 | 暂无数据 | 简装 | 有电梯', '低楼层(共14层)2005年建板楼  -  金桥', '600万', '单价56840元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170810/9f776343-0427-4290-a9f2-34c00eefca24.jpg.296x216.jpg', '1楼带院子，南北通透户型，置换急售，大3房小区位置好', '界龙新世纪公寓  | 3室2厅 | 134.77平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2002年建板楼  -  川沙', '495万', '单价36730元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6491eb4a-560f-4f8d-98a6-d2242d0a1626.png.296x216.jpg', '竹园新村 温馨一房 采光充足 拎包入住', '竹园新村(浦东)  | 1室1厅 | 42.23平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  源深', '345万', '单价81696元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170102/43991829-1cd6-4196-8b81-e7e284644137.jpg.296x216.jpg', '双秀西园 2室2厅 310万', '双秀西园  | 2室2厅 | 79.84平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  康桥', '310万', '单价38828元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170416/e9a75346-cba5-4513-905c-c8c11ca46b28.jpg.296x216.jpg', '前哨路288弄  毛坯房 有钥匙  两房 满五年', '前哨路288弄  | 2室1厅 | 74.68平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1997年建板楼  -  合庆', '215万', '单价28790元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload001061f6-2c34-425b-9ff0-f4c93a58aad0.jpg.296x216.jpg', '拎包入住、牡丹小区央位、房东自住，看房随时', '牡丹小区(浦东)  | 2室1厅 | 73.34平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  花木', '545万', '单价74312元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b1c7b1ed-b89c-4544-9c25-349c88c7e9ff.png.296x216.jpg', '近地铁杨高中路站，大两房楼层好，采光好，小区安静', '绿地泾南公寓  | 2室2厅 | 87.62平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  洋泾', '750万', '单价85597元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2de7f197-9435-472a-89df-4786e03649a4.png.296x216.jpg', '永泰花苑 2室1厅 375万', '永泰花苑  | 2室1厅 | 73.74平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2005年建板楼  -  三林', '375万', '单价50855元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170819/aef02f94-6b2c-4f31-a4e3-b07b54ede40c.jpg.296x216.jpg', '民乐城惠益绿苑 2室1厅 240万', '民乐城惠益绿苑  | 2室1厅 | 78.74平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板楼  -  惠南', '240万', '单价30481元/平米')
('https://image1.ljcdn.com/310000-inspection/test-11e7c997-c299-4ef4-89a6-3825531a393b.png.296x216.jpg', '业主移民卖房，很诚意，很着急，南北通，边套全明', '联洋年华  | 3室2厅 | 165平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2004年建板楼  -  联洋', '1398万', '单价84728元/平米')
('https://image1.ljcdn.com/310000-inspection/c335eb32-e93b-4a5a-97e8-56fda159d3d7.jpg.296x216.jpg', '近地铁+中 心位置+三房朝南+中 央空调+地暖+诚意出售', '张江汤臣豪园(四期)  | 3室2厅 | 129.25平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2012年建板楼  -  张江', '1230万', '单价95165元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7434d285-8614-4661-a353-05f0630cd51b.png.296x216.jpg', '一手动迁，税少，地铁500米，成熟社区', '晶波坊  | 2室1厅 | 64.23平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  金桥', '310万', '单价48265元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161203/fba27dd9-031a-4f84-b6b3-5cdcd44067e4.jpg.296x216.jpg', '成熟小区 简单两房 交通便利！价格可议！随时看！', '金台三居  | 2室1厅 | 69.67平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1992年建板楼  -  金杨', '340万', '单价48802元/平米')
('https://image1.ljcdn.com/310000-inspection/0f0a4ba4-b516-48c1-a968-121feb07ccd9.jpg.296x216.jpg', '房子是一手动迁，满五年不唯一，产权人就一个，好看房', '东升家园(三期)  | 2室2厅 | 93.54平米 | 南 北 | 其他 | 有电梯', '高楼层(共10层)2006年建板楼  -  航头', '255万', '单价27262元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9d8d13f8-3d84-4b0d-b6d3-c161abda8f3f.png.296x216.jpg', '带产权车位，价钱有空间，诚意出售', '东旺名苑  | 2室1厅 | 73.52平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2010年建板楼  -  三林', '520万', '单价70730元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171019/ecf5772a-13d7-4068-aa98-65a894d679b0.jpg.296x216.jpg', '业主上门挂牌，正气三房，全明通透，楼层佳视野开阔！', '惠南一方新城  | 3室2厅 | 114平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2013年建板楼  -  惠南', '410万', '单价35965元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170822/545acd05-0be6-45da-8006-94d46a82bda1.jpg.296x216.jpg', '精装三房，楼层好，采光好，价格实惠', '云锦名苑  | 3室2厅 | 104.4平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2006年建板楼  -  泥城镇', '186万', '单价17817元/平米')
('https://image1.ljcdn.com/310000-inspection/test-412b7aa6-92c6-44de-b182-9342dc8b2843.png.296x216.jpg', '地铁11号线 南北通三房，品质小区，中间楼层', '地杰国际城E欧泊时光  | 3室2厅 | 136.57平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2007年建板楼  -  御桥', '780万', '单价57114元/平米')
('https://image1.ljcdn.com/310000-inspection/436d9bf2-221b-4c00-be26-bc40010393b9.jpg.296x216.jpg', '户型方正+诚意出售+方便看房+看花园景观+位置安静', '仁恒滨江园  | 3室2厅 | 122.1平米 | 西 | 简装 | 有电梯', '中楼层(共26层)2001年建板楼  -  陆家嘴', '1500万', '单价122851元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170517/0d8bef7d-98dd-4703-b496-e124f8690509.jpg.296x216.jpg', '世茂滨江花园 3室2厅 2150万', '世茂滨江花园  | 3室2厅 | 232.56平米 | 西 | 精装 | 有电梯', '高楼层(共60层)板楼  -  陆家嘴', '2150万', '单价92450元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170923/0e6a4201-a19f-4560-b36f-44e1794af8af.jpg.296x216.jpg', '白金瀚宫 5室3厅 3800万', '白金瀚宫   | 独栋别墅 | 5室3厅 | 425.7平米 | 南 | 精装 | 无电梯', '3层2006年建板楼  -  唐镇', '3800万', '单价89265元/平米')
('https://image1.ljcdn.com/310000-inspection/c943834c-941f-4868-ab72-98a4e745f941.JPG.296x216.jpg', '金和佳园+南北通大两房+花园位置+送阁楼跟大露台', '金和佳园  | 3室2厅 | 88.63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  金桥', '505万', '单价56979元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b6926141-fd5a-4a86-8065-c7e2a4833ffd.png.296x216.jpg', '链家 新出 没有使用过  光线好 满五唯壹', '梅园三街坊  | 1室0厅 | 29.54平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1984年建板楼  -  源深', '480万', '单价162492元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170721/345e5691-06c5-47a7-bb74-cc957dbc5290.jpg.296x216.jpg', '舜峰家园 置换房子，诚心出售，采光很好，全天无遮挡', '舜峰家苑  | 2室1厅 | 76.05平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  曹路', '340万', '单价44708元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170910/79326279-4e9e-46ba-be86-3fb0eb23c809.jpg.296x216.jpg', '地铁口兴东佳苑 自住精装大三房 满五看房随时', '兴东佳苑(一期)  | 3室2厅 | 122.03平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  惠南', '350万', '单价28682元/平米')
('https://image1.ljcdn.com/310000-inspection/test-14bb4484-7553-470d-8483-2f2cf47e9c78.png.296x216.jpg', '南北通户型，采光充足，看房方便！', '东城新村  | 2室2厅 | 72.11平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  杨东', '545万', '单价75579元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6cfe6f6d-b7ac-422f-a003-28a74e752f29.png.296x216.jpg', '新舒苑3房，户型正气，产权清晰，看房有钥匙，满2', '新舒苑  | 3室2厅 | 103.54平米 | 南 | 毛坯 | 无电梯', '低楼层(共5层)2006年建板楼  -  书院镇', '170万', '单价16419元/平米')
('https://image1.ljcdn.com/310000-inspection/9b7ef518-6d15-417d-8869-956d427b5e9c.jpg.296x216.jpg', '南北通透 毛坯没有入住过 中等楼层 采光好 前面无遮挡', '凯佳公寓  | 2室2厅 | 110.03平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2015年建板楼  -  川沙', '639万', '单价58076元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161002/a6c14cc1-e920-4a54-aaef-5b31115a2c47.jpg.296x216.jpg', '看房方便有钥匙，随时可以看，房子诚意出售', '东方城市花园(一期)  | 4室2厅 | 226.18平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2003年建板楼  -  塘桥', '1700万', '单价75162元/平米')
('https://image1.ljcdn.com/310000-inspection/a0dc13be-a4c7-4306-abb8-88c4dc37b1c7.jpg.296x216.jpg', '金唐公寓精装两房，看房方便，房东自住保养好！', '金唐公寓  | 2室2厅 | 80.45平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  唐镇', '380万', '单价47235元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c5725ad8-eaa9-4d9b-8192-b0c8c43af339.png.296x216.jpg', '小区中间位置，楼层好，位置佳，环境配套成熟', '虹盛小区  | 2室1厅 | 69.7平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  唐镇', '218万', '单价31277元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170817/eaf10529-8b7a-4044-9d4f-e8323c099510.jpg.296x216.jpg', '电梯房，楼层好，诚意出售，价格可谈', '天元公寓  | 2室1厅 | 84.28平米 | 南 | 简装 | 有电梯', '低楼层(共24层)1999年建塔楼  -  金杨', '520万', '单价61700元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170916/1e10d1d2-9891-4cf9-82f5-000fd5aca984.jpg.296x216.jpg', '不靠马路，中间楼层，诚心出售。', '上房金丰苑  | 2室2厅 | 105.32平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2002年建板楼  -  金杨', '670万', '单价63616元/平米')
('https://image1.ljcdn.com/310000-inspection/test-755bccdb-fb38-4675-bf27-7ef7e822604b.png.296x216.jpg', '广洋新景苑(公寓) 2室2厅 930万', '广洋新景苑(公寓)  | 2室2厅 | 110平米 | 南 | 简装 | 有电梯', '低楼层(共13层)2005年建板楼  -  花木', '930万', '单价84546元/平米')
('https://image1.ljcdn.com/310000-inspection/test-94dc632c-440c-4b93-bac9-e5f493edbea4.png.296x216.jpg', '小区唯一看会所泳池 景观大道 满五唯一 小区钟心位置', '上海绿城  | 3室2厅 | 127.49平米 | 东南 南 | 精装 | 有电梯', '低楼层(共25层)2004年建板楼  -  杨东', '1150万', '单价90204元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170222/44fc40f6-69e2-4fab-b05a-ca4755d9313a.jpg.296x216.jpg', '大华锦绣华城(十五街区) 2室1厅 620万', '大华锦绣华城(十五街区)  | 2室1厅 | 75.26平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2013年建塔楼  -  北蔡', '620万', '单价82382元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170317/aabf20f1-5ff0-4c8e-90da-3acdacd12c38.jpg.296x216.jpg', '宝业万华城 15年次新大两房   精装40万 房东诚心急卖', '宝业万华城  | 2室2厅 | 87平米 | 南 | 精装', '高楼层(共15层)板楼  -  惠南', '310万', '单价35633元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170319/dd2135d4-ec9f-4a1c-88b5-130b33d05356.jpg.296x216.jpg', '汤臣高尔夫一期别墅+最近降200万+满五唯一税少+有钥匙', '汤臣高尔夫(别墅)   | 独栋别墅 | 6室4厅 | 416.82平米 | 北 | 精装 | 无电梯', '2层板楼  -  张江', '3688万', '单价88480元/平米')
('https://image1.ljcdn.com/310000-inspection/6c49fc2f-f7d2-411e-8a29-2914758cb05b.JPG.296x216.jpg', '满五税少 婚房装修随时看房 特请设计师设计 一梯两户', '由由六村  | 3室1厅 | 87.24平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  北蔡', '482万', '单价55250元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6f18e9bd-c723-4ce4-955c-861b8ee64555.png.296x216.jpg', '自住精装大三室  看小区湖景 附送产权车位 价格可谈', '中星海上景庭  | 3室2厅 | 150.05平米 | 西南 | 精装 | 有电梯', '低楼层(共18层)2005年建板楼  -  洋泾', '1230万', '单价81973元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170917/ac077b48-433c-4c23-a155-d39e0814f2dd.jpg.296x216.jpg', '小区环境好，户型正，一梯两户，得房率高', '龙阳花苑  | 3室1厅 | 98.54平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  南码头', '730万', '单价74082元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180121/22692898-adbe-451f-8c99-d23e0daabee7.jpg.296x216.jpg', '100万新装修未住人  一梯一户 人车分流 物业好', '金地湾流域(公寓)  | 5室2厅 | 178平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2008年建板楼  -  三林', '1250万', '单价70225元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9756d3cf-921b-46aa-b1fe-e9a70343d151.png.296x216.jpg', '罗山七村 2室1厅 320万', '罗山七村  | 2室1厅 | 57.93平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  金杨', '320万', '单价55240元/平米')
('https://image1.ljcdn.com/310000-inspection/test-dfcdeb64-c439-4034-9f0a-9fbc5634fbd3.png.296x216.jpg', '急售满五年电梯房，可改三房，采光足，双地铁。', '金羽名庭  | 2室2厅 | 100.86平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2004年建板楼  -  洋泾', '860万', '单价85267元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171104/80ffde6a-ef0f-45c4-8c1a-7ea06017c9db.jpg.296x216.jpg', '绿茵苑小区 一居室 南朝向采光无遮挡 户型方正 总价低', '绿茵苑(浦东)  | 1室1厅 | 56.7平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  三林', '302万', '单价53263元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171102/9536d9a7-64a5-4776-9451-366b612ee9d1.jpg.296x216.jpg', '此房小户型，总价低，简单装修，小区旁边生活配套成熟', '沪东新村  | 2室1厅 | 51.11平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1983年建板楼  -  金桥', '250万', '单价48915元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161007/42053a08-0bf8-4015-b2c8-a5b919d1a67f.jpg.296x216.jpg', '海怡花园(浦东) 3室2厅 1100万', '海怡花园(浦东)  | 3室2厅 | 163.16平米 | 南 | 简装 | 有电梯', '中楼层(共16层)1997年建板楼  -  源深', '1100万', '单价67419元/平米')
('https://image1.ljcdn.com/310000-inspection/f38debc2-339d-4007-8f55-79868c17977e.jpg.296x216.jpg', '玉兰香苑(二期) 3室2厅 550万', '玉兰香苑(二期)  | 3室2厅 | 105.92平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  张江', '550万', '单价51926元/平米')
('https://image1.ljcdn.com/310000-inspection/test-487fb0c7-20ed-4f5c-b158-2c535fdd5937.png.296x216.jpg', '汇豪天下 3室2厅 1430万', '汇豪天下  | 3室2厅 | 145平米 | 南 | 精装 | 有电梯', '低楼层(共35层)2004年建板楼  -  陆家嘴', '1430万', '单价98621元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151114/cce1f66c-de6e-4e77-a635-5c58b0b73ae4.jpg.296x216.jpg', '看房方便，刚需选择 ，产权清晰。', '海尚东苑  | 1室1厅 | 54.34平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  曹路', '205万', '单价37726元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171022/d98bed23-1a27-4317-bd74-57d1a96e82af.jpg.296x216.jpg', '高品质住宅小区中洲珑悦，四房两房164平468万房东急售', '中洲珑悦  | 4室2厅 | 164.5平米 | 南 | 毛坯 | 有电梯', '低楼层(共10层)2015年建板楼  -  惠南', '468万', '单价28450元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf8d9ca82-ca64-477d-bd35-40427ac5db92.JPG.296x216.jpg', '配套成熟+双轨交通+拎包入住+一手售后公房+看房约我', '天池二村  | 2室1厅 | 63.51平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1994年建板楼  -  北蔡', '345万', '单价54323元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170606/0c7fc2eb-1256-4679-93f2-de7fdd92eea0.jpg.296x216.jpg', '金浦小区(金桥) 2室1厅 390万', '金浦小区(金桥)  | 2室1厅 | 66.66平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  碧云', '390万', '单价58506元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7459eb08-a63d-42fc-88af-33c485aeeea6.png.296x216.jpg', '阳光花城 2室2厅 705万', '阳光花城  | 2室2厅 | 115.34平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  张江', '705万', '单价61124元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160916/146c77b1-f8d3-49cd-811b-432ea273d9d4.jpg.296x216.jpg', '双南两房，双轨交接   随时好看   拎包入住', '潼港八村  | 2室1厅 | 64.37平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  外高桥', '245万', '单价38062元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171101/1e66fe92-dc10-44db-ac36-a50699a53384.jpg.296x216.jpg', '羽北小区少有的复式结构，满五年，产权清晰', '羽北小区  | 2室2厅 | 83平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  洋泾', '650万', '单价78314元/平米')
('https://image1.ljcdn.com/310000-inspection/bf3fe693-9260-4749-9685-9d04dc35b20f.jpg.296x216.jpg', '祝桥板块佳选 千汇苑三村  电梯大两房 高楼层  视野好', '千汇苑  | 2室2厅 | 94.78平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  祝桥', '310万', '单价32708元/平米')
('https://image1.ljcdn.com/310000-inspection/test-17f34197-aac8-49db-86c6-3be4e2838924.png.296x216.jpg', '一梯两户 得房率高 税少 南北两房 品质小区 VR实景图', '由由四村  | 2室0厅 | 48.42平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1997年建板楼  -  北蔡', '269万', '单价55556元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170918/dba75efa-76f4-42b1-b193-b979a704d705.jpg.296x216.jpg', '6号线 博兴路旁 精装修 两房朝南 采光通风好 诚意出售', '金桥新村四街坊台儿庄小区  | 3室1厅 | 75.3平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1997年建板楼  -  金桥', '450万', '单价59761元/平米')
('https://image1.ljcdn.com/310000-inspection/test-aa8c81d5-3fd0-428f-8aca-4ff7b146fa5a.png.296x216.jpg', '2012次新小区，随时看房，价格再谈！', '心圆东苑  | 2室2厅 | 74平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共15层)2012年建板楼  -  川沙', '330万', '单价44595元/平米')
('https://image1.ljcdn.com/310000-inspection/test-259815ef-bb89-4b6c-95d8-efc7987cebb3.png.296x216.jpg', '业主急售 多层带电梯 产权清晰 近地铁6航津站南北通风', '博捷名苑  | 2室2厅 | 96.67平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2004年建板楼  -  外高桥', '450万', '单价46551元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3de0c5ca-8c82-49eb-a771-0b457b585a4c.png.296x216.jpg', '经典小户型的南北两房，电梯高楼层，采光佳，户型好', '永泰花苑  | 2室1厅 | 74.33平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  三林', '398万', '单价53546元/平米')
('https://image1.ljcdn.com/310000-inspection/test-772990fb-3d8f-48cc-ac74-529d97aff591.png.296x216.jpg', '陆家嘴花园(二期) 3室2厅 1490万', '陆家嘴花园(二期)  | 3室2厅 | 132.57平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2003年建板楼  -  源深', '1490万', '单价112394元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160709/cbd8148d-eaec-4e03-8292-afbb465422a6.jpg.296x216.jpg', '周东二村 小区虽老 位置却好 赠送阁楼', '周东二村  | 3室1厅 | 71.05平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  周浦', '310万', '单价43632元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170902/3a2e4541-3043-4088-a513-d161bcbc3082.jpg.296x216.jpg', '小区忠心位子，南北通透，高姓价比大户型，税费少', '香梅花园(三-五期)  | 3室2厅 | 184.94平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共16层)2006年建板楼  -  杨东', '1500万', '单价81108元/平米')
('https://image1.ljcdn.com/310000-inspection/20f99b7b-3a97-42dc-9f62-fb19c313b2b0.jpg.296x216.jpg', '居家装修 两房 4楼中间楼层 业主诚意卖房。自住随时看', '海馨苑  | 2室2厅 | 86.49平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  合庆', '278万', '单价32143元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f7086325-6714-4f1b-8226-4d0812f84f61.png.296x216.jpg', '合庆蔡路 大三房  一手动迁 无增值税，两房朝南', '远东小区  | 3室1厅 | 100.92平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  合庆', '255万', '单价25268元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170918/7ca3be8c-e28a-4b05-9a53-c3a36fe05fc3.jpg.296x216.jpg', '世纪公园板块 精装小两房  可拎包入住 2号线交通', '玉兰路99弄  | 2室2厅 | 56平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  花木', '423万', '单价75536元/平米')
('https://image1.ljcdn.com/310000-inspection/test-38870d18-d6f2-484d-bc1b-cd0537a26c8f.png.296x216.jpg', '房子随时可看，业主诚心出售，全明精致小户', '东二小区  | 1室1厅 | 53.12平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  金桥', '253万', '单价47629元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0c6cfa5b-61e1-45f0-b226-f328290276ab.png.296x216.jpg', '带40平露台， 1梯3户南北通2房， 精装修出门双地铁。', '金橘新苑  | 2室2厅 | 84.1平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2006年建板楼  -  三林', '540万', '单价64210元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171112/b0a7af58-0012-4b67-a88d-1ea709be0c24.jpg.296x216.jpg', '彩云路中间楼层大2房彩光好，楼层好业主诚心出售', '云帆雅苑  | 2室2厅 | 83.1平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2007年建板楼  -  泥城镇', '158万', '单价19014元/平米')
('https://image1.ljcdn.com/310000-inspection/fcc38799-bdc9-4c71-83d1-ff8dd598e776.jpg.296x216.jpg', '瑞苑公寓 1室1厅 799万', '瑞苑公寓  | 1室1厅 | 89.91平米 | 南 | 精装 | 有电梯', '低楼层(共40层)2001年建板楼  -  陆家嘴', '799万', '单价88867元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170221/eb1e6eda-6476-45f8-a186-c411124b6241.jpg.296x216.jpg', '朗诗未来树满二的商品房，房东诚心出售，看房方便', '朗诗未来树  | 3室2厅 | 78.74平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2014年建板楼  -  祝桥', '289万', '单价36704元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160918/8f4a6d5a-8cf3-4e76-8411-d48836e54c0f.jpg.296x216.jpg', '三期商品房，电梯高层，南北一室，满2年，精装修', '小上海新城  | 1室1厅 | 61.9平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2014年建板楼  -  周浦', '295万', '单价47658元/平米')
('https://image1.ljcdn.com/310000-inspection/3651ae5c-5e3a-460f-9441-a67c0396207e.jpg.296x216.jpg', '电梯12楼 南北直通 89平大两房 一手动迁 无增值税', '海湾新城  | 2室2厅 | 89.78平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2009年建板楼  -  合庆', '270万', '单价30074元/平米')
('https://image1.ljcdn.com/310000-inspection/1e413035-0047-417d-9b3c-5de6c1b3feb4.jpg.296x216.jpg', '汤臣豪庭 4室2厅 1100万', '汤臣豪庭  | 4室2厅 | 144.46平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2004年建板楼  -  张江', '1100万', '单价76146元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170928/75278ab0-dea8-4f4f-8768-6f6b88f82e05.jpg.296x216.jpg', '玉兰苑(川沙) 4室3厅 485万', '玉兰苑(川沙)  | 4室3厅 | 147.8平米 | 南 | 简装 | 有电梯', '中楼层(共20层)1999年建塔楼  -  川沙', '485万', '单价32815元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171026/fd628639-66d7-4b98-a376-d9705e28c20f.jpg.296x216.jpg', '一手动迁无增值税和个税，随时看房，看中再谈', '长岛公寓  | 1室1厅 | 57.1平米 | 东南 | 简装 | 有电梯', '中楼层(共24层)2003年建塔楼  -  金桥', '300万', '单价52540元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3099cdcc-c9c7-4d17-93c3-795afe5c5e08.png.296x216.jpg', '正气双南户型，厅宽敞亮，满五唯一，看房随时', '齐河三小区  | 2室1厅 | 63.8平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  世博', '400万', '单价62696元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171221/ff2d2599-aee9-45b7-9215-5244aa0cf7bb.jpg.296x216.jpg', '金杨新村十街坊 1室1厅 209万', '金杨新村十街坊  | 1室1厅 | 41.71平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  金杨', '209万', '单价50108元/平米')
