('https://image1.ljcdn.com/210200-inspection/test-dcd62141-21c7-4d86-950f-713e1e1aecf0.png.296x216.jpg', '侯一小区 1室1厅 51万', '侯一小区  | 1室1厅 | 49.43平米 | 西 | 其他 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '51万', '单价10318元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload94fccd14-a41b-4d51-bddf-375c4a605740.jpg.296x216.jpg', '中间楼层，采光足，视野好，客厅开间大，交通便利', '市场公寓  | 1室1厅 | 45.74平米 | 东 西 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  南沙', '53.5万', '单价11697元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e6425d08-45ae-47df-ad41-7f4bef3d2465.png.296x216.jpg', '中海英伦观邸 3室2厅 228万', '中海英伦观邸  | 3室2厅 | 119平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2009年建板楼  -  绿波', '228万', '单价19160元/平米')
('https://image1.ljcdn.com/210200-inspection/354a9a04-8310-4da6-ba9d-4eba32bd31af.png.296x216.jpg', '绿波花园三室户型，带有阁楼，采光通风好，视野开阔', '绿波花园  | 3室1厅 | 86.03平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  绿波', '119万', '单价13833元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f2e22e5f-e4ad-411a-8ec0-1026e36686e3.png.296x216.jpg', '江都春华园 3室2厅 319万', '江都春华园  | 3室2厅 | 128.64平米 | 南 北 | 精装 | 有电梯', '低楼层(共10层)2008年建板楼  -  丽景', '319万', '单价24798元/平米')
('https://image1.ljcdn.com/210200-inspection/dfc18abe-f95a-46bb-b6b0-e293e59c643d.jpg.296x216.jpg', '侯一小区 2室1厅 78万', '侯一小区  | 2室1厅 | 68.11平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1993年建板楼  -  侯家沟', '78万', '单价11453元/平米')
('https://image1.ljcdn.com/210200-inspection/e7ba97ab-0b60-4d7e-8523-118224d18416.jpg.296x216.jpg', '幸福e家五期 2室1厅 398万', '幸福e家五期  | 2室1厅 | 96.32平米 | 南 北 | 其他 | 有电梯', '高楼层(共24层)2010年建板楼  -  幸福e家', '398万', '单价41321元/平米')
('https://image1.ljcdn.com/210200-inspection/c93310b8-fdd1-4f10-bf48-80fa8a825dd2.JPG.296x216.jpg', '阳光月秀 南向 户型方正 采光好 精装', '阳光月秀  | 1室1厅 | 60.41平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2006年建板楼  -  阳光月秀', '92.8万', '单价15362元/平米')
('https://image1.ljcdn.com/210200-inspection/5d549f2b-b5a1-461d-96d9-fe1ba3c49444.jpg.296x216.jpg', '多层，南北通透，多层，小区绿化好，近校舍', '幸福e家二期  | 3室2厅 | 140.91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  幸福e家', '440万', '单价31226元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c28ebebb-559b-4ece-8db8-550d4a1d3b0f.png.296x216.jpg', '新华同仁轩 1室1厅 51万', '新华同仁轩  | 1室1厅 | 36.29平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  阳光月秀', '51万', '单价14054元/平米')
('https://image1.ljcdn.com/210200-inspection/9d312a7c-9d28-4f15-9b4a-40dee24455ce.jpg.296x216.jpg', '孙家沟 2室1厅 60万', '孙家沟  | 2室1厅 | 64.27平米 | 东 北 | 其他 | 无电梯', '高楼层(共7层)1991年建板楼  -  孙家沟', '60万', '单价9336元/平米')
('https://image1.ljcdn.com/210200-inspection/ca72def7-f808-4384-94d2-be9c8c70a0eb.jpg.296x216.jpg', '龙岗园 2室1厅 120万', '龙岗园  | 2室1厅 | 91.58平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  南沙', '120万', '单价13104元/平米')
('https://image1.ljcdn.com/210200-inspection/49276903-080e-477b-aff8-c4b7f749e7bd.JPG.296x216.jpg', '锦绣小区 锦虹北园 南北通透 户型规矩 位置很好  诚心', '锦虹北园  | 2室1厅 | 58.99平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '73万', '单价12375元/平米')
('https://image1.ljcdn.com/210200-inspection/0fedc405-5705-447f-9824-d8944953895a.jpg.296x216.jpg', '幸福E家五期 精装两室 拎包入住', '幸福e家五期  | 2室1厅 | 95.83平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2008年建塔楼  -  幸福e家', '335万', '单价34958元/平米')
('https://image1.ljcdn.com/210200-inspection/060c07b3-d8a4-41ca-a869-8833e7f3f657.jpg.296x216.jpg', '南沙1楼，双南向，2室，采光充足', '南沙  | 2室1厅 | 49.45平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1995年建板楼  -  南沙', '63.8万', '单价12902元/平米')
('https://image1.ljcdn.com/210200-inspection/6be8b42c-479c-4c43-a7ed-365f451d21ae.JPG.296x216.jpg', '玉门街 1室1厅 56万', '玉门街  | 1室1厅 | 42.88平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1993年建板楼  -  孙家沟', '56万', '单价13060元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cad6ec2e-d375-4cbd-b9fa-1bab57e74cdf.png.296x216.jpg', '79干净整洁 舒适 户型方正采光好', '79中科学家公寓  | 2室1厅 | 87.82平米 | 南 | 精装 | 有电梯', '低楼层(共30层)1998年建板楼  -  中山公园', '210万', '单价23913元/平米')
('https://image1.ljcdn.com/210200-inspection/176e66f0-c044-4f41-b9e2-219abbdf86dc.jpg.296x216.jpg', '兴工街 2室1厅 73万', '兴工街  | 2室1厅 | 48.7平米 | 南 北 | 其他 | 无电梯', '高楼层(共4层)1985年建板楼  -  西安路', '73万', '单价14990元/平米')
('https://image1.ljcdn.com/210200-inspection/test-de1ae020-19bd-4cb8-bf9f-4884e2005c98.png.296x216.jpg', '亿达学苑南北通透格局 视野宽阔采光充足赠仓库', '亿达学苑  | 2室2厅 | 103.54平米 | 南 北 | 精装 | 有电梯', '高楼层(共10层)2003年建板楼  -  辽师', '220万', '单价21248元/平米')
('https://image1.ljcdn.com/210200-inspection/eeead215-e0b1-4a2b-9c9e-905c943e0873.jpg.296x216.jpg', '锦虹北园 2室1厅 88万', '锦虹北园  | 2室1厅 | 65.24平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '88万', '单价13489元/平米')
('https://image1.ljcdn.com/210200-inspection/cbc18801-65ad-49e1-ae5c-4361a757735f.jpg.296x216.jpg', '万向城 1室0厅 53万', '万向城  | 1室0厅 | 43.07平米 | 北 | 精装 | 有电梯', '高楼层(共19层)2010年建板楼  -  丽景', '53万', '单价12306元/平米')
('https://image1.ljcdn.com/210200-inspection/3240369d-58be-4378-8646-73453cb387c6.JPG.296x216.jpg', '知行双校区 三室一厅 赠送阁楼 看房有钥匙', '绿波小区  | 3室1厅 | 54.8平米 | 东 西 | 简装 | 无电梯', '高楼层(共5层)1998年建板楼  -  绿波', '68万', '单价12409元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a34cf983-3961-42f8-8850-fcf90fe5bb67.png.296x216.jpg', '79中至诚小区 1室0厅 110万', '79中至诚小区  | 1室0厅 | 36平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1985年建板楼  -  中山公园', '110万', '单价30556元/平米')
('https://image1.ljcdn.com/210200-inspection/85247fc9-f8d8-49ca-bb57-572256aa1fc5.jpg.296x216.jpg', '星海广场 大连明珠 三室精装修 高楼层 南北通透户型', '大连明珠  | 3室2厅 | 222.8平米 | 南 北 | 精装 | 有电梯', '高楼层(共32层)2008年建塔楼  -  星海广场', '620万', '单价27828元/平米')
('https://image1.ljcdn.com/210200-inspection/26fa30be-140f-44a9-ac70-fec9ef6ac99b.jpg.296x216.jpg', '马栏广场 马栏新玛特 红星美凯龙 地铁口', '电业逸彩园  | 2室2厅 | 86.24平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  马栏', '180万', '单价20872元/平米')
('https://image1.ljcdn.com/210200-inspection/067258a2-9a0e-43ba-9275-b0ef351eef1e.JPG.296x216.jpg', '09年框架落地窗光线一点不挡知行房房主诚心卖', '枫林绿洲  | 2室1厅 | 76.25平米 | 南 | 简装 | 有电梯', '低楼层(共14层)2008年建板楼  -  绿波', '140万', '单价18361元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5b60d107-05c7-4310-96d6-94858299ae91.jpg.296x216.jpg', '大连明珠 前排看星海广场看海景开发商统一精装修南北', '大连明珠  | 3室2厅 | 225平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)2008年建塔楼  -  星海广场', '650万', '单价28889元/平米')
('https://image1.ljcdn.com/210200-inspection/3d3d7923-f7dc-416d-ae76-bb43bdd69d81.jpg.296x216.jpg', '幸福e家精装修小户型出售 纯南向 户型板正', '幸福e家五期  | 1室0厅 | 45.65平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2009年建板楼  -  幸福e家', '215万', '单价47098元/平米')
('https://image1.ljcdn.com/210200-inspection/c157eb9e-f22f-4e18-af44-8cbc673fa2ad.jpg.296x216.jpg', '马栏富民广场双南向两室一厅采光好视野开阔', '马栏小学北  | 2室1厅 | 48.32平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  马栏', '45万', '单价9313元/平米')
('https://image1.ljcdn.com/210200-inspection/af4dbaf8-6f2b-4a23-8c27-e262edc20de2.JPG.296x216.jpg', '锦霞北园 2室1厅 49.799999万', '锦霞北园  | 2室1厅 | 56.7平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  锦绣', '49.8万', '单价8784元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6e632141-174e-435d-b5ca-e5608b099946.png.296x216.jpg', '车家村 1室1厅 73万', '车家村  | 1室1厅 | 35.61平米 | 西南 | 其他 | 无电梯', '低楼层(共7层)1989年建板楼  -  侯家沟', '73万', '单价20500元/平米')
('https://image1.ljcdn.com/210200-inspection/d31636f4-7abd-4270-ae0a-8ad546273f7b.jpg.296x216.jpg', '楼层好 近市场 采光好 配套齐全', '侯二小区  | 2室1厅 | 73.62平米 | 东 西 | 精装 | 无电梯', '中楼层(共8层)1990年建板楼  -  侯家沟', '93万', '单价12633元/平米')
('https://image1.ljcdn.com/210200-inspection/98c00d29-45d6-4d28-8774-79edecad0ac3.jpg.296x216.jpg', '侯一 一室 精装修 采光好 无遮挡', '侯一小区  | 1室1厅 | 46.69平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1993年建板楼  -  侯家沟', '43万', '单价9210元/平米')
('https://image1.ljcdn.com/210200-inspection/95f2b4f7-faff-47bc-9a61-4109a987f6eb.jpg.296x216.jpg', '星海小区 3室2厅 140万', '星海小区  | 3室2厅 | 120.25平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  黑石礁', '140万', '单价11643元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8bd4df65-14b3-4e2e-987e-253827673e5a.png.296x216.jpg', '南昌平小区 3室1厅 138万', '南昌平小区  | 3室1厅 | 106.37平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  西安路', '138万', '单价12974元/平米')
('https://image1.ljcdn.com/210200-inspection/122efcdc-cd1f-44ec-b5b1-9c8801e5e04c.jpg.296x216.jpg', '金色年华公馆 2室1厅 195万', '金色年华公馆  | 2室1厅 | 75.61平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2011年建塔楼  -  中山公园', '195万', '单价25791元/平米')
('https://image1.ljcdn.com/210200-inspection/67060e72-138f-46d0-b507-325d490d4bca.JPG.296x216.jpg', '星海融汇 南北通透 五明户型  看房方便', '星海融汇  | 2室1厅 | 91.59平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2016年建板楼  -  莲花白云', '210万', '单价22929元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload441147d3-6f61-440d-bfe0-ec11c16b092f.jpg.296x216.jpg', '幸福小区 南北通透格局 本色装修', '幸福小区  | 3室1厅 | 120.53平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  辽师', '146万', '单价12114元/平米')
('https://image1.ljcdn.com/210200-inspection/08425058-2c1b-4bca-9201-128a28438c1d.jpg.296x216.jpg', '小区花坛位置 不靠道 没有遮挡物视野开阔装修保持好。', '兰溪文苑  | 3室1厅 | 148.93平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2004年建板楼  -  辽师', '305万', '单价20480元/平米')
('https://image1.ljcdn.com/210200-inspection/1a0ab576-4491-4238-82ed-ef26ecdf3f7c.JPG.296x216.jpg', '侯二小区 1室1厅 41.9万', '侯二小区  | 1室1厅 | 40.08平米 | 东 | 简装 | 无电梯', '中楼层(共8层)1993年建板楼  -  侯家沟', '41.9万', '单价10455元/平米')
('https://image1.ljcdn.com/210200-inspection/58999384-6934-4cd2-9023-5eb7faa52a41.jpg.296x216.jpg', '孙家沟 1室1厅 43万', '孙家沟  | 1室1厅 | 33.71平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1990年建板楼  -  孙家沟', '43万', '单价12756元/平米')
('https://image1.ljcdn.com/210200-inspection/6a4310af-bd87-4185-8432-3d6f7a20ddc9.jpg.296x216.jpg', '79中科学家公寓 4室2厅 290万', '79中科学家公寓  | 4室2厅 | 143.06平米 | 南 | 其他 | 有电梯', '低楼层(共29层)1998年建板楼  -  中山公园', '290万', '单价20272元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6c89780e-658b-4d69-b816-085faae9428e.png.296x216.jpg', '李家街 2室1厅 55.6万', '李家街  | 2室1厅 | 48平米 | 西南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  春柳', '55.6万', '单价11584元/平米')
('https://image1.ljcdn.com/210200-inspection/bee77fa3-43e1-4ceb-8b27-289d886adece.jpg.296x216.jpg', '交大地铁沿线南北田字格户型，采光视野好', '交通大学  | 2室1厅 | 86.98平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1995年建板楼  -  辽师', '112万', '单价12877元/平米')
('https://image1.ljcdn.com/210200-inspection/test-74398cab-3d63-458a-ac4f-300725128723.png.296x216.jpg', '益嘉广场中间楼层，封闭小区采光良好。', '益嘉广场  | 1室1厅 | 56.79平米 | 东南 | 简装 | 有电梯', '中楼层(共25层)2012年建塔楼  -  马栏', '98万', '单价17257元/平米')
('https://image1.ljcdn.com/210200-inspection/86e0f68a-aac4-48b6-916b-46ebe4292be1.JPG.296x216.jpg', '锦华北园精装修带阁楼产品两室户型', '锦华北园  | 2室2厅 | 119平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  锦绣', '165万', '单价13866元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6132f648-e94c-4b7c-9b4d-78c90cadc679.png.296x216.jpg', '宝发金钻 1室1厅 85万', '宝发金钻  | 1室1厅 | 55.18平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2007年建塔楼  -  西安路', '85万', '单价15405元/平米')
('https://image1.ljcdn.com/210200-inspection/8b771d66-8c94-4828-a780-c22e643156bc.jpg.296x216.jpg', '79中万泰花园 3室1厅 220万', '79中万泰花园  | 3室1厅 | 78.96平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1998年建板楼  -  中山公园', '220万', '单价27863元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploada5de53cd-361c-4410-ad28-af8b07ac9a6b.jpg.296x216.jpg', '一楼带大花园。次新房清水。公立幼儿园中海小区品质。', '中海天赋山二期  | 3室2厅 | 112平米 | 南 北 | 毛坯', '低楼层(共9层)2017年建板楼  -  绿波', '300万', '单价26786元/平米')
('https://image1.ljcdn.com/210200-inspection/bc960ffd-9796-4cc1-a2bf-29dec169067b.jpg.296x216.jpg', '79中小 视野好 楼下家乐福 交通方便', '79中学中盈家园  | 2室1厅 | 110平米 | 西 北 | 其他 | 有电梯', '高楼层(共32层)2002年建板楼  -  中山公园', '245万', '单价22273元/平米')
('https://image1.ljcdn.com/210200-inspection/82ec6cb6-58ab-4229-a4c1-3d743f29af9c.jpg.296x216.jpg', '新希望花园 3室1厅 350万', '新希望花园  | 3室1厅 | 154.84平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)2003年建板楼  -  和平广场', '350万', '单价22604元/平米')
('https://image1.ljcdn.com/210200-inspection/b2761f84-56dc-43e3-8ac1-ad79a7892629.jpg.296x216.jpg', '南昌平小区 1室1厅 73万', '南昌平小区  | 1室1厅 | 53平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1998年建塔楼  -  西安路', '73万', '单价13774元/平米')
('https://image1.ljcdn.com/210200-inspection/test-09fa7154-81a4-4342-9da1-589e54252092.png.296x216.jpg', '杭州街 2室0厅 60万', '杭州街  | 2室0厅 | 49平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1990年建板楼  -  黑石礁', '60万', '单价12245元/平米')
('https://image1.ljcdn.com/210200-inspection/5d1f2c56-2964-41d1-b12e-53d3c8b13496.jpg.296x216.jpg', '装修干净，难得三室，阳光满满，可欣赏山景与河景', '星海大观  | 3室2厅 | 84.46平米 | 南 | 精装 | 有电梯', '低楼层(共50层)2010年建板楼  -  星海广场', '156万', '单价18471元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a1ab65b7-a07c-4f1b-b5fa-24d824ee4eae.png.296x216.jpg', '封闭小区 多层 南北通透 五明户型 高得房 不挡光', '中盛家园  | 4室2厅 | 184.17平米 | 东 南 北 | 简装 | 无电梯', '中楼层(共5层)2002年建板楼  -  西安路', '347万', '单价18842元/平米')
('https://image1.ljcdn.com/210200-inspection/7efc3d22-86c0-480f-92f4-ef6ec1639317.jpg.296x216.jpg', '幸福e家五期 2室2厅 365万', '幸福e家五期  | 2室2厅 | 97.23平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2010年建板楼  -  幸福e家', '365万', '单价37540元/平米')
('https://image1.ljcdn.com/210200-inspection/cb34c409-857e-4896-9d6f-34367d045fd4.jpg.296x216.jpg', '侯二小区 3室1厅 96万', '侯二小区  | 3室1厅 | 94.32平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1992年建板楼  -  侯家沟', '96万', '单价10179元/平米')
('https://image1.ljcdn.com/210200-inspection/56644797-f52d-42e8-bd56-0b1584ce8e52.jpg.296x216.jpg', '全新装修没怎么住过，全部进口装修材料！', '壹品星海二期  | 2室2厅 | 189.29平米 | 南 北 | 其他 | 有电梯', '中楼层(共28层)2007年建板楼  -  星海广场', '500万', '单价26415元/平米')
('https://image1.ljcdn.com/210200-inspection/test-76891d4c-acf4-4bfd-8461-7954713d4994.png.296x216.jpg', '西安路 两室 南北通透 五明户型 地铁 公交枢纽 新长兴', '城品城  | 2室1厅 | 82.14平米 | 东 南 北 | 精装 | 有电梯', '高楼层(共27层)2010年建塔楼  -  西安路', '175万', '单价21306元/平米')
('https://image1.ljcdn.com/210200-inspection/test-252a37ea-2422-401c-8832-5c93fc2d1ec0.png.296x216.jpg', '星浦庄园，南北通透，三室两厅，近星海公园', '星浦庄园  | 3室2厅 | 124.6平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1997年建板楼  -  黑石礁', '185万', '单价14848元/平米')
('https://image1.ljcdn.com/210200-inspection/cfff6e45-20b0-4494-b064-357027b6635a.jpg.296x216.jpg', '振工街 2室2厅 130万', '振工街  | 2室2厅 | 109.51平米 | 南 北 | 其他', '高楼层(共7层)1999年建板楼  -  丽景', '130万', '单价11872元/平米')
('https://image1.ljcdn.com/210200-inspection/35a61ded-0bd7-4dc3-b30e-a2df5b86151d.jpg.296x216.jpg', '华业二期 封闭小区 楼龄新 价位可议', '华业玫瑰东方Ⅱ期  | 3室1厅 | 94.12平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建板楼  -  太原街', '280万', '单价29750元/平米')
('https://image1.ljcdn.com/210200-inspection/test-14583836-bba9-4ca5-8d19-10dae36d8af7.png.296x216.jpg', '四期标准三室两厅户型，精装修拎包就能住', '幸福e家四期  | 3室1厅 | 136.44平米 | 南 北 | 精装 | 有电梯', '中楼层(共5层)2007年建板楼  -  幸福e家', '450万', '单价32982元/平米')
('https://image1.ljcdn.com/210200-inspection/d73ff0cb-96c4-42f6-9963-d50d90f2b153.jpg.296x216.jpg', '大华御庭小户型，装修好，拎包入住．', '大华御庭  | 1室0厅 | 52.86平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2009年建板楼  -  星海人家商圈', '108万', '单价20432元/平米')
('https://image1.ljcdn.com/210200-inspection/dfc23b99-f717-4ede-af6a-0ab5d8693dc4.JPG.296x216.jpg', '车家村 1室1厅 35万', '车家村  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  侯家沟', '35万', '单价9723元/平米')
('https://image1.ljcdn.com/210200-inspection/ad973c76-8b7d-483b-a9f8-ae2542bc9ae5.jpg.296x216.jpg', '79中小连读 黄河路北 带电梯 两室光线好 随时看房', '79中数控大厦  | 2室1厅 | 81.1平米 | 东南 | 其他 | 有电梯', '高楼层(共20层)2000年建板楼  -  中山公园', '215万', '单价26511元/平米')
('https://image1.ljcdn.com/210200-inspection/test-67945ef3-bb16-4d4d-9f6c-b7640f959a58.png.296x216.jpg', '绿香花园 中间楼层两室 户型好位置好', '绿香花园  | 2室1厅 | 79.88平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2001年建板楼  -  绿波', '128万', '单价16025元/平米')
('https://image1.ljcdn.com/210200-inspection/091e0997-0e97-4a0e-ab31-ca0fbb1f483a.jpg.296x216.jpg', '桃山小区 2室1厅 66万', '桃山小区  | 2室1厅 | 62.76平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  南沙', '66万', '单价10517元/平米')
('https://image1.ljcdn.com/210200-inspection/e86b1638-8307-41bb-8ea8-43f4debf7bf2.jpg.296x216.jpg', '星海大第 1室1厅 139万', '星海大第  | 1室1厅 | 63.89平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2005年建板楼  -  孙家沟', '139万', '单价21757元/平米')
('https://image1.ljcdn.com/210200-inspection/eb7ba1db-9f53-4791-96cf-bfd7baec7b3f.jpg.296x216.jpg', '锦虹北园 南北通厅户型 多层三室采光好', '锦虹北园  | 3室1厅 | 93.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '115万', '单价12300元/平米')
('https://image1.ljcdn.com/210200-inspection/8a88fa7a-be52-4eac-8a59-18c5593b5141.jpg.296x216.jpg', '清泉小区两室南北向业主诚心出售！', '清泉小区  | 2室1厅 | 69.28平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  西安路', '77万', '单价11115元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1403eab8-a029-4a56-8552-4e7dfe587651.png.296x216.jpg', '万科城市花园 南北通透 多层洋房 经典跃层产品', '万科城市花园  | 4室2厅 | 125.48平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2005年建板楼  -  绿波', '310万', '单价24706元/平米')
('https://image1.ljcdn.com/210200-inspection/b12c6ed9-0d9a-414c-8ed1-5252d67cc5da.jpg.296x216.jpg', '西南路（辽师商圈） 2室1厅 56万', '西南路（辽师商圈）  | 2室1厅 | 44.31平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1991年建板楼  -  辽师', '56万', '单价12639元/平米')
('https://image1.ljcdn.com/210200-inspection/bf7f93d4-0297-4358-a4db-350d0ae74564.jpg.296x216.jpg', '79中永平 2室2厅 238万', '79中永平  | 2室2厅 | 88.18平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  中山公园', '238万', '单价26991元/平米')
('https://image1.ljcdn.com/210200-inspection/5cca2d48-186b-4f83-bfa4-39b8e05f507c.jpg.296x216.jpg', '星海国宝 中间位置 大四居 采光好 可看星海广场看海', '星海国宝  | 4室2厅 | 247平米 | 东 西 | 其他 | 有电梯', '低楼层(共30层)2003年建板楼  -  星海广场', '550万', '单价22268元/平米')
('https://image1.ljcdn.com/210200-inspection/test-04255ca6-69c3-415f-89b5-577bce01b182.png.296x216.jpg', '幸福e家五期 精装小户型  诚心出售', '幸福e家五期  | 1室0厅 | 60平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2009年建板楼  -  幸福e家', '210万', '单价35000元/平米')
('https://image1.ljcdn.com/210200-inspection/852376c5-2529-4654-b1e9-d9d61e7803d9.jpg.296x216.jpg', '民权小区 1室1厅 42万', '民权小区  | 1室1厅 | 51平米 | 南 | 其他 | 有电梯', '高楼层(共25层)1997年建板楼  -  西安路', '42万', '单价8236元/平米')
('https://image1.ljcdn.com/210200-inspection/e5a97886-1143-4381-b5ba-eb60e584d39c.JPG.296x216.jpg', '天河新苑 3室2厅 152万', '天河新苑  | 3室2厅 | 112.15平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  阳光月秀', '152万', '单价13554元/平米')
('https://image1.ljcdn.com/210200-inspection/cbc61e80-d89b-43f8-a6e8-90481077f176.jpg.296x216.jpg', '丝绸路 两室南北通透格局 户型好采光足', '侯二小区  | 2室1厅 | 75.05平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1992年建板楼  -  侯家沟', '85万', '单价11326元/平米')
('https://image1.ljcdn.com/210200-inspection/474c6232-78f1-41d3-8ec3-63d79fe0f462.jpg.296x216.jpg', '79中双小区    至诚小区   精装两室', '79中至诚小区  | 2室1厅 | 54.35平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)1958年建板楼  -  中山公园', '148万', '单价27231元/平米')
('https://image1.ljcdn.com/210200-inspection/8caa5501-d7c3-4ac1-955e-7d3c6cf2cae7.jpg.296x216.jpg', '宝发金钻 1室1厅 70万', '宝发金钻  | 1室1厅 | 42.22平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2007年建塔楼  -  西安路', '70万', '单价16580元/平米')
('https://image1.ljcdn.com/210200-inspection/bad9086d-a29c-4999-b19a-3830481b35b9.jpg.296x216.jpg', '辰熙星海国际 3室2厅 350万', '辰熙星海国际  | 3室2厅 | 213平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2006年建板楼  -  黑石礁', '350万', '单价16432元/平米')
('https://image1.ljcdn.com/210200-inspection/ffcc315a-d471-46b6-bbce-2a70ca136f80.JPG.296x216.jpg', '近地铁万达早夜市老式精装带阁楼西明厅', '锦霞北园  | 2室2厅 | 76.27平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  锦绣', '88万', '单价11538元/平米')
('https://image1.ljcdn.com/210200-inspection/0958082a-2fa2-4d15-977f-efc2151969fe.jpg.296x216.jpg', '桃山小区97年亿达建设，两室总房款低，装修保持好', '桃山小区  | 2室1厅 | 53.99平米 | 东北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  南沙', '50万', '单价9261元/平米')
('https://image1.ljcdn.com/210200-inspection/cce62148-27b9-45a4-a2e3-dec00fee4a43.jpg.296x216.jpg', '星海大观 2室1厅 168万', '星海大观  | 2室1厅 | 92.25平米 | 东 | 其他 | 有电梯', '高楼层(共50层)2010年建板楼  -  星海广场', '168万', '单价18212元/平米')
('https://image1.ljcdn.com/210200-inspection/d94cc3dc-c2c5-4879-8687-3f2baed2ee39.jpg.296x216.jpg', '北昌平小区 2室1厅 75万', '北昌平小区  | 2室1厅 | 60平米 | 西 | 其他 | 无电梯', '高楼层(共7层)1994年建板楼  -  西安路', '75万', '单价12500元/平米')
