('https://image1.ljcdn.com/340100-inspection/79021de0-8fab-4b80-92e3-27e81c75dfa5.JPG.296x216.jpg', '莱茵河畔花园 2室2厅 102万', '莱茵河畔花园  | 2室2厅 | 78.54平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  东站', '102万', '单价12988元/平米')
('', '铁静苑二期 2室2厅 90万', '铁静苑二期  | 2室2厅 | 84.76平米 | 南 | 其他', '高楼层(共20层)塔楼  -  七里塘', '90万', '单价10619元/平米')
('', '实嘉原创生活 2室2厅 120万', '实嘉原创生活  | 2室2厅 | 90平米 | 南 北 | 其他', '低楼层(共9层)2011年建板塔结合  -  东站', '120万', '单价13334元/平米')
('', '德邦翠馨居 2室2厅 125万', '德邦翠馨居  | 2室2厅 | 90.09平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '125万', '单价13876元/平米')
('https://image1.ljcdn.com/340100-inspection/b36c8e42-9ca1-4411-b51b-e2bc24c4e445.JPG.296x216.jpg', '香江生态丽景 4室2厅 190万', '香江生态丽景  | 4室2厅 | 122.98平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '190万', '单价15450元/平米')
('', '阳光汇景 1室2厅 90万', '阳光汇景  | 1室2厅 | 66.87平米 | 南 | 其他', '高楼层(共6层)2007年建板塔结合  -  七里塘', '90万', '单价13459元/平米')
('', '巴黎春天 2室2厅 128万', '巴黎春天  | 2室2厅 | 96平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '128万', '单价13334元/平米')
('', '品质小区，居民素质相对较高，物业管理也是很完善贴心', '华府竹丝苑北苑  | 2室2厅 | 86.29平米 | 南 北 | 其他', '高楼层(共17层)塔楼  -  七里塘', '130万', '单价15066元/平米')
('https://image1.ljcdn.com/340100-inspection/d8bc9aa5-54d6-43f1-ac66-0e44a7454ad3.JPG.296x216.jpg', '香江生态丽景 5室2厅 210万', '香江生态丽景  | 5室2厅 | 188.99平米 | 南 北 | 其他', '低楼层(共4层)板楼  -  七里塘', '210万', '单价11112元/平米')
('https://image1.ljcdn.com/340100-inspection/142bea8f-b286-4080-bca0-f13ff5094ec9.jpg.296x216.jpg', '巴黎春天 简装 楼层好 采光充足 户型方正 诚心出售', '巴黎春天  | 3室1厅 | 121.84平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  七里塘', '170万', '单价13953元/平米')
('https://image1.ljcdn.com/340100-inspection/45f6b0e1-26b3-46c5-b535-550660eaaf19.jpg.296x216.jpg', '瑶海家具大市场 林语人家 精装两室 业主诚心出售', '林语人家  | 2室2厅 | 83.89平米 | 南 | 其他', '低楼层(共6层)板楼  -  东站', '109万', '单价12994元/平米')
('', '瑶东北村 2室1厅 90万', '瑶东北村  | 2室1厅 | 84.19平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '90万', '单价10691元/平米')
('', '德邦翠馨居 2室2厅 118万', '德邦翠馨居  | 2室2厅 | 90.09平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '118万', '单价13099元/平米')
('https://image1.ljcdn.com/340100-inspection/e29abae0-c389-4e7a-bdda-2c97ab1877f0.jpg.296x216.jpg', '国耀园上园 三室精装修 看房提前联系', '国耀园上园  | 2室2厅 | 91.79平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  东站', '137万', '单价14926元/平米')
('', '兴华苑 3室2厅 132万', '兴华苑  | 3室2厅 | 120平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  七里塘', '132万', '单价11000元/平米')
('', '巴黎春天 2室2厅 140万', '巴黎春天  | 2室2厅 | 93.27平米 | 南 | 其他', '中楼层(共12层)板楼  -  七里塘', '140万', '单价15011元/平米')
('', '家天下 5室2厅 230万', '家天下  | 5室2厅 | 128平米 | 南 | 其他', '低楼层(共32层)2014年建塔楼  -  七里塘', '230万', '单价17969元/平米')
('', '武里山天街商圈康城静林湾精装两室出售', '康城静林湾  | 2室2厅 | 82平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '120万', '单价14635元/平米')
('https://image1.ljcdn.com/340100-inspection/c4f61742-adad-49af-b33d-9134218235f3.JPG.296x216.jpg', '国耀园上园，电梯洋房，采光好。精装修', '国耀园上园  | 3室2厅 | 138.53平米 | 南 北 | 其他', '低楼层(共6层)2012年建板塔结合  -  东站', '228万', '单价16459元/平米')
('', '香江生态名郡 1室1厅 53万', '香江生态名郡  | 1室1厅 | 46.4平米 | 东北 | 其他', '高楼层(共26层)2010年建塔楼  -  七里塘', '53万', '单价11423元/平米')
('', '文一星河港湾 2室2厅 120万', '文一星河港湾  | 2室2厅 | 83.38平米 | 东 南 | 其他', '中楼层(共24层)暂无数据  -  七里塘', '120万', '单价14392元/平米')
('', '瑶东北村 3室1厅 90万', '瑶东北村  | 3室1厅 | 84.14平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里塘', '90万', '单价10697元/平米')
('https://image1.ljcdn.com/340100-inspection/fa7d73d9-32e1-4321-bc04-234d7bbceab0.jpg.296x216.jpg', '北二环 园上园 小户型 通燃气', '国耀园上园  | 2室1厅 | 72.96平米 | 南 | 其他', '中楼层(共24层)2012年建板塔结合  -  东站', '93万', '单价12747元/平米')
('', '兴华苑 3室2厅 124万', '兴华苑  | 3室2厅 | 124.21平米 | 南 北 | 其他', '低楼层(共6层)2008年建板楼  -  七里塘', '124万', '单价9984元/平米')
('', '家天下 3室2厅 200万', '家天下  | 3室2厅 | 108.83平米 | 南 | 其他', '中楼层(共27层)2014年建塔楼  -  七里塘', '200万', '单价18378元/平米')
('', '昊天园 楼层好  采光十足 视野开阔 方正户型', '隆昊昊天园  | 2室2厅 | 94.7平米 | 南 北 | 其他', '中楼层(共11层)2012年建板塔结合  -  七里塘', '148万', '单价15629元/平米')
('', '文一陶冲湖城市广场 3室1厅 130万', '文一陶冲湖城市广场  | 3室1厅 | 90平米 | 南 | 其他', '高楼层(共29层)暂无数据  -  站北', '130万', '单价14445元/平米')
('https://image1.ljcdn.com/340100-inspection/18bf4d1b-e926-402b-9ace-23197b8bdb07.JPG.296x216.jpg', '阳光汇景 1室1厅 56万', '阳光汇景  | 1室1厅 | 46.07平米 | 南 | 其他', '低楼层(共18层)2007年建板塔结合  -  七里塘', '56万', '单价12156元/平米')
('https://image1.ljcdn.com/340100-inspection/d761dbac-bb66-4205-810f-c9a8daf52866.JPG.296x216.jpg', '国耀园上园 精装一居室 住宅产权', '国耀园上园  | 1室1厅 | 43.97平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  东站', '67万', '单价15238元/平米')
('', '国耀园上园 1室1厅 47万', '国耀园上园  | 1室1厅 | 36平米 | 东 | 其他', '高楼层(共24层)2012年建板塔结合  -  东站', '47万', '单价13056元/平米')
('', '兴华苑 2室2厅 88万', '兴华苑  | 2室2厅 | 88平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  七里塘', '88万', '单价10000元/平米')
('', '德邦翠馨居 3室2厅 160万', '德邦翠馨居  | 3室2厅 | 137.68平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '160万', '单价11622元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploaddcbf2d07-6edb-4561-b366-e2b091fa1f1b.jpg.296x216.jpg', '昊天园婚房装修大三房 品质装修 两梯两户 低调奢华', '隆昊昊天园  | 3室2厅 | 142.3平米 | 南 北 | 精装', '中楼层(共18层)2012年建板塔结合  -  七里塘', '190万', '单价13353元/平米')
('', '国耀园上园，两房，拎包入住，中高层', '国耀园上园  | 2室1厅 | 75.9平米 | 南 | 其他', '高楼层(共24层)2012年建板塔结合  -  东站', '87万', '单价11463元/平米')
('', '长虹世纪荣廷 3室2厅 150万', '长虹世纪荣廷  | 3室2厅 | 112.5平米 | 南 | 其他', '高楼层(共33层)2016年建板塔结合  -  七里塘', '150万', '单价13334元/平米')
('', '隆昊昊天园 3室1厅 108万', '隆昊昊天园  | 3室1厅 | 71.04平米 | 南 | 其他', '低楼层(共30层)2012年建板塔结合  -  七里塘', '108万', '单价15203元/平米')
('https://image1.ljcdn.com/340100-inspection/3151a3dc-c594-457e-bf3e-f1fb5b89fc4e.JPG.296x216.jpg', '巴黎春天 3室2厅 165万', '巴黎春天  | 3室2厅 | 110.29平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '165万', '单价14961元/平米')
('https://image1.ljcdn.com/340100-inspection/934ad7c6-2e03-4523-b47c-5e0ed734709e.JPG.296x216.jpg', '湖畔兰庭，地理位置优越，观景房', '湖畔兰庭  | 3室2厅 | 135.23平米 | 南 北 | 其他', '中楼层(共11层)塔楼  -  七里塘', '165万', '单价12202元/平米')
('', '七里塘   兴海苑D区   单价低  交通便利', '兴海苑D区  | 2室2厅 | 69.76平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '68万', '单价9748元/平米')
('', '利港尚公馆 3室2厅 150万', '利港尚公馆  | 3室2厅 | 110.7平米 | 南 北 | 其他', '中楼层(共25层)塔楼  -  七里塘', '150万', '单价13551元/平米')
('https://image1.ljcdn.com/340100-inspection/7478fdff-ccd4-42ad-8a47-24c3f53bbc18.JPG.296x216.jpg', '实嘉原创生活 精装三房 采光没问题', '实嘉原创生活  | 3室2厅 | 113平米 | 南 | 其他', '中楼层(共18层)2011年建板塔结合  -  东站', '160万', '单价14160元/平米')
('', '德邦翠馨居 2室2厅 117万', '德邦翠馨居  | 2室2厅 | 94.72平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '117万', '单价12353元/平米')
('https://image1.ljcdn.com/340100-inspection/6e65fd4e-14c3-4ea0-aba4-096526f3046b.jpg.296x216.jpg', '新站 瑶海公园 家天下生活广场 两室两厅精装', '文一星河港湾  | 2室2厅 | 81.91平米 | 南 | 其他', '中楼层(共28层)暂无数据  -  七里塘', '115万', '单价14040元/平米')
('', '安粮双景佳苑 2室1厅 105万', '安粮双景佳苑  | 2室1厅 | 74.9平米 | 南 北 | 其他', '高楼层(共11层)塔楼  -  七里塘', '105万', '单价14019元/平米')
('', '长虹世纪荣廷 3室2厅 168万', '长虹世纪荣廷  | 3室2厅 | 113.03平米 | 南 | 其他', '低楼层(共8层)板楼  -  七里塘', '168万', '单价14864元/平米')
('', '香江生态名郡 1室1厅 49万', '香江生态名郡  | 1室1厅 | 46.4平米 | 南 | 其他', '中楼层(共26层)2010年建塔楼  -  七里塘', '49万', '单价10561元/平米')
('', '铁静苑二期 2室2厅 95万', '铁静苑二期  | 2室2厅 | 85平米 | 南 | 其他', '中楼层(共32层)塔楼  -  七里塘', '95万', '单价11177元/平米')
('', '国际汽车城巴黎春天精致三室急售，没有个税和增值税', '巴黎春天  | 3室2厅 | 120平米 | 东南 南 北 | 其他', '中楼层(共11层)板楼  -  七里塘', '155万', '单价12917元/平米')
('https://image1.ljcdn.com/340100-inspection/61b7d01c-708f-432a-b607-d4cdd319f603.JPG.296x216.jpg', '帝豪星港湾 联排别墅 精装修 环境好 交通便利', '帝豪星港湾   | 联排别墅 | 4室3厅 | 202.81平米 | 南 北 | 其他', '4层2009年建暂无数据  -  七里塘', '420万', '单价20710元/平米')
('', '淮合花园 3室2厅 90万', '淮合花园  | 3室2厅 | 92.26平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '90万', '单价9756元/平米')
('', '康城水云间 1室2厅 93万', '康城水云间  | 1室2厅 | 67.77平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  七里塘', '93万', '单价13723元/平米')
('https://image1.ljcdn.com/340100-inspection/01879f29-b1a2-4bee-af4a-c3583c5674aa.jpg.296x216.jpg', '家天下，家庭主题购物公园，生活便利无增值税', '家天下  | 3室2厅 | 87.79平米 | 东南 | 其他', '高楼层(共32层)2014年建塔楼  -  七里塘', '143万', '单价16289元/平米')
('', '德邦翠馨居 3室2厅 160万', '德邦翠馨居  | 3室2厅 | 129.7平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '160万', '单价12337元/平米')
('https://image1.ljcdn.com/340100-inspection/52ad7312-8dbb-4091-a630-296d19230c4e.jpg.296x216.jpg', '省二院  瑶海公园 多层公摊少 满五年', '铁静苑B区  | 3室2厅 | 121.49平米 | 南 北 | 其他', '中楼层(共6层)2000年建塔楼  -  七里塘', '128万', '单价10536元/平米')
('', '实嘉原创生活 3室2厅 193万', '实嘉原创生活  | 3室2厅 | 129平米 | 南 | 其他', '高楼层(共17层)2011年建板塔结合  -  东站', '193万', '单价14962元/平米')
('', '金辉悦府 3室2厅 130万', '金辉悦府  | 3室2厅 | 100平米 | 南 | 其他', '低楼层(共33层)暂无数据  -  七里塘', '130万', '单价13000元/平米')
('', '帝豪星港湾 3室2厅 220万', '帝豪星港湾  | 3室2厅 | 142.9平米 | 南 | 其他', '3层2009年建暂无数据  -  七里塘', '220万', '单价15396元/平米')
('', '隆昊昊博园 4室2厅 180万', '隆昊昊博园  | 4室2厅 | 142平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  七里塘', '180万', '单价12677元/平米')
('', '文一陶冲湖城市广场 4室2厅 135万', '文一陶冲湖城市广场  | 4室2厅 | 106平米 | 南 | 其他', '中楼层(共29层)暂无数据  -  站北', '135万', '单价12736元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc919b95c-4862-43eb-88af-90f4cde74fa9.jpg.296x216.jpg', '阳光汇景  精装两室  户型方正  采光无遮挡', '阳光汇景  | 2室2厅 | 71.74平米 | 南 | 其他', '中楼层(共18层)2007年建板塔结合  -  七里塘', '98万', '单价13661元/平米')
('', '隆昊昊博园 1室1厅 85万', '隆昊昊博园  | 1室1厅 | 60平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '85万', '单价14167元/平米')
('https://image1.ljcdn.com/340100-inspection/72527b54-cc70-4209-868d-36b5290d8249.JPG.296x216.jpg', '禹洲中央城 3室1厅 145万', '禹洲中央城  | 3室1厅 | 89平米 | 南 北 | 其他', '高楼层(共31层)塔楼  -  七里塘', '145万', '单价16293元/平米')
('https://image1.ljcdn.com/340100-inspection/e1d4842b-8ec3-494a-a5d6-8c4f6cc152f5.jpg.296x216.jpg', '户型方正 交通方便 配套成熟 业主诚售', '信达格兰云天  | 2室2厅 | 86平米 | 南 | 其他', '中楼层(共9层)塔楼  -  七里塘', '120万', '单价13954元/平米')
('', '帝豪星港湾 3室2厅 230万', '帝豪星港湾  | 3室2厅 | 100平米 | 南 | 其他', '高楼层(共18层)2009年建板塔结合  -  七里塘', '230万', '单价23000元/平米')
('https://image1.ljcdn.com/340100-inspection/17d899ae-0f39-41ba-b5c8-e2751c5513d8.jpg.296x216.jpg', '家天下四期，上下复式，休闲区与休息区分开，', '家天下四期  | 1室1厅 | 48.12平米 | 南 北 | 其他', '高楼层(共18层)2014年建塔楼  -  七里塘', '82万', '单价17041元/平米')
('', '华府竹丝苑北苑 3室2厅 195万', '华府竹丝苑北苑  | 3室2厅 | 140平米 | 南 | 其他', '高楼层(共17层)塔楼  -  七里塘', '195万', '单价13929元/平米')
('', '安粮双景佳苑 3室2厅 168万', '安粮双景佳苑  | 3室2厅 | 123.85平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '168万', '单价13565元/平米')
('', '馥邦商务广场 1室1厅 31万', '馥邦商务广场  | 1室1厅 | 52.61平米 | 南 | 其他', '高楼层(共11层)板楼  -  七里塘', '31万', '单价5893元/平米')
('', '淮合花园 2室1厅 60万', '淮合花园  | 2室1厅 | 65.99平米 | 南 北 | 其他', '低楼层(共28层)2012年建板塔结合  -  七里塘', '60万', '单价9093元/平米')
('', '圣联梦溪小镇 2室1厅 98万', '圣联梦溪小镇  | 2室1厅 | 84.28平米 | 南 | 其他', '高楼层(共32层)塔楼  -  磨店', '98万', '单价11628元/平米')
('https://image1.ljcdn.com/340100-inspection/572457af-d402-4c73-bed6-b0b8fc54109f.jpg.296x216.jpg', '满五唯一 诚心出售 家天下生活广场对面 商业交通发达', '阳光汇景  | 3室1厅 | 96.7平米 | 南 北 | 其他', '低楼层(共18层)2007年建板塔结合  -  七里塘', '122万', '单价12617元/平米')
('', '家天下的房子看物业看环境看小区规划，好不好就要看看', '家天下  | 2室1厅 | 77.05平米 | 南 | 其他', '高楼层(共27层)2014年建塔楼  -  七里塘', '136万', '单价17651元/平米')
('', '磨店大学城梦溪小镇抢手房源，地铁口优质小区', '圣联梦溪小镇  | 3室2厅 | 127.8平米 | 南 | 其他', '高楼层(共26层)塔楼  -  磨店', '165万', '单价12911元/平米')
('https://image1.ljcdn.com/340100-inspection/9854c51c-c0b7-4800-98e0-161b06dcb1e0.JPG.296x216.jpg', '复式楼层，采光很好，视野开阔，拎包入住，精装修', '湖畔兰庭  | 5室3厅 | 164.59平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '220万', '单价13367元/平米')
('', '莱茵河畔花园 3室2厅 145万', '莱茵河畔花园  | 3室2厅 | 122.1平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  东站', '145万', '单价11876元/平米')
('https://image1.ljcdn.com/340100-inspection/fe637f71-ef90-42f6-b310-cc2261a2cb6b.jpg.296x216.jpg', '精装 满五年 生态公园旁 带个地下室 多层公摊少', '巴黎春天  | 3室2厅 | 111.06平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '160万', '单价14407元/平米')
('', '家天下 3室1厅 160万', '家天下  | 3室1厅 | 87平米 | 南 北 | 其他', '中楼层(共32层)2014年建塔楼  -  七里塘', '160万', '单价18391元/平米')
('', '安粮双景佳苑 3室2厅 175万', '安粮双景佳苑  | 3室2厅 | 123.9平米 | 南 | 其他', '中楼层(共11层)2010年建塔楼  -  七里塘', '175万', '单价14125元/平米')
('', '龙湾国际公寓 3室2厅 150万', '龙湾国际公寓  | 3室2厅 | 123平米 | 南 | 其他', '高楼层(共18层)暂无数据  -  七里塘', '150万', '单价12196元/平米')
('', '淮合花园 3室1厅 95万', '淮合花园  | 3室1厅 | 96平米 | 南 北 | 其他', '中楼层(共18层)2012年建板塔结合  -  七里塘', '95万', '单价9896元/平米')
('', '家天下 3室2厅 160万', '家天下  | 3室2厅 | 86平米 | 南 | 其他', '中楼层(共27层)2014年建塔楼  -  七里塘', '160万', '单价18605元/平米')
('https://image1.ljcdn.com/340100-inspection/13a067fb-5acc-48e2-809f-2f4d4a281fdb.jpg.296x216.jpg', '香江生态丽景D区 小区内设有幼儿园生态公园，环境优美', '香江生态丽景  | 3室2厅 | 121平米 | 南 | 其他', '高楼层(共18层)塔楼  -  七里塘', '150万', '单价12397元/平米')
('', '国耀园上园 1室1厅 70万', '国耀园上园  | 1室1厅 | 48.8平米 | 南 | 其他', '中楼层(共18层)2012年建板塔结合  -  东站', '70万', '单价14345元/平米')
('', '兴海苑C区 2室1厅 72万', '兴海苑C区  | 2室1厅 | 63平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里塘', '72万', '单价11429元/平米')
('https://image1.ljcdn.com/340100-inspection/69f97e79-00db-41e7-b65f-a79fa6035813.jpg.296x216.jpg', '瑶海家园 3室1厅 98万', '瑶海家园  | 3室1厅 | 89.82平米 | 南 | 其他', '低楼层(共6层)板楼  -  七里塘', '98万', '单价10911元/平米')
('', '淮合花园 2室1厅 59万', '淮合花园  | 2室1厅 | 66.59平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '59万', '单价8861元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4b40c906-7221-4d6b-b12b-ec3b4bb8c158.jpg.296x216.jpg', '香江生态名郡 1室1厅 47万', '香江生态名郡  | 1室1厅 | 46.4平米 | 东北 | 其他', '中楼层(共26层)2010年建塔楼  -  七里塘', '47万', '单价10130元/平米')
('', '长虹世纪荣廷 2室1厅 105万', '长虹世纪荣廷  | 2室1厅 | 81平米 | 南 | 其他', '中楼层(共33层)塔楼  -  七里塘', '105万', '单价12963元/平米')
('', '兴华苑 3室2厅 139万', '兴华苑  | 3室2厅 | 117平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  七里塘', '139万', '单价11881元/平米')
('', '华府竹丝苑南苑 4室2厅 330万', '华府竹丝苑南苑  | 4室2厅 | 210平米 | 南 | 其他', '低楼层(共3层)板楼  -  七里塘', '330万', '单价15715元/平米')
('', '家天下北郡 南北两房 交通便利 看房方便', '家天下北郡  | 2室1厅 | 76.11平米 | 南 北 | 其他', '中楼层(共27层)塔楼  -  站北', '90万', '单价11825元/平米')
('', '光盛豪庭 2室2厅 115万', '光盛豪庭  | 2室2厅 | 84.1平米 | 南 | 其他', '高楼层(共24层)2016年建板塔结合  -  七里塘', '115万', '单价13675元/平米')
('https://image1.ljcdn.com/340100-inspection/28dbb014-fa5a-4807-81dd-4da475a48136.JPG.296x216.jpg', '林语人家 3室2厅 125万', '林语人家  | 3室2厅 | 127.38平米 | 东南 | 其他', '高楼层(共6层)板楼  -  东站', '125万', '单价9814元/平米')
('', '包公大道 国耀园上园 两房 精装 满两年 随时看房', '国耀园上园  | 2室1厅 | 68平米 | 南 | 其他', '高楼层(共24层)2012年建板塔结合  -  东站', '75万', '单价11030元/平米')
('', '力高君御世家 4室2厅 130万', '力高君御世家  | 4室2厅 | 106.58平米 | 南 | 其他', '低楼层(共34层)暂无数据  -  七里塘', '130万', '单价12198元/平米')
('https://image1.ljcdn.com/340100-inspection/7ef7e01b-8016-4917-b20b-6917a0795af0.jpg.296x216.jpg', '户型方正 精装修三房 楼层采光好 物业好 华润熙云府', '华润熙云府  | 3室2厅 | 89.94平米 | 南 | 其他', '低楼层(共41层)2015年建板塔结合  -  七里塘', '135万', '单价15011元/平米')
('', '兴华苑B区 2室1厅 66万', '兴华苑B区  | 2室1厅 | 63.5平米 | 南 | 其他', '中楼层(共18层)塔楼  -  七里塘', '66万', '单价10394元/平米')
('https://image1.ljcdn.com/340100-inspection/9e52b406-f4f6-4fcb-b86f-b1238cafcdd8.jpg.296x216.jpg', '康城水云间  底商内铺  生态公园旁', '康城水云间  | 0室2厅 | 40.02平米 | 南 | 其他', '低楼层(共18层)塔楼  -  七里塘', '56万', '单价13994元/平米')
('', '阳光汇景 2室2厅 115万', '阳光汇景  | 2室2厅 | 84.6平米 | 南 | 其他', '中楼层(共7层)2007年建板塔结合  -  七里塘', '115万', '单价13594元/平米')
('', '安粮双景佳苑 2室2厅 146万', '安粮双景佳苑  | 2室2厅 | 89.9平米 | 南 | 其他', '中楼层(共18层)2010年建塔楼  -  七里塘', '146万', '单价16241元/平米')
('', '中兴西湖花园 4室2厅 220万', '中兴西湖花园  | 4室2厅 | 176平米 | 南 | 其他', '高楼层(共6层)2004年建板塔结合  -  七里塘', '220万', '单价12500元/平米')
('', '利港尚公馆 3室2厅 189万', '利港尚公馆  | 3室2厅 | 110平米 | 南 | 其他', '低楼层(共21层)塔楼  -  七里塘', '189万', '单价17182元/平米')
('', '北二环 林语人家 中装三房 采光充足 业主诚心出售', '林语人家  | 3室2厅 | 108.77平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  东站', '128万', '单价11768元/平米')
('https://image1.ljcdn.com/340100-inspection/8c25df14-d994-41db-bff6-2b0e470cd483.JPG.296x216.jpg', '北二环边，正规两居室，朝南，采光好。', '隆昊昊天园  | 2室2厅 | 80.21平米 | 南 | 其他', '高楼层(共18层)2012年建板塔结合  -  七里塘', '108万', '单价13465元/平米')
('', '帝豪星港湾 4室2厅 230万', '帝豪星港湾  | 4室2厅 | 141平米 | 南 | 其他', '低楼层(共3层)2009年建暂无数据  -  七里塘', '230万', '单价16313元/平米')
('', '长虹世纪荣廷 2室1厅 96万', '长虹世纪荣廷  | 2室1厅 | 79平米 | 南 | 其他', '中楼层(共31层)塔楼  -  七里塘', '96万', '单价12152元/平米')
('https://image1.ljcdn.com/340100-inspection/389a2b68-9a01-4284-b1ac-de73229a987b.jpg.296x216.jpg', '隆昊昊博园 3室2厅 145万', '隆昊昊博园  | 3室2厅 | 114平米 | 南 北 | 其他', '低楼层(共18层)塔楼  -  七里塘', '145万', '单价12720元/平米')
('', '文一星河港湾 2室2厅 120万', '文一星河港湾  | 2室2厅 | 81.91平米 | 南 | 其他', '中楼层(共28层)暂无数据  -  七里塘', '120万', '单价14651元/平米')
('https://image1.ljcdn.com/340100-inspection/b468c68e-f7c7-44ec-8d99-7c59eafefe15.jpg.296x216.jpg', '东湖山庄清水苑 三居室 采光好 小区环境好', '东湖山庄清水苑  | 3室2厅 | 139.33平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  七里塘', '158万', '单价11340元/平米')
('', '香江生态名郡 2室1厅 70万', '香江生态名郡  | 2室1厅 | 62平米 | 南 | 其他', '低楼层(共26层)2010年建塔楼  -  七里塘', '70万', '单价11291元/平米')
('', '兴华苑 3室1厅 117万', '兴华苑  | 3室1厅 | 117平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  七里塘', '117万', '单价10000元/平米')
('', '文一星河港湾 2室2厅 115万', '文一星河港湾  | 2室2厅 | 88.21平米 | 南 | 其他', '中楼层(共28层)暂无数据  -  七里塘', '115万', '单价13038元/平米')
('', '家天下四期 1室1厅 85万', '家天下四期  | 1室1厅 | 48平米 | 南 | 其他', '中楼层(共18层)2014年建塔楼  -  七里塘', '85万', '单价17709元/平米')
('', '淮合花园 3室2厅 100万', '淮合花园  | 3室2厅 | 90平米 | 南 | 其他', '低楼层(共33层)2012年建板塔结合  -  七里塘', '100万', '单价11112元/平米')
('https://image1.ljcdn.com/340100-inspection/4b75cfcc-5f1c-4989-a407-c73096ce2fec.jpg.296x216.jpg', '高楼层，视野好，看房有钥匙，满2年', '国耀园上园  | 2室1厅 | 75.09平米 | 东 | 其他', '高楼层(共24层)2012年建板塔结合  -  东站', '85万', '单价11320元/平米')
('', '华润熙云府 2室2厅 102万', '华润熙云府  | 2室2厅 | 76.51平米 | 南 北 | 其他', '高楼层(共33层)2015年建板塔结合  -  七里塘', '102万', '单价13332元/平米')
('', '瑶海家园 2室1厅 72万', '瑶海家园  | 2室1厅 | 60平米 | 南 | 毛坯', '中楼层(共6层)板楼  -  七里塘', '72万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/914a3d9e-4fce-4896-8687-23f9826390ff.jpg.296x216.jpg', '阳光汇景 精装修 环境优美 采光无遮挡！', '阳光汇景  | 1室1厅 | 64.94平米 | 南 | 其他', '高楼层(共7层)2007年建板塔结合  -  七里塘', '78万', '单价12012元/平米')
('', '金成港湾 2室2厅 115万', '金成港湾  | 2室2厅 | 87.94平米 | 南 | 其他', '低楼层(共26层)暂无数据  -  七里塘', '115万', '单价13078元/平米')
('https://image1.ljcdn.com/340100-inspection/2a555fe8-de8b-48fb-a402-a53e74f6c2a1.jpg.296x216.jpg', '生态公园 东二十埠河 多层公摊小 诚心出售', '信达格兰云天  | 3室2厅 | 110平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  七里塘', '150万', '单价13637元/平米')
('', '巴黎春天 3室2厅 162万', '巴黎春天  | 3室2厅 | 110.5平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  七里塘', '162万', '单价14661元/平米')
('', '文一星河港湾 2室2厅 130万', '文一星河港湾  | 2室2厅 | 87.24平米 | 南 | 其他', '高楼层(共18层)暂无数据  -  七里塘', '130万', '单价14902元/平米')
('', '香江生态丽景 3室2厅 135万', '香江生态丽景  | 3室2厅 | 107.18平米 | 南 | 其他', '低楼层(共11层)板楼  -  七里塘', '135万', '单价12596元/平米')
('', '华府竹丝苑北苑 4室2厅 220万', '华府竹丝苑北苑  | 4室2厅 | 146平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  七里塘', '220万', '单价15069元/平米')
