('https://image1.ljcdn.com/510100-inspection/test-0e6a4f62-2894-40e8-970c-2fd36b6d9f1b.png.296x216.jpg', '高新西区 中海国际 橙郡 装修房', '橙郡一期  | 2室2厅 | 89.68平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16169元/平米')
('https://image1.ljcdn.com/510100-inspection/56a0f95a-51d0-4682-98d3-2dc752f7ba81.jpg.296x216.jpg', '保利香槟国际装修公寓，上下两层装修，', '保利香槟国际  | 1室1厅 | 43.67平米 | 东南 | 其他 | 有电梯', '高楼层(共6层)2013年建板楼  -  中海国际', '58万', '单价13282元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7ee54b09-99b0-4a6f-91b0-f0f0c222fc57.png.296x216.jpg', '万景峰大户型，对小区中庭，居家装修，享受全小区绿化', '万景峰一期  | 5室2厅 | 108.29平米 | 西 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  高新西', '160万', '单价14776元/平米')
('', '保利公寓带租约出售，位置安静。', '保利香槟国际  | 1室1厅 | 44.86平米 | 西北 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '61万', '单价13598元/平米')
('https://image1.ljcdn.com/510100-inspection/test-63ab750a-7399-4c2f-bb21-cbb599ddb485.png.296x216.jpg', '上锦颐园佳境  套二单卫  有装修有家具家电 有阳台', '上锦颐园佳境  | 2室1厅 | 75.56平米 | 东北 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '70万', '单价9265元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4e6707b8-f151-4389-b91e-88c50fa0467c.png.296x216.jpg', '上锦颐园佳境 套二出售 带装修 客厅带阳台', '上锦颐园佳境  | 2室2厅 | 88.4平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '90万', '单价10181元/平米')
('', '龙城高新天地+开发商统一装修+水电气三通', '龙城高新天地  | 1室1厅 | 36.61平米 | 东南 | 其他 | 有电梯', '低楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价8195元/平米')
('https://image1.ljcdn.com/510100-inspection/139e554a-f5b4-4e6e-b8ad-3d85b31be321.jpg.296x216.jpg', '中海国际   橙郡一期    车位', '橙郡一期  | 车位 | 28.63平米 | 南 | 无电梯', '板塔结合  -  中海国际', '18万', '单价6288元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0b304ced-fd25-4766-b256-444f71aff48c.png.280x210.jpg', '芙华金色海伦 3室2厅 160万', '芙华金色海伦  | 3室2厅 | 109平米 | 东南 南 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '160万', '单价14679元/平米')
('https://image1.ljcdn.com/510100-inspection/f808575c-5950-410d-8a6d-70c25a398d1c.jpg.296x216.jpg', '保利公寓层高5.2m酒店装修，带租约', '保利香槟国际  | 1室1厅 | 51.49平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '68万', '单价13207元/平米')
('https://image1.ljcdn.com/510100-inspection/3b19a835-31fe-4c18-942e-050c0d8946ea.jpg.296x216.jpg', '保利香槟国际 2室2厅 65万', '保利香槟国际  | 2室2厅 | 46.7平米 | 东 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '65万', '单价13919元/平米')
('https://image1.ljcdn.com/510100-inspection/2c524ce9-e799-4a25-8462-71a463cc7b43.jpg.296x216.jpg', '龙湖时代天街4.9米层高公寓。采光好，交通便利', '龙湖时代天街  | 1室0厅 | 72.4平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建塔楼  -  高新西', '62万', '单价8564元/平米')
('https://image1.ljcdn.com/510100-inspection/aed4ddff-6c66-42b2-b6d5-171c6e931bfd.jpg.296x216.jpg', '中海国际橙郡二期车位（标准车位）', '橙郡二期  | 车位 | 34.79平米 | 东 | 无电梯', '2007年建板楼  -  中海国际', '12万', '单价3450元/平米')
('https://image1.ljcdn.com/510100-inspection/fd2e87ff-144c-4fc8-a368-83873254b08c.jpg.296x216.jpg', '中海国际社区林汀别墅 一跃二带地下室装修房', '林汀别墅  | 4室2厅 | 186.9平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2008年建板塔结合  -  中海国际', '620万', '单价33173元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1e48b491-05d8-42f2-99a7-f16d4308b226.png.280x210.jpg', '万景峰二期上下两层，层高6米，通水电气', '万景峰二期  | 2室0厅 | 43平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建板楼  -  高新西', '44万', '单价10233元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload95776092-91bf-4801-a040-d9d4f629ecaf.jpg.296x216.jpg', '保利香槟国际装修公寓分开装修，，', '保利香槟国际  | 2室2厅 | 44.52平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '59万', '单价13253元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f7be1a63-8ad5-4c01-9a37-eb4ade720f86.png.296x216.jpg', '上锦颐园佳境标准套二客厅带阳台', '上锦颐园佳境  | 2室1厅 | 80.46平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '90万', '单价11186元/平米')
('', '芙华金色海伦+套四双卫+清水房+赠送同面积地下室', '芙华金色海伦  | 4室2厅 | 120.61平米 | 西南 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '150万', '单价12437元/平米')
('https://image1.ljcdn.com/510100-inspection/8765b9e5-c7cc-4937-b6c2-9a747fcccfc7.jpg.296x216.jpg', '金辉悦府MOMO公馆 居家精装修  九成新 水电气三通', '金辉悦府  | 2室2厅 | 46.82平米 | 西南 | 其他 | 有电梯', '中楼层(共10层)2015年建塔楼  -  高新西', '65万', '单价13883元/平米')
('https://image1.ljcdn.com/510100-inspection/08a7e7f6-56c2-43d8-b267-549329e09d9f.jpg.296x216.jpg', '橙郡二期 车位 15万', '橙郡二期  | 车位 | 55.67平米 | 东 | 无电梯', '2007年建板楼  -  中海国际', '15万', '单价2695元/平米')
('https://image1.ljcdn.com/510100-inspection/20773697-4c62-4e7a-a073-764dccc0cbba.jpg.296x216.jpg', '高新西区中海国际社区 橙郡二期标准车位', '橙郡二期  | 车位 | 31.35平米 | 东南 | 无电梯', '2007年建板楼  -  中海国际', '11万', '单价3509元/平米')
('https://image1.ljcdn.com/510100-inspection/688c1a1c-c270-4b0b-989f-dceacaadd3f9.jpg.296x216.jpg', '保利香槟国际公寓，办公装修视野开阔', '保利香槟国际  | 2室2厅 | 45.95平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '77万', '单价16758元/平米')
('https://image1.ljcdn.com/510100-inspection/a4af8733-438d-4838-a012-3005aab5062a.jpg.296x216.jpg', '龙城高新天地 1室1厅 29万', '龙城高新天地  | 1室1厅 | 38.55平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '29万', '单价7523元/平米')
('https://image1.ljcdn.com/510100-inspection/6ae8736e-219b-4d4e-b3d9-24932878b466.JPG.296x216.jpg', '林溪美墅 有装修有车库 有屋顶花园', '林溪美墅   | 联排别墅 | 6室3厅 | 248平米 | 东 | 其他 | 无电梯', '3层2008年建暂无数据  -  中海国际', '700万', '单价28226元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/85d1a8bc-d69c-4e23-9f48-b54c9e0a9f63.png.280x210.jpg', '中海国际橙郡三期             装修套三', '橙郡三期  | 3室2厅 | 92平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '172万', '单价18696元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload03025798-cb72-4531-870f-a28665cca2df.jpg.296x216.jpg', '芙华金色海伦装修套二，带地下室', '芙华金色海伦  | 2室2厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '128万', '单价14383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2238d7a9-7ad7-4d65-9357-72c3755672cc.png.296x216.jpg', '上锦颐园佳境套二。有增值税。采光很好！', '上锦颐园佳境  | 2室2厅 | 85.96平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '81万', '单价9423元/平米')
('', '龙湖时代天街 1室1厅 28万', '龙湖时代天街  | 1室1厅 | 29.92平米 | 东北 | 其他 | 有电梯', '低楼层(共25层)2017年建板塔结合  -  高新西', '28万', '单价9359元/平米')
('https://image1.ljcdn.com/510100-inspection/714d2e54-c49b-4a26-aebe-aa465c94ddd8.jpg.296x216.jpg', '保利公寓交通便利，四周配套成熟，干净舒适，适合办公', '保利香槟国际  | 1室1厅 | 44.93平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '65万', '单价14467元/平米')
('', '恒大开发商，统一装修家电家具家电全带', '恒大帝景  | 1室0厅 | 39.42平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '32万', '单价8118元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/dc8192d0-0412-48b4-9fb6-246e573581f1.png.280x210.jpg', '上锦颐园    有装修  有阳台   套三', '上锦颐园  | 3室2厅 | 89平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  高新西', '97万', '单价10899元/平米')
('https://image1.ljcdn.com/510100-inspection/test-79f6b97f-db28-408c-9033-d415de6494cc.png.296x216.jpg', '成都合院二期大套二可改套三对中庭', '成都合院公园里  | 2室2厅 | 86.83平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  高新西', '120万', '单价13821元/平米')
('https://image1.ljcdn.com/510100-inspection/8a3f0414-2b0e-4551-af42-d2cdcccae838.jpg.296x216.jpg', '保利公寓，办公性质，有隔层，有装修', '保利香槟国际  | 1室1厅 | 44.93平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '65万', '单价14467元/平米')
('https://image1.ljcdn.com/510100-inspection/test-04cfa70d-1def-4c0b-bde9-1d8423512282.png.296x216.jpg', '中海国际社区  橙郡一期  套二带花园', '橙郡一期  | 2室2厅 | 89.62平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '181万', '单价20197元/平米')
('', '恒大帝景   恒大开发商统一装修', '恒大帝景  | 1室1厅 | 35.83平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '23.3万', '单价6503元/平米')
('https://image1.ljcdn.com/510100-inspection/1f9c8b82-1150-42fb-b9a2-4d2af080729e.jpg.296x216.jpg', '套二改套三 满2年 户型方正 采光好 看房方便', '上锦颐园  | 3室2厅 | 89.41平米 | 东北 | 其他 | 有电梯', '中楼层(共27层)2008年建板塔结合  -  高新西', '95万', '单价10626元/平米')
('https://image1.ljcdn.com/510100-inspection/test-28f9f2ee-e995-46ea-b759-4ad5c6304d84.png.296x216.jpg', '恒大帝景 精装套二 客厅带阳台 中高楼层 中庭 不临街', '恒大帝景  | 2室1厅 | 89.17平米 | 西北 西南 | 其他 | 有电梯', '高楼层(共30层)2014年建塔楼  -  高新西', '105万', '单价11776元/平米')
('https://image1.ljcdn.com/510100-inspection/d3ac34d9-3989-4cb6-a6f5-0a188a4d4649.jpg.296x216.jpg', '中海国际社区     橙郡一期  车位', '橙郡一期  | 车位 | 28.29平米 | 南 | 无电梯', '板塔结合  -  中海国际', '17万', '单价6010元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/43cb31c9-849c-40ad-8733-d4deac49396b.png.280x210.jpg', '上锦颐园高楼层，采光很好！简单装修。户型不错。', '上锦颐园  | 4室1厅 | 90.53平米 | 东南 西北 | 其他 | 有电梯', '高楼层(共27层)2008年建板塔结合  -  高新西', '110万', '单价12151元/平米')
('', '上锦颐园佳境 标准套二 客厅带阳台 带装修', '上锦颐园佳境  | 2室2厅 | 80.14平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '82万', '单价10233元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/972c0466-f1d9-4b33-8fbe-826c3abe2fe6.png.280x210.jpg', '龙湖时代天街 1室1厅 36万', '龙湖时代天街  | 1室1厅 | 48.92平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2017年建塔楼  -  高新西', '36万', '单价7359元/平米')
('https://image1.ljcdn.com/510100-inspection/a8139b5b-6c5f-436f-8972-eed71898eb89.jpg.296x216.jpg', '龙湖时代天街公寓，  高新西区。', '龙湖时代天街  | 1室0厅 | 76.35平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2013年建塔楼  -  高新西', '91.5万', '单价11985元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0647528f-f806-4a17-972d-46779ab012ce.png.296x216.jpg', '万景峰二期+套三双卫+开发商精装+对中庭', '万景峰二期  | 3室1厅 | 80.7平米 | 西 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  高新西', '120万', '单价14870元/平米')
('', '客厅带阳台，户型方正，装修房，对中庭，采光好', '上锦颐园佳境  | 3室2厅 | 89.22平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2011年建板塔结合  -  高新西', '110万', '单价12330元/平米')
('https://image1.ljcdn.com/510100-inspection/7090c199-fc18-4288-aa11-f63866e83284.jpg.296x216.jpg', '保 利 香 槟 国 际整套装修居家', '保利香槟国际  | 1室1厅 | 45.54平米 | 东南 | 其他 | 有电梯', '高楼层(共10层)2013年建板楼  -  中海国际', '66万', '单价14493元/平米')
('', '保利香槟国际 1室1厅 60万', '保利香槟国际  | 1室1厅 | 44.66平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '60万', '单价13435元/平米')
('https://image1.ljcdn.com/510100-inspection/89b1cae5-2cd3-4f91-a16f-fda04852ca46.jpg.296x216.jpg', '本小区是公寓，只能全款，水电气三通，小区有超市；', '龙城高新天地  | 1室1厅 | 38平米 | 南 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '29.8万', '单价7843元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3da98a6c-695e-42f7-9939-9e890d49fd2b.png.280x210.jpg', '上锦颐园佳境 套一出售 带装修 客厅带阳台', '上锦颐园佳境  | 1室1厅 | 60.33平米 | 东 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '70万', '单价11603元/平米')
('', '中海国际  林汀别墅  上叠出售', '林汀别墅  | 4室2厅 | 172.14平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2008年建板塔结合  -  中海国际', '470万', '单价27304元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b8373634-a258-43cb-84fe-468d1f261c59.png.280x210.jpg', '即买即收租 总价低  适合年轻人过渡', '龙湖时代天街  | 1室1厅 | 29.34平米 | 西北 | 精装 | 有电梯', '低楼层(共25层)2017年建板塔结合  -  高新西', '22万', '单价7499元/平米')
('https://image1.ljcdn.com/510100-inspection/ab5579ae-89bc-4766-9992-6f44240f6bc6.jpg.296x216.jpg', '百草路，保利公寓，精装修房东诚心出售，靠成外', '保利香槟国际  | 1室1厅 | 45.54平米 | 西南 | 精装 | 有电梯', '高楼层(共10层)2013年建板楼  -  中海国际', '75万', '单价16470元/平米')
('https://image1.ljcdn.com/510100-inspection/test-402f95d9-a38e-42fd-acbf-7825ffd4787b.png.296x216.jpg', '橙郡二期 3室2厅 160万', '橙郡二期  | 3室2厅 | 88.7平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '160万', '单价18039元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/972c0466-f1d9-4b33-8fbe-826c3abe2fe6.png.280x210.jpg', '龙湖时代天街+成熟商圈+开发商精装', '龙湖时代天街  | 1室1厅 | 48.99平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)2015年建板塔结合  -  高新西', '36万', '单价7349元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1e64a3a0-3345-4a5b-ba02-4aa6af53b4d4.jpg.296x216.jpg', '中海国际社区橙郡二期 负一楼 标准车位', '橙郡二期  | 车位 | 35.4平米 | 北 | 无电梯', '2007年建板楼  -  中海国际', '12万', '单价3390元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5c472c45-bd11-4edf-8fa7-9b4d2987cb40.png.280x210.jpg', '万景峰二期 2室0厅 40万', '万景峰二期  | 2室0厅 | 39.23平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '40万', '单价10197元/平米')
('', '居家自住都可以，房子有装修，环境优美', '龙城高新天地  | 1室0厅 | 38平米 | 南 西南 | 其他 | 有电梯', '高楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价7895元/平米')
('', '小区底商铺子，方方正正，水电气三通。', '恒大帝景  | 1室0厅 | 47.65平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '94万', '单价19728元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/dc3c062e-5e98-426b-979a-f52d2897e4a6.png.280x210.jpg', '保利香槟国际 3室2厅 210万', '保利香槟国际  | 3室2厅 | 109.44平米 | 东南 | 简装 | 有电梯', '中楼层(共16层)2013年建板楼  -  中海国际', '210万', '单价19189元/平米')
('https://image1.ljcdn.com/510100-inspection/6fd3b5da-da4d-478e-b648-dfc8cc70b4a5.jpg.296x216.jpg', '上锦颐园小区    地下 车位    出售', '上锦颐园  | 车位 | 30.29平米 | 东南 | 有电梯', '板塔结合  -  高新西', '7.5万', '单价2477元/平米')
('https://image1.ljcdn.com/510100-inspection/test-775f83db-c4d4-42d3-9e33-18d38b5d5e81.png.296x216.jpg', '住家装修，套三双卫，对小区中庭', '保利香槟国际  | 3室2厅 | 109.44平米 | 西南 | 其他 | 有电梯', '中楼层(共16层)2013年建板楼  -  中海国际', '190万', '单价17362元/平米')
('https://image1.ljcdn.com/510100-inspection/c51c1ea8-35ff-41a3-b39b-611fdd3b5952.jpg.296x216.jpg', '龙湖时代天街  +  28平标准公寓', '龙湖时代天街  | 1室0厅 | 29.92平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2017年建板塔结合  -  高新西', '21.5万', '单价7186元/平米')
('', '恒大帝景公寓，高品质，开发商统一装修的', '恒大帝景  | 1室0厅 | 33平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '26.5万', '单价8031元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ee528b51-04f3-48c8-adfa-bd32218efa25.png.280x210.jpg', '万景峰精装套三+户型方正+采光好+卧室长阳台', '万景峰一期  | 3室2厅 | 78.1平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2012年建板楼  -  高新西', '105万', '单价13445元/平米')
('https://image1.ljcdn.com/510100-inspection/test-394cce53-fca7-4034-bad0-6393221a36c7.png.296x216.jpg', '成都合院二期大套二 临公园 视野好 采光好 赠送大', '成都合院公园里  | 2室2厅 | 86.53平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2015年建板塔结合  -  高新西', '140万', '单价16180元/平米')
('https://image1.ljcdn.com/510100-inspection/c5ce987b-7edd-405d-801b-4330349b7ac9.jpg.296x216.jpg', '恒大帝景 套三双卫 带家具家电', '恒大帝景  | 3室2厅 | 102平米 | 西南 | 其他 | 有电梯', '低楼层(共29层)2016年建塔楼  -  高新西', '120万', '单价11765元/平米')
('https://image1.ljcdn.com/510100-inspection/e000cc9d-208f-4908-bde2-c97d3006c498.jpg.296x216.jpg', '中海国际 橙郡二期 标准地下车位', '橙郡二期  | 车位 | 32.01平米 | 南 | 无电梯', '2007年建板楼  -  中海国际', '9.5万', '单价2968元/平米')
('', '万景峰 套三双卫 有装修 户型方正', '万景峰一期  | 3室1厅 | 84.87平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  高新西', '123万', '单价14493元/平米')
('https://image1.ljcdn.com/510100-inspection/eca764e5-9e03-4eeb-937d-54cc8c8e6aed.jpg.296x216.jpg', '保利整装修+层高5.2m+位置安静', '保利香槟国际  | 2室2厅 | 44.43平米 | 西北 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '68万', '单价15305元/平米')
('', '中海国际，多层，蓝岸，装修顶跃', '蓝岸B区  | 3室2厅 | 155平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  中海国际', '328万', '单价21162元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e74daee6-398d-427f-8d57-31d341c55c14.png.296x216.jpg', '中海国际社区蓝岸B区  多层洋房  有家具家电', '蓝岸B区  | 3室2厅 | 137.62平米 | 南 | 其他 | 有电梯', '低楼层(共6层)2007年建板楼  -  中海国际', '290万', '单价21073元/平米')
('https://image1.ljcdn.com/510100-inspection/test-09c488e5-6e40-4892-adaa-4cc486109923.png.296x216.jpg', '户型方正，视野开阔，中间楼层，明厨明卫', '上锦颐园佳境  | 2室1厅 | 80.59平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)2012年建板塔结合  -  高新西', '80万', '单价9927元/平米')
('https://image1.ljcdn.com/510100-inspection/bb14919a-b8a0-4c3b-904a-e5a81d3bb534.jpg.296x216.jpg', '龙湖时代天街+精装套二+视野开阔', '龙湖时代天街  | 2室2厅 | 76.69平米 | 西南 | 其他 | 有电梯', '中楼层(共29层)2017年建塔楼  -  高新西', '115万', '单价14996元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3dedf4f5-aa11-4c75-a41e-e545e3f367e2.png.296x216.jpg', '上锦颐园二期佳境 套三出售 带装修', '上锦颐园佳境  | 3室1厅 | 91.7平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  高新西', '93万', '单价10142元/平米')
('https://image1.ljcdn.com/510100-inspection/ac9f0745-2026-4049-b5d8-c2114377184e.JPG.296x216.jpg', '西芯大道1号 装修公寓+通天然气+对中庭', '新希望皇冠国际  | 1室2厅 | 70.42平米 | 西南 | 其他', '高楼层(共7层)板楼  -  中海国际', '116.5万', '单价16544元/平米')
('https://image1.ljcdn.com/510100-inspection/1f362448-b1dd-4057-8799-38e3c39ca39d.JPG.296x216.jpg', '新希望皇冠国际，大套二，对中庭，品质小区，居家风格', '新希望皇冠国际  | 2室2厅 | 75.51平米 | 西南 | 精装', '高楼层(共7层)2015年建板楼  -  中海国际', '143万', '单价18938元/平米')
('https://image1.ljcdn.com/510100-inspection/c63bb205-20e6-4323-8cf7-65f7ed31c385.JPG.296x216.jpg', '央墅圣卡西亚装修别墅   有装修   对中庭', '央墅圣卡西亚   | 联排别墅 | 4室2厅 | 332.59平米 | 东南 | 其他 | 无电梯', '3层2011年建暂无数据  -  中海国际', '800万', '单价24054元/平米')
('https://image1.ljcdn.com/510100-inspection/0393c7e0-3e9e-4952-9050-ea29da8e4774.jpg.296x216.jpg', '中海国际社区 蓝岸 车位出售 适合普通私家车', '蓝岸B区  | 车位 | 41平米 | 东 | 有电梯', '板楼  -  中海国际', '22万', '单价5366元/平米')
('https://image1.ljcdn.com/510100-inspection/d0e58772-7bcc-46f8-b7a2-84cb57658a10.jpg.296x216.jpg', '万景峰二期，两层公寓，精装修未住过人！！', '万景峰二期  | 1室1厅 | 39.23平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '42万', '单价10707元/平米')
('https://image1.ljcdn.com/510100-inspection/c2b39ce5-3c50-463a-8fd0-1b81619d0cae.jpg.296x216.jpg', '万景峰一期产权标准车位，独立产权证', '万景峰一期  | 车位 | 27平米 | 东 | 无电梯', '板楼  -  高新西', '8.2万', '单价3038元/平米')
('https://image1.ljcdn.com/510100-inspection/test-03576438-544b-4c69-9247-e36625b27c4f.png.296x216.jpg', '上锦颐园  套三双卫  中间楼层！满2年！', '上锦颐园  | 3室2厅 | 138.37平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2008年建板塔结合  -  高新西', '130万', '单价9396元/平米')
('https://image1.ljcdn.com/510100-inspection/70593b1d-dcac-4b58-b694-eb5dd12d8baf.jpg.296x216.jpg', '蓝岸B区车位 西门中海国际社区', '蓝岸B区  | 车位 | 26.49平米 | 南 | 有电梯', '板楼  -  中海国际', '18万', '单价6796元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7f0d9b59-11ae-4f50-a85e-3c54913fa325.jpg.296x216.jpg', '保利香槟国际   清水公寓，对中庭', '保利香槟国际  | 1室0厅 | 52.31平米 | 南 | 其他 | 有电梯', '低楼层(共6层)2013年建板楼  -  中海国际', '65万', '单价12426元/平米')
('', '保利香槟国际装修公寓，分上下两户独立装修', '保利香槟国际  | 1室1厅 | 45平米 | 南 | 其他 | 有电梯', '中楼层(共6层)2013年建板楼  -  中海国际', '60万', '单价13334元/平米')
('https://image1.ljcdn.com/510100-inspection/ca52ee15-cb0e-49b7-b3c1-b42105e9d663.jpg.296x216.jpg', '高新西区 中海国际 橙郡一期 车位', '橙郡一期  | 车位 | 26.51平米 | 南 | 无电梯', '板塔结合  -  中海国际', '18万', '单价6790元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d6d7f222-657d-4eb6-92c0-5d87035b0567.png.296x216.jpg', '成都合院二期精装套四，带空调，一拖四', '成都合院公园里  | 4室1厅 | 85.84平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  高新西', '140万', '单价16310元/平米')
('https://image1.ljcdn.com/510100-inspection/test-50ede033-a190-418e-9600-1720bfd5fc68.png.296x216.jpg', '恒大帝景！！！ 恒大帝景！！！', '恒大帝景  | 1室1厅 | 47.8平米 | 东 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '38万', '单价7950元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c5648e06-84ec-46be-bf3d-e8219a5c48d2.png.296x216.jpg', '客厅带阳台，户型方正，采光好，视野开阔，自住装修', '上锦颐园佳境  | 3室2厅 | 92平米 | 东 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '105万', '单价11414元/平米')
('https://image1.ljcdn.com/510100-inspection/test-39c878b8-5849-457c-9753-86f05f0de6e0.png.296x216.jpg', '上锦颐园佳境 套三出售 带装修', '上锦颐园佳境  | 3室1厅 | 95.96平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '105万', '单价10943元/平米')
('https://image1.ljcdn.com/510100-inspection/28dfd8d2-e508-421c-8c66-982202387f43.jpg.296x216.jpg', '保利香槟国际 公寓 层高5.2米 带装修', '保利香槟国际  | 1室1厅 | 42.85平米 | 东北 | 其他 | 有电梯', '高楼层(共6层)2013年建板楼  -  中海国际', '65万', '单价15170元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/eef2f43c-e4bf-4f93-b943-6bd2ba5ceb23.png.280x210.jpg', '万景峰二期 *公寓出售 通水电气 装修房', '万景峰二期  | 2室0厅 | 39平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '40万', '单价10257元/平米')
('https://image1.ljcdn.com/510100-inspection/b03d2c9a-dcfa-47a8-b4c5-10a8f937aca3.jpg.296x216.jpg', '龙湖时代天街一楼底商，隔成两间的。', '龙湖时代天街  | 1室0厅 | 92.91平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2013年建塔楼  -  高新西', '386万', '单价41546元/平米')
