('https://image1.ljcdn.com/510100-inspection/test-3d5852f0-86d8-4c69-8ae2-daf982f8e004.png.296x216.jpg', '东润风尚标注套二，采光好，楼层好', '东润风尚  | 2室2厅 | 60.99平米 | 西南 | 简装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '101万', '单价16561元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc3cd990d-47c6-4347-b0c4-139ceb391d25.jpg.296x216.jpg', '镏金岁月套二单卫，户型方正，有装修', '镏金岁月  | 2室2厅 | 76.52平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2010年建板楼  -  攀成钢', '200万', '单价26137元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload3dbfb8ea-e085-4abb-bd4e-9078fe4d79d1.jpg.296x216.jpg', '电梯房套二，明厨明卫，客厅带阳台，视野光线不错！', '蓉上坊二期  | 2室2厅 | 86.67平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2010年建板塔结合  -  合江亭', '240万', '单价27692元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8134a043-1ba6-4148-8a78-ebac375dfd7a.jpg.296x216.jpg', '锦江区东较场街小区，房子套三低楼层，有装修', '东较场街73号  | 3室2厅 | 97.62平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2000年建板塔结合  -  红星路', '220万', '单价22537元/平米')
('https://image1.ljcdn.com/510100-inspection/test-69602587-02bf-4120-b594-bbef531137c0.png.296x216.jpg', '城市理想标间朝南，房子干净三无', '城市理想  | 1室0厅 | 36.79平米 | 南 | 精装 | 有电梯', '高楼层(共37层)2010年建板楼  -  盐市口', '120万', '单价32618元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d6b890a5-eb41-4f4a-9ae8-87d430284187.png.296x216.jpg', '仁恒滨河湾套三双卫开发商统一装修', '仁恒滨河湾  | 3室2厅 | 175.2平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2016年建板楼  -  东大路', '613万', '单价34989元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd0597aac-96da-4e13-9969-663b459f208b.jpg.296x216.jpg', '财富A座 标间 有装修 带家电家具 带阳台', '财富中心  | 1室0厅 | 33.56平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)2005年建板楼  -  盐市口', '145万', '单价43207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c82c3cfd-d379-4be5-9869-ab2dd7efc550.png.296x216.jpg', '皇经嘉苑精装套二，客厅对中庭，安静不吵。', '皇经嘉苑  | 2室1厅 | 78.61平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2010年建板塔结合  -  琉璃场', '117万', '单价14884元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload762a9cf6-a0c4-4dac-8515-be307cc10916.jpg.296x216.jpg', '镏金岁月居家装修套一，带阳台。', '镏金岁月  | 1室1厅 | 53.56平米 | 东 | 其他 | 有电梯', '中楼层(共33层)2010年建板楼  -  攀成钢', '145万', '单价27073元/平米')
('https://image1.ljcdn.com/510100-inspection/test-753919e8-47c4-4cfe-a35e-f0875ba465a1.png.296x216.jpg', '翡翠城二期 套三 有入户 不临街', '翡翠城二期  | 3室2厅 | 152.49平米 | 东南 | 简装 | 有电梯', '低楼层(共25层)2006年建塔楼  -  东湖', '432万', '单价28330元/平米')
('https://image1.ljcdn.com/510100-inspection/b5a20d91-20f2-45e0-9384-ff6ab6726c42.jpg.296x216.jpg', '牛王庙新天美地房东自住房   户型方正', '新天美地  | 3室1厅 | 94.98平米 | 东南 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  九眼桥', '166万', '单价17478元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploada9c22834-c100-45b4-8ab0-ac96c8023b18.jpg.296x216.jpg', '指挥街71号 吉祥里 省人大宿舍 中高楼层', '吉祥里  | 2室2厅 | 79.14平米 | 西 | 其他', '中楼层(共7层)塔楼  -  盐市口', '210万', '单价26536元/平米')
('https://image1.ljcdn.com/510100-inspection/f615272b-1486-4385-a6c0-9eb6517070c5.jpg.296x216.jpg', '郁金香 大标间  带阳台 通燃气  配套齐全', '蓝光郁金香花园广场  | 1室0厅 | 42.32平米 | 东 | 其他 | 有电梯', '中楼层(共12层)2006年建板楼  -  合江亭', '106万', '单价25048元/平米')
('https://image1.ljcdn.com/510100-inspection/test-15107116-efcc-43a3-ac30-ffa5239051d7.png.296x216.jpg', '上东锦城套二户型 客厅带阳台 卧室带飘窗 居家装修', '上东锦城A区  | 2室1厅 | 87.89平米 | 东南 | 其他 | 有电梯', '低楼层(共34层)2008年建塔楼  -  蓝谷地', '125万', '单价14223元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1352c048-bb44-41c1-aaa5-d954cae7064f.png.296x216.jpg', '滨江中路套二 自住 小区中庭带阳台', '滨江中路1号  | 2室1厅 | 58.18平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1992年建板楼  -  盐市口', '170万', '单价29220元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadeca0dc46-7996-477b-b0f6-c1828af6b48a.jpg.296x216.jpg', '皇经嘉苑套二，有阳台，有装修。', '皇经嘉苑  | 2室1厅 | 70.83平米 | 南 | 简装 | 有电梯', '低楼层(共15层)2010年建板塔结合  -  琉璃场', '100万', '单价14119元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload253fec64-5d87-4d91-87f1-3483f081aefe.jpg.296x216.jpg', '镏金岁月低楼层一套二精装房朝南对中庭', '镏金岁月  | 2室2厅 | 80.19平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2010年建板楼  -  攀成钢', '202万', '单价25191元/平米')
('https://image1.ljcdn.com/510100-inspection/ee2c7a70-69f8-4b77-a627-ce0055f35103.jpg.296x216.jpg', '卓锦城五期 套四双卫 精装修 可以拎包入住', '卓锦城五期  | 4室2厅 | 124.66平米 | 东北 | 精装 | 有电梯', '高楼层(共33层)2012年建塔楼  -  卓锦城', '265万', '单价21258元/平米')
('https://image1.ljcdn.com/510100-inspection/8007b15f-76e8-4e1c-a71f-c1561bef6993.jpg.296x216.jpg', '朝南对中庭，实际面积272平米，套4户型带双露台花园', '融创四海逸家  | 4室2厅 | 125平米 | 西南 | 其他 | 有电梯', '高楼层(共40层)2015年建板塔结合  -  卓锦城', '490万', '单价39200元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8f357401-6c2c-4cf2-854a-58a594fc0089.png.296x216.jpg', '阳光新业，14年交房，户型方正，采光充足', '阳光新业中心  | 1室1厅 | 46.18平米 | 东 | 其他 | 有电梯', '低楼层(共41层)2014年建板塔结合  -  合江亭', '80万', '单价17324元/平米')
('https://image1.ljcdn.com/510100-inspection/e1761deb-7b5b-40dc-8ec0-29a71b95f476.jpg.296x216.jpg', '万科套二的户型，开发商统一装修，朝南，满两年。', '万科金润华府  | 2室1厅 | 70.14平米 | 西南 | 其他 | 有电梯', '高楼层(共35层)2012年建塔楼  -  沙河堡', '162万', '单价23097元/平米')
('https://image1.ljcdn.com/510100-inspection/test-62a88087-9f15-4b79-8494-abe10ddaec5f.png.296x216.jpg', '华润幸福里二期，交通便利，品质保障。', '华润幸福里二期  | 2室2厅 | 75.13平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2015年建板塔结合  -  川师', '198万', '单价26355元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5844990e-3874-4f1f-b36c-f74c493ca585.png.296x216.jpg', '锦江城市花园二期 带家具家电 拎包入住', '锦江城市花园二期  | 2室1厅 | 51平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2011年建塔楼  -  三圣乡', '95万', '单价18628元/平米')
('https://image1.ljcdn.com/510100-inspection/test-841c7e46-5c49-423f-bc15-df46b7fd5fbd.png.296x216.jpg', '万达锦华 标准套二 朝北 对二环', '万达锦华城  | 2室1厅 | 84.35平米 | 北 | 简装 | 有电梯', '中楼层(共30层)2008年建塔楼  -  东湖', '180万', '单价21340元/平米')
('https://image1.ljcdn.com/510100-inspection/test-299214eb-ba69-48c7-8331-c8d04d447fc4.png.296x216.jpg', '东城美地精装修套二，房东诚心出售', '东城美地  | 2室1厅 | 59.13平米 | 东 东南 | 其他', '高楼层(共34层)暂无数据  -  蓝谷地', '110万', '单价18604元/平米')
('https://image1.ljcdn.com/510100-inspection/e507c75e-ceef-45f0-b437-1ca35d3a72f1.jpg.296x216.jpg', '旭通桂香居套三双卫户型，不临街', '旭通桂香居  | 3室2厅 | 129.39平米 | 北 | 简装 | 有电梯', '低楼层(共18层)2005年建塔楼  -  沙河堡', '215万', '单价16617元/平米')
('https://image1.ljcdn.com/510100-inspection/b1f31091-3cff-442c-9d7a-62c3ca9070b2.jpg.296x216.jpg', '一楼可以当商铺用，人流量大，也可以居家小区主干道上', '鑫苑名家二期  | 2室1厅 | 72.27平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2012年建板楼  -  卓锦城', '140万', '单价19372元/平米')
('https://image1.ljcdn.com/510100-inspection/6abf6efe-2c64-4935-9b7c-0efde3e62c60.jpg.296x216.jpg', '东1.5环总价低！！！标准套一！！！', '锦东路253号  | 1室1厅 | 50.78平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  水碾河', '90万', '单价17724元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f38061fa-97d0-45da-9fde-b0e663d64099.png.296x216.jpg', '天誉精装三房 三个卧室全部对中庭 满两年', '天誉花园  | 3室2厅 | 132平米 | 北 | 精装 | 有电梯', '中楼层(共31层)2016年建板楼  -  东大路', '450万', '单价34091元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2921cea8-cd6b-43ac-8aa7-a243e17916f3.png.296x216.jpg', '海桐三期 套一 有装修 位置安静', '海桐三期  | 1室1厅 | 45.98平米 | 西南 西 | 其他 | 有电梯', '低楼层(共24层)2014年建板楼  -  蓝谷地', '58.6万', '单价12745元/平米')
('https://image1.ljcdn.com/510100-inspection/test-228aebbd-cd1f-47dd-bcf3-6e55bc7f4eee.png.296x216.jpg', '华润翡翠城  套三客厅带阳台  有装修', '翡翠城四期  | 3室2厅 | 88.28平米 | 西南 东北 | 精装 | 有电梯', '高楼层(共31层)2009年建板楼  -  东湖', '238万', '单价26960元/平米')
('https://image1.ljcdn.com/510100-inspection/de3fc42d-8445-4b8c-8028-9de136862530.jpg.296x216.jpg', '春熙路背后+电梯套二+交通便利+配套齐全', '正成财富ID  | 2室1厅 | 67.08平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2005年建板楼  -  盐市口', '115万', '单价17144元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload37461105-eced-420a-8b00-2a8f0d92ba5b.jpg.296x216.jpg', '满两年，低楼层，套四三卫清水房', '四海逸家一期  | 4室2厅 | 97平米 | 东南 | 毛坯 | 有电梯', '低楼层(共33层)2010年建板塔结合  -  卓锦城', '400万', '单价41238元/平米')
('https://image1.ljcdn.com/510100-inspection/e867b639-bf39-4e28-9429-cb5ca1e218eb.jpg.296x216.jpg', '时代尊邸有装修套三，有花园，不临街！', '时代豪庭四期  | 3室2厅 | 200.53平米 | 西北 | 精装 | 有电梯', '低楼层(共43层)2011年建板塔结合  -  合江亭', '650万', '单价32415元/平米')
('https://image1.ljcdn.com/510100-inspection/a7ee9a01-a3bc-4de6-9fcc-b2d61d420bef.jpg.296x216.jpg', '阳光新业，户型方正，采光充足，预约看房', '阳光新业中心  | 1室1厅 | 70.25平米 | 南 | 其他 | 有电梯', '低楼层(共41层)2014年建板塔结合  -  合江亭', '110万', '单价15659元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5ac96049-d20e-4d13-b0c7-3244a2ba7c6c.jpg.296x216.jpg', '红星国际 开间 交通便利 小区环境干净舒适 适合居住', '红星国际  | 1室0厅 | 40.69平米 | 东 | 其他 | 有电梯', '中楼层(共31层)2012年建塔楼  -  红星路', '135万', '单价33178元/平米')
('https://image1.ljcdn.com/510100-inspection/test-32d166e0-dc9b-4ee0-bfde-4a640e6c81d1.png.296x216.jpg', '沙河绿洲精装朝南高层开阔视野套一', '沙河绿洲  | 1室1厅 | 43.36平米 | 南 | 其他', '高楼层(共18层)板楼  -  沙河堡', '105万', '单价24216元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec2e1c9a-9538-4a52-b94f-3ebbd2af6f5d.png.296x216.jpg', '澳龙名城 精装修 套三出售 客厅正对阳台 阳台超大', '澳龙名城  | 3室1厅 | 104.8平米 | 东南 | 精装 | 有电梯', '中楼层(共33层)2009年建板塔结合  -  攀成钢', '270万', '单价25764元/平米')
('https://image1.ljcdn.com/510100-inspection/test-726c9301-cc10-4809-84aa-c434a8f54210.png.296x216.jpg', '鑫苑名家一期小套二，对中庭，位置安静', '鑫苑名家一期  | 2室1厅 | 55.72平米 | 西北 | 其他 | 有电梯', '高楼层(共34层)2011年建板塔结合  -  卓锦城', '110万', '单价19742元/平米')
('https://image1.ljcdn.com/510100-inspection/test-691f973f-aaea-4c22-bc34-fa602494e5ba.png.296x216.jpg', '莲花小区中楼层标准套二房，户型方正不异形。', '莲花新一区  | 2室1厅 | 67.38平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2002年建板楼  -  莲花', '98万', '单价14545元/平米')
('https://image1.ljcdn.com/510100-inspection/8035d7b0-370d-44bb-8b8a-62086419ada2.jpg.296x216.jpg', '下莲池王家坝电梯小高层 套三双卫全面采光看房方便', '下莲池街5号  | 3室2厅 | 141.05平米 | 南 北 | 其他', '高楼层(共7层)1999年建板楼  -  合江亭', '300万', '单价21270元/平米')
('https://image1.ljcdn.com/510100-inspection/ba9980b2-5157-41d8-8163-764aeafacc5b.jpg.296x216.jpg', '套二中等装修，保养得比较好，房子的楼层适中', '柳江新居二期  | 2室1厅 | 73.33平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  琉璃场', '128万', '单价17456元/平米')
('https://image1.ljcdn.com/510100-inspection/cd44e40a-5e46-4a71-aa00-9d1744da9f26.jpg.296x216.jpg', '小户型，交通便利，距离菜市场和医院近', '阳光365  | 1室1厅 | 41.13平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  盐市口', '155万', '单价37686元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd519783b-081e-4229-8bac-5d07f1817097.jpg.296x216.jpg', '镏金岁月 套一居室 有装修 带阳台', '镏金岁月  | 1室2厅 | 53.32平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2010年建板楼  -  攀成钢', '146万', '单价27382元/平米')
('https://image1.ljcdn.com/510100-inspection/test-83b42f8f-3e90-4721-befe-3428423686b9.png.296x216.jpg', '三梯四户，位置安静朝南，看沙湖，唯一在售户型。', '翡翠城三期  | 3室2厅 | 119.59平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2008年建板楼  -  东湖', '350万', '单价29267元/平米')
('https://image1.ljcdn.com/510100-inspection/639a42d7-0b44-4319-8bf3-a6c7e97fe97a.jpg.296x216.jpg', '滨江东路228号三室两厅2卫房子出售', '滨江东路228号  | 3室1厅 | 93.9平米 | 南 | 简装', '中楼层(共7层)1985年建板塔结合  -  合江亭', '215万', '单价22897元/平米')
('https://image1.ljcdn.com/510100-inspection/800c1c2b-dda6-4dcf-89ee-5cb3e49dd561.jpg.296x216.jpg', '上东锦城 套三住家装修 预约看房', '上东锦城B区  | 3室2厅 | 89.45平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2008年建板楼  -  蓝谷地', '145万', '单价16211元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75eca693-e15b-43e6-b3ed-7549162db15f.png.296x216.jpg', '东润理想居标间，产权清晰，带装修，低楼层。', '东润理想居  | 1室0厅 | 42.21平米 | 东南 | 其他 | 有电梯', '低楼层(共12层)2004年建板塔结合  -  静居寺', '65万', '单价15400元/平米')
('https://image1.ljcdn.com/510100-inspection/aff84199-2773-4f0a-b529-ab734cf917d1.jpg.296x216.jpg', '套四三卫，高楼层，视野开阔，清水风格随你心', '四海逸家二期  | 4室1厅 | 88.1平米 | 西北 | 其他 | 有电梯', '高楼层(共34层)2013年建板塔结合  -  卓锦城', '480万', '单价54484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5a01b8fd-e288-413e-90fe-b87412f0e003.png.296x216.jpg', '蓝谷地一二期 户型方正通透 采光好', '蓝谷地一二期  | 3室2厅 | 123.05平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2006年建板塔结合  -  蓝谷地', '245万', '单价19911元/平米')
('https://image1.ljcdn.com/510100-inspection/aa591015-b8e1-4898-a5c1-62c62c31ebb3.jpg.296x216.jpg', '财富A座二室一厅户型   带阳台', '财富中心  | 2室1厅 | 61.57平米 | 东 | 其他 | 有电梯', '高楼层(共30层)2005年建板楼  -  盐市口', '203万', '单价32971元/平米')
('https://image1.ljcdn.com/510100-inspection/test-19f8960f-ccf5-4fea-917a-e05e90eb596b.png.296x216.jpg', '澳龙维格套一有装修带生活阳台视野开阔', '澳龙名城  | 1室1厅 | 46.86平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  攀成钢', '108万', '单价23048元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cdffa7b2-ca24-44b4-b18e-f4b68b9102f4.png.296x216.jpg', '鑫苑名家一期  对中庭  小套二 中间楼层', '鑫苑名家一期  | 2室1厅 | 56平米 | 东 | 简装 | 有电梯', '低楼层(共34层)2011年建板塔结合  -  卓锦城', '92万', '单价16429元/平米')
('https://image1.ljcdn.com/510100-inspection/test-829c1eaa-1869-4638-8d38-74707fd05db4.png.296x216.jpg', '东湖国际精装三居室  视野好，采光充足，带家具家电', '东湖国际  | 3室2厅 | 88.74平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  东湖', '245万', '单价27609元/平米')
('https://image1.ljcdn.com/510100-inspection/b5a29ad4-7ab5-4cfb-a0b3-cf767da98408.jpg.296x216.jpg', '套三双卫，一梯两户，小高层，户型通透，位置安静', '蓝谷地一二期  | 3室2厅 | 119.89平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2006年建板楼  -  蓝谷地', '228万', '单价19018元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4da527ef-c917-46b5-83f5-ba31d174121e.jpg.296x216.jpg', '万科金润华府70㎡套二户型，主次分明，朝南，满两年。', '万科金润华府  | 2室2厅 | 70.11平米 | 西南 | 其他 | 有电梯', '低楼层(共35层)2012年建塔楼  -  沙河堡', '175万', '单价24961元/平米')
('https://image1.ljcdn.com/510100-inspection/00701a9e-b0a1-4732-b05e-d6f29387a421.jpg.296x216.jpg', '锦江城市花园三期，标准套二户型，有装修', '锦江城市花园三期  | 2室1厅 | 57.47平米 | 西北 | 其他 | 有电梯', '低楼层(共34层)2011年建塔楼  -  三圣乡', '100万', '单价17401元/平米')
('https://image1.ljcdn.com/510100-inspection/da147e8f-d912-4e6c-aed4-d83e42b69ce7.jpg.296x216.jpg', '星城银座 户型方正 没有阳台 73.69平米', '星城银座  | 2室2厅 | 73.69平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  合江亭', '177万', '单价24020元/平米')
('https://image1.ljcdn.com/510100-inspection/test-de2266fb-c286-41f7-a557-5467ff477459.png.296x216.jpg', '带产权车位 小高层一梯两户 装修保养好 安静采光好', '蓝谷地一二期  | 3室2厅 | 131.99平米 | 东南 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  蓝谷地', '255万', '单价19320元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a16511ed-d6bc-4caf-870c-996033dbb450.png.296x216.jpg', '香江花园精装套二，主卧带阳台。', '香江花园  | 2室1厅 | 64.58平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2003年建平房  -  东光小区', '106万', '单价16414元/平米')
('https://image1.ljcdn.com/510100-inspection/4a6ab9fc-8fff-43f7-82b1-7062397caea3.jpg.296x216.jpg', '华润翡翠城四期 套三 地中海装修 预约随时看房', '翡翠城四期  | 3室2厅 | 87.24平米 | 东 | 精装 | 有电梯', '低楼层(共31层)2009年建板楼  -  东湖', '248万', '单价28428元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6de2404c-3d9c-424f-8578-adb9a2447903.png.296x216.jpg', '东北朝向 居家装修 满两年 低楼层 采光好 视野不错', '绿地468公馆一期  | 2室2厅 | 76.95平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2015年建塔楼  -  三圣乡', '170万', '单价22093元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadedcf1c76-7188-4421-94b6-412aefadb29c.jpg.296x216.jpg', '新沙河阳光水岸 套四 带储物间 客厅带阳台', '新沙河阳光水岸  | 4室1厅 | 126.23平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  攀成钢', '295万', '单价23371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dbc223ac-40a7-418c-85a4-86b5fd02478b.png.296x216.jpg', '缤 舍+小 套 二+视 野 开 阔', '缤舍  | 2室1厅 | 58.93平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2008年建板楼  -  盐市口', '130万', '单价22061元/平米')
('https://image1.ljcdn.com/510100-inspection/f3cd46bd-3fda-4fd2-80b7-71ca3edd3348.jpg.296x216.jpg', '喜年广场高楼层标准套一，一室一厅一厨一卫。', '喜年广场  | 1室1厅 | 101.12平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2010年建塔楼  -  合江亭', '230万', '单价22746元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ee44d7a0-ee07-4dda-a779-a3f2a58e051f.png.296x216.jpg', '蓝润锦江春天  4.9层高公寓', '蓝润锦江春天  | 1室1厅 | 43.11平米 | 东南 | 其他 | 有电梯', '低楼层(共20层)板楼  -  三圣乡', '72万', '单价16702元/平米')
('https://image1.ljcdn.com/510100-inspection/test-675c5c85-a39c-4047-8ac9-3f0b4e8fb6ea.png.296x216.jpg', '锦江城市花园三期装修套二   采光好', '锦江城市花园三期  | 2室2厅 | 55.77平米 | 西 | 其他 | 有电梯', '高楼层(共34层)2011年建板塔结合  -  三圣乡', '105万', '单价18828元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadae886693-97f6-40e1-b25a-6e703999fdc5.jpg.296x216.jpg', '合能锦城主力套三户型 居家装修', '合能锦城  | 3室2厅 | 82.29平米 | 东北 | 简装 | 有电梯', '低楼层(共32层)2015年建板楼  -  三圣乡', '152万', '单价18472元/平米')
('https://image1.ljcdn.com/510100-inspection/6e163528-ccc0-4920-b184-3e718dc4e38c.jpg.296x216.jpg', '锦馨家园B区 有装修 套二 不临街', '锦馨家园B区  | 2室2厅 | 85.38平米 | 北 | 其他', '低楼层(共18层)板塔结合  -  琉璃场', '115万', '单价13470元/平米')
('https://image1.ljcdn.com/510100-inspection/3fe0a02a-1e80-43a0-826a-4c7c5eab5e73.JPG.296x216.jpg', '锦江逸家C1装修房，套三双卫可看公园', '锦江逸家  | 3室2厅 | 86平米 | 西南 东北 | 其他 | 有电梯', '低楼层(共33层)2015年建板楼  -  卓锦城', '245万', '单价28489元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c77d7cf8-c6c9-41c7-a918-4d40cdac4210.png.296x216.jpg', '标准套二 东南朝向 对小区中庭', '华润幸福里一期  | 2室2厅 | 75平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2014年建板塔结合  -  川师', '205万', '单价27334元/平米')
('https://image1.ljcdn.com/510100-inspection/test-725c4633-a1e7-4d8b-8e4d-8c78def7a14e.png.296x216.jpg', '蓝光香槟广场高层套一 通天然气', '蓝光香槟广场  | 1室1厅 | 57.81平米 | 东 | 其他 | 有电梯', '高楼层(共15层)塔楼  -  合江亭', '149万', '单价25775元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c7daa361-fe45-4380-9461-15c78e031efe.png.296x216.jpg', '沙河壹号二期  中间楼层  套三单卫', '沙河壹号二期  | 3室1厅 | 97.1平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2013年建塔楼  -  沙河堡', '220万', '单价22658元/平米')
('https://image1.ljcdn.com/510100-inspection/test-817076c3-3474-4b11-a83f-4663f764e51e.png.296x216.jpg', '澳龙名城新上套一，无贷款，无抵押，总价低，随时看房', '澳龙名城  | 1室1厅 | 46.86平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  攀成钢', '108万', '单价23048元/平米')
('https://image1.ljcdn.com/510100-inspection/c8d063f0-a7ea-492f-ab31-16f58c4e931f.jpg.296x216.jpg', '四川日报单位宿舍+桂王桥东街4号', '桂王桥东街4号  | 3室2厅 | 116.4平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1999年建板楼  -  盐市口', '158万', '单价13574元/平米')
('https://image1.ljcdn.com/510100-inspection/test-66ae01e4-98a8-443c-b23a-47cbc6e10897.png.296x216.jpg', '东晶丽苑多层套二对小区中庭安静', '东晶丽苑  | 2室2厅 | 65.61平米 | 东 | 其他 | 有电梯', '中楼层(共11层)2006年建板楼  -  琉璃场', '102万', '单价15547元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0d0cae69-9b61-43cb-9bb2-900c4071700f.png.296x216.jpg', '城市理想标间，高楼层，有采光，户型方正', '城市理想  | 1室0厅 | 35.05平米 | 西 | 其他 | 有电梯', '高楼层(共37层)2010年建板楼  -  盐市口', '133万', '单价37946元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3280cb3f-9770-491e-935e-31bd6aac0ab1.png.296x216.jpg', '恒大都汇华庭，高楼层套一客厅带阳台出售', '恒大都汇华庭  | 1室1厅 | 79.77平米 | 西 | 精装 | 有电梯', '中楼层(共50层)2015年建板楼  -  合江亭', '260万', '单价32594元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload15ffb17e-8810-4284-86e3-84f6572f64fb.jpg.296x216.jpg', '喜年广场酒店式住宅大套一统一装修', '喜年广场  | 1室1厅 | 101.12平米 | 北 | 其他 | 有电梯', '中楼层(共32层)2010年建塔楼  -  合江亭', '270万', '单价26701元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fee2e52a-6f3a-49af-bf07-311e2a1c1b9c.png.296x216.jpg', '锦江城市花园三期装修套二对市政公园采光视野好', '锦江城市花园三期  | 2室1厅 | 57.07平米 | 西北 | 其他 | 有电梯', '中楼层(共34层)2011年建板塔结合  -  三圣乡', '108万', '单价18925元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0224f4b8-491b-4a16-aee9-8a368643c338.png.296x216.jpg', '标准大套一，简单装修，带阳台。', '东城攻略  | 1室1厅 | 64.6平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2008年建板塔结合  -  九眼桥', '105万', '单价16254元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade30794b3-f100-4078-b0c6-fc24b45a3715.jpg.296x216.jpg', '翡翠城四期，小套三，A1户型，客厅有阳台', '翡翠城四期  | 3室2厅 | 86.11平米 | 西北 | 精装 | 有电梯', '低楼层(共31层)2009年建板楼  -  东湖', '255万', '单价29614元/平米')
('https://image1.ljcdn.com/510100-inspection/a18dca04-0779-48c6-9175-72e62009e4a2.JPG.296x216.jpg', '雕墅的套三户型，东南朝向有采光', '雕墅  | 3室1厅 | 102.96平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2007年建板塔结合  -  盐市口', '380万', '单价36908元/平米')
