('https://image1.ljcdn.com/320100-inspection/6a8ca2d2-a17a-4f9a-afb2-877985baded6.jpg.296x216.jpg', '南邮旁 新空毛坯 通透大三房 中间楼层 报价含车位', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '285万', '单价28783元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a5e64a05-51ba-41e3-9773-7c2bfddcefbf.png.296x216.jpg', '中南绿城物业 户型规整小三房 精装带地暖 楼层好', '中南世纪雅苑  | 3室2厅 | 88.75平米 | 南 | 精装', '高楼层(共34层)2016年建塔楼  -  麒麟镇', '249万', '单价28057元/平米')
('https://image1.ljcdn.com/320100-inspection/b89a53fa-51de-4574-be44-ec8b4f55ca40.jpg.296x216.jpg', '房子格局采光好配套齐全交通便利有户口', '新城尚座花园  | 3室1厅 | 88.78平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建塔楼  -  晓庄', '280万', '单价31539元/平米')
('https://image1.ljcdn.com/320100-inspection/5af58f8c-bf23-4120-8042-d28e22d2cb99.jpg.296x216.jpg', '金鹰旁 双南厅南两房 满两年免增值税 精装修', '赛世香樟园  | 2室2厅 | 90.73平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2006年建板楼  -  仙林', '345万', '单价38025元/平米')
('', '位置好，出门就是菜场超市，生活方便', '南湾营煦康苑  | 3室1厅 | 105平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2008年建塔楼  -  马群', '215万', '单价20477元/平米')
('https://image1.ljcdn.com/320100-inspection/001c36dd-1528-4594-9693-d304ccf23eb0.jpg.296x216.jpg', '南湾营融康苑 2室1厅 145万', '南湾营融康苑  | 2室1厅 | 65平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2005年建板楼  -  马群', '145万', '单价22308元/平米')
('https://image1.ljcdn.com/320100-inspection/879f6236-3520-4815-9872-d82964ddefdf.jpg.296x216.jpg', '悦民公寓南苑 3室2厅 230万', '悦民公寓南苑  | 3室2厅 | 122.58平米 | 南 | 其他', '高楼层(共4层)暂无数据  -  麒麟镇', '230万', '单价18764元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6c75bf09-c13b-42bd-b6e7-e7d8e45e654a.png.280x210.jpg', '怡园小区  万寿商圈 经五路  栖霞大道', '怡园小区  | 2室1厅 | 57.16平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  万寿', '160万', '单价27992元/平米')
('https://image1.ljcdn.com/320100-inspection/bb6cdf03-15fc-4fde-bb96-e42a8b9421b7.jpg.296x216.jpg', '百水芊城怡水坊 带阁楼 简单装修', '百水芊城怡水坊  | 2室1厅 | 62.58平米 | 南 | 其他', '高楼层(共6层)2008年建板塔结合  -  马群', '160万', '单价25568元/平米')
('', '亚东城 精装修  采光无遮挡 交通便利', '亚东城东区  | 2室1厅 | 76.69平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2007年建塔楼  -  仙林', '298万', '单价38858元/平米')
('', '保利朗诗蔚蓝 4室2厅 520万', '保利朗诗蔚蓝  | 4室2厅 | 137.4平米 | 南 | 其他', '高楼层(共32层)塔楼  -  晓庄', '520万', '单价37846元/平米')
('https://image1.ljcdn.com/320100-inspection/d3a613dd-edbf-4b39-b76d-caac76b13550.jpg.296x216.jpg', '百水芊城向水坊 2室2厅 205万', '百水芊城向水坊  | 2室2厅 | 84.75平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '205万', '单价24189元/平米')
('https://image1.ljcdn.com/320100-inspection/68ea175b-b1a9-4ae0-87af-c750a30e2c3b.jpg.296x216.jpg', '宁康苑精装房，位置好，交通便利。', '南湾营宁康苑  | 1室1厅 | 42.1平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  马群', '99万', '单价23516元/平米')
('https://image1.ljcdn.com/320100-inspection/0405edcd-5f37-4dcd-a5fa-1c60738b5a23.jpg.296x216.jpg', '精装修 满两年 三开间朝南 业主诚心出售', '盛和家园  | 3室1厅 | 91.08平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  马群', '185万', '单价20312元/平米')
('', '简单装修 中间楼层 保利物业 管理严格 小区环境好', '保利紫晶山  | 3室2厅 | 142.01平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2010年建板楼  -  马群', '565万', '单价39786元/平米')
('', '电梯入户 总高六层电梯花园洋房 小区环境幽美', '保利紫晶山  | 5室2厅 | 177.4平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)2010年建板楼  -  马群', '680万', '单价38332元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/98a3ac85-cfb7-4c97-aaa1-77ace8d9ea8c.png.280x210.jpg', '一楼带院子 户型方正 采光无遮挡 看房方便', '仙鹤山庄  | 3室2厅 | 93.97平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  仙林', '290万', '单价30861元/平米')
('', '户型方正   商品房   边户   采光好', '摄山星城步青苑  | 2室2厅 | 65平米 | 东 南 | 其他', '低楼层(共6层)暂无数据  -  栖霞其它', '125万', '单价19231元/平米')
('', '朗诗钟山绿郡 恒温恒湿恒氧 南北通透 配套完善', '朗诗钟山绿郡  | 2室2厅 | 85.75平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2012年建板楼  -  马群', '420万', '单价48980元/平米')
('', '高科荣域  满五唯一  精装修  南北通透', '高科荣域  | 4室2厅 | 133.15平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2013年建板楼  -  仙林', '500万', '单价37552元/平米')
('https://image1.ljcdn.com/320100-inspection/test-aa7380b4-dfad-4da2-b904-f7a2515f245c.png.296x216.jpg', '教工新村 2室1厅 210万', '教工新村  | 2室1厅 | 79.06平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2004年建板塔结合  -  迈皋桥', '210万', '单价26563元/平米')
('', '城市绿洲花园 2室2厅 265万', '城市绿洲花园  | 2室2厅 | 86.11平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  晓庄', '265万', '单价30775元/平米')
('https://image1.ljcdn.com/320100-inspection/5baf254a-62d6-4a2c-bc07-2a90ef13a08b.jpg.296x216.jpg', '百水芊城秀水坊 3室2厅 210万', '百水芊城秀水坊  | 3室2厅 | 106.95平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '210万', '单价19636元/平米')
('https://image1.ljcdn.com/320100-inspection/5143fc25-fb62-4770-857c-2ccd7fef5e50.jpg.296x216.jpg', '东方天郡东区 2室2厅 330万', '东方天郡东区  | 2室2厅 | 86.92平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板楼  -  仙林', '330万', '单价37966元/平米')
('', '此房南北通透 格局方正 小区配套成熟', '盛和家园  | 3室2厅 | 90平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  马群', '198万', '单价22000元/平米')
('', '高科荣境 4室2厅 650万', '高科荣境  | 4室2厅 | 142平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2015年建塔楼  -  仙林', '650万', '单价45775元/平米')
('https://image1.ljcdn.com/320100-inspection/7678b9bf-8acb-43e0-9455-3589d911828b.jpg.296x216.jpg', '纯毛坯，无需改动，三房，任意装修', '花港幸福城金桂园  | 3室1厅 | 85.99平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共18层)2013年建板塔结合  -  麒麟镇', '178万', '单价20701元/平米')
('', '商品房    格局好   采光充足   简单装修', '摄山星城闻兰苑  | 2室2厅 | 65平米 | 南 西 | 其他', '高楼层(共6层)暂无数据  -  栖霞其它', '125万', '单价19231元/平米')
('', '满两年，居家装修，拎包入住  。', '东景花园  | 6室3厅 | 112.09平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  马群', '340万', '单价30333元/平米')
('https://image1.ljcdn.com/320100-inspection/4febbd23-aded-49cb-a6c7-e51b03b3b5d9.jpg.296x216.jpg', '十字街131号 4室2厅 355万', '十字街131号  | 4室2厅 | 114.98平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  迈皋桥', '355万', '单价30875元/平米')
('', '迈皋桥街2-1号 2室1厅 160万', '迈皋桥街2-1号  | 2室1厅 | 61.07平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板塔结合  -  迈皋桥', '160万', '单价26200元/平米')
('https://image1.ljcdn.com/320100-inspection/a510f04e-e52f-4279-8d22-3fc79fdbc6a5.jpg.296x216.jpg', '6楼花园洋房带电梯   紫金上脚下  环境优美  空气清新', '世茂招商语山  | 3室1厅 | 88.7平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2017年建板楼  -  马群', '290万', '单价32695元/平米')
('https://image1.ljcdn.com/320100-inspection/f93ebdd1-226c-477b-bde1-6cc139a06d42.jpg.296x216.jpg', '楼层好 视野开阔 采光充足 配套设施齐全 交通便利', '雁鸣山庄  | 2室2厅 | 66.31平米 | 东南 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  仙林', '205万', '单价30916元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b39cf73a-eb99-4dfd-a861-31ffa76e3978.png.280x210.jpg', '南北通透 满两年 毛坯大平层 采光好', '保利紫晶山  | 4室2厅 | 193.06平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共6层)2010年建板楼  -  马群', '699万', '单价36207元/平米')
('https://image1.ljcdn.com/320100-inspection/test-c8577ada-6aec-4209-a224-51bb98292505.png.296x216.jpg', '南湾营宁康苑 2室1厅 165万', '南湾营宁康苑  | 2室1厅 | 65平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2007年建板塔结合  -  马群', '165万', '单价25385元/平米')
('', '带超大改建过的院子 栖霞山风景区 生活区内设施齐全', '南炼二村  | 2室1厅 | 53.44平米 | 南 北 | 精装', '低楼层(共5层)暂无数据  -  栖霞其它', '115万', '单价21520元/平米')
('', '合班佳园 4室2厅 345万', '合班佳园  | 4室2厅 | 145.71平米 | 南 | 其他', '低楼层(共6层)2005年建暂无数据  -  万寿', '345万', '单价23678元/平米')
('https://image1.ljcdn.com/320100-inspection/b047d838-eb47-4bae-b8db-bf0e660c4dba.jpg.296x216.jpg', '和燕路  晓庄商圈 彩虹广场 栖霞大道', '晓庄国际广场  | 1室1厅 | 43.91平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  晓庄', '120万', '单价27329元/平米')
('https://image1.ljcdn.com/320100-inspection/0f5d714e-00df-4c82-8ab8-efd5b411d1ee.jpg.296x216.jpg', '亚东城西区 1室1厅 240万', '亚东城西区  | 1室1厅 | 61.98平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建塔楼  -  仙林', '240万', '单价38723元/平米')
('https://image1.ljcdn.com/120000-inspection/38657723-6deb-47b2-909b-52325abee545.jpg.296x216.jpg', '学则路 仙林新村 南北通透小三房 采光充足', '仙林新村北区  | 3室1厅 | 62.05平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  仙林', '200万', '单价32233元/平米')
('', '花园洋房  带院子 精装修 南北通透 环境优美', '星叶羊山湖花园  | 5室3厅 | 330平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2014年建板楼  -  仙林', '1050万', '单价31819元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4e9f15e0-3468-4cb3-b36c-49da56a72767.png.296x216.jpg', '田园美居 2室2厅 220万', '田园美居  | 2室2厅 | 89.85平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  晓庄', '220万', '单价24486元/平米')
('', '晓庄广场 出行便利 电梯 70年产权住宅 满五年', '大地伊丽雅特湾  | 1室1厅 | 50.8平米 | 南 | 其他 | 有电梯', '高楼层(共10层)2010年建板楼  -  晓庄', '135万', '单价26575元/平米')
('', '摄山星城观梅苑 2室1厅 155万', '摄山星城观梅苑  | 2室1厅 | 65.86平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  栖霞其它', '155万', '单价23535元/平米')
('', '晓庄 办公用房 配套齐全 交通便利', '晓庄国际广场  | 1室2厅 | 53.3平米 | 西 | 精装 | 有电梯', '高楼层(共20层)2012年建板楼  -  晓庄', '140万', '单价26267元/平米')
('', '晓庄国际 办公房 复式挑高  交通便利', '晓庄国际广场  | 1室2厅 | 44.23平米 | 北 | 简装 | 有电梯', '高楼层(共20层)2012年建板楼  -  晓庄', '90万', '单价20349元/平米')
('https://image1.ljcdn.com/320100-inspection/aafd2ba5-103a-447d-b964-c669d6d7e984.jpg.296x216.jpg', '多层   居家装修   采光好   自住', '仙鹤山庄  | 3室2厅 | 99.07平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  仙林', '268万', '单价27052元/平米')
('', '满五唯一，楼层好，采光充足，设施齐全，交通便利', '南湾营融康苑  | 3室1厅 | 86.88平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  马群', '172万', '单价19798元/平米')
('https://image1.ljcdn.com/320100-inspection/test-e7b0216b-c44e-4075-a5b7-ad44d809cb19.png.296x216.jpg', '迈皋桥地铁口 和燕花苑 边户全明两房 180万', '和燕花苑  | 2室1厅 | 64.19平米 | 南 | 其他 | 有电梯', '中楼层(共7层)2000年建板楼  -  迈皋桥', '180万', '单价28042元/平米')
('', '金陵科技学院（幕府校区） 2室1厅 198万', '金陵科技学院（幕府校区）  | 2室1厅 | 68.94平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板塔结合  -  晓庄', '198万', '单价28721元/平米')
('', '保利罗兰春天 3室2厅 415万', '保利罗兰春天  | 3室2厅 | 122平米 | 南 北 | 其他 | 有电梯', '中楼层(共20层)2016年建板楼  -  仙林', '415万', '单价34017元/平米')
('', '栖霞万寿三开间朝南 居家精装修 中间楼层边户 采光好', '阳光雅居  | 3室2厅 | 136.13平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2003年建板塔结合  -  万寿', '365万', '单价26813元/平米')
('https://image1.ljcdn.com/320100-inspection/7c4939d0-c892-4b3b-bbec-8fe41ec33746.jpg.296x216.jpg', '诚品城 满两年 精装中间楼层 多层 采光好 中间位置', '诚品城  | 3室2厅 | 90.41平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  仙林', '262万', '单价28980元/平米')
('', '万达茂 3室2厅 290万', '万达茂  | 3室2厅 | 88.4平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2018年建板塔结合  -  栖霞其它', '290万', '单价32806元/平米')
('', '钟山晶典 精装三室 品质小区 业主急售！', '钟山晶典苑  | 3室2厅 | 111.79平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2010年建板塔结合  -  马群', '340万', '单价30415元/平米')
('', '多层带电梯 小区环境好 亚东物业 交通便利', '三味公寓  | 1室1厅 | 48.12平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  仙林', '150万', '单价31173元/平米')
('', '双南 楼层好 户型方正 采光充足', '兴贤佳园尚贤苑  | 2室1厅 | 66.61平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  迈皋桥', '180万', '单价27023元/平米')
('', '大地伊丽雅特湾 3室2厅 365万', '大地伊丽雅特湾  | 3室2厅 | 106.32平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2010年建塔楼  -  晓庄', '365万', '单价34331元/平米')
('', '大地伊丽雅特湾 1室1厅 129万', '大地伊丽雅特湾  | 1室1厅 | 50.8平米 | 南 | 简装 | 有电梯', '高楼层(共10层)2010年建板楼  -  晓庄', '129万', '单价25394元/平米')
('', '汇杰文庭 4室2厅 760万', '汇杰文庭  | 4室2厅 | 161平米 | 南 北 | 其他 | 无电梯', '低楼层(共4层)2007年建板楼  -  仙林', '760万', '单价47205元/平米')
('https://image1.ljcdn.com/320100-inspection/4052b3f2-46c4-4be5-a9bc-df96dd35066c.jpg.296x216.jpg', '新城香悦澜山，新空毛坯，随时可以看房', '新城香悦澜山  | 2室1厅 | 89平米 | 南 | 其他', '低楼层(共27层)暂无数据  -  仙林', '260万', '单价29214元/平米')
('', '祥和雅苑 2室1厅 180万', '祥和雅苑  | 2室1厅 | 69.63平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  燕子矶', '180万', '单价25851元/平米')
('', '南北通透格局   户型方正  采光充足无遮挡', '仙鹤山庄  | 2室2厅 | 78.8平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  仙林', '220万', '单价27919元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b3e5fee3-2f9f-4180-827b-21c91029f354.png.280x210.jpg', '满2年 精装修 边户 南北通透', '诚品城  | 3室1厅 | 100.4平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  仙林', '300万', '单价29881元/平米')
('', '保利朗诗蔚蓝 3室2厅 446万', '保利朗诗蔚蓝  | 3室2厅 | 117.37平米 | 南 | 其他', '高楼层(共33层)2018年建塔楼  -  晓庄', '446万', '单价38000元/平米')
('', '大地伊丽雅特湾 5室3厅 590万', '大地伊丽雅特湾  | 5室3厅 | 234.21平米 | 南 | 毛坯 | 有电梯', '低楼层(共7层)2013年建板楼  -  晓庄', '590万', '单价25192元/平米')
('https://image1.ljcdn.com/320100-inspection/test-17bc0ce6-e04e-4213-b34b-94ebe7f5802b.png.296x216.jpg', '中南世纪雅苑二期 4室1厅 288万', '中南世纪雅苑二期  | 4室1厅 | 122平米 | 南 | 毛坯', '低楼层(共22层)2018年建塔楼  -  麒麟镇', '288万', '单价23607元/平米')
('', '高科荣域 5室2厅 700万', '高科荣域  | 5室2厅 | 199.84平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2013年建板楼  -  仙林', '700万', '单价35029元/平米')
('', '赛世香樟园 4室2厅 580万', '赛世香樟园  | 4室2厅 | 150.79平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2009年建板楼  -  仙林', '580万', '单价38465元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadbafc6c29-fb2e-4f9c-82c2-651d5961781c.jpg.296x216.jpg', '高科荣境 顶跃 纯毛坯 按照自己风格装修', '高科荣境  | 6室2厅 | 148平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2015年建板楼  -  仙林', '540万', '单价36487元/平米')
('', '此房满两年，楼层好，小区环境好，生活方便。', '保利罗兰春天  | 3室2厅 | 94.14平米 | 南 北 | 简装 | 有电梯', '中楼层(共20层)2016年建板楼  -  仙林', '325万', '单价34524元/平米')
('', '此房精装修  户型方正 南北通透  满两年不临街 高楼层', '高科荣境  | 3室2厅 | 123平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2013年建塔楼  -  仙林', '515万', '单价41870元/平米')
('', '苏宁名都汇  精装修 复式两层  高楼层 采光充足', '苏宁名都汇  | 2室1厅 | 58.26平米 | 南 | 精装 | 有电梯', '高楼层(共6层)2012年建板楼  -  晓庄', '128万', '单价21971元/平米')
('https://image1.ljcdn.com/320100-inspection/8cabb8f5-ccf9-4684-bfa7-c3c2e85b8e3b.jpg.296x216.jpg', '美达浅草明苑 3室2厅 385万', '美达浅草明苑  | 3室2厅 | 128.31平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  迈皋桥', '385万', '单价30006元/平米')
('', '满五年 毛坯任意装修 顶楼带阁楼 交通便利', '南湾营宁康苑  | 3室1厅 | 85平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  马群', '180万', '单价21177元/平米')
('', '康桥圣菲 1室0厅 120万', '康桥圣菲  | 1室0厅 | 25.58平米 | 南 | 其他 | 有电梯', '中楼层(共6层)2006年建板楼  -  仙林', '120万', '单价46912元/平米')
('https://image1.ljcdn.com/320100-inspection/1933b73b-1c63-4c4d-8038-9d74cdbcd937.jpg.296x216.jpg', '诚心出售 一楼底商 可办营业执照', '南湾营煦康苑  | 1室1厅 | 36平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2008年建板楼  -  马群', '75万', '单价20834元/平米')
('', '双南一北三房 物业负责 模范小区 南北通透采光好', '省电力公司宿舍  | 3室1厅 | 72.8平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1985年建板楼  -  迈皋桥', '170万', '单价23352元/平米')
('', '保利罗兰香谷 3室2厅 335万', '保利罗兰香谷  | 3室2厅 | 89.3平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2014年建板塔结合  -  仙林', '335万', '单价37514元/平米')
('', '大地伊丽雅特湾  精装单室套 楼层佳 视野广', '大地伊丽雅特湾  | 1室1厅 | 50.64平米 | 西 | 精装 | 有电梯', '高楼层(共10层)2010年建板楼  -  晓庄', '120万', '单价23697元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b834240c-6d2a-4673-b2c5-e62c87888f44.png.296x216.jpg', '纯毛坯 可改造性强 户型方正 诚意出售', '中天铭廷  | 3室2厅 | 95平米 | 南 北 | 毛坯', '低楼层(共15层)2016年建塔楼  -  仙林', '280万', '单价29474元/平米')
('', '超大前后庭院、独门独院、功能空间很多', '南大和园  | 9室5厅 | 375.38平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  仙林', '1500万', '单价39960元/平米')
('', '天悦花园 2室2厅 260万', '天悦花园  | 2室2厅 | 85平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  马群', '260万', '单价30589元/平米')
('https://image1.ljcdn.com/320100-inspection/test-ea8be65d-2869-4e03-a912-02424d82a36b.png.296x216.jpg', '南北通透，采光好，双卫户型，三房两卫', '高科荣域  | 3室2厅 | 109平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  仙林', '365万', '单价33487元/平米')
('', '户型方正 南北通透 人车分流 交通便利', '保利罗兰香谷  | 3室2厅 | 88.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2014年建板塔结合  -  仙林', '310万', '单价35029元/平米')
('', '金地湖城艺境 4室2厅 560万', '金地湖城艺境  | 4室2厅 | 138平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2017年建板楼  -  仙林', '560万', '单价40580元/平米')
('', '单室套 楼层好 位置好 交通便利 配套设施齐全', '康桥圣菲  | 1室0厅 | 25平米 | 北 | 简装 | 有电梯', '中楼层(共5层)2006年建板楼  -  仙林', '115万', '单价46000元/平米')
('https://image1.ljcdn.com/320100-inspection/935763c0-cca1-44ae-8421-eb89df410a2e.jpg.296x216.jpg', '产证满两年 无增值税 顶楼可以做阁楼', '南湾营文康苑  | 3室1厅 | 86.82平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  马群', '170万', '单价19581元/平米')
('https://image1.ljcdn.com/320100-inspection/19fe715a-d071-45c0-abc0-f7055178e0d8.jpg.296x216.jpg', '亚东城西区 1室1厅 240万', '亚东城西区  | 1室1厅 | 61.98平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2009年建塔楼  -  仙林', '240万', '单价38723元/平米')
('', '房子满二年  无需增值税  毛坯房 改造空间大', '摄山星城尤山苑  | 2室1厅 | 66平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2009年建板楼  -  栖霞其它', '120万', '单价18182元/平米')
('', '晓庄 和燕路小区 单室套 满五年', '和燕路小区  | 1室1厅 | 54.27平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  晓庄', '108万', '单价19901元/平米')
('', '赛世香樟园 2室2厅 325万', '赛世香樟园  | 2室2厅 | 90.53平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  仙林', '325万', '单价35900元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload46037b7e-f7cf-4ad7-b6fb-18013dbcf8f9.jpg.296x216.jpg', '边户单室套，视野好，中间楼层，看房方便', '百水芊城怡水坊  | 1室1厅 | 41.93平米 | 南 北 | 其他', '中楼层(共6层)2008年建板塔结合  -  马群', '95万', '单价22657元/平米')
('', '康桥圣菲 1室1厅 150万', '康桥圣菲  | 1室1厅 | 20.93平米 | 北 | 其他 | 有电梯', '低楼层(共6层)2006年建板楼  -  仙林', '150万', '单价71668元/平米')
('https://image1.ljcdn.com/320100-inspection/48ab446f-9d44-441a-9975-80c72d451e3f.jpg.296x216.jpg', '南北通透 精装修 满两年 大四房', '咏梅山庄  | 4室2厅 | 175.34平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2001年建板楼  -  仙林', '460万', '单价26235元/平米')
('https://image1.ljcdn.com/320100-inspection/17a3606f-043e-4679-952e-fa95ec0785db.jpg.296x216.jpg', '精装修 四室 东边户 南北通透 拎包入住', '鸿运嘉园  | 4室2厅 | 143平米 | 东 南 北 | 其他 | 无电梯', '低楼层(共6层)2011年建板楼  -  仙林', '450万', '单价31469元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/adf3d902-cda9-4459-bc3b-aca96540e2c6.png.280x210.jpg', '诚品城 3室1厅 280万', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  仙林', '280万', '单价28278元/平米')
('', '联排别墅 小区环境优美 毛坯 诚心出售', '恒基富荟山   | 联排别墅 | 4室2厅 | 353平米 | 南 北 | 其他 | 无电梯', '3层2016年建暂无数据  -  仙林', '1180万', '单价33428元/平米')
('', '高科荣域 5室1厅 690万', '高科荣域  | 5室1厅 | 336.82平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2013年建板楼  -  仙林', '690万', '单价20486元/平米')
('', '中天铭廷 楼层好位置好  东边户  拎包入住 诚心出售', '中天铭廷  | 3室2厅 | 126平米 | 南 北 | 其他', '低楼层(共18层)2015年建塔楼  -  仙林', '415万', '单价32937元/平米')
('', '南湾营 小三房采光好 总价低 满五年', '南湾营宁康苑  | 3室1厅 | 85平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  马群', '175万', '单价20589元/平米')
('', '朗诗物业 环境优美 采光好 绿化好', '朗诗保利麓院  | 2室2厅 | 85.42平米 | 南 | 其他', '中楼层(共4层)2016年建板楼  -  仙林', '480万', '单价56193元/平米')
('', '诚品城 3室2厅 269万', '诚品城  | 3室2厅 | 90.49平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2009年建板楼  -  仙林', '269万', '单价29728元/平米')
('https://image1.ljcdn.com/320100-inspection/4eaf219f-7eb4-405f-81fa-ea060e2e03d5.jpg.296x216.jpg', '高科荣域 4室2厅 530万', '高科荣域  | 4室2厅 | 133平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2013年建板楼  -  仙林', '530万', '单价39850元/平米')
('https://image1.ljcdn.com/320100-inspection/21bd3edb-77ea-4bee-90b3-1473fb621d3f.jpg.296x216.jpg', '咏梅山庄 5室2厅 600万', '咏梅山庄  | 5室2厅 | 199.04平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  仙林', '600万', '单价30145元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9082c542-4d5c-41f6-8e4a-3dae4e0bf812.png.280x210.jpg', '仙林保利紫晶山 电梯入户花园洋房', '保利紫晶山  | 4室2厅 | 170平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2010年建板楼  -  马群', '610万', '单价35883元/平米')
('', '钟山晶典满5年 精装修 南北通透 环境优美', '钟山晶典苑  | 3室2厅 | 110平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2010年建板塔结合  -  马群', '350万', '单价31819元/平米')
