('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('https://image1.ljcdn.com/410100-inspection/9f51173c-1de6-4fe9-8c33-a26bd1385b3f.jpg.296x216.jpg', '远大理想城 车位 20万', '远大理想城  ', '暂无数据  -  第三大街', '20万', '单价4583元/平米')
('', '恒大绿洲，大三房，带保姆间，诚心卖', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '280万', '单价19445元/平米')
('', '仅此一套 ，专 家花园，248平大别墅 ，仅售410万', '专家花园  ', '4层暂无数据  -  第三大街', '410万', '单价16533元/平米')
('', '青青美庐 满五年唯一 南北通透 大五居', '青青美庐小区  ', '高楼层(共6层)暂无数据  -  第三大街', '190万', '单价11864元/平米')
('', '加州城，顶楼复式，单价低，诚心卖。', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '210万', '单价12590元/平米')
('', '纯南两居，高楼层采光充足，业主诚心出售', '远大理想城  ', '高楼层(共33层)暂无数据  -  第三大街', '145万', '单价17262元/平米')
('', '房子满五年，看房方便，户型方正', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '106万', '单价15475元/平米')
('', '远大理想城 电梯观景层 一梯三户 大社区', '远大理想城  ', '中楼层(共32层)板塔结合  -  第三大街', '258万', '单价17940元/平米')
('', '远大理想城 南北通透三居室 简装 自主装修 随时看房', '远大理想城  ', '中楼层(共28层)板塔结合  -  第三大街', '232万', '单价16932元/平米')
('https://image1.ljcdn.com/410100-inspection/f0b02d9c-0cba-4881-8b2d-15a3012be268.jpg.296x216.jpg', '远大理想城地下车位  N组团好位置', '远大理想城  ', '暂无数据  -  第三大街', '18万', '单价12000元/平米')
('', '恒大绿洲，大三房，诚心卖，看房方便', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '275万', '单价19504元/平米')
('', '地铁口 ，166平电梯洋房 大四房 满五无贷款，送地下室', '亚太花园  ', '高楼层(共7层)板楼  -  第三大街', '258万', '单价15543元/平米')
('', '远大理想城大五居，南北通透户型通风采光好，居住舒适', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '300万', '单价14564元/平米')
('', '加州城 纯南北通透，低楼层，适合老人小孩居住', '加州第一城  ', '中楼层(共6层)暂无数据  -  第三大街', '204万', '单价14999元/平米')
('', '亚太明珠 南北通透大三居南北东三面采光 高楼层视野好', '亚太明珠  ', '中楼层(共24层)板楼  -  第三大街', '222万', '单价12975元/平米')
('', '绿地海珀兰轩  楼层适中  2室2厅  160万', '绿地海珀兰轩  ', '中楼层(共32层)暂无数据  -  第三大街', '160万', '单价17978元/平米')
('', '远大理想城 看房方便 布局合理 一梯三户 观景楼层', '远大理想城  ', '中楼层(共32层)板塔结合  -  第三大街', '236万', '单价16504元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/715cb826-5677-4ff5-87ed-fc405ae65a3b.png.280x210.jpg', '恒大中高层，有房本业主诚心出售', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '172万', '单价18696元/平米')
('https://image1.ljcdn.com/410100-inspection/c04b0f66-c69c-4c8b-ab41-f452a41e6391.jpg.296x216.jpg', '经开区二大街大城小室小户型诚售，满五年，看房便！', '大城小室  ', '高楼层(共15层)暂无数据  -  第三大街', '36万', '单价12000元/平米')
('', '户型好，精装修，后期不麻烦，业主诚心出售。', '恒大绿洲  ', '低楼层(共32层)板楼  -  第三大街', '247万', '单价18957元/平米')
('', '经开自贸区，比公寓还便宜的现房70年大产权住宅，急售', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '46万', '单价13143元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/715cb826-5677-4ff5-87ed-fc405ae65a3b.png.280x210.jpg', '恒大绿洲 首期 2室2厅，精装修 业主诚心出售', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '170万', '单价18479元/平米')
('https://image1.ljcdn.com/410100-inspection/test-7d8a2e65-db5f-46cc-ab7b-f7153b6a7e24.png.296x216.jpg', '恒大绿洲 2期 有证 精装两房 诚意出售', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '162万', '单价17609元/平米')
('', '满五年，无抵押，南北通透三居，业主诚心出售。', '远大理想城  ', '低楼层(共32层)板塔结合  -  第三大街', '243万', '单价16994元/平米')
('https://image1.ljcdn.com/410100-inspection/test-5c11955c-6582-424e-9b8b-478246a04e0c.png.296x216.jpg', '天明园3室2厅1卫120平方精装修双气地铁口', '天明园  ', '低楼层(共11层)暂无数据  -  第三大街', '210万', '单价17500元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2f125364-75c1-48a5-a86c-b3e964defdcb.png.280x210.jpg', '悉尼阳光 一二楼复式 带院 带地下室 带车库', '悉尼阳光  ', '低楼层(共6层)塔楼  -  第三大街', '360万', '单价14815元/平米')
('', '远大理想城 大两居 舒适度高 观景房 随时看房', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '160万', '单价16843元/平米')
('https://image1.ljcdn.com/410100-inspection/67b65493-db48-4f64-9743-be9991b53439.jpg.296x216.jpg', '地下车位 离电梯近 位置好 进出方便', '远大理想城  ', '暂无数据  -  第三大街', '17万', '单价11334元/平米')
('', '远大理想城 车位 17.5万', '远大理想城  ', '暂无数据  -  第三大街', '17.5万', '单价11667元/平米')
('', '经开区，五号线旁，70年大产权住宅，上学可落户，急售', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '46万', '单价13143元/平米')
('', '大城小室 满五年精装修一居交通便利', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '45万', '单价13637元/平米')
('https://image1.ljcdn.com/410100-inspection/05b7b557-8bbd-4561-ba36-6a8fdc2d6783.jpg.296x216.jpg', '亚太明珠新上精装标间独立厨房独立卫生间', '亚太明珠  ', '中楼层(共30层)板楼  -  第三大街', '70万', '单价12807元/平米')
('', '业主诚心出售 一楼复式，房子税费少 居住舒适度高', '格林假日  ', '低楼层(共6层)板楼  -  第三大街', '290万', '单价15264元/平米')
('', '远大精装通透三房 满五年 中间楼层 前后无遮挡', '远大理想城  ', '中楼层(共6层)板楼  -  第三大街', '220万', '单价19316元/平米')
('', '亚太花园 多层电梯洋房 南北通透 户型方正 看房方便', '亚太花园  ', '高楼层(共7层)板楼  -  第三大街', '208万', '单价14761元/平米')
('', '加州第一城 3室2厅 195万', '加州第一城  ', '中楼层(共6层)暂无数据  -  第三大街', '195万', '单价15618元/平米')
('', '远大理想城 南北通透双气大3房 全明户型', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '238万', '单价16616元/平米')
('', '专 家花园 299.5平独栋别墅 产权清晰诚心出售', '专家花园  ', '低楼层(共2层)暂无数据  -  第三大街', '980万', '单价32722元/平米')
('', '远大理想城 车位 16万', '远大理想城  ', '暂无数据  -  第三大街', '16万', '单价16000元/平米')
('', '业主诚心出售，提前预约随时可看房', '大城小室  ', '高楼层(共15层)暂无数据  -  第三大街', '38万', '单价11762元/平米')
('https://image1.ljcdn.com/410100-inspection/b1f332a2-be18-4b34-b1a1-f1ebc19180bd.jpg.296x216.jpg', '恒大绿洲 车位 13万', '恒大绿洲  ', '暂无数据  -  第三大街', '13万', '单价6500元/平米')
('', '小区中间位置 采光通风性强 交通方便', '绿地海珀兰轩  ', '中楼层(共30层)暂无数据  -  第三大街', '290万', '单价15935元/平米')
('', '大城小室1室1卫精装修小复式33平方', '大城小室  ', '低楼层(共15层)暂无数据  -  第三大街', '60万', '单价18182元/平米')
('', '契税满两年，房子精装修，业主自住，置换卖房', '富田九鼎世家  ', '高楼层(共26层)板塔结合  -  第三大街', '365万', '单价26450元/平米')
('', '房子是南北通透户型，装修不错，主卧带阳台光线充足。', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '171万', '单价16931元/平米')
('', '业主成心出售，3室2厅1厨2卫，200万', '加州第一城  ', '高楼层(共7层)暂无数据  -  第三大街', '200万', '单价15571元/平米')
('', '远大理想城 3室2厅 249万', '远大理想城  ', '高楼层(共32层)板塔结合  -  第三大街', '249万', '单价17173元/平米')
('', '格林度假山庄精装复式 业主诚心出售 随时看房', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '235万', '单价11464元/平米')
('', '远大理想城洋房三房，户型方正采光好', '远大理想城  ', '中楼层(共10层)板塔结合  -  第三大街', '180万', '单价17842元/平米')
('https://image1.ljcdn.com/410100-inspection/59815a1c-1ee8-4555-91d7-14325027d51a.jpg.296x216.jpg', '恒大绿洲 车位 13万', '恒大绿洲  ', '暂无数据  -  第三大街', '13万', '单价6500元/平米')
('', '格林大面积复式带花园，精装，带家具', '格林度假山庄  ', '低楼层(共7层)暂无数据  -  第三大街', '290万', '单价15676元/平米')
('', '经开五大街《加州城》环境优美，精装双气南北通透', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '140万', '单价15731元/平米')
('', '三室两厅南北通透 低层便于通行 本组团人少环境好', '远大理想城  ', '低楼层(共6层)板楼  -  第三大街', '226万', '单价17937元/平米')
('', '经开区繁华社区远大理想城四房诚售，复式，四房！', '远大理想城  ', '高楼层(共6层)暂无数据  -  第三大街', '260万', '单价17334元/平米')
('', '满五年不唯一，南北通透格局好，采光充足', '格林度假山庄  ', '高楼层(共6层)暂无数据  -  第三大街', '145万', '单价16256元/平米')
('', '双气小区 一楼洋房  南北通透 环境幽静', '远大理想城  ', '低楼层(共6层)板楼  -  第三大街', '185万', '单价16973元/平米')
('', '七院旁225平电梯洋房，大四房 ，送双车位', '郑安花园小区  ', '高楼层(共6层)暂无数据  -  第三大街', '320万', '单价14223元/平米')
('', '经开区 亚太明珠 南北通透大四房 临河观景七里河', '亚太明珠  ', '中楼层(共16层)板楼  -  第三大街', '323万', '单价17000元/平米')
('https://image1.ljcdn.com/410100-inspection/f6dad135-657b-4364-a6c3-de6b7e846868.jpg.296x216.jpg', '远大理想城地下车位，仅售13.5万', '远大理想城  ', '暂无数据  -  第三大街', '13.5万', '单价7500元/平米')
('', '远大理想城双气超大四房，满五唯一。', '远大理想城  ', '低楼层(共32层)板塔结合  -  第三大街', '360万', '单价18653元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0dfbcfcd-6268-40a9-b976-97a4ec9673e6.png.296x216.jpg', '美庐银座 1室0厅 54万', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '54万', '单价12632元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2ca63c32-461a-4231-9b60-e010a11bd875.png.296x216.jpg', '远大理想城精装修中间楼层纯南向两房 满五年 诚意出售', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '150万', '单价16854元/平米')
('', '东畔花苑多层大四房 简单装修 满五唯一 诚心出售', '东畔花苑  ', '中楼层(共6层)暂无数据  -  第三大街', '221万', '单价13023元/平米')
('', '远大理想城 电梯花园洋房复式 送露台 小区中间位置', '远大理想城  ', '高楼层(共9层)板塔结合  -  第三大街', '360万', '单价19781元/平米')
('', '单价一万一，178平大四房诚心出售', '郑安花园小区  ', '高楼层(共6层)暂无数据  -  第三大街', '195.8万', '单价11000元/平米')
('', '顶楼复式 公摊小 价格低 满五年 南北通透', '郑安花园小区  ', '高楼层(共6层)暂无数据  -  第三大街', '172万', '单价11097元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f9d527e5-af70-4f64-b0fd-7bdfe498576a.png.280x210.jpg', '恒大绿洲主次卧多面好户型，满屋欧式家具全送，', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '180万', '单价19355元/平米')
('https://image1.ljcdn.com/410100-inspection/3d7e9a60-38d0-404e-b825-284145471e7c.jpg.296x216.jpg', '康桥悦城 3室2厅 160万', '康桥悦城  ', '高楼层(共33层)暂无数据  -  第八大街', '160万', '单价13914元/平米')
('', '房子看房方便，小区有电梯，交通便利，', '宏光合园  ', '高楼层(共17层)暂无数据  -  第三大街', '125万', '单价13677元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9531ce5b-d056-4427-8875-154a1381668f.png.296x216.jpg', '满五年唯一，中间楼层，自住装修', '远大理想城  ', '高楼层(共32层)板塔结合  -  第三大街', '110万', '单价17742元/平米')
('', '远大理想城 2室1厅 180万', '远大理想城  ', '中楼层(共6层)暂无数据  -  第三大街', '180万', '单价19149元/平米')
('https://image1.ljcdn.com/410100-inspection/test-11cc9af5-60be-48f9-95d6-13920f25129d.png.296x216.jpg', '美庐银座精装朝南一居室满五年。', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '68万', '单价13878元/平米')
('', '远大理想城  双气 三房一楼带院   满五唯一', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '206万', '单价16886元/平米')
('', '七院旁 ，43平朝南标间 ，诚心出售，仅此一套', '郑安花园小区  ', '高楼层(共6层)暂无数据  -  第三大街', '52万', '单价12094元/平米')
('https://image1.ljcdn.com/410100-inspection/006efd56-fc62-4d55-bbbb-fe543f6fd28f.jpg.296x216.jpg', '悉尼阳光。一二楼带院带车位，满五年无贷款。', '悉尼阳光  ', '低楼层(共6层)板楼  -  第三大街', '290万', '单价16385元/平米')
('https://image1.ljcdn.com/410100-inspection/902d7a6f-4637-4310-ac9a-297008dad260.jpg.296x216.jpg', '远大理想城 车位 21万', '远大理想城  ', '暂无数据  -  第三大街', '21万', '单价7500元/平米')
('https://image1.ljcdn.com/410100-inspection/d7040cf5-a3e8-485a-b97f-b6d215d4c0ee.jpg.296x216.jpg', '小户型  低首付  郑州安家不是梦', '美庐银座  ', '高楼层(共18层)暂无数据  -  第三大街', '50万', '单价11905元/平米')
('', '海珀兰轩电梯入户楼层好位置好诚心出售', '绿地海珀兰轩  ', '低楼层(共30层)暂无数据  -  第三大街', '330万', '单价18033元/平米')
('', '远大理想城洋房多层1楼，前后院，业主诚心出售', '远大理想城  ', '低楼层(共6层)板楼  -  第三大街', '370万', '单价23418元/平米')
('', '远大理想 南北通透三居 满五年唯一 带阁楼送露台', '远大理想城  ', '高楼层(共18层)板楼  -  第三大街', '330万', '单价23240元/平米')
('', '海馨苑纯南两房 中间楼层采光好 诚心出售', '海馨苑  ', '中楼层(共18层)板楼  -  第三大街', '145万', '单价16478元/平米')
('', '刚需过度的优质好房，手慢无！！', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '42.5万', '单价12879元/平米')
('', '经开区二大街小户型住宅，前期过渡之选！', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '46万', '单价13246元/平米')
('', '格林山庄 联排别墅 带120平方的院子 田园风情', '格林度假山庄  ', '低楼层(共2层)暂无数据  -  第三大街', '610万', '单价28910元/平米')
('', '满五不唯一，税费少，房子产权清晰，没贷款，业主诚意', '青青美庐小区  ', '高楼层(共6层)暂无数据  -  第三大街', '155万', '单价17179元/平米')
('https://image1.ljcdn.com/410100-inspection/544e42a2-2f71-4974-b405-3195c8234a65.jpg.296x216.jpg', '恒大绿洲 车位 17万', '恒大绿洲  ', '暂无数据  -  第三大街', '17万', '单价13386元/平米')
('', '满五唯一，环境较好，户型好。，交通便利。', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '180万', '单价14063元/平米')
('', '此房南北通透户 户型方正 布局合理', '远大理想城  ', '中楼层(共11层)板楼  -  第三大街', '190万', '单价16815元/平米')
('https://image1.ljcdn.com/410100-inspection/test-60c502fc-ab1c-4ab7-a35e-4b67dada176f.png.296x216.jpg', '远大理想城，双气小区，南北通透，业主诚心出售', '远大理想城  ', '低楼层(共22层)暂无数据  -  第三大街', '210万', '单价18104元/平米')
('', '建达百度花园 3室2厅 168万', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '168万', '单价12491元/平米')
('', '远大理想城精装南北通透145平全明大三房', '远大理想城  ', '高楼层(共32层)板塔结合  -  第三大街', '248万', '单价17104元/平米')
('', '无贷款 大开间 视野开阔  位置好 出行方便', '大城小室  ', '高楼层(共25层)暂无数据  -  第三大街', '50万', '单价14286元/平米')
('', '青青美庐3-4楼别墅 带车库 带地下室 诚心在卖', '青青美庐小区  ', '中楼层(共5层)暂无数据  -  第三大街', '460万', '单价14154元/平米')
('', '美庐银座 小区配套齐全 小户型首付低 采光好 诚心出售', '美庐银座  ', '高楼层(共18层)暂无数据  -  第三大街', '65万', '单价11819元/平米')
('https://image1.ljcdn.com/410100-inspection/8c47cd2a-00a1-4077-9df2-4b9008a538e3..-14.jpg.296x216.jpg', '格林度假山庄 小面积标间 诚心出售', '格林度假山庄  ', '高楼层(共7层)板楼  -  第三大街', '45万', '单价15086元/平米')
('', '远大理想城 3室2厅 199万', '远大理想城  ', '高楼层(共33层)暂无数据  -  第三大街', '199万', '单价15703元/平米')
('', '悉尼阳光 196平一二楼复式 奢华装修 前后小院', '悉尼阳光  ', '低楼层(共6层)板楼  -  第三大街', '400万', '单价20409元/平米')
('', '远大理想城 4室2厅 260万', '远大理想城  ', '低楼层(共18层)板楼  -  第三大街', '260万', '单价17334元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4c35d2d4-7f56-40e3-9a01-a98bf90ff530.png.280x210.jpg', '恒大绿洲二期 中间位置 视野好 诚意售', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '240万', '单价19048元/平米')
('', '亚太明珠 南北通透毛坯大三房 人车分流 诚心出售', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '190万', '单价13381元/平米')
('', '恒大的大三房 精装修 看房方便', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '265万', '单价18983元/平米')
('', '绿地海珀兰轩2室2厅1卫89平方精装修双气', '绿地海珀兰轩  ', '高楼层(共32层)暂无数据  -  第三大街', '160万', '单价17978元/平米')
('', '格林山庄127平 真心卖房 满五年 价位可谈', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '178万', '单价14016元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/10c6dde1-6af5-476f-84ba-4c5229b3c695.png.280x210.jpg', '此房精装修，复试两层，13年交的契税', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '230万', '单价25000元/平米')
('https://image1.ljcdn.com/410100-inspection/b9c5f1bb-8378-416a-ad65-800ce9e0725f.jpg.296x216.jpg', '美庐银座1室1卫精装修户型方正', '美庐银座  ', '高楼层(共18层)暂无数据  -  第三大街', '56.5万', '单价11602元/平米')
('', '远大理想城 通透全明户型 1楼 适于老人小孩居住 佳好', '远大理想城  ', '低楼层(共26层)暂无数据  -  第三大街', '228万', '单价17079元/平米')
('', '东郡蓝湾多层出售，房子简单装修，适合自己装修', '东郡蓝湾  ', '中楼层(共6层)板楼  -  第三大街', '230万', '单价17333元/平米')
('', '此房满两年 业主同意满二过户 有差额税', '金沙湖高尔夫观邸  ', '高楼层(共33层)暂无数据  -  第八大街', '140万', '单价15731元/平米')
('https://image1.ljcdn.com/410100-inspection/test-2e32ac3e-a74f-446b-bf1e-e8fb006df706.png.296x216.jpg', '南北通透四居室 前后无遮挡采光好 诚心出售', '绿地海珀兰轩  ', '低楼层(共30层)暂无数据  -  第三大街', '300万', '单价18519元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/10c6dde1-6af5-476f-84ba-4c5229b3c695.png.280x210.jpg', '恒大绿洲 92平 精装修 诚意售 品质小区 一级物业', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '170万', '单价18465元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cb867b97-2714-4c38-a6b1-d2bd39f5d2e0.png.280x210.jpg', '恒大绿洲，南北通透大三房，诚心卖', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '265万', '单价18180元/平米')
('', '经开区一大街青青美庐340平三四楼叠加别墅诚售！', '青青美庐小区  ', '中楼层(共4层)暂无数据  -  第三大街', '500万', '单价14706元/平米')
('', '经开 远大 双气一室两厅可改两室 全南带阳台', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '130万', '单价16667元/平米')
('https://image1.ljcdn.com/410100-inspection/b8f2c3b4-c1ce-4329-a904-3a6e991a2bbc.jpg.296x216.jpg', '美庐银座 第七人民医院旁 满屋唯一住房 诚心出售', '美庐银座  ', '低楼层(共18层)暂无数据  -  第三大街', '90万', '单价11539元/平米')
('', '远大理想城精装修复室 出则繁华入则静谧 业主诚心出售', '远大理想城  ', '低楼层(共22层)暂无数据  -  第三大街', '323万', '单价18045元/平米')
('', '远大理想城 2室2厅 180万', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '180万', '单价19355元/平米')
('', '亚太明珠 南北通透大三房 单价一万三千多 无差额税', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '227万', '单价13908元/平米')
('', '成熟社区和配套，南北通透，采光充足，', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '128万', '单价13764元/平米')
('', '恒大绿洲新社区，周 边配套齐全，交通便利，地铁沿线', '恒大绿洲  ', '高楼层(共32层)板楼  -  第三大街', '185万', '单价20710元/平米')
('', '配套设施齐全、交通便利、小区环境较好 安静适合居住', '伊顿上郡  ', '高楼层(共33层)暂无数据  -  第三大街', '175万', '单价14000元/平米')
('', '远大理想城，精装小两房南门口，N组团房源客厅朝南', '远大理想城  ', '高楼层(共27层)板塔结合  -  第三大街', '160万', '单价17838元/平米')
('https://image1.ljcdn.com/410100-inspection/fdec358d-ac76-4c63-8fb7-18f25a13e449.jpg.296x216.jpg', '阳光名仕广场1室1卫37平方小户型低楼层', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '45万', '单价12163元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6a24703d-96b5-4e84-ab6d-3ef033f91a26.png.280x210.jpg', '恒大绿洲，南北通透大三房，无差额税， 售价240万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '240万', '单价19673元/平米')
('', '经开区  亚太明珠 南北通透 简装 大三房', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '195万', '单价13671元/平米')
('', '悉尼阳光顶层复式，房本满五年，看房方便，业主诚心售', '悉尼阳光  ', '高楼层(共6层)板楼  -  第三大街', '260万', '单价13000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-042237b6-5646-4d2d-968e-d33d2ba5729c.png.296x216.jpg', '恒大绿洲 精装修三居室 业主诚心出售', '恒大绿洲  ', '低楼层(共32层)板楼  -  第三大街', '175万', '单价19445元/平米')
('https://image1.ljcdn.com/410100-inspection/29846ab8-da55-49ec-a38b-d0a32689c1fd.jpg.296x216.jpg', '中装标间，户型较好，适合过渡，小区环境好', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '65万', '单价17568元/平米')
('', '经开区 建达百度花园 多层 大三房', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '185万', '单价14454元/平米')
('', '远大理想城 精装三房 方正南北通透户型 房子满五唯一', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '240万', '单价19513元/平米')
('', '亚太明珠 经典123平毛坯三房 全天采光  满五年', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '192万', '单价15610元/平米')
('', '大城小室 朝南标间 满五年采光好', '大城小室  ', '中楼层(共15层)暂无数据  -  第三大街', '40万', '单价12404元/平米')
('', '恒大绿洲新社区，周 边配套齐全，交通便利，地铁沿线', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '265万', '单价18532元/平米')
('', '青青美庐 3-4楼叠加别墅 改善型客户的理想选择', '青青美庐小区  ', '中楼层(共5层)暂无数据  -  第三大街', '500万', '单价15152元/平米')
('', '悉尼阳光4室3厅3卫206.78m²复式有车库', '悉尼阳光  ', '中楼层(共6层)板楼  -  第三大街', '380万', '单价18378元/平米')
('', '经开中高层南北通透 前后无遮挡  小区绿化高 物业负责', '恒大绿洲  ', '高楼层(共32层)板楼  -  第三大街', '252万', '单价19091元/平米')
('', '亚太花园 4室2厅 286万', '亚太花园  ', '高楼层(共30层)板塔结合  -  第三大街', '286万', '单价17440元/平米')
('', '大城小室 1室1厅 36万', '大城小室  ', '低楼层(共15层)暂无数据  -  第三大街', '36万', '单价12329元/平米')
('', '满五年 税低 刚需可入 交通便利', '大城小室  ', '低楼层(共25层)暂无数据  -  第三大街', '40万', '单价12404元/平米')
('', '精装小三房，两卧、客厅均朝南160万出售', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '160万', '单价17978元/平米')
('', '格林度假山庄有房本，没差额税优质两房', '格林度假山庄  ', '高楼层(共6层)暂无数据  -  第三大街', '140万', '单价14737元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0eb73598-18f4-4c52-a99f-17ff7e7f4cd1.png.280x210.jpg', '亚太新宇大两房，满五年送车位，全天采光无遮挡双气', '亚太花园  ', '高楼层(共30层)板塔结合  -  第三大街', '180万', '单价15790元/平米')
('', '恒大绿洲好位置，全朝南户型，业主诚心出售。', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '160万', '单价17392元/平米')
('', '格林假日满五不唯一，南北通透，多层三房', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '160万', '单价12452元/平米')
('', '房子满五年，南北通透，户型方正，自带院子，阳光充足', '远大理想城  ', '低楼层(共11层)板塔结合  -  第三大街', '230万', '单价19999元/平米')
('', '南想一居室 精装修小户型 首付压力小', '宏光合园  ', '中楼层(共16层)暂无数据  -  第三大街', '76万', '单价13104元/平米')
('', '南北通透两居室 前后无遮挡采光好 诚心出售', '绿地海珀兰轩  ', '低楼层(共33层)暂无数据  -  第三大街', '140万', '单价16019元/平米')
('', '恒大绿洲 3室2厅 205万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '205万', '单价21466元/平米')
('', '远大理想城 车位 18万', '远大理想城  ', '暂无数据  -  第三大街', '18万', '单价12000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/88b6846d-a64f-4dc5-8456-fc2faa36928b.png.280x210.jpg', '恒大绿洲全明户型，新房，业主诚心出售。', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '320万', '单价22731元/平米')
('', '全南向电梯阳光房，中间楼层，户型方正，业主诚心出售', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '162万', '单价17941元/平米')
('', '远大理想城  南北通透通双气 满五唯一 诚心出售', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '205万', '单价16943元/平米')
('', '房子满五年，税费少，南北通透，户型方正，复式洋房。', '远大理想城  ', '高楼层(共6层)板楼  -  第三大街', '328万', '单价16000元/平米')
('', '格林假日 3室2厅 220万', '格林假日  ', '高楼层(共11层)板楼  -  第三大街', '220万', '单价14766元/平米')
('', '两室两厅 一楼带小院 看房方便', '格林假日  ', '低楼层(共6层)板楼  -  第三大街', '160万', '单价18182元/平米')
('', '亚太明珠 南北通透三房 通透全明 中间楼层 随时看房', '亚太明珠  ', '中楼层(共24层)板楼  -  第三大街', '221万', '单价17964元/平米')
('', '格林假日 四房 业 主诚意出售  看房提前约', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '240万', '单价11215元/平米')
('', '理想城户型方正3房，满五年唯一，业主急售！', '远大理想城  ', '低楼层(共18层)板楼  -  第三大街', '200万', '单价17095元/平米')
('', '两室两厅       户型经典     采光不错', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '150万', '单价17947元/平米')
('', '满五年的中装修三房，没有贷款没有抵押', '远大理想城  ', '中楼层(共33层)暂无数据  -  第三大街', '220万', '单价16924元/平米')
('', '恒大绿洲首期 南北通透3房 精装修 无差额税', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '210万', '单价22581元/平米')
