('https://image1.ljcdn.com/shfdfs-image/20170729/c77c35f3-f091-4125-bb8a-634b28448c98.jpg.296x216.jpg', '香滨水岸 3室2厅 289万', '香滨水岸  | 3室2厅 | 102.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  郭巷', '289万', '单价28256元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3edea15a-6061-413c-a4a9-f7920834d481.png.296x216.jpg', '越湖名邸 3室2厅 215万', '越湖名邸  | 3室2厅 | 99.76平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2009年建板楼  -  城南', '215万', '单价21552元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f542e459-66c8-4d9d-a222-19d08910ab3c.png.296x216.jpg', '石湖天玺 4室2厅 400万', '石湖天玺  | 4室2厅 | 190平米 | 南 | 其他', '低楼层(共29层)2017年建板楼  -  越溪', '400万', '单价21053元/平米')
('https://image1.ljcdn.com/320500-inspection/a7430665-1826-43c5-b7f3-b84f34e405ac.jpg.296x216.jpg', '阳光水榭花园 3室2厅 261万', '阳光水榭花园  | 3室2厅 | 114.99平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2015年建板楼  -  城南', '261万', '单价22698元/平米')
('https://image1.ljcdn.com/320500-inspection/1f8bee94-e7c9-48ee-a888-e337ee57ce2d.jpg.296x216.jpg', '中海双湾锦园 3室2厅 255万', '中海双湾锦园  | 3室2厅 | 107平米 | 南 | 精装 | 有电梯', '中楼层(共32层)板楼  -  尹山湖', '255万', '单价23832元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1a6fdd44-d660-42bd-94b4-8461557f68b3.png.296x216.jpg', '越湖名邸 2室2厅 210万', '越湖名邸  | 2室2厅 | 116.07平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2009年建板楼  -  城南', '210万', '单价18093元/平米')
('https://image1.ljcdn.com/320500-inspection/12f02382-10cf-421a-8dbe-a5d4c9eb68f2.jpg.296x216.jpg', '盘蠡苑 2室2厅 165万', '盘蠡苑  | 2室2厅 | 86平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1999年建板楼  -  龙西', '165万', '单价19187元/平米')
('https://image1.ljcdn.com/320500-inspection/4623e563-153c-4b3b-b111-c48b611eb504.jpg.296x216.jpg', '新城湾语城 三室精装 看房提前联系', '新城湾语城  | 3室2厅 | 94平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2016年建板楼  -  太湖新城（吴中）', '195万', '单价20745元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6b6c6e2f-94f7-4fdf-b23a-34370f3b21f4.png.296x216.jpg', '越湖家天下 空调加地暖   满二年 看房方便', '越湖家天下  | 3室2厅 | 102平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2014年建板楼  -  城南', '240万', '单价23530元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160718/774fd4ce-8ecc-413e-bfb8-5844bc87e081.jpg.296x216.jpg', '湖岸名家南区 4室2厅 225万', '湖岸名家南区  | 4室2厅 | 89.9平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2008年建板楼  -  郭巷', '225万', '单价25028元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cbdb30fb-5645-4d18-b78f-774378243ef8.png.296x216.jpg', '吴中村 2室2厅 120万', '吴中村  | 2室2厅 | 67平米 | 南 | 其他 | 有电梯', '高楼层(共6层)1995年建板楼  -  龙西', '120万', '单价17911元/平米')
('https://image1.ljcdn.com/320500-inspection/12b325d3-aa3e-4b80-8df3-8359a2d15d85.jpg.296x216.jpg', '阳光天地，湖景大四房，南北通透，有钥匙，随时看房', '阳光天地  | 4室2厅 | 133平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2017年建板楼  -  尹山湖', '360万', '单价27068元/平米')
('https://image1.ljcdn.com/320500-inspection/test-98075796-5aea-4833-acd1-5dcad5ea48b4.png.296x216.jpg', '星屿仁恒 3室2厅 470万', '星屿仁恒  | 3室2厅 | 126.02平米 | 南 | 精装 | 有电梯', '高楼层(共10层)板楼  -  郭巷', '470万', '单价37296元/平米')
('https://image1.ljcdn.com/320500-inspection/test-36177270-643c-437b-8b3b-5ffc020861dd.png.296x216.jpg', '保利悦玺 毛坯 湖景房 户型方正 全明户型 2号线地铁', '保利悦玺  | 4室2厅 | 146平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2016年建板楼  -  尹山湖', '394万', '单价26987元/平米')
('https://image1.ljcdn.com/320500-inspection/9dae3022-101f-482b-b4c5-dbad739b7dd0.jpg.296x216.jpg', '新城金郡北区 3室2厅 260万', '新城金郡北区  | 3室2厅 | 113平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2012年建板楼  -  城南', '260万', '单价23009元/平米')
('https://image1.ljcdn.com/320500-inspection/8e0e14ef-c236-4ddf-bbe5-3150b35249c9.jpg.296x216.jpg', '龙港二村 2室2厅 142万', '龙港二村  | 2室2厅 | 78.83平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  苏苑', '142万', '单价18014元/平米')
('https://image1.ljcdn.com/320500-inspection/45f1c5a8-3952-4d54-b2ff-f541153bd043.jpg.296x216.jpg', '石湖之韵 5室2厅 660万', '石湖之韵   | 独栋别墅 | 5室2厅 | 256.14平米 | 南 北 | 毛坯 | 无电梯', '1层2007年建板楼  -  越溪', '660万', '单价25768元/平米')
('https://image1.ljcdn.com/320500-inspection/483045e2-7f7b-41f0-b11a-c3ca480ed5db.jpg.296x216.jpg', '石湖嘉苑    看房方便   中间楼层   采光好', '石湖嘉苑  | 2室2厅 | 94.5平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2006年建板楼  -  城南', '192万', '单价20318元/平米')
('https://image1.ljcdn.com/320500-inspection/53ef9081-b406-414a-a031-39bc0b21358c.jpg.296x216.jpg', '湄长新村 3室1厅 138万', '湄长新村  | 3室1厅 | 86平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  苏苑', '138万', '单价16047元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c3708f79-757d-49bc-b394-bbf9cc9914f0.png.296x216.jpg', '满二年+高区南北双阳台+看房有钥匙+格局通风好+急售', '合景叠翠峰  | 3室2厅 | 95平米 | 南 | 毛坯 | 有电梯', '高楼层(共33层)2015年建板塔结合  -  尹山湖', '245万', '单价25790元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160630/28ac77dd-f47f-4ba3-9ec7-5fb97bf39c11.jpg.296x216.jpg', '清水湾花园 4室2厅 260万', '清水湾花园  | 4室2厅 | 152平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2005年建板楼  -  城南', '260万', '单价17106元/平米')
('https://image1.ljcdn.com/320500-inspection/test-031c91f8-bf9a-4190-9add-838b9c4c8603.png.296x216.jpg', '棕榈湾尼盛山庄 3室2厅 265万', '棕榈湾尼盛山庄  | 3室2厅 | 126.77平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  木渎', '265万', '单价20904元/平米')
('https://image1.ljcdn.com/320500-inspection/ddaf807e-1577-4408-aea8-8f9754c89ca5.jpg.296x216.jpg', '保利居上 3室2厅 357万', '保利居上  | 3室2厅 | 142平米 | 南 北 | 其他 | 有电梯', '低楼层(共25层)2014年建板楼  -  尹山湖', '357万', '单价25141元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a4adf894-da3b-4016-8bd1-11adaf7b27d0.png.296x216.jpg', '阳光水榭花园 3室2厅 300万', '阳光水榭花园  | 3室2厅 | 123.45平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2015年建板楼  -  城南', '300万', '单价24302元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ce2629ae-ef68-4cba-86fa-ef56aa98d858.png.296x216.jpg', '阳光天地 4室2厅 358万', '阳光天地  | 4室2厅 | 133平米 | 南 | 毛坯 | 有电梯', '中楼层(共31层)2017年建板楼  -  尹山湖', '358万', '单价26918元/平米')
('https://image1.ljcdn.com/320500-inspection/b39162a5-e5ab-4d97-bc70-eb96b529a24d.jpg.296x216.jpg', '仁泰花园 2室2厅 190万', '仁泰花园  | 2室2厅 | 103平米 | 南 | 其他 | 有电梯', '高楼层(共20层)2011年建板楼  -  城南', '190万', '单价18447元/平米')
('https://image1.ljcdn.com/320500-inspection/3e51fbdf-9a94-41ad-be09-45d21d79dbfe.jpg.296x216.jpg', '朗诗东吴绿郡 2室2厅 249万', '朗诗东吴绿郡  | 2室2厅 | 89平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2015年建板楼  -  城南', '249万', '单价27978元/平米')
('https://image1.ljcdn.com/320500-inspection/a1cda167-8b33-46d8-bfcd-3be796db9576.JPG.296x216.jpg', '诚河新旅城二区 3室3厅 208万', '诚河新旅城二区  | 3室3厅 | 79.79平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2015年建板塔结合  -  木渎', '208万', '单价26069元/平米')
('https://image1.ljcdn.com/320500-inspection/a1ff0ed7-d503-4682-bf74-db38f065f710.jpg.296x216.jpg', '新城香溢澜桥 3室2厅 285万', '新城香溢澜桥  | 3室2厅 | 135平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2014年建板楼  -  城南', '285万', '单价21112元/平米')
('https://image1.ljcdn.com/320500-inspection/32cb1c33-586e-4f7a-a2e3-4a208de40112.jpg.296x216.jpg', '盘蠡苑 2室1厅 160万', '盘蠡苑  | 2室1厅 | 75.83平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  龙西', '160万', '单价21100元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6b102da4-c4d7-45e3-810d-f18f46b82630.png.296x216.jpg', '保利独墅西岸 3室2厅 235万', '保利独墅西岸  | 3室2厅 | 104平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2015年建板楼  -  郭巷', '235万', '单价22597元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170910/bb13658e-313c-40e5-9f29-1223ce5fde80.jpg.296x216.jpg', '湖滨花园 3室2厅 275万', '湖滨花园  | 3室2厅 | 163平米 | 西北 | 精装 | 有电梯', '高楼层(共27层)2004年建板楼  -  郭巷', '275万', '单价16872元/平米')
('https://image1.ljcdn.com/320500-inspection/test-407496be-ef9f-451a-9042-076c78f57e6d.png.296x216.jpg', '阳光水榭花园 2室2厅 225万', '阳光水榭花园  | 2室2厅 | 104.3平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2006年建板楼  -  城南', '225万', '单价21573元/平米')
('https://image1.ljcdn.com/320500-inspection/0a96da9f-be5d-4196-959a-63b2f85cf08e.jpg.296x216.jpg', '蠡墅花园天怡苑 3室2厅 225万', '蠡墅花园天怡苑  | 3室2厅 | 130平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2005年建板楼  -  城南', '225万', '单价17308元/平米')
('https://image1.ljcdn.com/320500-inspection/test-eb0edd1f-47e4-4bc7-a243-600f469b45ac.png.296x216.jpg', '越湖名邸 精装南北通透三房 全屋地暖 美式田园装修', '越湖名邸  | 3室2厅 | 108平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  城南', '245万', '单价22686元/平米')
('https://image1.ljcdn.com/320500-inspection/b28f54c4-3a63-4953-92a9-8fe4c252d30e.jpg.296x216.jpg', '中海青公馆 3室2厅 210万', '中海青公馆  | 3室2厅 | 90.26平米 | 南 | 其他 | 有电梯', '低楼层(共18层)板楼  -  尹山湖', '210万', '单价23267元/平米')
('https://image1.ljcdn.com/320500-inspection/0ac1c912-cbe7-4a51-a175-81ca3366c7bd.jpg.296x216.jpg', '湖滨花园 3室1厅 256万', '湖滨花园  | 3室1厅 | 131.09平米 | 西北 | 其他 | 有电梯', '中楼层(共27层)2004年建板楼  -  郭巷', '256万', '单价19529元/平米')
('https://image1.ljcdn.com/320500-inspection/5e1b021c-c049-4ea5-9154-e3e482600072.jpg.296x216.jpg', '御湖湾 2室1厅 103万', '御湖湾  | 2室1厅 | 70平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  尹山湖', '103万', '单价14715元/平米')
('https://image1.ljcdn.com/320500-inspection/test-77f655db-d9db-4a16-8657-7d13b382a22e.png.296x216.jpg', '小石城 精装修 湖景小三房 省税', '小石城6区香樟园  | 3室2厅 | 89.22平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2011年建板楼  -  城南', '197万', '单价22081元/平米')
('https://image1.ljcdn.com/320500-inspection/885d749a-c9e9-4940-becb-bf017fb7726f.jpg.296x216.jpg', '天誉生活广场 3室2厅 288万', '天誉生活广场  | 3室2厅 | 135平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2016年建板楼  -  城南', '288万', '单价21334元/平米')
('https://image1.ljcdn.com/320500-inspection/7bd2c9e8-46a6-47f6-bed5-1c9af1a167d3.jpg.296x216.jpg', '中海双湾花园一期 3室2厅 230万', '中海双湾花园一期  | 3室2厅 | 98平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2015年建板楼  -  尹山湖', '230万', '单价23470元/平米')
('https://image1.ljcdn.com/320500-inspection/cbd2917a-a7eb-4f35-b833-cf65501a31c4.jpg.296x216.jpg', '保利观湖国际 中间排 精装修30万 空置中 看房提前约', '保利观湖国际  | 3室2厅 | 125平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2012年建板塔结合  -  尹山湖', '312万', '单价24960元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170731/cbd0efaf-f6b7-45f7-849b-9f4f59cb1c92.jpg.296x216.jpg', '九龙仓碧堤半岛 5室3厅 820万', '九龙仓碧堤半岛   | 联排别墅 | 5室3厅 | 314平米 | 南 | 毛坯 | 无电梯', '1层2014年建板楼  -  尹山湖', '820万', '单价26115元/平米')
('https://image1.ljcdn.com/320500-inspection/test-56ec409e-0e14-4591-9b7e-c7cf4faa5fe5.png.296x216.jpg', '招商雍华府 3室2厅 225万', '招商雍华府  | 3室2厅 | 97平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2015年建塔楼  -  木渎', '225万', '单价23196元/平米')
('https://image1.ljcdn.com/320500-inspection/7b8dc3df-c615-419c-b165-ca2915863773.jpg.296x216.jpg', '龙西路35号 3室2厅 255万', '龙西路35号  | 3室2厅 | 127平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  龙西', '255万', '单价20079元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a63e7dee-d6f0-4a3e-b812-08ed31528d14.png.296x216.jpg', '阳光水榭花园 4室2厅 325万', '阳光水榭花园  | 4室2厅 | 139.48平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2015年建板楼  -  城南', '325万', '单价23301元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bb6bdc1a-4d48-4309-9095-da31b8a2ca02.png.296x216.jpg', '新城石湖公馆 3室2厅 330万', '新城石湖公馆  | 3室2厅 | 139.8平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2015年建板楼  -  越溪', '330万', '单价23606元/平米')
('https://image1.ljcdn.com/320500-inspection/fe2d3bf6-131b-4bd1-83d7-bb74bff70b89.jpg.296x216.jpg', '美韵公寓 2室1厅 215万', '美韵公寓  | 2室1厅 | 114平米 | 西南 | 精装 | 有电梯', '高楼层(共33层)2010年建板楼  -  城南', '215万', '单价18860元/平米')
('https://image1.ljcdn.com/320500-inspection/1e8e21be-2dfc-4331-8dd0-2cdd733e9444.jpg.296x216.jpg', '阳光水榭花园 2室2厅 210万', '阳光水榭花园  | 2室2厅 | 94平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2006年建板楼  -  城南', '210万', '单价22341元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d8f076f9-d63d-4fe7-b4ec-261e93fa2831.png.296x216.jpg', '城南印象生活广场 1室1厅 46万', '城南印象生活广场  | 1室1厅 | 44.96平米 | 西 | 其他 | 有电梯', '中楼层(共16层)2012年建板楼  -  城南', '46万', '单价10232元/平米')
('https://image1.ljcdn.com/320500-inspection/55b24ef6-7ce0-4ad5-976b-d5b2b2fb3e7a.JPG.296x216.jpg', '合景领峰 3室2厅 266万', '合景领峰  | 3室2厅 | 101平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2012年建塔楼  -  木渎', '266万', '单价26337元/平米')
('https://image1.ljcdn.com/320500-inspection/e458b6f0-a304-4aa4-b605-c2ef2e14e1ad.jpg.296x216.jpg', '玩美天地 2室2厅 92万', '玩美天地  | 2室2厅 | 89.49平米 | 南 | 其他 | 有电梯', '高楼层(共8层)2016年建板楼  -  郭巷', '92万', '单价10281元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ce7ad4ce-1a83-4a84-a288-7ee4060af2ce.png.296x216.jpg', '小石城2区玉兰园 4室2厅 326万', '小石城2区玉兰园  | 4室2厅 | 151平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2015年建板楼  -  城南', '326万', '单价21590元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170714/d43926df-a0c8-48b5-9f2f-91eaa0c89b67.jpg.296x216.jpg', '越湖名邸 5室3厅 1280万', '越湖名邸   | 独栋别墅 | 5室3厅 | 481.67平米 | 南 | 毛坯 | 无电梯', '1层2009年建板楼  -  城南', '1280万', '单价26575元/平米')
('https://image1.ljcdn.com/320500-inspection/1acd1915-1190-4497-9bbb-84c5371bfb30.jpg.296x216.jpg', '盘蠡花园 3室2厅 320万', '盘蠡花园  | 3室2厅 | 129.7平米 | 南 北 | 精装 | 无电梯', '低楼层(共4层)1999年建板楼  -  龙西', '320万', '单价24673元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f2f1d474-9ba3-4cb4-bab2-112fffc7a3d0.png.296x216.jpg', '诚河新旅城三区 3室2厅 219万', '诚河新旅城三区  | 3室2厅 | 94.21平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2013年建板塔结合  -  木渎', '219万', '单价23246元/平米')
('https://image1.ljcdn.com/320500-inspection/ac71bf72-fb27-42eb-bae5-a55df9a9183e.jpg.296x216.jpg', '石湖金钻 1室1厅 47万', '石湖金钻  | 1室1厅 | 46平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  越溪', '47万', '单价10218元/平米')
('https://image1.ljcdn.com/320500-inspection/cf4f5037-3045-49b2-b960-3055092cb799.jpg.296x216.jpg', '龙西新村莫厘苑 3室2厅 238万', '龙西新村莫厘苑  | 3室2厅 | 121.22平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2003年建板楼  -  龙西', '238万', '单价19634元/平米')
('https://image1.ljcdn.com/320500-inspection/c3ddfe66-412c-4e7f-b510-9b263e219f13.jpg.296x216.jpg', '石湖之韵 3室2厅 254万', '石湖之韵  | 3室2厅 | 126.7平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  越溪', '254万', '单价20048元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160814/22f78bb0-6701-4994-ae48-3ad22ab5e24c.jpg.296x216.jpg', '石湖华城湖郡华庭精装房  南北通透    急卖', '石湖华城湖郡华庭  | 5室2厅 | 187平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2011年建板楼  -  越溪', '460万', '单价24599元/平米')
('https://image1.ljcdn.com/320500-inspection/0f45c3c1-68f4-4711-b235-ea9701230a60.jpg.296x216.jpg', '新城石湖公馆 3室2厅 215万', '新城石湖公馆  | 3室2厅 | 97平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2015年建平房  -  越溪', '215万', '单价22165元/平米')
('https://image1.ljcdn.com/320500-inspection/331c2aa5-6001-413b-b03a-cda702122b6d.jpg.296x216.jpg', '华村苑 2室2厅 170万', '华村苑  | 2室2厅 | 98.3平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2014年建板楼  -  城南', '170万', '单价17294元/平米')
('https://image1.ljcdn.com/320500-inspection/test-79815485-17bc-41bd-999a-0d300e6f778a.png.296x216.jpg', '万达华府 3室2厅 296万', '万达华府  | 3室2厅 | 122平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2016年建塔楼  -  城南', '296万', '单价24263元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/142a3de3-ea66-4f93-8d71-3cf23bb3490b.jpg.296x216.jpg', '九龙仓碧堤半岛 4室2厅 745万', '九龙仓碧堤半岛   | 联排别墅 | 4室2厅 | 314平米 | 南 | 毛坯 | 无电梯', '1层2014年建板楼  -  尹山湖', '745万', '单价23727元/平米')
('https://image1.ljcdn.com/320500-inspection/df2c2d87-a4ea-460d-8807-6069f8683867.jpg.296x216.jpg', '石湖之韵 3室2厅 250万', '石湖之韵  | 3室2厅 | 128平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2007年建板楼  -  越溪', '250万', '单价19532元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f8fa19db-e210-4df3-802c-7daa5b1613aa.png.296x216.jpg', '越湖名邸精装两房，中层，近地铁，适宜家住', '越湖名邸  | 2室2厅 | 93平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  城南', '190万', '单价20431元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161127/dc703eda-f43f-4655-b0d8-3a1d96d46c2b.jpg.296x216.jpg', '九龙仓碧堤半岛 6室2厅 693万', '九龙仓碧堤半岛   | 联排别墅 | 6室2厅 | 270平米 | 暂无数据 | 毛坯 | 无电梯', '1层2014年建板楼  -  尹山湖', '693万', '单价25667元/平米')
('https://image1.ljcdn.com/320500-inspection/1f5accd0-4e66-45e9-a0b4-d95f77e64265.jpg.296x216.jpg', '新城金郡北区 2室2厅 185万', '新城金郡北区  | 2室2厅 | 89.8平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2011年建板楼  -  城南', '185万', '单价20602元/平米')
('https://image1.ljcdn.com/320500-inspection/4bf1fc86-8a6b-4721-93bf-91a6c5650b61.JPG.296x216.jpg', '吴中花园 4室3厅 335万', '吴中花园  | 4室3厅 | 174平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2002年建板楼  -  城南', '335万', '单价19253元/平米')
('https://image1.ljcdn.com/320500-inspection/0c0f621a-f934-429e-995e-fe142e852bf6.jpg.296x216.jpg', '清水湾精装大三房，南北通透双阳台，俩房南，一房北。', '清水湾花园  | 3室2厅 | 139.43平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2005年建板楼  -  城南', '295万', '单价21158元/平米')
('https://image1.ljcdn.com/320500-inspection/f7e4bfae-c71f-4609-bbc6-eb21a16d1351.jpg.296x216.jpg', '新城金郡北区 3室2厅 225万', '新城金郡北区  | 3室2厅 | 97平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2010年建板楼  -  城南', '225万', '单价23196元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d15e290f-6198-4f0e-86b6-8a16d4112374.png.296x216.jpg', '世茂石湖湾 4室2厅 398万', '世茂石湖湾  | 4室2厅 | 161.22平米 | 西 | 其他 | 有电梯', '中楼层(共24层)2015年建板楼  -  城南', '398万', '单价24687元/平米')
('https://image1.ljcdn.com/320500-inspection/56b83a1e-904f-400f-af22-980fa1f2fe91.jpg.296x216.jpg', '世茂石湖湾 4室2厅 765万', '世茂石湖湾   | 联排别墅 | 4室2厅 | 314.97平米 | 南 | 其他 | 无电梯', '2层2015年建板楼  -  城南', '765万', '单价24289元/平米')
('https://image1.ljcdn.com/320500-inspection/eeecb17f-78f0-444e-9552-e51022fdc4ab.jpg.296x216.jpg', '玫瑰久久 3室2厅 240万', '玫瑰久久  | 3室2厅 | 120平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  城南', '240万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-10ace8d5-5ab4-4284-9f68-d6db9f8b97a1.png.296x216.jpg', '万业湖墅金典 2室2厅 192万', '万业湖墅金典  | 2室2厅 | 80.37平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2013年建板楼  -  郭巷', '192万', '单价23890元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8d5f35bb-5e37-42f2-aeeb-3c76f27edf99.png.296x216.jpg', '广枫苑 5室2厅 280万', '广枫苑  | 5室2厅 | 171.05平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  城南', '280万', '单价16370元/平米')
('https://image1.ljcdn.com/320500-inspection/db2b3471-0280-4cdb-8f1d-133725e8bd31.jpg.296x216.jpg', '简之韵花园两房出售  精装修   随时看房    急售', '简之韵花园  | 2室1厅 | 74平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2010年建板楼  -  越溪', '163万', '单价22028元/平米')
('https://image1.ljcdn.com/320500-inspection/888ad3d6-7746-4dc3-899a-06029f543e12.jpg.296x216.jpg', '泰盛绿岛 5室2厅 1350万', '泰盛绿岛  | 5室2厅 | 361平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  城南', '1350万', '单价37397元/平米')
('https://image1.ljcdn.com/320500-inspection/7c06db6f-1819-4a16-a054-4e4b85aaa35c.jpg.296x216.jpg', '中海青公馆 3室2厅 260万', '中海青公馆  | 3室2厅 | 98.29平米 | 南 | 其他 | 有电梯', '中楼层(共23层)板楼  -  尹山湖', '260万', '单价26453元/平米')
('https://image1.ljcdn.com/320500-inspection/80505a94-a632-483e-80fc-4ff7380a4662.jpg.296x216.jpg', '天华苑 精装两房 户型正气 带车库 房东换房出售', '蠡墅花园天华苑东区  | 2室2厅 | 90.98平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2011年建板楼  -  城南', '170万', '单价18686元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ce637572-5bda-4296-842d-60d4ce8fba49.png.296x216.jpg', '九龙仓碧堤雅苑 3室2厅 325万', '九龙仓碧堤雅苑  | 3室2厅 | 130.25平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2018年建板塔结合  -  尹山湖', '325万', '单价24953元/平米')
('https://image1.ljcdn.com/320500-inspection/test-42f33d63-32c8-45ba-93aa-a5b3eab2593b.png.296x216.jpg', '新城金郡南区二期 2室2厅 172万', '新城金郡南区二期  | 2室2厅 | 91.28平米 | 南 北 | 精装 | 有电梯', '低楼层(共15层)2011年建板楼  -  城南', '172万', '单价18844元/平米')
('https://image1.ljcdn.com/320500-inspection/d9a4af53-873e-4bab-986f-84f8920a65c3.jpg.296x216.jpg', '石湖嘉苑 2室2厅 215万', '石湖嘉苑  | 2室2厅 | 102平米 | 南 | 其他', '高楼层(共6层)板楼  -  城南', '215万', '单价21079元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180126/55d824f6-da79-4eb2-92d9-28cd3d6ba10f.jpg.296x216.jpg', '云山诗意 5室2厅 285万', '云山诗意  | 5室2厅 | 176平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2013年建板楼  -  木渎', '285万', '单价16194元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cb4166bf-5d75-4378-a676-66a68299e9af.png.296x216.jpg', '小石城5区紫竹园 5室2厅 650万', '小石城5区紫竹园  | 5室2厅 | 230平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  城南', '650万', '单价28261元/平米')
('https://image1.ljcdn.com/320500-inspection/e8de75a7-3f53-4269-a51d-262d37548e77.jpg.296x216.jpg', '合景叠翠峰 2室1厅 235万', '合景叠翠峰  | 2室1厅 | 89平米 | 南 | 毛坯 | 有电梯', '中楼层(共24层)2015年建板塔结合  -  尹山湖', '235万', '单价26405元/平米')
('https://image1.ljcdn.com/320500-inspection/20bb9454-a581-4b91-9b1c-107989dfac74.jpg.296x216.jpg', '鼎盛花园 3室2厅 330万', '鼎盛花园  | 3室2厅 | 125平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  苏苑', '330万', '单价26400元/平米')
