('https://image1.ljcdn.com/510100-inspection/test-9e04afb0-05c1-4e71-8b48-2d1dfc41be52.png.296x216.jpg', '不临街 中间楼层 对中庭 装修套三 带地暖 满2年', '公园大道  | 3室1厅 | 131.7平米 | 北 | 精装 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  光华大道沿线', '184万', '单价13972元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e9aa1372-8d72-46e8-930c-5f9c32eb280f.png.296x216.jpg', '珠江国际花园  套四  正对碧落湖  东南朝向 视野开阔', '珠江国际花园  | 4室2厅 | 145平米 | 东南 | 精装 | 有电梯', '低楼层(共31层)2009年建塔楼  -  珠江新城', '198万', '单价13656元/平米')
('https://image1.ljcdn.com/510100-inspection/c76bde73-96a1-413e-956d-fca72e2e97a7.jpg.296x216.jpg', '翰城 步梯顶跃 自住装修 四室三卫两厅 带大花园', '翰城  | 4室2厅 | 172.43平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2009年建板楼  -  温江大学城', '148万', '单价8584元/平米')
('https://image1.ljcdn.com/510100-inspection/test-28c3ab82-06c5-4ec4-b61a-a5e1ef82631d.png.296x216.jpg', '鹭湖宫六区B，三叶草中层精装套三双卫带车位', '鹭湖宫六区B组团  | 3室2厅 | 118.83平米 | 东南 | 其他 | 无电梯', '中楼层(共18层)2015年建塔楼  -  国色天乡', '190万', '单价15990元/平米')
('https://image1.ljcdn.com/510100-inspection/75907efa-592d-4817-a6b8-187c74b40baf.jpg.296x216.jpg', '此房朝南北向，是蓝光开发的完全的别墅区。满2年', '香碧歌庄园   | 联排别墅 | 5室2厅 | 326.03平米 | 南 | 其他 | 无电梯', '3层暂无数据  -  光华大道沿线', '560万', '单价17177元/平米')
('https://image1.ljcdn.com/510100-inspection/97230700-0a01-4365-9d84-4f3da8ce3a1d.jpg.296x216.jpg', '榕树岭 装修套一拎 包入住交通方便', '榕树岭  | 1室1厅 | 47.66平米 | 东 | 其他 | 有电梯', '高楼层(共26层)2012年建塔楼  -  温江大学城', '66万', '单价13849元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c1abbb5c-0441-4df5-af55-5e93c505fff1.png.296x216.jpg', '海峡新城精装大套三双卫，户型方正，采光好，带凉亭。', '海峡新城二期  | 3室2厅 | 137.11平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  温江大学城', '128万', '单价9336元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7f6b8eda-3cda-48a2-836e-628cd0e58c9f.png.296x216.jpg', '森宇音乐花园 户型方正 居住舒适', '森宇音乐花园  | 3室2厅 | 140.89平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  花都大道', '145万', '单价10292元/平米')
('https://image1.ljcdn.com/510100-inspection/f68a8bca-0398-4666-aff9-6c3d0c08ac85.jpg.296x216.jpg', '此房朝南向，是蓝光开发的完全的别墅区。满2年', '香碧歌庄园   | 联排别墅 | 5室3厅 | 326.11平米 | 南 | 其他 | 无电梯', '3层2008年建暂无数据  -  光华大道沿线', '652万', '单价19994元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2fee7444-be2d-4bc9-9afb-95349b7e13ef.png.296x216.jpg', '恒大城  开发商统一装修  套三单卫', '恒大城四期  | 3室1厅 | 89.4平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2015年建塔楼  -  温江新城', '125万', '单价13983元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-4f4950fb-8e1e-49bb-995d-0966c936e3f8.png.280x210.jpg', '海科名城   装修套一  满两年', '海科名城  | 1室1厅 | 49.96平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2009年建板楼  -  温江大学城', '52万', '单价10409元/平米')
('https://image1.ljcdn.com/510100-inspection/test-963b2bbd-fda1-46ba-b9c7-7f4afb7b8445.png.296x216.jpg', '金强大学城    装修  套一', '金强大学城  | 1室1厅 | 51.46平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  温江大学城', '52万', '单价10105元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9370a719-9462-4288-8e81-82d642bd9848.png.296x216.jpg', '此房带地下产权车位，户型方正，采光好。', '芙蓉田园  | 2室2厅 | 86.54平米 | 东 西 | 其他 | 有电梯', '低楼层(共24层)板塔结合  -  芙蓉古城', '85万', '单价9823元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e670b6e-66a6-4382-904d-e9a69f17d6f2.png.296x216.jpg', '置信学府杏林 精装 套四 满两年', '置信学府杏林一期  | 4室2厅 | 143.73平米 | 东 西 | 精装 | 有电梯', '中楼层(共18层)2013年建板楼  -  芙蓉古城', '150万', '单价10437元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload59c44e88-efcd-4f1c-ab85-52e2070ff90f.jpg.296x216.jpg', '完整别墅区 朝南 安静 前后带花园', '香碧歌庄园   | 联排别墅 | 5室2厅 | 281.13平米 | 南 | 其他 | 无电梯', '3层2008年建暂无数据  -  光华大道沿线', '690万', '单价24544元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5ef5b26b-3ce7-496f-9895-d74bd3d8ce72.png.296x216.jpg', '佳兆业丽晶港 套四双卫大户型 河景房', '佳兆业丽晶港  | 4室2厅 | 124平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  珠江新城', '200万', '单价16130元/平米')
('https://image1.ljcdn.com/510100-inspection/fcfd3974-7992-4f74-be0f-ee4da73e75b9.jpg.296x216.jpg', '清水套三双卫，楼顶带花园             。', '优取舍  | 3室2厅 | 131平米 | 西北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  花都大道', '150万', '单价11451元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c4055a1c-baea-47fa-8f71-51602c2f4f6a.png.296x216.jpg', '精装套三， 小区绿化好，面积大，房子户型方正，', '大庆蜀苑  | 3室2厅 | 108平米 | 东南 | 其他 | 无电梯', '高楼层(共5层)2008年建板楼  -  国色天乡', '105万', '单价9723元/平米')
('https://image1.ljcdn.com/510100-inspection/9b31b467-5869-4d1c-bbba-03b75e142228.jpg.296x216.jpg', '佳年华新生活 3室2厅 112万', '佳年华新生活  | 3室2厅 | 89平米 | 东南 | 其他', '中楼层(共31层)2016年建塔楼  -  花都大道', '112万', '单价12585元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7f7dc315-8f05-4be3-812c-8e0f16342cab.png.296x216.jpg', '德坤海地亚 横厅 套二单卫带大阳台', '德坤海地亚  | 3室2厅 | 92.23平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  国色天乡', '90万', '单价9759元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0cd37378-2e0f-425f-8f52-ab2b1cc90655.png.296x216.jpg', '中铁瑞景澜庭 套三出售 对中庭', '中铁瑞景澜庭  | 3室2厅 | 88.87平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2012年建板楼  -  花都大道', '122万', '单价13728元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload33ba0928-1726-49df-8c49-d21fb023f07a.jpg.296x216.jpg', '置信学府杏林套三双卫中间楼层，此房全新装修未住人。', '置信学府杏林一期  | 3室2厅 | 118.77平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  芙蓉古城', '145万', '单价12209元/平米')
('https://image1.ljcdn.com/510100-inspection/test-11271479-365e-41e8-892a-b9a8ac7e098b.png.296x216.jpg', '恒大新城户型方正套二双卫，东南朝向，', '恒大新城  | 2室1厅 | 93平米 | 南 | 其他', '低楼层(共32层)板塔结合  -  光华大道沿线', '110万', '单价11828元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c1a31b4f-d0fc-4faa-9b27-b847e330cb18.png.296x216.jpg', '塞纳河畔 小高层 满两年，带装修', '塞纳河畔  | 3室2厅 | 134平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2006年建板塔结合  -  温江新城', '170万', '单价12687元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6eff885e-4450-4b6b-bcd7-3b3a4a48983a.png.296x216.jpg', '洲际春天广场 清水套二 西南向', '洲际春天广场  | 2室1厅 | 66.21平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  光华大道沿线', '86万', '单价12989元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bb253cb6-9a8f-4680-aea3-ace4990fdb82.png.296x216.jpg', '德坤海地亚 电 梯   高层     装修房', '德坤海地亚  | 3室2厅 | 88.54平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)暂无数据  -  国色天乡', '100万', '单价11295元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fa364cf8-78a0-403b-b769-5c82a0f362ea.png.296x216.jpg', '套三带平台，满两年  诚心出售', '海科名城  | 3室1厅 | 73.79平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2011年建板塔结合  -  温江大学城', '89万', '单价12062元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d084dd71-fa46-46b0-a2e3-c7f6031168f6.png.296x216.jpg', '万科精装套二 品牌物业 江安河景房 满二年', '万科朗润园  | 2室2厅 | 87.95平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2007年建板塔结合  -  光华大道沿线', '150万', '单价17056元/平米')
('https://image1.ljcdn.com/510100-inspection/345150a1-5d39-498f-bdb8-31216a1c0afe.jpg.296x216.jpg', '佳年华套三单卫，高楼层采光好。', '佳年华新生活  | 3室2厅 | 81.87平米 | 东南 | 毛坯', '高楼层(共31层)2016年建塔楼  -  花都大道', '94万', '单价11482元/平米')
('https://image1.ljcdn.com/510100-inspection/test-af61f1f0-cc57-4e97-8bd3-43172e40a3e4.png.296x216.jpg', '花样年花样城满两年精装修套三。', '花样年花样城  | 3室2厅 | 83.99平米 | 南 | 精装', '中楼层(共33层)塔楼  -  温江大学城', '90万', '单价10716元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23988c1f-427a-4852-b4d9-fbe6c4c2006a.png.296x216.jpg', '香境精装套二 品牌家电 保养好 满二年', '蓝光香境  | 2室2厅 | 72.02平米 | 西 | 精装 | 有电梯', '低楼层(共34层)2008年建板楼  -  光华大道沿线', '120万', '单价16663元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ff5e24d0-bb47-4cb0-b942-91ae7e20078b.png.296x216.jpg', '康成家园精装修套三双卫，中间楼层，采光好。', '康成家园  | 3室2厅 | 134.08平米 | 东南 | 其他', '中楼层(共6层)暂无数据  -  温江老城', '145万', '单价10815元/平米')
('https://image1.ljcdn.com/510100-inspection/da741506-db81-4746-962b-9a8010360a5d.jpg.296x216.jpg', '联排别墅，前后带花园，采光充足，户型优质。', '月映长滩栖湖   | 联排别墅 | 5室2厅 | 324.11平米 | 东南 | 其他', '2层暂无数据  -  温江大学城', '320万', '单价9874元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4589a35a-b033-4085-a5cf-dc55d7366895.jpg.296x216.jpg', '芙蓉古城紫玉园双拼别墅带L型大花园', '芙蓉古城紫玉园  | 4室2厅 | 381.9平米 | 东南 | 其他', '低楼层(共3层)板楼  -  芙蓉古城', '560万', '单价14664元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6a956f0d-1b9a-487b-a8cd-b10cbbbcf979.png.296x216.jpg', '芙蓉田园清水套二带地下产权车位，户型方正，采光好。', '芙蓉田园  | 2室2厅 | 89.54平米 | 东 西 | 其他 | 有电梯', '低楼层(共24层)板塔结合  -  芙蓉古城', '85万', '单价9493元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75b3d411-154c-45ba-ba18-d665ceec2f8d.png.296x216.jpg', '金河谷五期 装修套三单卫 视野采光好', '金河谷五期  | 3室2厅 | 76.3平米 | 西南 | 其他 | 有电梯', '高楼层(共34层)2016年建板塔结合  -  光华大道沿线', '125万', '单价16383元/平米')
('https://image1.ljcdn.com/510100-inspection/db5c422e-613d-4b80-8595-97e7bb476391.jpg.296x216.jpg', '装修套二，户型方正，采光视野好', '世纪光华  | 2室2厅 | 86平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2007年建板塔结合  -  花都大道', '90万', '单价10466元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6ce39ad4-9496-45ab-8982-746c5e857355.png.296x216.jpg', '清水套二，户型方正，任意风格装修', '柳城印象  | 2室1厅 | 75.61平米 | 东南 | 其他', '低楼层(共18层)2012年建板楼  -  温江新城', '90.8万', '单价12009元/平米')
('https://image1.ljcdn.com/510100-inspection/d8ff89df-6346-429e-88e1-a205daccc29c.jpg.296x216.jpg', '学府阳光套三双卫    中间楼层   自住装修', '学府阳光  | 3室2厅 | 100.54平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2013年建塔楼  -  温江大学城', '122万', '单价12135元/平米')
('https://image1.ljcdn.com/510100-inspection/test-af588f38-8f6f-4af1-9072-1b3ef564dadd.png.296x216.jpg', '8号公馆装修套二改套三，户型方正规整！', '8号公馆  | 2室2厅 | 81.17平米 | 北 | 简装 | 有电梯', '中楼层(共31层)2014年建板塔结合  -  光华大道沿线', '108万', '单价13306元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4750682e-786f-451f-8609-b3eafa3f9e69.png.296x216.jpg', '蓝光香境一楼 赠花园双阳台60平 精装修现代风', '蓝光香境  | 2室2厅 | 72.02平米 | 北 | 精装 | 有电梯', '低楼层(共34层)2008年建板楼  -  光华大道沿线', '145万', '单价20134元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c56dff92-a60d-4a88-aa12-9aa54cba1021.png.296x216.jpg', '电梯洋房，平层套三双卫，带大阳台', '英郦庄园  | 3室2厅 | 145.09平米 | 东南 | 其他', '高楼层(共6层)2013年建板楼  -  国色天乡', '145万', '单价9994元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1315bdb8-4e51-4d1c-a5bf-9d91ec22318e.png.296x216.jpg', '丽晶港居家装修套二  看中庭  采光视野好', '佳兆业丽晶港  | 2室2厅 | 71.51平米 | 西北 | 其他 | 有电梯', '高楼层(共40层)2012年建板楼  -  珠江新城', '110万', '单价15383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7c1a73dd-39c2-44f7-ba8d-3d271ae49d7b.png.296x216.jpg', '中铁瑞景澜庭全新装修送实木家具带前后花园', '中铁瑞景澜庭  | 3室2厅 | 109.2平米 | 北 | 精装 | 无电梯', '低楼层(共6层)2012年建板楼  -  花都大道', '290万', '单价26557元/平米')
('https://image1.ljcdn.com/510100-inspection/6319e043-599b-40d9-8002-ea89f4eac6fb.jpg.296x216.jpg', '电梯顶跃，带屋顶花园，中庭不临街，视野好，采光好。', '金河谷一期  | 3室3厅 | 208.87平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  光华大道沿线', '322万', '单价15417元/平米')
('https://image1.ljcdn.com/510100-inspection/test-31ea6d6e-b8e6-4957-9b59-f08f8fb5afd3.png.296x216.jpg', '温江 千禧C区  精装套三  新房未入住', '千禧河畔C区  | 3室2厅 | 78平米 | 东南 | 精装', '中楼层(共33层)板楼  -  花都大道', '108万', '单价13847元/平米')
('https://image1.ljcdn.com/510100-inspection/b3b5554b-39f9-413d-95b7-9e1cdda960d7.jpg.296x216.jpg', '千禧河畔A区 3室1厅 115万', '千禧河畔A区  | 3室1厅 | 78.46平米 | 东 | 其他 | 有电梯', '高楼层(共26层)塔楼  -  花都大道', '115万', '单价14658元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f98cab5b-377d-41e3-bf7c-c234fda3a050.png.296x216.jpg', '世纪光华套三单卫装修房。。。。', '世纪光华  | 3室2厅 | 97.98平米 | 东北 | 其他 | 有电梯', '低楼层(共6层)2007年建板塔结合  -  花都大道', '104万', '单价10615元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc012f5c-8b1c-46bd-894a-a41887792da5.png.296x216.jpg', '自住精装修标准套二，保养好，客厅朝东，两卧室朝南', '千禧河畔C区  | 2室2厅 | 78平米 | 东 | 其他', '低楼层(共33层)板楼  -  花都大道', '108万', '单价13847元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f9c9637c-75d9-4d4d-8040-7e2b8e99d876.png.296x216.jpg', '鹭湖宫六区B组团，河景大平层，带车位，大赠送', '鹭湖宫六区B组团  | 2室2厅 | 176平米 | 东南 | 简装 | 无电梯', '中楼层(共11层)2015年建塔楼  -  国色天乡', '285万', '单价16194元/平米')
('https://image1.ljcdn.com/510100-inspection/test-37e68d9a-873e-49a0-8a0f-62c84cdc7f76.png.296x216.jpg', '安纳西时光   套四  双卫  中装', '安纳西时光  | 4室2厅 | 145.87平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2008年建板塔结合  -  温江大学城', '127万', '单价8707元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e6d195a5-1b20-4125-aae3-949d715583d8.png.296x216.jpg', '鱼凫阳光 装修套三 电梯中间楼层采光视野好', '鱼凫阳光  | 3室2厅 | 99.97平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  温江老城', '90万', '单价9003元/平米')
('https://image1.ljcdn.com/510100-inspection/aa4365d3-4c85-46ff-86e3-fc09d996ca1b.jpg.296x216.jpg', '光华园 清水 跃层 带平台一梯两户', '光华园  | 5室2厅 | 160.82平米 | 东 | 其他 | 无电梯', '高楼层(共6层)板楼  -  温江新城', '145万', '单价9017元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ba9b74da-c259-4daf-8862-c68230d33435.png.296x216.jpg', '精装套三 带双车位 带家具家电', '花语岸  | 3室2厅 | 113.46平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  国色天乡', '150万', '单价13221元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0608d8a8-bfe6-4d86-91ca-162ba0d17d5d.png.296x216.jpg', '清水套三，满两年，朝南北，通透户型', '春天大道  | 3室2厅 | 132.82平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  光华大道沿线', '225万', '单价16941元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c77a6023-8477-4c2d-ac85-e728ad91284a.png.296x216.jpg', '干净温馨舒适大套三，满两年无增值税', '翰城  | 3室2厅 | 127.6平米 | 东南 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  温江大学城', '138万', '单价10816元/平米')
('https://image1.ljcdn.com/510100-inspection/88491b42-235c-4fa2-9a1b-7fc7b65915dd.jpg.296x216.jpg', '金马湖壹号 清水联排别墅带花园', '金马湖壹号   | 联排别墅 | 6室3厅 | 337.06平米 | 南 北 | 其他', '3层暂无数据  -  温江大学城', '385万', '单价11423元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d4559321-4b81-487a-8251-cad47d6d5142.png.296x216.jpg', '恒大城四期房源精装小套三保养好', '恒大城四期  | 3室1厅 | 90.7平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  温江新城', '117万', '单价12900元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/576069ca-021f-4214-a6f1-c85a68affa8b.png.280x210.jpg', '珠江御景湾套三双卫 全中庭 视野好 精装保养新', '珠江御景湾  | 3室2厅 | 132.73平米 | 东北 | 精装 | 有电梯', '低楼层(共18层)2015年建板楼  -  珠江新城', '210万', '单价15822元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bd033dd8-99cf-4b57-a84f-7dfe98d0778e.png.296x216.jpg', '恒大城四期 套三双卫带双阳台 西北朝向', '恒大城四期  | 3室2厅 | 135.21平米 | 西北 | 精装 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  温江新城', '178万', '单价13165元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd47d30c8-c8ec-4492-a340-8ba43f55a1f3.jpg.296x216.jpg', '德坤新天地，装修套一，即买即住', '德坤新天地  | 1室1厅 | 37.08平米 | 南 北 | 简装 | 有电梯', '高楼层(共22层)2013年建板塔结合  -  珠江新城', '40万', '单价10788元/平米')
('https://image1.ljcdn.com/510100-inspection/test-be20da0e-64d4-4807-8887-6a12f510df31.png.296x216.jpg', '世纪光华                                 装修套二', '世纪光华  | 2室2厅 | 85.4平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  花都大道', '92万', '单价10773元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4106dd2d-c754-4f6b-8ae2-8fdb53269394.png.296x216.jpg', '建信奥林匹克花园电梯大套三出售', '建信奥林匹克花园  | 3室2厅 | 120.06平米 | 北 | 其他 | 有电梯', '高楼层(共10层)2006年建板塔结合  -  光华大道沿线', '130万', '单价10828元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8b03b7d5-ae52-4036-9783-ffaa6c7adf26.png.296x216.jpg', '那城二期套三装修自住，满两年，保养较新可直接入住。', '那城二期  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共7层)2006年建板楼  -  温江老城', '115万', '单价10649元/平米')
('https://image1.ljcdn.com/510100-inspection/4f039a2e-5447-4107-9b11-0dd8b63ad265.jpg.296x216.jpg', '芙蓉古城紫云园满两年无抵押清水房', '芙蓉古城紫云园   | 联排别墅 | 4室3厅 | 260.25平米 | 东南 | 其他', '3层2009年建暂无数据  -  芙蓉古城', '502万', '单价19290元/平米')
('https://image1.ljcdn.com/510100-inspection/test-444ce882-35ca-4d25-b84e-cf57435630f0.png.296x216.jpg', '水韵华府，标准套二，自主装修，带家具家电', '水韵华府  | 2室1厅 | 78.71平米 | 北 | 其他 | 有电梯', '高楼层(共25层)2012年建板塔结合  -  光华大道沿线', '108万', '单价13722元/平米')
('https://image1.ljcdn.com/510100-inspection/7c2530f5-bb2c-4287-91ea-81f0001573c5.jpg.296x216.jpg', '蓝光香瑞湖联排 带花园 地下车库可停放2辆车', '蓝光香瑞湖   | 联排别墅 | 5室2厅 | 313.14平米 | 南 北 | 毛坯 | 无电梯', '3层2011年建暂无数据  -  光华大道沿线', '475万', '单价15169元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23d86710-0e93-4e1d-950d-a421d82eeb45.png.296x216.jpg', '孔雀城装修套三，高楼层，户型方正，客厅带飘窗。', '和信孔雀天成  | 3室2厅 | 126.4平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2015年建塔楼  -  温江新城', '160万', '单价12659元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da2d2e3d-6afc-4788-a646-58ef1aa0b4ab.png.296x216.jpg', '七彩花都B区一期   套二双卫', '七彩花都B区一期  | 2室2厅 | 101.24平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2008年建板楼  -  花都大道', '113万', '单价11162元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f4319ebc-04a0-41ff-ace9-391c7dd984e6.png.296x216.jpg', '套三   双卫   带阳台  对中庭', '英郦庄园  | 3室2厅 | 127.22平米 | 东南 | 毛坯', '中楼层(共8层)2013年建板楼  -  国色天乡', '130万', '单价10219元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/87c7b21e-d952-40e3-9d1f-401aa8dc346b.png.280x210.jpg', '珠江御景湾 4室2厅 220万', '珠江御景湾  | 4室2厅 | 141.39平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2015年建板塔结合  -  珠江新城', '220万', '单价15560元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3d45469c-91cd-4afb-8de9-de5cf8c020fe.png.296x216.jpg', '天来国际精装套三，带家居家电，诚心出售，保养新', '天来国际文化广场  | 3室1厅 | 121.26平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  温江新城', '175万', '单价14432元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b84b85ff-ed69-4203-8b17-a983df2faa75.png.296x216.jpg', '洲际银海湾 清水套三单卫  户型方正', '洲际银海湾  | 3室2厅 | 93.56平米 | 西 | 其他 | 有电梯', '高楼层(共29层)板楼  -  光华大道沿线', '137万', '单价14644元/平米')
('https://image1.ljcdn.com/510100-inspection/test-669ff823-d3be-4528-8712-904ee772345c.png.296x216.jpg', '花样年花样城五期套二精装房诚心卖', '花样年花样城五期  | 2室2厅 | 70.74平米 | 西南 西 | 精装 | 有电梯', '低楼层(共33层)2015年建塔楼  -  温江大学城', '70万', '单价9896元/平米')
('https://image1.ljcdn.com/510100-inspection/test-14e107b1-248c-488a-921b-465353d26cd8.png.296x216.jpg', '航天大院 标准套二 布局合理 采光充足', '航天大院  | 2室1厅 | 80.29平米 | 东 | 其他 | 无电梯', '低楼层(共6层)1996年建板塔结合  -  温江老城', '60万', '单价7473元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2e43e10-dc37-4e0f-bc33-37e121ff9985.png.296x216.jpg', '香瑞湖精装套三，保养好，值得一看。', '蓝光香瑞湖  | 3室2厅 | 137.88平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2009年建板楼  -  光华大道沿线', '208万', '单价15086元/平米')
('https://image1.ljcdn.com/510100-inspection/test-74c1e16c-23b1-4ad0-8d05-936f2b620492.png.296x216.jpg', '建信奥林匹克花园多层套三  明厨明卫  满两年', '建信奥林匹克花园  | 3室2厅 | 124.48平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2006年建板塔结合  -  光华大道沿线', '140万', '单价11247元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b9b02ec0-a1ff-4b65-abf0-7dbdaa6f223c.png.296x216.jpg', '芙蓉田园小区 2室2厅 带产权车位', '芙蓉田园  | 2室2厅 | 86.92平米 | 东 | 其他 | 有电梯', '中楼层(共24层)板塔结合  -  芙蓉古城', '90万', '单价10355元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c37727eb-ed7b-4d99-a004-63ed48647178.png.296x216.jpg', '漫城 全新装修 套三双卫，没有增值税', '漫城  | 3室2厅 | 127平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2009年建板楼  -  温江老城', '148万', '单价11654元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b9a54f26-1ccb-4ce2-8e08-270812240024.png.296x216.jpg', '蓝光香境精装套三单卫，赠送面积大，带大阳台', '蓝光香境  | 3室2厅 | 90.37平米 | 东南 南 | 其他 | 有电梯', '高楼层(共34层)2008年建板楼  -  光华大道沿线', '180万', '单价19919元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cebcf517-5234-4bbb-8c98-b6bdc0d6658d.png.296x216.jpg', '万科朗润园清水套二客厅正带阳台', '万科朗润园  | 2室2厅 | 84平米 | 西南 | 毛坯 | 有电梯', '低楼层(共33层)2007年建板塔结合  -  光华大道沿线', '116万', '单价13810元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7cf56eff-2d56-4211-a9ee-ea4fa7f2e2e1.png.296x216.jpg', '恒大城标准三房双卫 户型方正 看中庭', '恒大城一期  | 3室2厅 | 117.79平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2010年建板塔结合  -  温江新城', '180万', '单价15282元/平米')
('https://image1.ljcdn.com/510100-inspection/test-81135721-4079-4e69-8ff1-35b2cc104fcc.png.296x216.jpg', '大华水映岛装修套三改套二 干净舒适', '大华水映岛  | 3室2厅 | 108平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2011年建板楼  -  光华大道沿线', '138万', '单价12778元/平米')
('https://image1.ljcdn.com/510100-inspection/03f5a846-fb65-4cd2-932c-f69ac683cbe3.jpg.296x216.jpg', '开发商统一精装套一，交通购物便利', '珠江克莱公寓  | 1室1厅 | 54.52平米 | 西南 | 精装 | 有电梯', '低楼层(共31层)2009年建塔楼  -  珠江新城', '50万', '单价9171元/平米')
