('https://image1.ljcdn.com/420100-inspection/fa78bc44-7037-49d3-8e08-3107ec929474.JPG.296x216.jpg', '世纪江尚  一线江景  南北通透  采光充足  看房方便', '世纪江尚  | 4室2厅 | 185.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '690万', '单价37211元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3f338e5f-c0d5-4a84-9401-3349c742477b.png.296x216.jpg', '蝴蝶户型大四房 江景房无遮挡 双主卧设计 诚心出售', '世纪江尚  | 4室2厅 | 186平米 | 东 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '660万', '单价35484元/平米')
('https://image1.ljcdn.com/420100-inspection/66cefb47-dab8-413a-81fe-432a7f199f0c.jpg.296x216.jpg', '中城悦城精装修南北通透的小三房', '中城悦城  | 3室2厅 | 117平米 | 南 北 | 其他 | 有电梯', '中楼层(共46层)2017年建板塔结合  -  CBD西北湖', '350万', '单价29915元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8e3417ea-c7a0-4430-8b93-e75fcd36696e.png.296x216.jpg', '发展大道旁华南国际广场三房两卫南北通透户型随时看房', '华南国际广场  | 3室2厅 | 126.8平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  新华路万达', '305万', '单价24054元/平米')
('https://image1.ljcdn.com/420100-inspection/0200a4ef-9a05-426c-bf23-55e5448dfad9.jpg.296x216.jpg', '新世纪都市花园梅园，精装大三居，老证近地铁2，3号', '新世纪都市花园梅园  | 3室2厅 | 147.1平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)2003年建塔楼  -  CBD西北湖', '280万', '单价19035元/平米')
('https://image1.ljcdn.com/420100-inspection/test-16320a6f-5940-44f8-9aa3-2eabe2c575ca.png.296x216.jpg', '世纪江尚，三房看江，中间楼层，业主诚心出售', '世纪江尚  | 3室1厅 | 123.2平米 | 东 东南 | 其他 | 有电梯', '中楼层(共57层)2016年建板楼  -  前进江汉', '478万', '单价38799元/平米')
('https://image1.ljcdn.com/420100-inspection/test-27e60951-62ed-4c5a-a817-83e0c0a00e40.png.296x216.jpg', '此房为老证精装修，无贷款，楼层好，户型方正', '万科城  | 2室1厅 | 68平米 | 南 | 其他 | 有电梯', '低楼层(共50层)2014年建板楼  -  常青路', '145万', '单价21324元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d5b3658b-815a-4c90-9e6d-275f6327558f.png.296x216.jpg', '同成广场 3室2厅 278万', '同成广场  | 3室2厅 | 134.07平米 | 南 | 其他 | 有电梯', '低楼层(共29层)板楼  -  武广万松园', '278万', '单价20736元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a9fcf3ff-40de-499a-8a78-1da3d757d47d.png.296x216.jpg', '二环边 唐家墩地铁口 通透两房 低楼层 总价低老证', '市政宿舍  | 2室2厅 | 67.27平米 | 南 | 其他 | 无电梯', '低楼层(共8层)1995年建板楼  -  唐家墩', '115万', '单价17096元/平米')
('https://image1.ljcdn.com/420100-inspection/c104f749-f81a-4c12-8b57-431ba3e3c305.jpg.296x216.jpg', '2016年交房的新小区，小区绿化好，楼层高，采光好。', '武汉天街  | 3室2厅 | 78平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2016年建塔楼  -  CBD西北湖', '208万', '单价26667元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cde4af8a-af17-4aa1-a527-cac82a546e0f.png.296x216.jpg', '顶琇国际城 2室1厅 159万', '顶琇国际城  | 2室1厅 | 72.61平米 | 南 北 | 其他', '高楼层(共46层)板楼  -  唐家墩', '159万', '单价21898元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5c4d5271-526e-4d1f-bb0f-a87b51cdd4d2.png.296x216.jpg', '杨汊湖 一中门口 邮政小区 朝南一室一厅 带天然气', '邮政小区  | 1室1厅 | 45平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1995年建板楼  -  长港路', '78万', '单价17334元/平米')
('https://image1.ljcdn.com/420100-inspection/eb7b06bd-ec9f-48cb-a421-eac8c510f4e7.jpg.296x216.jpg', '新世纪都市花园梅园+老证+南北通透两房居家装修', '新世纪都市花园梅园  | 2室2厅 | 92平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)2003年建塔楼  -  CBD西北湖', '210万', '单价22827元/平米')
('https://image1.ljcdn.com/420100-inspection/test-efb55efb-8e0b-45ff-9c0f-bd35dcdc0a9d.png.296x216.jpg', '东方时空  正规一房  带天然气  有钥匙 看房方便', '东方时空  | 1室0厅 | 47.25平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2003年建板楼  -  武广万松园', '100万', '单价21165元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade8f790b1-d045-410d-9403-19f7d167f36d.jpg.296x216.jpg', '武广公寓 住宅产权 正规三居 武广商圈 业主诚心出售', '武广公寓  | 3室1厅 | 117.05平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2007年建板楼  -  武广万松园', '220万', '单价18796元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ec5d017e-b057-4bae-86ad-43b7a1f6e04f.png.296x216.jpg', '福星华府 南北通透 不临三环 精装修 实木地板 诚售', '福星华府  | 3室2厅 | 123.66平米 | 南 北 | 精装 | 有电梯', '低楼层(共45层)2015年建板楼  -  杨汊湖', '275万', '单价22239元/平米')
('https://image1.ljcdn.com/420100-inspection/67a52e88-527d-40de-98ab-d64708c47be3.jpg.296x216.jpg', '青年路 地铁2号线500米 元辰国际房子出售', '元辰国际  | 3室2厅 | 129.32平米 | 南 | 简装 | 有电梯', '低楼层(共24层)2000年建塔楼  -  CBD西北湖', '260万', '单价20106元/平米')
('https://image1.ljcdn.com/420100-inspection/00410b69-f5bb-41a0-a7c6-cc6d5890ac54.jpg.296x216.jpg', '钻石楼栋精选楼层全房朝南看房方便诚心出售地铁', '福星城南区  | 3室2厅 | 90平米 | 南 | 简装 | 有电梯', '高楼层(共32层)2013年建板楼  -  长港路', '205万', '单价22778元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4d7a6b07-6c31-4781-a47f-aa8ba49bdcc5.png.296x216.jpg', '精装修福星华府大三房 南北通透 房东诚心卖房！', '福星华府  | 3室2厅 | 138.35平米 | 南 北 | 其他 | 有电梯', '中楼层(共45层)2015年建板楼  -  杨汊湖', '277万', '单价20022元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c665e611-3599-419c-a0e3-c1f1f990fc79.png.296x216.jpg', '常青二垸 2室1厅 86万', '常青二垸  | 2室1厅 | 50.85平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1992年建板楼  -  杨汊湖', '86万', '单价16913元/平米')
('https://image1.ljcdn.com/420100-inspection/c2d0df6a-35c3-40a1-b8af-b43c035d5b3d.jpg.296x216.jpg', '西北湖胖 通透户型 明厨明卫 全房精装修', '顶琇西北湖  | 2室2厅 | 84平米 | 东 南 | 其他 | 有电梯', '低楼层(共30层)2015年建板楼  -  CBD西北湖', '278万', '单价33096元/平米')
('https://image1.ljcdn.com/420100-inspection/test-bdab6183-05e1-4095-ba04-79ba491f5757.png.296x216.jpg', '循礼门御庭园小户型高楼层采光好  业主诚心', '御庭园  | 1室1厅 | 47.97平米 | 北 | 其他 | 有电梯', '高楼层(共26层)2002年建塔楼  -  前进江汉', '86万', '单价17928元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6436acce-d278-4c22-adb4-aa073dbc69db.png.296x216.jpg', '2号线 6号线中间的富康花园小区  自住装修 诚心卖', '富康花园  | 2室2厅 | 87.85平米 | 西 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  杨汊湖', '150万', '单价17075元/平米')
('https://image1.ljcdn.com/420100-inspection/test-1f0c1918-e1fb-4df8-bce9-c5609ea0b5a2.png.296x216.jpg', '地铁六号线华苑社区 优质两房户型通透 老证 随时看房', '华苑社区  | 2室2厅 | 76.78平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  杨汊湖', '140万', '单价18234元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d14ce736-39cd-4f35-8924-764476f8519a.png.296x216.jpg', '美联时光里 2室1厅 143万', '美联时光里  | 2室1厅 | 64平米 | 南 | 其他', '高楼层(共24层)2016年建板塔结合  -  塔子湖', '143万', '单价22344元/平米')
('https://image1.ljcdn.com/420100-inspection/fb4ff9a5-1c25-4cc7-a03f-d759e9b13f89.jpg.296x216.jpg', '泛海国际兰海园 5室3厅 1630万', '泛海国际兰海园  | 5室3厅 | 306平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2016年建板楼  -  CBD西北湖', '1630万', '单价53268元/平米')
('https://image1.ljcdn.com/420100-inspection/test-84317e92-a1f6-4f46-b41c-6a8c0672b13d.png.296x216.jpg', '万景橘苑 2室2厅 164万', '万景橘苑  | 2室2厅 | 86.3平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2016年建板楼  -  杨汊湖', '164万', '单价19004元/平米')
('https://image1.ljcdn.com/420100-inspection/d49a0606-1a56-4041-ae60-b6cbd82d4c59.jpg.296x216.jpg', '建设大道 西北湖旁 大户型 格局好', '国贸新都  | 4室2厅 | 185.21平米 | 东北 | 其他 | 有电梯', '高楼层(共29层)2005年建塔楼  -  武广万松园', '251万', '单价13553元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c9f94ddf-a22b-443a-8849-5d65002d66ae.png.296x216.jpg', '黄孝北路48到58号 2室1厅 122万', '黄孝北路48到58号  | 2室1厅 | 68平米 | 南 | 其他', '中楼层(共8层)板楼  -  台北香港路', '122万', '单价17942元/平米')
('https://image1.ljcdn.com/420100-inspection/test-01c090d3-2902-4009-8a4b-21810fe907d8.png.296x216.jpg', '俊华大厦 3室2厅 305万', '俊华大厦  | 3室2厅 | 129.16平米 | 南 北 | 其他 | 有电梯', '高楼层(共31层)2003年建板楼  -  前进江汉', '305万', '单价23615元/平米')
('https://image1.ljcdn.com/420100-inspection/test-16f27933-a154-48d1-b61b-2b40a473bb51.png.296x216.jpg', '恒大御园通透两房 小区位置环境佳 享商务区内成熟商圈', '恒大御园  | 2室2厅 | 92.4平米 | 南 北 | 其他 | 有电梯', '低楼层(共28层)2016年建板楼  -  CBD西北湖', '250万', '单价27057元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade2109e42-fe12-4ac3-840f-2070f89ca666.JPG.296x216.jpg', '老证满五，大四房，朝南，居家装修，税费低，位置佳', '俊华大厦  | 3室2厅 | 113.1平米 | 东 | 其他 | 有电梯', '中楼层(共31层)2003年建板楼  -  前进江汉', '255万', '单价22547元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7b14cdac-0984-4bf7-81b8-cb12f3892281.png.296x216.jpg', '泛海国际桂海园 2室1厅 300万', '泛海国际桂海园  | 2室1厅 | 90.16平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2016年建板楼  -  CBD西北湖', '300万', '单价33275元/平米')
('', '汉口火车站旁，力兴花园，2房，老证，急售', '力兴花园  | 2室1厅 | 58.32平米 | 南 | 其他', '中楼层(共8层)1999年建板楼  -  CBD西北湖', '106万', '单价18176元/平米')
('https://image1.ljcdn.com/420100-inspection/51754dad-9f16-4070-922d-ea069af1eee4.jpg.296x216.jpg', '万丰花园 2室3厅 230万', '万丰花园  | 2室3厅 | 109.9平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  杨汊湖', '230万', '单价20929元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4d2a822f-9a04-4451-9ccd-c93b4570f415.png.296x216.jpg', '地铁出口，家私全送，采光视野好', '电建地产盛世江城  | 2室2厅 | 83.29平米 | 南 | 其他 | 有电梯', '高楼层(共42层)2016年建板塔结合  -  长港路', '174万', '单价20891元/平米')
('https://image1.ljcdn.com/420100-inspection/98926713-16bb-4d61-8e68-12539711b3a9.jpg.296x216.jpg', '地铁口 复式 南北通透 老证 拎包入住', '阳光花园  | 5室3厅 | 206平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2002年建塔楼  -  杨汊湖', '340万', '单价16505元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ea280ca3-ed47-43e8-9ef8-1ac7788c58fc.png.296x216.jpg', '万科金色家园三期+精装三房+自住第1选择+步行街商圈', '万科金色家园三期  | 3室2厅 | 125.66平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2010年建板楼  -  前进江汉', '343万', '单价27296元/平米')
('https://image1.ljcdn.com/420100-inspection/367fc169-dd49-47ae-bb94-435cbf52f638.jpg.296x216.jpg', '香港路三条地铁交汇西马新村中间楼层正规三房', '西马新村  | 3室1厅 | 108.36平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '168万', '单价15504元/平米')
('https://image1.ljcdn.com/420100-inspection/75569c62-5658-412c-b1c7-290b876c0204.jpg.296x216.jpg', '万科汉口传奇 全朝南三房两卫户型 全房暖气+实木家具', '万科汉口传奇  | 3室1厅 | 97平米 | 南 | 其他 | 有电梯', '中楼层(共48层)2015年建塔楼  -  杨汊湖', '265万', '单价27320元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c5324e7f-8cbe-4a98-8ae3-36e38314d4cb.png.296x216.jpg', '杨汊湖 新华家园四期 朝南户型 老证 临地铁', '新华家园  | 3室2厅 | 117.6平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2008年建塔楼  -  杨汊湖', '256万', '单价21769元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9d4c5d96-7a5e-42ac-a39c-e3082bc05ffd.png.296x216.jpg', '杨汊湖 常青二垸 中间楼层 一梯两户 老证 预约看房', '常青二垸  | 2室1厅 | 63.03平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  杨汊湖', '105万', '单价16659元/平米')
('https://image1.ljcdn.com/420100-inspection/test-8f6ea040-3aff-46bb-a2c5-3b360b518232.png.296x216.jpg', '泛海国际桂海园两房通透户型！通透', '泛海国际桂海园  | 2室2厅 | 90平米 | 南 北 | 精装 | 有电梯', '低楼层(共27层)2016年建板楼  -  CBD西北湖', '275万', '单价30556元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4b8b8670-9a66-4599-b6a9-ab2589676302.png.296x216.jpg', '顶琇国际城 3室2厅 220万', '顶琇国际城  | 3室2厅 | 99.86平米 | 南 | 其他', '中楼层(共47层)2017年建板楼  -  唐家墩', '220万', '单价22031元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ad3bb82e-7d07-47b2-90e6-4f008d20d09a.png.296x216.jpg', '天嘉园 2室2厅 168万', '天嘉园  | 2室2厅 | 101平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  长丰常码头', '168万', '单价16634元/平米')
('https://image1.ljcdn.com/420100-inspection/c775f177-b0c2-404e-a527-a63299ae4924.jpg.296x216.jpg', '汉口秀园 3室2厅 276万', '汉口秀园  | 3室2厅 | 117.36平米 | 南 北 | 其他 | 有电梯', '高楼层(共31层)2011年建板楼  -  塔子湖', '276万', '单价23518元/平米')
('https://image1.ljcdn.com/420100-inspection/test-85e6e5d4-0059-40ae-a095-d70e43569aec.png.296x216.jpg', '美联时光里 3室2厅 215万', '美联时光里  | 3室2厅 | 97.8平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  塔子湖', '215万', '单价21984元/平米')
('https://image1.ljcdn.com/420100-inspection/35142092-c33c-4392-bfdb-f790f3576f03.jpg.296x216.jpg', '泛海国际兰海园 5室2厅 1480万', '泛海国际兰海园  | 5室2厅 | 306平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2016年建板楼  -  CBD西北湖', '1480万', '单价48367元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cb05a621-dbf3-4641-b4e2-1dc5fd624611.png.296x216.jpg', '泛海国际樱海园两证满两年精装修两房诚心出售', '泛海国际居住区樱海园  | 2室2厅 | 99.6平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  CBD西北湖', '315万', '单价31627元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploaddcf7511d-453c-4dbd-8d06-3d5b904d2bb0.jpg.296x216.jpg', '南北通透 两证两年 户型方正 不临街 随时看房', '东方帝园  | 3室2厅 | 134.51平米 | 南 | 其他', '低楼层(共12层)2003年建板楼  -  长港路', '220万', '单价16356元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4fea4d0d-e3f9-40a4-9805-3ea3fe917269.png.296x216.jpg', '新育社区出版社小区 3室1厅 148万', '新育社区出版社小区  | 3室1厅 | 67.72平米 | 南 | 其他', '高楼层(共4层)板楼  -  武广万松园', '148万', '单价21855元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cd6ca3dc-7742-4a2b-a479-c79782608108.png.296x216.jpg', '香缇美景 3室2厅 170万', '香缇美景  | 3室2厅 | 105.54平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2000年建塔楼  -  常青路', '170万', '单价16108元/平米')
('https://image1.ljcdn.com/420100-inspection/test-fb781ebb-1c1b-4fa8-8597-85a2fde73f96.png.296x216.jpg', '江城华庭 3室2厅 299万', '江城华庭  | 3室2厅 | 115.53平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2003年建塔楼  -  武广万松园', '299万', '单价25881元/平米')
('https://image1.ljcdn.com/420100-inspection/test-57def326-16b8-425f-ac53-026a16bebcab.png.296x216.jpg', '宝利金国际广场 正江汉路上 温馨精装单间', '宝利金国际广场  | 1室0厅 | 28.07平米 | 西 | 其他 | 有电梯', '高楼层(共33层)2005年建板楼  -  前进江汉', '63万', '单价22444元/平米')
('https://image1.ljcdn.com/420100-inspection/test-93719bb5-a310-47a0-917b-d868f90a0b8f.png.296x216.jpg', '万科城 2室1厅 195万', '万科城  | 2室1厅 | 86平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  常青路', '195万', '单价22675元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c4796078-7c6c-4216-90dd-519ae9ea10ce.png.296x216.jpg', '万景国际正规两房，高层住宅，视野好，通风地理位置好', '万景国际  | 2室1厅 | 86.7平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2011年建板塔结合  -  CBD西北湖', '245万', '单价28259元/平米')
('https://image1.ljcdn.com/420100-inspection/0e22cc00-91ca-4b1e-a2fd-10b0f3ffac63.jpg.296x216.jpg', '电业新村 3室2厅 380万', '电业新村  | 3室2厅 | 158平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)2007年建板楼  -  宝丰崇仁', '380万', '单价24051元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9d587687-3cef-4c96-9e81-1a5d4365f0d5.png.296x216.jpg', '江汉路 宝利金二期 精装复式2房 带衣帽间 满五唯一', '宝利金二期中央荣御  | 2室1厅 | 78.85平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2011年建塔楼  -  前进江汉', '258万', '单价32721元/平米')
('https://image1.ljcdn.com/420100-inspection/c30e41cc-d062-4931-baad-0f21b06be767.jpg.296x216.jpg', '精装修全南两房家具家电齐全可拎包入住', '顶琇国际城  | 2室2厅 | 81.79平米 | 南 | 其他 | 有电梯', '低楼层(共48层)2017年建板楼  -  唐家墩', '195万', '单价23842元/平米')
('https://image1.ljcdn.com/420100-inspection/fe6c514c-80a9-45e3-98ed-9e42217941b5.jpg.296x216.jpg', '中环星干线 loft格局 普通住宅 朝南户型 明厨明卫', '中环星干线  | 3室1厅 | 110.96平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2011年建板楼  -  常青路', '176万', '单价15862元/平米')
('https://image1.ljcdn.com/420100-inspection/3d2d00ec-ac48-4855-ba82-bed153125ff5.jpg.296x216.jpg', '武广商圈 正规三室 老证住宅 民水民电有天然气 有钥匙', '武广公寓  | 3室2厅 | 117.05平米 | 南 北 | 其他 | 有电梯', '中楼层(共34层)2007年建板楼  -  武广万松园', '206万', '单价17600元/平米')
('https://image1.ljcdn.com/420100-inspection/test-33a9c409-ddfe-4f57-9cd9-a8a3e315b73a.png.296x216.jpg', '新育社区出版社小区 2室1厅 138万', '新育社区出版社小区  | 2室1厅 | 59平米 | 南 | 其他', '高楼层(共4层)板楼  -  武广万松园', '138万', '单价23390元/平米')
('https://image1.ljcdn.com/420100-inspection/test-3b500460-efc8-4d30-873c-d9c5e7ae0fe5.png.296x216.jpg', '湖影公寓 3室2厅 170万', '湖影公寓  | 3室2厅 | 98.77平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1997年建塔楼  -  CBD西北湖', '170万', '单价17212元/平米')
('https://image1.ljcdn.com/420100-inspection/test-b52bd40e-6289-49b7-8a69-6ac9c6b550cd.png.296x216.jpg', '紫晶城 1室1厅 103万', '紫晶城  | 1室1厅 | 47平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2006年建塔楼  -  前进江汉', '103万', '单价21915元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f0e49f8c-58d9-4cc2-8669-be680b482cba.png.296x216.jpg', '桂海园四房，开发商精装修  未住过  高楼层', '泛海国际桂海园  | 4室2厅 | 169.75平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)2016年建板楼  -  CBD西北湖', '620万', '单价36525元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c29deca8-9ad3-4b13-b0d2-4aee66c85eac.png.296x216.jpg', '远洋心汉口二期 2室2厅 155万', '远洋心汉口二期  | 2室2厅 | 79平米 | 南 北 | 其他', '高楼层(共41层)暂无数据  -  长丰常码头', '155万', '单价19621元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a5d1b827-825f-4ede-b130-9f851f28867f.png.296x216.jpg', '西马新村 2室2厅 162万', '西马新村  | 2室2厅 | 84.83平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '162万', '单价19098元/平米')
('https://image1.ljcdn.com/420100-inspection/d41a475a-14f2-4ae1-804b-4930d71e6cd5.jpg.296x216.jpg', '世纪江尚 3室2厅 450万', '世纪江尚  | 3室2厅 | 126平米 | 东南 | 其他 | 有电梯', '低楼层(共57层)2016年建塔楼  -  前进江汉', '450万', '单价35715元/平米')
('https://image1.ljcdn.com/420100-inspection/test-08aca6bd-50fe-4361-89a1-fe9db806be5a.png.296x216.jpg', '江汉路地铁口 宝利金温馨小两房 精装修  看房有钥匙', '宝利金国际广场  | 2室1厅 | 47平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2005年建板楼  -  前进江汉', '110万', '单价23405元/平米')
('https://image1.ljcdn.com/420100-inspection/test-cb07598e-78b0-4b18-9d4e-ca81be183269.png.296x216.jpg', '美联时光里 6号线地铁口 毛坯小2房 总价低 刚需房源', '美联时光里  | 2室1厅 | 64平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  塔子湖', '138万', '单价21563元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9bd95565-8f55-464b-aa2b-207d48756c3a.png.296x216.jpg', '青年路地铁口 精装修 采光充足 楼层适中 诚意出售', '楚天星座公寓  | 1室1厅 | 56.4平米 | 东 | 其他 | 有电梯', '中楼层(共30层)2007年建塔楼  -  武广万松园', '98.7万', '单价17500元/平米')
('https://image1.ljcdn.com/420100-inspection/9139aae6-fb71-4695-ab05-ed828c13797b.jpg.296x216.jpg', '金利明珠花园 老证，中高层南北通透采光好，近范湖站', '金利明珠花园  | 3室2厅 | 133.24平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2005年建板楼  -  CBD西北湖', '330万', '单价24768元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7dd77be1-9b89-4db1-8ca9-8da2176636a7.png.296x216.jpg', '景江华庭 1室1厅 115万', '景江华庭  | 1室1厅 | 57.73平米 | 西北 | 其他 | 有电梯', '高楼层(共22层)2004年建塔楼  -  前进江汉', '115万', '单价19921元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4edc3066-43ee-438f-a9d3-942a94e0e802.png.296x216.jpg', '绿色家园 3室2厅 230万', '绿色家园  | 3室2厅 | 131.68平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2005年建塔楼  -  杨汊湖', '230万', '单价17467元/平米')
('https://image1.ljcdn.com/420100-inspection/test-82f717b6-351f-44a2-88de-8eb8642f0211.png.296x216.jpg', '江汉路紫晶城东南挂角精装修两房，高楼层可观江景', '紫晶城  | 2室2厅 | 84.48平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2006年建塔楼  -  前进江汉', '195万', '单价23083元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9065b006-f513-44a3-b792-eca422fa6964.png.296x216.jpg', '6号线唐家墩地铁口，采光良好 优质三房', '蓝色天际  | 3室2厅 | 125平米 | 东 南 北 | 其他 | 无电梯', '中楼层(共8层)2003年建板楼  -  唐家墩', '190万', '单价15200元/平米')
('https://image1.ljcdn.com/420100-inspection/test-39ba6761-d3d1-4cb0-bd23-bcf2758cc764.png.296x216.jpg', '精装南向两房 楼层高视野好 随时看房 业主诚心出售', '泛海国际居住区樱海园  | 2室2厅 | 100.52平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2013年建板楼  -  CBD西北湖', '285万', '单价28353元/平米')
('https://image1.ljcdn.com/420100-inspection/test-dd67758b-844d-4d63-9148-13625d66b228.png.296x216.jpg', '唐蔡天下--唐家墩地铁口，次新小区，朝南毛坯两居室！', '唐蔡天下  | 2室1厅 | 85.46平米 | 南 | 其他', '高楼层(共26层)2014年建板楼  -  唐家墩', '180万', '单价21063元/平米')
('https://image1.ljcdn.com/420100-inspection/4fb0df8b-c6ad-431f-912d-056729b943f1.jpg.296x216.jpg', '新华锦绣 2室2厅 190万', '新华锦绣  | 2室2厅 | 99平米 | 东 | 其他 | 有电梯', '高楼层(共23层)2002年建塔楼  -  塔子湖', '190万', '单价19192元/平米')
('https://image1.ljcdn.com/420100-inspection/test-46e35622-aee7-4ac1-9978-89219e348990.png.296x216.jpg', '青松社区 小区正花园 中间楼层三房 视野好', '青松社区  | 3室1厅 | 95平米 | 东 西北 | 其他 | 无电梯', '中楼层(共8层)2004年建板楼  -  武广万松园', '175万', '单价18422元/平米')
('https://image1.ljcdn.com/420100-inspection/test-4742d425-c6cb-4e56-a758-d11aed60e03a.png.296x216.jpg', '板房 两梯两户 公摊低 看房方便 房东诚心出售', '世纪江尚  | 4室2厅 | 187.1平米 | 东 南 | 毛坯 | 有电梯', '高楼层(共24层)2016年建板楼  -  前进江汉', '800万', '单价42758元/平米')
('https://image1.ljcdn.com/420100-inspection/65558527-56a7-472a-95c3-9e539694421f.jpg.296x216.jpg', '江都仕嘉-精装3房-两证齐全-随时可以看房子-中间楼层', '江都仕嘉  | 3室2厅 | 124.35平米 | 东 西北 | 其他 | 有电梯', '中楼层(共31层)2005年建板楼  -  武广万松园', '276万', '单价22196元/平米')
('https://image1.ljcdn.com/420100-inspection/0e3d5441-09e4-4a5c-abf3-5b711d5d9942.jpg.296x216.jpg', '万科金色家园精装修70年纯住宅拎包入住业主诚售', '万科金色家园一期  | 3室1厅 | 90.77平米 | 西 | 其他 | 有电梯', '低楼层(共33层)2010年建板楼  -  武广万松园', '268万', '单价29526元/平米')
('https://image1.ljcdn.com/420100-inspection/test-bfe18ecb-6b5c-4cd3-8e90-ca80561e679b.png.296x216.jpg', '天瑞国际酒店公寓 1室0厅 65万', '天瑞国际酒店公寓  | 1室0厅 | 36平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2007年建塔楼  -  武广万松园', '65万', '单价18056元/平米')
