('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b7f23732-8e9c-4bea-b795-447954ee2c1f.png.296x216.jpg', '西城公馆  97万 套一 约看  满两年', '西城公馆  | 1室2厅 | 56.66平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2009年建塔楼  -  茶店子', '97万', '单价17120元/平米')
('https://image1.ljcdn.com/510100-inspection/35a9d530-f3bc-4b35-8427-4c0d8847c021.jpg.296x216.jpg', '青房天韵华庭顶跃带花园+有阳台', '青房天韵华庭  | 4室2厅 | 165.73平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2013年建板塔结合  -  高家庄', '400万', '单价24136元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload33384091-49ea-4d8b-ac75-cd52231078e2.jpg.296x216.jpg', '金牛花园四居室+有阳台+通透型户型', '金牛花园  | 4室2厅 | 159.11平米 | 西北 | 其他 | 有电梯', '高楼层(共17层)2009年建板楼  -  高家庄', '245万', '单价15399元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85ed25fa-26d0-4385-ace0-82724043d611.png.296x216.jpg', '锦西国际带租约跃层套二朝南不临街', '锦西国际  | 2室1厅 | 32.6平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2008年建板塔结合  -  沙湾', '73万', '单价22393元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3009887e-f31b-4f64-8411-99d327cb8a93.png.296x216.jpg', '东南朝向，电梯套三，交通便利，户型方正', '西城天下  | 3室2厅 | 124.75平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2009年建板塔结合  -  茶店子', '265万', '单价21243元/平米')
('https://image1.ljcdn.com/510100-inspection/663d9e72-bcd3-486d-8107-b25904d59bd5.jpg.296x216.jpg', '新桥逸景B区 清水 中间楼层 标准套一', '新桥逸景B区  | 1室1厅 | 49.69平米 | 东南 | 其他 | 有电梯', '中楼层(共23层)2010年建板塔结合  -  金府', '68万', '单价13685元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bdc862af-8e04-40c8-a5b5-0b0b77f33b63.png.296x216.jpg', '中环路洞子口，泉水南苑小区，中间楼层套一出售', '泉水南苑  | 1室1厅 | 40.2平米 | 东 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  五块石', '60万', '单价14926元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload77dfbd3f-ac25-4533-a872-7409df710a01.jpg.296x216.jpg', '金牛万达套一+客厅正带阳台+拎包入住', '金牛万达D组团  | 1室1厅 | 49.13平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2013年建塔楼  -  金牛万达', '98万', '单价19948元/平米')
('https://image1.ljcdn.com/510100-inspection/test-68b3433c-467e-40a4-8c31-d0e5552e00cb.png.296x216.jpg', '房子是装修套一， 客厅带阳台，', '阳曦芙蓉城  | 1室1厅 | 68.49平米 | 西南 | 其他 | 有电梯', '高楼层(共30层)2009年建板楼  -  茶店子', '126万', '单价18397元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72e4739a-b39f-4a97-a802-91dd89ac1d4b.png.296x216.jpg', '金仙桥15号川铁宿舍 户型方正 带屋顶花园', '金仙桥路15号川铁宿舍  | 3室2厅 | 107.27平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  花牌坊', '138万', '单价12865元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadddd88323-2ee0-4ce1-9a5e-276ef359cb4d.jpg.296x216.jpg', '交大北园 中间楼层套二 前后不临街', '交大北园  | 2室1厅 | 54平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  西南交大', '90万', '单价16667元/平米')
('https://image1.ljcdn.com/510100-inspection/test-809bca37-e5a2-476a-b194-baf3b249bb1b.png.296x216.jpg', '金牛国宾 保利套二 户型无浪费 客厅带阳台 自住装修', '保利梧桐语  | 2室1厅 | 59.74平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2014年建板塔结合  -  高家庄', '130万', '单价21761元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c8424dae-12e0-43d1-93e8-9f921a879fa6.png.296x216.jpg', '白鸽岛尚 套二 有装修，客厅卧室都带阳台', '白鸽岛尚  | 2室2厅 | 74.81平米 | 西北 | 其他 | 有电梯', '低楼层(共19层)2008年建板塔结合  -  高家庄', '106万', '单价14170元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload109efc4a-a1a8-49d5-bc72-a66b8e236896.jpg.296x216.jpg', '泉水人家，套一，有装修，带家具家电', '泉水人家  | 1室1厅 | 53.6平米 | 南 | 其他', '低楼层(共6层)2009年建板楼  -  华侨城', '63.7万', '单价11885元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d04920e0-f994-4b23-bfa1-ddbe50267b05.png.296x216.jpg', '千和茗居 2室1厅 148万', '千和茗居  | 2室1厅 | 85.72平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  茶店子', '148万', '单价17266元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d094be62-d8bd-4e95-9a21-8c11a4716f08.png.296x216.jpg', '金沙路智业公寓户型方正采光好套三', '智业公寓（金沙路）  | 3室2厅 | 120.42平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  沙湾', '156万', '单价12955元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d256b8a4-a108-4931-9fef-735379ce5c95.png.296x216.jpg', '客厅带阳台 标准套一 户型方正 明厨明卫', '西西里二期  | 1室1厅 | 56.88平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2009年建板塔结合  -  茶店子', '110万', '单价19339元/平米')
('https://image1.ljcdn.com/510100-inspection/c40a7e8b-b6cd-49d2-a467-c2d4c34ff63d.jpg.296x216.jpg', '金牛万达A组团+套二有装修+厨房带生活阳台', '金牛万达A组团  | 2室1厅 | 59.73平米 | 西北 | 其他 | 有电梯', '低楼层(共32层)2012年建塔楼  -  金牛万达', '130万', '单价21765元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85f23e1a-0667-4679-9de7-828595a3df08.png.296x216.jpg', '二坏内八零派低楼层标间，居家装修。', '八零派  | 1室0厅 | 47.33平米 | 南 | 其他', '低楼层(共6层)2007年建板塔结合  -  沙湾', '45万', '单价9508元/平米')
('https://image1.ljcdn.com/510100-inspection/test-376abdea-7fad-4f79-8e6c-82008b7ca5ae.png.296x216.jpg', '一品天下C区的房子，装修好，不临街。', '一品天下C区  | 1室1厅 | 65.27平米 | 东 | 其他 | 有电梯', '低楼层(共9层)2007年建塔楼  -  一品天下', '110万', '单价16854元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploaddbab47b7-e6f0-4058-9c26-169596a235fe.jpg.296x216.jpg', '和睦人家三期 套三 有装修 有家具家电', '和睦人家三期  | 3室1厅 | 120.64平米 | 东北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  营门口', '235万', '单价19480元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59fc18c7-82ba-4381-a2e6-1474a0260028.png.296x216.jpg', '千和馨城 电梯带40平花园 对中庭', '千和馨城  | 1室1厅 | 52.8平米 | 东南 | 其他 | 有电梯', '低楼层(共12层)2006年建板塔结合  -  蜀汉路', '108万', '单价20455元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1f0a9e62-7beb-4105-8ed6-e2074c8f53ed.png.296x216.jpg', '双城标准套一，带大阳台有装修！', '双城  | 2室1厅 | 49.08平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2009年建板塔结合  -  花牌坊', '100万', '单价20375元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa41009e-2950-4cb0-a0bb-e132c41aea16.png.296x216.jpg', '西三环，2011年电梯套二有装修 业主自住 安静不临街', '西城首峻  | 2室2厅 | 72平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2009年建板塔结合  -  华侨城', '95万', '单价13195元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5991a34e-c67a-476f-a7a8-f295e31399b7.png.296x216.jpg', '成都市一环内宽窄巷子旁，电梯公寓', '现代大厦  | 1室0厅 | 32.35平米 | 南 | 其他', '中楼层(共7层)1996年建板楼  -  通惠门', '24万', '单价7419元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8aa9fa49-0209-4b04-96c7-35ae367c8885.png.296x216.jpg', '平福里标间，低楼层，生活配套齐全。。。', '平福里  | 1室0厅 | 33平米 | 东南 | 其他 | 有电梯', '低楼层(共28层)2010年建板楼  -  金牛万达', '43万', '单价13031元/平米')
('https://image1.ljcdn.com/510100-inspection/daae2650-6397-405b-be8d-ae7c3ed1a980.jpg.296x216.jpg', '天琢城电梯套二，采光好，带装修。', '嘉宇天琢城  | 2室1厅 | 83.05平米 | 东 | 其他 | 有电梯', '高楼层(共32层)2006年建板楼  -  花照壁', '125万', '单价15052元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2664d636-231c-4120-b565-aefe379af1ac.png.296x216.jpg', '西锦国际二期套一出售，对小区中庭', '西锦国际二期  | 1室1厅 | 50.98平米 | 西北 | 其他 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  花牌坊', '112万', '单价21970元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3b692983-d896-4bc8-9266-11a3738c10d1.png.296x216.jpg', '顶楼套二，可以上顶，屋顶花园已做好，地砖已铺好。', '抚琴西路210号  | 2室1厅 | 70.32平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1997年建板楼  -  石人小区', '82万', '单价11661元/平米')
('https://image1.ljcdn.com/510100-inspection/09c05309-853b-4835-8860-b184192e332a.jpg.296x216.jpg', '黄忠二期 套三 客厅带阳台 不临街', '惠民苑  | 3室1厅 | 89.52平米 | 东 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  蜀汉路', '125万', '单价13964元/平米')
('https://image1.ljcdn.com/510100-inspection/test-27cc63b1-7bf8-4622-84e7-0bf49d873c82.png.296x216.jpg', '泉水南苑套二，中间楼层，采光好，户型方正，不临街', '泉水南苑  | 2室2厅 | 73.48平米 | 西 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  五块石', '98万', '单价13337元/平米')
('https://image1.ljcdn.com/510100-inspection/test-82cf8319-39a7-4cb1-9f50-40f077f6583d.png.296x216.jpg', '百寿路七号 一楼标准套二 南北通透', '百寿路7号  | 2室1厅 | 70.8平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1997年建板楼  -  石人小区', '98万', '单价13842元/平米')
('https://image1.ljcdn.com/510100-inspection/test-20fa0be1-af48-42fb-a8fd-3a86fdcfaa3a.png.296x216.jpg', '茶店子 有装修套三 不临街 改善型住房', '顶峰水岸汇景  | 3室2厅 | 147.14平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2008年建塔楼  -  营门口', '390万', '单价26506元/平米')
('https://image1.ljcdn.com/510100-inspection/e75975e2-6937-42b7-96d2-cb2ec8082c7a.jpg.296x216.jpg', '金府路6号下叠别墅+对中庭+有车库+有车位！', '金府路6号  | 5室3厅 | 284.67平米 | 东 | 其他 | 无电梯', '低楼层(共5层)2006年建板塔结合  -  花照壁', '450万', '单价15808元/平米')
('https://image1.ljcdn.com/510100-inspection/test-64479784-ad7a-42b0-8567-7511852e1252.png.296x216.jpg', '一环内，标准套一，生活今天方便，位置好！', '西锦国际一期  | 1室1厅 | 46.45平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2009年建板楼  -  花牌坊', '92万', '单价19807元/平米')
('https://image1.ljcdn.com/510100-inspection/a23c25dd-3545-4a65-bdc9-e713507ed5c6.jpg.296x216.jpg', '上层建筑 3室2厅 260万', '上层建筑  | 3室2厅 | 131.57平米 | 西南 | 其他 | 有电梯', '高楼层(共27层)2008年建板楼  -  蜀汉路', '260万', '单价19762元/平米')
('https://image1.ljcdn.com/510100-inspection/cc05012a-c57f-4be9-91b3-924049e2231c.jpg.296x216.jpg', '4.9米挑高户型，变成套三，有装修，拎包入住', '正成拉斐  | 3室2厅 | 60.01平米 | 西北 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  国宾', '140万', '单价23330元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0e0e50a3-d6b8-4900-850e-e415c02230b2.png.296x216.jpg', '西城星座 套二单卫 客厅飘窗 卧室阳台', '西城星座  | 2室1厅 | 77.8平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2007年建板塔结合  -  国宾', '128万', '单价16453元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b09cd9e5-3d36-4e4b-99d2-265a38ce288b.png.296x216.jpg', '交大智能一期南苑+低楼层+标准套二', '交大智能一期南苑  | 2室1厅 | 69.24平米 | 东南 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  西南交大', '105万', '单价15165元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4b6d2e96-e41f-4272-aef6-5b77492bf26d.jpg.296x216.jpg', '一楼带花园，套二，户型方正 ，交通方便。', '营康西路184号  | 2室2厅 | 65.1平米 | 东南 | 其他', '低楼层(共7层)1998年建板楼  -  一品天下', '92万', '单价14133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2d2780e8-78b0-465d-b628-c37a1a81973c.png.296x216.jpg', '此房是华宇锦城名都带装修套一，采光好，安静不临街。', '锦城名都  | 1室1厅 | 46.24平米 | 西北 | 其他 | 有电梯', '高楼层(共33层)2009年建板塔结合  -  营门口', '99万', '单价21411元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e789b56e-4597-4820-88ea-c1d18fd7cd12.png.296x216.jpg', '云翔金谷的套三，居家装修保养不错，可以直接入住', '云翔金谷  | 3室2厅 | 141.54平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  高家庄', '210万', '单价14837元/平米')
('https://image1.ljcdn.com/510100-inspection/test-43d6fb4e-2593-4494-9e06-05ca6e48761d.png.296x216.jpg', '自住婚房，对中庭，无遮挡，采光好，有装修可入住', '水韵天府  | 2室2厅 | 92.03平米 | 东北 | 其他 | 有电梯', '低楼层(共22层)2006年建塔楼  -  五块石', '130万', '单价14126元/平米')
('https://image1.ljcdn.com/510100-inspection/test-655766a6-8059-437c-9b82-e8e680c1cb03.png.296x216.jpg', '二环内 中楼层 套二 有装修 卧室带阳台', '光荣西路60号  | 2室2厅 | 72.17平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  沙湾', '101万', '单价13995元/平米')
('https://image1.ljcdn.com/510100-inspection/test-584f211d-bf42-4bd7-9be0-0e546121e7a1.png.296x216.jpg', '解颐路17号，套二改套三，采光好', '解颐路17号  | 3室1厅 | 62.5平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  金牛万达', '95万', '单价15200元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6330788d-b0fa-4c83-868b-b6da7145ffbb.png.296x216.jpg', '长荣苑 标准套一户型方正精装修', '长荣苑  | 1室1厅 | 45.82平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2001年建板楼  -  西南交大', '68万', '单价14841元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9fa93a76-8cec-42b2-a826-173d95a3c8f8.png.296x216.jpg', '华宇锦城名都对中庭标准套三双卫', '锦城名都  | 3室2厅 | 138.72平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共33层)2008年建板塔结合  -  营门口', '269万', '单价19392元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload082f07a3-c907-45e2-86aa-f7dcebbbd5af.jpg.296x216.jpg', '房子有装修，大入户，带花园，带车位。', '恒大西锦城  | 3室2厅 | 128平米 | 东北 | 其他 | 有电梯', '低楼层(共29层)2013年建塔楼  -  国宾', '320万', '单价25000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-66e25dbf-a131-4c63-8e1c-a8d2347d9818.png.296x216.jpg', '老式套三，低楼层，生活配套完善', '马鞍东路社区  | 3室1厅 | 61.66平米 | 东 | 其他 | 无电梯', '中楼层(共7层)板楼  -  马鞍路', '95万', '单价15408元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc748e743-bada-4017-a617-48c88dac8f40.jpg.296x216.jpg', '万科金域西岭+ 套三 +带家具家电和车位', '万科金域西岭  | 3室2厅 | 140.81平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  国宾', '298万', '单价21164元/平米')
('https://image1.ljcdn.com/510100-inspection/test-205b9523-8c86-4ff4-8953-a775104b6365.png.296x216.jpg', '金牛区金沙美邻标准套一、一室一厅一卫', '金沙美邻丽锦苑  | 1室1厅 | 44.03平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2008年建板塔结合  -  蜀汉路', '73万', '单价16580元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe1d1051-08ff-453b-ae5e-70c45fdead23.png.296x216.jpg', '一梯两户，不临街，全明厨卫，大套二，朝东南。', '群星路1号  | 2室2厅 | 81.44平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)2006年建板楼  -  西南交大', '110万', '单价13507元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a4192e0a-d90b-4629-ae96-3a85a92047aa.png.296x216.jpg', '金都花园 中间楼层 采光好 不临街 业主自住装修', '金都花园  | 4室2厅 | 183.25平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2000年建板楼  -  蜀汉路', '273万', '单价14898元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cce9b1f6-e89b-4481-a80e-94b27342716c.png.296x216.jpg', '红花北路16号，标准套二，名厨名卫', '红花北路16号  | 2室1厅 | 54.36平米 | 东北 | 其他', '高楼层(共7层)1998年建板楼  -  金牛万达', '71万', '单价13062元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b03ba917-cf98-47e0-ad09-519c68411131.png.296x216.jpg', '此房为二环内多层套一，中间楼层，有装修', '光荣市场公寓  | 1室1厅 | 53.57平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  沙湾', '68万', '单价12694元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eb736aa8-19c0-4069-b2c3-128d54ebf27e.png.296x216.jpg', '此房标准套三+前后不临街+家具家电齐全', '金桔花园二期南苑  | 3室2厅 | 110.69平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2006年建板楼  -  花照壁', '142万', '单价12829元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload881a4bde-7076-4e3b-8ed1-f3b05bc833cf.jpg.296x216.jpg', '交大智能六期 套二 户型方正 自住装修 低楼层', '交大智能六期  | 2室1厅 | 91.9平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  九里堤', '126万', '单价13711元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3b83264-dc2e-428e-95d4-d37849d1e95f.png.296x216.jpg', '西和公寓 2室2厅 132万', '西和公寓  | 2室2厅 | 85平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  一品天下', '132万', '单价15530元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadeb78be89-050a-4ed7-a6cd-568f79213518.JPG.296x216.jpg', '金牛区 远洋朗郡 精装套二 低楼层', '远洋朗郡  | 2室1厅 | 77.68平米 | 东南 | 其他 | 有电梯', '低楼层(共17层)2012年建板楼  -  高家庄', '122万', '单价15706元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ba4dd95e-1b58-42bf-bc85-d5884d534395.png.296x216.jpg', '花照壁地铁口  精装套二 户型反正 带楼顶花方', '和睦人家一二期  | 2室2厅 | 76.98平米 | 东南 西北 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  营门口', '140万', '单价18187元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3ebbede-c9fc-4ad6-8b2f-78d2932f8a66.png.296x216.jpg', '怡欣苑 套三双卫 有装修  不临街 看房预约', '怡欣苑  | 3室2厅 | 108.09平米 | 西北 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  花照壁', '162万', '单价14988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-94911942-8543-43b7-800a-384f20707827.png.296x216.jpg', '荷花池公寓，标准套二，客厅带阳台', '荷花池公寓  | 2室2厅 | 100.21平米 | 西北 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  金牛万达', '120万', '单价11975元/平米')
('https://image1.ljcdn.com/510100-inspection/test-47ace5f7-175c-4068-aed2-bfbb5a8d3658.png.296x216.jpg', '博雅庭韵是11楼到顶电梯小高层，小区环境好', '博雅庭韵  | 3室2厅 | 151.2平米 | 东北 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  蜀汉路', '286万', '单价18916元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6757ecbe-07e1-429a-bd63-34307c0e46a5.png.296x216.jpg', '天府名苑，标准单间，采光好，户型方正', '天府名苑  | 1室0厅 | 26.66平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)2002年建板塔结合  -  九里堤', '32万', '单价12004元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4be4f82d-80dc-427e-bd50-c5bece1e8f77.png.296x216.jpg', '幸福彼岸小套二，有装修，采光好，不吵', '幸福彼岸  | 2室1厅 | 62平米 | 东 | 简装 | 有电梯', '中楼层(共22层)2007年建板楼  -  五块石', '92万', '单价14839元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4a209f03-149e-4458-87b9-4026e9e1e5d8.jpg.296x216.jpg', '金牛区，金仙桥路小区，套二带装修，不临街', '金仙桥路6号  | 2室1厅 | 52.32平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  花牌坊', '93万', '单价17776元/平米')
('https://image1.ljcdn.com/510100-inspection/9898aa0c-7c23-4a65-890a-a613755e6461.jpg.296x216.jpg', '经典再现套二 居家装修 水电气三通民用', '经典再现  | 2室1厅 | 54.7平米 | 东南 | 其他 | 有电梯', '高楼层(共20层)2010年建板楼  -  金牛万达', '63万', '单价11518元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f5f3cd96-9747-4833-b131-e847bee7473a.png.296x216.jpg', '幸福枫景  套一 居家装修 户型方正', '幸福枫景  | 1室1厅 | 58.37平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2001年建塔楼  -  茶店子', '100万', '单价17133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5cd4c961-df31-42b5-bcf4-f44536e6f8f2.png.296x216.jpg', '一环边 熙城国际 电梯套二 有装修', '熙城国际  | 2室2厅 | 90.14平米 | 西北 | 其他 | 有电梯', '中楼层(共28层)2009年建塔楼  -  抚琴小区', '167万', '单价18527元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7cb4a41d-21c6-412f-89ff-d99536835ce8.png.296x216.jpg', '康品 标准套二 不临街 精装修 客厅对游泳池', '燕宇康品  | 2室2厅 | 76平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2009年建塔楼  -  抚琴小区', '160万', '单价21053元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9a8d7098-4947-44db-b542-bb9bf0255eda.png.296x216.jpg', '新和名座 电梯 套一 精装修 对中庭', '新和名座  | 1室1厅 | 50.16平米 | 东北 | 其他 | 有电梯', '中楼层(共17层)2006年建塔楼  -  一品天下', '79万', '单价15750元/平米')
('https://image1.ljcdn.com/510100-inspection/test-53b9d247-64ae-4445-9db6-feabb2af4f21.png.296x216.jpg', '一环内 西锦国际 套一 有装修', '西锦国际一期  | 1室1厅 | 43.12平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)2009年建板楼  -  花牌坊', '85万', '单价19713元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8a3c06e8-cefc-4cf6-9c82-22dd8ff1c2c1.jpg.296x216.jpg', '该房公摊小,中间楼层,自住装修,全面朝南', '通锦桥路216号  | 2室2厅 | 82.28平米 | 东南 | 其他', '中楼层(共7层)板楼  -  花牌坊', '118万', '单价14342元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd0a85f96-6d1a-42c9-99af-fede65af4019.jpg.296x216.jpg', '西城天下   有装修  不临街  主卧带阳台  客厅带飘窗', '西城天下  | 3室2厅 | 124.75平米 | 东南 西北 | 其他 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  茶店子', '225万', '单价18037元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eabe4f5b-d961-4b95-8df6-f203774c5625.png.296x216.jpg', '恒业星园 套二 有装修 小区安静不吵闹', '恒业星园  | 2室2厅 | 85.34平米 | 西 | 其他 | 有电梯', '中楼层(共18层)2008年建板楼  -  五块石', '123万', '单价14413元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f35cec46-cbfb-494b-8eed-4b1115a82e23.png.296x216.jpg', '两梯三户，总层高16层，安静不临街，有一定小区环境。', '泰丰御园  | 3室2厅 | 89.64平米 | 东南 | 简装 | 有电梯', '低楼层(共16层)2007年建塔楼  -  花牌坊', '180万', '单价20081元/平米')
('https://image1.ljcdn.com/510100-inspection/test-715fa2be-cfa2-42de-844e-e49a431c34ec.png.296x216.jpg', '九里堤北路52号，中间楼层，不临街', '九里堤北路52号院  | 2室2厅 | 85平米 | 南 | 其他', '高楼层(共6层)板楼  -  金府', '118万', '单价13883元/平米')
('https://image1.ljcdn.com/510100-inspection/test-30145467-e9f5-43ba-9840-fe6375a837f9.png.296x216.jpg', '东原亲亲里，有装修，套三改套二。', '东原亲亲里  | 2室2厅 | 81.76平米 | 东南 | 其他 | 有电梯', '高楼层(共20层)2015年建塔楼  -  国宾', '165万', '单价20182元/平米')
('https://image1.ljcdn.com/510100-inspection/test-86a79916-4358-4264-a01e-fdf0b3236492.png.296x216.jpg', '银沙横街10号+套二+有装修带阳台', '银沙横街10号  | 2室1厅 | 75.29平米 | 西南 | 其他', '低楼层(共7层)板楼  -  营门口', '100万', '单价13282元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7241953d-5c54-4320-acee-3870fd34bd9e.jpg.296x216.jpg', '沙河源上金府套二，中高楼层，居家装修', '沙河源上金府  | 2室2厅 | 75.88平米 | 东 | 其他 | 有电梯', '高楼层(共22层)2009年建板楼  -  五块石', '115万', '单价15156元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd752af9f-867b-4f88-89be-d449829528d4.jpg.296x216.jpg', '交大智能二期，低楼层套三，户型方正，采光充足', '交大智能二期  | 3室2厅 | 116.59平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  西南交大', '175万', '单价15010元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e2cce1e3-224a-402f-9adb-243c6e232b77.png.296x216.jpg', '桂香庭园套三出售，户型方正 采光好', '桂香庭园  | 3室2厅 | 126.9平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2004年建板楼  -  一品天下', '228万', '单价17967元/平米')
('https://image1.ljcdn.com/510100-inspection/test-80f83ada-1340-4d55-a69e-291ad8028b51.png.296x216.jpg', '一环内 电梯房 带21.8平米大平台 主卧视野好', '西体奥林花园  | 3室2厅 | 173平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2003年建塔楼  -  花牌坊', '258万', '单价14914元/平米')
