('https://image1.ljcdn.com/370600-inspection/288344a8-efb0-40b8-86ce-0746113bf520.jpg.296x216.jpg', '南北通透，打头房，南厅双南卧，封闭式，带45平花园', '御景观城  | 4室2厅 | 218.91平米 | 南 北 | 毛坯', '低楼层(共22层)2015年建板楼  -  后七夼', '400万', '单价18273元/平米')
('https://image1.ljcdn.com/370600-inspection/b6ff4d7d-3b6e-45c0-8625-bf084063bb36.jpg.296x216.jpg', '金地梦想+精装三居+好楼层+南厅双南卧', '金地格林梦想+  | 3室2厅 | 126.42平米 | 南 北 | 其他', '高楼层(共18层)暂无数据  -  莱山周边', '163万', '单价12894元/平米')
('', '天籁花园 3室2厅 135万', '天籁花园  | 3室2厅 | 103.69平米 | 南 北 | 其他', '高楼层(共12层)2008年建板楼  -  山海南路', '135万', '单价13020元/平米')
('', '德尚世家 3室2厅 160万', '德尚世家  | 3室2厅 | 107.1平米 | 南 北 | 其他', '低楼层(共12层)2008年建板楼  -  三滩社区', '160万', '单价14940元/平米')
('https://image1.ljcdn.com/370600-inspection/ed16715b-a8df-4488-8bbd-720de9226120.jpg.296x216.jpg', '华庭新出、东南朝向、大两居室、送车位送储藏室', '南山世纪华庭  | 2室2厅 | 110.77平米 | 东南 | 精装', '中楼层(共28层)2009年建板塔结合  -  大学城', '165万', '单价14896元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/37c32b3a-f5ae-4f20-b16f-9d569038cf82.png.280x210.jpg', '迟家散盘小区里的框架房，一梯两户，南北通透', '泰安路  | 2室1厅 | 111平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  迟家', '215万', '单价19370元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/21d25095-748e-4bed-a146-f31a11520683.png.280x210.jpg', '清泉寨城北区 3室2厅 215万', '清泉寨城北区  | 3室2厅 | 116平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  大学城', '215万', '单价18535元/平米')
('', '楼层好、视野开阔、采光好、毛坯房', '新星南街  | 4室2厅 | 140.25平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  迟家', '250万', '单价17826元/平米')
('https://image1.ljcdn.com/370600-inspection/9438de50-4ff9-4913-bc34-8c3bbce16a36.jpg.296x216.jpg', '海景花园 二东 楼层合适 南北通透 采光充足 出行方便', '海景花园  | 2室2厅 | 84平米 | 南 北 | 简装', '中楼层(共6层)1998年建板楼  -  后七夼', '135万', '单价16072元/平米')
('https://image1.ljcdn.com/370600-inspection/e4c551da-0525-489b-9e28-36f39d72774e.jpg.296x216.jpg', '滨海路海边多层精装修海景房，南北通透，南厅双南卧', '金海岸花园  | 3室2厅 | 132.56平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  石沟屯', '305万', '单价23009元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/457f69fb-db56-4a27-93c0-ac2daa170ff0.png.280x210.jpg', '银和怡海天越湾 3室2厅 560万', '银和怡海天越湾  | 3室2厅 | 280平米 | 南 北 | 其他', '高楼层(共27层)2012年建板塔结合  -  大学城', '560万', '单价20000元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload6ba67ca6-6562-488c-81e9-279e49847ce3.jpg.296x216.jpg', '元丰观海花苑 2室1厅 75.5万', '元丰观海花苑  | 2室1厅 | 62.55平米 | 南 | 其他', '中楼层(共8层)2004年建板楼  -  石沟屯', '75.5万', '单价12071元/平米')
('https://image1.ljcdn.com/370600-inspection/f94250f9-9116-4c3e-b161-98827bf776cf.jpg.296x216.jpg', '精装修送家具家电，中间楼层采光充足卫生间带窗', '绿色家园  | 2室1厅 | 87.64平米 | 南 | 其他', '高楼层(共16层)2005年建塔楼  -  迎春大街', '118万', '单价13465元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/da82f973-7709-4d50-9fed-41f24a998559.png.280x210.jpg', '此房楼栋在小区位置好，采光视野没有遮挡，南北通透', '福地隆城  | 3室2厅 | 111平米 | 南 北 | 毛坯', '高楼层(共27层)2013年建板楼  -  科技大道', '150万', '单价13514元/平米')
('', '天籁中园 2室2厅 150万', '天籁中园  | 2室2厅 | 103平米 | 南 北 | 其他', '中楼层(共19层)2016年建板楼  -  山海南路', '150万', '单价14564元/平米')
('', '东打头 三南卧 客厅看海 飞龙集团建造', '飞龙苑  | 3室2厅 | 140.9平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  前七夼', '268万', '单价19021元/平米')
('https://image1.ljcdn.com/370600-inspection/a7850864-2b99-47ba-8a3c-510fb2f5a9ec.jpg.296x216.jpg', '清泉寨康乐宫 大学城 大三居 南北通透 可看海无遮挡', '清泉康乐宫  | 3室2厅 | 147平米 | 南 北 | 其他', '高楼层(共6层)2001年建板楼  -  大学城', '205万', '单价13946元/平米')
('', '大华上海滩花园 3室2厅 175万', '大华上海滩花园  | 3室2厅 | 122.87平米 | 南 北 | 其他', '低楼层(共18层)2016年建板楼  -  三滩社区', '175万', '单价14243元/平米')
('https://image1.ljcdn.com/370600-inspection/45a78b5e-5132-4362-b503-f73fb73fdec1.jpg.296x216.jpg', '银和怡海天越湾，独栋别墅，毛坯房，带400平院子', '银和怡海天越湾  | 6室3厅 | 466.57平米 | 南 北 | 毛坯', '低楼层(共2层)板楼  -  大学城', '1800万', '单价38580元/平米')
('', '房子为1梯2户小高层公摊小 做三居室', '德尚世家  | 3室2厅 | 93.23平米 | 南 北 | 其他', '中楼层(共12层)2008年建板楼  -  三滩社区', '125万', '单价13408元/平米')
('https://image1.ljcdn.com/370600-inspection/695bb480-c44e-47d1-b049-ad7e15df09eb.jpg.296x216.jpg', '南厅双南卧 采光充足 全明户型 家具家电齐全 拎包入住', '万光府前花园  | 3室2厅 | 112.38平米 | 西南 | 简装', '中楼层(共18层)2008年建板塔结合  -  迎春大街', '175万', '单价15573元/平米')
('', '南北通透 户型方正 观海客厅 三居室 毛坯可随意装修', '南山世纪华庭  | 3室2厅 | 130.03平米 | 南 北 | 毛坯', '高楼层(共28层)2009年建板塔结合  -  大学城', '180万', '单价13843元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8a306020-9c1e-49b6-9824-2e87cf764efc.png.280x210.jpg', '祥隆天合城 配套成熟 市政府旁 交通方便 南北通透', '祥隆天合城  | 4室2厅 | 128平米 | 南 北 | 其他', '低楼层(共18层)2007年建塔楼  -  迎春大街', '200万', '单价15625元/平米')
('', '海天名人广场，沿海高端楼盘，可多角度观海景', '海天名人广场  | 4室3厅 | 305.38平米 | 东北 | 其他', '高楼层(共25层)2005年建塔楼  -  前七夼', '750万', '单价24560元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadb4c512ac-8cc2-41df-a12b-ab340647af4b.jpg.296x216.jpg', '双南卧，高楼层，采光好，视野好', '电力小区  | 3室2厅 | 90.95平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  石沟屯', '180万', '单价19792元/平米')
('', '纯毛坯3居高端小区天越湾，给您良好的居住体验', '银和怡海天越湾  | 3室2厅 | 189平米 | 东北 | 毛坯', '低楼层(共30层)2012年建板塔结合  -  大学城', '260万', '单价13757元/平米')
('', '橡树湾 1室1厅 46万', '橡树湾  | 1室1厅 | 47平米 | 南 | 其他', '中楼层(共22层)塔楼  -  大学城', '46万', '单价9788元/平米')
('', '两梯四户，双南卧，户型方正，精装修', '金地首府  | 2室2厅 | 75平米 | 南 | 其他', '低楼层(共16层)暂无数据  -  莱山周边', '93万', '单价12400元/平米')
('https://image1.ljcdn.com/370600-inspection/588702d2-3dc6-4199-9620-c1a65cc9dd8d.jpg.296x216.jpg', '多层住宅，户型方正，南北通透，客厅带大阳台带小棚', '澳柯玛小区  | 2室2厅 | 88.11平米 | 南 北 | 精装', '高楼层(共6层)2003年建板楼  -  南塂', '115万', '单价13052元/平米')
('https://image1.ljcdn.com/370600-inspection/f44f6c04-7d55-4c15-ba6a-bff7b3186de6.jpg.296x216.jpg', '黄海明珠山庄 8室3厅 700万', '黄海明珠山庄  | 8室3厅 | 400平米 | 南 北 | 其他', '低楼层(共24层)2014年建板楼  -  迟家', '700万', '单价17500元/平米')
('', '凤凰新城 3室1厅 170万', '凤凰新城  | 3室1厅 | 137平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  迎春大街', '170万', '单价12409元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6b0bf94f-090b-44f4-b3a8-363147084531.png.280x210.jpg', '万光小区 小户型 两居室 南北通透', '万光小区  | 2室1厅 | 67.33平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  大学城', '116万', '单价17229元/平米')
('', '精装修小户型南向采光很棒没有遮挡，户型方正', '揽胜公馆  | 1室1厅 | 62.14平米 | 南 | 其他', '低楼层(共23层)2016年建塔楼  -  三滩社区', '76万', '单价12231元/平米')
('https://image1.ljcdn.com/370600-inspection/71ac5d7c-a400-4a7f-b90d-c708f86f481f.jpg.296x216.jpg', '天籁花园 西打头 南北通透的 带车位', '天籁花园  | 2室1厅 | 109平米 | 南 北 | 精装', '中楼层(共18层)2008年建板楼  -  山海南路', '135万', '单价12386元/平米')
('', '凤凰小区 3室2厅 156万', '凤凰小区  | 3室2厅 | 98.6平米 | 南 北 | 其他', '低楼层(共7层)2000年建板楼  -  迎春大街', '156万', '单价15822元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c6c3b4ea-67e8-49a1-a43d-a0fe0a4ff86a.png.280x210.jpg', '南北通透，双南卧，采光好，周边配套设施完善', '万光小区  | 3室2厅 | 95.04平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  大学城', '143万', '单价15047元/平米')
('', '精装修基本未住采光充足视野没遮挡', '揽胜公馆  | 1室1厅 | 50.88平米 | 南 | 其他', '低楼层(共23层)2016年建塔楼  -  三滩社区', '70万', '单价13758元/平米')
('https://image1.ljcdn.com/370600-inspection/3a002dc7-393b-4e8e-9fd8-250b47cad067.jpg.296x216.jpg', '绿色家园 带三个阳台 家具家电全送 装修的很好', '绿色家园  | 2室1厅 | 79.3平米 | 东北 | 其他', '中楼层(共14层)2005年建塔楼  -  迎春大街', '105万', '单价13241元/平米')
('', '万光府前花园 1室1厅 52万', '万光府前花园  | 1室1厅 | 65.29平米 | 东 | 其他', '高楼层(共5层)2008年建塔楼  -  迎春大街', '52万', '单价7965元/平米')
('', '大学城清泉寨中间楼层双南一北三居室', '清泉寨城中区  | 3室2厅 | 100.5平米 | 南 北 | 其他', '中楼层(共5层)2004年建板楼  -  大学城', '176万', '单价17513元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/17d70dc9-0f2b-489b-b699-30d12138052c.png.280x210.jpg', '房子是三南卧的 客厅有北窗 2楼 家里老装修保持很好', '新星北街  | 4室2厅 | 137平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  迟家', '248万', '单价18103元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2bc31861-9a64-4dc2-ae07-e03c8e0ae0b9.png.280x210.jpg', '看山看海，海润一品，南北通透，一梯两户', '海润壹品  | 4室2厅 | 171.07平米 | 南 北 | 其他', '高楼层(共28层)2013年建板楼  -  前七夼', '410万', '单价23967元/平米')
('', '绿色家园 3室2厅 240万', '绿色家园  | 3室2厅 | 217平米 | 南 | 其他', '高楼层(共16层)2006年建板楼  -  迎春大街', '240万', '单价11060元/平米')
('', '闻涛山庄，中间楼层，南北通透，框架结构', '闻涛山庄  | 3室2厅 | 171.3平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  前七夼', '275万', '单价16054元/平米')
('https://image1.ljcdn.com/370600-inspection/6ae8d2b8-7984-4236-b28b-67bb6b1ee23d.jpg.296x216.jpg', '联拼别墅，地上三层，地下一层，带南北两个院，大露台', '金地首府别墅   | 联排别墅 | 5室2厅 | 221.27平米 | 南 北 | 其他', '3层2016年建暂无数据  -  莱山周边', '450万', '单价20338元/平米')
('', '房子是东西向 通风效果好 上下复式 精装修的', '暖山国际  | 2室1厅 | 98.07平米 | 东 西 | 其他', '中楼层(共25层)2012年建塔楼  -  南塂', '80万', '单价8158元/平米')
('https://image1.ljcdn.com/370600-inspection/35bf821a-2fd0-4ed7-b571-1f911d7ab78e.JPG.296x216.jpg', '置地广场 海景写字楼 住宅性质 正常商品房交易', '黄海置地广场  | 3室2厅 | 381平米 | 东 南 西 | 简装', '中楼层(共19层)2012年建塔楼  -  黄海', '700万', '单价18373元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/727f277c-f9c5-483b-b996-1ec0d9bd2859.png.280x210.jpg', '祥隆天合城 3室2厅 147万', '祥隆天合城  | 3室2厅 | 105平米 | 西南 | 其他', '高楼层(共18层)2007年建板楼  -  迎春大街', '147万', '单价14000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/60ac7130-ad9f-4310-a0ad-4e07a07fa73e.png.280x210.jpg', '万象城 两居室 毛坯房 诚心出售', '万象城  | 2室2厅 | 90.24平米 | 西北 | 其他', '低楼层(共21层)2010年建塔楼  -  大学城', '150万', '单价16623元/平米')
('https://image1.ljcdn.com/370600-inspection/7fa4f1e1-810f-452d-ac0f-e50a6e1813c0.jpg.296x216.jpg', '一楼带半地下，带南北两个院，精装修', '金地首府  | 3室2厅 | 144.38平米 | 南 北 | 其他', '低楼层(共10层)2016年建板楼  -  莱山周边', '360万', '单价24935元/平米')
('https://image1.ljcdn.com/370600-inspection/9e915880-0faa-4696-98bb-a8580a2dd434.jpg.296x216.jpg', '华润大开发商 两居室 南北通透 精装未住', '烟台华润中心  | 2室2厅 | 95平米 | 南 北 | 精装', '中楼层(共33层)暂无数据  -  大学城', '175万', '单价18422元/平米')
('https://image1.ljcdn.com/370600-inspection/829a9437-1886-4c50-8a82-d94b097a9a0b.jpg.296x216.jpg', '高楼层套房，大客厅，可观海，超高挑空', '南山世纪华庭  | 6室2厅 | 350平米 | 西北 | 毛坯', '高楼层(共39层)2009年建塔楼  -  大学城', '400万', '单价11429元/平米')
('', '揽胜公馆 1室1厅 41万', '揽胜公馆  | 1室1厅 | 58.66平米 | 东 | 其他', '高楼层(共23层)2016年建塔楼  -  三滩社区', '41万', '单价6990元/平米')
('', '银和怡海天越湾 3室2厅 320万', '银和怡海天越湾  | 3室2厅 | 189.1平米 | 南 北 | 其他', '低楼层(共27层)2012年建板塔结合  -  大学城', '320万', '单价16923元/平米')
('', '一线海景。通透大三居。楼层较好，看房方便。', '南山世纪华庭  | 3室2厅 | 219.41平米 | 南 北 | 简装', '高楼层(共32层)2009年建板楼  -  大学城', '249万', '单价11349元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/29ecec28-4505-45b6-a521-216a805c6f51.png.280x210.jpg', '通透改善的房子，前后视野开阔，户型方正卧室朝阳', '万象城  | 4室2厅 | 181平米 | 南 北 | 其他', '中楼层(共27层)2012年建塔楼  -  大学城', '380万', '单价20995元/平米')
('https://image1.ljcdn.com/370600-inspection/b2403c10-6440-4760-86e0-65a20ffaf0b5.jpg.296x216.jpg', '四季花城精装顶层复式带钻石大露台，视野无遮挡', '四季花城  | 4室2厅 | 112平米 | 南 北 | 精装', '高楼层(共5层)2008年建板楼  -  迎春大街', '290万', '单价25893元/平米')
('', '同德花园 3室2厅 160万', '同德花园  | 3室2厅 | 118平米 | 南 北 | 其他', '高楼层(共11层)2016年建板楼  -  南塂', '160万', '单价13560元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fb526a89-08a4-4185-aa09-84c134fe6efd.png.280x210.jpg', '双南卧，中等装修，满五年拎包入住', '万光府前花园  | 2室1厅 | 75.6平米 | 南 | 其他', '高楼层(共16层)2008年建板楼  -  迎春大街', '116万', '单价15344元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload7be9ff52-be7d-44c7-8117-3fd8571aeb89.jpg.296x216.jpg', '房子可租可售，可居住可办公，环境优雅，海景好', '黄海置地广场  | 3室2厅 | 369.21平米 | 东 西 北 | 其他', '高楼层(共19层)2012年建塔楼  -  黄海', '700万', '单价18960元/平米')
('', '迟家泰安路车库上的一楼南北通透户型方正', '泰安路  | 3室2厅 | 120平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  迟家', '220万', '单价18334元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/05f7031b-7dfc-4c94-9a1f-8d8af636bbb2.png.280x210.jpg', '南山世纪华庭 2室1厅 150万', '南山世纪华庭  | 2室1厅 | 110.77平米 | 东南 | 其他', '高楼层(共28层)2009年建板塔结合  -  大学城', '150万', '单价13542元/平米')
('', '天籁中园 2室2厅 102万', '天籁中园  | 2室2厅 | 85平米 | 南 北 | 其他', '中楼层(共20层)2016年建板楼  -  山海南路', '102万', '单价12000元/平米')
('', '石沟屯多层3楼公摊小实用面积大', '祥石路  | 3室2厅 | 82平米 | 南 北 | 其他', '中楼层(共5层)2000年建板楼  -  石沟屯', '147万', '单价17927元/平米')
('https://image1.ljcdn.com/370600-inspection/9d29ac7d-da69-4e91-bd3f-4d4e40156b97.jpg.296x216.jpg', '国翠，电梯房，毛坯，封闭小区，13年新房，证件齐全', '国翠  | 2室1厅 | 93.7平米 | 南 | 其他', '低楼层(共26层)2013年建塔楼  -  后七夼', '243万', '单价25934元/平米')
('', '石沟屯封闭小区，顶楼加阁楼，环境好，公摊低。', '公路小区  | 4室1厅 | 130平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  石沟屯', '270万', '单价20770元/平米')
('', '一梯三户，采光充足,可以看山。', '新星南街  | 2室2厅 | 86.14平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  迟家', '163万', '单价18923元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/87fce059-06b9-4990-b808-beff2cf24407.png.280x210.jpg', '绿色家园精装一居舒适度很高好户型可拎包入住', '绿色家园  | 1室1厅 | 36.9平米 | 北 | 精装', '高楼层(共22层)2006年建塔楼  -  迎春大街', '52万', '单价14093元/平米')
('', '毛坯三室 通透全明 可以随时办证 上学 交通方便', '金海名园  | 3室2厅 | 125平米 | 南 北 | 其他', '高楼层(共31层)2017年建板楼  -  科技大道', '170万', '单价13600元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/33358c1d-825f-42e0-9592-7b5981468808.png.280x210.jpg', '海滨花园小区小面积南北通透交通方便', '海滨花园小区富夼街  | 2室2厅 | 60.76平米 | 南 北 | 其他', '高楼层(共5层)1998年建板楼  -  后七夼', '105万', '单价17282元/平米')
('', '海滨花园小区富夼街 2室2厅 105万', '海滨花园小区富夼街  | 2室2厅 | 59.96平米 | 南 北 | 其他', '中楼层(共6层)1998年建板楼  -  后七夼', '105万', '单价17512元/平米')
('https://image1.ljcdn.com/370600-inspection/d92f4b73-a65c-4560-8684-f9422933c521.jpg.296x216.jpg', '暖山国际复式公寓+毛坯房自主装修！可自主可出租！', '暖山国际  | 2室1厅 | 98.05平米 | 东 西 | 毛坯', '高楼层(共25层)2012年建塔楼  -  南塂', '76万', '单价7752元/平米')
('', '前七夼 三居室 简单装修  看房方便', '晖光路  | 3室2厅 | 98平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  前七夼', '192万', '单价19592元/平米')
('', '益丰小区 3室2厅 175万', '益丰小区  | 3室2厅 | 132.7平米 | 南 北 | 其他', '中楼层(共7层)2001年建板楼  -  迎春大街', '175万', '单价13188元/平米')
('', '银和怡海天越湾 4室2厅 600万', '银和怡海天越湾  | 4室2厅 | 389平米 | 南 北 | 其他', '低楼层(共28层)2012年建塔楼  -  大学城', '600万', '单价15425元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/30a7c332-6643-4056-b9f9-7cb8aa9d6ad3.png.280x210.jpg', '石沟屯17年精装修，南北通透楼层好', '新城中巷  | 3室1厅 | 91.5平米 | 南 北 | 其他', '中楼层(共6层)2001年建板楼  -  石沟屯', '180万', '单价19673元/平米')
('', '二中封闭社区、东打头全明四居海景房、房主在外地诚售', '声远山庄  | 4室2厅 | 158.5平米 | 南 北 | 毛坯', '中楼层(共6层)2004年建板楼  -  石沟屯', '285万', '单价17982元/平米')
('https://image1.ljcdn.com/370600-inspection/b790f049-ceb6-4f3c-9eb8-93fd73441162.jpg.296x216.jpg', '绿色家园南北通透两居室，婚房装修可拎包入住', '绿色家园  | 2室2厅 | 109.07平米 | 南 北 | 其他', '中楼层(共14层)2006年建板塔结合  -  迎春大街', '152万', '单价13937元/平米')
('', '沿海封闭式小区 顶加阁 东打头 毛坯房可随意装修', '声远山庄  | 3室2厅 | 167.05平米 | 东 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  石沟屯', '300万', '单价17959元/平米')
('', '绿色家园 2室1厅 108万', '绿色家园  | 2室1厅 | 95平米 | 东 南 | 其他', '高楼层(共14层)2005年建塔楼  -  迎春大街', '108万', '单价11369元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f4007e15-0e5f-4959-b0df-8a0e59f3f0ac.png.280x210.jpg', '福地隆城 2室2厅 130万', '福地隆城  | 2室2厅 | 97.12平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  科技大道', '130万', '单价13386元/平米')
('', '海天名人广场 精装修 东南向 拎包入住 一线海景', '海天名人广场  | 4室2厅 | 211平米 | 东南 | 其他', '中楼层(共25层)2005年建塔楼  -  前七夼', '450万', '单价21328元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/23b31ebe-fef2-4795-b036-c5d686bcbe86.png.280x210.jpg', '德尚世家 3室1厅 120万', '德尚世家  | 3室1厅 | 92.28平米 | 南 | 其他', '高楼层(共12层)2008年建板楼  -  三滩社区', '120万', '单价13004元/平米')
('https://image1.ljcdn.com/370600-inspection/293ba07c-626a-4e96-9a89-72ed0b273925.jpg.296x216.jpg', '金海名园。3居室高楼层采光视野无遮挡，全明', '金海名园  | 3室2厅 | 110.93平米 | 南 北 | 毛坯', '高楼层(共30层)2017年建板楼  -  科技大道', '140万', '单价12621元/平米')
('https://image1.ljcdn.com/370600-inspection/67377675-bacd-4356-ae83-86a05a0983c1.jpg.296x216.jpg', '70年产权，民水民电，房子满五年', '黄海国际中心  | 3室2厅 | 156.02平米 | 东 南 | 其他', '低楼层(共21层)2008年建塔楼  -  黄海', '202万', '单价12948元/平米')
('', '海洋花园 3室2厅 230万', '海洋花园  | 3室2厅 | 148平米 | 南 北 | 其他', '中楼层(共18层)2005年建板楼  -  大学城', '230万', '单价15541元/平米')
('', '南北通透四居，中楼层，毛坯，满两年', '南山世纪华庭  | 4室2厅 | 220平米 | 南 北 | 毛坯', '中楼层(共32层)2009年建板楼  -  大学城', '260万', '单价11819元/平米')
('', '万光府前花园 3室2厅 210万', '万光府前花园  | 3室2厅 | 150.05平米 | 南 北 | 其他', '中楼层(共19层)2009年建板楼  -  迎春大街', '210万', '单价13996元/平米')
('https://image1.ljcdn.com/370600-inspection/9203d18f-22d0-4999-a67f-ebfe62bd6052.jpg.296x216.jpg', '上海滩高楼层两居室，南厅双南卧，采光棒视野好', '大华上海滩花园  | 2室1厅 | 75.52平米 | 南 | 其他', '高楼层(共18层)2012年建板楼  -  三滩社区', '90万', '单价11918元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1182c11d-44e2-412f-b9f9-c297a64ea6be.png.280x210.jpg', '毛坯四居室 南北通透 看海效果好  户型格局好', '南山世纪华庭  | 4室2厅 | 220.69平米 | 南 北 | 简装', '中楼层(共32层)2010年建板楼  -  大学城', '245万', '单价11102元/平米')
('', '逸品香山 2室2厅 68万', '逸品香山  | 2室2厅 | 81.53平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  莱山周边', '68万', '单价8341元/平米')
('', '金地首府联排别墅 上下三层带地下一层 南北院子', '金地首府别墅   | 联排别墅 | 6室3厅 | 224平米 | 南 北 | 其他', '3层2016年建暂无数据  -  莱山周边', '470万', '单价20983元/平米')
('https://image1.ljcdn.com/370600-inspection/c9510e33-6b39-44dd-b6f2-74c9137cc417.jpg.296x216.jpg', '绿色家园 2室2厅 116万', '绿色家园  | 2室2厅 | 89平米 | 东北 | 其他', '高楼层(共22层)2006年建塔楼  -  迎春大街', '116万', '单价13034元/平米')
('https://image1.ljcdn.com/370600-inspection/275dd2ab-a80d-4aa0-99f2-5efabe9d3992.jpg.296x216.jpg', '金地一期+精装修+好楼层+看房方便', '金地格林世界  | 2室2厅 | 83.41平米 | 南 | 其他', '中楼层(共18层)2015年建板楼  -  莱山周边', '115万', '单价13788元/平米')
('', '安居花园，封闭式小区，生活环境安静，中间楼层', '安居花园  | 3室2厅 | 121平米 | 南 北 | 精装', '低楼层(共6层)2002年建板楼  -  前七夼', '266万', '单价21984元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1dc7d3de-4667-4ab7-b280-abf5738f1a46.png.280x210.jpg', '南山世纪华庭 1室1厅 72万', '南山世纪华庭  | 1室1厅 | 60.19平米 | 南 | 其他', '中楼层(共28层)2009年建板塔结合  -  大学城', '72万', '单价11963元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/556d4023-f8f3-44d8-ac94-1e752fff753d.png.280x210.jpg', '万光小区三居室，低楼层，南北通透，满五唯一', '万光小区  | 3室1厅 | 87.28平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  大学城', '160万', '单价18332元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9b8d09d7-ba61-44b3-810a-06afff0807d3.png.280x210.jpg', '澳柯玛小区，顶层复式，南北通透', '澳柯玛小区  | 4室2厅 | 121.93平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  南塂', '153万', '单价12549元/平米')
('https://image1.ljcdn.com/370600-inspection/af0dc1ec-112d-4946-a4b7-1913239080c1.jpg.296x216.jpg', '绿色家园多层，满五年，西打头，南北通透！', '绿色家园  | 3室2厅 | 138.66平米 | 南 北 | 其他', '中楼层(共5层)2006年建板楼  -  迎春大街', '220万', '单价15867元/平米')
('', '采光充足，两梯两户，毛坯可自行设计装修，带车位小棚', '德尚世家上品  | 3室2厅 | 159.99平米 | 南 北 | 毛坯', '高楼层(共17层)2014年建板楼  -  三滩社区', '220万', '单价13751元/平米')
('', '纯南向精装婚房两居室入住舒适公摊小视野开阔', '大华上海滩花园  | 2室1厅 | 74.45平米 | 南 | 其他', '中楼层(共11层)2012年建板楼  -  三滩社区', '108万', '单价14507元/平米')
('', '金海名园，精装修一居室，采光好，70年产权', '金海名园  | 1室1厅 | 40.88平米 | 东 | 精装', '中楼层(共24层)板楼  -  科技大道', '60万', '单价14678元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/57c1f161-68bb-4d38-b294-164ba20eba6c.png.280x210.jpg', '石沟屯新城北街，户型方正，精装修', '新城北街  | 2室1厅 | 74.61平米 | 南 北 | 其他', '中楼层(共6层)1999年建板楼  -  石沟屯', '145万', '单价19435元/平米')
('https://image1.ljcdn.com/370600-inspection/792b3efd-e169-476b-8482-5a413793753e.jpg.296x216.jpg', '精装修 双南卧 三居室 中间楼层 采光好 看房方便', '祥隆天合城  | 3室2厅 | 96.99平米 | 西南 | 其他', '中楼层(共17层)2008年建塔楼  -  迎春大街', '152万', '单价15672元/平米')
('', '天和大厦 刚租公寓房，自住出租办公，周边交通便利！', '天和大厦  | 1室1厅 | 42平米 | 东 | 简装', '高楼层(共29层)塔楼  -  迎春大街', '46万', '单价10953元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f06a5c49-403f-4bb8-a466-d1d1add87fc5.png.280x210.jpg', '保利香榭里，税费各付，精装修拎包入住', '保利香榭里公馆  | 2室2厅 | 97平米 | 南 | 其他', '高楼层(共29层)2014年建板楼  -  山海南路', '180万', '单价18557元/平米')
