('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/440300-inspection/test-10b950ae-fc49-47d0-9e2b-47ed61489a16.png.296x216.jpg', '5号线翻身地铁口 高楼层视野棒 壹方城体育馆', '泰华俊庭  | 1室1厅 | 42.41平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2005年建板塔结合  -  翻身', '260万', '单价61307元/平米')
('https://image1.ljcdn.com/440300-inspection/test-354fdafe-b57a-475c-8661-79f1609e987e.png.296x216.jpg', '云顶嘉园  高楼层 东北向大两房  安静 视野开阔', '黄金大厦  | 2室1厅 | 64.11平米 | 东北 | 精装 | 有电梯', '高楼层(共32层)2011年建塔楼  -  新安', '370万', '单价57714元/平米')
('', '桃源居七区 3室2厅 507万', '桃源居七区  | 3室2厅 | 120.03平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2004年建板塔结合  -  桃源居', '507万', '单价42240元/平米')
('', '招商华侨城曦城一二期 6室3厅 4000万', '招商华侨城曦城一二期  | 6室3厅 | 347.97平米 | 南 | 毛坯 | 无电梯', '1层2007年建暂无数据  -  曦城', '4000万', '单价114953元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eec9e73c-cf1f-495d-b914-da26974c4ecb.png.296x216.jpg', '星航华府 2室2厅 375万', '星航华府  | 2室2厅 | 79.72平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2015年建板塔结合  -  福永', '375万', '单价47040元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b70a1304-ab92-425e-b488-8138ddf81761.png.280x210.jpg', '都市翠海华苑 2室1厅 455万', '都市翠海华苑  | 2室1厅 | 52.07平米 | 东北 | 其他 | 有电梯', '低楼层(共22层)2004年建板塔结合  -  新安', '455万', '单价87383元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-59f084a9-dd1b-4e8b-954f-1f794385ee45.png.280x210.jpg', '桃源居电梯大三房高层视野，给您一个全方位温馨的家！', '桃源居十区  | 3室2厅 | 116.81平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2004年建板塔结合  -  桃源居', '490万', '单价41949元/平米')
('https://image1.ljcdn.com/440300-inspection/test-63bb0445-8116-4d37-9847-7b67e40c4417.png.296x216.jpg', '业主自住高档装修客厅出阳台视野开阔采光明亮卧室看海', '广兴源圣拿威  | 2室1厅 | 55.74平米 | 东北 | 其他 | 有电梯', '高楼层(共31层)2013年建板塔结合  -  碧海', '410万', '单价73556元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c4f780c1-df70-4d91-ac67-ff8d267b3a44.png.280x210.jpg', '流塘阳光住宅小两房，精装修，满两年，红本在手', '流塘阳光花园  | 2室1厅 | 62.54平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2015年建板楼  -  西乡', '430万', '单价68756元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9d6d1d54-37cf-4feb-a410-56e0323905da.png.280x210.jpg', '花样年花乡 1室1厅 286万', '花样年花乡  | 1室1厅 | 37.79平米 | 东北 | 其他 | 有电梯', '低楼层(共25层)2011年建板塔结合  -  宝安中心', '286万', '单价75682元/平米')
('', '中海西岸华府北区 2室1厅 305万', '中海西岸华府北区  | 2室1厅 | 92.66平米 | 东北 | 其他 | 有电梯', '高楼层(共17层)2007年建板塔结合  -  松岗', '305万', '单价32917元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ff405b49-12ab-4dbe-adb7-fbb87011bdb2.png.296x216.jpg', '天健时尚空间 3室1厅 600万', '天健时尚空间  | 3室1厅 | 59.25平米 | 东北 | 简装 | 有电梯', '高楼层(共26层)2010年建板塔结合  -  宝安中心', '600万', '单价101266元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b96d5571-e196-4a78-b9d9-36aadfb213d6.png.280x210.jpg', '高层东南朝向！业主自住，诚心出售', '富盈门  | 2室2厅 | 70.97平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2001年建塔楼  -  西乡', '395万', '单价55658元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/890e541e-1a26-4b84-ae71-300b2ffebb04.png.280x210.jpg', '满五唯一，红本在手，自住精装，拎包入住。', '玉湖湾  | 4室2厅 | 89.52平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2011年建板塔结合  -  碧海', '700万', '单价78195元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6ff3d0f0-e15b-465d-8eb7-b425dd28e276.png.280x210.jpg', '西城品阁 1室1厅 198万', '西城品阁  | 1室1厅 | 37.35平米 | 东南 | 其他 | 有电梯', '中楼层(共8层)2009年建板塔结合  -  新安', '198万', '单价53013元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/489be534-6d5e-4bc5-b386-ece0bb8df3ca.png.280x210.jpg', '碧海富通城三期 2室1厅 325万', '碧海富通城三期  | 2室1厅 | 53.12平米 | 西南 | 精装 | 有电梯', '中楼层(共24层)2008年建塔楼  -  碧海', '325万', '单价61183元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8cebf405-1c1a-4b97-b000-415afcd77f83.png.280x210.jpg', '福永花苑 3室1厅 300万', '福永花苑  | 3室1厅 | 76.5平米 | 东 | 其他 | 有电梯', '低楼层(共8层)1999年建板塔结合  -  福永', '300万', '单价39216元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1743c11b-a728-416b-9860-259283e74d44.png.280x210.jpg', '海语西湾 3室1厅 605万', '海语西湾  | 3室1厅 | 87.37平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  碧海', '605万', '单价69246元/平米')
('https://image1.ljcdn.com/440300-inspection/test-62bea8b6-3245-4322-972c-9af72f7d0039.png.296x216.jpg', '桃源居十三区 2室2厅 340万', '桃源居十三区  | 2室2厅 | 77.84平米 | 北 | 其他 | 无电梯', '低楼层(共7层)2001年建板塔结合  -  桃源居', '340万', '单价43680元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ae5051da-d9e5-42c3-8761-a73597f3af88.png.296x216.jpg', '金达花园 1室1厅 205万', '金达花园  | 1室1厅 | 44.22平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2003年建板塔结合  -  福永', '205万', '单价46360元/平米')
('', '满五唯一红本在手 只要交契税大花园社区 楼梯房使用高', '文汇花园  | 3室2厅 | 91平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1996年建板塔结合  -  新安', '450万', '单价49451元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9510c3b2-d7d0-49dd-bbf2-c778826be791.png.280x210.jpg', '桃源居十五区 3室2厅 700万', '桃源居十五区  | 3室2厅 | 130.08平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2007年建板塔结合  -  桃源居', '700万', '单价53814元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d295b543-ab3c-423a-a2d2-54a85d5329e5.png.296x216.jpg', '桃源居十四区 2室2厅 410万', '桃源居十四区  | 2室2厅 | 84.03平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2005年建塔楼  -  桃源居', '410万', '单价48793元/平米')
('https://image1.ljcdn.com/440300-inspection/9c57969d-c187-49a7-bbf2-d2495498e96d.jpg.296x216.jpg', '宝田雅苑 1室0厅 160万', '宝田雅苑  | 1室0厅 | 31.01平米 | 西南 | 其他 | 有电梯', '低楼层(共17层)2010年建塔楼  -  西乡', '160万', '单价51597元/平米')
('', '领航城领秀花园 3室2厅 530万', '领航城领秀花园  | 3室2厅 | 89.29平米 | 南 | 其他', '低楼层(共31层)2016年建板塔结合  -  西乡', '530万', '单价59358元/平米')
('', '凤凰花苑 3室2厅 380万', '凤凰花苑  | 3室2厅 | 88.77平米 | 南 | 其他', '中楼层(共26层)2012年建板塔结合  -  福永', '380万', '单价42808元/平米')
('https://image1.ljcdn.com/440300-inspection/test-173682f4-f45c-41d9-88a0-3b6ebf5222ab.png.296x216.jpg', '卡罗精装一房一厅 灵动空间可改两房 楼下体育馆', '卡罗社区  | 1室1厅 | 51.5平米 | 西南 | 其他 | 有电梯', '低楼层(共16层)2007年建板塔结合  -  翻身', '335万', '单价65049元/平米')
('https://image1.ljcdn.com/440300-inspection/test-31446e76-e638-40e4-aaba-6851c2ca2e1b.png.296x216.jpg', '富通好旺角一期 1室1厅 290万', '富通好旺角一期  | 1室1厅 | 31.87平米 | 南 | 简装 | 有电梯', '低楼层(共21层)2004年建板塔结合  -  宝安中心', '290万', '单价90995元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-4092ec00-c23b-4641-b240-5e890f12f7e3.png.280x210.jpg', '君成雍和园 5室2厅 810万', '君成雍和园  | 5室2厅 | 137.47平米 | 东南 | 其他', '低楼层(共44层)2016年建板塔结合  -  西乡', '810万', '单价58922元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/579b7625-f64e-4791-9b2e-059809a54c4f.png.280x210.jpg', '宏发世纪城二期 4室2厅 460万', '宏发世纪城二期  | 4室2厅 | 87.75平米 | 南 | 其他', '高楼层(共30层)2016年建板塔结合  -  石岩', '460万', '单价52422元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b230cb3b-52a3-48fc-96fb-8a3bf504939f.png.296x216.jpg', '玉湖湾高层精装海景六房，诚意出售', '玉湖湾  | 6室1厅 | 89.11平米 | 西南 | 其他 | 有电梯', '中楼层(共30层)2011年建板塔结合  -  碧海', '816万', '单价91573元/平米')
('https://image1.ljcdn.com/440300-inspection/f58ff172-3e36-43d4-8778-c31f43e531de.jpg.296x216.jpg', '中粮锦云 1室0厅 260万', '中粮锦云  | 1室0厅 | 59.47平米 | 东南 | 其他 | 有电梯', '低楼层(共22层)2012年建板塔结合  -  西乡', '260万', '单价43720元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a18c72ba-2652-45cd-a165-19b5856291f1.png.280x210.jpg', '万象中心 2室1厅 202万', '万象中心  | 2室1厅 | 44.15平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2015年建塔楼  -  西乡', '202万', '单价45754元/平米')
('', '海天花园 3室2厅 405万', '海天花园  | 3室2厅 | 87.8平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)1994年建板塔结合  -  翻身', '405万', '单价46128元/平米')
('https://image1.ljcdn.com/440300-inspection/test-afdbf43b-c096-4456-a43b-857549aa31e6.png.296x216.jpg', '泰安花园 3室2厅 426万', '泰安花园  | 3室2厅 | 91.2平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1998年建塔楼  -  翻身', '426万', '单价46711元/平米')
('https://image1.ljcdn.com/440300-inspection/test-515e1d31-8b88-4c08-9cbc-0a22ad57d5d2.png.296x216.jpg', '弘雅花园雅豪轩三期 2室1厅 430万', '弘雅花园雅豪轩三期  | 2室1厅 | 77.7平米 | 西南 | 其他 | 无电梯', '中楼层(共8层)2000年建板塔结合  -  新安', '430万', '单价55342元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/84026b23-0ddb-44aa-9cd8-2875aedef495.png.280x210.jpg', '福中福花园大三房，可改四房，送一个大平台', '福中福花园一期  | 3室1厅 | 95.79平米 | 西南 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  西乡', '599万', '单价62533元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e5f767c8-f0fb-40d2-82e9-566304eae9f9.png.296x216.jpg', '此房满两年税费少，高楼层视野开阔，景观无遮挡', '兴达华府  | 1室1厅 | 31.42平米 | 西北 | 其他 | 有电梯', '高楼层(共29层)2009年建塔楼  -  西乡', '165万', '单价52515元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4126ac4e-a024-4a72-b3ac-114e8e7cb4d6.png.280x210.jpg', '鸿隆广场 2室2厅 285万', '鸿隆广场  | 2室2厅 | 47.6平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2006年建塔楼  -  西乡', '285万', '单价59874元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6e945b80-ec24-4f09-b3b5-b0174e7086f0.png.296x216.jpg', '泰华俊庭 3室1厅 460万', '泰华俊庭  | 3室1厅 | 81.5平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2005年建板塔结合  -  翻身', '460万', '单价56442元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5e86342e-2bbc-4a25-900e-152ec9b2bd8d.png.280x210.jpg', '财富港大厦 3室1厅 520万', '财富港大厦  | 3室1厅 | 92.79平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2010年建板楼  -  西乡', '520万', '单价56041元/平米')
('', '宝利豪庭 3室2厅 420万', '宝利豪庭  | 3室2厅 | 119.74平米 | 东南 | 其他 | 有电梯', '低楼层(共20层)2004年建板塔结合  -  松岗', '420万', '单价35076元/平米')
('', '三期领尚花园，唯一在卖的小户型，总价低', '领航城领尚花园  | 1室1厅 | 51.68平米 | 东 | 其他', '中楼层(共31层)2016年建板塔结合  -  西乡', '288万', '单价55728元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/47ef680c-3db0-4fea-b204-37fb1995c74a.png.280x210.jpg', '华盛盛荟 2室1厅 280万', '华盛盛荟  | 2室1厅 | 58.97平米 | 东北 | 简装 | 有电梯', '高楼层(共32层)2015年建塔楼  -  新安', '280万', '单价47482元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b341c090-51ed-448f-af84-82485277f2f7.png.296x216.jpg', '香缤广场 1室1厅 300万', '香缤广场  | 1室1厅 | 48.09平米 | 西南 | 其他 | 有电梯', '中楼层(共31层)2006年建板塔结合  -  新安', '300万', '单价62384元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a7f611b0-20f8-4e61-ac54-9b146ffb6236.png.296x216.jpg', '白金酒店公寓 1室1厅 170万', '白金酒店公寓  | 1室1厅 | 33.76平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2005年建板塔结合  -  新安', '170万', '单价50356元/平米')
('', '宝民花园 1室0厅 323万', '宝民花园  | 1室0厅 | 70.2平米 | 南 西北 | 其他 | 无电梯', '低楼层(共6层)1991年建板塔结合  -  新安', '323万', '单价46012元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadd451ab0c-b478-4317-b841-7aa98bebdcde.JPG.296x216.jpg', '精装通透户型.采光好.业主急售.空间大.欢迎看房质询', '桃源居五区  | 3室2厅 | 125.69平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  桃源居', '500万', '单价39781元/平米')
('https://image1.ljcdn.com/440300-inspection/5fcfdca3-1f76-462b-b2a2-db46bec90936.JPG.296x216.jpg', '兴达华府 1室1厅 118万', '兴达华府  | 1室1厅 | 21.18平米 | 西北 | 其他 | 有电梯', '高楼层(共29层)2009年建塔楼  -  西乡', '118万', '单价55713元/平米')
('', '35区住宅楼 3室2厅 390万', '35区住宅楼  | 3室2厅 | 97平米 | 东南 | 其他', '高楼层(共6层)1992年建板楼  -  新安', '390万', '单价40207元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3ce0252c-a4c5-453f-9679-c321eb507615.png.296x216.jpg', '桃源居十四区 3室2厅 525万', '桃源居十四区  | 3室2厅 | 122.62平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2005年建板楼  -  桃源居', '525万', '单价42816元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/24de98ca-ac3d-4253-8290-4e4f2597dfec.png.280x210.jpg', '中信湾上六座 4室2厅 800万', '中信湾上六座  | 4室2厅 | 121.24平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2009年建板塔结合  -  碧海', '800万', '单价65985元/平米')
('', '联投东方二期 5室2厅 650万', '联投东方二期  | 5室2厅 | 141.09平米 | 东南 | 其他', '低楼层(共33层)2016年建板塔结合  -  松岗', '650万', '单价46070元/平米')
('', '景山花园 2室2厅 270万', '景山花园  | 2室2厅 | 69平米 | 南 | 其他', '中楼层(共8层)1994年建板塔结合  -  福永', '270万', '单价39131元/平米')
('', '同泰时代中心 1室1厅 220万', '同泰时代中心  | 1室1厅 | 56.23平米 | 南 | 精装', '高楼层(共14层)2014年建板塔结合  -  福永', '220万', '单价39126元/平米')
('https://image1.ljcdn.com/440300-inspection/test-75d8a925-2b9f-416b-8522-d9b5e93f970d.png.296x216.jpg', '高楼层 朝花园1房1厅 满五年红本在手 业主诚心出售', '花样年花郡  | 1室1厅 | 37.26平米 | 西北 | 其他 | 有电梯', '中楼层(共27层)2010年建塔楼  -  宝安中心', '280万', '单价75148元/平米')
('', '法式园林小区 东南朝向 安静看花园 正规一房一厅', '广兴源圣拿威  | 1室1厅 | 35.38平米 | 东南 | 精装 | 有电梯', '中楼层(共31层)2013年建板塔结合  -  碧海', '255万', '单价72075元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e82ca6f1-aff5-440f-967f-6b2a20d22f31.png.280x210.jpg', '泰华君逸世家 1室0厅 305万', '泰华君逸世家  | 1室0厅 | 46.65平米 | 东北 | 其他 | 有电梯', '低楼层(共16层)2007年建板塔结合  -  宝安中心', '305万', '单价65381元/平米')
('https://image1.ljcdn.com/440300-inspection/1f365cae-1292-49bf-b21c-e11327f9c305.jpg.296x216.jpg', '佳华名苑 2室1厅 436万', '佳华名苑  | 2室1厅 | 61.8平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  宝安中心', '436万', '单价70551元/平米')
('https://image1.ljcdn.com/440300-inspection/46292049-8bca-40dc-9779-076fddb22e76.jpg.296x216.jpg', '易达大厦 2室1厅 430万', '易达大厦  | 2室1厅 | 76.82平米 | 东南 | 其他 | 有电梯', '高楼层(共13层)2005年建板塔结合  -  翻身', '430万', '单价55976元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3ec53148-dd6d-4317-9bee-a0b98fcc9be9.png.296x216.jpg', '壹方城旁 11号线宝安站 第五大道精装三房 大阳台', '第五大道高发西岸花园一期  | 3室2厅 | 112.99平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2007年建板塔结合  -  宝安中心', '900万', '单价79654元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6ae73e9f-041e-4b72-8bb8-f2691f344b99.png.296x216.jpg', '壹方城旁 11号线宝安站 第五大道精装四房 朝南看花园', '第五大道高发西岸花园一期  | 4室2厅 | 121.14平米 | 东南 | 精装 | 有电梯', '高楼层(共29层)2007年建板塔结合  -  宝安中心', '1100万', '单价90805元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f5258802-deec-4748-b7c3-d5d39cc7d5f7.png.280x210.jpg', '中粮幸福花园 2室1厅 310万', '中粮幸福花园  | 2室1厅 | 48.04平米 | 西南 | 其他 | 有电梯', '中楼层(共27层)2009年建板塔结合  -  西乡', '310万', '单价64530元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/51f983e5-0659-49d0-8b74-1775cd0c7419.png.280x210.jpg', '西城丰和 3室1厅 570万', '西城丰和  | 3室1厅 | 114.09平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2007年建板塔结合  -  西乡', '570万', '单价49961元/平米')
('', '中海九号公馆三期 6室3厅 2200万', '中海九号公馆三期   | 联排别墅 | 6室3厅 | 183平米 | 南 北 | 其他 | 无电梯', '1层暂无数据  -  曦城', '2200万', '单价120219元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/efb6b2f7-c174-4087-99cd-93c1561d2d4b.png.280x210.jpg', '雅仕阁 1室1厅 225万', '雅仕阁  | 1室1厅 | 45.32平米 | 南 | 其他 | 有电梯', '中楼层(共12层)1999年建板塔结合  -  新安', '225万', '单价49647元/平米')
('', '电梯两房   看立新湖，满了五年，没有欠款，税费少', '金石雅苑  | 2室2厅 | 72.61平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2005年建板塔结合  -  福永', '320万', '单价44072元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b969075b-6206-4f68-94c9-a8992581b52a.png.296x216.jpg', '09年小区电梯  精装 采光充足', '翠景居  | 2室1厅 | 52.24平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2009年建板塔结合  -  西乡', '260万', '单价49771元/平米')
('', '华侨城四海云亭 3室2厅 405万', '华侨城四海云亭  | 3室2厅 | 89.23平米 | 东南 | 其他', '高楼层(共33层)2017年建塔楼  -  沙井', '405万', '单价45389元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/21ba008a-3c7a-4b9d-9c0d-dd81ec93b33e.png.280x210.jpg', '中信湾上六座 3室2厅 725万', '中信湾上六座  | 3室2厅 | 120.97平米 | 南 西南 | 其他 | 有电梯', '中楼层(共32层)2009年建板塔结合  -  碧海', '725万', '单价59933元/平米')
('https://image1.ljcdn.com/440300-inspection/2b66ddcd-ac94-4db6-9880-2f6d832446ae.JPG.296x216.jpg', '桃源居四区大三房两卫 南北通 业主换房', '桃源居四区  | 3室2厅 | 122.17平米 | 东南 | 简装 | 无电梯', '中楼层(共5层)2002年建板楼  -  桃源居', '510万', '单价41746元/平米')
('https://image1.ljcdn.com/440300-inspection/0270fedf-bb35-4cf0-92e1-011e7c4e7be1.jpg.296x216.jpg', '富通好旺角 小复式1房可改2房  满5年非唯一  红本在手', '富通好旺角一期  | 1室1厅 | 45.14平米 | 西 | 精装 | 有电梯', '高楼层(共21层)2004年建板塔结合  -  宝安中心', '370万', '单价81968元/平米')
('https://image1.ljcdn.com/440300-inspection/88093fe4-31f1-4791-b263-7382a5788e2e.jpg.296x216.jpg', '幸福珺湾 2室1厅 428万', '幸福珺湾  | 2室1厅 | 64.16平米 | 东北 | 毛坯', '中楼层(共31层)2017年建板塔结合  -  碧海', '428万', '单价66709元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/144232b2-0126-4682-acb3-301edf86ffa6.png.280x210.jpg', '东南向双阳台三房两卫 通透实用户型 花园中间安静不吵', '碧海富通城一期  | 3室2厅 | 101.45平米 | 西南 | 简装 | 有电梯', '低楼层(共9层)2006年建板楼  -  碧海', '610万', '单价60129元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f721a099-b6e8-4291-b696-de87159c6c71.png.280x210.jpg', '桃源居十四区 3室2厅 480万', '桃源居十四区  | 3室2厅 | 97.15平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2002年建塔楼  -  桃源居', '480万', '单价49409元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/541aab42-2285-4384-9248-56c1c96900b5.png.280x210.jpg', '花样年花郡 1室1厅 320万', '花样年花郡  | 1室1厅 | 39.71平米 | 西南 | 其他 | 有电梯', '低楼层(共20层)2010年建板塔结合  -  宝安中心', '320万', '单价80585元/平米')
('', '威文大厦 4室2厅 590万', '威文大厦  | 4室2厅 | 134.7平米 | 东北 | 其他 | 有电梯', '高楼层(共16层)2002年建板塔结合  -  翻身', '590万', '单价43802元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a18c72ba-2652-45cd-a165-19b5856291f1.png.280x210.jpg', '正地铁口，上班说走就走。公寓，首付5成。贷款10年。', '万象中心  | 2室1厅 | 44.15平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2015年建塔楼  -  西乡', '238万', '单价53908元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/de19b183-9ffb-48d5-a4ed-5070c9ed1200.png.280x210.jpg', '海天花园 2室2厅 360万', '海天花园  | 2室2厅 | 78平米 | 西南 | 其他 | 无电梯', '中楼层(共5层)1993年建板塔结合  -  翻身', '360万', '单价46154元/平米')
('https://image1.ljcdn.com/440300-inspection/test-6e5869a9-2c18-4aa8-baf6-f2ca0bcc20a5.png.296x216.jpg', '金泓凯旋城一期 3室1厅 850万', '金泓凯旋城一期  | 3室1厅 | 106.29平米 | 西南 | 简装 | 有电梯', '中楼层(共30层)2005年建板塔结合  -  宝安中心', '850万', '单价79970元/平米')
('', '中粮鸿云 4室2厅 800万', '中粮鸿云  | 4室2厅 | 155.41平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2011年建板塔结合  -  西乡', '800万', '单价51477元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fd13b64c-3a13-464c-81bf-b7b275239ede.png.296x216.jpg', '白金酒店公寓 2室1厅 195万', '白金酒店公寓  | 2室1厅 | 33.93平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2005年建板塔结合  -  新安', '195万', '单价57472元/平米')
('https://image1.ljcdn.com/440300-inspection/95780f2a-390a-441a-9427-b6b56533eccc.jpg.296x216.jpg', '鸿隆广场 2室1厅 270万', '鸿隆广场  | 2室1厅 | 49.46平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2005年建塔楼  -  西乡', '270万', '单价54590元/平米')
('https://image1.ljcdn.com/440300-inspection/0bba4b51-b9ef-472c-93fb-a984e119b8e7.jpg.296x216.jpg', '中粮锦云 2室1厅 255万', '中粮锦云  | 2室1厅 | 59.47平米 | 东南 | 其他 | 有电梯', '低楼层(共22层)2012年建板塔结合  -  西乡', '255万', '单价42879元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a16f9f69-23f3-41d2-a4ee-1ac1e24a5d1d.png.296x216.jpg', '招商果岭花园 4室1厅 700万', '招商果岭花园  | 4室1厅 | 124.3平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共30层)2012年建板塔结合  -  西乡', '700万', '单价56316元/平米')
('https://image1.ljcdn.com/440300-inspection/test-74499b7b-82d5-42e9-8855-095b82efc12b.png.296x216.jpg', '新安湖少有复式户型 正南向 采光通风好 户型方正', '新安湖花园  | 1室1厅 | 33.73平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2005年建板塔结合  -  新安', '335万', '单价99319元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/00089239-f442-46fe-b087-3f96c4c894a7.png.280x210.jpg', '流塘阳光花园 2室1厅 215万', '流塘阳光花园  | 2室1厅 | 46.62平米 | 东北 | 其他 | 有电梯', '高楼层(共30层)2015年建板塔结合  -  西乡', '215万', '单价46118元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9d5eb6f7-3eee-4d32-b44f-3402be959907.png.280x210.jpg', '泰华阳光海小区 3室1厅 930万', '泰华阳光海小区  | 3室1厅 | 129.49平米 | 东南 | 其他 | 无电梯', '中楼层(共4层)2009年建板塔结合  -  碧海', '930万', '单价71821元/平米')
('', '业主置换诚心出售 装修保养好 可议价 看房方便', '怀德公元  | 3室2厅 | 89.75平米 | 西南 | 其他', '中楼层(共26层)2016年建板塔结合  -  福永', '450万', '单价50140元/平米')
('', '世外桃源精装5房、单价低、环境好、适宜居家住', '桃源居七区  | 5室2厅 | 191.44平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)2004年建板塔结合  -  桃源居', '850万', '单价44401元/平米')
('', '曦城二期，精致装修 联排别墅 独享私人花园', '招商华侨城曦城一二期  | 5室2厅 | 262.39平米 | 南 | 其他 | 无电梯', '1层2008年建暂无数据  -  曦城', '2700万', '单价102901元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3b94dd04-a751-456c-bf86-780fb24bb324.png.296x216.jpg', '兴达华府 2室1厅 268万', '兴达华府  | 2室1厅 | 42.35平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2009年建塔楼  -  西乡', '268万', '单价63283元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/27186ae4-8009-4b01-a712-78c13e76712a.png.280x210.jpg', '泰华锦绣城 2室1厅 380万', '泰华锦绣城  | 2室1厅 | 81.2平米 | 东南 | 其他 | 有电梯', '低楼层(共13层)1999年建板塔结合  -  翻身', '380万', '单价46799元/平米')
