('https://image1.ljcdn.com/120000-inspection/96beb4cd-34f3-4d7e-986b-e5ec08f711ee.jpg.296x216.jpg', '东惠家园 东向两居室 随时签约 诚意出售', '东惠家园  | 2室1厅 | 60.85平米 | 东 | 简装 | 有电梯', '高楼层(共31层)板楼  -  真理道', '135万', '单价22186元/平米')
('https://image1.ljcdn.com/120000-inspection/2ae06ef9-b678-4669-8d82-fede8298b857.jpg.296x216.jpg', '滨河新苑 海河沿线小砖楼 南北通透 1楼门口有小块菜地', '滨河新苑  | 2室2厅 | 91.92平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  富民路', '260万', '单价28286元/平米')
('https://image1.ljcdn.com/120000-inspection/a8ad5e60-4697-4b25-89de-8afeef131de4.jpg.296x216.jpg', '聚安西园 2室2厅 350万', '聚安西园  | 2室2厅 | 97.81平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  春华街', '350万', '单价35784元/平米')
('https://image1.ljcdn.com/120000-inspection/e53c5120-a817-41c5-848e-8fefe461b57c.jpg.296x216.jpg', '松风西里 环境较好 出行方便 配套成熟', '松风西里  | 2室1厅 | 55.68平米 | 南 | 其他 | 无电梯', '中楼层(共8层)板楼  -  万新村', '126万', '单价22630元/平米')
('https://image1.ljcdn.com/120000-inspection/263333af-dd5f-45e6-8e7b-9f4d2ddca17e.jpg.296x216.jpg', '新博园 东南向两居室 视野开阔无遮挡', '新博园  | 2室1厅 | 93.54平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)板楼  -  春华街', '365万', '单价39021元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload39b34a34-fcd8-4d1d-832c-1616de264359.jpg.296x216.jpg', '蝶桥公寓 2室1厅 195万', '蝶桥公寓  | 2室1厅 | 65.64平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  大直沽', '195万', '单价29708元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadae5ce9b6-274f-42a8-af77-26dcb4a009a1.jpg.296x216.jpg', '巨福新园 2室2厅 325万', '巨福新园  | 2室2厅 | 92.39平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '325万', '单价35177元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada6280a67-e15a-48ea-98b9-23c55124ebdc.jpg.296x216.jpg', '靖泰里 3室1厅 260万', '靖泰里  | 3室1厅 | 81.9平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  常州道', '260万', '单价31747元/平米')
('https://image1.ljcdn.com/120000-inspection/d91cb4ed-0f9c-4d71-af95-da9fcf305e0e.jpg.296x216.jpg', '互助西里  两室一厅  交通便利  配套成熟', '互助西里  | 2室1厅 | 62.19平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  中山门街', '160万', '单价25728元/平米')
('https://image1.ljcdn.com/120000-inspection/3a947e6f-bdec-4377-b544-b9bc9bb9b27c.jpg.296x216.jpg', '华昌南里 2室1厅 240万', '华昌南里  | 2室1厅 | 80.89平米 | 南 西北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  唐家口', '240万', '单价29670元/平米')
('https://image1.ljcdn.com/120000-inspection/cc3abeaa-7107-484c-a478-f13436016576.jpg.296x216.jpg', '康馨里 两室一厅 交通便利 采光充足', '康馨里  | 2室1厅 | 87.8平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '230万', '单价26196元/平米')
('https://image1.ljcdn.com/120000-inspection/d00c183b-e89e-4112-80c1-779c43449b97.jpg.296x216.jpg', '太阳城金旭园 2室1厅 270万', '太阳城金旭园  | 2室1厅 | 94.53平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)板楼  -  太阳城', '270万', '单价28563元/平米')
('https://image1.ljcdn.com/120000-inspection/eba70d99-4153-40b4-be40-13d086e51fef.jpg.296x216.jpg', '城市之光月光园 2室1厅 370万', '城市之光月光园  | 2室1厅 | 96.06平米 | 南 | 其他 | 有电梯', '中楼层(共24层)板楼  -  春华街', '370万', '单价38518元/平米')
('https://image1.ljcdn.com/120000-inspection/4ecad7b8-2f91-4fd4-b097-9e1c6189a9db.jpg.296x216.jpg', '华光里 3室1厅 交通便利 小区环境干净舒适 适合居住', '华光里  | 3室1厅 | 121.61平米 | 南 西 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  春华街', '260万', '单价21380元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload6de0a2f2-bf81-4139-a74d-7776e0e7a788.jpg.296x216.jpg', '芳水河畔 通透大阁楼 双阳居室 布局合理 看房方便', '芳水河畔家园  | 2室2厅 | 79.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)板楼  -  上杭路', '195万', '单价24591元/平米')
('https://image1.ljcdn.com/120000-inspection/07cd6333-ca80-40b4-82ac-90dc6cfd7853.jpg.296x216.jpg', '来安里一期 通透两室 过五年 出行方便', '来安里  | 2室1厅 | 68.2平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '185万', '单价27127元/平米')
('https://image1.ljcdn.com/120000-inspection/c36f9ed9-62b2-44fb-ad1f-46a7c70ef828.jpg.296x216.jpg', '乐东馨园 2室1厅 209万', '乐东馨园  | 2室1厅 | 78.07平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  常州道', '209万', '单价26771元/平米')
('https://image1.ljcdn.com/120000-inspection/f29258fe-f4de-4331-bfc6-d42123a9956f.jpg.296x216.jpg', '配套较齐 采光较好 业主诚意出售 干净整洁', '益寿东里  | 2室1厅 | 61.7平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  常州道', '150万', '单价24312元/平米')
('https://image1.ljcdn.com/120000-inspection/fe840c37-825c-45e6-99e0-2eb74bb01504.jpg.296x216.jpg', '临营东里 过五无二 诚意出售 随时签约', '临营东里  | 2室1厅 | 69.07平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  真理道', '146万', '单价21138元/平米')
('https://image1.ljcdn.com/120000-inspection/3425ab6a-efd2-49ad-9793-3cd35594906a.jpg.296x216.jpg', '华馨公寓 户型方正 采光充足 交通便利', '华馨公寓  | 1室1厅 | 63.98平米 | 南 | 其他 | 无电梯', '低楼层(共6层)板楼  -  唐家口', '200万', '单价31260元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadb8086a59-885b-47bc-bdfb-d78b08ad298e.jpg.296x216.jpg', '萦东温泉花园 三室一厅 南北通透 明厅户型 格局方正', '萦东温泉花园  | 3室1厅 | 103.2平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  大直沽', '227万', '单价21997元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload720486ab-ece1-4998-a0cc-6531f7a28987.jpg.296x216.jpg', '城市之光别馆公寓 2室1厅 255万', '城市之光别馆公寓  | 2室1厅 | 86.98平米 | 南 | 其他 | 有电梯', '中楼层(共26层)板楼  -  春华街', '255万', '单价29318元/平米')
('https://image1.ljcdn.com/120000-inspection/e7cbd2c4-730a-4b34-8dc1-a7b8478dbd23.jpg.296x216.jpg', '太阳城金旭园 3室2厅 465万', '太阳城金旭园  | 3室2厅 | 140.96平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  太阳城', '465万', '单价32989元/平米')
('https://image1.ljcdn.com/120000-inspection/315bf4a4-fc7f-4fc3-91c7-031d19ce6126.jpg.296x216.jpg', '临营西里 2室1厅 170万', '临营西里  | 2室1厅 | 62.53平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  真理道', '170万', '单价27187元/平米')
('https://image1.ljcdn.com/120000-inspection/16fa5d2d-faf8-452a-a2b1-b5a171cc7fe2.jpg.296x216.jpg', '太阳城橙翠园 3室2厅 375万', '太阳城橙翠园  | 3室2厅 | 146.11平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)板楼  -  太阳城', '375万', '单价25666元/平米')
('https://image1.ljcdn.com/120000-inspection/e9601441-6cff-4d32-8230-4ba86cfab62b.jpg.296x216.jpg', '荣泰公寓  通透两室  采光充足', '荣泰公寓  | 2室1厅 | 64.18平米 | 南 | 其他 | 无电梯', '中楼层(共7层)板楼  -  大王庄', '200万', '单价31163元/平米')
('https://image1.ljcdn.com/120000-inspection/59514604-017a-4f68-96a7-37877325ab18.jpg.296x216.jpg', '新博园 3室2厅 465万', '新博园  | 3室2厅 | 135.63平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)板楼  -  春华街', '465万', '单价34285元/平米')
('https://image1.ljcdn.com/120000-inspection/b584c6d7-2761-4647-949d-5dd21807f657.jpg.296x216.jpg', '满五唯一，非顶楼，通透一室，看房方便', '程林里  | 1室1厅 | 41.68平米 | 东 西 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '100万', '单价23993元/平米')
('https://image1.ljcdn.com/120000-inspection/e9de6647-f9dd-4056-a738-c9c1fa1e81ed.jpg.296x216.jpg', '晨光楼 精装修有阁楼 建筑面积70平 楼上楼下一样大', '晨光楼  | 2室1厅 | 45.48平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '160万', '单价35181元/平米')
('https://image1.ljcdn.com/120000-inspection/ed9075ab-959c-4bfc-95f0-fc3a4c3aea78.jpg.296x216.jpg', '靖泰里  规整两居室 采光充裕 大阳台视野良好', '靖泰里  | 2室1厅 | 64.12平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  常州道', '145万', '单价22614元/平米')
('https://image1.ljcdn.com/120000-inspection/e45b5e1e-7aff-436f-a896-9ea10c88fc08.jpg.296x216.jpg', '中山门东里 2室1厅 175万', '中山门东里  | 2室1厅 | 63.44平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  中山门街', '175万', '单价27586元/平米')
('https://image1.ljcdn.com/120000-inspection/ec951afc-c9a3-4f4e-8a10-a585bf845303.jpg.296x216.jpg', '富民东里 大面积 低楼层 南北通透 格局方正', '富民东里  | 2室2厅 | 101.95平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '294万', '单价28838元/平米')
('https://image1.ljcdn.com/120000-inspection/171b8335-b5bd-4161-8ed9-c50581f36a87.jpg.296x216.jpg', '中山门两室 中间楼层 产权清晰 诚意出售！', '中山门南里  | 2室1厅 | 62.8平米 | 西北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '148万', '单价23567元/平米')
('https://image1.ljcdn.com/120000-inspection/6c5d0d4d-7424-40ac-a65b-7a928baa7ae2.jpg.296x216.jpg', '过五年   有二套   简单装修', '万平里  | 2室1厅 | 82.67平米 | 东 西 | 其他 | 无电梯', '中楼层(共6层)板楼  -  上杭路', '188万', '单价22742元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadeb98a5b2-7c36-47e3-be62-de53fc4f2617.jpg.296x216.jpg', '靖泰里 南北大两居 近地铁 诚意出售', '靖泰里  | 2室1厅 | 80.07平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  常州道', '198万', '单价24729元/平米')
('https://image1.ljcdn.com/120000-inspection/9c0d3182-3799-4bb8-b71f-2825439463bc.jpg.296x216.jpg', '金湾花园  假H户型 南北通透 中间楼层', '金湾花园  | 2室2厅 | 79.31平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  上杭路', '266万', '单价33540元/平米')
('https://image1.ljcdn.com/120000-inspection/c9136c6c-b052-4534-b04a-28ce8d437348.jpg.296x216.jpg', '东盈园 2室2厅 265万', '东盈园  | 2室2厅 | 79.12平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '265万', '单价33494元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload29873ee5-ece0-4420-93ff-65ec416923be.jpg.296x216.jpg', '大通时尚花园 私产满五 电梯洋房 南北通风 出行便利', '大通时尚花园  | 2室1厅 | 121.68平米 | 南 北 | 精装 | 有电梯', '11层板楼  -  向阳楼', '435万', '单价35750元/平米')
('https://image1.ljcdn.com/120000-inspection/7d68b156-f8d0-49b5-acc5-07bdf9b50458.jpg.296x216.jpg', '水东里 3室2厅 280万', '水东里  | 3室2厅 | 137.31平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  二号桥街', '280万', '单价20392元/平米')
('https://image1.ljcdn.com/120000-inspection/66a3e944-010e-4a86-ab16-73ac08e79d73.jpg.296x216.jpg', '柏丽花园 3室2厅 510万', '柏丽花园  | 3室2厅 | 128.72平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)板楼  -  常州道', '510万', '单价39621元/平米')
('https://image1.ljcdn.com/120000-inspection/f9e8624d-9426-4d17-8e7b-07c0a6982290.jpg.296x216.jpg', '富民东里 两室一卫 交通便利 业主诚心出售', '富民东里  | 2室2厅 | 101.54平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '310万', '单价30530元/平米')
('https://image1.ljcdn.com/120000-inspection/bf91f5d6-3e20-450d-bdc1-b670d21a7b2a.jpg.296x216.jpg', '紫玉园南北通透 卫浴全明 一室带露台 配套成熟', '太阳城蓝山园  | 1室1厅 | 70.61平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  太阳城', '204万', '单价28892元/平米')
('https://image1.ljcdn.com/120000-inspection/1c1e5791-f325-4e88-8b83-f75a6a4e1dba.jpg.296x216.jpg', '海委公寓 三室 低楼层 简单装修 诚意出售 看房方便', '海委公寓  | 3室1厅 | 76.59平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '230万', '单价30031元/平米')
('https://image1.ljcdn.com/120000-inspection/6bdd5e5a-54a4-45ac-b05c-0e6bfb551c14.jpg.296x216.jpg', '好楼层 户型方正 适合3代人居住 阳光房', '丹荔园  | 3室2厅 | 138.51平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  太阳城', '400万', '单价28879元/平米')
('https://image1.ljcdn.com/120000-inspection/4295791b-0965-4c77-876c-30e1f68a96f4.jpg.296x216.jpg', '配套较齐 采光较好 业主诚意出售 干净整洁', '彩丽园  | 3室1厅 | 102.38平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  太阳城', '225万', '单价21977元/平米')
('https://image1.ljcdn.com/120000-inspection/1270d28a-2eee-4ec0-a384-0dc6501caa98.jpg.296x216.jpg', '常州里 低楼层 南北朝向 临街 私产过两年 价格可议', '常州里  | 2室1厅 | 55.75平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  常州道', '175万', '单价31391元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload69c6173d-bf20-4f50-8000-3beec2d246d0.jpg.296x216.jpg', '红星公寓 两室一厅 户型方正 采光充足', '红星公寓  | 2室1厅 | 80.09平米 | 东 西 | 其他 | 无电梯', '高楼层(共7层)板楼  -  上杭路', '155万', '单价19354元/平米')
('https://image1.ljcdn.com/120000-inspection/740f4db3-124a-4f65-806d-85fc6e1246a9.jpg.296x216.jpg', '靖泰里 2室1厅 98万', '靖泰里  | 2室1厅 | 60.25平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  常州道', '98万', '单价16266元/平米')
('https://image1.ljcdn.com/120000-inspection/e2bba28e-c65b-4574-899b-839b3a4c40c3.jpg.296x216.jpg', '东局子 3室2厅 340万', '东局子  | 3室2厅 | 131.06平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)板楼  -  向阳楼', '340万', '单价25943元/平米')
('https://image1.ljcdn.com/120000-inspection/c27b57cc-5450-44fc-85f5-e012bdb9ea2a.jpg.296x216.jpg', '太阳城绿萱园 3室2厅 370万', '太阳城绿萱园  | 3室2厅 | 124.15平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)板楼  -  太阳城', '370万', '单价29803元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload938f09c0-6a35-40d1-b4a0-4ce61b3294e7.jpg.296x216.jpg', '程林里小区  交通便利  小区环境干净舒适  适合居住', '程林里  | 2室1厅 | 51.15平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  上杭路', '156万', '单价30499元/平米')
('https://image1.ljcdn.com/120000-inspection/5f383a1a-7bbf-4972-85b3-fa78bde26da9.JPG.296x216.jpg', '友爱南里 跃层赠送十五平米露台 可改三室   出行方便', '友爱南里  | 2室2厅 | 72.1平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  中山门街', '185万', '单价25659元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadb5c03a60-8cdc-4ea2-96a7-ab2b3444b91d.jpg.296x216.jpg', '通透户型 出行便利 格局方正 视野开阔', '第六大道第博雅园  | 2室2厅 | 109.75平米 | 东 西 | 其他 | 有电梯', '中楼层(共5层)板楼  -  上杭路', '298万', '单价27153元/平米')
('https://image1.ljcdn.com/120000-inspection/0fe1a7a2-9475-4729-87d8-7c03cc8599da.jpg.296x216.jpg', '阳光星期八北苑客厅出阳台的好两室，业主诚意出售', '阳光星期八昕旺北苑  | 2室2厅 | 102.23平米 | 南 | 其他 | 有电梯', '中楼层(共24层)板楼  -  向阳楼', '285万', '单价27879元/平米')
('https://image1.ljcdn.com/120000-inspection/0fbcce92-9aab-4db2-a8ce-aa6cac7e6ae5.jpg.296x216.jpg', '河东产权两室 交通方便 看房随时', '建新东里  | 2室1厅 | 62平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  二号桥街', '105万', '单价16936元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadeeca3081-696a-41ab-9656-17dc97345634.jpg.296x216.jpg', '萦东温泉花园 2室2厅 225万', '萦东温泉花园  | 2室2厅 | 95.57平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  大直沽', '225万', '单价23543元/平米')
('https://image1.ljcdn.com/120000-inspection/7dc8c1ad-02bf-409f-8f64-9e5ca5fe2831.jpg.296x216.jpg', '前进新里 私产两室 南北通透 无遮挡 采光充足', '前进新里  | 2室1厅 | 60.24平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '120万', '单价19921元/平米')
('https://image1.ljcdn.com/120000-inspection/c322c895-f769-4197-92f6-3e0fa4a18835.jpg.296x216.jpg', '华馨公寓 2室1厅 220万', '华馨公寓  | 2室1厅 | 86.66平米 | 南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  唐家口', '220万', '单价25387元/平米')
('https://image1.ljcdn.com/120000-inspection/b4a422ef-f3c5-443f-8e56-20a97a4bd7cf.jpg.296x216.jpg', '益寿东里东西向两居室 看房方便', '益寿东里  | 2室1厅 | 61.18平米 | 东 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  常州道', '149万', '单价24355元/平米')
('https://image1.ljcdn.com/120000-inspection/7e6970b1-42a6-4936-8c1f-ffc56c6946fb.jpg.296x216.jpg', '北长路30  户型方正 交通便利  大型商超', '北长路30  | 2室1厅 | 53.01平米 | 南 | 其他 | 无电梯', '中楼层(共5层)板楼  -  大王庄', '150万', '单价28297元/平米')
('https://image1.ljcdn.com/120000-inspection/f3145db9-498f-4420-b0c7-70998a97af30.jpg.296x216.jpg', '和睦西里 2室2厅 260万', '和睦西里  | 2室2厅 | 81.15平米 | 南 | 简装 | 无电梯', '低楼层(共7层)板楼  -  中山门街', '260万', '单价32040元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload2235bb45-226b-4ff9-87b1-c6e4a89cfb72.jpg.296x216.jpg', '惠森花园 2室1厅 260万', '惠森花园  | 2室1厅 | 94.85平米 | 南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  春华街', '260万', '单价27412元/平米')
('https://image1.ljcdn.com/120000-inspection/77cb5dc7-cba3-404e-a16b-cb9a42745511.jpg.296x216.jpg', '明家庄园 通透户型 采光无遮挡 中间楼层 社区中间位置', '明家庄园  | 2室2厅 | 86.45平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  二号桥街', '240万', '单价27762元/平米')
('https://image1.ljcdn.com/120000-inspection/f84b31bf-4a47-48c9-95cf-c6adf0d22302.jpg.296x216.jpg', '朝南，低楼层，交通便利，配套完善', '金湾花园  | 2室1厅 | 105.03平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '295万', '单价28088元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload4f65f676-84cb-495a-9e1b-4dbf790830d5.jpg.296x216.jpg', '新天地1楼大3室  业主诚意出售', '新天地家园  | 3室1厅 | 128.39平米 | 东 南 北 | 简装 | 有电梯', '低楼层(共24层)板楼  -  春华街', '680万', '单价52964元/平米')
('https://image1.ljcdn.com/120000-inspection/98d670d7-70b6-445e-a05c-1335eeca2dd6.jpg.296x216.jpg', '福东里 1室1厅 106万', '福东里  | 1室1厅 | 48.68平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '106万', '单价21775元/平米')
('https://image1.ljcdn.com/120000-inspection/348fa8fd-b187-413c-847b-7a02bcb673e5.jpg.296x216.jpg', '河东万达星期八双阳两室，中间楼层房主诚意出售', '阳光星期八昕旺北苑  | 2室1厅 | 96.62平米 | 东 南 | 其他 | 有电梯', '中楼层(共24层)板楼  -  向阳楼', '280万', '单价28980元/平米')
('https://image1.ljcdn.com/120000-inspection/9129d70f-d96f-4312-8fa7-23146c19d91d.jpg.296x216.jpg', '友爱东道 两室 采光好 诚意出售 价格可谈!', '友爱东道  | 2室1厅 | 60.24平米 | 东 西 | 其他 | 无电梯', '低楼层(共6层)板楼  -  中山门街', '182万', '单价30213元/平米')
('https://image1.ljcdn.com/120000-inspection/863f922c-50be-41d6-b6f9-baf69fb11bb4.jpg.296x216.jpg', '春华里 2室1厅 238万', '春华里  | 2室1厅 | 84.8平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '238万', '单价28067元/平米')
('https://image1.ljcdn.com/120000-inspection/f07d616e-4c73-43c1-a155-edbab2f70b15.JPG.296x216.jpg', '河东区 滨河家园 南北朝向 低楼层', '滨河家园  | 2室2厅 | 104.78平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '320万', '单价30541元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload9181532a-21e7-4e4e-bd84-588c0b2245a7.jpg.296x216.jpg', '金康园 2室1厅 300万', '金康园  | 2室1厅 | 103.36平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  唐家口', '300万', '单价29025元/平米')
('https://image1.ljcdn.com/120000-inspection/da18a11b-077d-4317-838b-775a9534043a.jpg.296x216.jpg', '瑞金里小区，交通方便，配套齐全', '瑞金里  | 2室1厅 | 79.5平米 | 南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  春华街', '225万', '单价28302元/平米')
('https://image1.ljcdn.com/120000-inspection/c1799904-ea3c-40ad-a547-4aeac87fdace.jpg.296x216.jpg', '巨福新园 交通便利 南北通透 顶楼带阁楼', '巨福新园  | 4室2厅 | 156.15平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '330万', '单价21134元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadda75b6a4-27ec-4956-abf7-7aa15f8ea787.jpg.296x216.jpg', '团结东里 2室1厅 170万', '团结东里  | 2室1厅 | 65.06平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  中山门街', '170万', '单价26130元/平米')
('https://image1.ljcdn.com/120000-inspection/c53bfc12-78b2-423e-95a7-f298bf18c69f.jpg.296x216.jpg', '万春花园 3室2厅 420万', '万春花园  | 3室2厅 | 135.38平米 | 东 东南 南 | 其他 | 有电梯', '高楼层(共11层)板楼  -  春华街', '420万', '单价31024元/平米')
('https://image1.ljcdn.com/120000-inspection/07ee0c32-aa23-43da-9603-27b2f1f950d4.jpg.296x216.jpg', '丰业里 7楼的两室 户型好用 单价合适', '丰业里  | 2室1厅 | 87.34平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)板楼  -  大王庄', '185万', '单价21182元/平米')
('https://image1.ljcdn.com/120000-inspection/3769517f-62cd-4ec3-9808-e048798b238c.jpg.296x216.jpg', '詹安里4楼，采光好，户型方正，配套齐全，交通便利。', '詹安里  | 2室1厅 | 57.32平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  张贵庄', '129万', '单价22506元/平米')
('https://image1.ljcdn.com/120000-inspection/d2947c33-1f4f-4ed0-8c3e-1ce0715c2cbe.jpg.296x216.jpg', '荣泰公寓  简装三室  南北通透  采光充足', '荣泰公寓  | 3室2厅 | 107.87平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '275万', '单价25494元/平米')
('https://image1.ljcdn.com/120000-inspection/57640dd1-4656-4db7-a027-98cd3b8ad542.jpg.296x216.jpg', '紫乐名轩 3室2厅 612万', '紫乐名轩  | 3室2厅 | 179.93平米 | 南 北 | 精装 | 有电梯', '中楼层(共37层)板楼  -  二号桥街', '612万', '单价34014元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload49f43edb-21dc-4539-9a52-2be6721378de.jpg.296x216.jpg', '巨福新园 2室1厅 270万', '巨福新园  | 2室1厅 | 89.99平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '270万', '单价30004元/平米')
('https://image1.ljcdn.com/120000-inspection/83866922-4e32-4391-963d-41acdfb5875c.jpg.296x216.jpg', '海兰公寓 2室2厅 255万', '海兰公寓  | 2室2厅 | 96.63平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)板楼  -  春华街', '255万', '单价26390元/平米')
('https://image1.ljcdn.com/120000-inspection/0dc83e73-2d7e-4eb2-b1cc-50c4a84a603c.jpg.296x216.jpg', '翠韵里 交通便利 户型规整 视野较好', '翠韵里  | 3室1厅 | 115.79平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '250万', '单价21591元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload0ed44be0-dbc1-41e9-9b16-f8249209fc32.jpg.296x216.jpg', '蝶桥公寓 2室1厅 198万', '蝶桥公寓  | 2室1厅 | 74.05平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  大直沽', '198万', '单价26739元/平米')
('https://image1.ljcdn.com/120000-inspection/bf73c0aa-98f0-4ef3-b712-279a812bc764.jpg.296x216.jpg', '丹荔园 采光充足 户型合理 交通便利', '丹荔园  | 3室2厅 | 138.51平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  太阳城', '370万', '单价26713元/平米')
('https://image1.ljcdn.com/120000-inspection/09edbcfe-2614-47da-a8dd-a0a4d874e4e9.jpg.296x216.jpg', '次新房，小区环境好，配套齐全，看房很方便', '新博园  | 2室1厅 | 87.89平米 | 北 | 其他 | 有电梯', '中楼层(共33层)板楼  -  春华街', '310万', '单价35272元/平米')
('https://image1.ljcdn.com/120000-inspection/ab02f8fe-2766-4701-a00d-9a53c83da06d.jpg.296x216.jpg', '恋日风尚 3室1厅 460万', '恋日风尚  | 3室1厅 | 122.69平米 | 南 北 | 其他 | 有电梯', '高楼层(共22层)板楼  -  向阳楼', '460万', '单价37493元/平米')
('https://image1.ljcdn.com/120000-inspection/501ecd4f-3d57-408d-9f91-cb73f1e4afae.jpg.296x216.jpg', '翠韵里 3楼私产过五年无二套 可贷款', '翠韵里  | 1室1厅 | 47.02平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '129万', '单价27436元/平米')
