('https://image1.ljcdn.com/510100-inspection/test-2895d2af-f5a8-4878-b3ba-329c510a4f6b.png.296x216.jpg', '校园路交大卡布里城标准装修套一', '交大卡布里城  | 1室1厅 | 50.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  犀浦', '62万', '单价12256元/平米')
('https://image1.ljcdn.com/510100-inspection/d0de8daa-736b-4329-9bd3-17c9c40a5603.jpg.296x216.jpg', '学林雅苑纯别墅小区 步行800米地铁2号线百草路站', '学林雅苑   | 联排别墅 | 5室2厅 | 273.48平米 | 西南 | 其他 | 无电梯', '3层2007年建暂无数据  -  成外', '530万', '单价19380元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12b4201d-46b0-45a9-b0b2-9276174b2d9b.png.296x216.jpg', '晶宝维吉尼亚 简单装修 中间楼层', '晶宝维吉尼亚  | 3室2厅 | 107.06平米 | 西北 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  红光', '120万', '单价11209元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0fa9ee2e-b13c-4d46-9b66-2830ff8432b7.jpg.296x216.jpg', '顶楼带花园  跃层 红光沃尔玛 有阳台 带家具家电', '正成名城左岸  | 4室2厅 | 110.04平米 | 东南 | 精装 | 有电梯', '高楼层(共27层)2008年建塔楼  -  红光', '120万', '单价10906元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e780ea51-c668-4ece-b243-9536e8f27198.png.296x216.jpg', '尚林家园户型方正带装修套三满五年唯一', '尚林家园  | 3室2厅 | 91.16平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  犀浦', '105万', '单价11519元/平米')
('https://image1.ljcdn.com/510100-inspection/665388ac-a953-44bc-bd55-bc000d91e190.jpg.296x216.jpg', '龙湖7跃8顶跃洋房 精装修 户型方正 屋顶花园比较大', '龙湖弗莱明戈一期  | 4室2厅 | 216平米 | 东南 西南 | 其他 | 有电梯', '高楼层(共8层)2012年建塔楼  -  郫县城区', '360万', '单价16667元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1baed477-efac-4020-a88b-b25462485332.jpg.296x216.jpg', '西城鸥鹭湾 套三单卫明厨明卫，临清水河，客厅带阳台', '西城鸥鹭湾  | 3室1厅 | 88平米 | 东 | 精装', '高楼层(共26层)板塔结合  -  郫县城区', '93万', '单价10569元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c061912c-b89a-4826-997e-4633c7059914.png.296x216.jpg', '一里阳光 1室1厅 30万', '一里阳光  | 1室1厅 | 33.16平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2015年建板塔结合  -  郫县万达', '30万', '单价9048元/平米')
('https://image1.ljcdn.com/510100-inspection/33e5c6ee-a9e1-4939-bab5-a945e618e78d.JPG.296x216.jpg', '怡景城市花苑+跃层套三+居家装修', '怡景城市花苑  | 3室1厅 | 85.96平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2013年建塔楼  -  犀浦', '123万', '单价14309元/平米')
('https://image1.ljcdn.com/510100-inspection/test-93c1f37f-d0ed-4588-b61f-5d25a020a8f7.png.296x216.jpg', '龙城国际精装套三房，保存比较完好。', '龙城国际  | 3室2厅 | 109平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  橡树湾', '207万', '单价18991元/平米')
('https://image1.ljcdn.com/510100-inspection/67bef938-650a-40b2-9185-a4c7f9839bed.jpg.296x216.jpg', '犀浦装修套二 伊萨贝拉旁边  直接入住', '高知楼  | 2室2厅 | 80.96平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  犀浦', '65万', '单价8029元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2f654506-3b6b-4e1f-924a-c47518bd5ac4.png.296x216.jpg', '万达广场348厂区家属院装修套二', '348厂家属院  | 2室2厅 | 76平米 | 东 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  郫县万达', '52万', '单价6843元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a2c819e4-3c45-43f5-9c0a-dc8bf036b113.png.296x216.jpg', '龙湖弗莱明戈一期  房东自住套三双卫精装修 150万', '龙湖弗莱明戈一期  | 3室2厅 | 91.73平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2012年建板楼  -  郫县城区', '138万', '单价15045元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c8c63faa-4920-4794-8ebf-4c72759ec677.png.296x216.jpg', '中铁瑞景茗城套三双卫装修房，110平中楼层', '中铁瑞景茗城  | 3室2厅 | 110.77平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  郫县城区', '135万', '单价12188元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf8691e58-9c18-4378-b2ec-312e35d50fe3.jpg.296x216.jpg', '联排别墅 端头位置 有阁楼 前后花园', '君临天下   | 联排别墅 | 4室2厅 | 362.12平米 | 西北 | 其他 | 无电梯', '1层2004年建暂无数据  -  成外', '650万', '单价17950元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-cea0dd8a-9226-4496-880a-f7ca141e2062.png.280x210.jpg', '采光好+卧室对中庭+视野开阔+有家具家电', '书香府邸二期英伦  | 2室1厅 | 87.69平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2011年建板楼  -  成外', '128万', '单价14597元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e844af6f-434a-45fa-b44d-96fee4447a0b.png.296x216.jpg', '今日花园+套三双卫+有装修带花园', '今日花园  | 3室2厅 | 135.71平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板塔结合  -  犀浦', '119万', '单价8769元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/50b30a34-3ad8-43eb-a357-90414b456233.png.280x210.jpg', '交大卡布里城 2室2厅 105万', '交大卡布里城  | 2室2厅 | 89.97平米 | 西南 | 其他 | 有电梯', '低楼层(共25层)2009年建板楼  -  犀浦', '105万', '单价11671元/平米')
('https://image1.ljcdn.com/510100-inspection/test-df1647a0-d99c-41e5-85c8-65ce67042983.png.296x216.jpg', '中信未来城  北区   标准套二', '中信未来城北区  | 2室1厅 | 76.77平米 | 东南 南 | 其他 | 有电梯', '低楼层(共33层)2013年建塔楼  -  郫县城区', '93万', '单价12115元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3f46ece-c1cc-4047-b556-2dfba34bc341.png.296x216.jpg', '中间楼层 采光好 户型方正 面积赠送大', '新时代家属院  | 3室2厅 | 120平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  郫县城区', '90万', '单价7500元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b57dfc3-447b-43c9-9b08-713a79be232f.png.296x216.jpg', '傲城  精装公寓 中间楼层 看房诚心', '傲城  | 1室1厅 | 36.06平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2016年建板楼  -  犀浦', '36万', '单价9984元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9b7085d9-a672-4b89-b1a1-5fb66b216144.jpg.296x216.jpg', '郫都区鹃兴路离成灌路200米的电梯房', '宜家小区  | 4室2厅 | 121平米 | 西南 | 简装 | 有电梯', '低楼层(共18层)2000年建板楼  -  郫县万达', '95万', '单价7852元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9c60e6d0-9176-4caf-8715-228f3fb4cba0.png.296x216.jpg', '西汇鹃声里居家装修套二户型方正', '西汇鹃声里  | 2室1厅 | 67.5平米 | 东南 南 | 其他', '高楼层(共27层)暂无数据  -  郫县城区', '70万', '单价10371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7106af2a-4522-4d02-b49e-6141824bbe1b.png.296x216.jpg', '中铁塔米亚装修套二，对中庭，西南朝向', '中铁塔米亚  | 2室2厅 | 85.17平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2011年建板塔结合  -  成外', '115万', '单价13503元/平米')
('https://image1.ljcdn.com/510100-inspection/test-948c5630-fbea-446a-a02f-b70da3015f51.png.296x216.jpg', '上河苑装修套二，朝南，不临街对中庭，出行方便。', '上河苑  | 2室1厅 | 71.27平米 | 西南 | 其他', '低楼层(共18层)板楼  -  郫县城区', '65万', '单价9121元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b40fcd99-d76e-43e6-bc66-050dd9f8a220.png.296x216.jpg', '此房为西江月二期，对中庭 视野好，无遮挡', '西江月  | 3室1厅 | 114平米 | 西南 | 其他 | 有电梯', '低楼层(共17层)2011年建板楼  -  成外', '160万', '单价14036元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce9e5c65-549f-4cc0-9832-1ba224eedeba.png.296x216.jpg', '锦绣西苑二期  装修套三    满两年', '锦绣西苑二期  | 3室2厅 | 123.36平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2010年建塔楼  -  郫县万达', '123万', '单价9971元/平米')
('https://image1.ljcdn.com/510100-inspection/4ca1f592-f3f9-480b-bf42-9e2b6fb06ffc.jpg.296x216.jpg', '花样年龙年 套三双卫 百变清水房', '花样年龙年中心  | 3室2厅 | 110.1平米 | 东南 | 其他', '中楼层(共29层)2018年建板楼  -  郫县城区', '100万', '单价9083元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload187bac7a-afed-41bf-ad53-3ec9e5e746b5.jpg.296x216.jpg', '滨河花园 跃层 带花园 装修 带家具家电', '滨河花园  | 3室2厅 | 139.09平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  郫县万达', '148万', '单价10641元/平米')
('https://image1.ljcdn.com/510100-inspection/5760d25d-99ff-44c0-8aa6-58b83073da3e.jpg.296x216.jpg', '今日田园 纯别墅区  此房联排中间位置', '今日田园   | 联排别墅 | 5室2厅 | 307平米 | 东南 | 其他 | 无电梯', '3层暂无数据  -  郫县城区', '240万', '单价7818元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8710ce3c-d7e3-4020-91f7-eea78b8bbcf0.png.296x216.jpg', '装修套二+不临街+客厅带阳台+带家具家电', '派克公馆  | 2室2厅 | 87.53平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2011年建板塔结合  -  成外', '123万', '单价14053元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3405cd80-4cdb-46d7-9117-8c193b487ca1.png.296x216.jpg', '西区花园花园洋房标准套三，精装修，看房方便', '西区花园花园洋房  | 3室2厅 | 134.62平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  犀浦', '150万', '单价11143元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5ba176ee-8531-4e22-8814-96930e5012e8.png.296x216.jpg', '正成名城左岸 低楼层 精装修 客厅朝西南', '正成名城左岸  | 3室2厅 | 122.91平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2008年建塔楼  -  红光', '125万', '单价10171元/平米')
('https://image1.ljcdn.com/510100-inspection/test-42bc9c4f-2d6a-4008-8ea0-f97212546498.png.296x216.jpg', '派克公馆 标准套一 有装修 有家具家电 中间楼层', '派克公馆  | 1室1厅 | 49.66平米 | 西北 | 其他 | 有电梯', '中楼层(共18层)2011年建塔楼  -  成外', '80万', '单价16110元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload463cd9ce-8218-4fb5-8bf5-544388f48e45.jpg.296x216.jpg', '光明广场旁边 桃园小区装修套二', '桃园小区  | 2室1厅 | 72.66平米 | 东南 | 其他', '高楼层(共6层)1996年建平房  -  郫县城区', '51万', '单价7019元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b1d2ec5f-b55d-4a07-b954-220ed17d0a77.png.296x216.jpg', '户型是套四的 客厅带有阳台 卧室带飘窗 进门入户花园', '龙湖弗莱明戈二期  | 4室2厅 | 140.06平米 | 东南 | 其他 | 有电梯', '中楼层(共8层)2012年建板塔结合  -  郫县城区', '270万', '单价19278元/平米')
('https://image1.ljcdn.com/510100-inspection/1f1a439b-b5cc-4dda-ae2e-f357b206266e.jpg.296x216.jpg', '望东路35号 5室3厅 125万', '望东路35号  | 5室3厅 | 184.77平米 | 西南 | 其他', '中楼层(共6层)暂无数据  -  郫县城区', '125万', '单价6766元/平米')
('https://image1.ljcdn.com/510100-inspection/test-74090968-cb30-4d7c-8bf4-42fd961fd48a.png.296x216.jpg', '通透户型，通风效果好！采光充足', '中铁西郡英华二期  | 2室2厅 | 72.84平米 | 南 北 | 精装 | 有电梯', '高楼层(共31层)2013年建塔楼  -  红光', '85万', '单价11670元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0388fe5b-324d-46f3-a28f-cb12d807a4fc.png.296x216.jpg', '蓝光幸福满庭，清水套二，东南朝向', '蓝光幸福满庭  | 2室2厅 | 46.22平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2015年建板塔结合  -  犀浦', '75万', '单价16227元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a6a70cf6-0bc2-4777-a684-da60b47aff8d.png.296x216.jpg', '置信逸都B区 4室2厅 125万', '置信逸都B区  | 4室2厅 | 119平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2014年建板塔结合  -  郫县万达', '125万', '单价10505元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9e6cb5d2-529d-4fc8-95c2-0381098ad9f6.jpg.296x216.jpg', '怡景城市花苑   清水跃层套三 通透', '怡景城市花苑  | 3室2厅 | 88.12平米 | 东 西 | 其他 | 有电梯', '中楼层(共26层)2013年建塔楼  -  犀浦', '110万', '单价12483元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d711bcdd-61d1-4798-8d1f-4f246b23df17.png.296x216.jpg', '置信清水套三 客厅带大阳台  视野具开阔', '置信逸都C区  | 3室2厅 | 124平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2012年建板塔结合  -  郫县万达', '135万', '单价10888元/平米')
('https://image1.ljcdn.com/510100-inspection/test-57751c7c-bee5-4502-a351-9adac50c99e2.png.296x216.jpg', '天府明珠花园+顶楼带花园+精装修', '天府明珠花园  | 5室3厅 | 203.97平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  犀浦', '208万', '单价10198元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d4cc73d5-8d32-45ca-994d-8882d86e534d.png.296x216.jpg', '万科旁 装修套二 带家具家电 随时看房', '金枫名苑  | 2室1厅 | 68.88平米 | 东 | 其他', '高楼层(共18层)2013年建板楼  -  成外', '92万', '单价13357元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c768e259-ec6e-438e-b8b8-f75ed1711a6b.png.296x216.jpg', '西区花园晨之曦标准套二带装修阳台采光不错', '西区花园晨之曦  | 2室2厅 | 78.99平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  犀浦', '86万', '单价10888元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload27bb4b33-75c3-4709-8dc5-8ba4cde6d592.jpg.296x216.jpg', '宇众曼城 装修套二 带家电家具', '宇众曼城  | 2室2厅 | 62.82平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  红光', '79.8万', '单价12703元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08c93126-e5ce-4bc3-b9a4-9d4cc57eaaa2.png.296x216.jpg', '本房满两年，无增值税，采光充足，交通便利。', '西锦集二期  | 3室2厅 | 111.02平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)暂无数据  -  犀浦', '120万', '单价10809元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd02f4ba2-2ed1-4761-8769-d971a428ea37.jpg.296x216.jpg', '荷塘月色错厅套三，明厨明卫  前后不临街', '荷塘月色  | 3室2厅 | 150.8平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  郫县城区', '108万', '单价7162元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b31b00bb-6e40-40a5-aa8e-48181dd773ff.png.296x216.jpg', '西区花园水云涧+客厅阳台+卧室飘窗', '西区花园水云涧  | 3室2厅 | 151.32平米 | 北 | 其他 | 无电梯', '低楼层(共5层)2005年建板楼  -  犀浦', '165万', '单价10905元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b8132f3-7089-4b06-bc83-c7f60fc04280.png.296x216.jpg', '花园洋房+小区中庭+带车位+精装修+套三双卫', '西区花园花园洋房  | 3室2厅 | 134.5平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  犀浦', '155万', '单价11525元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7356b1bf-2b7e-4c7b-8f15-41b199ce48f0.png.296x216.jpg', '伊萨贝拉套二 有装修 有家具家电 拎包入住', '中铁伊萨贝拉  | 2室1厅 | 79.59平米 | 西南 | 其他 | 有电梯', '中楼层(共26层)2010年建板楼  -  犀浦', '100万', '单价12565元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abfaceb9-856f-44aa-8f8f-ed2573d9a2ea.png.296x216.jpg', '华宇天府花城 清水套三 满两年 全屋对中庭', '华宇天府花城  | 3室2厅 | 82.39平米 | 东北 | 其他 | 有电梯', '低楼层(共31层)2016年建板塔结合  -  郫县万达', '95万', '单价11531元/平米')
('https://image1.ljcdn.com/510100-inspection/test-305ac86a-290e-4fb6-a399-b92638c2e949.png.296x216.jpg', '锦绣西苑，居家装修套三双卫，带花园', '锦绣西苑一期  | 3室2厅 | 114.23平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2003年建暂无数据  -  郫县万达', '120万', '单价10506元/平米')
('https://image1.ljcdn.com/510100-inspection/2f06a987-da35-4912-9c4a-904c10884e216.jpg.296x216.jpg', '林涧上馆，百变清水 6跃7 带入户和平台', '林涧上馆  | 4室2厅 | 149平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  郫县城区', '128万', '单价8591元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6f3ba799-4aab-4d15-8509-a29cc4fa5be4.png.296x216.jpg', '蜀都万达装修套三 采光好 不临街', '蜀都万达广场  | 3室2厅 | 89平米 | 西北 | 其他 | 有电梯', '高楼层(共32层)2017年建塔楼  -  郫县万达', '98万', '单价11012元/平米')
('https://image1.ljcdn.com/510100-inspection/test-da02d2ad-565f-4614-a6c4-5d67ac5e63ca.png.296x216.jpg', '交大万嘉季柳园，套三双卫简装房，动态分区', '交大万嘉季柳园  | 3室2厅 | 121平米 | 东北 | 简装 | 有电梯', '中楼层(共26层)2013年建塔楼  -  犀浦', '135万', '单价11158元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2c3e58ed-d75c-4b21-8147-079394f7fe1a.jpg.296x216.jpg', '岷阳小区   清水套二  地段热闹', '岷阳小区  | 2室1厅 | 83.27平米 | 东 | 其他 | 无电梯', '低楼层(共6层)暂无数据  -  郫县万达', '50万', '单价6005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c2f0cef-cf54-4258-a747-a8ca32cc3256.png.296x216.jpg', '华侨凤凰国际城居家装修套四，视野开阔', '华侨凤凰国际城  | 4室1厅 | 132.6平米 | 东南 | 精装 | 有电梯', '高楼层(共24层)2016年建板楼  -  郫县城区', '135万', '单价10181元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload08769aa7-8bb6-4644-a587-2cdb4c91f3c5.jpg.296x216.jpg', '龙城国际 公寓 有装修 交通便利 不临街', '龙城国际  | 1室1厅 | 45.82平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  橡树湾', '48万', '单价10476元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload45c1f216-0025-4c40-8052-3a9bf5fd69b7.JPG.296x216.jpg', '房子是清水房 户型方正 通透性强 采光好 二楼已经做好', '怡景城市花苑  | 4室2厅 | 88.12平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2013年建塔楼  -  犀浦', '112万', '单价12710元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5b4a0ccf-d20b-4a18-86f1-7227e1941fe0.png.296x216.jpg', '尚景岁月 3室2厅 100万', '尚景岁月  | 3室2厅 | 90.89平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  红光', '100万', '单价11003元/平米')
('https://image1.ljcdn.com/510100-inspection/7c91a541-928c-41ba-a7a5-944b14228d41.jpg.296x216.jpg', '成都后花园一期装修端头联排！！！', '成都后花园一期   | 联排别墅 | 5室2厅 | 301.36平米 | 东南 | 其他 | 无电梯', '3层暂无数据  -  成外', '700万', '单价23229元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85c7bdbc-48ae-4430-9d3f-3e0e420a0418.png.296x216.jpg', '上河苑装修套二+中间楼层+采光充足', '上河苑  | 2室1厅 | 65.34平米 | 东南 | 其他', '中楼层(共18层)板楼  -  郫县城区', '60.5万', '单价9260元/平米')
('https://image1.ljcdn.com/510100-inspection/test-439876ff-bbc4-4385-8e00-3934f11b7dfe.png.296x216.jpg', '龙城国际+居家精装修+套三双卫', '龙城国际  | 3室2厅 | 84.3平米 | 西北 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '150万', '单价17794元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload299bb07f-0ea3-48ff-abc9-d8e7cbc65124.jpg.296x216.jpg', '怡家小区套三装修房，带家具家电卖', '宜家小区  | 3室2厅 | 120.61平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2000年建板楼  -  郫县万达', '81万', '单价6716元/平米')
('https://image1.ljcdn.com/510100-inspection/d47847bc-562b-4d41-b990-2f74eaef8cc5.jpg.296x216.jpg', '西华雅苑 顶跃多层小区 清水房', '西华雅苑  | 4室2厅 | 159.19平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  红光', '136万', '单价8544元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload16605d05-5088-4658-9768-b07aa805aa4e.jpg.296x216.jpg', '西华枫林 套三双卫内跃有装修  满2年没有增值税', '西华枫林  | 3室2厅 | 116.85平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  红光', '102万', '单价8730元/平米')
('https://image1.ljcdn.com/510100-inspection/test-95fafc69-edbd-4ffa-93b2-901524b0292d.png.296x216.jpg', '正成名城左岸 有装修 客厅带阳台', '正成名城左岸  | 3室2厅 | 119平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2008年建塔楼  -  红光', '108万', '单价9076元/平米')
('https://image1.ljcdn.com/510100-inspection/0e25afb1-75b7-46c5-b321-f7be138fdbb8.jpg.296x216.jpg', '景尚景二期公精装公寓+领包入住', '景尚景二期  | 1室1厅 | 47.49平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2010年建板塔结合  -  郫县城区', '38万', '单价8002元/平米')
('https://image1.ljcdn.com/510100-inspection/d2b87b6f-c23c-484b-97b0-5303d00c66c0.jpg.296x216.jpg', '西大街25号，农资公司家属院，套二改套三', '西大街25号  | 2室1厅 | 58平米 | 西南 | 其他', '低楼层(共4层)暂无数据  -  郫县城区', '36万', '单价6207元/平米')
('https://image1.ljcdn.com/510100-inspection/7f8c2733-7621-4028-9228-7e96c1d7f26f.JPG.296x216.jpg', '带平台，套三双卫，朝东南，干湿分区', '交大万嘉樟菊园  | 3室3厅 | 118平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2014年建塔楼  -  犀浦', '160万', '单价13560元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6b2b73ab-35a4-4efd-b507-6d8be167634f.JPG.296x216.jpg', '东北朝向，采光超好，没有增值税，业主住家装修', '傲城  | 2室2厅 | 70.27平米 | 东北 | 简装 | 有电梯', '中楼层(共31层)2015年建板楼  -  犀浦', '110万', '单价15654元/平米')
('https://image1.ljcdn.com/510100-inspection/363b6351-34b5-4532-8e9e-b6215a4e6e46.jpg.296x216.jpg', '成都后花园一期 双拼别墅 居中位置 精装修+带前后花园', '成都后花园一期   | 双拼别墅 | 5室3厅 | 329.82平米 | 东南 | 精装 | 无电梯', '3层2006年建暂无数据  -  成外', '868万', '单价26318元/平米')
('', '南阳小区+精装修+无家具家电看房方便', '南阳小区  | 3室2厅 | 112.6平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  犀浦', '99万', '单价8793元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1888dc17-9ea3-453b-b73f-79e7b7729507.png.296x216.jpg', '房子装修套三，带阳台，保养好可直接入住', '晶宝盛世桃源  | 3室2厅 | 94.87平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  犀浦', '123万', '单价12966元/平米')
('https://image1.ljcdn.com/510100-inspection/7db1a571-f828-4840-a7d4-41d4c20d2b5c.jpg.296x216.jpg', '兰枫园装修套四 对中庭朝东南 一梯两户', '兰枫园  | 4室2厅 | 184平米 | 东南 | 其他 | 有电梯', '中楼层(共10层)2011年建板塔结合  -  犀浦', '202万', '单价10979元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload395d3265-b6f6-4af9-9f2e-44ae0658c2c7.JPG.296x216.jpg', '西郡兰庭，装修套三，满两年，免增值税', '西郡兰庭  | 3室2厅 | 121.51平米 | 西南 | 其他 | 有电梯', '低楼层(共17层)2010年建板楼  -  犀浦', '145万', '单价11934元/平米')
('https://image1.ljcdn.com/510100-inspection/14b7136c-9c4a-4973-8f1f-8c31e5a9123a.jpg.296x216.jpg', '素雅风格，适合有品味的人士，全新装修未住人', '置信逸都C区  | 3室2厅 | 124平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2012年建板塔结合  -  郫县万达', '165万', '单价13307元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd8c5af07-1140-4a0c-80c4-b909b2a8bd4b.jpg.296x216.jpg', '一里阳光 清水顶跃带两个花园出售', '一里阳光  | 4室2厅 | 144.87平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2013年建板塔结合  -  郫县万达', '130万', '单价8974元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b603e59e-579c-4905-be03-a490f1d425cb.png.296x216.jpg', '华润橡树湾套三单卫，位置安静，视野没有遮挡', '华润橡树湾A区  | 3室2厅 | 54平米 | 西南 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '116万', '单价21482元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2710c3e4-768f-4807-a16d-3fde5be4503e.jpg.296x216.jpg', '龙 湖 弗 莱 明 戈 一期 套三 双卫', '龙湖弗莱明戈一期  | 3室1厅 | 92.93平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2012年建板楼  -  郫县城区', '140万', '单价15066元/平米')
('https://image1.ljcdn.com/510100-inspection/test-14b2c696-1f79-40e4-a96b-9ad2fd3557b3.png.296x216.jpg', '西区花园水云涧 3室2厅 140万', '西区花园水云涧  | 3室2厅 | 127.48平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  犀浦', '140万', '单价10983元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadcbbaa310-353c-4f0e-b779-21235e7ec881.jpg.296x216.jpg', '蓝光幸福满庭装修套三，对中庭，业主给增值税。', '蓝光幸福满庭  | 3室2厅 | 63.98平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2015年建板塔结合  -  犀浦', '125万', '单价19538元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12542d65-44bb-4011-9987-8dd9fd4d1b63.png.296x216.jpg', '成都后花园三期，精装套三双卫，满两年。', '成都后花园三期  | 3室2厅 | 99.52平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2012年建塔楼  -  成外', '180万', '单价18087元/平米')
