('https://image1.ljcdn.com/340100-inspection/140b7668-86a7-4d29-bd92-5990a7ee96e1.JPG.296x216.jpg', '琥珀名城沁园 3室1厅 130万', '琥珀名城沁园  | 3室1厅 | 95.84平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '130万', '单价13565元/平米')
('', '七里香榭 精装修 采光好 诚售 交通便利', '七里香榭  | 3室2厅 | 94.54平米 | 南 | 其他', '低楼层(共34层)2012年建塔楼  -  长淮', '155万', '单价16396元/平米')
('https://image1.ljcdn.com/340100-inspection/9bbcb166-d553-4839-8352-e3499f54da71.jpg.296x216.jpg', '御景湾 地铁路段 2室1厅 93平', '御景湾  | 2室1厅 | 93平米 | 南 | 其他', '高楼层(共33层)2009年建板塔结合  -  明光路', '185万', '单价19893元/平米')
('', '丽水天锦苑 2室1厅 79万', '丽水天锦苑  | 2室1厅 | 62平米 | 南 | 其他', '中楼层(共18层)2010年建板塔结合  -  龙岗', '79万', '单价12742元/平米')
('', '圣地雅阁B区 2室1厅 135万', '圣地雅阁B区  | 2室1厅 | 88平米 | 南 | 其他', '低楼层(共24层)板楼  -  龙岗', '135万', '单价15341元/平米')
('https://image1.ljcdn.com/340100-inspection/521b76fa-2f02-45db-af80-ce128b3c985f.jpg.296x216.jpg', '此房钻石楼层，采光无遮挡， 交通便利', '绿苑公寓  | 1室1厅 | 41平米 | 西 | 其他', '中楼层(共11层)2008年建塔楼  -  和平路', '76万', '单价18537元/平米')
('', '周边设施齐全，交通便利 采光好', '吟春园  | 3室2厅 | 142.31平米 | 南 北 | 其他', '中楼层(共11层)2002年建板楼  -  三里街', '165万', '单价11595元/平米')
('', '恒大城 3室2厅 130万', '恒大城  | 3室2厅 | 94平米 | 南 | 其他', '中楼层(共32层)2013年建板楼  -  龙岗', '130万', '单价13830元/平米')
('https://image1.ljcdn.com/340100-inspection/16b39389-adf6-491b-8c6a-7552306b7eee.jpg.296x216.jpg', '秀珍大厦 3室2厅 155万', '秀珍大厦  | 3室2厅 | 143.8平米 | 东 西 | 其他', '中楼层(共27层)2006年建塔楼  -  胜利路', '155万', '单价10779元/平米')
('https://image1.ljcdn.com/340100-inspection/270aa5dc-50c4-48e7-9ba3-bac4b3478801.JPG.296x216.jpg', '北二环 银领时代花园 户型方正 随时看房', '银领时代花园  | 3室2厅 | 104平米 | 南 北 | 其他', '低楼层(共11层)2013年建板楼  -  方庙', '133万', '单价12789元/平米')
('https://image1.ljcdn.com/340100-inspection/ab0709b2-c1f1-4df0-80cb-ab183991aeba.jpg.296x216.jpg', '一环边 大富新村 闹中取静 环境好 三室 业主诚心出售', '大富新村  | 3室2厅 | 94.07平米 | 南 北 | 其他', '高楼层(共6层)2000年建塔楼  -  三里街', '115万', '单价12225元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload952f52f0-7c32-4832-be40-46df55b662e6.jpg.296x216.jpg', '橘郡万绿园  南北透通 大三房 户型正 采光好 交通方便', '橘郡万绿园  | 3室2厅 | 124.82平米 | 南 北 | 其他', '低楼层(共16层)2004年建板楼  -  铜陵路', '156万', '单价12498元/平米')
('https://image1.ljcdn.com/340100-inspection/b1eaed67-3fe4-45e6-9236-000edbedd537.png.296x216.jpg', '和平盛世小区环境优雅2室2厅 86.68平 精装修拎包入住', '和平盛世  | 2室2厅 | 86.68平米 | 南 | 其他', '中楼层(共32层)2012年建塔楼  -  明光路', '198万', '单价22843元/平米')
('https://image1.ljcdn.com/340100-inspection/10beccb3-27fc-40c4-a299-9e05ba21d13e.jpg.296x216.jpg', '古井丰水源 成熟小区 交通便利 三室朝南 多层诚意出售', '古井丰水源  | 3室2厅 | 121.7平米 | 南 | 其他', '中楼层(共6层)2007年建板楼  -  胜利路', '180万', '单价14791元/平米')
('', '温莎杰作  经典一室  位置好 楼层好。', '温莎杰座  | 1室1厅 | 44.47平米 | 南 | 简装', '高楼层(共29层)2008年建塔楼  -  三里街', '42万', '单价9445元/平米')
('https://image1.ljcdn.com/340100-inspection/1d0a344c-92a1-42fb-bdae-ef0a14b7377e.jpg.296x216.jpg', '逍遥津公园旁多层，3室朝南，中间楼层，精装修', '古井丰水源  | 3室2厅 | 121.7平米 | 南 | 其他', '中楼层(共6层)2007年建板楼  -  胜利路', '175万', '单价14380元/平米')
('', '万福家园 2室1厅 88万', '万福家园  | 2室1厅 | 69.38平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里站', '88万', '单价12684元/平米')
('', '蓝光时代红街  楼层好  单价低  小区新', '蓝光时代红街  | 1室1厅 | 43.12平米 | 北 | 其他', '中楼层(共34层)暂无数据  -  嘉山路', '56万', '单价12988元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload99fce061-681e-4b76-85ae-8311550bf4c0.jpg.296x216.jpg', '御景湾 2居室公寓 总价低 适合刚需', '御景湾  | 2室1厅 | 58.17平米 | 北 | 其他', '中楼层(共24层)2009年建塔楼  -  明光路', '60万', '单价10315元/平米')
('', '长淮新村B区 2室2厅 93万', '长淮新村B区  | 2室2厅 | 78.32平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  三里街', '93万', '单价11875元/平米')
('', '万成华府 居家装修两房 小区环境优美 物业管理完善', '万成华府  | 2室1厅 | 72.05平米 | 南 | 其他', '低楼层(共32层)2013年建塔楼  -  龙岗', '88万', '单价12214元/平米')
('https://image1.ljcdn.com/340100-inspection/6807baae-e7ba-4945-a781-8dd629aeaf71.JPG.296x216.jpg', '元一A区居家一居室，高楼层，满五唯一', '元一名城A区  | 1室1厅 | 39.24平米 | 北 | 其他', '中楼层(共11层)2007年建板塔结合  -  嘉山路', '52万', '单价13252元/平米')
('https://image1.ljcdn.com/340100-inspection/74843920-5ec9-47ca-932a-6ff3c6e38add.jpg.296x216.jpg', '铭座大厦 1室1厅 64.8万', '铭座大厦  | 1室1厅 | 54平米 | 西南 | 其他', '中楼层(共29层)2007年建塔楼  -  三里街', '64.8万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload0157416c-17db-46af-90e2-a20e12c9fe3d.jpg.296x216.jpg', '纺织二村 铜陵路 和平路 市二院 配套齐全 采光充足', '纺织二村  | 2室1厅 | 66平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  和平路', '88万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/da734eb8-7411-4a6c-a26a-dcb445c1f72c.jpg.296x216.jpg', '未来家园 70年产权 精装修 拎包入住 家具家电齐全', '未来家园  | 2室1厅 | 49.82平米 | 南 北 | 其他', '高楼层(共26层)2012年建塔楼  -  长淮', '72万', '单价14453元/平米')
('https://image1.ljcdn.com/340100-inspection/63ba7550-7d4b-49d9-b539-511a05b93b05.jpg.296x216.jpg', '周边设施齐全，赠送了一个20平的阳台，交通方便 满5', '瑞景家园  | 3室2厅 | 127.57平米 | 南 | 简装', '中楼层(共5层)板楼  -  三里街', '193万', '单价15129元/平米')
('https://image1.ljcdn.com/340100-inspection/d1442a12-0029-4b67-91a2-89b86d7f6e89.jpg.296x216.jpg', '信地藏龙阁  ，户型方正 朝南双阳台 采光无遮挡', '信地藏龙阁  | 2室2厅 | 87平米 | 南 | 其他', '高楼层(共32层)暂无数据  -  三里街', '135万', '单价15518元/平米')
('', '黄金3层，满五年 南北四居室 格局方正看房方便', '玫瑰苑  | 4室2厅 | 118平米 | 南 | 简装', '中楼层(共6层)板楼  -  三里街', '138万', '单价11695元/平米')
('', '银领时代花园 3室2厅 145万', '银领时代花园  | 3室2厅 | 124平米 | 南 | 其他', '高楼层(共24层)2013年建板楼  -  方庙', '145万', '单价11694元/平米')
('', '罗马花园 4室2厅 143万', '罗马花园  | 4室2厅 | 112.99平米 | 南 北 | 其他', '高楼层(共6层)2001年建板楼  -  三里街', '143万', '单价12656元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload38e8a40a-2ced-4203-990b-26dc73508e91.jpg.296x216.jpg', '火车站 新蚌埠路   未来家园 精装修 总价低', '未来家园  | 1室1厅 | 48.28平米 | 南 | 其他', '高楼层(共26层)2012年建塔楼  -  长淮', '63万', '单价13049元/平米')
('', '万福家园 3室2厅 120万', '万福家园  | 3室2厅 | 106.54平米 | 南 | 其他', '高楼层(共6层)板楼  -  七里站', '120万', '单价11264元/平米')
('https://image1.ljcdn.com/340100-inspection/4fa77675-5338-41fa-8b86-c35f04d459c0.jpg.296x216.jpg', '好地段  采光好  环境好  配套完善', '未来家园  | 1室1厅 | 28.28平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  长淮', '35.5万', '单价12554元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd5280a59-30ad-4054-8c47-64dd20501233.jpg.296x216.jpg', '此房已满两年，视野广阔，阳光充足，地段繁华.', '信地城市广场  | 1室1厅 | 45.39平米 | 东北 | 其他', '中楼层(共32层)2011年建塔楼  -  长淮', '61万', '单价13440元/平米')
('https://image1.ljcdn.com/340100-inspection/4c6a32c7-3309-4430-a439-fb70a104ac9c.JPG.296x216.jpg', '博澳名苑 1室1厅 55万', '博澳名苑  | 1室1厅 | 40平米 | 南 | 其他', '中楼层(共30层)2008年建塔楼  -  七里站', '55万', '单价13750元/平米')
('', '百汇城市广场 2室2厅 133万', '百汇城市广场  | 2室2厅 | 89平米 | 南 | 其他', '中楼层(共30层)板塔结合  -  三里街', '133万', '单价14944元/平米')
('https://image1.ljcdn.com/340100-inspection/da4ebb85-6d44-49a8-b990-69f1533371fb.jpg.296x216.jpg', '绿苑公寓 中建大厦 和平路 市二院 采光充足 拎包即住', '绿苑公寓  | 1室1厅 | 41.39平米 | 东 | 其他', '高楼层(共11层)2008年建塔楼  -  和平路', '79万', '单价19087元/平米')
('https://image1.ljcdn.com/340100-inspection/6dc30bc6-f88a-4a9a-bde3-d454e1932442.JPG.296x216.jpg', '阳光棕榈园 2室1厅 95万', '阳光棕榈园  | 2室1厅 | 80.85平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  龙岗', '95万', '单价11751元/平米')
('https://image1.ljcdn.com/340100-inspection/039385e4-9e0e-4f5e-bc94-840da4a1e099.jpg.296x216.jpg', '中翔盛景名苑 2室2厅 165万', '中翔盛景名苑  | 2室2厅 | 93.88平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  城东', '165万', '单价17576元/平米')
('https://image1.ljcdn.com/340100-inspection/18f430bf-8ee7-42ac-aade-97f569724f98.jpg.296x216.jpg', '近地铁一号线 小区环境好 楼层好', '温莎杰座  | 3室2厅 | 131.61平米 | 南 北 | 其他', '高楼层(共29层)2008年建塔楼  -  三里街', '160万', '单价12158元/平米')
('', '璟泰赢家广场 诚意出售 户型方正 采光无遮挡', '璟泰赢家广场  | 3室2厅 | 119.36平米 | 南 北 | 其他', '低楼层(共18层)塔楼  -  七里站', '146万', '单价12232元/平米')
('', '柏莊春暖花开 2室1厅 87万', '柏莊春暖花开  | 2室1厅 | 64.22平米 | 南 | 其他', '低楼层(共27层)2015年建塔楼  -  七里站', '87万', '单价13548元/平米')
('', '瑞泰和园A区 2室2厅 105万', '瑞泰和园A区  | 2室2厅 | 84.8平米 | 南 | 其他', '高楼层(共18层)塔楼  -  龙岗', '105万', '单价12383元/平米')
('https://image1.ljcdn.com/340100-inspection/b0fbce84-08fe-4628-8c0d-34d1677a1b32.jpg.296x216.jpg', '地铁口 博澳名苑 家电齐全 拎包即住 出行方便', '博澳名苑  | 1室0厅 | 39.94平米 | 北 | 其他', '中楼层(共30层)2008年建塔楼  -  七里站', '50万', '单价12519元/平米')
('', '苹果公寓 1室1厅 55万', '苹果公寓  | 1室1厅 | 49.03平米 | 南 | 其他', '中楼层(共11层)2004年建塔楼  -  方庙', '55万', '单价11218元/平米')
('', '花溪新村 2室1厅 70万', '花溪新村  | 2室1厅 | 58.1平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  铜陵路', '70万', '单价12049元/平米')
('', '金盛家园 2室1厅 110万', '金盛家园  | 2室1厅 | 95.13平米 | 南 | 其他', '中楼层(共6层)板楼  -  七里站', '110万', '单价11564元/平米')
('https://image1.ljcdn.com/340100-inspection/95e4180f-7445-4f8c-b595-f7b42ed61ad3.jpg.296x216.jpg', '铜陵路长江东路 中翔新东城  精装一居室   二号地铁口', '中翔新东城  | 1室0厅 | 33.65平米 | 南 | 其他', '低楼层(共31层)2011年建塔楼  -  铜陵路', '38万', '单价11293元/平米')
('https://image1.ljcdn.com/340100-inspection/9fc8b3ea-cbe7-453a-af67-d7d76dd74bf1.jpg.296x216.jpg', '紫云府 1室1厅 70万', '紫云府  | 1室1厅 | 48.87平米 | 北 | 其他', '低楼层(共33层)2012年建塔楼  -  三里街', '70万', '单价14324元/平米')
('', '月亮湾亲水嘉园 业主诚售 小区商圈配套齐全 出行便利', '月亮湾亲水嘉园  | 2室2厅 | 94平米 | 南 | 其他', '低楼层(共6层)板楼  -  龙岗', '122万', '单价12979元/平米')
('https://image1.ljcdn.com/340100-inspection/de363774-fb15-40e3-9041-c18da1bc902c.jpg.296x216.jpg', '不错的过度养老电梯房，周边生活交通配套也是相当成熟', '铭座大厦  | 1室1厅 | 59平米 | 东 | 简装', '中楼层(共29层)2007年建塔楼  -  三里街', '72万', '单价12204元/平米')
('https://image1.ljcdn.com/340100-inspection/14d58563-7be0-40da-b404-2e55e203df2e.jpg.296x216.jpg', '信地藏龙阁，业主诚心出售，看房方便，价格可谈', '信地藏龙阁  | 1室1厅 | 45.67平米 | 南 | 其他', '高楼层(共31层)2016年建塔楼  -  三里街', '79万', '单价17299元/平米')
('https://image1.ljcdn.com/340100-inspection/cc79cd08-aacd-4020-afcf-32162bb2c399.jpg.296x216.jpg', '元一名城A区 3室2厅 190万', '元一名城A区  | 3室2厅 | 130.21平米 | 南 北 | 其他', '低楼层(共18层)2007年建板塔结合  -  嘉山路', '190万', '单价14592元/平米')
('https://image1.ljcdn.com/340100-inspection/fbaff9e9-a95c-41f5-9172-9942a7c3a4a1.jpg.296x216.jpg', '蓝光时代红街  周边配套全 火车站', '蓝光时代红街  | 2室1厅 | 57.45平米 | 南 | 其他', '高楼层(共34层)暂无数据  -  嘉山路', '79万', '单价13752元/平米')
('', '元一名城C区 3室2厅 190万', '元一名城C区  | 3室2厅 | 122.85平米 | 南 北 | 其他', '高楼层(共11层)2009年建塔楼  -  嘉山路', '190万', '单价15467元/平米')
('', '万达华府 3室2厅 200万', '万达华府  | 3室2厅 | 112平米 | 南 北 | 其他', '中楼层(共33层)暂无数据  -  方庙', '200万', '单价17858元/平米')
('', '银领时代花园 2室2厅 120万', '银领时代花园  | 2室2厅 | 88平米 | 南 | 其他', '中楼层(共18层)2013年建板楼  -  方庙', '120万', '单价13637元/平米')
('https://image1.ljcdn.com/340100-inspection/7bca2e39-10cb-4c71-94c2-3df4f90700fa.jpg.296x216.jpg', '天目未来 一室 采光好 总价低', '未来家园  | 1室1厅 | 29.9平米 | 南 | 其他', '低楼层(共26层)2012年建塔楼  -  长淮', '37万', '单价12375元/平米')
('https://image1.ljcdn.com/340100-inspection/1ca278de-90a9-4867-8abf-18f86df691ae.JPG.296x216.jpg', '格林馨园 1室1厅 56万', '格林馨园  | 1室1厅 | 46平米 | 南 | 其他', '高楼层(共18层)2007年建塔楼  -  方庙', '56万', '单价12174元/平米')
('https://image1.ljcdn.com/340100-inspection/b8516436-dbfb-4a88-8950-b641321aefff.jpg.296x216.jpg', '信地城市广场 地铁一号线 合肥晚报社 朝南 复式采光佳', '信地城市广场  | 1室2厅 | 52.37平米 | 南 | 其他', '中楼层(共20层)2011年建塔楼  -  长淮', '99万', '单价18904元/平米')
('https://image1.ljcdn.com/340100-inspection/bcf3ef7c-5c55-4654-ab6d-ee6ed00365a6.jpg.296x216.jpg', '御景湾精装3居室 楼层好 采光棒 前面无遮挡', '御景湾  | 2室2厅 | 105平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  明光路', '203万', '单价19334元/平米')
('', '静安新城 2室2厅 105万', '静安新城  | 2室2厅 | 83.66平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  龙岗', '105万', '单价12551元/平米')
('https://image1.ljcdn.com/340100-inspection/c2020b99-2fa7-4e12-89ee-82c28f41da3c.jpg.296x216.jpg', '宝业城市绿苑西区 3室2厅 230万', '宝业城市绿苑西区  | 3室2厅 | 92.23平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  和平路', '230万', '单价24938元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload70b298ff-a9c7-47b6-9334-f30d8527d2ba.jpg.296x216.jpg', '包河万达商圈 精装1居室 配套成熟 拎包入住', '御景湾  | 1室1厅 | 41.69平米 | 北 | 其他', '中楼层(共24层)2009年建塔楼  -  明光路', '45万', '单价10794元/平米')
('', '东升花园 1室1厅 63万', '东升花园  | 1室1厅 | 63平米 | 南 北 | 其他', '高楼层(共11层)板楼  -  方庙', '63万', '单价10000元/平米')
('https://image1.ljcdn.com/340100-inspection/93f38d81-b5e1-4e37-8350-6f3f7f16cc01.jpg.296x216.jpg', '未来家园  小区环境优美  池塘 广场 适合居住', '未来家园  | 4室2厅 | 113.96平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  长淮', '158万', '单价13865元/平米')
('https://image1.ljcdn.com/340100-inspection/617e24c4-cbff-40a1-8460-efb0b0731be9.jpg.296x216.jpg', '精装修 复式 全明户型 采光充足 业主诚售 随时可看', '琥珀名城茗园  | 3室2厅 | 133.57平米 | 南 北 | 其他', '高楼层(共5层)板楼  -  龙岗', '155万', '单价11605元/平米')
('https://image1.ljcdn.com/340100-inspection/8a2ff9d6-990f-40fa-a070-38759f0b1e62.jpg.296x216.jpg', '东兴小区 4室2厅 138万', '东兴小区  | 4室2厅 | 139.7平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  长淮', '138万', '单价9879元/平米')
('https://image1.ljcdn.com/340100-inspection/a6444705-3a83-4431-aef1-d0a16d80a09c.jpg.296x216.jpg', '满五年唯一 楼层好 采光无遮挡 封闭式小区', '宝业城市绿苑东区  | 3室2厅 | 114.62平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  和平路', '205万', '单价17886元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/00ff0828-0ca6-49e0-91b0-278bdddea7a1.png.280x210.jpg', '元一名城C区 3室2厅 165万', '元一名城C区  | 3室2厅 | 111.88平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  嘉山路', '165万', '单价14748元/平米')
('', '宝业城市绿苑西区 3室2厅 256万', '宝业城市绿苑西区  | 3室2厅 | 126.98平米 | 南 | 其他', '低楼层(共26层)2008年建塔楼  -  和平路', '256万', '单价20161元/平米')
('', '恒盛豪庭 3室2厅 245万', '恒盛豪庭  | 3室2厅 | 135.78平米 | 南 北 | 其他', '低楼层(共31层)2011年建塔楼  -  和平路', '245万', '单价18044元/平米')
('', '教师新村 2室2厅 121.5万', '教师新村  | 2室2厅 | 74.6平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  明光路', '121.5万', '单价16287元/平米')
('', '皇马花园 3室2厅 148万', '皇马花园  | 3室2厅 | 124.04平米 | 南 | 其他', '高楼层(共6层)板楼  -  龙岗', '148万', '单价11932元/平米')
('', '凤阳三村 3室1厅 82万', '凤阳三村  | 3室1厅 | 67.4平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  三里街', '82万', '单价12167元/平米')
('https://image1.ljcdn.com/340100-inspection/46762f97-5ba0-4a46-abbf-920c9e56b6ab.JPG.296x216.jpg', '九狮水岸 居家精装 阳光刺眼 看前约', '九狮水岸  | 2室1厅 | 77.7平米 | 南 | 其他', '中楼层(共6层)板楼  -  龙岗', '99万', '单价12742元/平米')
('', '北华园小区 2室1厅 60万', '北华园小区  | 2室1厅 | 53.4平米 | 南 | 其他', '低楼层(共6层)2005年建板楼  -  胜利路', '60万', '单价11236元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4b71e0dd-e01e-4466-94ca-0e5a7c09c408.jpg.296x216.jpg', '新安罗马花园 4居室 顶楼复式 面积大 合住 业主诚心卖', '新安罗马花园  | 4室2厅 | 134.4平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  长淮', '140万', '单价10417元/平米')
('https://image1.ljcdn.com/340100-inspection/cb26e9d1-e04b-4e32-b160-4c1ea40f71fc.jpg.296x216.jpg', '胜利新村 单价低 户型好 无忧采光 繁华地段 交通便捷', '胜利新村  | 2室1厅 | 52平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  长淮', '65万', '单价12500元/平米')
('', '新安苑 满五不唯一 复试 大面积住宅', '新安苑  | 6室2厅 | 206.97平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  长淮', '230万', '单价11113元/平米')
('https://image1.ljcdn.com/340100-inspection/c8de8b98-eed0-47c8-b107-61836e071624.jpg.296x216.jpg', '交通厅宿舍 户型周正 老式装修 交通便利', '交通厅宿舍大院  | 3室1厅 | 89.33平米 | 南 北 | 简装', '高楼层(共4层)2000年建板楼  -  胜利路', '100万', '单价11195元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4e302a7d-d57a-482a-b420-1f67116dda4c.JPG.296x216.jpg', '香江国际大厦 主卧朝南 采光好 交通方便', '香江国际大厦  | 1室1厅 | 34.58平米 | 南 | 其他', '低楼层(共22层)暂无数据  -  长淮', '46万', '单价13303元/平米')
('https://image1.ljcdn.com/340100-inspection/b0c51098-0266-46a2-acc3-f3762fc14c6e.jpg.296x216.jpg', '房屋朝南    中楼层   采光好 交通便利', '华业苑  | 4室2厅 | 148.7平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  和平路', '225万', '单价15132元/平米')
('https://image1.ljcdn.com/340100-inspection/acaa8ec7-1973-4dc7-97a2-9ec1e2292149.jpg.296x216.jpg', '房子采光好，楼龄新，业主诚心出售，交通方便', '蓝光时代红街  | 1室1厅 | 31.03平米 | 北 | 其他', '高楼层(共34层)暂无数据  -  嘉山路', '48万', '单价15469元/平米')
('', '龙兴苑小区 1室1厅 70.5万', '龙兴苑小区  | 1室1厅 | 63.21平米 | 南 | 其他', '高楼层(共11层)板楼  -  嘉山路', '70.5万', '单价11154元/平米')
('', '锦绣豪庭  两室两厅 采光好  楼层好', '锦绣豪庭  | 2室2厅 | 89.76平米 | 南 | 简装', '中楼层(共32层)2012年建塔楼  -  胜利路', '135万', '单价15041元/平米')
('', '琥珀名城锦园 3室2厅 150万', '琥珀名城锦园  | 3室2厅 | 99.96平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  龙岗', '150万', '单价15007元/平米')
('', '位置好，周边设施齐全，交通便利，拎包入住', '温莎杰座  | 1室1厅 | 47平米 | 南 | 其他', '高楼层(共29层)2008年建塔楼  -  三里街', '60万', '单价12766元/平米')
('', '香格里拉花园 1室1厅 71万', '香格里拉花园  | 1室1厅 | 54.89平米 | 南 | 其他', '高楼层(共33层)2008年建塔楼  -  方庙', '71万', '单价12935元/平米')
('', '隆庭佳苑 2室1厅 118万', '隆庭佳苑  | 2室1厅 | 79.3平米 | 南 | 其他', '高楼层(共18层)2004年建板楼  -  城东', '118万', '单价14881元/平米')
('https://image1.ljcdn.com/340100-inspection/d3bc3ff0-ed51-4832-8bdd-d01307a7cd4e.jpg.296x216.jpg', '和平盛世 精装2居室 大阳台 中上楼层采光好 视野开阔', '和平盛世  | 2室2厅 | 90平米 | 南 | 其他', '中楼层(共22层)2012年建塔楼  -  明光路', '198万', '单价22000元/平米')
('', '左岸公园旁，左岸名苑精品一房，采光好。', '中天左岸  | 1室1厅 | 50.23平米 | 北 | 其他', '中楼层(共24层)2010年建塔楼  -  城东', '80万', '单价15927元/平米')
('https://image1.ljcdn.com/340100-inspection/cf0f25cc-bc7d-44f8-b5bf-e84fcc14de07.jpg.296x216.jpg', '宝业东区精装顶楼复式  大四房', '宝业城市绿苑东区  | 4室2厅 | 177.3平米 | 南 北 | 其他', '高楼层(共18层)2008年建板楼  -  和平路', '238万', '单价13424元/平米')
('', '南北通透，小区中间位置，业主诚心出售', '万达华府  | 3室2厅 | 126.67平米 | 南 北 | 其他', '低楼层(共33层)暂无数据  -  方庙', '185万', '单价14605元/平米')
('https://image1.ljcdn.com/340100-inspection/15d54a03-58b0-4f98-92e4-f45ce6d62296.JPG.296x216.jpg', '海州景秀世家 多层三室 户型方正 业主诚心卖', '海洲景秀世家  | 3室2厅 | 107平米 | 南 北 | 其他', '中楼层(共6层)2012年建板楼  -  龙岗', '132万', '单价12337元/平米')
('https://image1.ljcdn.com/340100-inspection/3a391078-d6fd-4a65-9686-f89a076eac40.jpg.296x216.jpg', '瑶海万达旁 苹果家园交通便利 配套成熟 朝南 采光充足', '苹果家园  | 1室1厅 | 49.12平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  方庙', '60万', '单价12215元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6911a6ef-7104-4eb5-8d84-febb0c350ede.jpg.296x216.jpg', '伟星御龙公馆 2室1厅 165万', '伟星御龙公馆  | 2室1厅 | 89.82平米 | 南 北 | 其他', '高楼层(共34层)暂无数据  -  三里街', '165万', '单价18371元/平米')
('https://image1.ljcdn.com/340100-inspection/d3f32be2-2f49-46ce-b864-6ad4deb74552.jpg.296x216.jpg', '华业苑 5室3厅 233万', '华业苑  | 5室3厅 | 194平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  和平路', '233万', '单价12011元/平米')
('', '香江世纪名城 2室1厅 120万', '香江世纪名城  | 2室1厅 | 82.7平米 | 南 | 其他', '高楼层(共16层)2006年建板楼  -  铜陵路', '120万', '单价14511元/平米')
('', '七里香榭 两居室 交通便利 周边配套完善', '七里香榭  | 2室1厅 | 49.98平米 | 南 | 其他', '中楼层(共32层)2012年建塔楼  -  长淮', '83万', '单价16607元/平米')
('', '香格里拉花园 2室1厅 105万', '香格里拉花园  | 2室1厅 | 72平米 | 南 | 其他', '低楼层(共34层)2008年建塔楼  -  方庙', '105万', '单价14584元/平米')
('', '恒大城 3室2厅 120万', '恒大城  | 3室2厅 | 90.64平米 | 南 北 | 其他', '低楼层(共32层)2013年建板楼  -  龙岗', '120万', '单价13240元/平米')
('', '天瑶花苑 满五年 两室一厅 采光好 居家装修', '天瑶花苑  | 3室1厅 | 93.41平米 | 南 | 其他', '低楼层(共6层)2006年建板楼  -  长淮', '116万', '单价12419元/平米')
('https://image1.ljcdn.com/340100-inspection/8d57d2a5-d2b6-4136-8851-137514007db5.jpg.296x216.jpg', '此房是信地藏龙阁的房子，安徽大市场西边 地段好', '信地藏龙阁  | 1室1厅 | 45.75平米 | 东 | 其他', '高楼层(共31层)2016年建塔楼  -  三里街', '66万', '单价14427元/平米')
('https://image1.ljcdn.com/340100-inspection/cbbd2d3d-67c3-4789-9496-2a8f2bd4bcb1.png.296x216.jpg', '瑶海区 坝上街 精装修 两房，户型方正，楼层好视野好', '坝上街环球中心  | 2室2厅 | 91.33平米 | 南 | 其他', '低楼层(共46层)2014年建塔楼  -  明光路', '170万', '单价18614元/平米')
('', '绿苑公寓 1室0厅 62万', '绿苑公寓  | 1室0厅 | 30.88平米 | 东南 南 | 其他', '高楼层(共11层)2008年建塔楼  -  和平路', '62万', '单价20078元/平米')
('', '顶楼复式 带电梯  大四房 毛坯房 随便装 诚心出售', '森海豪庭  | 4室3厅 | 170.58平米 | 南 北 | 精装', '高楼层(共11层)2004年建板楼  -  方庙', '185万', '单价10846元/平米')
