('https://image1.ljcdn.com/610100-inspection/f45f11cd-1807-4376-bd53-a2e2e5aa712d.jpg.296x216.jpg', '配套齐全，教育医疗交通都很方便 标准两居室', '御锦城V青年  ', '中楼层(共34层)塔楼  -  浐灞', '103万', '单价14110元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_upload1792f02b-2744-4d95-ace0-0247836f842d.jpg.296x216.jpg', '龙湖香醍花园洋房 精装2室 送大露台 业主诚售 可看', '龙湖香醍国际社区  ', '低楼层(共9层)板塔结合  -  浐灞', '220万', '单价25060元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9c1bafd4-0402-4457-af71-2e07dc63fd27.png.296x216.jpg', '罗马花园 经典平层小两室 户型方正  采光佳 可按揭', '东方罗马花园  ', '中楼层(共27层)板塔结合  -  浐灞', '87万', '单价13391元/平米')
('https://image1.ljcdn.com/610100-inspection/test-98d15ae2-c216-4d1a-a697-9e5424567e83.png.296x216.jpg', '浐河地铁口 水岸东方2期 宜居 交通方便 全明朝南', '水岸东方2期  ', '中楼层(共18层)板塔结合  -  浐灞', '125万', '单价13462元/平米')
('', '水岸东方二期 南北通透三居室 中低楼层 满三满二', '水岸东方2期  ', '低楼层(共18层)板塔结合  -  浐灞', '180万', '单价14487元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a584be8d-73c7-4ded-a31c-7c6e17a629f1.png.296x216.jpg', '浐灞半岛A10区 领事馆生态区 教育医疗配套成熟 近地铁', '浐灞半岛A10区  ', '高楼层(共31层)板塔结合  -  浐灞', '140万', '单价15145元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e7acd681-8d1f-4820-b87f-a70ba7cc6209.png.296x216.jpg', '满五满二平层，采光好，随时看房空房出售', '东方罗马花园  ', '中楼层(共27层)板塔结合  -  浐灞', '100万', '单价15889元/平米')
('https://image1.ljcdn.com/610100-inspection/6c04a9df-29c6-4976-af96-b211d6ca5d9d.jpg.296x216.jpg', '满五满二，南北通透户型好，业主急售，适宜居住。', '冠昌金域湾畔  ', '高楼层(共9层)板楼  -  浐灞', '205万', '单价15750元/平米')
('https://image1.ljcdn.com/610100-inspection/b2b8214b-1dad-45f0-b3df-7230d8c44704.jpg.296x216.jpg', '上上墅 经典loft户型 精装自住 地铁口 公园旁', '上上墅  ', '低楼层(共18层)板塔结合  -  浐灞', '100万', '单价19128元/平米')
('', '沁水新城 小区入口 低楼层 出行方便 产证在手', '沁水新城  ', '低楼层(共18层)板塔结合  -  浐灞', '200万', '单价14489元/平米')
('https://image1.ljcdn.com/610100-inspection/318a862d-1f0a-4fcf-be29-ed283ca56f25.jpg.296x216.jpg', '两室一卫，全明户型，采光好，视野好', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '125万', '单价20029元/平米')
('https://image1.ljcdn.com/610100-inspection/test-bd16939c-d06e-4f90-b399-60278df7ef3f.png.296x216.jpg', '御锦城萨拉曼卡 精装三室 诚心出售', '御锦城萨拉曼卡  ', '中楼层(共9层)板楼  -  浐灞', '295万', '单价22349元/平米')
('https://image1.ljcdn.com/610100-inspection/0184f326-69d9-4cc5-8a2a-8eb46513c74d.jpg.296x216.jpg', '御锦城萨拉曼卡三室一厅一厨两卫', '御锦城萨拉曼卡  ', '中楼层(共9层)板楼  -  浐灞', '296万', '单价22065元/平米')
('', '御锦城二期纯南两居室，简装空房，看房提前联系', '御锦城鹭湾  ', '高楼层(共34层)板塔结合  -  浐灞', '127万', '单价14585元/平米')
('https://image1.ljcdn.com/610100-inspection/test-274da2cc-8c2c-4e01-a999-4375558cde03.png.296x216.jpg', '沁水新城 一室 精装修 满二满三 证在手可随时交易', '沁水新城  ', '低楼层(共24层)塔楼  -  浐灞', '63万', '单价17028元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9fd6ac33-bf58-4d8b-a471-6789bb3eb13e.png.296x216.jpg', '满五满二 产证在手 户型方正 视野采光好 业主急售', '凯森福景美地  ', '中楼层(共30层)塔楼  -  浐灞', '68万', '单价13077元/平米')
('https://image1.ljcdn.com/610100-inspection/f2fbb408-982c-4050-927b-a040d0edabda.jpg.296x216.jpg', '纯南两居室，小区环境好，业主诚心出售。', '浐灞半岛A15区  ', '低楼层(共18层)板塔结合  -  浐灞', '130万', '单价14695元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e6ab0c19-e5c8-457a-9230-a158cf8b4e42.png.296x216.jpg', '浐河地铁口 水岸东方 宜居小区 无浪费面积 各功能间大', '水岸东方1期  ', '低楼层(共18层)板塔结合  -  浐灞', '115万', '单价12860元/平米')
('', '咸宁东路 恒大绿洲精装三室 南北通透   随时看', '恒大绿洲  ', '低楼层(共11层)板塔结合  -  浐灞', '190万', '单价15080元/平米')
('https://image1.ljcdn.com/610100-inspection/f27cabdb-5448-4d92-bda8-20ddd96ef667.jpg.296x216.jpg', '全明三居  小区环境优美   地铁近', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '135万', '单价24316元/平米')
('https://image1.ljcdn.com/610100-inspection/a5a99f2f-0ad6-4f59-bcc5-1cbda268a4fa.jpg.296x216.jpg', '罗马复式两居 精装全配 小区环境优美', '东方罗马花园  ', '低楼层(共10层)板楼  -  浐灞', '52万', '单价20054元/平米')
('https://image1.ljcdn.com/610100-inspection/c19097c0-65e8-4697-82fb-c66ec07ec0bf.jpg.296x216.jpg', '翠屏湾二期 近地铁三号线满五满二 纯南户型 装修好', '翠屏湾二期  ', '中楼层(共20层)塔楼  -  浐灞', '110万', '单价22326元/平米')
('', '御锦城V青年精装一室诚意出售，满三不满二', '御锦城V青年  ', '中楼层(共30层)塔楼  -  浐灞', '76万', '单价15661元/平米')
('https://image1.ljcdn.com/610100-inspection/41fad4ca-9adb-4955-ac98-be0079f2f671.jpg.296x216.jpg', '龙湖香醍一室公寓楼，朝南，房间位置好。', '龙湖香醍国际社区  ', '低楼层(共32层)板楼  -  浐灞', '54万', '单价13370元/平米')
('https://image1.ljcdn.com/610100-inspection/test-9523b0f3-9ad5-4ab3-8642-f4db14f925fd.png.296x216.jpg', '园丁花苑二区 大三居 满三满二', '园丁花苑二区  ', '中楼层(共12层)暂无数据  -  浐灞', '135万', '单价10238元/平米')
('https://image1.ljcdn.com/610100-inspection/9f64aa2c-cc23-43e1-96e2-a0dea467de48.jpg.296x216.jpg', '浐河地铁口 精装三室 双阳卧 满三满二 诚售', '水岸东方2期  ', '低楼层(共26层)板塔结合  -  浐灞', '190万', '单价13625元/平米')
('https://image1.ljcdn.com/610100-inspection/f57a7403-e638-4923-b8f0-80e3d73b8d13.jpg.296x216.jpg', '浐灞半岛A11区 毛坯  2室2厅1卫', '浐灞半岛A11区  ', '中楼层(共27层)板塔结合  -  浐灞', '158万', '单价16355元/平米')
('', '龙湖香醍国际社区 1室0厅 52万', '龙湖香醍国际社区  ', '高楼层(共32层)板楼  -  浐灞', '52万', '单价13382元/平米')
('https://image1.ljcdn.com/610100-inspection/9ae02b02-149a-41f4-a3f4-74752ac3d6cd.jpg.296x216.jpg', '东三环 浐河地铁口 水岸东方 精装两室', '水岸东方2期  ', '中楼层(共22层)板塔结合  -  浐灞', '135万', '单价14738元/平米')
('', '五满二，交通便利，诚意出售，靠谱签约，户型合理。', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '82万', '单价20760元/平米')
('', '御锦城鹭湾 4室2厅 286万', '御锦城鹭湾  ', '低楼层(共11层)暂无数据  -  浐灞', '286万', '单价18767元/平米')
('https://image1.ljcdn.com/610100-inspection/test-b05f0754-f8dc-45a7-82fe-c8b445b4c26a.png.296x216.jpg', '灞河边 华夏文旅 砂之船奥特莱斯旁湾流两室精装可按揭', '湾流  ', '中楼层(共31层)板楼  -  浐灞', '116万', '单价15065元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a2394d4a-b28c-4c50-9d96-6c2244d2530f.png.296x216.jpg', '园丁花苑二区 3室2厅 140万', '园丁花苑二区  ', '高楼层(共12层)暂无数据  -  浐灞', '140万', '单价10617元/平米')
('https://image1.ljcdn.com/610100-inspection/f12d2f07-57c9-419d-80d0-92f7e66ba84b.jpg.296x216.jpg', '灞业大境 毛坯两居室 看房方便', '灞业大境  ', '高楼层(共33层)暂无数据  -  浐灞', '115万', '单价13181元/平米')
('https://image1.ljcdn.com/610100-inspection/458d4928-9a4b-4f91-bd61-b304195ff79b.jpg.296x216.jpg', '御锦城理想树，三室两厅一厨一卫，毛坯', '御锦城理想树  ', '中楼层(共34层)板塔结合  -  浐灞', '140万', '单价15608元/平米')
('', '纯南户型 明厨明卫 楼龄新 业主诚心出售  毛坯房', '灞业大境  ', '低楼层(共33层)板塔结合  -  浐灞', '150万', '单价12541元/平米')
('https://image1.ljcdn.com/610100-inspection/bf8191cb-553b-40a4-8c56-1c092742413c.jpg.296x216.jpg', '霸业大境 纯南两室 全明格局 近地铁', '灞业大境  ', '中楼层(共32层)板塔结合  -  浐灞', '135万', '单价14895元/平米')
('https://image1.ljcdn.com/610100-inspection/c823715a-40a6-475b-a354-2487235b6be8.jpg.296x216.jpg', '温馨实惠1居室，户型方正，采光良好，诚心出售', '东方罗马花园  ', '中楼层(共12层)板楼  -  浐灞', '70万', '单价15823元/平米')
('', '浐灞半岛A15区 2室2厅 150万', '浐灞半岛A15区  ', '中楼层(共11层)板塔结合  -  浐灞', '150万', '单价17167元/平米')
('', '高科绿水东城 精装 家具家电全带', '高科绿水东城  ', '低楼层(共18层)暂无数据  -  浐灞', '203万', '单价12602元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d9526cd1-c019-45ac-b42c-5ce695a6fd6c.png.296x216.jpg', '御锦城 精装修，新房带家具家电，明星房出售', '御锦城九珑湾  ', '低楼层(共33层)板塔结合  -  浐灞', '110万', '单价13884元/平米')
('https://image1.ljcdn.com/610100-inspection/test-bb9b2d0b-f0f6-4dda-a5dd-57460a83373a.png.296x216.jpg', '南北通透三居室，近城市广场 ，临桃花潭地铁口。', '浐灞半岛A10区  ', '低楼层(共17层)板塔结合  -  浐灞', '210万', '单价14934元/平米')
('https://image1.ljcdn.com/610100-inspection/002e57ac-de63-4ff1-ad8a-2819ae2f35f5.jpg.296x216.jpg', '城北 东方罗马花园 简装2室1厅', '东方罗马花园  ', '低楼层(共10层)板楼  -  浐灞', '85万', '单价19532元/平米')
('https://image1.ljcdn.com/610100-inspection/06b3613d-a98e-4e8f-a39c-80d60bf799b9.jpg.296x216.jpg', '东郊长乐东路与浐河边交界处理想树 满三年  随时可看', '御锦城理想树  ', '中楼层(共34层)暂无数据  -  浐灞', '133万', '单价15159元/平米')
('', '主朝向为南，采光好；中高楼层，视野好；精装修，', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '83万', '单价19303元/平米')
('https://image1.ljcdn.com/610100-inspection/21bd42af-f559-4268-b44c-9d7001647218.jpg.296x216.jpg', '高科绿水东城精装全南两居室 业主诚心出售 可拎包入住', '高科绿水东城  ', '高楼层(共33层)板塔结合  -  浐灞', '120万', '单价13748元/平米')
('https://image1.ljcdn.com/610100-inspection/e0e315bc-eef4-4f63-95a3-08cf01e945a3.jpg.296x216.jpg', '上上墅温馨3室，满三满二，户型方正，业主诚心出售。', '上上墅  ', '低楼层(共18层)板塔结合  -  浐灞', '140万', '单价21920元/平米')
('', '通透三居，近地铁，近浐河，近 学 校，近商 业区。', '浐灞半岛A10区  ', '高楼层(共24层)板塔结合  -  浐灞', '186万', '单价16784元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/595bc5e7-ae9a-4a7d-bdf9-e884c45fd5fa.png.280x210.jpg', '底复带花园，临 近地铁口，浐河边，性 价 高品质小区', '振业泊墅  ', '低楼层(共32层)板楼  -  浐灞', '350万', '单价15343元/平米')
('', '颐馨湿地壹號 3室2厅 108万', '颐馨湿地壹號  ', '低楼层(共30层)板塔结合  -  浐灞', '108万', '单价8504元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadcdaf272c-a8e8-49b4-971e-5a057920b804.jpg.296x216.jpg', '三号地铁口，浐河边上，桃花潭旁，毛坯房，可塑造性强', '振业泊墅  ', '中楼层(共32层)板楼  -  浐灞', '380万', '单价14542元/平米')
('https://image1.ljcdn.com/610100-inspection/test-73d48d21-d382-4645-88bd-07d3b06f5f7b.png.296x216.jpg', '户型方正 南北通透 小区环境好', '金裕青青家园  ', '中楼层(共6层)板楼  -  浐灞', '101万', '单价9949元/平米')
('https://image1.ljcdn.com/610100-inspection/fe22a1d9-faed-48c4-b2bc-844eea12cd4e.jpg.296x216.jpg', '此房满三满二 交通便利 采光充足 中高楼层 诚心出售', '御锦城V青年  ', '高楼层(共30层)塔楼  -  浐灞', '135万', '单价15000元/平米')
('https://image1.ljcdn.com/610100-inspection/test-ab5df491-e9b1-4fb6-bae0-b88755dd5886.png.296x216.jpg', '沁水新城   简欧婚房  大两居  业主诚心出售', '沁水新城  ', '中楼层(共15层)板塔结合  -  浐灞', '140万', '单价14156元/平米')
('', '长乐坡地铁口，龙湖香醍，精装修，大开间，', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '49万', '单价12610元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a574cbc1-3c0a-49c3-8f74-b1cf7e6954ec.png.296x216.jpg', '御锦城二期 简装三室 南北通透 交通便利 满三满二', '御锦城鹭湾  ', '中楼层(共34层)板塔结合  -  浐灞', '190万', '单价15448元/平米')
('https://image1.ljcdn.com/610100-inspection/test-3650f4e5-baf7-4b59-a313-7ba6a2839f43.png.296x216.jpg', '高楼层无遮挡，视野开阔，采光充足', '水岸东方1期  ', '高楼层(共25层)板楼  -  浐灞', '128万', '单价13570元/平米')
('https://image1.ljcdn.com/610100-inspection/test-d377dcfd-0400-48e1-8a0e-4cb0dcaf9baa.png.296x216.jpg', '楼栋位置好，户型方正，采光充足', '凯森福景美地  ', '中楼层(共30层)塔楼  -  浐灞', '70万', '单价13603元/平米')
('', '70年产权公寓,满三满二房本在手，业主随时可签约', '龙湖香醍国际社区  ', '高楼层(共32层)板楼  -  浐灞', '51万', '单价13341元/平米')
('', '业主靠谱出售，东方罗马三居户型，精装自住', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '129万', '单价22832元/平米')
('https://image1.ljcdn.com/610100-inspection/test-ce1f25f8-0d14-432d-81ec-503327565560.png.296x216.jpg', '御锦城理想树，3室1厅1厨1卫，毛坯。', '御锦城理想树  ', '高楼层(共34层)暂无数据  -  浐灞', '125万', '单价14247元/平米')
('https://image1.ljcdn.com/610100-inspection/test-6c6f1b3d-d63a-428b-8406-e2cee007bf8b.png.296x216.jpg', '满三满二，精装，南北通透，高楼层，交通便利。', '振业泊公馆  ', '中楼层(共31层)暂无数据  -  浐灞', '240万', '单价17204元/平米')
('https://image1.ljcdn.com/610100-inspection/eb0be80f-090a-46f1-add3-373468aa9e38.jpg.296x216.jpg', '东三环 地铁一号线 水岸东方 精装全带 刚需婚房优选', '水岸东方1期  ', '低楼层(共28层)板塔结合  -  浐灞', '132万', '单价14391元/平米')
('https://image1.ljcdn.com/610100-inspection/4ad8d47a-26b3-4193-9b0d-59673a4b6fa3.jpg.296x216.jpg', '南北通透，采光充足，带家具家电，精装修', '上上墅  ', '高楼层(共18层)板塔结合  -  浐灞', '97万', '单价23323元/平米')
('', '中建尚城 3室2厅 240万', '中建尚城  ', '中楼层(共20层)暂无数据  -  浐灞', '240万', '单价18937元/平米')
('https://image1.ljcdn.com/610100-inspection/test-e87b9afa-c293-40fa-81b7-73cf97e361c5.png.296x216.jpg', '翠屏湾 满五满二，南北通透，楼层好视野宽阔', '翠屏湾1期  ', '中楼层(共6层)板楼  -  浐灞', '180万', '单价12623元/平米')
('https://image1.ljcdn.com/610100-inspection/test-62f700ee-96fc-4d8e-a143-cf769f6ec246.png.296x216.jpg', '毛坯房，三室两厅，面积大，楼层居中，采光好', '灞业大境  ', '中楼层(共32层)板塔结合  -  浐灞', '179万', '单价13749元/平米')
('', '检察院小区，四室两厅一厨两卫，简单装修', '检察院小区  ', '中楼层(共6层)暂无数据  -  浐灞', '120万', '单价6448元/平米')
('', '浐河地铁口  精装三室 赠送十平米超大阳台及家具家电', '水岸东方1期  ', '高楼层(共28层)塔楼  -  浐灞', '190万', '单价15071元/平米')
('', '长乐坡地铁口龙湖香醍1室出售，交通便利，生活方便。', '龙湖香醍国际社区  ', '中楼层(共32层)板楼  -  浐灞', '51万', '单价12624元/平米')
('', 'loft小户型 两室精装修 家具家电赠送 拎包入住', '翠屏湾二期  ', '低楼层(共20层)塔楼  -  浐灞', '110万', '单价22386元/平米')
('', '御锦城二期小洋房4居室，満三满二，南北通透', '御锦城鹭湾  ', '低楼层(共18层)板楼  -  浐灞', '260万', '单价20505元/平米')
('https://image1.ljcdn.com/610100-inspection/dfcd3063-905a-4ec3-9bd9-aa0913602895.jpg.296x216.jpg', '沁水新城 3室2厅 178万', '沁水新城  ', '高楼层(共18层)板塔结合  -  浐灞', '178万', '单价13611元/平米')
('https://image1.ljcdn.com/610100-inspection/96f44e89-b0d3-431b-8514-5ab75581e28c.jpg.296x216.jpg', '龙湖香醍中高层两室两厅，纯南向，满五满二诚意出售。', '龙湖香醍国际社区  ', '中楼层(共34层)板楼  -  浐灞', '145万', '单价16122元/平米')
('https://image1.ljcdn.com/610100-inspection/d8396098-8e0e-4ccf-9e99-2c2a6197e132.jpg.296x216.jpg', '恒大绿洲  3室2厅1厨2卫 满五满二', '恒大绿洲  ', '高楼层(共11层)板塔结合  -  浐灞', '200万', '单价15877元/平米')
('', '灞业大境两室精装房，地理位置佳，生活服务便利。', '灞业大境  ', '中楼层(共34层)暂无数据  -  浐灞', '140万', '单价17731元/平米')
('https://image1.ljcdn.com/610100-inspection/test-40044d41-c828-4587-b28c-eac88c822254.png.296x216.jpg', '浐灞生态区，3号线地铁口，精装修，一居室，拎包入住', '浐灞半岛A6区  ', '中楼层(共18层)塔楼  -  浐灞', '95万', '单价16883元/平米')
('https://image1.ljcdn.com/610100-inspection/77ec9c99-935c-49e3-8b2a-1963426ff1f3.jpg.296x216.jpg', '3室2厅满三满二，业主靠谱出售', '凯森福景美地  ', '高楼层(共30层)塔楼  -  浐灞', '170万', '单价12978元/平米')
('', '浐河东岸  水岸东方   精装两室 西南朝向 满三满二', '水岸东方1期  ', '高楼层(共28层)塔楼  -  浐灞', '113万', '单价13453元/平米')
('', '枫林九溪 3室2厅 360万', '枫林九溪  ', '高楼层(共5层)暂无数据  -  浐灞', '360万', '单价16966元/平米')
('https://image1.ljcdn.com/610100-inspection/0f6d72f9-850c-45ff-8f0e-42ebac4c9275.jpg.296x216.jpg', '御锦城三期标准一室一厅 业主靠谱出售', '御锦城V青年  ', '高楼层(共34层)塔楼  -  浐灞', '75万', '单价15577元/平米')
('', '明林庭苑 精装两室 满三满二 诚心出售', '明林庭苑  ', '高楼层(共18层)暂无数据  -  浐灞', '103万', '单价11550元/平米')
('', '靠谱出售！稀有把头三居两卫，西南朝向户型好，采光好', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '126万', '单价22893元/平米')
('https://image1.ljcdn.com/610100-inspection/8234db6e-e784-4ef5-bc11-e56e89051a83.jpg.296x216.jpg', '经典复式 两居南北房 业主自住好房户型合理 满三满二', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '95万', '单价21804元/平米')
('https://image1.ljcdn.com/610100-inspection/a9736d32-d0e1-41f5-abd3-b93a78effaec.jpg.296x216.jpg', '罗马嘉园南北通透，简单装修，带家具，户型方正', '上上墅  ', '高楼层(共18层)板塔结合  -  浐灞', '90万', '单价21640元/平米')
('https://image1.ljcdn.com/610100-inspection/1eecffff-a699-4bf1-a1cf-4f06665ba720.jpg.296x216.jpg', '长乐小区 长乐坡地铁口 满五满二 业主诚心出售', '长乐小区  ', '低楼层(共7层)暂无数据  -  浐灞', '145万', '单价11102元/平米')
('', '房子满三满二  房本在手   带花园', '檀香园  ', '低楼层(共11层)板楼  -  浐灞', '260万', '单价16250元/平米')
('https://image1.ljcdn.com/610100-inspection/test-3f54b93c-cdf3-47e3-a27c-7301ca8ffc55.png.296x216.jpg', '长乐府 1室1厅 74万', '长乐府  ', '中楼层(共14层)板塔结合  -  浐灞', '74万', '单价14505元/平米')
('https://image1.ljcdn.com/610100-inspection/92833fa5-06c1-4064-8691-aab55b0f44a1.jpg.296x216.jpg', '房子南北通透，户型方正，采光好', '凯森福景美地  ', '高楼层(共30层)塔楼  -  浐灞', '169万', '单价11640元/平米')
('', '复式两居，交通便利，诚心出售，小区绿化好，', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '105万', '单价19812元/平米')
('https://image1.ljcdn.com/610100-inspection/test-c82df686-ceb1-4d71-95fd-a81256818250.png.296x216.jpg', '118+22平，四室南北通透，超精装拎包入住，近地铁口', '振业泊公馆  ', '低楼层(共27层)暂无数据  -  浐灞', '220万', '单价18657元/平米')
('https://image1.ljcdn.com/610100-inspection/test-bc516c45-b1fe-42b1-aa02-a2b6a641047f.png.296x216.jpg', '御锦城精装两居室，带花园，精装修，看房提前联系', '御锦城V青年  ', '低楼层(共28层)暂无数据  -  浐灞', '120万', '单价16938元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d37763ad-cd35-429e-bdd3-3b399a7bb4d0.png.280x210.jpg', 'loft精装两室 送家具家电 满三满二', '翠屏湾二期  ', '高楼层(共20层)塔楼  -  浐灞', '102万', '单价20482元/平米')
('', '龙湖香醍一期一室公寓 产权清晰 交通便利', '龙湖香醍国际社区  ', '低楼层(共32层)板楼  -  浐灞', '58万', '单价14375元/平米')
('https://image1.ljcdn.com/610100-inspection/2e3664b7-b23a-4c38-99be-84e7134ec365.jpg.296x216.jpg', '东方罗马花园 大三居 全明户型  地铁口', '东方罗马花园  ', '低楼层(共16层)板塔结合  -  浐灞', '130万', '单价20635元/平米')
('https://image1.ljcdn.com/610100-inspection/9c00fd14-c92f-44d6-930f-ad3ddaae873a.jpg.296x216.jpg', '浐灞半岛标准一室一厅，满五满二，精装修送家具家电', '浐灞半岛A6区  ', '低楼层(共18层)塔楼  -  浐灞', '88万', '单价15612元/平米')
('https://image1.ljcdn.com/610100-inspection/32fd08c6-d1d3-4c7d-8d3c-399412e5cf03.jpg.296x216.jpg', '翠屏湾3室朝南采光好 -__-', '翠屏湾1期  ', '高楼层(共18层)塔楼  -  浐灞', '160万', '单价14447元/平米')
('https://image1.ljcdn.com/610100-inspection/6e560d6a-34d2-4e71-999e-b2b0b6531ab1.jpg.296x216.jpg', '翠屏湾二期 满五满二复式简装 集中供暖 随时看房', '翠屏湾二期  ', '高楼层(共20层)塔楼  -  浐灞', '104万', '单价21212元/平米')
('', '水电便宜 交通方便 户型周正 日照充足', '灞电新苑  ', '高楼层(共20层)暂无数据  -  浐灞', '150万', '单价13375元/平米')
('https://image1.ljcdn.com/610100-inspection/test-29bbc40f-6f47-4b87-adb7-0be82a980fe1.png.296x216.jpg', '精装一室平层满三满二房本在手价格优惠随时签约', '东方罗马花园  ', '高楼层(共27层)板塔结合  -  浐灞', '63万', '单价13696元/平米')
('https://image1.ljcdn.com/610100-inspection/fcd825e5-49c0-4c33-a52a-53d0287f1180.jpg.296x216.jpg', '房子户型方正，南北通透，采光好，交通便利，环境好、', '上上墅  ', '高楼层(共18层)板塔结合  -  浐灞', '101万', '单价24285元/平米')
('', '龙湖香醍国际社区 2室2厅 140万', '龙湖香醍国际社区  ', '低楼层(共33层)暂无数据  -  浐灞', '140万', '单价15910元/平米')
('https://image1.ljcdn.com/610100-inspection/test-3cd06e9c-9f8e-4eb9-8483-b091e456eb03.png.296x216.jpg', '檀香园 浐河畔 精装两室 阳台面积赠送', '檀香园  ', '中楼层(共26层)板塔结合  -  浐灞', '110万', '单价13750元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadfa58f93a-f496-4c62-b5f6-cd609995c805.jpg.296x216.jpg', '桃花潭地铁口，尽享桃花潭美景，精装修，赠送面积大', '振业泊公馆  ', '低楼层(共31层)暂无数据  -  浐灞', '185万', '单价19979元/平米')
('', '满五满二近地铁精装修家具家电全带业主诚心出售', '东方罗马花园  ', '中楼层(共16层)板塔结合  -  浐灞', '105万', '单价21055元/平米')
('', '御锦城三期 精装全带 经典三居室 满三满二 诚心出售', '御锦城V青年  ', '高楼层(共34层)塔楼  -  浐灞', '146万', '单价15908元/平米')
('https://image1.ljcdn.com/610100-inspection/test-7d5498bc-75a8-492c-964a-31decaeb485d.png.296x216.jpg', '满五满二平层，东向采光好，随时看房可拎包入住', '东方罗马花园  ', '低楼层(共27层)板塔结合  -  浐灞', '82万', '单价14124元/平米')
('https://image1.ljcdn.com/610100-inspection/3eae1236-6831-44cc-ae8e-a66717808d06.jpg.296x216.jpg', '御 锦 城 两 室 两 厅 一 厨 一 卫', '御锦城鹭湾  ', '低楼层(共34层)板塔结合  -  浐灞', '135万', '单价17375元/平米')
('https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadc8ed69ef-298e-4bfd-a652-6de804e67521.jpg.296x216.jpg', '业主靠谱出售，房子不满二不满二不满二', '浐灞半岛A11区  ', '低楼层(共27层)板塔结合  -  浐灞', '185万', '单价14913元/平米')
('', '枫林九溪 灞河公园旁 位置好 诚心出售', '枫林九溪  ', '高楼层(共6层)暂无数据  -  浐灞', '200万', '单价16261元/平米')
('https://image1.ljcdn.com/610100-inspection/test-f6702ec3-7672-484f-b24a-4db00a14ee68.png.296x216.jpg', '桃花潭旁欧式全新精装未住，大四房，地铁房环境好', '振业泊公馆  ', '低楼层(共32层)板塔结合  -  浐灞', '210万', '单价16714元/平米')
('https://image1.ljcdn.com/610100-inspection/test-c1b3ba53-da2a-4cde-8eae-e05e6052e573.png.296x216.jpg', '丽水花都 半坡地铁口 唐都医院 半坡遗址公园', '丽水花都  ', '中楼层(共6层)板楼  -  浐灞', '109万', '单价12635元/平米')
('', '龙湖香醍国际社区 1室0厅 53万', '龙湖香醍国际社区  ', '高楼层(共32层)板楼  -  浐灞', '53万', '单价13123元/平米')
('https://image1.ljcdn.com/610100-inspection/test-a2fed815-bd51-4b71-9282-b68e543fa0a0.png.296x216.jpg', '桃花潭边精装两室，全明格局，满三满二，拎包入住', '冠昌金域湾畔  ', '低楼层(共26层)板塔结合  -  浐灞', '137万', '单价15918元/平米')
('https://image1.ljcdn.com/610100-inspection/test-2616db08-3e44-4848-abdc-ac24308c757a.png.296x216.jpg', '龙湖香醍公寓   满三满二  诚心出售', '龙湖香醍国际社区  ', '低楼层(共32层)板楼  -  浐灞', '54万', '单价13367元/平米')
('', '浐灞半岛A6区 领事馆生态区 教育医疗配套成熟 近地铁', '浐灞半岛A6区  ', '中楼层(共11层)板塔结合  -  浐灞', '130万', '单价16704元/平米')
('', '丽水花都 业主靠谱出售 满五满二业主自己住 精装修', '丽水花都  ', '低楼层(共27层)板楼  -  浐灞', '115万', '单价12988元/平米')
('https://image1.ljcdn.com/610100-inspection/5f3edef1-4a46-4e97-8a82-f661b7fdbee4.jpg.296x216.jpg', '丽水花都 业主靠谱出售 满五满二业主自己住 精装修', '丽水花都  ', '高楼层(共6层)板楼  -  浐灞', '128万', '单价13196元/平米')
('https://image1.ljcdn.com/610100-inspection/29ba66ea-702a-4a03-a3cc-a1dcf12721cd.jpg.296x216.jpg', '广泰门地铁纯南户型满五满二随时可签东方罗马花园复式', '东方罗马花园  ', '高楼层(共16层)板塔结合  -  浐灞', '100万', '单价20029元/平米')
