('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/aa6f981a-b51b-40ea-83a5-0ba76f23d65d.png.280x210.jpg', '亿达品质 LOFT跃层 中间楼层 视野好', '亿达软景中心  | 1室1厅 | 42.28平米 | 东北 | 简装 | 有电梯', '中楼层(共20层)2014年建板楼  -  软件园', '83万', '单价19632元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4ba946e0-d6a5-46dd-ae12-92b1902ca633.png.280x210.jpg', '小平岛海悦山，三室好房，南向好房出售', '小平岛海悦山  | 3室2厅 | 108平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2011年建板楼  -  小平岛', '220万', '单价20371元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1c16d89b-3213-40ad-8d38-5ba0e3664346.png.296x216.jpg', '高新园区小平岛海悦山 赠送32平 精装修 三室两厅两卫', '小平岛海悦山  | 3室2厅 | 99.9平米 | 东 南 | 精装 | 有电梯', '低楼层(共31层)2011年建板楼  -  小平岛', '230万', '单价23024元/平米')
('https://image1.ljcdn.com/210200-inspection/004130a6-33d7-4952-b09c-a1b232902852.jpg.296x216.jpg', '高新园封闭次新小区精装修2室低楼层有电梯', '学仕名府  | 2室1厅 | 73.43平米 | 南 北 | 精装 | 有电梯', '低楼层(共33层)2014年建板楼  -  凌水', '165万', '单价22471元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7d6c776c-cdf5-4d83-98a4-07b5ea681f3d.png.280x210.jpg', '精装两室拎包入住，近地铁近万达交通便利', '因特摩尔  | 2室1厅 | 59.23平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2011年建塔楼  -  万达', '120万', '单价20261元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/877a52a2-908f-4d90-9513-9424825937aa.png.280x210.jpg', '小平岛精装南北两室.拎包就住.', '小平岛海角七号  | 2室1厅 | 72.74平米 | 东南 北 | 精装 | 有电梯', '高楼层(共34层)2011年建板楼  -  小平岛', '140万', '单价19247元/平米')
('', '房子总房款低，光线视野好，交通方便', '凌源街  | 1室1厅 | 36.8平米 | 东 | 简装 | 无电梯', '高楼层(共7层)1981年建板楼  -  学府', '48.8万', '单价13261元/平米')
('', '柏悦国际公寓 1室0厅 55万', '柏悦国际公寓  | 1室0厅 | 36.31平米 | 西 | 其他 | 有电梯', '中楼层(共31层)2012年建板楼  -  万达', '55万', '单价15148元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b58adba7-dae9-4e95-b98a-9a00b970750e.png.280x210.jpg', '恒瑞坦城 2室1厅 120万', '恒瑞坦城  | 2室1厅 | 65平米 | 西南 | 其他 | 有电梯', '高楼层(共30层)2015年建板楼  -  凌水', '120万', '单价18462元/平米')
('', '高新区 万达广场 一室精装 户型好 地角好 近车站', '翰林观海公寓  | 1室1厅 | 48.78平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  学府', '87万', '单价17836元/平米')
('https://image1.ljcdn.com/210200-inspection/test-85912ad4-3b40-450a-a653-d0b710b131f1.png.296x216.jpg', '芝麻街 1室0厅 90万', '芝麻街  | 1室0厅 | 56.29平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2010年建塔楼  -  万达', '90万', '单价15989元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fe240de4-8eba-4a0a-850e-c906338c4a1b.png.280x210.jpg', '宏都峰景 3室1厅 360万', '宏都峰景  | 3室1厅 | 143.9平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2012年建板楼  -  万达', '360万', '单价25018元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d3cffc65-6905-4650-b5f6-4191a1e0a852.png.280x210.jpg', '小平岛亲海园A2组团 3室2厅 248万', '小平岛亲海园A2组团  | 3室2厅 | 126平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2008年建板楼  -  小平岛', '248万', '单价19683元/平米')
('', '海逸诺丁山 3室2厅 170万', '海逸诺丁山  | 3室2厅 | 66.32平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2015年建板楼  -  万达', '170万', '单价25634元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d739f957-3f04-4330-918b-e3762b64b4c1.png.296x216.jpg', '哈佛世纪，三室两厅两卫，婚房装修，交通方便，次新房', '哈佛世纪  | 3室2厅 | 136平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2014年建板楼  -  凌水', '275万', '单价20221元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c06bcbef-1bfb-47a0-b402-c7ecef828dce.png.280x210.jpg', '哈佛世纪 2室2厅 229万', '哈佛世纪  | 2室2厅 | 91.76平米 | 南 北 | 精装 | 有电梯', '中楼层(共29层)2014年建板楼  -  凌水', '229万', '单价24957元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8b1bb7c3-49f2-47eb-beb0-1e4f7e5aabd6.png.296x216.jpg', '斯坦福院落 3室2厅 269万', '斯坦福院落  | 3室2厅 | 111.2平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2008年建板楼  -  软件园', '269万', '单价24191元/平米')
('https://image1.ljcdn.com/210200-inspection/00c372f2-6805-4c55-b8a3-66ad53a4eb75.jpg.296x216.jpg', '育明高中 2室2厅 185万', '育明高中  | 2室2厅 | 105平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  学府', '185万', '单价17620元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f7766fe2-d53e-42a0-92df-1ee7717a8cd9.png.280x210.jpg', '恒瑞坦城 1室1厅 80万', '恒瑞坦城  | 1室1厅 | 48平米 | 东北 | 其他 | 有电梯', '中楼层(共29层)2015年建板楼  -  凌水', '80万', '单价16667元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/325d0dab-27a0-4507-a7a3-502692ce1e7b.png.280x210.jpg', '万达海景公寓 1室1厅 68万', '万达海景公寓  | 1室1厅 | 51平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2013年建板楼  -  万达', '68万', '单价13334元/平米')
('', '中海紫御观邸四期 2室2厅 212万', '中海紫御观邸四期  | 2室2厅 | 83.14平米 | 东 南 北 | 其他 | 有电梯', '高楼层(共26层)2013年建板楼  -  万达', '212万', '单价25500元/平米')
('', '万达海公馆 7室2厅 2567万', '万达海公馆   | 联排别墅 | 7室2厅 | 379.86平米 | 南 北 | 毛坯 | 有电梯', '3层2015年建暂无数据  -  万达', '2567万', '单价67578元/平米')
('https://image1.ljcdn.com/210200-inspection/test-238ad6ce-2079-4669-be02-df06874cd52f.png.296x216.jpg', '大华锦绣华城一期 3室1厅 358万', '大华锦绣华城一期  | 3室1厅 | 121平米 | 南 北 | 精装 | 有电梯', '中楼层(共6层)2010年建板楼  -  庙岭', '358万', '单价29587元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e6bd265d-9128-481c-82a1-9670951fb960.png.296x216.jpg', '小平岛亲海园A2组团 2室2厅 205万', '小平岛亲海园A2组团  | 2室2厅 | 95平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2008年建板楼  -  小平岛', '205万', '单价21579元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/99e0e49c-94b5-4fc2-81ff-46c9466f3c57.png.280x210.jpg', '高新园区，好楼层，单价11000，可改小两室，刚需', '百合IT家园  | 1室1厅 | 62.85平米 | 东北 | 精装 | 有电梯', '中楼层(共11层)2008年建板楼  -  凌水', '70万', '单价11138元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f5d75f9d-1e80-4b0a-be04-91ea1be72d15.png.296x216.jpg', '小平岛亲海园 2室2厅 220万', '小平岛亲海园  | 2室2厅 | 103平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  小平岛', '220万', '单价21360元/平米')
('', '理工园 1室1厅 75万', '理工园  | 1室1厅 | 49.62平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2000年建板楼  -  庙岭', '75万', '单价15115元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0c99d38c-a336-4520-825c-39810e6fb5c4.png.296x216.jpg', '东方圣克拉三期 2室1厅 210万', '东方圣克拉三期  | 2室1厅 | 78平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  庙岭', '210万', '单价26924元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ae13b2f3-136c-4982-aa16-622c9ce50ad3.png.280x210.jpg', '谷歌里 1室1厅 97万', '谷歌里  | 1室1厅 | 62.62平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  七贤岭', '97万', '单价15491元/平米')
('', '亿达康派 1室1厅 105万', '亿达康派  | 1室1厅 | 49.83平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2006年建板楼  -  软件园', '105万', '单价21072元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f5a968ba-e436-4727-a72e-ae2c36cfbf9c.png.280x210.jpg', '山海一家三期 2室2厅 175万', '山海一家三期  | 2室2厅 | 87平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2010年建板楼  -  万达', '175万', '单价20115元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4bf537e1-a0e5-4016-bf46-dac97b31c509.png.296x216.jpg', '高新园区龙湖物业经典三室两厅精装现房 小区中间位置', '大湖山语  | 3室2厅 | 115.6平米 | 南 北 | 精装', '低楼层(共33层)2015年建板楼  -  凌水', '237万', '单价20502元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cceab6ad-3143-40fd-9398-4329fe24b383.png.280x210.jpg', '大有文园 2室1厅 140万', '大有文园  | 2室1厅 | 70平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2012年建板楼  -  凌水', '140万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ad18a50a-c099-46e2-a483-1d96a95c79b9.png.296x216.jpg', '小平岛亲海园 4室2厅 380万', '小平岛亲海园  | 4室2厅 | 172平米 | 南 北 | 精装 | 有电梯', '中楼层(共20层)2007年建板楼  -  小平岛', '380万', '单价22094元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1d3b1801-3b43-49f7-a51f-2cb674f2c237.png.296x216.jpg', '君海阁 2室2厅 220万', '君海阁  | 2室2厅 | 99.34平米 | 南 北 | 精装 | 有电梯', '高楼层(共26层)2013年建板楼  -  万达', '220万', '单价22147元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/82cdbf5c-16ee-4e04-bc10-35ee5e93ee1e.png.280x210.jpg', '精装两室拎包入住，近地铁近万达交通便利', '因特摩尔  | 2室1厅 | 53.23平米 | 东北 | 其他 | 有电梯', '中楼层(共30层)2011年建塔楼  -  万达', '98万', '单价18411元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d01c0c8d-15a5-43f2-b865-d35513094c66.png.280x210.jpg', '中海紫御观邸二期 2室1厅 190万', '中海紫御观邸二期  | 2室1厅 | 93平米 | 南 | 简装 | 有电梯', '低楼层(共32层)2013年建板楼  -  万达', '190万', '单价20431元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fb44d9cb-4317-4a22-a806-2f4d61c217c5.png.280x210.jpg', '小平岛E西组团 3室2厅 208万', '小平岛E西组团  | 3室2厅 | 81.53平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2007年建板楼  -  小平岛', '208万', '单价25513元/平米')
('', '理工园 1室1厅 78万', '理工园  | 1室1厅 | 49.54平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  庙岭', '78万', '单价15745元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/bdacb79f-eedf-41be-a283-d37eb096a56c.png.280x210.jpg', '东方圣克拉三期 2室1厅 298万', '东方圣克拉三期  | 2室1厅 | 94.45平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  庙岭', '298万', '单价31552元/平米')
('https://image1.ljcdn.com/210200-inspection/test-69850bbd-299d-4b32-881a-8b9a355a6ad4.png.296x216.jpg', '中海品质小区 精装两室 自住保持好', '中海紫御观邸三期  | 2室2厅 | 84平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2014年建板楼  -  万达', '185万', '单价22024元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/df51a1ab-d94e-4f5d-9af5-5148377cc133.png.280x210.jpg', '高新园区精装三室南向视野好采光佳中间楼层', '因特摩尔  | 3室1厅 | 79.55平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2011年建塔楼  -  万达', '139万', '单价17474元/平米')
('https://image1.ljcdn.com/210200-inspection/test-17f6fc84-2132-4a99-93d9-cccbc8a134cc.png.296x216.jpg', '此房精装修70年公寓近万达精装修', 'MINI印象  | 1室1厅 | 56.27平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '86万', '单价15284元/平米')
('https://image1.ljcdn.com/210200-inspection/f57615ce-6a04-4650-b838-069b3e13c0c3.jpg.296x216.jpg', '中海华庭 4室3厅 680万', '中海华庭   | 联排别墅 | 4室3厅 | 190平米 | 南 北 | 精装 | 无电梯', '1层2009年建暂无数据  -  万达', '680万', '单价35790元/平米')
('https://image1.ljcdn.com/210200-inspection/test-64b9f7cc-d51e-444e-a7fd-d0cf23a88f02.png.296x216.jpg', '小平岛海角七号 2室2厅 199万', '小平岛海角七号  | 2室2厅 | 97平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  小平岛', '199万', '单价20516元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/864a14d8-e113-4c69-9ff9-03b9ec590a43.png.280x210.jpg', '谷歌里 2室1厅 92万', '谷歌里  | 2室1厅 | 57平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2009年建板楼  -  七贤岭', '92万', '单价16141元/平米')
('', '大华爱琴湾 2室1厅 180万', '大华爱琴湾  | 2室1厅 | 75.07平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2010年建板楼  -  庙岭', '180万', '单价23978元/平米')
('https://image1.ljcdn.com/210200-inspection/16b782fc-4c44-4f70-8f2e-7035fadda026.jpg.296x216.jpg', '理工园 2室1厅 83万', '理工园  | 2室1厅 | 64.64平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  庙岭', '83万', '单价12841元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6bffbe21-e3b5-43df-aa3d-b66f91e950c6.png.296x216.jpg', '小平岛亲海园A2组团 2室2厅 163万', '小平岛亲海园A2组团  | 2室2厅 | 84.5平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2008年建板楼  -  小平岛', '163万', '单价19290元/平米')
('', '大连天地悦翠台 5室2厅 500万', '大连天地悦翠台  | 5室2厅 | 182.75平米 | 南 北 | 毛坯', '低楼层(共3层)暂无数据  -  黄泥川', '500万', '单价27360元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cc6ec7b9-5dc8-4098-9b00-eedc845b54b2.png.296x216.jpg', '弘基二期 3室2厅 308万', '弘基二期  | 3室2厅 | 117.42平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  学府', '308万', '单价26231元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fa571020-bc2b-4e2d-9694-2c2a03e344c9.png.296x216.jpg', '悦丽海湾 2室2厅 185万', '悦丽海湾  | 2室2厅 | 91平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2014年建板楼  -  小平岛', '185万', '单价20330元/平米')
('', '东方圣克拉三期 3室2厅 300万', '东方圣克拉三期  | 3室2厅 | 117.13平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共32层)2015年建板楼  -  庙岭', '300万', '单价25613元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/59bee4c5-26cf-45da-8de5-5c82e2d33b9d.png.280x210.jpg', '中海紫御观邸二期 2室1厅 215万', '中海紫御观邸二期  | 2室1厅 | 92平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2013年建板楼  -  万达', '215万', '单价23370元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/879a5a47-7e50-4c2d-b338-56f217037cad.png.280x210.jpg', '东方圣克拉二期 4室2厅 480万', '东方圣克拉二期  | 4室2厅 | 191.47平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2011年建板楼  -  庙岭', '480万', '单价25070元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/354857e8-6d1f-4a90-89e2-69659bc8fbd2.png.280x210.jpg', '小平岛海悦山 1室0厅 66万', '小平岛海悦山  | 1室0厅 | 28.51平米 | 东北 | 其他 | 有电梯', '低楼层(共31层)2011年建板楼  -  小平岛', '66万', '单价23150元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/eb69f7a1-e555-4bb1-b72f-7dc711f15ec6.png.280x210.jpg', '软景E居 1室1厅 128万', '软景E居  | 1室1厅 | 47平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '128万', '单价27235元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8bc48947-f2c5-4e27-9501-5fa41cf74080.png.296x216.jpg', '亿达康派公寓 1室0厅 88万', '亿达康派公寓  | 1室0厅 | 39.26平米 | 东南 | 精装 | 有电梯', '中楼层(共24层)2006年建板楼  -  软件园', '88万', '单价22415元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2666f034-5cd0-4197-8ed0-8917eeb8a1d4.png.280x210.jpg', '东方圣克拉一期 3室2厅 400万', '东方圣克拉一期  | 3室2厅 | 136.74平米 | 南 北 | 精装 | 有电梯', '中楼层(共23层)2010年建板楼  -  庙岭', '400万', '单价29253元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e17fd3b4-a86d-4a33-853a-7140a2cb8661.png.296x216.jpg', '大华一期 正位置 电梯洋房 婚房60万装 自带家庭影院', '大华锦绣华城一期  | 3室2厅 | 90.66平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)2010年建板楼  -  庙岭', '318万', '单价35077元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f00f156d-941d-4112-87e4-aeb7e0d0de8b.png.280x210.jpg', '第8区 2室2厅 185万', '第8区  | 2室2厅 | 94.44平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  万达', '185万', '单价19590元/平米')
('https://image1.ljcdn.com/210200-inspection/test-973bfddc-af16-4ff9-a6b7-918720ec506d.png.296x216.jpg', 'MINI印象 1室0厅 83万', 'MINI印象  | 1室0厅 | 51平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '83万', '单价16275元/平米')
('', '中铁诺德滨海花园 2室2厅 152万', '中铁诺德滨海花园  | 2室2厅 | 76平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  七贤岭', '152万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3f17f68e-ba10-440c-a796-16614ad3ffb8.png.296x216.jpg', '斯坦福院落 3室2厅 265万', '斯坦福院落  | 3室2厅 | 114平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2008年建板楼  -  软件园', '265万', '单价23246元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9d7cd471-2353-49ea-a75d-c37ef55d4ad9.png.280x210.jpg', '华录园 2室1厅 99万', '华录园  | 2室1厅 | 61平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  万达', '99万', '单价16230元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ba2b64a3-5897-4438-a11e-90441ec4f3a9.png.296x216.jpg', '精装修三室，楼层好，楼间距大，采光好，出行方便', '亿达普罗旺斯二期  | 3室2厅 | 116.26平米 | 南 北 | 精装', '低楼层(共11层)2014年建板楼  -  小平岛', '245万', '单价21074元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b58adba7-dae9-4e95-b98a-9a00b970750e.png.280x210.jpg', '凌水万达软件园两室中间楼层适合刚需客户', '恒瑞坦城  | 2室1厅 | 64.98平米 | 西南 | 精装 | 有电梯', '中楼层(共30层)2015年建板楼  -  凌水', '138万', '单价21238元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0ba25df1-92f0-4468-92b2-72bafd25a5ed.png.296x216.jpg', '高新园 近软件园 精装修 圣克拉 1室0厅', '东方圣克拉公寓  | 1室0厅 | 55.15平米 | 东 | 精装 | 有电梯', '中楼层(共23层)2015年建板楼  -  庙岭', '98万', '单价17770元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7a5e42ce-269d-426f-ae68-9f19b1612b15.png.296x216.jpg', '小平岛E东组团 3室2厅 240万', '小平岛E东组团  | 3室2厅 | 127平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2007年建板楼  -  小平岛', '240万', '单价18898元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/879a5a47-7e50-4c2d-b338-56f217037cad.png.280x210.jpg', '东方圣克拉二期 2室1厅 220万', '东方圣克拉二期  | 2室1厅 | 83.5平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2011年建板楼  -  庙岭', '220万', '单价26348元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cdba06f8-c7e6-4904-9897-91ad22935f08.png.280x210.jpg', '万达海景公寓 1室0厅 66.3万', '万达海景公寓  | 1室0厅 | 39平米 | 北 | 精装 | 有电梯', '高楼层(共30层)2013年建板楼  -  万达', '66.3万', '单价17000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b4901c26-be97-44d9-b769-0bf1cc2e1109.png.280x210.jpg', '康桥小镇 2室2厅 152万', '康桥小镇  | 2室2厅 | 79.91平米 | 南 北 | 其他 | 有电梯', '中楼层(共8层)2010年建板楼  -  凌水', '152万', '单价19022元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/879a5a47-7e50-4c2d-b338-56f217037cad.png.280x210.jpg', '东方圣克拉二期 4室2厅 488万', '东方圣克拉二期  | 4室2厅 | 191.47平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)2011年建板楼  -  庙岭', '488万', '单价25488元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b5dfff81-dd47-40f3-8efb-fcd8d1ea3dc5.png.296x216.jpg', '中海紫御观邸三期 2室1厅 182万', '中海紫御观邸三期  | 2室1厅 | 83.05平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2014年建板楼  -  万达', '182万', '单价21915元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ab7b8f0f-9561-411d-bd71-d8a0e28909bb.png.280x210.jpg', '芝麻街中间楼层地铁房视野好手续清晰', '芝麻街  | 1室1厅 | 56.29平米 | 北 | 精装 | 有电梯', '中楼层(共28层)2010年建塔楼  -  万达', '83万', '单价14746元/平米')
('', '因特摩尔 2室1厅 186万', '因特摩尔  | 2室1厅 | 92.82平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2011年建塔楼  -  万达', '186万', '单价20039元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ad240f95-b970-4f62-ac24-d6067075ed00.png.296x216.jpg', '芝麻街 1室1厅 83万', '芝麻街  | 1室1厅 | 56平米 | 北 | 简装 | 有电梯', '中楼层(共28层)2010年建塔楼  -  万达', '83万', '单价14822元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5a3adc18-a2b0-40de-9acd-071a2d86c6df.png.280x210.jpg', '圣托里尼 1室1厅 77万', '圣托里尼  | 1室1厅 | 36平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  万达', '77万', '单价21389元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e5c8c476-f45c-446e-8a75-72486592865d.png.280x210.jpg', '中铁诺德滨海花园 2室1厅 155万', '中铁诺德滨海花园  | 2室1厅 | 70.73平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  七贤岭', '155万', '单价21915元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a341d72c-7c12-488c-975b-2c99b083e9a8.png.296x216.jpg', '双电梯 海景无限 房率高 纯实木装修 保持如新 大飘窗', '翰林观海  | 3室2厅 | 123.17平米 | 南 北 | 精装 | 有电梯', '高楼层(共19层)2003年建板楼  -  学府', '308万', '单价25007元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5ff7ca55-dba1-4fea-a1bc-8208c6f7071f.png.280x210.jpg', '凌水万达软件园两室中间楼层适合刚需客户', '恒瑞坦城  | 2室1厅 | 43.6平米 | 西南 | 精装 | 有电梯', '低楼层(共29层)2015年建板楼  -  凌水', '120万', '单价27523元/平米')
('https://image1.ljcdn.com/210200-inspection/test-94e43248-8fb3-4f24-9087-947e89710b63.png.296x216.jpg', '高新园区封闭小区，双南卧室南客厅，毛坯房没住过看海', '第8区  | 2室1厅 | 86.12平米 | 南 | 毛坯 | 有电梯', '中楼层(共33层)2012年建板楼  -  万达', '165万', '单价19160元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2246b3de-f187-4464-bade-8eb053137d72.png.280x210.jpg', '东方圣克拉公寓 2室1厅 168万', '东方圣克拉公寓  | 2室1厅 | 72.26平米 | 西南 | 其他 | 有电梯', '中楼层(共23层)2015年建板楼  -  庙岭', '168万', '单价23250元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/85071648-3fae-42fa-b20d-1df184ee2096.png.280x210.jpg', '万达海景公寓 1室0厅 66.3万', '万达海景公寓  | 1室0厅 | 39平米 | 北 | 精装 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '66.3万', '单价17000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/96c3920c-cffe-4eb9-b237-7165127fe34b.png.280x210.jpg', '嘉创东南北两室好房装修保持好每层仅一户这户型', '嘉创E人国际  | 2室1厅 | 63.8平米 | 东南 北 | 其他 | 有电梯', '高楼层(共24层)2011年建板楼  -  万达', '127万', '单价19906元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a30abb2b-f071-4307-8dc7-b9fc54c1b89b.png.280x210.jpg', '君海阁 3室1厅 242万', '君海阁  | 3室1厅 | 121平米 | 南 北 | 简装 | 有电梯', '中楼层(共28层)2013年建板楼  -  万达', '242万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6cf10066-c2d2-4b6f-9893-b7df3b76b0d6.png.296x216.jpg', '谷歌里 2室1厅 84.8万', '谷歌里  | 2室1厅 | 53平米 | 西南 | 其他 | 无电梯', '中楼层(共5层)2009年建板楼  -  七贤岭', '84.8万', '单价16000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/eca80656-d025-43f6-8785-a9ab031d105b.png.280x210.jpg', '东北财经大学家属楼 两室精装 封闭小区', '斯坦福院落  | 2室1厅 | 85.25平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2008年建板楼  -  软件园', '206万', '单价24165元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9ce3707b-3d19-4b6d-8dca-7e1ae843d47c.png.280x210.jpg', '海创半山壹号 3室2厅 240万', '海创半山壹号  | 3室2厅 | 132.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2011年建板楼  -  七贤岭', '240万', '单价18136元/平米')
