('https://image1.ljcdn.com/340100-inspection/d314142f-f3da-4dd7-ac64-9a151bec095b.JPG.296x216.jpg', '恒盛招牌敞亮大三房 南北双阳台 无遮挡采光', '恒盛皇家花园  | 3室2厅 | 132.96平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  林店', '170万', '单价12786元/平米')
('', '金宏豪庭 3室2厅 170万', '金宏豪庭  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共31层)2013年建板楼  -  海棠', '170万', '单价19541元/平米')
('', '融侨悦城 3室2厅 145万', '融侨悦城  | 3室2厅 | 108.97平米 | 南 北 | 其他', '低楼层(共18层)板楼  -  林店', '145万', '单价13307元/平米')
('https://image1.ljcdn.com/340100-inspection/0878d2d8-fed0-4a18-9572-7166dd87ab93.jpg.296x216.jpg', '卫庄小区  楼层好 采光足 业主诚心出售', '卫庄小区  | 4室2厅 | 120平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  森林公园', '140万', '单价11667元/平米')
('', '幸福人家 1室1厅 69.8万', '幸福人家  | 1室1厅 | 44平米 | 东 | 其他', '中楼层(共33层)2001年建板楼  -  亳州', '69.8万', '单价15864元/平米')
('', '银河湾花园 3室2厅 169万', '银河湾花园  | 3室2厅 | 104.26平米 | 南 | 其他', '中楼层(共6层)2013年建板楼  -  亳州', '169万', '单价16210元/平米')
('', '北美印象雅苑 3室2厅 190万', '北美印象雅苑  | 3室2厅 | 108平米 | 南 | 其他', '中楼层(共18层)2008年建板楼  -  海棠', '190万', '单价17593元/平米')
('', '荷塘月色 5室2厅 370万', '荷塘月色  | 5室2厅 | 235.96平米 | 南 | 其他', '高楼层(共11层)2006年建板楼  -  海棠', '370万', '单价15681元/平米')
('', '金域蓝湾 1室1厅 115万', '金域蓝湾  | 1室1厅 | 55.6平米 | 南 | 其他', '低楼层(共31层)2012年建板楼  -  亳州', '115万', '单价20684元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1791f8bc-639b-40e7-8794-34a7f89b2c93.jpg.296x216.jpg', '房龄新 带电梯 急售 精装修 四牌楼地铁口', '华侨广场住宅楼  | 2室2厅 | 133.9平米 | 南 北 | 其他', '高楼层(共27层)2009年建塔楼  -  逍遥津', '268万', '单价20015元/平米')
('', '阳光枫林 2室1厅 145万', '阳光枫林  | 2室1厅 | 85平米 | 南 | 其他', '低楼层(共12层)2004年建板楼  -  亳州', '145万', '单价17059元/平米')
('', '玉翠园 2室2厅 135万', '玉翠园  | 2室2厅 | 87.3平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  海棠', '135万', '单价15464元/平米')
('https://image1.ljcdn.com/340100-inspection/1c1751fc-f9fd-40ba-87b1-875d7025d509.jpg.296x216.jpg', '都市清华2室 楼层好 采光充足', '都市清华  | 2室2厅 | 102平米 | 南 | 其他', '中楼层(共11层)2006年建板楼  -  海棠', '175万', '单价17157元/平米')
('', '幸福人家 1室1厅 69.8万', '幸福人家  | 1室1厅 | 44平米 | 北 | 其他', '中楼层(共33层)2001年建板楼  -  亳州', '69.8万', '单价15864元/平米')
('', '万科森林公园御庭 3室2厅 260万', '万科森林公园御庭  | 3室2厅 | 110.28平米 | 南 北 | 其他', '低楼层(共28层)2015年建塔楼  -  森林公园', '260万', '单价23577元/平米')
('', '融侨观邸 3室2厅 268万', '融侨观邸  | 3室2厅 | 99.11平米 | 南 | 其他', '高楼层(共32层)2013年建塔楼  -  双岗', '268万', '单价27041元/平米')
('', '明发商业广场 2室2厅 136万', '明发商业广场  | 2室2厅 | 91.89平米 | 南 | 其他', '中楼层(共25层)2008年建塔楼  -  四里河', '136万', '单价14801元/平米')
('', '金域蓝湾 3室1厅 198万', '金域蓝湾  | 3室1厅 | 91平米 | 南 | 其他', '中楼层(共18层)2009年建板楼  -  亳州', '198万', '单价21759元/平米')
('', '价格便宜，生活方便，毛坯房，采光好', '荣凤苑小区  | 2室1厅 | 77.3平米 | 南 | 其他', '低楼层(共6层)2004年建板楼  -  林店', '77万', '单价9962元/平米')
('', '宿州路55号 3室1厅 145万', '宿州路55号  | 3室1厅 | 70平米 | 南 北 | 其他', '高楼层(共4层)暂无数据  -  逍遥津', '145万', '单价20715元/平米')
('', '碧水源 2室2厅 135万', '碧水源  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共26层)2010年建板楼  -  四里河', '135万', '单价16464元/平米')
('', '龙源丽景小户型  楼层好采光充足', '龙源丽景  | 1室1厅 | 43.46平米 | 北 | 其他', '中楼层(共25层)2012年建板楼  -  海棠', '80万', '单价18408元/平米')
('https://image1.ljcdn.com/340100-inspection/761bf1ac-422d-408b-b546-884024313611.JPG.296x216.jpg', '阜阳北路生活小区 2室1厅 60万', '阜阳北路生活小区  | 2室1厅 | 54.98平米 | 南 | 其他', '高楼层(共6层)板楼  -  杏林', '60万', '单价10914元/平米')
('', '北环阳光 3室2厅 136万', '北环阳光  | 3室2厅 | 94平米 | 南 北 | 其他', '中楼层(共11层)2013年建板楼  -  杏林', '136万', '单价14469元/平米')
('', '云滨花园 2室1厅 133万', '云滨花园  | 2室1厅 | 84.7平米 | 南 | 其他', '低楼层(共30层)2012年建塔楼  -  亳州', '133万', '单价15703元/平米')
('', '畅园新村 2室2厅 125万', '畅园新村  | 2室2厅 | 78平米 | 南 | 其他', '高楼层(共6层)1998年建板楼  -  亳州', '125万', '单价16026元/平米')
('', '云滨花园 1室1厅 92万', '云滨花园  | 1室1厅 | 66平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  亳州', '92万', '单价13940元/平米')
('https://image1.ljcdn.com/340100-inspection/587d8581-518d-4404-b46f-4230a20d6317.jpg.296x216.jpg', '红星路177号 4室2厅 336万', '红星路177号  | 4室2厅 | 111.87平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  三孝口', '336万', '单价30035元/平米')
('', '和煦园 3室1厅 144万', '和煦园  | 3室1厅 | 92平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  亳州', '144万', '单价15653元/平米')
('https://image1.ljcdn.com/340100-inspection/60056708-3c83-4f3c-bf34-df165cc23140.JPG.296x216.jpg', '祥源上城国际榆景苑 2室1厅 94万', '祥源上城国际榆景苑  | 2室1厅 | 55.06平米 | 南 | 其他', '低楼层(共11层)2010年建塔楼  -  双岗', '94万', '单价17073元/平米')
('', '恒盛皇家花园 2室2厅 112万', '恒盛皇家花园  | 2室2厅 | 84平米 | 南 | 其他', '高楼层(共29层)2013年建板楼  -  林店', '112万', '单价13334元/平米')
('', '金宏豪庭优质两房，链上你未来的家', '金宏豪庭  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共18层)2013年建板楼  -  海棠', '152万', '单价17079元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploade0996fcb-2e76-44e5-bbde-6129efdac5b4.jpg.296x216.jpg', '中铁国际城品园 总价低 业主诚售', '中铁国际城品园  | 1室1厅 | 42平米 | 西 | 其他', '低楼层(共34层)2016年建塔楼  -  四里河', '65万', '单价15477元/平米')
('', '融侨观邸 4室2厅 235万', '融侨观邸  | 4室2厅 | 99平米 | 南 北 | 其他', '低楼层(共32层)2013年建塔楼  -  双岗', '235万', '单价23738元/平米')
('', '为你而选为你为家 单价低 总价低 采光好', '城改美景人家  | 3室2厅 | 134.53平米 | 南 | 其他', '中楼层(共18层)2013年建板楼  -  杏林', '165万', '单价12265元/平米')
('', '龙源丽景 2室1厅 115万', '龙源丽景  | 2室1厅 | 65.1平米 | 南 | 其他', '中楼层(共25层)2012年建板楼  -  海棠', '115万', '单价17666元/平米')
('https://image1.ljcdn.com/340100-inspection/5862a7e3-aeae-4860-a6df-a5e90b5eea36.JPG.296x216.jpg', '绿都花园 1室1厅 51.8万', '绿都花园  | 1室1厅 | 42平米 | 南 北 | 其他', '中楼层(共6层)1998年建塔楼  -  双岗', '51.8万', '单价12334元/平米')
('', '领域花园 2室1厅 88万', '领域花园  | 2室1厅 | 52平米 | 南 | 其他', '低楼层(共31层)2008年建塔楼  -  海棠', '88万', '单价16924元/平米')
('', '华孚汇金 3室2厅 200万', '华孚汇金  | 3室2厅 | 130.9平米 | 南 北 | 其他', '中楼层(共27层)2008年建塔楼  -  海棠', '200万', '单价15279元/平米')
('', '华润橡树湾经典边户双卫户型诚心出售', '橡树湾  | 3室2厅 | 112.24平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  海棠', '250万', '单价22274元/平米')
('', '风荷苑 2室1厅 98万', '风荷苑  | 2室1厅 | 70.54平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  杏林', '98万', '单价13893元/平米')
('', '橡树湾 3室2厅 250万', '橡树湾  | 3室2厅 | 109平米 | 南 北 | 其他', '低楼层(共24层)2013年建塔楼  -  海棠', '250万', '单价22936元/平米')
('', '富世广场 1室0厅 170万', '富世广场  | 1室0厅 | 130.8平米 | 南 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '170万', '单价12997元/平米')
('', '祥源广场翡丽城 4室2厅 235万', '祥源广场翡丽城  | 4室2厅 | 123.61平米 | 南 北 | 其他', '中楼层(共28层)2013年建塔楼  -  亳州', '235万', '单价19012元/平米')
('', '中铁大户型4房，独栋小区，单独管理！', '中铁国际城广园  | 4室2厅 | 199.22平米 | 南 北 | 其他', '中楼层(共33层)2012年建板楼  -  杏花村', '320万', '单价16063元/平米')
('', '云滨花园 1室2厅 96万', '云滨花园  | 1室2厅 | 66平米 | 南 | 其他', '高楼层(共30层)2012年建塔楼  -  亳州', '96万', '单价14546元/平米')
('https://image1.ljcdn.com/340100-inspection/cdd3a656-08ba-4c31-990b-543b042d42c6.jpg.296x216.jpg', '新华文景苑 3室2厅 245万', '新华文景苑  | 3室2厅 | 149.32平米 | 南 | 其他', '低楼层(共11层)暂无数据  -  双岗', '245万', '单价16408元/平米')
('', '杏林花园 3室2厅 106万', '杏林花园  | 3室2厅 | 109.3平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  杏林', '106万', '单价9699元/平米')
('', '海棠别院南区 3室2厅 130万', '海棠别院南区  | 3室2厅 | 99.13平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  海棠', '130万', '单价13115元/平米')
('', '绿地精装交付，拎包入住，环境好', '绿地派克公馆  | 3室2厅 | 91平米 | 南 北 | 其他', '低楼层(共27层)2016年建塔楼  -  森林公园', '123万', '单价13517元/平米')
('', '融侨悦城 3室2厅 159万', '融侨悦城  | 3室2厅 | 114平米 | 南 北 | 其他', '中楼层(共33层)2017年建板楼  -  林店', '159万', '单价13948元/平米')
('', '双河三村 2室2厅 120万', '双河三村  | 2室2厅 | 85.5平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  双岗', '120万', '单价14036元/平米')
('https://image1.ljcdn.com/340100-inspection/409df59b-d9df-4362-9f91-68ddbabfec5d.jpg.296x216.jpg', '宿州路20号 2室1厅 186万', '宿州路20号  | 2室1厅 | 98.53平米 | 南 北 | 其他', '中楼层(共15层)暂无数据  -  逍遥津', '186万', '单价18878元/平米')
('', '杏林花园 2室1厅 80万', '杏林花园  | 2室1厅 | 65平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  杏林', '80万', '单价12308元/平米')
('', '长安天玺 4室2厅 560万', '长安天玺  | 4室2厅 | 221平米 | 南 | 其他', '低楼层(共29层)2014年建塔楼  -  亳州', '560万', '单价25340元/平米')
('', '碧水兰庭 2室2厅 115万', '碧水兰庭  | 2室2厅 | 93平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  林店', '115万', '单价12366元/平米')
('', '古井百花大厦 1室1厅 99万', '古井百花大厦  | 1室1厅 | 77.78平米 | 北 | 其他', '中楼层(共29层)塔楼  -  逍遥津', '99万', '单价12729元/平米')
('', '华孚广场旁天然轩小区毛坯两房 带有私家花园', '天然轩小区  | 2室2厅 | 89.8平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  杏花村', '108万', '单价12027元/平米')
('', '中铁国际城旭园 4室2厅 180万', '中铁国际城旭园  | 4室2厅 | 113.8平米 | 南 北 | 其他', '低楼层(共34层)2011年建板楼  -  杏花村', '180万', '单价15818元/平米')
('https://image1.ljcdn.com/340100-inspection/f659c78c-8d35-49c1-b834-6fd4146a9ec7.jpg.296x216.jpg', 'CBD中央广场 3室2厅 118万', 'CBD中央广场  | 3室2厅 | 105.41平米 | 南 | 其他', '高楼层(共23层)2003年建塔楼  -  三孝口', '118万', '单价11195元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b064be8f-63da-4b7c-832f-c48d9cfe4169.png.280x210.jpg', '怡景苑 1室1厅 92万', '怡景苑  | 1室1厅 | 50.68平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '92万', '单价18154元/平米')
('', '碧水源 2室1厅 130万', '碧水源  | 2室1厅 | 78.34平米 | 南 | 其他', '中楼层(共18层)2010年建板楼  -  四里河', '130万', '单价16595元/平米')
('', '融侨观邸 3室2厅 175万', '融侨观邸  | 3室2厅 | 80平米 | 南 | 其他', '中楼层(共32层)2013年建塔楼  -  双岗', '175万', '单价21875元/平米')
('', '融侨悦城 3室2厅 170万', '融侨悦城  | 3室2厅 | 122平米 | 南 北 | 其他', '低楼层(共26层)2017年建塔楼  -  林店', '170万', '单价13935元/平米')
('', '明发商业广场 3室2厅 245万', '明发商业广场  | 3室2厅 | 144.33平米 | 南 北 | 其他', '高楼层(共25层)2008年建塔楼  -  四里河', '245万', '单价16975元/平米')
('', '幸福人家 2室1厅 80万', '幸福人家  | 2室1厅 | 50.28平米 | 北 | 其他', '高楼层(共33层)2001年建板楼  -  亳州', '80万', '单价15911元/平米')
('', '亳州城 2室1厅 88万', '亳州城  | 2室1厅 | 78.76平米 | 南 | 其他', '高楼层(共7层)2002年建板楼  -  亳州', '88万', '单价11174元/平米')
('', '两居室，户型方正，拎包入住，看房方便', '碧水兰庭  | 2室2厅 | 93平米 | 南 | 其他', '中楼层(共27层)2013年建板楼  -  林店', '110万', '单价11828元/平米')
('', '利港四季华庭 2室2厅 148万', '利港四季华庭  | 2室2厅 | 88.85平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  四里河', '148万', '单价16658元/平米')
('', '融侨观邸 一环内电梯房，好小区，好物业', '融侨观邸  | 4室2厅 | 98.59平米 | 南 北 | 其他', '高楼层(共32层)2013年建塔楼  -  双岗', '207万', '单价20997元/平米')
('https://image1.ljcdn.com/340100-inspection/67b100ef-3ffb-4e5b-a8bb-b9bfc197ff32.JPG.296x216.jpg', '北都花园 2室2厅 113万', '北都花园  | 2室2厅 | 92.7平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  杏林', '113万', '单价12190元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadbfe51f08-4ee8-4d53-aae2-17e4d23c2606.jpg.296x216.jpg', '朝南采光好 两室一厅单价低 有电梯 房龄新，可办公', '富世广场  | 2室1厅 | 88平米 | 南 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '140万', '单价15910元/平米')
('', '亳州城 1室1厅 44万', '亳州城  | 1室1厅 | 33.52平米 | 南 | 其他', '高楼层(共7层)2002年建板楼  -  亳州', '44万', '单价13127元/平米')
('', '碧水源 2室2厅 130万', '碧水源  | 2室2厅 | 78.32平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  四里河', '130万', '单价16599元/平米')
('', '碧水源 3室2厅 218万', '碧水源  | 3室2厅 | 120.43平米 | 南 北 | 其他', '低楼层(共18层)2010年建板楼  -  四里河', '218万', '单价18102元/平米')
('', '荣城北苑 3室2厅 108万', '荣城北苑  | 3室2厅 | 97平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  林店', '108万', '单价11135元/平米')
('', '幸福人家 1室1厅 80万', '幸福人家  | 1室1厅 | 43.49平米 | 东南 | 其他', '高楼层(共33层)2001年建板楼  -  亳州', '80万', '单价18396元/平米')
('', '文一名门湖畔 边户三房 采光无遮挡 通透性好', '文一名门湖畔  | 3室2厅 | 97.91平米 | 南 | 其他', '中楼层(共40层)2015年建塔楼  -  四里河', '160万', '单价16342元/平米')
('', '上城国际玫瑰苑 4室2厅 216万', '上城国际玫瑰苑  | 4室2厅 | 144平米 | 南 北 | 其他', '中楼层(共6层)2008年建塔楼  -  杏林', '216万', '单价15000元/平米')
('', '庐阳柳林苑 2室2厅 148万', '庐阳柳林苑  | 2室2厅 | 90.15平米 | 南 | 其他', '高楼层(共14层)2012年建板楼  -  四里河', '148万', '单价16418元/平米')
('', '翡丽城  好楼层 单价低 交通便利 北一环配套便利', '祥源广场翡丽城  | 4室1厅 | 127.19平米 | 南 北 | 其他', '中楼层(共28层)2013年建塔楼  -  亳州', '238万', '单价18713元/平米')
('', '幸福人家 5室2厅 290万', '幸福人家  | 5室2厅 | 178平米 | 南 北 | 其他', '高楼层(共6层)2001年建板楼  -  亳州', '290万', '单价16293元/平米')
('', '中铁国际城和畅园 3室2厅 240万', '中铁国际城和畅园  | 3室2厅 | 122.87平米 | 南 北 | 其他', '高楼层(共34层)2012年建塔楼  -  四里河', '240万', '单价19533元/平米')
('', '省农委东区宿舍 3室1厅 156万', '省农委东区宿舍  | 3室1厅 | 86平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  逍遥津', '156万', '单价18140元/平米')
('', '杏花街25号 2室1厅 97万', '杏花街25号  | 2室1厅 | 53平米 | 南 | 其他', '中楼层(共5层)板楼  -  三孝口', '97万', '单价18302元/平米')
('', '霍邱路149号 2室1厅 105万', '霍邱路149号  | 2室1厅 | 63平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  三孝口', '105万', '单价16667元/平米')
('', '金宏豪庭 3室2厅 200万', '金宏豪庭  | 3室2厅 | 113.34平米 | 南 北 | 其他', '低楼层(共30层)2013年建板楼  -  海棠', '200万', '单价17647元/平米')
('https://image1.ljcdn.com/340100-inspection/61e98fe7-b5b2-4f5b-965e-b478aed7530f.jpg.296x216.jpg', '幸福人家 2室2厅 175万', '幸福人家  | 2室2厅 | 112.55平米 | 南 北 | 其他', '中楼层(共33层)2001年建板楼  -  亳州', '175万', '单价15549元/平米')
('', '晨欣园 2室2厅 135万', '晨欣园  | 2室2厅 | 83.7平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '135万', '单价16130元/平米')
('', '中铁国际城广园 4室2厅 300万', '中铁国际城广园  | 4室2厅 | 240平米 | 南 北 | 其他', '低楼层(共34层)2012年建板楼  -  杏花村', '300万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/e1981538-8bea-4cf6-9323-cf0621de9c6c.JPG.296x216.jpg', '金都华庭二期 2室2厅 123万', '金都华庭二期  | 2室2厅 | 85平米 | 南 北 | 其他', '中楼层(共6层)2010年建板楼  -  杏林', '123万', '单价14471元/平米')
('https://image1.ljcdn.com/340100-inspection/757606e6-2e1d-420e-a5bb-1fbef0217b5e.jpg.296x216.jpg', '海亮蘭郡花园 精装两居室 高楼层采光好', '海亮兰郡花园  | 2室2厅 | 88.78平米 | 南 | 其他', '中楼层(共27层)2012年建塔楼  -  森林公园', '138万', '单价15545元/平米')
('', '中铁国际城广园 6室4厅 370万', '中铁国际城广园  | 6室4厅 | 313平米 | 南 北 | 其他', '低楼层(共34层)2012年建板楼  -  杏花村', '370万', '单价11822元/平米')
('https://image1.ljcdn.com/340100-inspection/502ba602-5a51-4566-8899-dcf84ecf83a2.jpg.296x216.jpg', '为你而选为你为家 北一环御华园精装大三房 配套完善', '御华园  | 3室1厅 | 159.64平米 | 南 | 其他', '高楼层(共12层)2003年建板楼  -  亳州', '272万', '单价17039元/平米')
('', '杏林北村 2室1厅 97万', '杏林北村  | 2室1厅 | 81.83平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  杏林', '97万', '单价11854元/平米')
('https://image1.ljcdn.com/340100-inspection/1dec10ad-43c1-4085-a70d-f3b1eaaa663a.JPG.296x216.jpg', '融侨悦城 3室2厅 160万', '融侨悦城  | 3室2厅 | 105.83平米 | 南 | 其他', '低楼层(共33层)2017年建板楼  -  林店', '160万', '单价15119元/平米')
('', '大富绿州 3室2厅 150万', '大富绿州  | 3室2厅 | 123平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  杏林', '150万', '单价12196元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload97d3d82d-2cbf-4943-ac5f-cf691cd49a4c.jpg.296x216.jpg', '文一名门湖畔 1室1厅 44万', '文一名门湖畔  | 1室1厅 | 36.86平米 | 西南 | 其他', '高楼层(共21层)2015年建塔楼  -  四里河', '44万', '单价11938元/平米')
('https://image1.ljcdn.com/340100-inspection/0ebd0a46-551d-4784-9d46-445e943d6385.JPG.296x216.jpg', '元一滨水城 3室2厅 242万', '元一滨水城  | 3室2厅 | 127.38平米 | 南 北 | 其他', '高楼层(共18层)2005年建板楼  -  亳州', '242万', '单价18999元/平米')
('', '荷塘月色 2室2厅 149万', '荷塘月色  | 2室2厅 | 83平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '149万', '单价17952元/平米')
('https://image1.ljcdn.com/340100-inspection/4c061b97-28d2-45df-99bf-24ff22b80012.jpg.296x216.jpg', '海棠花园 2室2厅 147万', '海棠花园  | 2室2厅 | 84平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '147万', '单价17500元/平米')
('', '北湖南岸公寓 3室2厅 160万', '北湖南岸公寓  | 3室2厅 | 137.19平米 | 南 北 | 其他', '高楼层(共33层)暂无数据  -  四里河', '160万', '单价11663元/平米')
('', '海亮兰郡花园 4室2厅 560万', '海亮兰郡花园  | 4室2厅 | 307平米 | 南 | 其他', '低楼层(共3层)2012年建板楼  -  森林公园', '560万', '单价18242元/平米')
('', '海棠别院南区优质三房，链上您未来的家', '海棠别院南区  | 3室2厅 | 99.79平米 | 南 北 | 其他', '中楼层(共17层)2009年建塔楼  -  海棠', '130万', '单价13028元/平米')
('', '龙源丽景中间楼层一居室，采光没有遮挡简单装修', '龙源丽景  | 1室1厅 | 43.45平米 | 北 | 简装', '高楼层(共25层)2012年建板楼  -  海棠', '80万', '单价18412元/平米')
('', '中铁国际城和畅园 3室2厅 157万', '中铁国际城和畅园  | 3室2厅 | 86.7平米 | 南 | 其他', '高楼层(共34层)2012年建塔楼  -  四里河', '157万', '单价18109元/平米')
('', '富世广场 1室1厅 110万', '富世广场  | 1室1厅 | 85.17平米 | 西 | 其他', '高楼层(共29层)2012年建塔楼  -  逍遥津', '110万', '单价12916元/平米')
('https://image1.ljcdn.com/340100-inspection/2028fa77-58d4-41a8-a612-b93be0d9dd52.JPG.296x216.jpg', '城改美景人家 3室2厅 128万', '城改美景人家  | 3室2厅 | 110.24平米 | 南 北 | 其他', '高楼层(共6层)2013年建板楼  -  杏林', '128万', '单价11612元/平米')
('', '规划院宿舍 3室1厅 180万', '规划院宿舍  | 3室1厅 | 76.6平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  逍遥津', '180万', '单价23499元/平米')
('', '融侨悦城 3室2厅 160万', '融侨悦城  | 3室2厅 | 114平米 | 南 北 | 其他', '低楼层(共33层)2017年建板楼  -  林店', '160万', '单价14036元/平米')
('', '和煦园 3室2厅 185万', '和煦园  | 3室2厅 | 101.98平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '185万', '单价18141元/平米')
('', '华馨苑 3室2厅 150万', '华馨苑  | 3室2厅 | 96.69平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  海棠', '150万', '单价15514元/平米')
('', '北湖南岸公寓 3室1厅 178万', '北湖南岸公寓  | 3室1厅 | 142.72平米 | 南 北 | 其他', '低楼层(共28层)塔楼  -  四里河', '178万', '单价12472元/平米')
('', '文一湖畔 洋房 底跃 五房 一梯两户', '文一名门湖畔  | 5室2厅 | 161平米 | 南 北 | 毛坯', '低楼层(共8层)2015年建塔楼  -  四里河', '205万', '单价12733元/平米')
('', '利港四季华庭 2室2厅 140万', '利港四季华庭  | 2室2厅 | 88平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  四里河', '140万', '单价15910元/平米')
('https://image1.ljcdn.com/340100-inspection/bf5d5aa3-d609-4840-8597-7076c77a6d4b.jpg.296x216.jpg', '满五年无增值税，简装，高绿化人车分流', '柏景湾  | 4室2厅 | 183.34平米 | 南 | 其他', '低楼层(共24层)2009年建塔楼  -  亳州', '300万', '单价16364元/平米')
('https://image1.ljcdn.com/340100-inspection/5a775ab8-c399-4a83-acae-d7672aa49699.JPG.296x216.jpg', '祥源上城国际榆景苑 3室2厅 153万', '祥源上城国际榆景苑  | 3室2厅 | 88.73平米 | 南 北 | 其他', '低楼层(共11层)2010年建塔楼  -  双岗', '153万', '单价17244元/平米')
('https://image1.ljcdn.com/340100-inspection/147409d1-16ff-4ae3-9008-5861763a0f1f.jpg.296x216.jpg', '亳州城 1室1厅 55万', '亳州城  | 1室1厅 | 47.99平米 | 南 | 其他', '中楼层(共7层)2002年建板楼  -  亳州', '55万', '单价11461元/平米')
('', '合福苑 3室2厅 180万', '合福苑  | 3室2厅 | 112平米 | 南 | 其他', '低楼层(共6层)2004年建板楼  -  双岗', '180万', '单价16072元/平米')
('', '盛世花园 3室2厅 145万', '盛世花园  | 3室2厅 | 104平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  亳州', '145万', '单价13943元/平米')
('', '海亮红玺台 5室2厅 665万', '海亮红玺台  | 5室2厅 | 250.13平米 | 南 北 | 其他', '低楼层(共8层)2014年建板楼  -  海棠', '665万', '单价26587元/平米')
('', '碧水兰庭 3室2厅 159万', '碧水兰庭  | 3室2厅 | 130.56平米 | 南 | 其他', '低楼层(共18层)2013年建板楼  -  林店', '159万', '单价12179元/平米')
('', '紫桐新村(C区.D区) 3室2厅 125万', '紫桐新村(C区.D区)  | 3室2厅 | 91.27平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  四里河', '125万', '单价13696元/平米')
('https://image1.ljcdn.com/340100-inspection/bd2804ad-8acc-4d4a-8cf9-c61d2d27738a.jpg.296x216.jpg', '大富绿州 两室好房 精装修 楼层好 采光好 诚心出售', '大富绿州  | 2室1厅 | 63.6平米 | 南 | 其他', '中楼层(共29层)2011年建塔楼  -  杏林', '85万', '单价13365元/平米')
('', '世纪家园 3室2厅 225万', '世纪家园  | 3室2厅 | 133.9平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  亳州', '225万', '单价16804元/平米')
('https://image1.ljcdn.com/340100-inspection/f66ec2f5-05e5-4a9a-a599-96f875c9439f.JPG.296x216.jpg', '为你而选为你为家 风荷苑多层大二房 南北通透', '风荷苑  | 2室2厅 | 80.76平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  杏林', '112万', '单价13869元/平米')
('https://image1.ljcdn.com/340100-inspection/c5a324c6-ff15-4cbf-9a56-cc6af8d63da1.jpg.296x216.jpg', '可苑新村 前后无遮挡 交通便利 位置好', '可苑新村  | 2室1厅 | 67.42平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  亳州', '92万', '单价13646元/平米')
('', '合作经济广场 1室1厅 63万', '合作经济广场  | 1室1厅 | 44.41平米 | 南 | 其他', '中楼层(共23层)2012年建塔楼  -  三孝口', '63万', '单价14186元/平米')
('', '上城国际玫瑰苑 3室2厅 131万', '上城国际玫瑰苑  | 3室2厅 | 78.58平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  杏林', '131万', '单价16671元/平米')
('', '万科森林公园朗庭 4室2厅 240万', '万科森林公园朗庭  | 4室2厅 | 93.5平米 | 南 | 其他', '高楼层(共34层)2013年建塔楼  -  森林公园', '240万', '单价25669元/平米')
