('https://image1.ljcdn.com/510100-inspection/test-96e02ce2-04f0-4862-bc65-c720c9250cfb.png.296x216.jpg', '套三双卫 主卧带阳台  此房满五年且唯一免个税', '东苑D区  | 3室2厅 | 135平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2009年建板楼  -  东苑', '248万', '单价18371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4fa051b0-b9d5-42fc-bfa8-4454368ac507.png.296x216.jpg', '中航国际交流中心 2室1厅 220万', '中航国际交流中心  | 2室1厅 | 70.15平米 | 北 南 | 其他', '高楼层(共31层)2014年建塔楼  -  金融城', '220万', '单价31362元/平米')
('https://image1.ljcdn.com/510100-inspection/97abe776-df26-4bc8-aede-0836e41a7854.jpg.296x216.jpg', '保利套三双卫 位置安静  自住装修', '保利心语花园三期  | 3室2厅 | 109.52平米 | 西 北 | 其他 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  大源', '360万', '单价32871元/平米')
('https://image1.ljcdn.com/510100-inspection/e67446ae-29aa-4ce2-b2f1-d7874d4584a7.jpg.296x216.jpg', '中建桐梓林壹号套三双卫房屋装修出售', '桐梓林壹号  | 3室2厅 | 126.64平米 | 北 | 精装 | 有电梯', '中楼层(共28层)2015年建板楼  -  城南宜家', '370万', '单价29217元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d81d7c3f-df1f-4f38-822c-785f1f234c42.png.296x216.jpg', '美洲花园棕榈湾 带装修，带家具家电', '美洲花园棕榈湾  | 2室1厅 | 78.82平米 | 西北 | 其他 | 有电梯', '低楼层(共22层)2016年建板楼  -  新北', '146万', '单价18524元/平米')
('https://image1.ljcdn.com/510100-inspection/016f4e53-15b8-44f5-a523-6796ac4b6365.jpg.296x216.jpg', '保利心语花园四期保利星座107户型跃层公寓', '保利心语花园四期  | 2室1厅 | 107.12平米 | 西 | 其他 | 有电梯', '中楼层(共18层)2014年建塔楼  -  大源', '200万', '单价18671元/平米')
('https://image1.ljcdn.com/510100-inspection/fe6dc008-a902-46cd-81d9-7e12a20ec732.jpg.296x216.jpg', '银都花园电梯套四，不临街，有装修', '银都花园嘉苑三期  | 4室1厅 | 197.91平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2001年建板楼  -  紫荆', '428万', '单价21626元/平米')
('https://image1.ljcdn.com/510100-inspection/90c4613e-856c-4ead-b014-3e671379fc4c.jpg.296x216.jpg', '天府长城 套三 有装修 有入户花园', '天府长城柏南郡  | 3室2厅 | 125.71平米 | 北 | 简装 | 有电梯', '高楼层(共34层)2008年建塔楼  -  天府长城', '265万', '单价21081元/平米')
('https://image1.ljcdn.com/510100-inspection/08ee7d7f-e0b5-41c5-826d-9a73e725ca17.jpg.296x216.jpg', '高新 紫荆 桐梓林小区 套二 有装修', '桐梓林小区  | 2室1厅 | 73.68平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板塔结合  -  紫荆', '95万', '单价12894元/平米')
('https://image1.ljcdn.com/510100-inspection/40b421e5-a5e9-4202-af9d-007084735f3d.jpg.296x216.jpg', '地铁华府站 盛世名居 多层套四 中等装修', '盛世名居  | 4室2厅 | 124.77平米 | 西 | 其他 | 无电梯', '低楼层(共6层)2007年建板楼  -  中德', '200万', '单价16030元/平米')
('https://image1.ljcdn.com/510100-inspection/test-247c32f3-5768-4569-a10c-443a455ab641.png.296x216.jpg', '（价格含车位）建发鹭洲国际，精装修，朝东向，看中庭', '建发鹭洲国际  | 3室2厅 | 99平米 | 东 | 其他 | 有电梯', '低楼层(共31层)2016年建板塔结合  -  大源', '310万', '单价31314元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload90eddeb0-d90c-4b9d-9fd9-cd30d36e7531.jpg.296x216.jpg', '高新区大源   清凤时代城   公寓套二', '清凤时代城  | 2室2厅 | 53.9平米 | 南 | 其他', '高楼层(共32层)2016年建板塔结合  -  大源', '83万', '单价15399元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dd57930f-9e86-4229-96d7-e8bd2cf8dfde.png.296x216.jpg', '套三双卫 毛坯房 客厅带阳台 产权满五年', '华润凤凰城一期  | 3室2厅 | 123.44平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2013年建板塔结合  -  大源', '290.1万', '单价23500元/平米')
('https://image1.ljcdn.com/510100-inspection/test-23e9e1b9-4df9-47f9-8a4a-992e8f5e5e10.png.296x216.jpg', '高新区 英郡一期清水套三 东南朝向', '英郡一期  | 3室1厅 | 121.57平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2009年建塔楼  -  新会展', '217万', '单价17850元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bee9b1ab-642c-498d-bf6f-0ee50435086f.png.296x216.jpg', '中和军安卫士花园精装优质房出售', '军安卫士花园  | 4室2厅 | 141.81平米 | 北 | 其他 | 有电梯', '中楼层(共26层)2013年建板楼  -  中和', '249万', '单价17559元/平米')
('https://image1.ljcdn.com/510100-inspection/fea3ec37-7e17-4ed1-a411-1c658e274c14.jpg.296x216.jpg', '南城都汇汇翠园一期 2室2厅 210万', '南城都汇汇翠园一期  | 2室2厅 | 92.31平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2009年建板塔结合  -  市一医院', '210万', '单价22750元/平米')
('https://image1.ljcdn.com/510100-inspection/8b24a7fa-728f-45df-a916-f9126660eb5d.jpg.296x216.jpg', '南城都汇四期 精装二居室 对中庭 朝南 产权清晰 满二', '南城都汇汇尚园  | 2室1厅 | 88.42平米 | 西南 | 精装 | 有电梯', '低楼层(共22层)2014年建塔楼  -  市一医院', '265万', '单价29971元/平米')
('https://image1.ljcdn.com/510100-inspection/e715a25e-fe10-42bb-9ee8-82199650afaf.jpg.296x216.jpg', '大源西区天府二街建发天府鹭洲鹭公馆', '建发天府鹭洲  | 1室1厅 | 56.63平米 | 东 | 其他 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  大源', '70万', '单价12361元/平米')
('https://image1.ljcdn.com/510100-inspection/f8fc604c-4b19-40c8-bd04-bcb3c9127ef6.jpg.296x216.jpg', '火车南站桐梓林壹号 中庭套三双卫', '桐梓林壹号  | 3室2厅 | 128.59平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2015年建板塔结合  -  城南宜家', '440万', '单价34218元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab5aa3ee-93a3-48e6-8ccc-6dae7b1dacc5.png.296x216.jpg', '芳草街旁 玉馨苑 一楼套四 可看', '玉馨苑  | 4室2厅 | 174平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  芳草', '178万', '单价10230元/平米')
('https://image1.ljcdn.com/510100-inspection/7e980e50-14f3-4795-9ca5-c42ef6b2bf5b.jpg.296x216.jpg', '南城都汇四期，位置安静，朝南对小区中庭', '南城都汇汇尚园  | 2室2厅 | 88.53平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2014年建塔楼  -  市一医院', '220万', '单价24851元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadec5133e5-cda3-481a-932f-f535ae479fab.jpg.296x216.jpg', '卡斯摩套二带书房，自住精装拎包入住，户型方正采光好', '卡斯摩广场  | 2室2厅 | 72平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2012年建塔楼  -  中和', '123万', '单价17084元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10a5c75d-faf2-4540-8d96-ef9e615a0449.png.296x216.jpg', '中德b区套三，位置安静，居家装修', '中德英伦联邦B区  | 3室2厅 | 92平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  中德', '270万', '单价29348元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0b0323a4-5f32-4e12-8d82-fe1c64b0403d.jpg.296x216.jpg', '买一层送一层，实得面积290平米，', '金房大榕湾人家  | 5室2厅 | 145.8平米 | 东南 南 | 毛坯 | 有电梯', '高楼层(共22层)2017年建板塔结合  -  金融城', '500万', '单价34294元/平米')
('https://image1.ljcdn.com/510100-inspection/d74ff733-37f1-411e-85d7-66682a3953ad.jpg.296x216.jpg', '高新区 建发天府鹭洲 东南向对中庭 带阳台 带家电家具', '建发天府鹭洲  | 1室1厅 | 48.15平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  大源', '68万', '单价14123元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c5ca6269-8b79-4a3b-b5d4-8657ab82ae83.png.296x216.jpg', '高新区+教师公寓+户型方正的套三双卫+简装朝东南', '教师公寓  | 3室2厅 | 111.69平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2000年建板楼  -  中和', '145万', '单价12983元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8c84bf18-c3cd-43fa-9df8-be21bf76a179.png.296x216.jpg', '高新南站凯德天府 安静不吵不临街多层带装修套二', '和平佳苑  | 2室1厅 | 89.48平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  东苑', '150万', '单价16764元/平米')
('https://image1.ljcdn.com/510100-inspection/016ed840-c1d9-46c0-bf41-4b99dc098b26.jpg.296x216.jpg', '锐力领峰  居家装修   拎包入住', '锐力领峰  | 2室1厅 | 58.21平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  中德', '130万', '单价22333元/平米')
('https://image1.ljcdn.com/510100-inspection/a6400e34-2491-4462-b25b-c7b053eb5fa8.jpg.296x216.jpg', '两江国际标间，视野无遮挡，出行方便，温馨舒适', '两江国际  | 1室0厅 | 35.27平米 | 北 | 其他 | 有电梯', '低楼层(共37层)2014年建塔楼  -  新会展', '56万', '单价15878元/平米')
('https://image1.ljcdn.com/510100-inspection/75ee7332-5caa-4050-9cf6-0769f281f36c.jpg.296x216.jpg', '大源西区天府二街建发天府鹭洲鹭公馆', '建发天府鹭洲  | 1室1厅 | 48.16平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2012年建板塔结合  -  大源', '70万', '单价14535元/平米')
('https://image1.ljcdn.com/510100-inspection/65251285-15e3-4e4b-b823-39bc85d4bd16.jpg.296x216.jpg', '2000年后多层 南北向 套三 双卫', '信苑  | 3室2厅 | 139平米 | 西南 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  衣冠庙', '170万', '单价12231元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3bea35d2-2e93-40ca-bcc9-0d4248b4c52b.png.296x216.jpg', '天鹅湖北苑 朝南 标间 带阳台', '天鹅湖北苑  | 1室0厅 | 51.25平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2007年建板塔结合  -  新会展', '85万', '单价16586元/平米')
('https://image1.ljcdn.com/510100-inspection/a469dc03-f770-437d-a430-15bebcfcde3d.jpg.296x216.jpg', '南北通透套三 自住装修 正看中庭绿化 带家具家电', '南城都汇汇曦园三期  | 3室2厅 | 127.43平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2013年建塔楼  -  市一医院', '334万', '单价26211元/平米')
('https://image1.ljcdn.com/510100-inspection/a03f63af-6947-4439-89f1-fe7895e4ca90.jpg.296x216.jpg', '神仙树套三 低楼层 安静 南北通透', '梧桐苑  | 3室2厅 | 89.9平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  神仙树', '120万', '单价13349元/平米')
('https://image1.ljcdn.com/510100-inspection/test-43329a87-7c2b-4909-9981-ad03f91eb6bc.png.296x216.jpg', '高新区+中和镇+自住装修大套二。', '天然气化工研究院生活区  | 2室2厅 | 88.85平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  中和', '116万', '单价13056元/平米')
('https://image1.ljcdn.com/510100-inspection/test-69c8d831-0e0e-4e63-a16b-466dd69445f1.png.296x216.jpg', '金融城泰悦湾 正朝南 看江好房 有装修', '银泰泰悦湾  | 3室1厅 | 111.98平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2013年建板楼  -  金融城', '360万', '单价32149元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadfd3a83dc-422a-4cd0-9a4d-02ee9eeaccbf.jpg.296x216.jpg', '装修套一，房东以前居家的，家具家电都很新', '香榭国际  | 1室1厅 | 37.56平米 | 南 | 其他 | 有电梯', '高楼层(共13层)2012年建板塔结合  -  中和', '68万', '单价18105元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c346f07d-5db0-4987-ba40-92210ad864c5.png.296x216.jpg', '六层到顶的多层住宅 套三 满两年', '怡丰新城  | 3室2厅 | 118.7平米 | 东 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  中德', '210万', '单价17692元/平米')
('https://image1.ljcdn.com/510100-inspection/test-832fac51-1804-4944-bd28-76c0efc78e69.png.296x216.jpg', '紫荆北路16号 2室2厅 130万', '紫荆北路16号  | 2室2厅 | 96.52平米 | 南 | 简装', '中楼层(共7层)1999年建板楼  -  紫荆', '130万', '单价13469元/平米')
('https://image1.ljcdn.com/510100-inspection/1bcb28df-6822-4363-8084-1cf67a7a12bf.jpg.296x216.jpg', '凯德世纪名邸装修套二，视野开阔无遮挡', '凯德世纪名邸  | 2室1厅 | 69.9平米 | 北 | 其他', '中楼层(共21层)2016年建板塔结合  -  大源', '168万', '单价24035元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd75f1406-729e-4d2b-89f8-140124eb87c7.jpg.296x216.jpg', '城南晶座1室1庁，朝向南满2年，户型格局好，采光充足', '城南晶座  | 1室1厅 | 57.63平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2011年建板楼  -  广都', '91万', '单价15791元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bcdc4046-1425-4d09-adc7-791c96db2ce2.png.296x216.jpg', '瑞升花园 电梯套三 户型方正 采光充足', '瑞升花园  | 3室2厅 | 133.55平米 | 东 | 其他 | 有电梯', '低楼层(共15层)2002年建塔楼  -  芳草', '225万', '单价16848元/平米')
('https://image1.ljcdn.com/510100-inspection/9f80dc69-4974-47ee-b69e-4e790fea3cc3.jpg.296x216.jpg', '满5年税少，15年新装修，诚心出售,户型好不临街', '国际花园  | 2室1厅 | 76.58平米 | 东南 | 其他 | 有电梯', '低楼层(共15层)2005年建板楼  -  衣冠庙', '135万', '单价17629元/平米')
('https://image1.ljcdn.com/510100-inspection/1a090470-77df-443e-9125-62fa7271dd8f.jpg.296x216.jpg', '高新区南郡七英里，装修联排别墅。', '南郡七英里   | 联排别墅 | 5室2厅 | 302.63平米 | 西南 | 其他 | 无电梯', '3层2010年建暂无数据  -  中德', '600万', '单价19827元/平米')
('https://image1.ljcdn.com/510100-inspection/7deaf82a-901b-40a7-8db1-e608528e484d.jpg.296x216.jpg', '鑫阳花园，套三双卫。对中庭带装修', '鑫阳花园  | 3室2厅 | 107平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中德', '125万', '单价11683元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf9528be3-b232-41aa-b5c7-89707e7fcbe1.jpg.296x216.jpg', '高新南区 套二 有电梯 有装修不临街', '君和源  | 2室1厅 | 70.4平米 | 西南 | 简装 | 有电梯', '中楼层(共22层)2012年建塔楼  -  衣冠庙', '130万', '单价18466元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ca349ae4-2522-4408-8ab4-915cd0aec6d9.png.296x216.jpg', '清水套二单卫，超向东，满两年。', '建发天府鹭洲  | 2室2厅 | 66.32平米 | 东 | 毛坯 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  大源', '240万', '单价36189元/平米')
('https://image1.ljcdn.com/510100-inspection/8a2362af-1ae0-4f9d-8b61-3b8bb59d5694.jpg.296x216.jpg', '清水套四，朝向东，采光好，价格便宜便于自己设计装修', '建发翡翠鹭洲  | 4室2厅 | 119平米 | 东 | 其他', '高楼层(共34层)板塔结合  -  大源', '269万', '单价22606元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/87b36188-9c90-4bab-b8a4-f5d5e126e547.png.280x210.jpg', '天鹅湖北苑 方正套二 双面采光 客厅带阳台', '天鹅湖北苑  | 2室1厅 | 79.08平米 | 北 | 其他 | 有电梯', '中楼层(共31层)2007年建板塔结合  -  新会展', '120万', '单价15175元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6f830e18-9682-4cca-9fa4-a480b3668c32.png.296x216.jpg', '美年广场美岸  套三单卫 朝南对中庭', '美年广场美岸  | 3室2厅 | 87.3平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2012年建板楼  -  新会展', '206万', '单价23597元/平米')
('https://image1.ljcdn.com/510100-inspection/548fe236-237f-4653-a65f-6993e97a1eab9.jpg.296x216.jpg', '三利宅院三期联排别墅，有装修，有车库，有家具家电', '三利宅院三期   | 联排别墅 | 4室2厅 | 269.28平米 | 南 | 精装 | 无电梯', '3层暂无数据  -  中和', '700万', '单价25996元/平米')
('https://image1.ljcdn.com/510100-inspection/19aa5b1d-e8dd-488a-b15e-f5ba6f66ea24.jpg.296x216.jpg', '高新2.5环  南方半岛花园套二出售，看房预约', '南方半岛花园  | 2室1厅 | 73.85平米 | 西北 | 简装 | 无电梯', '高楼层(共6层)2000年建板塔结合  -  新北', '110万', '单价14896元/平米')
('https://image1.ljcdn.com/510100-inspection/a47bda78-5840-46e9-a476-78733adaf42e.jpg.296x216.jpg', '莱普敦优质房源，系统空调带地暖', '海洋中心  | 1室0厅 | 51.07平米 | 东南 | 精装 | 有电梯', '低楼层(共31层)2012年建塔楼  -  新会展', '98万', '单价19190元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf345edb6-12af-4291-9566-013562027e88.jpg.296x216.jpg', '精装朝南，对中庭位置安静，带阳台', '建发天府鹭洲  | 1室0厅 | 50.88平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2012年建板塔结合  -  大源', '65万', '单价12776元/平米')
('https://image1.ljcdn.com/510100-inspection/e036fb22-296e-4e95-b099-7ad18b990efd.jpg.296x216.jpg', '高新区晓初公寓套三双卫，采光充足 户型方正', '晓初公寓  | 3室2厅 | 132.51平米 | 东北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  衣冠庙', '160万', '单价12075元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8e79bde8-2500-4cb0-beb8-04f7e5278b95.png.296x216.jpg', '天府三街，大源国际，套二改套一，朝南。', '大源国际中心  | 2室2厅 | 75.4平米 | 南 | 精装', '中楼层(共26层)2013年建板塔结合  -  新会展', '210万', '单价27852元/平米')
('https://image1.ljcdn.com/510100-inspection/5fed11f5-f916-495f-ae9c-22fd0566b091.jpg.296x216.jpg', '南三环精装套三房    户型方正', '南延新苑  | 3室2厅 | 125.73平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2011年建塔楼  -  东苑', '250万', '单价19884元/平米')
('https://image1.ljcdn.com/510100-inspection/ea37a155-c18b-4305-86dc-68ad48fe7bbb.jpg.296x216.jpg', '小三房，安静！双阳台，高楼层，采光好，优质！', '南城都汇汇智园二期  | 3室2厅 | 89.39平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2010年建板塔结合  -  市一医院', '210万', '单价23493元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fad64f90-b56c-4d75-b414-db420795c016.png.296x216.jpg', '高新区世纪城 套二单卫 朝南 户型方正  高楼层', '东方希望天祥广场  | 2室2厅 | 81.48平米 | 南 | 其他 | 有电梯', '高楼层(共47层)2015年建板塔结合  -  新会展', '185万', '单价22705元/平米')
('https://image1.ljcdn.com/510100-inspection/9bc8ba26-90bf-4d93-a8e5-ee3037d515b8.jpg.296x216.jpg', '酒店式公寓 标间户型 带租约出售', '福年广场  | 1室0厅 | 45.28平米 | 东 | 精装', '中楼层(共30层)2013年建塔楼  -  新会展', '90万', '单价19877元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ab2475b7-2cf7-407c-89b0-c2cae49b14b1.png.296x216.jpg', '领馆区1号 装修套三双卫，带书房', '领馆区1号  | 3室2厅 | 136.02平米 | 西 | 其他 | 有电梯', '低楼层(共32层)2009年建塔楼  -  中和', '248万', '单价18233元/平米')
('https://image1.ljcdn.com/510100-inspection/6f915815-0b32-4efa-b0b3-4dd46b5075c3.jpg.296x216.jpg', '时代晶科名苑  套二 装修 朝向北 带车位', '时代晶科名苑  | 2室2厅 | 109.99平米 | 北 | 精装 | 有电梯', '高楼层(共23层)2013年建塔楼  -  市一医院', '290万', '单价26367元/平米')
('https://image1.ljcdn.com/510100-inspection/918be355-106b-4e2d-912f-4f57c4ba278f.jpg.296x216.jpg', '龙湖世纪峰景底楼跃层，五室两卫', '龙湖世纪峰景  | 5室2厅 | 291平米 | 南 | 其他 | 有电梯', '低楼层(共49层)2017年建板楼  -  新会展', '468万', '单价16083元/平米')
('https://image1.ljcdn.com/510100-inspection/90350556-f006-48f0-b685-4350596d63e0.jpg.296x216.jpg', '香榭国际三期 装修套二 带部分家具家电出售', '香榭国际三期  | 2室1厅 | 55.81平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2012年建板塔结合  -  中和', '90万', '单价16127元/平米')
('https://image1.ljcdn.com/510100-inspection/de9c086e-243b-4bf6-9b70-5947569a3bcd.jpg.296x216.jpg', '复城国际精装套二，通水电气，自住装修', '复城国际  | 2室2厅 | 76.93平米 | 西 | 其他 | 有电梯', '高楼层(共29层)2011年建板塔结合  -  大源', '139万', '单价18069元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadfa91ba63-6d14-4e32-844a-2a68f7062150.jpg.296x216.jpg', '芳草东街93号，标准套一，户型方正', '芳草东街93号  | 1室1厅 | 49.32平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  芳草', '68万', '单价13788元/平米')
('https://image1.ljcdn.com/510100-inspection/07199484-a066-49a0-87f8-49d071ee4c71.jpg.296x216.jpg', '高新南区 高楼层套三 有装修 小区有外墙砖', '翡翠家园  | 3室1厅 | 110平米 | 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  芳草', '139万', '单价12637元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0fb8b484-f999-455b-b8f2-24ffa66e9aa2.png.296x216.jpg', '高新区2.5环紫瑞大道，满两年，证件齐全，高楼层', '融城后街  | 1室1厅 | 52.54平米 | 东南 | 精装 | 有电梯', '中楼层(共17层)2009年建塔楼  -  神仙树', '96万', '单价18272元/平米')
('https://image1.ljcdn.com/510100-inspection/b306389a-17c4-46ab-a2fd-f50be42fda43.jpg.296x216.jpg', '香木林领馆尚城标准套二。。。。', '香木林领馆尚城  | 2室2厅 | 78.07平米 | 东 | 其他', '高楼层(共18层)2012年建板塔结合  -  中和', '150万', '单价19214元/平米')
('https://image1.ljcdn.com/510100-inspection/20486ccc-7cce-4e51-9f52-cb7746cdfe99.jpg.296x216.jpg', '万科金域名邸一期精装带新风系统，带地暖，套三双卫', '万科金域名邸一期  | 3室2厅 | 109.94平米 | 南 | 其他', '低楼层(共31层)2017年建板楼  -  大源', '350万', '单价31836元/平米')
('https://image1.ljcdn.com/510100-inspection/571ab12d-e566-4614-90d6-3f7fe021ea02.jpg.296x216.jpg', '此房是5.2米层高40年产权公寓，不需要购房资质', '香榭国际  | 1室1厅 | 37.56平米 | 东 | 简装 | 有电梯', '高楼层(共13层)2012年建板塔结合  -  中和', '72万', '单价19170元/平米')
('https://image1.ljcdn.com/510100-inspection/test-97f51db2-7d30-431c-a257-2bd0c4d53786.png.296x216.jpg', '银都花园套四通透户型，中间楼层', '银都花园慧苑二期  | 4室2厅 | 143.65平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  紫荆', '260万', '单价18100元/平米')
('https://image1.ljcdn.com/510100-inspection/f72a2e6f-84c1-4e6f-97ce-dd97a68a24b0.jpg.296x216.jpg', '建发天府鹭洲     套三      清水', '建发天府鹭洲  | 3室2厅 | 112.26平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2012年建板塔结合  -  大源', '355万', '单价31624元/平米')
('https://image1.ljcdn.com/510100-inspection/18b47dd9-3bff-456f-9957-97ee1d49fb5f.jpg.296x216.jpg', '中德顶楼跃层，大户型清水房可随意装修', '中德英伦联邦B区  | 5室2厅 | 184.9平米 | 北 | 其他 | 有电梯', '高楼层(共33层)2015年建板楼  -  中德', '480万', '单价25960元/平米')
('https://image1.ljcdn.com/510100-inspection/4072e100-280d-48c3-afe7-b2baf1b52294.jpg.296x216.jpg', '保利心语花园四期，套三双卫户型，客厅带阳台', '保利心语花园四期  | 3室2厅 | 103.18平米 | 北 | 其他 | 有电梯', '高楼层(共31层)2014年建塔楼  -  大源', '276万', '单价26750元/平米')
('https://image1.ljcdn.com/510100-inspection/945a5788-e181-4d2c-903b-0d0d7af6a9a7.3.jpg.296x216.jpg', '天府一街 天悦府旁 汇锦城公寓 居家装修', '汇锦城  | 1室1厅 | 53.22平米 | 东 | 其他 | 有电梯', '中楼层(共19层)2014年建塔楼  -  大源', '100万', '单价18790元/平米')
('https://image1.ljcdn.com/510100-inspection/0ac9bf28-e9bc-4551-a50f-f91f359fd61e.jpg.296x216.jpg', '保利星座*公寓，简单装修可以自住', '保利心语花园四期  | 1室1厅 | 70.55平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2014年建塔楼  -  大源', '156万', '单价22112元/平米')
('https://image1.ljcdn.com/510100-inspection/7b6a0c58-cb38-4c75-9115-9c8700749bda.jpg.296x216.jpg', '天悦府 套三双卫 看桂溪生态公园 有装修 有家具家电', '天悦府  | 3室2厅 | 117.16平米 | 北 | 简装 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  大源', '351万', '单价29960元/平米')
('https://image1.ljcdn.com/510100-inspection/999a1b26-3e4d-4a8c-85dc-c4be3b2d2439.jpg.296x216.jpg', '天府豪庭装修套三，朝东可看大源公园', '天府豪庭  | 3室2厅 | 98.09平米 | 东 | 其他 | 有电梯', '中楼层(共39层)2012年建板塔结合  -  大源', '245万', '单价24978元/平米')
('https://image1.ljcdn.com/510100-inspection/b1c45cdc-8051-4c2f-8eeb-9bfb8e084343.png.296x216.jpg', '军安卫士花园 套二户型，带装修，客厅带阳台', '军安卫士花园  | 2室2厅 | 83.85平米 | 北 | 其他 | 有电梯', '低楼层(共26层)2013年建板楼  -  中和', '142万', '单价16936元/平米')
('https://image1.ljcdn.com/510100-inspection/1d111e10-9f47-4f1e-b50e-d448467a252f.jpg.296x216.jpg', '保利心语二期 双层公寓 带租约出售', '保利心语花园二期  | 2室1厅 | 60.51平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2012年建板楼  -  大源', '126万', '单价20824元/平米')
('https://image1.ljcdn.com/510100-inspection/7840b860-869d-4df5-b56d-bc6ff2d51475.jpg.296x216.jpg', '端头清水顶跃带花园，全款购入，中间位子采光视野好。', '中国铁建西派澜岸   | 联排别墅 | 5室2厅 | 306.59平米 | 东南 | 其他 | 无电梯', '3层2015年建暂无数据  -  大源', '1400万', '单价45664元/平米')
('https://image1.ljcdn.com/510100-inspection/d94f84e6-b716-4164-a55a-675bb39228fb.jpg.296x216.jpg', '神仙树大院精装套一 精装修 小区干净舒适', '神仙树大院五期  | 1室2厅 | 59.54平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2011年建塔楼  -  神仙树', '121万', '单价20323元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload49c2cb8b-7149-45f2-a3d7-40ca983b7f34.jpg.296x216.jpg', '南二环内 圆梦苑  高新区 套二可改套三', '圆梦苑  | 2室2厅 | 108.76平米 | 西南 东北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  衣冠庙', '150万', '单价13792元/平米')
