('https://image1.ljcdn.com/440300-inspection/test-27ca7970-81d4-4663-8f34-54cfdb4292a5.png.296x216.jpg', '视野好，满2年，可改小3房业主自住装修保养好', '朗庭豪园  | 2室2厅 | 71.68平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  福田保税区', '470万', '单价65570元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload96d590be-e99a-45f1-8932-43ebd50bd69c.jpg.296x216.jpg', '乐山居 3室2厅 900万', '乐山居  | 3室2厅 | 132.02平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)1996年建板塔结合  -  黄木岗', '900万', '单价68172元/平米')
('https://image1.ljcdn.com/440300-inspection/0d167d18-3643-489e-9bcf-b9bb49c8e4e6.jpg.296x216.jpg', '正规一房一厅，看房方便，诚心放售', '岭尚时代园  | 1室1厅 | 48.09平米 | 北 | 精装 | 有电梯', '低楼层(共27层)2007年建板塔结合  -  八卦岭', '280万', '单价58225元/平米')
('https://image1.ljcdn.com/440300-inspection/e3ce9926-e0d4-43ab-8073-b942d5aeaf98.jpg.296x216.jpg', '此房精装修视野开阔业主诚心出售', '莲花北村  | 3室1厅 | 102.82平米 | 西南 | 其他 | 有电梯', '低楼层(共28层)1993年建板塔结合  -  莲花', '630万', '单价61273元/平米')
('https://image1.ljcdn.com/440300-inspection/5def8a07-96a8-4164-a1dc-a556026d7cd4.jpg.296x216.jpg', '福田高铁旁，大面积户型，拆迁户文件已下发，好房！', '华海住宅小区  | 3室2厅 | 89.55平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1994年建板塔结合  -  车公庙', '630万', '单价70352元/平米')
('https://image1.ljcdn.com/440300-inspection/1cdbb3c5-6a71-490b-9881-d1d0da032ff4.jpg.296x216.jpg', '一房一厅 朝南 满两年 有阳台', '意馨居  | 1室1厅 | 54.18平米 | 南 | 其他', '高楼层(共9层)1999年建板塔结合  -  八卦岭', '308万', '单价56848元/平米')
('https://image1.ljcdn.com/440300-inspection/de7db84b-63f6-45f0-aeac-33a4ca077327.jpg.296x216.jpg', '城市主场 精装修 一房 户型方正  东南向', '城市主场  | 1室0厅 | 46.44平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2005年建板塔结合  -  八卦岭', '285万', '单价61370元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a6ecfc87-2e07-42d3-986f-44b00b1ffe45.png.296x216.jpg', '翰岭院 3室1厅 750万', '翰岭院  | 3室1厅 | 106.87平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2005年建板塔结合  -  梅林', '750万', '单价70179元/平米')
('https://image1.ljcdn.com/440300-inspection/test-00a2da31-83f4-47ba-adbc-6b099e2aca1b.png.296x216.jpg', '新洲  实用两房  近地铁  居家装修', '朗晴馨洲  | 2室1厅 | 37.01平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2003年建板塔结合  -  新洲', '265万', '单价71603元/平米')
('https://image1.ljcdn.com/440300-inspection/2d4b19db-132b-4420-95a4-6a79e57bc693.jpg.296x216.jpg', '华粤宿舍 3室2厅 680万', '华粤宿舍  | 3室2厅 | 91.12平米 | 南 北 | 其他', '高楼层(共6层)1986年建暂无数据  -  华强南', '680万', '单价74627元/平米')
('https://image1.ljcdn.com/440300-inspection/d6ef8f03-0353-4f6e-b9dd-115fdb602382.jpg.296x216.jpg', '满2年，没有占用，精装修 业主诚心卖', '东方时代广场  | 1室1厅 | 34.59平米 | 东 | 其他 | 有电梯', '高楼层(共29层)2004年建板塔结合  -  华强北', '245万', '单价70830元/平米')
('https://image1.ljcdn.com/440300-inspection/04d2c0a2-203d-4db8-aa0d-28e68f788d722.JPG.296x216.jpg', '新洲祥云天都 诚意出售套房 楼下地铁口', '祥云天都世纪大厦  | 1室0厅 | 38.95平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2007年建塔楼  -  新洲', '212万', '单价54429元/平米')
('https://image1.ljcdn.com/440300-inspection/b3b84e87-6806-49fa-9bc6-deb7148e2cc5.JPG.296x216.jpg', '皇都广场 经典四房 高层 视野好 业主诚心卖 随时可看', '皇都广场  | 2室2厅 | 134.76平米 | 西北 | 其他 | 有电梯', '中楼层(共36层)2001年建板塔结合  -  石厦', '600万', '单价44524元/平米')
('https://image1.ljcdn.com/440300-inspection/e86b800e-e2d8-4fde-b8ad-289d84c25128.jpg.296x216.jpg', '东方时代广场35平一房，带华富加莲花北，正地铁口', '东方时代广场  | 1室1厅 | 34.98平米 | 东 | 其他 | 有电梯', '高楼层(共29层)2004年建板塔结合  -  华强北', '245万', '单价70041元/平米')
('https://image1.ljcdn.com/440300-inspection/fe14b802-1b37-430a-89d5-107108318a26.jpg.296x216.jpg', '满五唯一 精装自住 70年产权', '核电花园  | 3室2厅 | 98.75平米 | 东南 西北 | 其他 | 有电梯', '高楼层(共30层)1992年建板塔结合  -  百花', '1130万', '单价114431元/平米')
('https://image1.ljcdn.com/440300-inspection/38860d04-1157-4844-b413-5a0f93bb9d19.jpg.296x216.jpg', '07年小区，正规一房一厅，户型方正，业主诚心卖', '岭尚时代园  | 1室1厅 | 36.7平米 | 北 | 其他 | 有电梯', '中楼层(共27层)2007年建板塔结合  -  八卦岭', '225万', '单价61308元/平米')
('https://image1.ljcdn.com/440300-inspection/c6a17189-6b7b-4097-af78-1ecac63c8a8a.jpg.296x216.jpg', '双地铁口物业 交通便利东南向 三房二厅 业主诚售', '彩福大厦  | 3室2厅 | 91.37平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2001年建板塔结合  -  福田中心', '480万', '单价52534元/平米')
('https://image1.ljcdn.com/440300-inspection/1834c8e4-5bf7-4729-bb5d-0bccd2ed6eb4.jpg.296x216.jpg', '竹盛花园一期 精装舒适2房 户型方正实用 换房诚心卖', '竹盛花园  | 2室1厅 | 87.54平米 | 南 | 其他 | 有电梯', '低楼层(共8层)2000年建板楼  -  竹子林', '540万', '单价61687元/平米')
('https://image1.ljcdn.com/440300-inspection/f19f46eb-e3ba-43f4-a5cb-baa6c8f17155.JPG.296x216.jpg', '带益田和外国语南校区初中部  精装南向高层', '自由港湾公寓  | 1室0厅 | 28.84平米 | 南 | 其他 | 有电梯', '高楼层(共21层)2002年建塔楼  -  福田保税区', '199万', '单价69002元/平米')
('https://image1.ljcdn.com/440300-inspection/dfc5062d-3afd-4223-aab8-0b2a20c9fcb5.jpg.296x216.jpg', '上梅林地铁口电梯实用一房一厅，双地铁口物业，', '蓝宝石名庭  | 1室1厅 | 44.22平米 | 东 | 精装 | 有电梯', '中楼层(共12层)2003年建塔楼  -  梅林', '230万', '单价52013元/平米')
('https://image1.ljcdn.com/440300-inspection/test-27ab3e72-d5bf-40c2-a191-df6932be7ca8.png.296x216.jpg', '朗晴馨洲 3室1厅 465万', '朗晴馨洲  | 3室1厅 | 80.4平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2003年建板塔结合  -  新洲', '465万', '单价57836元/平米')
('https://image1.ljcdn.com/440300-inspection/test-00890dc2-4b8b-48d3-92bc-b9f672b24daa.png.296x216.jpg', '锦州花园 3室2厅 435万', '锦州花园  | 3室2厅 | 75.94平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板塔结合  -  新洲', '435万', '单价57283元/平米')
('https://image1.ljcdn.com/440300-inspection/932bdcdc-3d45-448b-bd1f-dfbf92bee4de.jpg.296x216.jpg', '户型方正  卧室和厅全部朝南  房子满四年税费少', '皇御苑一期  | 2室2厅 | 74.85平米 | 东南 | 其他 | 有电梯', '低楼层(共35层)2001年建板塔结合  -  皇岗', '420万', '单价56113元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload758b4ea3-6132-40d5-beef-1f0e202fc123.jpg.296x216.jpg', '福田方正一房一厅 安静舒适 住家超方便', '合正名园  | 1室1厅 | 35.06平米 | 北 | 简装 | 有电梯', '高楼层(共8层)2005年建板塔结合  -  景田', '255万', '单价72733元/平米')
('https://image1.ljcdn.com/440300-inspection/af7b4d0e-c008-4529-a63a-bbed9db46726.jpg.296x216.jpg', '现代之窗 2室1厅 400万', '现代之窗  | 2室1厅 | 67.71平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2001年建板塔结合  -  华强北', '400万', '单价59076元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploada56173f5-aaf2-4a61-afa2-af19743eb351.jpg.296x216.jpg', '高科利花园 3室2厅 460万', '高科利花园  | 3室2厅 | 96.17平米 | 南 | 精装 | 有电梯', '中楼层(共33层)1996年建板塔结合  -  福田中心', '460万', '单价47832元/平米')
('https://image1.ljcdn.com/440300-inspection/c6ef42df-2c78-4ff0-8be6-1c4df973ba0d.jpg.296x216.jpg', '凯丰实用一房，中间楼层 ，独立卫生间厨房', '凯丰花园综合楼  | 1室0厅 | 30.06平米 | 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板塔结合  -  梅林', '145万', '单价48237元/平米')
('https://image1.ljcdn.com/440300-inspection/test-663027a3-516b-431a-9221-27e663377c92.png.296x216.jpg', '城市3米6公寓 1室1厅 240万', '城市3米6公寓  | 1室1厅 | 46.59平米 | 西 | 其他 | 有电梯', '高楼层(共27层)2003年建板塔结合  -  福田保税区', '240万', '单价51514元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadca368815-eda4-4204-8516-fa85f0b830cc.jpg.296x216.jpg', '金地海景花园 1室0厅 190万', '金地海景花园  | 1室0厅 | 45.36平米 | 南 | 其他 | 有电梯', '高楼层(共8层)1998年建板塔结合  -  沙尾', '190万', '单价41888元/平米')
('https://image1.ljcdn.com/440300-inspection/26ece59d-a1a2-4168-bd87-d6551fc6e6bf.jpg.296x216.jpg', '商务公寓70年产权 通风采光好 视野好', '金地名津  | 2室1厅 | 60.28平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2007年建板塔结合  -  皇岗', '355万', '单价58892元/平米')
('https://image1.ljcdn.com/440300-inspection/ab679966-eccd-4e7d-9d39-29a93841cdce.jpg.296x216.jpg', '莲花北村 3室2厅 570万', '莲花北村  | 3室2厅 | 78.34平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1994年建板塔结合  -  莲花', '570万', '单价72760元/平米')
('https://image1.ljcdn.com/440300-inspection/4a925570-d04d-4373-b2b8-fd43b88e3d32.jpg.296x216.jpg', '旭飞花园 正规一房一厅 满五年红本在手 诚心出售', '旭飞花园  | 1室1厅 | 36.62平米 | 西 | 其他 | 无电梯', '中楼层(共9层)1997年建板楼  -  八卦岭', '192万', '单价52431元/平米')
('https://image1.ljcdn.com/440300-inspection/c7364932-e4e6-4609-b622-ec6c66507dce.jpg.296x216.jpg', '城市绿洲花园经典小两房业主诚心卖看房预约', '城市绿洲花园  | 2室1厅 | 66.53平米 | 西南 | 精装 | 有电梯', '中楼层(共16层)2002年建板塔结合  -  华强北', '650万', '单价97701元/平米')
('https://image1.ljcdn.com/440300-inspection/test-28f00c0d-2985-4895-a61c-b24845cb55c4.png.296x216.jpg', '地铁口物业，东南2房，业主诚心放卖，税费少', '祥云天都世纪大厦  | 2室1厅 | 80.03平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2007年建塔楼  -  新洲', '438万', '单价54730元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c6d3fedd-5f6c-4ee4-b4ea-4561eacb78ad.png.296x216.jpg', '新洲花园 3室1厅 430万', '新洲花园  | 3室1厅 | 77.44平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1993年建板楼  -  新洲', '430万', '单价55527元/平米')
('https://image1.ljcdn.com/440300-inspection/75e42bbf-099d-4c29-9dbb-881261881f5b.JPG.296x216.jpg', '业主说欧派家具  精美装修 满5 非唯一     红本在手', '碧海红树园  | 1室1厅 | 44.48平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2004年建板塔结合  -  上下沙', '300万', '单价67447元/平米')
('https://image1.ljcdn.com/440300-inspection/test-72c95af8-4b87-4991-82f1-8295c64868f5.png.296x216.jpg', '银庄大厦 4室1厅 500万', '银庄大厦  | 4室1厅 | 89.41平米 | 南 | 其他 | 有电梯', '高楼层(共25层)1998年建板塔结合  -  皇岗', '500万', '单价55923元/平米')
('https://image1.ljcdn.com/440300-inspection/208cf6ca-3572-4482-a2df-30c785af7f46.JPG.296x216.jpg', '满五单间 高层看花园 租金可观 保养好', '京基御景华城  | 1室0厅 | 27.54平米 | 东南 | 其他 | 有电梯', '高楼层(共35层)2005年建板塔结合  -  赤尾', '150万', '单价54467元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload079fd234-bc1d-4e76-b5c9-d79acfd587f4.JPG.296x216.jpg', '福田新洲 绿景花园二期 沙尾地铁站 家乐福吉之岛', '绿景花园二期  | 1室1厅 | 44.28平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2005年建塔楼  -  新洲', '330万', '单价74526元/平米')
('https://image1.ljcdn.com/440300-inspection/76924825-5371-44d9-aaab-805f6f4f6446.jpg.296x216.jpg', '东方时代 华强北正街 双地铁物业 税费少 华富+莲花北', '东方时代广场  | 2室1厅 | 45.52平米 | 西 | 简装 | 有电梯', '高楼层(共29层)2004年建板塔结合  -  华强北', '300万', '单价65906元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload4653a1ea-b3a8-41d3-b3f2-487a4b937337.JPG.296x216.jpg', '帝港海湾豪园 2室1厅 430万', '帝港海湾豪园  | 2室1厅 | 62.55平米 | 东 | 其他 | 有电梯', '低楼层(共27层)2003年建塔楼  -  福田保税区', '430万', '单价68746元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload5ed60c84-d998-474a-890e-206e50979433.JPG.296x216.jpg', '福源花园一期 1室0厅 192万', '福源花园一期  | 1室0厅 | 33.47平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1999年建塔楼  -  福田保税区', '192万', '单价57365元/平米')
('https://image1.ljcdn.com/440300-inspection/5ed68631-11f4-4647-869c-cd72159fbfb8.jpg.296x216.jpg', '华强南 满五红本在手 双地铁 户型方正 采光好', '华垦大厦  | 2室1厅 | 58.68平米 | 东南 | 其他', '低楼层(共24层)1986年建板塔结合  -  华强南', '250万', '单价42604元/平米')
('https://image1.ljcdn.com/440300-inspection/24f45f33-edf8-498f-bc6d-a69f8ebd46d9.jpg.296x216.jpg', '高层居家两房 看福田CBD 满两年可免增值税', '皇御苑二期  | 2室1厅 | 63.75平米 | 西北 | 其他 | 有电梯', '中楼层(共32层)2003年建板塔结合  -  皇岗', '395万', '单价61961元/平米')
('https://image1.ljcdn.com/440300-inspection/9aa825a7-dcf2-41bc-ada2-53091c97c9cc.jpg.296x216.jpg', '看花园，安静，很诚心卖的一个业主', '翠馨居花园  | 1室0厅 | 38.6平米 | 北 | 其他 | 有电梯', '中楼层(共9层)2002年建板塔结合  -  八卦岭', '210万', '单价54405元/平米')
('https://image1.ljcdn.com/440300-inspection/f9c792c0-1b7d-4d11-9bc6-eece72e70150.jpg.296x216.jpg', '满五不唯一 红本在手 有钥匙 诚心出售', '先科机电大厦  | 1室1厅 | 38.86平米 | 北 | 其他 | 有电梯', '中楼层(共13层)1997年建塔楼  -  八卦岭', '145万', '单价37314元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7192862c-d214-4bec-a2c2-d552b5509870.png.296x216.jpg', '长城一期全南向的三房业主换房诚心卖 高楼层 景观好', '长城盛世家园一期  | 3室1厅 | 93.12平米 | 南 | 简装 | 有电梯', '高楼层(共34层)2001年建塔楼  -  莲花', '600万', '单价64433元/平米')
('https://image1.ljcdn.com/440300-inspection/82a0dbcf-357b-46fd-9cf8-1eef5e7d8490.JPG.296x216.jpg', '装修好隔壁就是kone商城花样年的开发商', '花好园  | 2室1厅 | 60.99平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2005年建板塔结合  -  上下沙', '450万', '单价73783元/平米')
('https://image1.ljcdn.com/440300-inspection/4819f0b8-e436-4e08-9dd4-6ef679826185.jpg.296x216.jpg', '豪峰园精装南向大两房 高楼层 视野好诚意出售', '豪峰园  | 2室1厅 | 91.46平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2000年建板塔结合  -  香蜜湖', '900万', '单价98404元/平米')
('https://image1.ljcdn.com/440300-inspection/b6583b3d-0ebd-4557-967b-75a73a2d9626.jpg.296x216.jpg', '京基御景华城 1室1厅 252万', '京基御景华城  | 1室1厅 | 39.45平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2005年建板塔结合  -  赤尾', '252万', '单价63879元/平米')
('https://image1.ljcdn.com/440300-inspection/9c9a36b2-f3c3-4884-9304-9d80917c3064.jpg.296x216.jpg', '庆福园 朝南向一房 户型方正 高楼层 视野开阔', '庆福园大厦  | 1室1厅 | 36.75平米 | 西南 | 简装 | 有电梯', '高楼层(共33层)2007年建板塔结合  -  华强南', '205万', '单价55783元/平米')
('https://image1.ljcdn.com/440300-inspection/b24370c1-a36b-4877-8851-39b721ea98ae.JPG.296x216.jpg', '近地铁口，居家办公，高层，采光好，赠送多', '新天CBC  | 3室2厅 | 116.15平米 | 南 | 其他 | 有电梯', '高楼层(共49层)2014年建塔楼  -  石厦', '750万', '单价64572元/平米')
('https://image1.ljcdn.com/440300-inspection/ddf0b0a7-cc14-4944-aeaa-603264ec7fd0.JPG.296x216.jpg', '福田皇岗 口岸物业 大型花园社区 全明设计 满5年', '皇御苑一期  | 1室0厅 | 30.15平米 | 西北 | 其他 | 有电梯', '低楼层(共27层)2001年建板塔结合  -  皇岗', '185万', '单价61360元/平米')
('https://image1.ljcdn.com/440300-inspection/bdb0bf5c-4b98-41d4-a612-d1d75d7486fe.JPG.296x216.jpg', '恒运豪庭 1室1厅 700万', '恒运豪庭  | 1室1厅 | 105.94平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2003年建板塔结合  -  福田中心', '700万', '单价66076元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b7bdd6ee-281b-44ad-89e2-d1348bd64a69.png.296x216.jpg', '海馨苑电梯三房南向采光好视野好', '海馨苑  | 3室2厅 | 111.7平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2009年建塔楼  -  华强北', '1250万', '单价111907元/平米')
('https://image1.ljcdn.com/440300-inspection/d3a4c38d-1e57-4f0d-b2b0-c91afd92b0f7.JPG.296x216.jpg', '福鑫苑少有南北通透大三房，诚心出售', '福鑫苑  | 3室2厅 | 116.1平米 | 南 北 | 其他', '中楼层(共23层)2000年建板塔结合  -  福田中心', '700万', '单价60293元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload80a6e6dc-de0c-40e7-9995-24fb600ae089.jpg.296x216.jpg', '桑达雅苑 红本在手 百花实验未占用', '桑达雅苑  | 3室2厅 | 108.41平米 | 东 | 其他 | 有电梯', '高楼层(共25层)2004年建板塔结合  -  华强北', '867万', '单价79975元/平米')
('https://image1.ljcdn.com/440300-inspection/c72013aa-df22-4138-878d-01acce6bed46.JPG.296x216.jpg', '皇御苑二期 2室2厅 490万', '皇御苑二期  | 2室2厅 | 70.14平米 | 东南 | 其他 | 有电梯', '中楼层(共28层)2003年建板塔结合  -  皇岗', '490万', '单价69861元/平米')
('https://image1.ljcdn.com/440300-inspection/13d20da0-114e-46c9-a82d-507689389976.jpg.296x216.jpg', '13年精装修复式一房一厅，南向，楼层好', '彩天怡色  | 2室1厅 | 45.87平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2012年建板塔结合  -  莲花', '370万', '单价80663元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8193d425-1fb3-4467-9acb-b020527dd2ec.png.296x216.jpg', '型方正，万科物业，地铁口，满五唯一', '汇港名苑  | 3室2厅 | 79.29平米 | 东北 | 精装 | 有电梯', '中楼层(共31层)2003年建板塔结合  -  赤尾', '440万', '单价55493元/平米')
('https://image1.ljcdn.com/440300-inspection/2783b9f4-fd1f-47fc-ab62-988d7782894c.jpg.296x216.jpg', '免个税  总价低业主诚心卖 看房方便 中间楼层', '长安花园  | 3室1厅 | 98.3平米 | 东北 | 简装 | 有电梯', '中楼层(共30层)1993年建塔楼  -  百花', '900万', '单价91557元/平米')
('https://image1.ljcdn.com/440300-inspection/1702fb7c-5541-413b-ba79-f6f47fdd8c8b.jpg.296x216.jpg', '合正园 3室2厅 590万', '合正园  | 3室2厅 | 115.31平米 | 北 | 其他 | 有电梯', '低楼层(共11层)1999年建板塔结合  -  梅林', '590万', '单价51167元/平米')
('https://image1.ljcdn.com/440300-inspection/c82155cd-7fc0-4f7c-a304-9dc72bcd4f55.jpg.296x216.jpg', '皇庭世纪 1室1厅 338万', '皇庭世纪  | 1室1厅 | 41.84平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2004年建塔楼  -  石厦', '338万', '单价80784元/平米')
('https://image1.ljcdn.com/440300-inspection/2abb482b-2d4a-4d8d-97f5-a1927c0fc490.jpg.296x216.jpg', '桐林公寓 1室1厅 246万', '桐林公寓  | 1室1厅 | 40.36平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2012年建板塔结合  -  华强南', '246万', '单价60952元/平米')
('https://image1.ljcdn.com/440300-inspection/20c5dd80-dbeb-47ca-b6b6-6738fd4205df.jpg.296x216.jpg', '建业小区 三房 方正 业主换房 诚意出售 带竹园深高', '建业小区南区  | 3室1厅 | 62.05平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1985年建板塔结合  -  竹子林', '860万', '单价138598元/平米')
('https://image1.ljcdn.com/440300-inspection/b3a9803e-04a8-435f-822b-b09972c722e4.jpg.296x216.jpg', '满两年，南向高楼层一房一厅带大阳台，园领实验', '旭飞花园  | 1室1厅 | 43.38平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建板楼  -  八卦岭', '220万', '单价50715元/平米')
('https://image1.ljcdn.com/440300-inspection/8e32938e-9a2b-4771-b296-d37aa3649b8c.jpg.296x216.jpg', '尚书苑 精装三房 客厅出阳台 户型方正 通风采光佳', '尚书苑  | 3室2厅 | 85.29平米 | 东北 | 精装 | 有电梯', '低楼层(共16层)2005年建板塔结合  -  梅林', '565万', '单价66245元/平米')
('https://image1.ljcdn.com/440300-inspection/35ef6a57-9fcf-4c2c-a804-d61d7d47ac51.JPG.296x216.jpg', '自由港湾公寓 1室0厅 152万', '自由港湾公寓  | 1室0厅 | 26.99平米 | 北 | 其他 | 有电梯', '中楼层(共21层)2002年建塔楼  -  福田保税区', '152万', '单价56318元/平米')
('https://image1.ljcdn.com/440300-inspection/c7386dc0-76e9-4f17-913e-27432e891ec2.jpg.296x216.jpg', '香格丽苑户型方正两房 客厅出阳台 居家温馨田园风', '香格丽苑  | 2室2厅 | 78.67平米 | 西北 | 精装 | 有电梯', '高楼层(共32层)2006年建板塔结合  -  香蜜湖', '1000万', '单价127114元/平米')
('https://image1.ljcdn.com/440300-inspection/1849c1b5-fd1b-436c-be2e-737bfd5ffe0c.jpg.296x216.jpg', '送一个大露台，三房带花园，有格调的生活，值得拥有。', '皇御苑二期  | 3室2厅 | 86.15平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2003年建板塔结合  -  皇岗', '560万', '单价65003元/平米')
('https://image1.ljcdn.com/440300-inspection/eccd4d7d-b916-43e0-ba1f-fa6e61c9fac3.jpg.296x216.jpg', '满五年红本，改了一房一厅，看房方便诚心卖', '鹏盛村  | 1室0厅 | 38.82平米 | 东南 | 简装 | 有电梯', '高楼层(共25层)1994年建板塔结合  -  八卦岭', '180万', '单价46368元/平米')
('https://image1.ljcdn.com/440300-inspection/10d51ce6-6618-4312-a17a-8cbea9559f0a.jpg.296x216.jpg', '岭尚时代园 高楼层厅出阳台 业主诚心卖', '岭尚时代园  | 1室1厅 | 48.5平米 | 北 | 其他 | 有电梯', '高楼层(共27层)2007年建板塔结合  -  八卦岭', '300万', '单价61856元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c21da143-acee-4447-8366-da36b30f7b36.png.296x216.jpg', '花里林居 3室2厅 570万', '花里林居  | 3室2厅 | 70.2平米 | 北 | 其他 | 有电梯', '中楼层(共12层)2007年建板塔结合  -  梅林', '570万', '单价81197元/平米')
('https://image1.ljcdn.com/440300-inspection/697de6a6-e270-4048-8aa9-f97ff231ac5d.jpg.296x216.jpg', '深圳市政府莲花山 福田高铁站旁 南向大两房可改三房', '东景花园  | 2室1厅 | 82.99平米 | 南 | 简装 | 有电梯', '高楼层(共26层)1995年建板塔结合  -  景田', '478万', '单价57598元/平米')
('https://image1.ljcdn.com/440300-inspection/8fd25730-8200-43b8-ba38-db8f7b6cd48e.jpg.296x216.jpg', '中银花园 东北向 三房二厅 带飘窗 看莲花山景观！', '中银花园  | 3室2厅 | 98.39平米 | 东北 | 简装 | 有电梯', '中楼层(共31层)1997年建塔楼  -  莲花', '580万', '单价58950元/平米')
('https://image1.ljcdn.com/440300-inspection/7503b658-7ed3-48e1-a4be-495164985b50.jpg.296x216.jpg', '莲花山下封闭式社区，用实惠的资金享受高档小区的配套', '中银花园  | 2室2厅 | 83.95平米 | 西北 | 精装 | 有电梯', '低楼层(共31层)1997年建塔楼  -  莲花', '460万', '单价54795元/平米')
('https://image1.ljcdn.com/440300-inspection/b542fb14-777e-46fe-b559-85906287d63a.jpg.296x216.jpg', '尚书苑 1室0厅 220万', '尚书苑  | 1室0厅 | 34.11平米 | 西南 | 精装 | 有电梯', '中楼层(共16层)2005年建板塔结合  -  梅林', '220万', '单价64498元/平米')
('https://image1.ljcdn.com/440300-inspection/c76d4ea7-9b91-4302-996d-5ef864055947.jpg.296x216.jpg', '七号线皇岗地铁口+满两年业主诚心卖！！', '皇御苑四期  | 1室0厅 | 43.45平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)板塔结合  -  皇岗', '260万', '单价59839元/平米')
('https://image1.ljcdn.com/440300-inspection/27d9fa38-a737-42b6-babf-3aa876b86a05.JPG.296x216.jpg', '福荣路三房看海景，格局通透，仅售750万', '绿景蓝湾半岛  | 3室2厅 | 104.23平米 | 西南 | 精装 | 有电梯', '中楼层(共33层)2003年建塔楼  -  沙尾', '750万', '单价71957元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0f00e1b8-5082-4fc8-805b-906453b03d4b.png.296x216.jpg', '保税区福朋喜来登旁大两房，业主诚心出售', '加福广场华尔登府邸  | 2室2厅 | 145.77平米 | 东北 | 精装 | 有电梯', '中楼层(共28层)2007年建板塔结合  -  福田保税区', '500万', '单价34301元/平米')
('https://image1.ljcdn.com/440300-inspection/d944f95a-a6c9-421d-a610-4444e7eb4631.JPG.296x216.jpg', '地铁口 顶层大平面四房 户型方正 采光通风好', '福民大厦  | 4室1厅 | 158.78平米 | 北 | 简装 | 有电梯', '高楼层(共30层)2002年建板塔结合  -  皇岗', '800万', '单价50385元/平米')
('https://image1.ljcdn.com/440300-inspection/c7ce8739-420a-4ba2-9cd4-29d9d34453b4.jpg.296x216.jpg', '莲花北村 3室2厅 600万', '莲花北村  | 3室2厅 | 84.16平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1993年建板塔结合  -  莲花', '600万', '单价71293元/平米')
('https://image1.ljcdn.com/440300-inspection/80f05329-8dba-44fa-80e2-9a07db5959ec.JPG.296x216.jpg', '房子户型方正，厅出超大阳台，超大视野，超美夜景', '润恒大厦  | 1室1厅 | 39.39平米 | 西北 | 其他 | 有电梯', '中楼层(共28层)2004年建塔楼  -  福田中心', '258万', '单价65499元/平米')
('https://image1.ljcdn.com/440300-inspection/0e29585e-f725-42ab-b391-ba843f1fd012.jpg.296x216.jpg', '实用一房，格局方正，居家温馨舒适，适合刚需，地段好', '红树家邻  | 1室0厅 | 20.28平米 | 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  上下沙', '130万', '单价64103元/平米')
