('https://image1.ljcdn.com/320100-inspection/test-b5172b44-0260-41aa-a27f-eb6d338862b7.png.296x216.jpg', '满五唯一      拎包住  看房方便', '花雨南庭  | 3室1厅 | 79.36平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '310万', '单价39063元/平米')
('https://image1.ljcdn.com/320100-inspection/8dcf6b93-055c-4fb9-b56e-b0a3d2a3d929.jpg.296x216.jpg', '雨花苑  中华门地铁 南北通透 交通便利', '雨花苑  | 2室1厅 | 73.12平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)1998年建板楼  -  雨花新村', '240万', '单价32823元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload643f1ea1-9aa6-47d4-a92f-0db20a5807d3.JPG.296x216.jpg', '交通便利 基础设施完善 业主诚心出售', '时光澔韵  | 3室2厅 | 108.37平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2010年建板楼  -  小行', '372万', '单价34327元/平米')
('https://image1.ljcdn.com/320100-inspection/621b08cf-33df-4131-b036-6fb8a818fd7d.JPG.296x216.jpg', '金地六期 大四房通透户型 南北通透两个阳台 诚心出售', '金地自在城第六街区  | 4室2厅 | 142平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2013年建塔楼  -  雨花台其它', '306万', '单价21550元/平米')
('https://image1.ljcdn.com/320100-inspection/test-3da82767-ae81-46f7-a78b-188f50ea44dd.png.296x216.jpg', '精装满二无增值税  诚意出售此房屋', '金地自在城第六街区  | 2室1厅 | 84.31平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2013年建塔楼  -  雨花台其它', '216万', '单价25620元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload3b4c09d6-9296-4999-bfa5-769af867334e.jpg.296x216.jpg', '金地自在城  大四房 莲花湖 环境优美', '金地自在城第一街区  | 4室2厅 | 143平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2011年建板楼  -  雨花台其它', '375万', '单价26224元/平米')
('https://image1.ljcdn.com/320100-inspection/32b12a12-0f75-409e-9a17-694aebb83448.jpg.296x216.jpg', '户型方正 刚需两房 采光不挡 业主诚售', '龙福山庄  | 2室2厅 | 75.59平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2001年建板塔结合  -  安德门', '230万', '单价30428元/平米')
('https://image1.ljcdn.com/320100-inspection/ffdd287f-aced-45cb-b1ec-5180f043acb6.jpg.296x216.jpg', '金地自在城第六街区  户型方正 采光好 视野开阔', '金地自在城第六街区  | 3室1厅 | 105.67平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2013年建塔楼  -  雨花台其它', '265万', '单价25079元/平米')
('https://image1.ljcdn.com/320100-inspection/ec4133ec-9413-4e8f-b360-7454a4b9e4d1.jpg.296x216.jpg', '先锋青年公寓 2室1厅 215万', '先锋青年公寓  | 2室1厅 | 69.26平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2010年建板塔结合  -  雨花新村', '215万', '单价31043元/平米')
('https://image1.ljcdn.com/320100-inspection/7fa216ea-8752-44e8-bb9a-c520d4ba6f01.jpg.296x216.jpg', '业主诚售 自住的装修 可拎包即住 看房下班之后', '益居园  | 3室2厅 | 103.19平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)2004年建板楼  -  安德门', '298万', '单价28879元/平米')
('https://image1.ljcdn.com/320100-inspection/test-009d9679-c082-40a5-a396-976427d5a6cf.png.296x216.jpg', '紫荆广场 雨花台景区  户型正 采光良 精装 拎包入住', '花雨南庭  | 1室1厅 | 61.72平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '245万', '单价39696元/平米')
('https://image1.ljcdn.com/320100-inspection/81aa98dd-20d6-4498-9830-e192ad04f0dc.jpg.296x216.jpg', '奥南金地自在城一街区  两室一厅', '金地自在城第一街区  | 2室1厅 | 62.69平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2011年建板楼  -  雨花台其它', '170万', '单价27118元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadce440844-d866-4b48-9e09-2f3ad2139316.JPG.296x216.jpg', '3.6米挑高公寓  带大阳台  装修好  拎包入住', '紫荆国际公寓  | 1室1厅 | 71.13平米 | 东 北 | 其他 | 有电梯', '高楼层(共9层)2015年建塔楼  -  宁南', '150万', '单价21089元/平米')
('', '此房满五年，楼层好，视野开阔，业主诚心卖', '雨虹雅苑  | 3室3厅 | 104.97平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  能仁里', '330万', '单价31438元/平米')
('https://image1.ljcdn.com/320100-inspection/d79cee94-839b-4c60-895a-1dfafeb51003.jpg.296x216.jpg', '楼层适中 出行方便 环境优美 物业负责 商品房', '善水湾花园  | 4室2厅 | 121.52平米 | 南 北 | 毛坯', '低楼层(共17层)塔楼  -  铁心桥', '330万', '单价27157元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadef888dfa-4df9-4b68-9a7c-7c9b78ded6ae.jpg.296x216.jpg', '两居室 无收益金  交通便利 看房方便', '春江新城新河苑二期  | 2室1厅 | 74.57平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2008年建板楼  -  铁心桥', '168万', '单价22530元/平米')
('https://image1.ljcdn.com/320100-inspection/970f92d2-ae11-4de2-afdd-bbc8ba253695.jpg.296x216.jpg', '虹悦城  三卧室朝南   交通便捷  环境优美', '凤凰和美  | 3室2厅 | 142.03平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2011年建塔楼  -  能仁里', '525万', '单价36965元/平米')
('https://image1.ljcdn.com/320100-inspection/02eaf979-dfd3-4597-b219-fb2d6cdb7cac.jpg.296x216.jpg', '基础设施完善  交通便利  基础设施完善', '时光澔韵  | 2室2厅 | 82.04平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2007年建板楼  -  小行', '280万', '单价34130元/平米')
('', '时光单价低大三房 带车位卖 南北通透 采光好 靠地铁', '时光澔韵  | 3室2厅 | 129.21平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  小行', '435万', '单价33667元/平米')
('https://image1.ljcdn.com/320100-inspection/69a1a12f-dc6d-4b2c-baf4-dee2c8249e48.jpg.296x216.jpg', '金地自在城第七街区 通透型好 空间大', '金地自在城第七街区  | 3室1厅 | 128.8平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2015年建塔楼  -  雨花台其它', '320万', '单价24845元/平米')
('https://image1.ljcdn.com/320100-inspection/135c77d1-61af-4691-ac62-81a9bfeaac3e.jpg.296x216.jpg', '四十年产权公寓 开发商装修交付 生活配套成熟', '雨花客厅  | 1室1厅 | 31.63平米 | 南 | 其他', '中楼层(共17层)2016年建板塔结合  -  雨花新村', '89万', '单价28138元/平米')
('', '时光澔韵 有装修 双南户型 楼层采光视野好 配套完善', '时光澔韵  | 2室2厅 | 83.14平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  小行', '290万', '单价34881元/平米')
('https://image1.ljcdn.com/320100-inspection/2db9ebee-607b-4b94-a57f-f4bab2acf09e.jpg.296x216.jpg', '中华门商圈  双卧朝南  视野开阔  包含产权车位', '亚东国际公寓  | 2室2厅 | 89.37平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2009年建板塔结合  -  能仁里', '343万', '单价38380元/平米')
('https://image1.ljcdn.com/320100-inspection/test-39102fba-92c8-4db0-994c-6a54468e4618.png.296x216.jpg', '金地自在城第二街区 开发商精装 采光好 边户', '金地自在城第二街区  | 3室1厅 | 73.56平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2011年建板塔结合  -  雨花台其它', '192万', '单价26102元/平米')
('', '康盛两房 视野开阔  交通生活方便', '康盛花园  | 2室2厅 | 64.44平米 | 南 | 其他 | 有电梯', '高楼层(共7层)1997年建板楼  -  宁南', '245万', '单价38020元/平米')
('https://image1.ljcdn.com/320100-inspection/40f69938-5829-4adb-9bac-24b6a6b2aaa3.jpg.296x216.jpg', '此房婚房装修小两房 中间楼层采光棒 拎包入住；', '蓝筹谷  | 2室1厅 | 73.18平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2009年建板塔结合  -  铁心桥', '295万', '单价40312元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploade31bacd8-d0ea-43de-9d30-30730cb7c118.JPG.296x216.jpg', '4.8米挑高公寓   40年产权  民用水电带燃气  业主诚售', '紫荆国际公寓  | 2室2厅 | 49.03平米 | 东 北 | 其他 | 有电梯', '高楼层(共9层)2015年建塔楼  -  宁南', '158万', '单价32226元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf6518dc0-dcad-4d8f-a3e4-1ed08bdac4f9.jpg.296x216.jpg', '中华门 虹悦城 应天大街 应天花园 双卧朝南 中间楼层', '应天花园  | 2室1厅 | 77.07平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  能仁里', '220万', '单价28546元/平米')
('https://image1.ljcdn.com/320100-inspection/79d3448e-7bdb-4359-a761-983454a0506d.jpg.296x216.jpg', '雨花新村三村 配套完善  交通便利 视野宽阔', '雨花新村三村  | 2室1厅 | 61.98平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1985年建板楼  -  雨花新村', '159万', '单价25654元/平米')
('https://image1.ljcdn.com/320100-inspection/68c1236d-06c0-4ebc-a355-7a5c11faa4c7.png.296x216.jpg', '春江路站 春江新城升景坊 中高楼层 大三房', '春江新城升景坊  | 3室2厅 | 113.49平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2005年建板楼  -  铁心桥', '278万', '单价24496元/平米')
('https://image1.ljcdn.com/320100-inspection/test-02a86566-d884-4d27-86ef-a2f42931ab13.png.296x216.jpg', '铁心桥商圈  莱蒙水榭阳光 业主诚售', '莱蒙水榭阳光  | 3室1厅 | 116.05平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2016年建板塔结合  -  铁心桥', '330万', '单价28437元/平米')
('https://image1.ljcdn.com/320100-inspection/c8054a55-5af3-4455-887c-fdd60e2b2580.jpg.296x216.jpg', '春江新城  南北通透 边户 环境优美', '春江新城龙泉坊  | 2室1厅 | 90.3平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '220万', '单价24364元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload93ec21fa-aae4-4c73-b31a-5f470fc13f74.jpg.296x216.jpg', '中华门虹悦城德盈国际，交通便利，配套成熟', '德盈国际  | 1室1厅 | 38.25平米 | 东 | 其他 | 有电梯', '低楼层(共29层)2012年建板楼  -  能仁里', '122万', '单价31896元/平米')
('https://image1.ljcdn.com/320100-inspection/test-60c7c9ee-d6e9-4e34-86ba-581655bfba04.png.296x216.jpg', '春江新城大两居室 居家装修 客厅朝南 户型方正', '春江新城龙泉坊  | 2室1厅 | 86.48平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  铁心桥', '208万', '单价24052元/平米')
('https://image1.ljcdn.com/320100-inspection/2ed9fde3-e65d-49d5-9916-0f0df52827fd.jpg.296x216.jpg', '金地自在城第三街区 3室2厅 239万', '金地自在城第三街区  | 3室2厅 | 88.14平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  雨花台其它', '239万', '单价27116元/平米')
('https://image1.ljcdn.com/320100-inspection/c461186d-e8c4-4c0b-bac9-a4d0feb5f73f.jpg.296x216.jpg', '住宅精装好房 虹悦城 中华门 满两年 配套成熟 诚售！', '德盈国际  | 1室1厅 | 36.96平米 | 西 | 精装 | 有电梯', '中楼层(共29层)2012年建板楼  -  能仁里', '125万', '单价33821元/平米')
('', '雨花台 铁心桥 软件大道 天隆寺 翠岭银河', '翠岭银河  | 2室1厅 | 73.14平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2008年建板塔结合  -  铁心桥', '166万', '单价22697元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8047099c-849b-4458-8841-530d12c63c98.jpg.296x216.jpg', '南北通透 两居室 无收益金 毛坯可改性大', '春江新城新河苑二期  | 2室1厅 | 75平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  铁心桥', '173万', '单价23067元/平米')
('https://image1.ljcdn.com/320100-inspection/108c1c7e-13dd-428c-b817-c02426718446.jpg.296x216.jpg', '花神大道景明佳园小区中间楼层总价低', '景明佳园谐景苑  | 2室1厅 | 70.29平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1999年建板塔结合  -  宁南', '170万', '单价24186元/平米')
('', '远离火车道 楼层好 采光佳  毛坯可以按照自己风格装修', '名城世家花园  | 3室2厅 | 80.68平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  小行', '290万', '单价35945元/平米')
('https://image1.ljcdn.com/320100-inspection/80afeb5e-a0a5-47ab-8e10-b4485cc2f7f0.jpg.296x216.jpg', '能仁里 安德门 中华门 虹悦城 采光充足', '德盈国际  | 1室1厅 | 56.41平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  能仁里', '199万', '单价35278元/平米')
('https://image1.ljcdn.com/320100-inspection/5d2ca106-c959-4c60-9f79-219dec5d70ff.jpg.296x216.jpg', '花神美境 临南站 位置佳 楼层好 采光刺眼 业主诚售', '花神美境  | 3室2厅 | 89.27平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  宁南', '390万', '单价43688元/平米')
('https://image1.ljcdn.com/320100-inspection/test-e05c804d-88cb-4e79-9eaa-c618e1edcff4.png.296x216.jpg', '金地自在城第七街区 2室2厅 215万', '金地自在城第七街区  | 2室2厅 | 80.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  雨花台其它', '215万', '单价26855元/平米')
('https://image1.ljcdn.com/320100-inspection/117cce5a-c189-4081-b7f6-3183afa7ecd3.jpg.296x216.jpg', '亚东国际   交通便利   楼层好  采光不挡', '亚东国际公寓  | 2室2厅 | 94.66平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2009年建板塔结合  -  能仁里', '360万', '单价38031元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload20fee7d2-9875-4e16-9247-ddddb569261c.JPG.296x216.jpg', '虹悦城 总价低 拎包入住 配套成熟 交通便利', '德盈国际  | 1室1厅 | 38.25平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  能仁里', '125万', '单价32680元/平米')
('https://image1.ljcdn.com/320100-inspection/fdb8525d-2c44-4d75-921d-a6f99aa7a967.jpg.296x216.jpg', '阅城顶跃 大四房 南北通透 可灵宝入住', '阅城国际花园悠然园  | 4室2厅 | 182.23平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2005年建板塔结合  -  宁南', '720万', '单价39511元/平米')
('https://image1.ljcdn.com/320100-inspection/7f9dbd6d-d5ab-426e-8b26-6830e6125f25.jpg.296x216.jpg', '仁恒翠竹园 三房 采光无遮挡 三阳台', '仁恒翠竹园  | 3室2厅 | 136.5平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2006年建板楼  -  宁南', '600万', '单价43957元/平米')
('https://image1.ljcdn.com/320100-inspection/test-264188fc-9340-4a2b-8e69-2cdecb123395.png.296x216.jpg', '此房小区中间 精装大三房 中高楼层 采光充足', '阅城国际花园怡然园  | 3室2厅 | 132.35平米 | 南 北 | 其他 | 有电梯', '中楼层(共10层)2005年建板塔结合  -  宁南', '550万', '单价41557元/平米')
('https://image1.ljcdn.com/320100-inspection/a3d2fa44-e8b6-43d4-8d5d-994a50412668.jpg.296x216.jpg', '莱蒙水榭阳光 居家婚装 采光好 业主诚售', '莱蒙水榭阳光  | 3室2厅 | 116.12平米 | 南 北 | 精装', '高楼层(共27层)2016年建板塔结合  -  铁心桥', '310万', '单价26697元/平米')
('https://image1.ljcdn.com/320100-inspection/9fb56dd7-e8f5-4312-801d-ca5ef9da7ca4.jpg.296x216.jpg', '名城二期车位 有产权 业主诚售', '名城世家花园  | 车位 | 13.18平米 | 南 | 无电梯', '板楼  -  小行', '16万', '单价12140元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf05d2e06-7faf-41b5-9d60-eeb58adc993e.jpg.296x216.jpg', '雨花台 铁心桥 户型方正 双卧朝南 采光充足', '翠岭银河  | 2室1厅 | 77.76平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2008年建板塔结合  -  铁心桥', '170万', '单价21863元/平米')
('', '刚需房 错朝南 交通便利 房龄新 简装', '春江新城新河苑一期  | 2室1厅 | 60.44平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2005年建板楼  -  铁心桥', '160万', '单价26473元/平米')
('https://image1.ljcdn.com/320100-inspection/9d3420b7-fe88-425f-9ea0-86bb6e2960c6.jpg.296x216.jpg', '七彩星城 1室2厅 152万', '七彩星城  | 1室2厅 | 42.36平米 | 东 南 | 其他 | 有电梯', '高楼层(共21层)2009年建板楼  -  铁心桥', '152万', '单价35883元/平米')
('https://image1.ljcdn.com/320100-inspection/5fe6a1bc-e46e-4c95-a819-d980e95b4df7.jpg.296x216.jpg', '高楼层 采光佳 视野宽阔 配套实施齐全 业主诚心出售', '亚东国际公寓  | 1室1厅 | 55.64平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  能仁里', '210万', '单价37743元/平米')
('https://image1.ljcdn.com/320100-inspection/test-d308c0d1-51c2-47b9-82a1-935c52d78126.png.296x216.jpg', '七彩星城 2室2厅 230万', '七彩星城  | 2室2厅 | 89平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  铁心桥', '230万', '单价25843元/平米')
('https://image1.ljcdn.com/320100-inspection/ac7e8818-c830-472d-92a7-28c8d8418800.jpg.296x216.jpg', '金地七期 毛坯房 楼栋楼层好  能看到莲花湖', '金地自在城第七街区  | 3室2厅 | 128平米 | 东南 南 | 其他 | 有电梯', '高楼层(共33层)2015年建塔楼  -  雨花台其它', '320万', '单价25000元/平米')
('https://image1.ljcdn.com/320100-inspection/383e8d8c-cfea-4ee0-9ceb-82917d066188.jpg.296x216.jpg', '金地自在城第二街区 莲花湖 视野开阔', '金地自在城第二街区  | 2室1厅 | 64.43平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2011年建板塔结合  -  雨花台其它', '153万', '单价23747元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload6dfd6bb3-71ad-4842-8e30-dad0bbf12706.JPG.296x216.jpg', '柏悦澜庭 别墅纯毛坯 高档小区 银城物业 满2年 配套好', '柏悦澜庭   | 联排别墅 | 5室2厅 | 356.55平米 | 南 北 | 毛坯 | 无电梯', '1层2016年建板楼  -  安德门', '1350万', '单价37863元/平米')
('https://image1.ljcdn.com/320100-inspection/9a81da6f-3f12-4520-a306-a7ccbf3e9549.jpg.296x216.jpg', '交通便利 房龄新 视野开阔 采光不挡', '名城世家花园  | 2室1厅 | 81.46平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  小行', '310万', '单价38056元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1f21fce4-6321-49b4-a8fb-178d8494362a.png.296x216.jpg', '阅城小三房 低总价 小区中间 高楼层', '阅城国际花园悠然园  | 3室2厅 | 119.58平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  宁南', '520万', '单价43486元/平米')
('https://image1.ljcdn.com/320100-inspection/5e3a521f-8a86-4cd0-9fef-7ff5502b7034.jpg.296x216.jpg', '此房已经满五年，阅城一期顶跃，精装修，保养好。', '阅城国际花园悠然园  | 4室2厅 | 167.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2005年建板塔结合  -  宁南', '700万', '单价41717元/平米')
('https://image1.ljcdn.com/320100-inspection/748a8fdb-1442-4d01-813b-3b113a146a33.jpg.296x216.jpg', '名城世家二期 地下产权车位 业主诚售', '名城世家花园  | 车位 | 13.18平米 | 南 | 无电梯', '板楼  -  小行', '16万', '单价12140元/平米')
('https://image1.ljcdn.com/320100-inspection/19f1e2c0-885b-4893-b142-59b8213aed9d.JPG.296x216.jpg', '雨花台区风景区 三房全明户型 户型方正 紫荆国际广场', '养回红村  | 3室2厅 | 91.34平米 | 南 北 | 精装', '中楼层(共6层)暂无数据  -  宁南', '280万', '单价30655元/平米')
('', '满五年 户型方正 采光无遮拦 08年精装', '康盛花园  | 2室1厅 | 106.24平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  宁南', '340万', '单价32004元/平米')
('https://image1.ljcdn.com/320100-inspection/06308147-8736-4a14-8033-8cea42d3a6a1.jpg.296x216.jpg', '中华门 虹悦城 交通便利 配套齐全 素质住户', '亚东国际公寓  | 1室1厅 | 58.05平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  能仁里', '210万', '单价36176元/平米')
('https://image1.ljcdn.com/320100-inspection/f51cca35-978b-43cf-89b2-0ad0fa736791.jpg.296x216.jpg', '雨花新村一村 2室1厅 136万', '雨花新村一村  | 2室1厅 | 45.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1983年建板楼  -  雨花新村', '136万', '单价30102元/平米')
('https://image1.ljcdn.com/320100-inspection/test-d65e8f75-3e17-4e52-b1ca-28374948437a.png.296x216.jpg', '莱蒙水榭阳光 2室1厅 280万', '莱蒙水榭阳光  | 2室1厅 | 89平米 | 南 北 | 其他', '高楼层(共25层)2016年建板塔结合  -  铁心桥', '280万', '单价31461元/平米')
('https://image1.ljcdn.com/320100-inspection/9622140e-1ecc-4c18-8cad-013290e4243c.jpg.296x216.jpg', '花好月苑  精装修  配套完善  交通便利', '花好月苑  | 4室2厅 | 165.4平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  雨花新村', '545万', '单价32951元/平米')
('https://image1.ljcdn.com/320100-inspection/0c9cdd1f-1e02-47d7-86d0-5e26395d706d.jpg.296x216.jpg', '此房已满两年没有增值税，精装修，小区环境好。', '善水湾花园  | 2室1厅 | 91.97平米 | 南 北 | 其他', '低楼层(共16层)2005年建板楼  -  铁心桥', '275万', '单价29902元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b00bfc6d-11e0-4f1f-b78a-9d9cd17aedbe.png.296x216.jpg', '金地自在城第二街区 开发商精装 保养的很好', '金地自在城第二街区  | 2室1厅 | 62.92平米 | 西北 | 其他 | 有电梯', '低楼层(共33层)2011年建板楼  -  雨花台其它', '150万', '单价23840元/平米')
('https://image1.ljcdn.com/320100-inspection/ea0fd2a8-1bb9-4362-94a3-18a3d0332f28.jpg.296x216.jpg', '雨花新村 欢迎看房 诚心出售 楼层好', '雨花新村二村  | 2室1厅 | 58.9平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1983年建板楼  -  雨花新村', '170万', '单价28863元/平米')
('https://image1.ljcdn.com/320100-inspection/562648fc-9b08-4504-842c-d828bf78fb0d.jpg.296x216.jpg', '此房满5年且唯1，安德门，中华门，交通方便，生活便利', '能仁里16号  | 2室1厅 | 59.22平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  雨花新村', '165万', '单价27863元/平米')
('https://image1.ljcdn.com/320100-inspection/5c3192ad-adff-42b8-b7aa-03bfc21aa0d3.jpg.296x216.jpg', '顶楼带跃层  居家装修  交通方便', '翠岭银河  | 4室2厅 | 146.37平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2008年建板塔结合  -  铁心桥', '288万', '单价19677元/平米')
('https://image1.ljcdn.com/320100-inspection/72ce09d0-c32a-4b73-8da1-9effdc0c8492.jpg.296x216.jpg', '时光3期地下车位 出行方便 停车方便', '时光澔韵  | 车位 | 12.86平米 | 南 | 无电梯', '板塔结合  -  小行', '13万', '单价10109元/平米')
('https://image1.ljcdn.com/120000-inspection/ea532843-98c0-4ce2-bf6d-c463fa78f188.jpg.296x216.jpg', '春江新城两室一厅一卫 居家装修', '春江新城将军坊  | 2室1厅 | 74平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '195万', '单价26352元/平米')
('', '精装修拎包入住，3.6米挑高，民用水电，带天然气', '紫荆国际公寓  | 1室1厅 | 42.11平米 | 北 | 其他 | 有电梯', '高楼层(共9层)2015年建塔楼  -  宁南', '108万', '单价25648元/平米')
('https://image1.ljcdn.com/320100-inspection/97f3306a-bda7-4447-aefc-c3f304ac70a3.jpg.296x216.jpg', '中华门 虹悦城 总价低 装修好 精装单室套', '德盈国际  | 1室1厅 | 37.42平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2012年建板楼  -  能仁里', '109万', '单价29129元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/463b0734-6a10-4790-860c-6a8fea86fbf9.png.280x210.jpg', '中华门 虹悦城 房龄新 品牌物业 环境优美 毛坯随便装', '凤凰和美  | 3室2厅 | 124.4平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共33层)2011年建塔楼  -  能仁里', '460万', '单价36978元/平米')
('https://image1.ljcdn.com/320100-inspection/test-5ec36a01-2712-48a6-9127-97e6f10c73ce.png.296x216.jpg', '蓝岸3G 精装单室套 民水民电 通燃气 近地铁S3号线', '蓝岸3G  | 1室0厅 | 28.33平米 | 东 | 其他 | 有电梯', '中楼层(共10层)2011年建板塔结合  -  铁心桥', '47万', '单价16591元/平米')
('https://image1.ljcdn.com/320100-inspection/2e3a25ef-4b53-474c-92bf-20101a220b02.jpg.296x216.jpg', '能仁里16号 2000年左右房龄 带阁楼 业主诚心出售', '能仁里16号  | 4室2厅 | 121.12平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1986年建板楼  -  雨花新村', '300万', '单价24769元/平米')
('https://image1.ljcdn.com/320100-inspection/393d24f1-c559-49ad-91c7-9ef31eb35f4f.jpg.296x216.jpg', '户型好 装修好 单价低 总价低 看房方便', '亚东国际公寓  | 2室1厅 | 94.69平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2009年建板塔结合  -  能仁里', '345万', '单价36435元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b9850812-ddef-4b47-9405-a9307923c4f5.png.296x216.jpg', '雨花新村  诚心出售 装修不错 看房方便', '雨花新村一村  | 2室1厅 | 58.04平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1983年建板楼  -  雨花新村', '170万', '单价29291元/平米')
('https://image1.ljcdn.com/320100-inspection/eb59e99d-f6bf-40aa-9857-d10950cc1ff2.jpg.296x216.jpg', '满五年无个税 楼层好 双卧朝南 不临铁路', '龙福花园  | 2室2厅 | 82.75平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  能仁里', '245万', '单价29608元/平米')
('https://image1.ljcdn.com/320100-inspection/6936f2ca-bb2d-48d5-8b40-ca1c9b476954.jpg.296x216.jpg', '雨花南路 两房朝南 楼层适中 看房方便', '雨花南路  | 2室1厅 | 74.38平米 | 南 | 简装 | 有电梯', '中楼层(共7层)1998年建板楼  -  雨花新村', '200万', '单价26889元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload058ba9c0-b333-43f0-901c-7dfd2d5827d5.JPG.296x216.jpg', '交通便利 配套齐 业主诚心出售', '康润园  | 3室1厅 | 78.3平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  安德门', '220万', '单价28098元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1a52ee94-9b29-435c-833b-342fe1bc2b79.png.296x216.jpg', '富力尚悦居一期 3室2厅 225万', '富力尚悦居一期  | 3室2厅 | 85平米 | 南 | 其他', '高楼层(共26层)2016年建塔楼  -  雨花台其它', '225万', '单价26471元/平米')
