('https://image1.ljcdn.com/210200-inspection/77c04763-38bb-4103-afb3-4104b70b0036.jpg.296x216.jpg', '金润三室 前后带院 门头已开好 位置好 适宜居住', '金润小区B区  | 3室1厅 | 102.18平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2010年建板楼  -  金润', '90万', '单价8808元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d9821622-2d9c-4a37-ae2e-e1ad42a020f1.png.296x216.jpg', '亿达蓝筹海 南北通透 视野开阔 楼层好', '亿达蓝筹海  | 2室1厅 | 86.35平米 | 南 北 | 其他', '中楼层(共17层)2009年建板楼  -  金湾新城', '67.8万', '单价7852元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2360e42f-b6d7-4e7f-afc7-7fd2c706d22a.png.296x216.jpg', '连大文润金宸一二期 3室2厅 123万', '连大文润金宸一二期  | 3室2厅 | 98.6平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共13层)2010年建板楼  -  连大', '123万', '单价12475元/平米')
('https://image1.ljcdn.com/210200-inspection/1a10775b-2b80-49d3-8a39-22e116972f4c.jpg.296x216.jpg', '体育场小区 框架新房体育场北侧 交通便利', '体育场小区  | 2室2厅 | 84平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)2006年建板楼  -  碧海', '82万', '单价9762元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9fb8c4e0-3c8b-4161-8a9a-1bd2aec50c78.png.296x216.jpg', '悦泰山里 3室1厅 65万', '悦泰山里  | 3室1厅 | 89.58平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共11层)2009年建板楼  -  古城汇金', '65万', '单价7257元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a284e523-ccf1-4416-92d2-e5fa985aa6fd.png.296x216.jpg', '碧海尚城 2室2厅 98万', '碧海尚城  | 2室2厅 | 96.53平米 | 南 北 | 精装 | 有电梯', '高楼层(共19层)2007年建板楼  -  碧海', '98万', '单价10153元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadcddd8fd3-c267-45f3-a28d-d177766da922.jpg.296x216.jpg', '温暖南向 户型方正 采光充足 拎包入住', '古城丁区  | 2室1厅 | 54.2平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1997年建板楼  -  古城汇金', '45万', '单价8303元/平米')
('https://image1.ljcdn.com/210200-inspection/test-484175ab-cd44-4ea6-aa53-9b4b2640f205.png.296x216.jpg', '恒达花园 1室1厅 33万', '恒达花园  | 1室1厅 | 40.76平米 | 南 | 其他 | 无电梯', '低楼层(共7层)2006年建板楼  -  金华', '33万', '单价8097元/平米')
('https://image1.ljcdn.com/210200-inspection/b1a226d6-5b41-4e1d-a495-f3b36c92297b.jpg.296x216.jpg', '盛滨花园D区 2室2厅 74.5万', '盛滨花园D区  | 2室2厅 | 100.71平米 | 东南 | 简装 | 有电梯', '高楼层(共12层)2004年建板楼  -  站前', '74.5万', '单价7398元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2a08fa73-9f66-4f83-94d8-d95c8535417f.png.296x216.jpg', '德泰岭秀逸城 3室2厅 187万', '德泰岭秀逸城  | 3室2厅 | 144.7平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2013年建板楼  -  桃园', '187万', '单价12924元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d46d8912-b484-4eaf-be53-f23cceec7a14.png.296x216.jpg', '连大文润金宸三期 2室2厅 111万', '连大文润金宸三期  | 2室2厅 | 85.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  连大', '111万', '单价12981元/平米')
('', '东方百合海韵生活馆 3室2厅 145万', '东方百合海韵生活馆  | 3室2厅 | 117.33平米 | 南 北 | 其他', '低楼层(共4层)暂无数据  -  金石滩', '145万', '单价12359元/平米')
('https://image1.ljcdn.com/210200-inspection/c3762b82-5f88-4fd7-b1bd-6483fa3e1dc9.jpg.296x216.jpg', '此房位置好.出行便利.成熟商圈.南北两个卧室.格局好.', '拥军小区  | 2室1厅 | 72平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  光明', '45万', '单价6250元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d0d735cf-341c-448e-8150-9f701c100ff9.png.280x210.jpg', '新希望乐城 三室 南北通透 楼层好 交通方便', '新希望乐城  | 3室2厅 | 83.06平米 | 南 西 北 | 毛坯 | 有电梯', '低楼层(共32层)2015年建板楼  -  城润', '95万', '单价11438元/平米')
('https://image1.ljcdn.com/210200-inspection/test-edaed5c4-d2b8-453b-ab5e-b4f7b4eb2b2c.png.296x216.jpg', '金润小区A区 2室1厅 92万', '金润小区A区  | 2室1厅 | 97.02平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  金润', '92万', '单价9483元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0594dfe2-a6a6-4b55-9983-5746407a528e.jpg.296x216.jpg', '光明商圈 劳动局小区 一室一厅 框架楼地点好 教育好', '劳动局小区  | 1室1厅 | 61平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  光明', '45万', '单价7378元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8d7d3330-92c6-44e0-880e-ef38e1a15bab.png.296x216.jpg', '南棉小区 2室1厅 45.5万', '南棉小区  | 2室1厅 | 64平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1990年建板楼  -  南棉', '45.5万', '单价7110元/平米')
('https://image1.ljcdn.com/210200-inspection/b8ab4d85-6b23-4423-8a5d-57353ac74b92.JPG.296x216.jpg', '此房是两套房子打通的少有三室两卫精装修保持好', '金纺馨公寓  | 2室1厅 | 90.1平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  金纺', '73万', '单价8103元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b6b6c5d6-bba8-4c83-8d1c-923249ceaabf.png.296x216.jpg', '金纺五一路万科城  精装两室  婚房装修采光好', '万科城  | 2室1厅 | 79平米 | 南 北 | 精装', '低楼层(共33层)2010年建板楼  -  金纺', '84.9万', '单价10747元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e0b47e2c-6dd0-47b8-9c88-b2d691cea68a.png.296x216.jpg', '海天新界 2室1厅 68万', '海天新界  | 2室1厅 | 79.6平米 | 南 西 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  连大', '68万', '单价8543元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/70aee133-56c3-4e91-9a4e-276576bd7837.png.280x210.jpg', '华夏金城 2室1厅 80万', '华夏金城  | 2室1厅 | 91平米 | 南 北 | 其他 | 有电梯', '高楼层(共27层)2008年建板楼  -  古城汇金', '80万', '单价8792元/平米')
('https://image1.ljcdn.com/210200-inspection/f2f95e2b-f99e-4040-9115-8f3dacca0da1.jpg.296x216.jpg', '自然天城C区 2室2厅 65万', '自然天城C区  | 2室2厅 | 90平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2010年建板楼  -  金润', '65万', '单价7223元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/94c2d4de-1b48-4161-a7f8-87db1ac4b2b6.png.280x210.jpg', '春和小区 2室1厅 35万', '春和小区  | 2室1厅 | 54平米 | 南 北 | 简装', '中楼层(共5层)板楼  -  古城汇金', '35万', '单价6482元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7617d4c9-4bb7-4ca7-9bcb-58a48640ba7c.png.280x210.jpg', '岭秀逸成1楼3室两厅137.2平160万', '德泰岭秀逸城B区  | 3室2厅 | 137.2平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共18层)2013年建板楼  -  桃园', '160万', '单价11662元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadca2807fd-12d2-4503-9edd-34f98de83dcb.jpg.296x216.jpg', '一楼前后开门头，可出租可自住，价格美丽。', '桃园小区  | 2室1厅 | 70.5平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1992年建板楼  -  桃园', '60万', '单价8511元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5e04c50f-5d2c-41ce-a922-b71893d04058.png.296x216.jpg', '金华小区二期 2室2厅 86万', '金华小区二期  | 2室2厅 | 109.78平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2006年建板楼  -  金华', '86万', '单价7834元/平米')
('https://image1.ljcdn.com/210200-inspection/test-21285d26-b992-476e-8a0b-5eaa22491148.png.296x216.jpg', '福佳新天地三室两厅两卫 南北通透 毛坯房', '金州福佳新天地广场  | 3室1厅 | 143.5平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2011年建板楼  -  光明', '130万', '单价9060元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b14ea387-4677-429c-9658-954b243d4105.png.296x216.jpg', '金山小区 2室1厅 62万', '金山小区  | 2室1厅 | 70平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2009年建板楼  -  南棉', '62万', '单价8858元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0c4faa6c-33c1-4192-8bf3-7aa628e152c9.png.296x216.jpg', '金润小区B区 2室1厅 81万', '金润小区B区  | 2室1厅 | 92.73平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2010年建板楼  -  金润', '81万', '单价8736元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/dac04e72-b76e-4eae-95cc-791e7cb128b2.png.280x210.jpg', '连大文润金宸一二期 2室1厅 95万', '连大文润金宸一二期  | 2室1厅 | 88.24平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2010年建板楼  -  连大', '95万', '单价10767元/平米')
('https://image1.ljcdn.com/210200-inspection/f6f7e006-6675-48aa-ba78-8461b5b05f5e.jpg.296x216.jpg', '民馨小区 3室1厅 37万', '民馨小区  | 3室1厅 | 76.91平米 | 南 北 | 简装', '高楼层(共7层)暂无数据  -  金润', '37万', '单价4811元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c304f626-ebc0-4e6c-88f2-c4b662863b4c.png.296x216.jpg', '品质小区  赠送家电家具  看房基本方便', '万科城  | 2室1厅 | 77.13平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2016年建板楼  -  金纺', '85万', '单价11021元/平米')
('https://image1.ljcdn.com/210200-inspection/a9e95238-30dd-4f6f-ab9f-fa63d9d3ade2.jpg.296x216.jpg', '远洋假日养生庄园 精装修别墅 房主急售 看房方便', '远洋假日养生庄园  | 4室3厅 | 191.49平米 | 西南 | 其他', '低楼层(共2层)暂无数据  -  金石滩', '360万', '单价18800元/平米')
('https://image1.ljcdn.com/210200-inspection/4de3748d-4dea-4cc2-8288-aca6fed1cc79.jpg.296x216.jpg', '古城乙区  两室一厅大户型    ，', '古城乙区  | 2室1厅 | 68.5平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1992年建板楼  -  古城汇金', '52万', '单价7592元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f1516a75-f2b0-4e41-9d8c-012290091b51.png.296x216.jpg', '金连福地 2室1厅 38万', '金连福地  | 2室1厅 | 55.7平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2010年建板楼  -  站前', '38万', '单价6823元/平米')
('https://image1.ljcdn.com/210200-inspection/test-912b0aa9-4ae2-4770-b692-b26f90c58ca2.png.296x216.jpg', '金石城  精装修两室 一楼带院 采光充足', '金石城  | 2室2厅 | 89.5平米 | 南 北 | 精装', '低楼层(共6层)2014年建板楼  -  金石滩', '110万', '单价12291元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7aa21a66-6610-4270-8192-6d7df54abadb.png.296x216.jpg', '永乐铭庭 2室1厅 44万', '永乐铭庭  | 2室1厅 | 53.23平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2010年建板楼  -  连大', '44万', '单价8267元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6f37626c-57f1-4f04-b885-bc8bd430a419.png.296x216.jpg', '滨海丰园 2室2厅 112万', '滨海丰园  | 2室2厅 | 105.6平米 | 南 北 | 其他', '高楼层(共25层)2011年建板楼  -  金湾新城', '112万', '单价10607元/平米')
('https://image1.ljcdn.com/210200-inspection/c5f9b4f4-85a0-44a9-ae2b-66ad8912887d.jpg.296x216.jpg', '金润A区，两室一厅，经典采光好', '糖果小区  | 2室1厅 | 53.7平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '33万', '单价6146元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e99ce295-d93b-40f1-9185-2c9e04cba385.png.296x216.jpg', '金海国际花园 2室2厅 73万', '金海国际花园  | 2室2厅 | 94.39平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2016年建板楼  -  金华', '73万', '单价7734元/平米')
('https://image1.ljcdn.com/210200-inspection/011c4520-f8ad-4e0a-988f-95f3e6e999a0.jpg.296x216.jpg', '达赫山庄 3室1厅 139万', '达赫山庄  | 3室1厅 | 97.3平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2009年建板楼  -  桃园', '139万', '单价14286元/平米')
('https://image1.ljcdn.com/210200-inspection/14876856-f066-4a3d-8e40-d259dbcd42ae.jpg.296x216.jpg', '近火车站金舍嘉苑两室小户型稀 缺户型', '金舍嘉苑  | 2室1厅 | 56.02平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2008年建板楼  -  站前', '45万', '单价8033元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a58548a8-2404-44ba-a715-dde5027951f6.png.296x216.jpg', '南棉小区 2室2厅 85万', '南棉小区  | 2室2厅 | 105平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1990年建板楼  -  南棉', '85万', '单价8096元/平米')
('https://image1.ljcdn.com/210200-inspection/c9d15658-e196-44eb-88e8-fe9e8371bdb9.jpg.296x216.jpg', '古城乙区 2室1厅 37万', '古城乙区  | 2室1厅 | 63平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1992年建板楼  -  古城汇金', '37万', '单价5874元/平米')
('https://image1.ljcdn.com/210200-inspection/test-18905c1e-e575-4bdf-a307-b08364f25022.png.296x216.jpg', '体育场小区 2室1厅 95万', '体育场小区  | 2室1厅 | 89.98平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2006年建板楼  -  碧海', '95万', '单价10558元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5597249f-0900-4c06-a08f-c78517f12acc.png.296x216.jpg', '华邦俪城 3室2厅 110万', '华邦俪城  | 3室2厅 | 108平米 | 西南 北 | 其他 | 有电梯', '中楼层(共24层)2011年建板楼  -  桃园', '110万', '单价10186元/平米')
('https://image1.ljcdn.com/210200-inspection/657e8f15-1f29-471b-9481-5c8f0458756d.jpg.296x216.jpg', '楼层好 采光好 俯瞰金州 视野好', '金州福佳新天地广场  | 1室1厅 | 49.17平米 | 南 | 简装 | 有电梯', '高楼层(共31层)2011年建板楼  -  光明', '44万', '单价8949元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6cedb7c9-ef2d-41b7-9e88-38e6085c80f0.png.296x216.jpg', '雍华阁 2室1厅 110万', '雍华阁  | 2室1厅 | 92.58平米 | 东南 | 其他 | 有电梯', '低楼层(共28层)2006年建塔楼  -  光明', '110万', '单价11882元/平米')
('https://image1.ljcdn.com/210200-inspection/168b761c-edb0-46f9-9d54-4bc68d972a07.jpg.296x216.jpg', '世茂御龙海湾 3室1厅 170万', '世茂御龙海湾   | 叠拼别墅 | 3室1厅 | 131.19平米 | 南 北 | 其他', '下叠(共5层)2015年建暂无数据  -  金州其他', '170万', '单价12959元/平米')
('https://image1.ljcdn.com/210200-inspection/aa255def-95b9-44af-87cf-4f2e4c33e0cc.JPG.296x216.jpg', '世茂御龙海湾 2室1厅 103万', '世茂御龙海湾   | 叠拼别墅 | 2室1厅 | 131.19平米 | 南 北 | 其他', '下叠(共5层)2015年建暂无数据  -  金州其他', '103万', '单价7852元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e3065a0c-f6c7-419a-a241-936b9498f58d.png.296x216.jpg', '尚海华庭 1室1厅 51万', '尚海华庭  | 1室1厅 | 60平米 | 南 | 其他', '高楼层(共30层)板楼  -  金湾新城', '51万', '单价8500元/平米')
('https://image1.ljcdn.com/210200-inspection/test-17859b4b-5e5c-48e9-9bd4-968a586d4e30.png.296x216.jpg', '拥军小区，两室一厅，南北透通，紧挨体育场，五一公园', '拥军小区  | 2室1厅 | 57.18平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  光明', '31万', '单价5422元/平米')
('', '金石明珠 2室1厅 41万', '金石明珠  | 2室1厅 | 60.89平米 | 南 西 北 | 精装', '高楼层(共5层)暂无数据  -  金石滩', '41万', '单价6734元/平米')
('https://image1.ljcdn.com/210200-inspection/test-61c7b9e6-3cc2-49f1-a12d-212c458574ed.png.296x216.jpg', '414小区 2室1厅 34.5万', '414小区  | 2室1厅 | 41平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  古城汇金', '34.5万', '单价8415元/平米')
('https://image1.ljcdn.com/210200-inspection/51e0759d-f0e7-4dcc-bfb3-0e7ccdfbfba7.jpg.296x216.jpg', '金连福地 1室1厅 32万', '金连福地  | 1室1厅 | 40.3平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2010年建板楼  -  站前', '32万', '单价7941元/平米')
('https://image1.ljcdn.com/210200-inspection/d6ac1b68-e393-406a-8249-18f912d24d13.jpg.296x216.jpg', '此房为两室一厅经典户型，南北通透，中间楼层', '金纺小区  | 2室1厅 | 55.24平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1999年建板楼  -  金纺', '38.5万', '单价6970元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a0be5839-e870-4682-9ecd-1a28ac1ef065.png.296x216.jpg', '三室一厅户型\u3000南北通透\u3000有钥匙', '滨海丰园  | 3室1厅 | 99平米 | 南 北 | 其他', '中楼层(共18层)2011年建板楼  -  金湾新城', '100万', '单价10102元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload7bf8c0b8-869f-4112-a769-319cf76e85b5.jpg.296x216.jpg', '南棉小区！业主赠送两个仓房！业主无两税拎包即住！', '南棉小区  | 2室1厅 | 84.5平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1993年建板楼  -  南棉', '57万', '单价6746元/平米')
('https://image1.ljcdn.com/210200-inspection/test-826dfb74-58c8-46db-addd-9a64b8b4a993.png.296x216.jpg', '环保小区 2室1厅 41万', '环保小区  | 2室1厅 | 67平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  南棉', '41万', '单价6120元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e1297526-5a4d-4017-a804-86c6bf0dfb39.png.296x216.jpg', '自然天城B区 1室  精装修 采光好', '自然天城B区  | 1室0厅 | 50.1平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2010年建板楼  -  金纺', '35万', '单价6987元/平米')
('', '金海明珠 3室2厅 120万', '金海明珠  | 3室2厅 | 117平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共25层)2015年建板楼  -  金华', '120万', '单价10257元/平米')
('https://image1.ljcdn.com/210200-inspection/test-dc1f3ac7-ddc5-406b-bb61-867e57b1e04e.png.296x216.jpg', '金润小区A区 2室1厅 63万', '金润小区A区  | 2室1厅 | 68平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2008年建板楼  -  金润', '63万', '单价9265元/平米')
('https://image1.ljcdn.com/210200-inspection/5384ecf4-83ae-4fed-be9a-3834b1dd511b.jpg.296x216.jpg', '东林世家 2室1厅 53.5万', '东林世家  | 2室1厅 | 35平米 | 西 | 精装 | 有电梯', '高楼层(共11层)2008年建塔楼  -  碧海', '53.5万', '单价15286元/平米')
('https://image1.ljcdn.com/210200-inspection/fe244263-6eb8-4ddf-9805-2b78437c1771.jpg.296x216.jpg', '两室南向小户型，交通便利，采光充足', '朝阳小区  | 2室0厅 | 38.89平米 | 南 | 简装', '高楼层(共7层)板楼  -  碧海', '19万', '单价4886元/平米')
('https://image1.ljcdn.com/210200-inspection/test-aafcb84f-4605-4aaf-8fd1-887b23d8e418.png.296x216.jpg', '三室户型 毛坯房 得房率高 顶楼  赠送仓房', '金洋小区  | 3室1厅 | 104.1平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共7层)2000年建塔楼  -  城润', '54万', '单价5188元/平米')
('https://image1.ljcdn.com/210200-inspection/e5c556a7-827b-49dc-acb3-2ade595fda51.jpg.296x216.jpg', '装修用心.出行方便.教育配套设施齐全', '金润小区A区  | 3室1厅 | 62平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  金润', '55万', '单价8871元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ed455272-4f13-41a2-b050-589bf10849a5.png.296x216.jpg', '华夏金城 2室2厅 135万', '华夏金城  | 2室2厅 | 93.78平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2008年建板楼  -  古城汇金', '135万', '单价14396元/平米')
('https://image1.ljcdn.com/210200-inspection/test-70ead1d6-52e6-4a56-9fb0-1d70b438262e.png.296x216.jpg', '糖果小区一期顶楼，南北通厅户型，精装修。', '糖果小区  | 2室1厅 | 56.55平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '42万', '单价7428元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b9507be4-1408-4da6-87a4-9d432d8b6c4b.png.280x210.jpg', '金都嘉园 2室2厅 105万', '金都嘉园  | 2室2厅 | 100.57平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2009年建板楼  -  古城汇金', '105万', '单价10441元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f043e8ad-9b79-4771-aa83-66dacec385d8.png.296x216.jpg', '金纺小区 2室1厅 38万', '金纺小区  | 2室1厅 | 53平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1988年建板楼  -  金纺', '38万', '单价7170元/平米')
('https://image1.ljcdn.com/210200-inspection/b31e3a4c-819b-4657-b9ad-b97fe2944a5e.jpg.296x216.jpg', '鸿玮澜山一期 2室2厅 130万', '鸿玮澜山一期  | 2室2厅 | 103.24平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2009年建板楼  -  桃园', '130万', '单价12593元/平米')
('https://image1.ljcdn.com/210200-inspection/4d8fae83-c4a0-4d81-bb9d-2d2a75c33a9c.jpg.296x216.jpg', '此房是拎包入住 精装 中间楼层 全天采光充足', '永乐金庭  | 2室1厅 | 68.67平米 | 南 北 | 简装 | 有电梯', '中楼层(共5层)2006年建板楼  -  连大', '70万', '单价10194元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c17cd364-649a-4cc0-84c6-5256e95c12d8.png.296x216.jpg', '民馨小区 一室一厅 格局方正 可以直接入住', '民馨小区  | 2室1厅 | 52平米 | 南 | 简装', '低楼层(共18层)暂无数据  -  金润', '36万', '单价6924元/平米')
('https://image1.ljcdn.com/210200-inspection/513b7694-2605-4d70-9553-0423ae153235.jpg.296x216.jpg', '鲁能优山美地环境优美，商圈配套成熟', '鲁能优山美地  | 3室2厅 | 96.99平米 | 南 北 | 其他', '高楼层(共5层)2017年建板楼  -  金石滩', '79.5万', '单价8197元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3b4873e5-ca26-4d10-8ae5-acbcdbdab5fa.png.296x216.jpg', '南棉小区 2室2厅 68.5万', '南棉小区  | 2室2厅 | 81平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1990年建板楼  -  南棉', '68.5万', '单价8457元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ff05c96d-f483-4f45-8564-f388d028d18c.png.296x216.jpg', '万恒天籁湾 精装修小高层 封闭小区 环境好 两室两厅', '万恒天籁湾  | 2室1厅 | 102.22平米 | 南 北 | 精装', '中楼层(共13层)2014年建板楼  -  金州其他', '77万', '单价7533元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d90ec3d3-31fc-42d7-ad97-1d41f03db42f.png.296x216.jpg', '于洼小区 2室1厅 55万', '于洼小区  | 2室1厅 | 62.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1990年建板楼  -  碧海', '55万', '单价8800元/平米')
('https://image1.ljcdn.com/210200-inspection/edfd5774-190a-4f75-83cb-c5266263099d.jpg.296x216.jpg', '世茂御龙海湾 2室2厅 80万', '世茂御龙海湾   | 叠拼别墅 | 2室2厅 | 79.88平米 | 南 北 | 其他', '下叠(共3层)2015年建暂无数据  -  金州其他', '80万', '单价10016元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload456a3cb9-a549-4d78-8711-4ba8f97f7eb9.jpg.296x216.jpg', '瀛海金洲 两室精装 南北通卧 拎包入住 北客厅', '瀛海金洲  | 2室2厅 | 86平米 | 南 北 | 精装', '中楼层(共29层)2012年建板楼  -  南棉', '78万', '单价9070元/平米')
('https://image1.ljcdn.com/210200-inspection/test-928e3d3e-5418-4759-8d51-40d9d5fe3f17.png.296x216.jpg', '味食小区两室南北配套成熟中间楼', '味食小区  | 2室1厅 | 59平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  连大', '48万', '单价8136元/平米')
('https://image1.ljcdn.com/210200-inspection/ed390a86-656b-44be-8834-324333dc850f.jpg.296x216.jpg', '世茂御龙海湾 3室2厅 118万', '世茂御龙海湾  | 3室2厅 | 128.05平米 | 南 北 | 其他', '中楼层(共4层)2017年建板楼  -  金州其他', '118万', '单价9216元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e3c85148-73cc-4757-a12a-b3cf4547d06d.png.296x216.jpg', '悦泰山里 1室1厅 54万', '悦泰山里  | 1室1厅 | 63.7平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  古城汇金', '54万', '单价8478元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d0c02b85-ecd4-4e00-b648-680014b57f6d.png.296x216.jpg', '联胜小区 2室1厅 45万', '联胜小区  | 2室1厅 | 58.53平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  站前', '45万', '单价7689元/平米')
('https://image1.ljcdn.com/210200-inspection/test-571cf8b7-1979-4b54-ad0e-781078f02528.png.296x216.jpg', '海景房 采光好 楼层佳 入可住 适合养老和过渡', '金海国际花园  | 2室2厅 | 94.75平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共12层)2016年建板楼  -  金华', '80万', '单价8444元/平米')
('https://image1.ljcdn.com/210200-inspection/a6c69bb8-54ce-4408-9cb0-5591eb5cd57f.JPG.296x216.jpg', '御龙海湾3期 毛坯房 2越3 带电梯 带露台', '世茂御龙海湾   | 叠拼别墅 | 2室2厅 | 109.89平米 | 南 北 | 其他', '下叠(共5层)暂无数据  -  金州其他', '82万', '单价7463元/平米')
('https://image1.ljcdn.com/210200-inspection/79715ca5-f9f2-48a9-9f11-d98e45dc213b.JPG.296x216.jpg', '建兴苑 3室2厅 85万', '建兴苑  | 3室2厅 | 101.28平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1999年建板楼  -  古城汇金', '85万', '单价8393元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7c85d3f2-c79f-427a-a868-d3c19d3e4a60.png.296x216.jpg', '古城乙区 2室1厅 56万', '古城乙区  | 2室1厅 | 63平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1992年建板楼  -  古城汇金', '56万', '单价8889元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8721771e-646f-4bb4-9860-9762e7a3625e.png.296x216.jpg', '金润小区B区 2室1厅 70万', '金润小区B区  | 2室1厅 | 72.22平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2010年建板楼  -  金润', '70万', '单价9693元/平米')
