('https://image1.ljcdn.com/310000-inspection/2f9fa6ab-9f0c-4960-a978-dceb7fe2ca2a.jpg.296x216.jpg', '住宅产权，看房方便，满五年，高区视野无遮挡', '庐迅大厦  | 2室2厅 | 95.79平米 | 东 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  鲁迅公园', '490万', '单价51154元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/bf0eacb7-bf4e-40eb-8a98-e8fed036a533.jpg.296x216.jpg', '房东很诚心价格还有空间+免增值税，买一层送一层', '海湾新苑  | 4室1厅 | 77.75平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  江湾镇', '430万', '单价55306元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170420/5d7a4d1a-f6c5-48a1-8588-5749dc692dee.jpg.296x216.jpg', '近地铁，看房方便，楼层低，朝南，总价低，配套成熟', '大二小区  | 1室0厅 | 32.6平米 | 南 | 精装 | 无电梯', '低楼层(共5层)1957年建板楼  -  曲阳', '185万', '单价56749元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd9e7e1cc-bd7e-4df5-ac5e-a2ab301b6695.jpg.296x216.jpg', '4房2厅2卫！60平左右阁楼价格空间大！难得出一套', '场中路38号  | 4室2厅 | 61.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1987年建板楼  -  江湾镇', '355万', '单价57360元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3750657e-dc3e-4b41-ac2f-8e79738e525a.png.296x216.jpg', '楼栋位置佳+南北通+视野开阔+南向朝小区花园中间位置', '世博花园  | 3室2厅 | 149.83平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2004年建板楼  -  鲁迅公园', '1200万', '单价80091元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4ab8441c-b713-4f3a-9523-2ba402d973af.png.296x216.jpg', '91年房子，精装1房1厅，业主自住保养好，看房方便', '欧四小区  | 1室1厅 | 45.16平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1990年建板楼  -  鲁迅公园', '293万', '单价64881元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180119/fb5d0cfd-c721-4017-8b08-705f6ec850b3.jpg.296x216.jpg', '南北通三房，户型正气，地段方便，采光佳', '中皇广场  | 3室2厅 | 157.3平米 | 南 北 | 精装 | 有电梯', '低楼层(共35层)2002年建塔楼  -  临平路', '950万', '单价60395元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4c881e39-b2ae-4187-bd05-345ed9b9027d.png.280x210.jpg', '远虹大厦 3室1厅 550万', '远虹大厦  | 3室1厅 | 91.95平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)1995年建塔楼  -  临平路', '550万', '单价59816元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9fa0999d-b57f-4168-b547-f8dc5aec506a.png.296x216.jpg', '密三小区 2室0厅 320万', '密三小区  | 2室0厅 | 51.55平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1983年建板楼  -  曲阳', '320万', '单价62076元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150827/b87dae82-3a0e-4f14-a316-bd0f8f8d2ab5.jpg.296x216.jpg', '电梯大三房 全明正气户型 双南卧室  售后公房税费少', '秀苑小区  | 3室2厅 | 136.95平米 | 南 | 简装 | 有电梯', '低楼层(共26层)1999年建塔楼  -  凉城', '690万', '单价50384元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc7c484c0-321f-4650-8515-5877f70e8bf5.jpg.296x216.jpg', '鲁迅公园边上一房朝南，天然氧吧！楼层好，采光充足', '四达路220弄  | 1室0厅 | 33.69平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1958年建板楼  -  鲁迅公园', '218万', '单价64708元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8ec71c8e-093a-4cc1-b0b8-da13d5fa5b0b.png.296x216.jpg', '虹叶茗园 3室2厅 1200万', '虹叶茗园  | 3室2厅 | 157.16平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2003年建板楼  -  临平路', '1200万', '单价76356元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0425b1ed-fc51-473b-8564-b7efe5201993.png.280x210.jpg', '户型 一门关总价低的一套 广灵路', '新中新村  | 1室0厅 | 32.69平米 | 西 | 简装 | 无电梯', '中楼层(共5层)1958年建板楼  -  凉城', '170万', '单价52004元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161115/abd0f51f-40e1-49a2-bd73-c47414a9aca8.jpg.296x216.jpg', '振新大厦 3室2厅 680万', '振新大厦  | 3室2厅 | 153.94平米 | 南 北 | 其他 | 有电梯', '中楼层(共20层)1994年建板楼  -  曲阳', '680万', '单价44174元/平米')
('', '逸仙小区 2室1厅 460万', '逸仙小区  | 2室1厅 | 83.13平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)1991年建塔楼  -  江湾镇', '460万', '单价55336元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160726/1736eeb8-0c54-41dd-b8b7-2781e97ccbc0.jpg.296x216.jpg', '世纪联华，近轻轨，公交线路多，配套成熟，看房方便', '车站南路407弄  | 2室2厅 | 71.5平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '380万', '单价53147元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170702/58537e84-b1b7-4be3-aabd-b6f474b34812.jpg.296x216.jpg', '金轩二期中区大四房，三房朝南，户型方正，价格可谈', '金轩大邸  | 4室2厅 | 153.05平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2007年建板楼  -  临平路', '1100万', '单价71872元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload4cc398ab-ce3d-49e8-81f5-bddfb0e5b28b.jpg.296x216.jpg', '邻地铁3/8号线虹口足球场，中层朝南精装修带阳台楼层', '商业一村  | 1室0厅 | 37.4平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1958年建板楼  -  鲁迅公园', '200万', '单价53476元/平米')
('https://image1.ljcdn.com/310000-inspection/test-aa52d068-372f-41c9-aa3e-e8d88c8907d9.png.296x216.jpg', '99年板式小高层+南北通透景观房+近3/8号虹口足球场站', '恒业公寓  | 2室1厅 | 93.08平米 | 南 | 其他 | 有电梯', '中楼层(共11层)1998年建板楼  -  鲁迅公园', '620万', '单价66610元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a9681ea3-6cad-450f-93f1-253a5c4ab4d3.png.296x216.jpg', '主推！产权清晰.低于市场价价格有空间', '新申小区  | 2室1厅 | 50.99平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  江湾镇', '240万', '单价47069元/平米')
('https://image1.ljcdn.com/310000-inspection/342de744-2641-4e4d-8362-ca932f875b51.jpg.296x216.jpg', '双南双天井的，全明户型，院子19平，房型方正。', '密三小区  | 2室1厅 | 55.78平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1981年建板楼  -  曲阳', '362万', '单价64898元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b0543800-b312-4762-9cbd-cfa07d8f88e1.png.280x210.jpg', '内环内精装小1房，97年房龄，边套全明， 楼层佳', '金机大厦(公寓)  | 1室1厅 | 32.68平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1997年建板楼  -  四川北路', '230万', '单价70380元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/d636e869-18ad-40dd-b9bb-db74ba9441db.jpg.296x216.jpg', '中环明珠+05年次新小区+附送车位+地暖精装修+双南一北', '中环明珠  | 3室2厅 | 146.37平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2005年建板楼  -  凉城', '1200万', '单价81985元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/71012f2b-ab83-4eb5-95c3-ca60e324e3ca.png.280x210.jpg', '广中三村+总价低+广ling路，看房方便+诚心出售', '广中三村  | 1室0厅 | 26.92平米 | 西北 | 精装 | 无电梯', '低楼层(共6层)1962年建板楼  -  凉城', '135万', '单价50149元/平米')
('https://image1.ljcdn.com/310000-inspection/34dbb2db-587d-4974-9362-cb9ba953fd72.jpg.296x216.jpg', '小区中间位置，朝南采光好，品质小区，热卖房源', '锦苑小区(虹口)  | 1室1厅 | 45.89平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1993年建板楼  -  凉城', '270万', '单价58837元/平米')
('https://image1.ljcdn.com/310000-inspection/test-95d267e4-0b40-434c-9f42-bee06375c03b.png.296x216.jpg', '高楼层电梯大面积两房+近3号线大柏树+户型方正采光好', '三九大厦  | 2室1厅 | 98.09平米 | 东南 | 精装 | 有电梯', '高楼层(共29层)1996年建塔楼  -  江湾镇', '485万', '单价49445元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0e9b9244-041d-41f2-b72a-7a948911f81d.png.296x216.jpg', '带车位本小区仅此一套，业主诚意卖房，价格可谈', '江杨家园  | 2室2厅 | 82.59平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2007年建板楼  -  江湾镇', '490万', '单价59330元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/93c361c2-22ca-4e03-a8c5-71f51746582c.png.280x210.jpg', '近8号线 曲阳路站，旁边有家乐福，近龙之梦，五角场，', '密云路471弄  | 2室1厅 | 61.24平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1983年建板楼  -  曲阳', '405万', '单价66134元/平米')
('https://image1.ljcdn.com/310000-inspection/test-15f017ab-937b-41f4-8670-2a1c68741b7f.png.296x216.jpg', '确真实 只此一套小区环境优美 明星楼盘，诚心出售', '复城国际(公寓)  | 2室2厅 | 112.45平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2008年建板楼  -  曲阳', '900万', '单价80036元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0cf43820-a42e-4d84-b30b-e7d671cbb4be.png.280x210.jpg', '南北直通厅，大四房+少税增值税19万+可议尽管来出价！', '曲阳公寓  | 4室2厅 | 183.22平米 | 南 | 其他 | 有电梯', '低楼层(共20层)1999年建板楼  -  鲁迅公园', '968万', '单价52833元/平米')
('https://image1.ljcdn.com/310000-inspection/3575be8c-4ccb-405d-ba48-1b2fc03d2a14.jpg.296x216.jpg', '采光好房型方正百强第22位并揽获服务质量领先企业殊荣', '复城国际(别墅)  | 5室4厅 | 289平米 | 南 北 | 精装 | 无电梯', '低楼层(共3层)2008年建板楼  -  曲阳', '2350万', '单价81315元/平米')
('https://image1.ljcdn.com/310000-inspection/b57d9af9-017e-4d2f-9f15-0fa65b00b25a.jpg.296x216.jpg', '虹仪小区 2室1厅 328万', '虹仪小区  | 2室1厅 | 50.89平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  鲁迅公园', '328万', '单价64453元/平米')
('https://image1.ljcdn.com/310000-inspection/5b4e280d-21d5-4007-9d0d-1aee46507053.jpg.296x216.jpg', '朝南精装一室户 全天采光 室内通透明亮 交通便利', '密云路471弄  | 1室1厅 | 39.96平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  曲阳', '255万', '单价63814元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6dc21b9a-e1f9-43d6-8f87-4aa557ee88c1.png.296x216.jpg', '双东小区 1室1厅 350万', '双东小区  | 1室1厅 | 37.4平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  曲阳', '350万', '单价93583元/平米')
('https://image1.ljcdn.com/310000-inspection/test-33a6f837-ad05-4510-bb7b-a48419b8d222.png.296x216.jpg', '裕群公寓 2室2厅 760万', '裕群公寓  | 2室2厅 | 121.8平米 | 南 | 其他 | 有电梯', '低楼层(共18层)塔楼  -  鲁迅公园', '760万', '单价62398元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cdd71c38-a4da-4d28-9a66-91c1dec052bb.png.296x216.jpg', '小张精选一房《免.税费+价格可谈》总价低，中间楼层！', '星苑小区  | 1室1厅 | 38.02平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  凉城', '199万', '单价52341元/平米')
('https://image1.ljcdn.com/310000-inspection/test-839edc92-d186-4999-9db7-5b2d19754a56.png.296x216.jpg', '精装一房，次顶楼，一梯两户，看房方便，诚意出售', '奎照路790弄  | 1室1厅 | 42.9平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '236万', '单价55012元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c7fd4b9d-74eb-4fb5-8826-1cd6af11112a.png.280x210.jpg', '同心路125弄 1室1厅 230万', '同心路125弄  | 1室1厅 | 34.7平米 | 南 | 其他 | 有电梯', '低楼层(共7层)1992年建板楼  -  鲁迅公园', '230万', '单价66283元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161106/b1af549c-0c22-41ad-846c-abd6aba84d87.jpg.296x216.jpg', '现作两房房子是朝南一室户，采光好业主诚意莫失良机', '民华小区  | 1室1厅 | 48.16平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  江湾镇', '225万', '单价46720元/平米')
('https://image1.ljcdn.com/310000-inspection/test-03d4d781-7ae2-46ef-a984-2ffad6079f49.png.296x216.jpg', '1995年品质小区，3/8号双轨近鲁迅朝南一房一厅有钥匙', '金属新村  | 1室1厅 | 46.58平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1995年建板楼  -  凉城', '275万', '单价59039元/平米')
('https://image1.ljcdn.com/310000-inspection/97ebf90e-08b9-47d3-9964-0c8cf75e6c24.jpg.296x216.jpg', '高品质森林小区，一楼复式面积大，精装修居住舒适度高', '宝华城市花园  | 3室2厅 | 129.56平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2010年建板楼  -  凉城', '1050万', '单价81044元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b8dc3a35-fef5-47e8-90d9-6d572dec46bc.png.296x216.jpg', '房子户型全南 税费少 房东诚意出售  看房提前随时方便', '恒通公寓  | 2室2厅 | 87.27平米 | 南 | 简装 | 有电梯', '高楼层(共19层)2000年建板楼  -  鲁迅公园', '585万', '单价67034元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f5a73378-223c-44de-a8f9-471ade4591c8.png.296x216.jpg', '大两房带餐厅 房型方正 全明户型 全天日照采光 诚急售', '祥东小区(虹口)  | 2室1厅 | 59.23平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曲阳', '400万', '单价67534元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4b0707ac-9f01-433c-b7a1-fdff06c297c8.png.296x216.jpg', '虹叶花苑 2室2厅 760万', '虹叶花苑  | 2室2厅 | 106平米 | 南 | 其他 | 有电梯', '低楼层(共7层)1997年建板楼  -  四川北路', '760万', '单价71699元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8162aa46-71d8-49e5-97c1-3585353a5f29.png.296x216.jpg', '垦业小区 1室1厅 245万', '垦业小区  | 1室1厅 | 33.87平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1985年建板楼  -  临平路', '245万', '单价72336元/平米')
('https://image1.ljcdn.com/310000-inspection/test-691051a0-203d-4b7c-bed7-0f4a8625bfd8.png.296x216.jpg', '紫虹嘉苑 3室2厅 1100万', '紫虹嘉苑  | 3室2厅 | 133.72平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2003年建板楼  -  临平路', '1100万', '单价82262元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a4ea8b3d-34b1-4512-80bb-b69d9549a7df.png.280x210.jpg', '远虹大厦 1室1厅 360万', '远虹大厦  | 1室1厅 | 54平米 | 西南 | 其他 | 有电梯', '高楼层(共30层)1995年建塔楼  -  临平路', '360万', '单价66667元/平米')
('https://image1.ljcdn.com/310000-inspection/test-77e30abd-2821-4f17-9f3f-46dd74755a7a.png.296x216.jpg', '丰镇路16弄 1室1厅 200万', '丰镇路16弄  | 1室1厅 | 36.36平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板楼  -  江湾镇', '200万', '单价55006元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cd7e419f-e8a9-42c5-8783-746e8f1fac58.png.296x216.jpg', '凉城路1201弄 2室1厅 240万', '凉城路1201弄  | 2室1厅 | 44平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1991年建板楼  -  江湾镇', '240万', '单价54546元/平米')
('https://image1.ljcdn.com/310000-inspection/b2f593c5-a025-41c5-89e4-6b5544fdd084.jpg.296x216.jpg', '车站南路407弄一梯两户一室一厅满五年唯一近大柏树站', '车站南路407弄  | 1室1厅 | 45.94平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '225万', '单价48977元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e214ba62-1602-4f41-a4b1-98452f89cf5b.png.280x210.jpg', '凉城四村 2室1厅 270万', '凉城四村  | 2室1厅 | 51.76平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1987年建板楼  -  凉城', '270万', '单价52164元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ff361b5a-1ae7-47f8-b816-1864441be981.png.296x216.jpg', '内环内南北通+满五税费少+电梯小高层+3/8号虹口足球场', '恒业公寓  | 3室2厅 | 133.76平米 | 南 | 简装 | 有电梯', '中楼层(共12层)1998年建塔楼  -  鲁迅公园', '770万', '单价57566元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c4da18ea-9ea4-4834-bfee-b6ba4982d65c.png.280x210.jpg', '新中新村 2室0厅 285万', '新中新村  | 2室0厅 | 57.37平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1957年建板楼  -  凉城', '285万', '单价49678元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3872c7ff-b0fd-4b8e-a5a7-8344d649c05d.png.296x216.jpg', '小区环境优美安静 南北板式两房 一梯两户 06年次新房', '花园城  | 2室1厅 | 103平米 | 南 北 | 精装 | 有电梯', '低楼层(共13层)2006年建板楼  -  凉城', '845万', '单价82039元/平米')
('', '中信虹港名庭 3房间1卫 300万', '中信虹港名庭  | 1室2厅 | 47.98平米 | 北 | 其他 | 有电梯', '中楼层(共13层)2011年建塔楼  -  临平路', '300万', '单价62527元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7067765f-a403-4322-8aa7-3085851d63e2.png.296x216.jpg', '电梯小高层5楼，视野好，采光还，满五年，税少带钥匙', '虹宸易居  | 2室2厅 | 102.58平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2003年建板楼  -  北外滩', '790万', '单价77014元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d5b98ec8-88b4-42db-a9e0-a803719bb03c.png.296x216.jpg', '密三小区 2室0厅 300万', '密三小区  | 2室0厅 | 51.5平米 | 东 东南 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  曲阳', '300万', '单价58253元/平米')
('https://image1.ljcdn.com/310000-inspection/8020789e-9864-4e39-a739-5ab39fb2f370.jpg.296x216.jpg', '钥匙房源，双站地铁，防空小区，内环配套好，采光十足', '大西小区  | 1室0厅 | 29.91平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1975年建板楼  -  曲阳', '193万', '单价64527元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20170708/8957e398-226a-4b1b-9ebf-b61c0afdf924.jpg.280x210.jpg', '满五年   朝北一门关   厨卫全明 近赤峰路三号线', '商洛小区  | 1室1厅 | 36.36平米 | 北 | 简装 | 无电梯', '低楼层(共5层)1958年建板楼  -  凉城', '163万', '单价44830元/平米')
('https://image1.ljcdn.com/310000-inspection/test-872b8c1b-96a7-4a60-b419-7725fba1f09b.png.296x216.jpg', '香港丽园 3室2厅 900万', '香港丽园  | 3室2厅 | 121.87平米 | 南 | 简装 | 有电梯', '低楼层(共27层)2002年建塔楼  -  临平路', '900万', '单价73850元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/55d27357-d2b6-462b-92d5-fc713c46d6cd.png.280x210.jpg', '店长推荐南北两房，价格可谈，业主急售！', '文苑小区(虹口)  | 2室1厅 | 52.24平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '260万', '单价49771元/平米')
('https://image1.ljcdn.com/310000-inspection/test-488be91e-a6dc-4c1d-bc20-7c8547b4da30.png.296x216.jpg', '海伦新苑 3室2厅 1000万', '海伦新苑  | 3室2厅 | 137.85平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2004年建板楼  -  四川北路', '1000万', '单价72543元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4b4001d3-c7ac-4eb6-99e5-09472ef7d157.png.280x210.jpg', '少有大一房 餐厅+客厅  主卧朝南 楼层好', '锦苑小区(虹口)  | 1室1厅 | 47.73平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1991年建板楼  -  凉城', '265万', '单价55521元/平米')
('https://image1.ljcdn.com/310000-inspection/test-10ec1d38-5c87-4156-90e2-e9bfcee33811.png.296x216.jpg', '4/10号线海伦路、12号线国际客运站、南北通2房。', '久耕小区  | 2室1厅 | 54.27平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1988年建板楼  -  北外滩', '378万', '单价69652元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6b5ecb87-5f09-4152-bfc1-c655359205fa.png.296x216.jpg', '楼层佳，边套全明，前方无遮挡，步行八百米西藏北路', '西宝兴路949弄  | 2室0厅 | 40.98平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1989年建板楼  -  凉城', '210万', '单价51245元/平米')
('https://image1.ljcdn.com/310000-inspection/d8bc5b15-6eb2-4b95-aa10-7763ac2624fb.jpg.296x216.jpg', '水电小区 近地铁精装修一房 采光好 满五唯一', '水电小区  | 1室1厅 | 32.01平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1986年建板楼  -  凉城', '168万', '单价52484元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/46c76ae9-4520-42b3-864b-0de665ff4af6.png.280x210.jpg', '满五年唯一，西边套全明，南北通透，房东置换急售', '欧四小区  | 2室1厅 | 50.71平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1974年建板楼  -  鲁迅公园', '335万', '单价66062元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f2c8bc90-bb42-4628-9530-31498557eadb.png.280x210.jpg', '上农新村 2室0厅 400万', '上农新村  | 2室0厅 | 54.53平米 | 东 西 | 简装 | 无电梯', '低楼层(共6层)1985年建板楼  -  曲阳', '400万', '单价73355元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/80cbd869-1bbd-4b00-ad71-04dca6307cff.png.280x210.jpg', '诚意出售，采光好，楼层佳，地理位置优越', '八一小区  | 2室1厅 | 61.38平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  曲阳', '330万', '单价53764元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e6a3f086-ee55-4185-bf6c-862f31fc7e25.png.296x216.jpg', '乾鸿苑 3室2厅 900万', '乾鸿苑  | 3室2厅 | 135.61平米 | 西南 | 精装 | 有电梯', '高楼层(共13层)2002年建板楼  -  临平路', '900万', '单价66367元/平米')
('', '海湾大厦 3房间1卫 1000万', '海湾大厦  | 2室1厅 | 105.91平米 | 南 | 其他', '高楼层(共27层)1999年建板楼  -  北外滩', '1000万', '单价94420元/平米')
('https://image1.ljcdn.com/310000-inspection/test-963371f7-c09c-472c-ae0a-f2a9f44218be.png.296x216.jpg', '近虹口龙之梦,出行方便，景观房，采光好,全明户型.', '广中路460号  | 2室1厅 | 43.89平米 | 南 | 简装', '中楼层(共16层)1984年建塔楼  -  凉城', '218万', '单价49670元/平米')
('https://image1.ljcdn.com/310000-inspection/test-99f5869d-c0d3-4ced-ba91-d10626b4baaa.png.296x216.jpg', '大连小区 2室1厅 425万', '大连小区  | 2室1厅 | 60.24平米 | 南 | 精装 | 有电梯', '中楼层(共25层)1994年建塔楼  -  临平路', '425万', '单价70552元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8eae5a0d-d381-44d9-a133-2a3c38a87b3a.png.296x216.jpg', '品质小区 非顶楼双南两房 精装修，赠家电家具 有钥匙', '祥东小区(虹口)  | 2室1厅 | 46.05平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曲阳', '288万', '单价62541元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fb218fb0-5dd7-4e75-939a-11d0c3e4af8c.png.280x210.jpg', '小户型2房  利用空间大  满五年 税费少', '四达路25弄  | 2室1厅 | 44.29平米 | 东 | 简装 | 无电梯', '中楼层(共6层)1977年建板楼  -  鲁迅公园', '290万', '单价65478元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/db5bfb04-f7f6-48f4-ad43-99ef0b112063.png.280x210.jpg', '满五唯一，一室一厅全明户型，朝南一门关，南北通透', '大二小区  | 1室1厅 | 41.18平米 | 南 西南 北 | 简装 | 无电梯', '高楼层(共6层)1973年建板楼  -  曲阳', '230万', '单价55853元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload42edb56b-4757-4da8-8ea7-fa07c1e54a5c.jpg.296x216.jpg', '玉田新村 1室1厅 160万', '玉田新村  | 1室1厅 | 35.63平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1957年建板楼  -  曲阳', '160万', '单价44906元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a6c50142-9e9e-4eaa-bc2d-6011d947fdfb.png.280x210.jpg', '次新电梯房，有动迁协议，无增 值税，近地铁3号线', '海尚逸苑  | 2室2厅 | 79.75平米 | 南 | 简装 | 有电梯', '中楼层(共14层)2008年建板楼  -  江湾镇', '465万', '单价58308元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161115/ce64e3f1-954d-43c1-9d76-fa19430e5849.jpg.296x216.jpg', '虹叶茗园 3室2厅 1150万', '虹叶茗园  | 3室2厅 | 149.75平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2003年建板楼  -  临平路', '1150万', '单价76795元/平米')
('https://image1.ljcdn.com/310000-inspection/04d91072-a9b1-4320-a6d6-f99e1d00897a.jpg.296x216.jpg', '3楼好楼层，婚房装修，诚心出售，房型正气', '凉城三村  | 1室0厅 | 42.27平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)1988年建板楼  -  凉城', '239万', '单价56542元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ad404b95-30c1-43e1-8b42-cec604bf64dd.png.280x210.jpg', '精选两室户，地铁就在家门口，新婚夫妇过渡期好选择', '玉田新村  | 2室1厅 | 49.58平米 | 南 | 简装 | 无电梯', '高楼层(共5层)1957年建板楼  -  曲阳', '220万', '单价44373元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8dc76722-837e-44c1-83cd-301a44d16a61.png.280x210.jpg', '出门即是8、10号地铁+诚售价格可谈+随时可看房！！', '振新大厦  | 2室1厅 | 89.5平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共21层)1994年建塔楼  -  曲阳', '500万', '单价55866元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3b4e57ae-b446-46d3-a7f9-27225edec3cb.png.296x216.jpg', '满五唯一，广灵路xiaoxue，地铁3号线，视野开阔，钥匙', '曲阳名邸  | 3室2厅 | 143.39平米 | 南 北 | 精装 | 有电梯', '中楼层(共24层)2005年建板楼  -  凉城', '980万', '单价68346元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c4ac2042-36e7-4868-8fe4-5bc618aa4560.png.280x210.jpg', '花园城 4室2厅 1200万', '花园城  | 4室2厅 | 152.62平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2003年建板楼  -  凉城', '1200万', '单价78627元/平米')
