('https://image1.ljcdn.com/340100-inspection/0d3ee94d-bdc6-4564-a0d1-4fb2a8bf040b.JPG.296x216.jpg', '此房满两年， 视野开阔采光好 精装，南北通透', '东冠繁华逸城  | 3室2厅 | 90.72平米 | 南 北 | 其他', '低楼层(共18层)2014年建塔楼  -  黄小', '148万', '单价16314元/平米')
('https://image1.ljcdn.com/340100-inspection/c946fb1e-4085-4c02-9722-1dc695e974ab.JPG.296x216.jpg', '精装自住，业主诚心出售，肥西产权，顶楼复式', '东冠繁华逸城  | 3室2厅 | 87.01平米 | 南 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '145万', '单价16665元/平米')
('https://image1.ljcdn.com/340100-inspection/58693a19-4b72-44e8-a2ed-f3a6875aac03.jpg.296x216.jpg', '新华阳光国际 2室2厅 145万', '新华阳光国际  | 2室2厅 | 91.95平米 | 南 | 其他', '中楼层(共26层)2011年建板塔结合  -  柏堰', '145万', '单价15770元/平米')
('', '绿地新都会 3室2厅 130万', '绿地新都会  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共30层)塔楼  -  新港', '130万', '单价14607元/平米')
('https://image1.ljcdn.com/340100-inspection/150678b7-ea3e-401a-aa6f-3e77a5ee6c86.jpg.296x216.jpg', '肥西产证 精装精致小两房 有阳台采光好 业主诚售', '禹洲华侨城三期枫园  | 2室1厅 | 52.99平米 | 东 南 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '93万', '单价17551元/平米')
('https://image1.ljcdn.com/340100-inspection/70b1fb5b-b90e-4de7-8020-b8cbdaec17b3.JPG.296x216.jpg', '长安一品 2室1厅 95万', '长安一品  | 2室1厅 | 57平米 | 南 | 其他', '中楼层(共32层)2013年建板楼  -  桃花工业园', '95万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/3b77866d-071b-4320-b5f2-9791d89a665d.JPG.296x216.jpg', '次新小区品质高 纯毛坯业主诚售', '信地华地城  | 2室1厅 | 86.2平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  繁华新园', '125万', '单价14502元/平米')
('', '一期电梯复式房客厅双卧朝南，主卧客厅带阳台。', '禹洲华侨城一期  | 3室2厅 | 93平米 | 南 北 | 其他', '高楼层(共33层)2010年建板楼  -  染坊', '170万', '单价18280元/平米')
('https://image1.ljcdn.com/340100-inspection/68afc787-4bd0-4516-bffc-9582f9e1f1cc.JPG.296x216.jpg', '肥西产证，看房方便，精致装修，环境优美，建筑新颖。', '原树提香  | 3室2厅 | 89.93平米 | 南 | 其他', '中楼层(共34层)2017年建塔楼  -  桃花工业园', '165万', '单价18348元/平米')
('', '沃顿花园 2室1厅 106万', '沃顿花园  | 2室1厅 | 70平米 | 南 | 其他', '中楼层(共32层)2013年建塔楼  -  肥西', '106万', '单价15143元/平米')
('', '科创和谐盛世 2室2厅 140万', '科创和谐盛世  | 2室2厅 | 97平米 | 南 北 | 其他', '低楼层(共18层)塔楼  -  肥西', '140万', '单价14433元/平米')
('', '香樟花园 3室2厅 120万', '香樟花园  | 3室2厅 | 100平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  染坊', '120万', '单价12000元/平米')
('', '科创和谐盛世 2室2厅 120万', '科创和谐盛世  | 2室2厅 | 80.31平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  肥西', '120万', '单价14943元/平米')
('', '市政供暖 户型好 采光充足 环境好', '和安家园  | 3室2厅 | 147平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  桃花工业园', '230万', '单价15647元/平米')
('', '满两年，大两房，户型方正，楼栋位置好', '东冠繁华逸城  | 2室2厅 | 88.9平米 | 南 | 其他', '低楼层(共6层)2014年建板楼  -  黄小', '145万', '单价16311元/平米')
('https://image1.ljcdn.com/340100-inspection/e208fc5f-22b9-4e0d-bad9-8de62acfd4b5.JPG.296x216.jpg', '东冠繁华逸城 多层3楼 居家装修', '东冠繁华逸城  | 2室1厅 | 87.28平米 | 南 | 其他', '中楼层(共6层)2014年建板楼  -  黄小', '129万', '单价14781元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb256548a-95c7-4004-acd3-ab811499e781.jpg.296x216.jpg', '禹洲天玺 户型方正 边户三房 产证已下 业主诚心出售', '禹洲天玺  | 3室1厅 | 104.97平米 | 南 | 其他', '低楼层(共34层)塔楼  -  繁华新园', '165万', '单价15719元/平米')
('', '温馨四房，楼层高采光好，靠近大蜀山', '旭日长安  | 3室2厅 | 131.7平米 | 南 | 其他', '中楼层(共11层)2010年建塔楼  -  黄小', '165万', '单价12529元/平米')
('https://image1.ljcdn.com/340100-inspection/6535048d-abe3-48f2-be93-67b018040066.JPG.296x216.jpg', '翡翠湖大学城旁环境优美交通便利居住舒适。', '花园锦绣大地城  | 3室2厅 | 129.82平米 | 南 | 其他', '高楼层(共12层)2013年建塔楼  -  桃花工业园', '200万', '单价15406元/平米')
('https://image1.ljcdn.com/340100-inspection/77c88d06-3d37-453a-9527-9c790ec5d115.jpg.296x216.jpg', '为你而选为你为家 新华御湖庄园 独栋别墅  环境优美', '新华御湖庄园   | 联排别墅 | 5室2厅 | 425平米 | 南 北 | 其他', '3层暂无数据  -  柏堰', '1200万', '单价28236元/平米')
('https://image1.ljcdn.com/340100-inspection/c83070f3-c6a6-4dc6-a608-857eb35fbd99.JPG.296x216.jpg', '禹洲华侨城二期柳园 4室2厅 180万', '禹洲华侨城二期柳园  | 4室2厅 | 80.37平米 | 南 | 其他', '高楼层(共6层)2012年建塔楼  -  染坊', '180万', '单价22397元/平米')
('https://image1.ljcdn.com/340100-inspection/d66db0b9-0e77-4745-9a6e-3208ab807904.JPG.296x216.jpg', '学林雅苑 3室2厅 170万', '学林雅苑  | 3室2厅 | 119.7平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  桃花工业园', '170万', '单价14203元/平米')
('', '新华阳光国际 2室2厅 137万', '新华阳光国际  | 2室2厅 | 88.42平米 | 南 | 其他', '中楼层(共11层)2011年建板塔结合  -  柏堰', '137万', '单价15495元/平米')
('', '文一名门绿洲 3室2厅 135万', '文一名门绿洲  | 3室2厅 | 88.86平米 | 南 | 其他', '中楼层(共33层)暂无数据  -  繁华新园', '135万', '单价15193元/平米')
('https://image1.ljcdn.com/340100-inspection/fa1a7d4e-9176-4f25-a23c-8219821af0dd.JPG.296x216.jpg', '20万精装全送  中间楼层   看房方便', '花园锦绣大地城  | 3室2厅 | 116平米 | 南 西南 北 | 其他', '中楼层(共34层)2013年建塔楼  -  桃花工业园', '198万', '单价17069元/平米')
('https://image1.ljcdn.com/340100-inspection/02785e1a-1ecf-4771-8cc0-05c46e3a42b9.jpg.296x216.jpg', '东冠繁华逸城 2室2厅 135万', '东冠繁华逸城  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共16层)2014年建塔楼  -  黄小', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/340100-inspection/5a8c3da8-999c-4b75-8214-3a02b895aa07.jpg.296x216.jpg', '禹洲华侨城70年产权带燃气公寓诚意出售', '禹洲华侨城三期枫园  | 2室1厅 | 52.99平米 | 西 北 | 其他', '低楼层(共24层)2016年建塔楼  -  染坊', '94万', '单价17740元/平米')
('', '位置好，小区周围配套好，环境优美 毛坯房', '绿地新都会  | 3室2厅 | 87平米 | 南 | 其他', '低楼层(共34层)塔楼  -  新港', '126万', '单价14483元/平米')
('https://image1.ljcdn.com/340100-inspection/37834004-c5b1-4944-bf23-64afbef69e8a.JPG.296x216.jpg', '长安萨尔斯堡纯毛坯两房。随时看房', '长安萨尔斯堡  | 2室2厅 | 91.97平米 | 南 | 其他', '中楼层(共11层)2011年建板楼  -  桃花工业园', '145万', '单价15767元/平米')
('https://image1.ljcdn.com/340100-inspection/test-f7f606e3-4c4d-4353-8c25-8f8ddaccc79e.png.296x216.jpg', '文一名门绿洲 3室2厅 135万', '文一名门绿洲  | 3室2厅 | 95.5平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  繁华新园', '135万', '单价14137元/平米')
('https://image1.ljcdn.com/340100-inspection/b9c1dd8c-fc5f-4146-ab16-e1ee68e9ef3f.JPG.296x216.jpg', '幸福大街东区 3室2厅 140万', '幸福大街东区  | 3室2厅 | 89.76平米 | 南 | 其他', '高楼层(共32层)2011年建塔楼  -  桃花工业园', '140万', '单价15598元/平米')
('https://image1.ljcdn.com/340100-inspection/be479e9c-10f9-4065-b266-eda91464b8a0.JPG.296x216.jpg', '东冠繁华逸城 3室1厅 155万', '东冠繁华逸城  | 3室1厅 | 87.25平米 | 南 北 | 其他', '低楼层(共6层)2014年建板楼  -  黄小', '155万', '单价17766元/平米')
('https://image1.ljcdn.com/340100-inspection/966e3a43-20b6-46c3-a8ec-e03f93da6848.jpg.296x216.jpg', '东冠繁华逸城 4室2厅 150万', '东冠繁华逸城  | 4室2厅 | 94平米 | 南 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '150万', '单价15958元/平米')
('', '幸福大街西区 1室1厅 71万', '幸福大街西区  | 1室1厅 | 47平米 | 南 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '71万', '单价15107元/平米')
('https://image1.ljcdn.com/340100-inspection/ec1812f4-d992-4489-91be-6dfbc3580f8c.jpg.296x216.jpg', '文一名门御府 3室1厅 130万', '文一名门御府  | 3室1厅 | 89.11平米 | 南 | 其他', '低楼层(共34层)塔楼  -  黄小', '130万', '单价14589元/平米')
('https://image1.ljcdn.com/340100-inspection/5bd5a463-3e25-419c-ba5d-f99a67d5c139.jpg.296x216.jpg', '东冠繁华逸城 2室2厅 135万', '东冠繁华逸城  | 2室2厅 | 89.54平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  黄小', '135万', '单价15078元/平米')
('https://image1.ljcdn.com/340100-inspection/test-b8190e54-1745-4ae9-8539-fa473a7bfc2f.png.296x216.jpg', '文一名门绿洲 户型方正 清水毛坯', '文一名门绿洲  | 3室2厅 | 88.7平米 | 南 | 其他', '低楼层(共32层)暂无数据  -  繁华新园', '135万', '单价15220元/平米')
('', '为你而选 为你而家 幸福大街小户型   50万   采光好', '幸福大街西区  | 1室1厅 | 34.54平米 | 西南 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '48万', '单价13897元/平米')
('https://image1.ljcdn.com/340100-inspection/51874bf6-dda1-4809-a9b6-5f184b6fb1a4.jpg.296x216.jpg', '禹洲小微公馆 70年产权 肥西产证 业主诚心出售', '禹洲华侨城三期枫园  | 2室1厅 | 53平米 | 东北 | 其他', '高楼层(共24层)2016年建塔楼  -  染坊', '93万', '单价17548元/平米')
('https://image1.ljcdn.com/340100-inspection/f87635ba-a954-491b-ac1b-0bf235fc832f.JPG.296x216.jpg', '位置好，小区周围配套好，环境优美 诚心出售', '绿地新都会  | 3室2厅 | 87平米 | 南 | 其他', '高楼层(共40层)塔楼  -  新港', '130万', '单价14943元/平米')
('https://image1.ljcdn.com/340100-inspection/test-e9bfbb2a-01fe-4e60-a08f-227dc3427d39.png.296x216.jpg', '禹洲天玺 3室2厅 165万', '禹洲天玺  | 3室2厅 | 106平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  繁华新园', '165万', '单价15567元/平米')
('', '前城上品 2室2厅 125万', '前城上品  | 2室2厅 | 83平米 | 南 北 | 其他', '高楼层(共11层)板楼  -  黄小', '125万', '单价15061元/平米')
('https://image1.ljcdn.com/340100-inspection/test-1f811af6-fcbc-445f-b940-370cb4982881.png.296x216.jpg', '为你而选为你为家 肥西产证 多层 户型好 配套齐全', '东冠繁华逸城  | 2室2厅 | 89平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '136万', '单价15281元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/109f453d-ab63-477c-85eb-83a3ea19026c.png.280x210.jpg', '70年公寓，采光好，户型方正，带阳台', '幸福大街西区  | 1室1厅 | 35平米 | 南 | 其他', '高楼层(共23层)2011年建板楼  -  桃花工业园', '55万', '单价15715元/平米')
('https://image1.ljcdn.com/340100-inspection/641d9c95-0408-4a72-9930-f83851688192.jpg.296x216.jpg', '鼎元公馆 大三房 户型方正 采光好', '鼎元公馆  | 3室2厅 | 109.56平米 | 南 北 | 其他', '高楼层(共21层)暂无数据  -  黄小', '186万', '单价16977元/平米')
('https://image1.ljcdn.com/340100-inspection/c4f030e2-fe89-4bdf-bb96-31cab698e992.JPG.296x216.jpg', '东冠繁华逸城 精装 电梯房环境好 肥西产权带车位', '东冠繁华逸城  | 2室2厅 | 81.33平米 | 南 北 | 其他', '高楼层(共11层)2014年建板楼  -  黄小', '136万', '单价16722元/平米')
('https://image1.ljcdn.com/340100-inspection/test-6b03812b-0b40-4dcf-a4d0-676dd1e3660d.png.296x216.jpg', '肥西产证 业主诚售 随时看房 户型好 采光棒三开间朝南', '文一名门绿洲  | 3室2厅 | 95.6平米 | 南 | 其他', '中楼层(共33层)暂无数据  -  繁华新园', '140万', '单价14645元/平米')
('', '70年产权小户型  精装修  交通便利', '禹洲华侨城三期枫园  | 2室1厅 | 48.99平米 | 南 | 其他', '低楼层(共24层)2016年建塔楼  -  染坊', '85万', '单价17351元/平米')
('https://image1.ljcdn.com/340100-inspection/b1515d1f-dc47-43cb-a990-dcb7c55e8898.JPG.296x216.jpg', '禹洲华侨城二期柳园 2室2厅 132万', '禹洲华侨城二期柳园  | 2室2厅 | 76平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  染坊', '132万', '单价17369元/平米')
('https://image1.ljcdn.com/340100-inspection/330281c9-8f34-4ac2-a0ab-d9efdf003ff8.JPG.296x216.jpg', '翡翠湖畔 多层顶复 南北露台 总价便宜', '学林雅苑  | 3室2厅 | 121平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '148万', '单价12232元/平米')
('https://image1.ljcdn.com/340100-inspection/d3eac5c3-d28b-4b84-b68f-1f533d671eb0.jpg.296x216.jpg', '电力公司房子市政供暖 1梯2户 户型好 采光充足 环境好', '和安家园  | 2室2厅 | 89平米 | 南 北 | 其他', '低楼层(共14层)2009年建塔楼  -  桃花工业园', '145万', '单价16293元/平米')
('', '绿地新都会 3室1厅 130万', '绿地新都会  | 3室1厅 | 88平米 | 南 | 其他', '低楼层(共34层)塔楼  -  新港', '130万', '单价14773元/平米')
('https://image1.ljcdn.com/340100-inspection/571f640a-83c7-4046-8180-1474f79d47b4.jpg.296x216.jpg', '花园洋房，精装修，满两年，带阁楼，居住舒适', '东冠繁华逸城  | 3室2厅 | 93.61平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '160万', '单价17093元/平米')
('', '原树提香 5室2厅 490万', '原树提香   | 联排别墅 | 5室2厅 | 285平米 | 南 | 其他', '3层暂无数据  -  桃花工业园', '490万', '单价17193元/平米')
('https://image1.ljcdn.com/340100-inspection/1c28df39-cd68-49c3-bd76-e37c1303a5ef.jpg.296x216.jpg', '鼎元公馆 小两房 精装修  户型方正', '鼎元公馆  | 2室1厅 | 81.77平米 | 南 | 其他', '中楼层(共26层)暂无数据  -  黄小', '136万', '单价16633元/平米')
('https://image1.ljcdn.com/340100-inspection/7d56f761-f7a4-492b-bc56-379195e31b2a.JPG.296x216.jpg', '肥西产权 全明户型 园林式小区 2房朝南', '长安萨尔斯堡  | 2室2厅 | 75.32平米 | 南 | 其他', '低楼层(共11层)2011年建板楼  -  桃花工业园', '115万', '单价15269元/平米')
('https://image1.ljcdn.com/340100-inspection/ad439914-6629-4bea-bf6d-d428edbba420.JPG.296x216.jpg', '翡翠湖畔、合工大旁、自住精装修', '花园锦绣大地城  | 1室1厅 | 43.25平米 | 北 | 其他', '中楼层(共33层)2013年建塔楼  -  桃花工业园', '67万', '单价15492元/平米')
('', '华南城紫荆名都 3室2厅 115万', '华南城紫荆名都  | 3室2厅 | 86.5平米 | 南 | 其他', '低楼层(共34层)暂无数据  -  肥西', '115万', '单价13295元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadbd5bd959-35e7-4f21-83a2-7b5979dfdf0e.JPG.296x216.jpg', '学林雅苑 5室2厅 190万', '学林雅苑  | 5室2厅 | 145平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '190万', '单价13104元/平米')
('https://image1.ljcdn.com/340100-inspection/bf4509ae-57a6-4fdd-ba63-6613ea6b6878.jpg.296x216.jpg', '多层顶楼复式，公摊小，精装修南北双阳台，看房方便', '东冠繁华逸城  | 2室2厅 | 87.01平米 | 南 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '148万', '单价17010元/平米')
('https://image1.ljcdn.com/340100-inspection/1181b030-7109-4646-bbf9-460660ad97c2.jpg.296x216.jpg', '旭日长安 2室2厅 110万', '旭日长安  | 2室2厅 | 84平米 | 南 | 其他', '低楼层(共11层)2009年建塔楼  -  黄小', '110万', '单价13096元/平米')
('', '华南城紫荆名都 1室1厅 43万', '华南城紫荆名都  | 1室1厅 | 47.12平米 | 北 | 其他', '低楼层(共34层)板塔结合  -  肥西', '43万', '单价9126元/平米')
('https://image1.ljcdn.com/340100-inspection/630ee8a7-3389-45ea-89dd-41c39fe72b94.jpg.296x216.jpg', '精装修 从未入住 看房方便 新小区 肥西产证', '绿地海德公馆  | 3室2厅 | 86.9平米 | 南 北 | 其他', '高楼层(共32层)暂无数据  -  长安', '130万', '单价14960元/平米')
('', '东冠繁华逸城 3室2厅 150万', '东冠繁华逸城  | 3室2厅 | 89.75平米 | 南 | 其他', '中楼层(共11层)2014年建塔楼  -  黄小', '150万', '单价16714元/平米')
('https://image1.ljcdn.com/340100-inspection/2c452bf8-2da7-404d-843b-c440736c9a6a.JPG.296x216.jpg', '信地华地城 精装修 拎包入住 大三房', '信地华地城  | 3室2厅 | 100平米 | 南 | 其他', '高楼层(共33层)2016年建暂无数据  -  繁华新园', '185万', '单价18500元/平米')
('https://image1.ljcdn.com/340100-inspection/aea267f2-7789-4a47-b9a8-62a79f839c40.JPG.296x216.jpg', '房子满2年，居家精装修，拎包入住，采光不遮挡。', '和安家园  | 2室2厅 | 85.56平米 | 南 | 其他', '低楼层(共14层)2009年建板楼  -  桃花工业园', '138万', '单价16130元/平米')
('https://image1.ljcdn.com/340100-inspection/b95be423-c42d-414b-ac78-7231b31891f0.jpg.296x216.jpg', '朝南户型，简单装修，满二年，业主诚心出售', '禹洲华侨城三期荷园  | 2室2厅 | 73.28平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  染坊', '126万', '单价17195元/平米')
('', '业主诚心想卖，房子精装修，家具家电全送。交通便利。', '新华阳光国际  | 2室2厅 | 89平米 | 南 | 其他', '中楼层(共11层)2011年建板塔结合  -  柏堰', '140万', '单价15731元/平米')
('https://image1.ljcdn.com/340100-inspection/3b218ade-900b-4b6f-8cec-b032a75cc646.JPG.296x216.jpg', '多伦多花园精装两房，采光视野好！', '多伦多花园  | 2室2厅 | 88平米 | 南 | 其他', '高楼层(共16层)2009年建板楼  -  桃花工业园', '145万', '单价16478元/平米')
('https://image1.ljcdn.com/340100-inspection/06cebe18-43cb-4ed9-8090-8b85cc568dd0.JPG.296x216.jpg', '环境优美，翡翠湖畔，安静舒适，户型方正', '学林雅苑  | 3室2厅 | 154.73平米 | 南 | 其他', '低楼层(共18层)2006年建塔楼  -  桃花工业园', '225万', '单价14542元/平米')
('https://image1.ljcdn.com/340100-inspection/51f390b1-b48f-452f-9207-4f3e079841a5.jpg.296x216.jpg', '精致小户型 翡翠湖畔 交通便利 配套齐全', '幸福大街西区  | 1室1厅 | 35平米 | 西 | 其他', '中楼层(共23层)2011年建板楼  -  桃花工业园', '50万', '单价14286元/平米')
('', '华南城紫荆名都 1室1厅 46万', '华南城紫荆名都  | 1室1厅 | 52平米 | 北 | 其他', '低楼层(共34层)板塔结合  -  肥西', '46万', '单价8847元/平米')
('https://image1.ljcdn.com/340100-inspection/2c54726c-f246-424d-88c2-705e267fb190.jpg.296x216.jpg', '七十年住宅 采光好 诚心出售 交通方便', '幸福大街西区  | 1室1厅 | 37平米 | 南 | 其他', '中楼层(共23层)2011年建板楼  -  桃花工业园', '48万', '单价12973元/平米')
('', '东冠繁华逸城 2室2厅 165万', '东冠繁华逸城  | 2室2厅 | 89平米 | 南 | 其他', '高楼层(共6层)2014年建板楼  -  黄小', '165万', '单价18540元/平米')
('https://image1.ljcdn.com/340100-inspection/478fe3e7-4e48-4cec-9d1f-57458beaefd5.JPG.296x216.jpg', '翡翠湖畔2居  带院子活动空间大 采光充足', '幸福大街西区  | 2室2厅 | 86平米 | 南 | 其他', '低楼层(共6层)2011年建板楼  -  桃花工业园', '158万', '单价18373元/平米')
('https://image1.ljcdn.com/340100-inspection/76f16090-0589-42d0-a0ab-1e345fffe18e.jpg.296x216.jpg', '肥西产证业主诚售南北通透户型方正采光无遮挡通风好', '东冠繁华逸城  | 3室2厅 | 114.38平米 | 南 北 | 其他', '高楼层(共11层)2014年建板楼  -  黄小', '182万', '单价15912元/平米')
('https://image1.ljcdn.com/340100-inspection/21d4a2b1-64a4-4d1c-92f1-8253d0550932.jpg.296x216.jpg', '肥西产证 太平洋森公馆 毛坯三房 视野好', '太平洋森公馆  | 3室2厅 | 103.6平米 | 南 | 毛坯', '中楼层(共34层)塔楼  -  染坊', '155万', '单价14962元/平米')
('', '新华御湖庄园 品质住宅 品质生活', '新华御湖庄园  | 4室2厅 | 174.53平米 | 南 北 | 其他', '高楼层(共14层)板塔结合  -  柏堰', '400万', '单价22919元/平米')
('https://image1.ljcdn.com/340100-inspection/test-516a9c72-4a42-4116-9a8a-5d8ec6f88001.png.296x216.jpg', '新小区，电梯洋房，纯毛坯可以按自己风格装修', '文一名门绿洲  | 3室2厅 | 101.43平米 | 南 | 其他', '低楼层(共8层)暂无数据  -  繁华新园', '175万', '单价17254元/平米')
('https://image1.ljcdn.com/340100-inspection/1069cca5-a54a-4c76-a052-8a1e84538213.jpg.296x216.jpg', '太平洋森公馆 3室2厅 158万', '太平洋森公馆  | 3室2厅 | 106.68平米 | 南 北 | 其他', '低楼层(共34层)暂无数据  -  染坊', '158万', '单价14811元/平米')
('https://image1.ljcdn.com/340100-inspection/d2d6c91c-2358-4288-bbe7-af30402e2f4e.JPG.296x216.jpg', '户型方正大户型  交通便利 配套完善', '禹洲华侨城一期  | 5室3厅 | 208.16平米 | 南 | 其他', '高楼层(共6层)2010年建板楼  -  染坊', '270万', '单价12971元/平米')
('', '学林雅苑 4室2厅 274万', '学林雅苑  | 4室2厅 | 177.37平米 | 南 | 其他', '高楼层(共18层)2006年建塔楼  -  桃花工业园', '274万', '单价15448元/平米')
('https://image1.ljcdn.com/340100-inspection/0db00d10-8025-48c4-90d9-3826d819e61d.jpg.296x216.jpg', '房主诚心售出 全明户型  纯毛坯', '新华阳光国际  | 2室2厅 | 90平米 | 南 | 其他', '低楼层(共6层)2011年建板塔结合  -  柏堰', '138万', '单价15334元/平米')
('', '多伦多花园 3室2厅 190万', '多伦多花园  | 3室2厅 | 122.37平米 | 南 | 其他', '中楼层(共22层)2015年建板楼  -  桃花工业园', '190万', '单价15527元/平米')
('https://image1.ljcdn.com/340100-inspection/b5629b43-3cf6-47b0-8938-37e84fef3e6a.JPG.296x216.jpg', '禹洲天玺，精装30多万，带地暖，带产权车位', '禹洲天玺  | 4室2厅 | 111.34平米 | 南 北 | 其他', '低楼层(共34层)板塔结合  -  繁华新园', '208万', '单价18682元/平米')
('https://image1.ljcdn.com/340100-inspection/f4bd7f2f-543f-4646-9f14-749a2ec5d8f5.JPG.296x216.jpg', '肥西产证大三房，翡翠湖旁环境优美，出行便利配套完善', '花园锦绣大地城  | 3室2厅 | 126.45平米 | 南 | 其他', '中楼层(共12层)2013年建塔楼  -  桃花工业园', '170万', '单价13445元/平米')
('https://image1.ljcdn.com/340100-inspection/cd8be637-8f96-4217-96db-158646b36be0.jpg.296x216.jpg', '温馨如家  旭日长安品质大两房 房东诚售', '旭日长安  | 2室2厅 | 85.86平米 | 南 | 其他', '中楼层(共16层)2009年建塔楼  -  黄小', '122万', '单价14210元/平米')
('', '南北通透，客厅南北双阳台，柏堰湖景，环境好，安静。', '新华御湖庄园  | 4室2厅 | 188.36平米 | 南 | 其他', '中楼层(共14层)板塔结合  -  柏堰', '400万', '单价21236元/平米')
('https://image1.ljcdn.com/340100-inspection/dc561bcd-b1e5-4b3b-a059-02f9e956094c.JPG.296x216.jpg', '肥西产证满2年，自住装修 通透户型两卧朝南', '长安萨尔斯堡  | 2室1厅 | 87.28平米 | 南 | 其他', '低楼层(共11层)2011年建板楼  -  桃花工业园', '126万', '单价14437元/平米')
('https://image1.ljcdn.com/340100-inspection/e6c5d5ea-8c6f-48b2-ab5a-98da2f307f49.jpg.296x216.jpg', '鼎元公馆 3室2厅 180万', '鼎元公馆  | 3室2厅 | 109平米 | 南 | 其他', '高楼层(共26层)暂无数据  -  黄小', '180万', '单价16514元/平米')
('https://image1.ljcdn.com/340100-inspection/626fe1b3-e0cc-4eed-aab8-1b0832fe3cde.jpg.296x216.jpg', '肥西 新华阳光国际 精装2室 商品房 套内面积大 采光好', '新华阳光国际  | 2室2厅 | 81.15平米 | 南 | 精装', '中楼层(共6层)2011年建板塔结合  -  柏堰', '143万', '单价17622元/平米')
('', '中街水晶城 4室2厅 249万', '中街水晶城  | 4室2厅 | 151.57平米 | 南 | 其他', '高楼层(共18层)2013年建塔楼  -  肥西', '249万', '单价16429元/平米')
('https://image1.ljcdn.com/340100-inspection/ee567fae-0c5c-4a9c-8dab-a4c9346cde32.jpg.296x216.jpg', '次新小区 交通便利 配套完善 楼层适中', '观澜学府  | 1室1厅 | 45.11平米 | 南 | 其他', '中楼层(共28层)塔楼  -  新港', '65万', '单价14410元/平米')
('', '新华御湖庄园 4室2厅 390万', '新华御湖庄园  | 4室2厅 | 188平米 | 南 | 其他', '中楼层(共15层)板塔结合  -  柏堰', '390万', '单价20745元/平米')
('https://image1.ljcdn.com/340100-inspection/91bcb688-93aa-4803-9380-241d8fcef3b2.JPG.296x216.jpg', '带车位！文一名门绿洲 小三居 装修不到半年 采光好', '文一名门绿洲  | 3室1厅 | 88.6平米 | 南 | 其他', '低楼层(共33层)暂无数据  -  繁华新园', '140万', '单价15802元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada10faab3-9888-4f75-9701-579aa5315882.jpg.296x216.jpg', '温馨大四房，带电梯，采光好，环境优美。', '信地华地城  | 4室2厅 | 125.84平米 | 南 | 其他', '高楼层(共6层)板塔结合  -  繁华新园', '200万', '单价15894元/平米')
('https://image1.ljcdn.com/340100-inspection/4115c175-003e-46c9-9b87-6085c339adba.JPG.296x216.jpg', '东冠 楼层采光好 户型方正 满两年没有增值税！', '东冠繁华逸城  | 2室2厅 | 89平米 | 南 | 其他', '低楼层(共18层)2014年建塔楼  -  黄小', '137.9万', '单价15495元/平米')
('', '楼层好，适合刚出来过度用的房子，采光好', '华南城紫荆名都  | 1室1厅 | 47平米 | 南 | 其他', '低楼层(共34层)板塔结合  -  肥西', '62万', '单价13192元/平米')
('https://image1.ljcdn.com/340100-inspection/f7cb75e0-0211-4f90-8284-bccdf9351acb.JPG.296x216.jpg', '幸福大街西区 1室1厅 45万', '幸福大街西区  | 1室1厅 | 36.93平米 | 西 | 其他', '低楼层(共23层)2011年建板楼  -  桃花工业园', '45万', '单价12186元/平米')
('https://image1.ljcdn.com/340100-inspection/ecd776ab-73a9-4056-9364-7b88182489c9.jpg.296x216.jpg', '靠近翡翠湖，风景好。多层复式，户型好。', '学林雅苑  | 6室2厅 | 153.39平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  桃花工业园', '175万', '单价11409元/平米')
